announce_date,app_name,app_name_a,app_name_b,app_name_c,category,col1,col2,col3,col4,col5,col6,cumul_last_price_net_dollar_flow_a,end_date,first_deployed,gas_fee_eth_per_day,gas_fee_eth_per_day_after,gas_fee_eth_per_day_prev,gas_fee_usd_per_day,gas_fee_usd_per_day_after,gas_fee_usd_per_day_prev,incentive_type,incremental_addr_per_day,incremental_addr_per_day_after,incremental_gas_fee_eth_per_day,incremental_gas_fee_eth_per_day_after,incremental_gas_fee_usd_per_day,incremental_gas_fee_usd_per_day_after,incremental_l1_gas_used_per_day,incremental_l1_gas_used_per_day_after,incremental_l2_gas_used_per_day,incremental_l2_gas_used_per_day_after,incremental_txs_per_day,incremental_txs_per_day_after,l1_gas_used_per_day,l1_gas_used_per_day_after,l1_gas_used_per_day_prev,l2_gas_used_per_day,l2_gas_used_per_day_after,l2_gas_used_per_day_prev,last_deployed,num_addr_per_day,num_addr_per_day_after,num_addr_per_day_prev,num_op,op_claimed,op_deployed,op_source,op_source_a,op_source_b,op_source_c,op_to_project,start_date,txs_per_day,txs_per_day_after,txs_per_day_prev,last_updated
2022-09-22,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Hop%20Protocol"" target=""_blank"">Hop Protocol</a>",Hop Protocol,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Hop%20Protocol"" target=""_blank"">Hop Protocol</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Hop%20Protocol"" target=""_blank"">Hop Protocol</a>",['Cross-Chain / Bridging'],|,|,|,|,|,|,649097.8773616515,,2022-10-05,0.28929052817687184,,0.06313279394741092,546.030046764025,,119.16187733036323,['Bridging'],425.00731707317067,,0.22615773422946092,,426.86816943366176,,8029932.234146342,,274791197.33089435,,1593.1951219512193,,12675892.634146342,,4645960.4,463082924.797561,,188291727.46666667,2023-10-19,812.3073170731707,,387.3,1000000,118277.59561778967,253526.56953708883,['Phase 0'],['Phase 0'],['Phase 0'],['Phase 0'],1000000.0,2022-09-22,2420.0951219512194,,826.9,2023-11-06 12:25:05.958418+00:00
2022-09-29,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Beethoven%20X"" target=""_blank"">Beethoven X</a>",Beethoven X,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Beethoven%20X"" target=""_blank"">Beethoven X</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Beethoven%20X"" target=""_blank"">Beethoven X</a>",['DEX (Decentralized Exchange)'],|,|,|,|,|,|,16053083.132223321,,2022-08-19,0.17518770983796977,,0.026299705077105922,330.66327472990815,,49.64016376074461,['Liquidity Providing / Deposits'],549.2144747725392,,0.14888800476086386,,281.02311096916355,,7281431.479239041,,233456077.18767577,,1092.3951199338294,,9261396.545905707,,1979965.0666666667,285539543.75434244,,52083466.56666667,2023-10-27,642.1811414392059,,92.96666666666667,500000,306200.38,355694.58999999997,['Season 1'],['Season 1'],['Season 1'],['Season 1'],558592.0,2022-09-29,1348.7617866004962,,256.3666666666667,2023-11-06 12:25:05.958418+00:00
2022-10-24,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Uniswap"" target=""_blank"">Uniswap</a>",Uniswap,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Uniswap"" target=""_blank"">Uniswap</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Uniswap"" target=""_blank"">Uniswap</a>",['DEX (Decentralized Exchange)'],|,|,|,|,|,|,24769572.666105714,2023-07-26,,1.966848894612724,1.2185410363856835,1.1812014694830448,3712.387684005127,2299.9716695693496,2229.49398891217,['Liquidity Providing / Deposits'],828.8608695652174,-219.03793103448243,0.7856474251296792,0.03733956690263862,1482.893695092957,70.47768065717946,1717845.6579710096,-26616528.28505747,78154184.19275355,-444914496.4206896,-335.5057971014503,-3000.2206896551725,75695785.39130434,47361411.448275864,73977939.73333333,2063662009.9927535,1540593329.3793104,1985507825.8,,5052.760869565217,4004.862068965517,4223.9,1000000,,,['Phase 0'],['Phase 0'],['Phase 0'],['Phase 0'],,2022-10-26,11058.09420289855,8393.379310344828,11393.6,2023-11-06 12:25:05.958418+00:00
2022-10-27,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=OptiChads"" target=""_blank"">OptiChads</a>",OptiChads,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=OptiChads"" target=""_blank"">OptiChads</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=OptiChads"" target=""_blank"">OptiChads</a>",['NFT Collection'],|,|,|,|,|,|,,,2022-10-28,,,,,,,[None],,,,,,,,,,,,,,,,,,,2023-11-02,,,,50000,85410.38293426104,85420.88293426104,['Season 2'],['Season 2'],['Season 2'],['Season 2'],83245.84861916356,2022-10-27,,,,2023-11-06 12:25:05.958418+00:00
2022-11-01,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Boardroom"" target=""_blank"">Boardroom</a>",Boardroom,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Boardroom"" target=""_blank"">Boardroom</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Boardroom"" target=""_blank"">Boardroom</a>","['Operations, Governance']",|,|,|,|,|,|,,,2022-11-01,,,,,,,[None],,,,,,,,,,,,,,,,,,,2023-08-07,,,,100000,99960.0,99960.0,['Season 1'],['Season 1'],['Season 1'],['Season 1'],132480.06999999998,2022-11-01,,,,2023-11-06 12:25:05.958418+00:00
2022-11-03,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Revert%20Finance"" target=""_blank"">Revert Finance</a>",Revert Finance,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Revert%20Finance"" target=""_blank"">Revert Finance</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Revert%20Finance"" target=""_blank"">Revert Finance</a>",['Yield Aggregator'],|,|,|,|,|,|,1122212.776008342,2023-03-06,2022-11-30,0.023129732390309247,0.024055578301388165,0.00285442196380913,43.6569041451584,45.40441965943623,5.387663979893716,['Liquidity Providing / Deposits'],32.218817204301075,35.99885057471264,0.020275310426500118,0.021201156337579036,38.269240165264684,40.01675567954251,1028995.2258064516,632149.0344827586,84366765.39301075,43274863.07126437,217.5596774193548,115.61724137931034,1229057.2258064516,832211.0344827586,200062.0,101109694.45967741,60017792.137931034,16742929.066666666,2023-10-18,37.185483870967744,40.96551724137931,4.966666666666667,240000,236256.95472034623,240620.0536287699,['Season 2'],['Season 2'],['Season 2'],['Season 2'],240593.8499777187,2022-11-07,262.4596774193548,160.51724137931035,44.9,2023-11-06 12:25:05.958418+00:00
2022-11-28,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Hundred%20Finance"" target=""_blank"">Hundred Finance</a>",Hundred Finance,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Hundred%20Finance"" target=""_blank"">Hundred Finance</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Hundred%20Finance"" target=""_blank"">Hundred Finance</a>",['Lend/Borrow Market'],|,|,|,|,|,|,-1052084.4892734315,,2022-11-28,0.004109172428224239,,0.000817435243918877,7.755980215753597,,1.5428925629763197,['Liquidity Providing / Deposits'],12.225155279503106,,0.0032917371843053625,,6.213087652777277,,146817.57763975154,,12994490.381987577,,32.46894409937888,,179785.86335403725,,32968.28571428572,14763028.524844721,,1768538.142857143,2023-03-23,15.975155279503106,,3.75,300000,153147.6723866392,161322.5,['Season 1'],['Season 1'],['Season 1'],['Season 1'],300000.0,2022-11-28,39.96894409937888,,7.5,2023-11-06 12:25:05.958418+00:00
2022-11-30,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=dForce"" target=""_blank"">dForce</a>",dForce,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=dForce"" target=""_blank"">dForce</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=dForce"" target=""_blank"">dForce</a>",['Lend/Borrow Market'],|,|,|,|,|,|,174945.59447374163,,2022-09-30,0.01109517105373962,,0.015909612999763307,20.94191195096534,,30.029074180219997,['Liquidity Providing / Deposits'],3.6456500488758543,,-0.004814441946023687,,-9.087162229254655,,-262491.4795698925,,-9659435.691691104,,-25.152297165200395,,395772.3870967742,,658263.8666666667,25150795.841642227,,34810231.53333333,2023-11-01,23.812316715542522,,20.166666666666668,300000,678094.5943213914,654438.8051140609,['Season 1'],['Season 1'],['Season 1'],['Season 1'],500004.36205454264,2022-12-01,92.11436950146627,,117.26666666666667,2023-11-06 12:25:05.958418+00:00
2022-12-08,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=EthernautDAO"" target=""_blank"">EthernautDAO</a>",EthernautDAO,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=EthernautDAO"" target=""_blank"">EthernautDAO</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=EthernautDAO"" target=""_blank"">EthernautDAO</a>",['DAO'],|,|,|,|,|,|,,,2023-01-01,,,,,,,['Developer Contributions'],,,,,,,,,,,,,,,,,,,2023-08-07,,,,120000,82570.0,82570.0,['Season 2'],['Season 2'],['Season 2'],['Season 2'],183437.9,2022-12-08,,,,2023-11-06 12:25:05.958418+00:00
2022-12-21,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=dHedge"" target=""_blank"">dHedge</a>",dHedge,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=dHedge"" target=""_blank"">dHedge</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=dHedge"" target=""_blank"">dHedge</a>",['Asset Management'],|,|,|,|,|,|,18501358.556826346,,2022-11-07,0.04314663130318093,,0.015761971447597785,81.43839778183779,,29.7504037234259,[None],20.94895833333333,,0.027384659855583145,,51.68799405841189,,155667.5791666666,,-40473332.70625001,,38.49583333333334,,1193888.5125,,1038220.9333333333,431907670.39375,,472381003.1,2023-10-16,82.015625,,61.06666666666667,350000,542964.5000202048,518733.19470622955,['Season 2'],['Season 2'],['Season 2'],['Season 2'],364169.1025898198,2023-01-17,200.8625,,162.36666666666667,2023-11-06 12:25:05.958418+00:00
2023-01-08,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Alchemix"" target=""_blank"">Alchemix</a>",Alchemix,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Alchemix"" target=""_blank"">Alchemix</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Alchemix"" target=""_blank"">Alchemix</a>",['Other DeFi'],|,|,|,|,|,|,-1034638.6954029113,,2023-01-08,0.0018509836004678415,,0.0007252915493034822,3.493694274376533,,1.3689731948002117,[None],6.75,,0.0011256920511643594,,2.1247210795763216,,29578.040000000008,,1389700.1666666667,,12.31,,74375.24,,44797.2,2838251.8333333335,,1448551.6666666667,2023-10-30,11.216666666666667,,4.466666666666667,250000,118048.69494696516,108431.7155256274,['Season 2'],['Season 2'],['Season 2'],['Season 2'],267143.7171493,,21.976666666666667,,9.666666666666666,2023-11-06 12:25:05.958418+00:00
2023-01-20,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Overnight"" target=""_blank"">Overnight</a>",Overnight,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Overnight"" target=""_blank"">Overnight</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Overnight"" target=""_blank"">Overnight</a>",['Yield Aggregator'],|,|,|,|,|,|,-2006117.055886461,,,,,,,,,['DEX Liquidity'],,,,,,,,,,,,,,,,,,,,,,,400000,,,['Season 2'],['Season 2'],['Season 2'],['Season 2'],,2023-01-20,,,,2023-11-06 12:25:05.958418+00:00
2023-01-23,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Clipper"" target=""_blank"">Clipper</a>",Clipper,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Clipper"" target=""_blank"">Clipper</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Clipper"" target=""_blank"">Clipper</a>",['DEX (Decentralized Exchange)'],|,|,|,|,|,|,-447998.4284286127,,2022-07-07,0.07506465778599862,,0.2678967154198224,141.68303006503794,,505.6496559720729,['Retroactive Airdrop'],-835.635656213705,,-0.19283205763382377,,-363.96662590703494,,-11853449.888966318,,-287980677.9801394,,-2252.020905923345,,3127523.1777003487,,14980973.066666666,68609649.91986063,,356590327.9,2023-07-31,296.33101045296166,,1131.9666666666667,300000,258364.0,277934.0,['Phase 0'],['Phase 0'],['Phase 0'],['Phase 0'],320000.0,2023-01-23,459.97909407665503,,2712.0,2023-11-06 12:25:05.958418+00:00
2023-02-13,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Rainbow"" target=""_blank"">Rainbow</a>",Rainbow,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Rainbow"" target=""_blank"">Rainbow</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Rainbow"" target=""_blank"">Rainbow</a>","['Wallet / Tracker, DEX (Decentralized Exchange)']",|,|,|,|,|,|,,,2023-02-20,0.024013114571308388,,0.008010780085332233,45.32427022396267,,15.120186105560807,['Trades/Swaps'],4.585714285714285,,0.016002334485976155,,30.204084118401866,,559450.7649122807,,14306630.8518797,,46.48020050125312,,900552.6315789474,,341101.86666666664,23231669.7518797,,8925038.9,2023-10-31,19.285714285714285,,14.7,420069,117272.67055643904,117272.67055643904,['Season 2'],['Season 2'],['Season 2'],['Season 2'],420069.0,,67.41353383458646,,20.933333333333334,2023-11-06 12:25:05.958418+00:00
2023-02-17,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=WardenSwap"" target=""_blank"">WardenSwap</a>",WardenSwap,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=WardenSwap"" target=""_blank"">WardenSwap</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=WardenSwap"" target=""_blank"">WardenSwap</a>",['DEX (Decentralized Exchange)'],|,|,|,|,|,|,,,2023-02-17,0.002698196096151994,,0.0033629414693687448,5.092790800463444,,6.347484307061048,[None],-6.5973180076628335,,-0.0006647453732167509,,-1.2546935065976044,,-66891.66283524905,,-8060133.678927203,,-10.0632183908046,,69205.67049808429,,136097.33333333334,6929253.8544061305,,14989387.533333333,2023-02-17,12.302681992337165,,18.9,300000,10000.0,10000.0,['Season 1'],['Season 1'],['Season 1'],['Season 1'],300000.0,,18.103448275862068,,28.166666666666668,2023-11-06 12:25:05.958418+00:00
2023-02-20,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Angle"" target=""_blank"">Angle</a>",Angle,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Angle"" target=""_blank"">Angle</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Angle"" target=""_blank"">Angle</a>",['Stablecoin'],|,|,|,|,|,|,-1048604.899812898,,,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,,250000,,,['Season 2'],['Season 2'],['Season 2'],['Season 2'],,2023-02-20,,,,2023-11-06 12:25:05.958418+00:00
2023-02-22,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Bankless"" target=""_blank"">Bankless</a>",Bankless,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Bankless"" target=""_blank"">Bankless</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Bankless"" target=""_blank"">Bankless</a>",['DAO'],|,|,|,|,|,|,,,2022-10-20,,,,,,,[None],,,,,,,,,,,,,,,,,,,2023-09-28,,,,33000,86972.71501812956,86972.71501812956,['Season 2'],['Season 2'],['Season 2'],['Season 2'],95606.97755945206,2023-02-22,,,,2023-11-06 12:25:05.958418+00:00
2023-03-03,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Exactly"" target=""_blank"">Exactly</a>",Exactly,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Exactly"" target=""_blank"">Exactly</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Exactly"" target=""_blank"">Exactly</a>",['Lend/Borrow Market'],|,|,|,|,|,|,,,2023-04-03,0.04617088122391297,,,87.14660861075849,,,['Liquidity Providing / Deposits'],,,,,,,,,,,,,1737885.4193548388,,,205477012.19354838,,,2023-10-26,321.81451612903226,,,100000,601052.8749431722,613389.0829522758,['Partner Fund'],['Partner Fund'],['Partner Fund'],['Partner Fund'],599999.9999999999,2023-03-03,544.1854838709677,,,2023-11-06 12:25:05.958418+00:00
2023-03-03,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Sushi"" target=""_blank"">Sushi</a>",Sushi,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Sushi"" target=""_blank"">Sushi</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Sushi"" target=""_blank"">Sushi</a>",['DEX (Decentralized Exchange)'],|,|,|,|,|,|,-1836653.9864773767,,2023-02-28,0.2725813049696299,,0.09609802990092757,514.4917244181839,,181.38309640284064,[None],509.16801075268825,,0.17648327506870232,,333.1086280153433,,8123132.331182796,,329497547.1650538,,723.0096774193548,,11523646.064516129,,3400513.7333333334,421192196.2983871,,91694649.13333334,2023-07-06,697.3346774193549,,188.16666666666666,504000,50667.66913501341,59999.99999999999,['Season 2'],['Season 2'],['Season 2'],['Season 2'],504000.0,2023-03-03,995.7096774193549,,272.7,2023-11-06 12:25:05.958418+00:00
2023-03-16,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Arrakis%20Finance"" target=""_blank"">Arrakis Finance</a>",Arrakis Finance,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Arrakis%20Finance"" target=""_blank"">Arrakis Finance</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Arrakis%20Finance"" target=""_blank"">Arrakis Finance</a>",[None],|,|,|,|,|,|,,2023-05-31,2023-05-08,0.024723095442752408,0.004814478995495873,0.019940852217777073,46.66434482259978,9.08723215938738,37.63795703096867,['Liquidity Providing / Deposits'],2.739393939393942,-23.395402298850573,0.0047822432249753355,-0.015126373222281199,9.026387791631109,-28.55072487158129,3533.044155844138,-345870.52413793106,12152087.193939392,-12111156.843678162,4.030735930735929,-51.87701149425287,546919.8441558442,197516.27586206896,543386.8,43485068.72727273,19221824.689655174,31332981.533333335,2023-10-25,55.27272727272727,29.137931034482758,52.53333333333333,1000000,352904.3405864494,172696.3842637018,['Partner Fund'],['Partner Fund'],['Partner Fund'],['Partner Fund'],172115.0,2023-03-22,112.59740259740259,56.689655172413794,108.56666666666666,2023-11-06 12:25:05.958418+00:00
2023-04-01,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Via%20Protocol"" target=""_blank"">Via Protocol</a>",Via Protocol,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Via%20Protocol"" target=""_blank"">Via Protocol</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Via%20Protocol"" target=""_blank"">Via Protocol</a>","['DEX (Decentralized Exchange), Cross-Chain / Bridging']",|,|,|,|,|,|,,,2023-05-05,0.05919312849433768,,0.018842570203895362,111.7258381170054,,35.56497184483336,['Gas Rebate'],43.62619047619048,,0.04035055829044232,,76.16086627217203,,983864.3523809523,,35499330.65714286,,50.769047619047626,,1794541.2857142857,,810676.9333333333,58291613.35714286,,22792282.7,2023-10-12,63.392857142857146,,19.766666666666666,250000,100000.0,100000.0,['Season 3'],['Season 3'],['Season 3'],['Season 3'],250000.0,2023-05-25,94.03571428571429,,43.266666666666666,2023-11-06 12:25:05.958418+00:00
2023-04-07,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Lido"" target=""_blank"">Lido</a>",Lido,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Lido"" target=""_blank"">Lido</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Lido"" target=""_blank"">Lido</a>",['Liquid Staking'],|,|,|,|,|,|,2034167.654367125,,2023-04-07,0.011089923337618674,,0.02000265810566369,20.932006992455317,,37.75461439982795,[None],-18.707042253521124,,-0.008912734768045015,,-16.822607407372633,,-271312.0694835681,,-1176344.8605633806,,-20.58732394366197,,399707.5305164319,,671019.6,6087852.572769953,,7264197.433333334,2023-09-29,98.49295774647888,,117.2,1000000,264990.1317657494,335182.0,['Partner Fund'],['Partner Fund'],['Partner Fund'],['Partner Fund'],1012000.0,2023-04-07,128.7793427230047,,149.36666666666667,2023-11-06 12:25:05.958418+00:00
2023-04-12,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Geo%20Web"" target=""_blank"">Geo Web</a>",Geo Web,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Geo%20Web"" target=""_blank"">Geo Web</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Geo%20Web"" target=""_blank"">Geo Web</a>",[None],|,|,|,|,|,|,,,2023-01-26,0.0007456319897707662,,0.00015738263485271417,1.4073653666059938,,0.297056554219197,[None],1.1122994652406415,,0.000588249354918052,,1.1103088123867968,,16005.725490196077,,28446176.247771837,,4.484848484848485,,21513.725490196077,,5508.0,36899381.15686274,,8453204.909090908,2023-10-17,2.2941176470588234,,1.1818181818181819,20000,21892.724577234352,21892.724577234352,['Season 3'],['Season 3'],['Season 3'],['Season 3'],22000.0,2023-04-12,5.666666666666667,,1.1818181818181819,2023-11-06 12:25:05.958418+00:00
2023-05-09,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Giveth"" target=""_blank"">Giveth</a>",Giveth,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Giveth"" target=""_blank"">Giveth</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Giveth"" target=""_blank"">Giveth</a>",[None],|,|,|,|,|,|,,,2023-04-25,,,,,,,[None],,,,,,,,,,,,,,,,,,,2023-10-28,,,,40000,150414.43,150589.43,['Season 3'],['Season 3'],['Season 3'],['Season 3'],145814.47999999998,2023-05-09,,,,2023-11-06 12:25:05.958418+00:00
2023-05-15,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Rabbithole"" target=""_blank"">Rabbithole</a>",Rabbithole,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Rabbithole"" target=""_blank"">Rabbithole</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Rabbithole"" target=""_blank"">Rabbithole</a>",[None],|,|,|,|,|,|,,,2023-05-15,0.6895039141888135,,0.6385336848750695,1301.4247541430432,,1205.2194726526625,[None],3552.859047619048,,0.050970229313744064,,96.20528149038068,,35869166.15619047,,1370421216.6961904,,7488.140952380952,,49642511.22285714,,13773345.066666666,2249245544.262857,,878824327.5666667,2023-10-30,4656.325714285715,,1103.4666666666667,248500,249400.0,249400.0,['Season 3'],['Season 3'],['Season 3'],['Season 3'],248500.0,2023-05-15,10048.074285714285,,2559.9333333333334,2023-11-06 12:25:05.958418+00:00
2023-05-18,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Yearn"" target=""_blank"">Yearn</a>",Yearn,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Yearn"" target=""_blank"">Yearn</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Yearn"" target=""_blank"">Yearn</a>",['Yield Aggregator'],|,|,|,|,|,|,16464933.439204875,,2023-05-17,0.04783726289078594,,0.0028239571667768746,90.29187045262934,,5.3301622889361475,[None],643.6996124031008,,0.04501330572400907,,84.96170816369319,,2325487.130232558,,143937582.60271317,,978.5290697674419,,2365045.930232558,,39558.8,145006569.4360465,,1068986.8333333333,2023-07-24,649.3662790697674,,5.666666666666667,1000000,1000120.342170797,1000120.342170797,['Season 2'],['Season 2'],['Season 2'],['Season 2'],1000000.0,2023-05-18,987.5290697674419,,9.0,2023-11-06 12:25:05.958418+00:00
2023-05-22,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Vesper"" target=""_blank"">Vesper</a>",Vesper,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Vesper"" target=""_blank"">Vesper</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Vesper"" target=""_blank"">Vesper</a>",[None],|,|,|,|,|,|,,,,0.00865158495950701,,0.029947801804348688,16.32969240228387,,56.52587287514106,[None],-92.56456043956044,,-0.021296216844841676,,-40.19618047285719,,-371078.96886446886,,-2061465.7678571437,,-67.00503663003664,,177662.2619047619,,548741.2307692308,16547593.732142856,,18609059.5,,31.589285714285715,,124.15384615384616,75000,,,['Season 3'],['Season 3'],['Season 3'],['Season 3'],,2023-05-22,70.64880952380952,,137.65384615384616,2023-11-06 12:25:05.958418+00:00
2023-05-29,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Mean%20Finance"" target=""_blank"">Mean Finance</a>",Mean Finance,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Mean%20Finance"" target=""_blank"">Mean Finance</a>","<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name=Mean%20Finance"" target=""_blank"">Mean Finance</a>",['Automation'],|,|,|,|,|,|,,,2022-11-08,0.02308146314979401,,0.03333434787595101,43.565796925638,,62.917910393614484,['Trades/Swaps'],24.926293995859215,,-0.010252884726157003,,-19.352113467976487,,621442.0910973084,,19278399.970600415,,42.990890269151144,,1186918.757763975,,565476.6666666666,48232505.03726708,,28954105.066666666,2023-05-29,42.45962732919255,,17.533333333333335,300000,27236.954257893714,27236.954257893714,['Season 1'],['Season 1'],['Season 1'],['Season 1'],300000.0,2023-05-29,74.12422360248448,,31.133333333333333,2023-11-06 12:25:05.958418+00:00
