_col15,_col22,_col29,_col36,_col8,announce_date,app_name,category,end_date,gas_fee_eth_per_day,gas_fee_eth_per_day_after,gas_fee_eth_per_day_prev,gas_fee_usd_per_day,gas_fee_usd_per_day_after,gas_fee_usd_per_day_prev,incentive_type,incremental_addr_per_day,incremental_addr_per_day_after,incremental_gas_fee_eth_per_day,incremental_gas_fee_eth_per_day_after,incremental_gas_fee_usd_per_day,incremental_gas_fee_usd_per_day_after,incremental_l1_gas_used_per_day,incremental_l1_gas_used_per_day_after,incremental_l2_gas_used_per_day,incremental_l2_gas_used_per_day_after,incremental_txs_per_day,incremental_txs_per_day_after,l1_gas_used_per_day,l1_gas_used_per_day_after,l1_gas_used_per_day_prev,l2_gas_used_per_day,l2_gas_used_per_day_after,l2_gas_used_per_day_prev,num_addr_per_day,num_addr_per_day_after,num_addr_per_day_prev,num_op,op_source,start_date,txs_per_day,txs_per_day_after,txs_per_day_prev,last_updated
|,|,|,|,|,2022-09-19,XToken,['Yield Aggregator'],2023-03-21,0.011282841916741077,0.0016556903457516203,4.523277000710933e-05,17.910565340359504,2.628269574262736,0.07180322907260824,['Liquidity Providing / Deposits'],11.117753623188404,1.9019607843137256,0.011237609146733968,0.001610457575744511,17.838762111286897,2.556466345190128,533130.1666666666,62832.666666666664,30555220.824275363,3057896.7843137253,17.84057971014493,3.431372549019608,538669.5,68372.0,5539.333333333333,31053970.157608695,3556646.117647059,498749.3333333333,12.451086956521738,3.235294117647059,1.3333333333333333,450000,['Season 1'],2022-09-19,19.17391304347826,4.764705882352941,1.3333333333333333,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-09-19,Gamma,"[None, 'Yield Aggregator']",2023-11-29,,,,,,,['Liquidity Providing / Deposits'],,,,,,,,,,,,,,,,,,,,,,1450000,"['Partner Fund', 'Season 1']",2022-11-01,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-09-22,Hop Protocol,['Cross-Chain / Bridging'],,12.902113626566544,,0.8650382262077062,20481.02338423163,,1373.1756402093492,['Bridging'],394.4794604003481,,12.037075400358837,,19107.84774402228,,597610745.7228895,,7101805299.634204,,1635.6354221061795,,668867259.9895562,,71256514.26666667,7978130696.334204,,876325396.7,781.7127937336815,,387.23333333333335,1000000,['Phase 0'],2022-09-22,2462.402088772846,,826.7666666666667,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-09-29,Beethoven X,['DEX (Decentralized Exchange)'],,6.248231847331099,,1.0654897106733596,9918.54406798803,,1691.3755615223604,['Liquidity Providing / Deposits'],590.2221631205673,,5.1827421366577395,,8227.16850646567,,273173124.9680851,,6652931308.42039,,1179.9631205673759,,360809904.9680851,,87636780.0,7877934314.353724,,1225003005.9333334,683.188829787234,,92.96666666666667,500000,['Season 1'],2022-09-29,1436.3297872340424,,256.3666666666667,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-10-24,Uniswap,['DEX (Decentralized Exchange)'],2023-07-26,14.826544071583811,9.202452026746634,7.945846352524516,23535.895328977847,14608.120855793764,12613.364729517854,['Liquidity Providing / Deposits'],828.8652173913042,-219.03908045977005,6.880697719059295,1.2566056742221186,10922.530599459993,1994.75612627591,92590939.42318839,-55637976.25747126,3806019891.743479,1586053482.8494263,-335.673913043478,-3000.5344827586214,580713131.9565217,432484216.2758621,488122192.53333336,19316593857.376812,17096627448.48276,15510573965.633333,5052.731884057971,4004.8275862068967,4223.866666666667,1000000,['Phase 0'],2022-10-26,11057.826086956522,8392.965517241379,11393.5,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-10-27,OptiChads,['NFT Collection'],,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,50000,['Season 2'],2022-10-27,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-11-01,Boardroom,"['Operations, Governance']",,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,100000,['Season 1'],2022-11-01,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-11-03,Revert Finance,['Yield Aggregator'],2023-03-06,0.06377795222710073,0.006513302141386129,0.0028824031400270884,101.24215060949426,10.339320930457104,4.575573260502087,['Liquidity Providing / Deposits'],27.78333333333333,21.58505747126437,0.06089554908707364,0.0036308990013590404,96.66657734899218,5.763747669955017,2492278.7806451614,-7496.386206896539,124266787.80698924,-8857986.371264368,167.09193548387097,-6.589655172413792,2693923.580645161,194148.41379310345,201644.8,141069882.04032257,7945107.862068965,16803094.233333334,32.75,26.551724137931036,4.966666666666667,240000,['Season 2'],2022-11-07,211.99193548387098,38.310344827586206,44.9,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-11-28,Hundred Finance,['Lend/Borrow Market'],,0.39369464106346647,,0.09603450819063383,624.9572266411133,,152.44672810008157,['Liquidity Providing / Deposits'],12.940553745928337,,0.29766013287283266,,472.51049854103167,,11072220.273150302,,189554360.60120988,,34.27850162866449,,15814736.130293159,,4742515.857142857,253895415.17263845,,64341054.571428575,16.690553745928337,,3.75,300000,['Season 1'],2022-11-28,41.77850162866449,,7.5,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-11-30,dForce,['Lend/Borrow Market'],,0.9037699967172648,,0.44844070139173503,1434.6590777668644,,711.8620062943501,['Liquidity Providing / Deposits'],6.712951167728239,,0.45532929532552974,,722.7970714725143,,7916329.259447984,,81124215.60297239,,-8.196390658174096,,33340490.72611465,,25424161.466666665,926126851.4363058,,845002635.8333334,22.079617834394906,,15.366666666666667,300000,['Season 1'],2022-12-01,72.63694267515923,,80.83333333333333,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-12-08,EthernautDAO,['DAO'],,,,,,,,['Developer Contributions'],,,,,,,,,,,,,,,,,,,,,,120000,['Season 2'],2022-12-08,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2022-12-21,dHedge,['Asset Management'],,1.4630375346440934,,0.8673226718465258,2322.449392892865,,1376.802006082636,[None],23.703868031854384,,0.5957148627975676,,945.6473868102291,,-13112511.037997723,,-109230243.40034103,,41.105346985210446,,51368009.22866894,,64480520.266666666,2427807744.699659,,2537037988.1,84.73720136518772,,61.03333333333333,350000,['Season 2'],2023-01-17,201.37201365187713,,160.26666666666668,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-01-08,Alchemix,['Other DeFi'],,0.41024991677817196,,0.10731286359452322,651.2373384785338,,170.35017147753814,[None],7.2032967032967035,,0.3029370531836487,,480.8871670009957,,10656053.261538463,,207325778.05054942,,12.980952380952381,,17087783.794871796,,6431730.533333333,284438747.4505494,,77112969.4,11.36996336996337,,4.166666666666667,250000,['Season 2'],,21.047619047619047,,8.066666666666666,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-01-20,Overnight,['Yield Aggregator'],,,,,,,,['DEX Liquidity'],,,,,,,,,,,,,,,,,,,,,,400000,['Season 2'],2023-01-20,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-01-23,Clipper,['DEX (Decentralized Exchange)'],,0.20603550304734186,,0.9457821702462357,327.0640825240896,,1501.3498800163113,['Retroactive Airdrop'],-889.6500000000001,,-0.7397466671988938,,-1174.2857974922217,,-45897675.84615384,,-654281217.45,,-2310.7115384615386,,8497728.553846154,,54395404.4,176287963.65,,830569181.1,242.25,,1131.9,300000,['Phase 0'],2023-01-23,401.1884615384615,,2711.9,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-02-13,Rainbow,"['Wallet / Tracker, DEX (Decentralized Exchange)']",,0.02619252529455859,,0.008010780085332238,41.57843734574917,,12.71644158487294,['Trades/Swaps'],3.9527196652719674,,0.01818174520922635,,28.861995760876233,,619768.2588563459,,15601151.166945605,,48.405578800557876,,960870.1255230126,,341101.86666666664,24526190.066945605,,8925038.9,18.652719665271967,,14.7,420069,['Season 2'],,69.33891213389121,,20.933333333333334,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-02-17,WardenSwap,['DEX (Decentralized Exchange)'],,0.029022916123096574,,0.02490982082427611,46.07144542362222,,39.54225156942655,[None],-6.387179487179486,,0.0041130952988204655,,6.529193854195675,,262325.9521367521,,1506205.2512820512,,-9.414529914529915,,1246167.4188034188,,983841.4666666667,24384298.384615384,,22878093.133333333,12.512820512820513,,18.9,300000,['Season 1'],,18.752136752136753,,28.166666666666668,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-02-20,Angle,['Stablecoin'],,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,250000,['Season 2'],2023-02-20,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-02-22,Bankless,['DAO'],,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,33000,['Season 2'],2023-02-22,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-03-03,Exactly,['Lend/Borrow Market'],,3.1688315112901715,,,5030.25427940641,,,['Liquidity Providing / Deposits'],,,,,,,,,,,,,129295798.87782806,,,6984325585.809955,,,335.04072398190044,,,100000,['Partner Fund'],2023-03-03,542.868778280543,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-03-03,Sushi,['DEX (Decentralized Exchange)'],,1.4875608664730673,,3.3957031683206416,2361.378125594019,,5390.394009015731,[None],556.4170437405731,,-1.9081423018475743,,-3029.0158834217123,,-61721383.17707391,,-991182758.410558,,792.9289592760181,,58564112.28959276,,120285495.46666667,1732239371.6561086,,2723422130.0666666,744.5837104072398,,188.16666666666666,504000,['Season 2'],2023-03-03,1065.6289592760181,,272.7,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-03-16,Arrakis Finance,[None],2023-05-31,2.456757585541886,0.6872346811904824,2.7732788434697926,3899.8966382736703,1090.927423467661,4402.347591106662,['Liquidity Providing / Deposits'],2.828138528138531,-23.2632183908046,-0.3165212579279064,-2.08604416227931,-502.45095283299133,-3311.4201676390007,-23297256.367099576,-53292550.40919541,-226297437.00735927,-497715918.9643678,4.276623376623377,-51.44482758620689,56934605.766233765,26939311.724137932,80231862.13333334,718544173.025974,447125691.0689655,944841610.0333333,55.1948051948052,29.103448275862068,52.36666666666667,1000000,['Partner Fund'],2023-03-22,112.37662337662337,56.6551724137931,108.1,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-04-01,Via Protocol,"['DEX (Decentralized Exchange), Cross-Chain / Bridging']",,0.06487145480520205,,0.018842570203895362,102.97799424884155,,29.911000021761954,['Gas Rebate'],43.62619047619048,,0.04602888460130669,,73.0669942270796,,1169128.9238095237,,36978162.51428571,,50.769047619047626,,1979805.857142857,,810676.9333333333,59770445.21428572,,22792282.7,63.392857142857146,,19.766666666666666,250000,['Season 3'],2023-05-25,94.03571428571429,,43.266666666666666,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-04-07,Lido,['Liquid Staking'],,5.177177177412696,,8.452006323157798,8218.33460035315,,13416.851235275832,[None],-15.667741935483875,,-3.2748291457451026,,-5198.516634922682,,-107064437.5655914,,-432402433.5591397,,-16.764516129032273,,176366121.6344086,,283430559.2,2614334766.607527,,3046737200.1666665,101.53225806451613,,117.2,1000000,['Partner Fund'],2023-04-07,132.6021505376344,,149.36666666666667,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-04-12,Geo Web,[None],,0.00115063042751025,,,1.826529309424255,,,[None],,,,,,,,,,,,,99354.66666666667,,,1548080.0,,,1.0,,,20000,['Season 3'],2023-04-12,1.0,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-05-09,Giveth,[None],,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,40000,['Season 3'],2023-05-09,,,,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-05-15,Rabbithole,[None],,0.3721359716825907,,0.5956977899646791,590.7346469535911,,945.6202851197837,[None],592.9689189189189,,-0.22356181828208843,,-354.8856381661926,,6159735.372972975,,349806217.27342343,,1705.172072072072,,19672006.972972974,,13512271.6,847061485.5067568,,497255268.23333335,1691.668918918919,,1098.7,248500,['Season 3'],2023-05-15,3078.9054054054054,,1373.7333333333333,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-05-18,Yearn,['Yield Aggregator'],,3.9209786473093167,,0.3214103208867629,6224.224781221806,,510.21193027323994,[None],571.5551724137931,,3.5995683264225535,,5714.012850948566,,202194330.62528735,,8159942621.026437,,891.6022988505747,,206735546.75862068,,4541216.133333334,8240793169.793103,,80850548.76666667,576.8551724137931,,5.3,1000000,['Season 2'],2023-05-18,899.4689655172414,,7.866666666666666,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-05-22,Vesper,[None],,1.1562334991260195,,2.403555982905673,1835.4237157291132,,3815.443555685155,[None],-89.13256955810148,,-1.2473224837796537,,-1980.0198399560418,,-19245103.380250957,,-345010493.511184,,-68.28096017457719,,25210892.31205674,,44455995.692307696,1074449234.9503546,,1419459728.4615386,35.02127659574468,,124.15384615384616,75000,['Season 3'],2023-05-22,67.41134751773049,,135.69230769230768,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-05-29,Mean Finance,['Automation'],,0.3669091454291983,,0.6583229472943247,582.4374986087942,,1045.0324705053333,['Trades/Swaps'],22.40995024875622,,-0.29141380186512644,,-462.59497189653916,,13097555.247761194,,356065456.63432837,,38.81144278606965,,25095740.447761193,,11998185.2,617648194.6343284,,261582738.0,39.843283582089555,,17.433333333333334,300000,['Season 1'],2023-05-29,68.04477611940298,,29.233333333333334,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,2023-06-20,Sonne Finance,['Lend/Borrow Market'],,4.598368266205079,,5.440196137868851,7299.523993923886,,8635.855142763096,['Liquidity Providing / Deposits'],67.63273809523812,,-0.8418278716637717,,-1336.3311488392092,,22090621.261904776,,2528446834.749405,,222.2678571428571,,209685179.92857143,,187594558.66666666,7117187422.616072,,4588740587.866667,296.36607142857144,,228.73333333333332,250000,['Season 3'],2023-06-20,794.7678571428571,,572.5,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,,Rocket Pool,['Liquid Staking'],,3.1809308004726367,,4.491531098794641,5049.460886312141,,7129.928950245727,[None],-31.159203980099505,,-1.3106002983220044,,-2080.4680639335857,,-117598009.28358209,,-934617948.964179,,-48.46815920398009,,159358705.51641792,,276956714.8,1754686585.035821,,2689304534.0,85.10746268656716,,116.26666666666667,600000,['Season 1'],2022-11-09,93.69850746268656,,142.16666666666666,2023-10-10 12:10:04.912777+00:00
|,|,|,|,|,,Quests on Coinbase Wallet,['Wallet / Tracker'],,,,,,,,[None],,,,,,,,,,,,,,,,,,,,,,0,['Partner Fund'],2023-03-09,,,,2023-10-10 12:10:04.912777+00:00
