date,protocol,program_name,app_name,top_level_name,net_dollar_flow,net_price_stock_change,last_price_net_dollar_flow,usd_value,tvl_change,error,cumul_net_dollar_flow,cumul_last_price_net_dollar_flow,cumul_net_price_stock_change,program_name_join,protocol_join,app_name_join,top_level_name_join,include_in_summary,op_source,start_date,end_date,num_op,cumul_net_dollar_flow_if_ended,cumul_last_price_net_dollar_flow_if_ended,program_rank_desc,cumul_net_dollar_flow_at_program_end,cumul_last_price_net_dollar_flow_at_program_end,cumul_net_price_stock_change_at_program_end,num_op_at_program_end,cumul_net_dollar_flow_if_ended_at_program_end,cumul_last_price_net_dollar_flow_if_ended_at_program_end,period
2022-12-12,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-23028.475268361595,3323.500170108776,-23019.260280702445,8613273.767629765,-19704.975098252296,5.238689482212067e-10,3586471.3894468956,3689428.2408990934,58748.314417396025,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,89,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-13,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-381683.70907523076,7563.538852613827,-381145.3161304941,8239153.597407147,-374120.1702226177,-7.566995918750763e-10,3204787.680371665,3308282.924768599,66311.85327000986,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,88,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-14,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-149222.41549912383,-10355.795756134326,-149407.62128367063,8079575.386151889,-159578.21125525795,2.0372681319713593e-10,3055565.264872541,3158875.303484929,55956.05751387552,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,87,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-15,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,448.98198623551616,4335.344895623764,459.5932996239244,8084359.713033749,4784.3268818594515,1.709850039333105e-10,3056014.2468587765,3159334.896784553,60291.40240949929,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,86,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-16,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-8694.839301602744,575.0175347995782,-8683.94052061098,8076239.891266946,-8119.821766803041,1.2460077414289117e-10,3047319.407557174,3150650.9562639417,60866.41994429887,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,85,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-17,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,87208.05278537358,3935.977924421699,87198.99710002012,8167383.921976741,91144.03070979565,3.7834979593753815e-10,3134527.4603425474,3237849.953363962,64802.39786872057,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,84,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-18,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-78885.69214564007,-2634.8852748791674,-78901.75073036505,8085863.344556222,-81520.57742051966,-4.220055416226387e-10,3055641.7681969074,3158948.202633597,62167.5125938414,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,83,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-19,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-3233.9582162978363,100.59899242548033,-3233.7597621374084,8082729.985332349,-3133.359223872423,-6.730260793119669e-11,3052407.8099806095,3155714.4428714593,62268.11158626688,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,82,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-20,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-73801.001844903,-418.98296737569535,-73800.39939710796,8008510.00052007,-74219.98481227923,-5.384208634495735e-10,2978606.8081357065,3081914.0434743515,61849.12861889118,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,81,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-21,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,64977.53168590969,-4203.798846536833,65165.33015950692,8069283.733359443,60773.73283937294,8.003553375601768e-11,3043584.339821616,3147079.3736338583,57645.32977235435,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,80,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-22,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,33980.4996439704,455.03483070613584,33984.123721835065,8103719.2678341195,34435.534474676475,-5.820766091346741e-11,3077564.8394655865,3181063.4973556935,58100.36460306049,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,79,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-23,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,22762.92966949546,2318.516312841699,22884.345105544933,8128800.713816457,25081.44598233793,7.712515071034431e-10,3100327.769135082,3203947.842461238,60418.88091590219,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,78,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-24,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,47668.25041588751,3015.8258058633346,47682.65360986168,8179484.790038208,50684.07622175012,-7.275957614183426e-10,3147996.01955097,3251630.4960711002,63434.70672176552,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,77,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-25,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-4365.722963717126,1296.913718061518,-4323.68325396989,8176415.980792552,-3068.809245655313,2.9467628337442875e-10,3143630.2965872525,3247306.8128171302,64731.62043982704,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,76,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-26,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,33871.890066474436,-1172.7410408973856,33912.92173292834,8209115.129818129,32699.14902557712,6.912159733474255e-11,3177502.1866537267,3281219.7345500584,63558.879398929654,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,75,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-27,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,257091.8206267608,-3547.436060586824,257277.0204761118,8462659.514384303,253544.3845661739,-8.731149137020111e-11,3434594.0072804876,3538496.75502617,60011.44333834283,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,74,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-28,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-33186.941195955864,3536.812647102759,-33114.4080347593,8433009.38583545,-29650.1285488531,7.275957614183426e-12,3401407.066084532,3505382.346991411,63548.25598544559,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,73,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-29,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-24161.81509735592,-2386.8975970224587,-24162.824120680314,8406460.673141072,-26548.71269437857,-1.8917489796876907e-10,3377245.250987176,3481219.5228707306,61161.358388423134,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,72,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-30,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-7074.990301087895,-518.4924564474381,-7069.707868206534,8398867.190383537,-7593.482757534832,5.020410753786564e-10,3370170.260686088,3474149.8150025243,60642.86593197569,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,71,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2022-12-31,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,34455.95969946095,3630.8797018837085,34509.288212692685,8436954.02978488,38086.83940134384,-8.221832104027271e-10,3404626.220385549,3508659.1032152167,64273.7456338594,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,70,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-01,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-111880.51418135512,625.0827574044979,-111862.87321017782,8325698.598360931,-111255.43142395001,6.111804395914078e-10,3292745.7062041936,3396796.230005039,64898.8283912639,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,69,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-02,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-70432.7716778611,-178.71984740877883,-70433.49291927298,8255087.1068356605,-70611.49152527004,-1.6007106751203537e-10,3222312.9345263327,3326362.737085766,64720.10854385512,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,68,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-03,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-11746.776919774196,796.032146522185,-11729.899056324848,8244136.362062409,-10950.744773251936,7.639755494892597e-11,3210566.1576065584,3314632.838029441,65516.1406903773,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,67,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-04,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-21020.139795042298,-2344.5219741232368,-21021.100762339567,8220771.700293243,-23364.661769165657,-1.2369127944111824e-10,3189546.0178115163,3293611.7372671016,63171.61871625407,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,66,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-05,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-47705.81119913761,-562.9042843025309,-47701.04637757904,8172502.984809803,-48268.715483440086,5.820766091346741e-11,3141840.206612379,3245910.6908895224,62608.714431951536,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,65,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-06,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,26658.841605784502,2972.0966932724023,26678.392323552842,8202133.92310886,29630.938299057074,1.673470251262188e-10,3168499.048218163,3272589.0832130755,65580.81112522393,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,64,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-07,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,340186.2268929841,-322.0704167775748,340202.3700420045,8541998.079585066,339864.15647620615,-4.0745362639427185e-10,3508685.275111147,3612791.4532550797,65258.74070844636,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,63,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-08,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,9667.275838965814,-384.803278243814,9671.366098852854,8551280.552145788,9282.47256072238,3.8198777474462986e-10,3518352.550950113,3622462.819353933,64873.93743020255,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,62,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-09,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,143751.56443011598,240.4797664450805,143748.94645220166,8695272.59634235,143992.04419656098,-8.731149137020111e-11,3662104.115380229,3766211.7658061343,65114.41719664763,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,61,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-10,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-161772.62265352864,-958.720947001485,-161768.45635615336,8532541.25274182,-162731.34360053018,-5.820766091346741e-11,3500331.4927267004,3604443.309449981,64155.69624964615,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,60,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-11,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,343.04144266779986,-1686.0434248055244,414.5989402996911,8531198.250759682,-1343.0019821375608,1.6370904631912708e-10,3500674.5341693684,3604857.908390281,62469.652824840625,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,59,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-12,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-446806.897905383,-2289.4796400135574,-446924.33218315436,8082101.873214285,-449096.3775453968,-2.3283064365386963e-10,3053867.636263985,3157933.5762071265,60180.173184827065,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,58,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-13,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-55198.39144976695,881.9570463925238,-55173.17835824567,8027785.43881091,-54316.43440337479,-3.710738383233547e-10,2998669.2448142185,3102760.397848881,61062.13023121959,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,57,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-14,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-28386.402466117004,1208.3746159830825,-28377.710834020472,8000607.410960777,-27178.027850133367,5.529727786779404e-10,2970282.842348101,3074382.68701486,62270.50484720267,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,56,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-15,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-46911.9182798824,-1126.641355011432,-46871.167083629014,7952568.851325883,-48038.55963489413,-3.055902197957039e-10,2923370.924068219,3027511.519931231,61143.86349219124,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,55,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-16,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-7708.820704473443,-7085.029373938561,-7712.741585749483,7937775.001247471,-14793.8500784114,6.039044819772243e-10,2915662.1033637454,3019798.778345482,54058.83411825268,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,54,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-17,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,7938.215705333036,8771.407348811905,8030.72874803316,7954484.624301616,16709.623054144904,-3.637978807091713e-11,2923600.3190690787,3027829.507093515,62830.24146706458,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,53,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-18,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,150916.6158966046,-3344.303007279812,151044.73942023842,8102056.937190941,147572.3128893245,-2.9103830456733704e-10,3074516.934965683,3178874.246513753,59485.93845978477,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,52,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-19,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,66861.1918267043,665.8095134130472,66891.37688871413,8169583.938531058,67527.0013401173,-2.9103830456733704e-11,3141378.1267923876,3245765.6234024675,60151.74797319782,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,51,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-20,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-22854.95009150088,515.2704711384722,-22847.04250265926,8147244.258910696,-22339.679620361887,5.20230969414115e-10,3118523.1767008863,3222918.580899808,60667.01844433629,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,50,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-21,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,48171.07737947721,-1330.4697080106976,48185.98862100879,8194084.866582162,46840.607671465725,-7.8580342233181e-10,3166694.2540803635,3271104.569520817,59336.548736325596,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,49,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-22,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,667.9571212420924,1122.481827826463,682.2448176208964,8195875.305531231,1790.4389490690082,4.5292836148291826e-10,3167362.211201606,3271786.8143384377,60459.03056415205,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,48,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-23,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-582038.3268665895,2374.5499978471234,-581747.6521200272,7616211.528662488,-579663.7768687429,-5.820766091346741e-10,2585323.8843350164,2690039.1622184105,62833.58056199918,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,47,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-24,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,90217.26771996575,376.51219105097016,90216.62702757577,7706805.308573505,90593.77991101705,3.2014213502407074e-10,2675541.1520549823,2780255.7892459864,63210.09275305015,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,46,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-25,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,181016.4331514653,-3602.1458104548346,181196.2216299799,7884219.595914516,177414.28734101076,2.9103830456733704e-10,2856557.585206447,2961452.0108759664,59607.946942595314,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,45,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-26,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-425266.56492774,5421.5390583607,-424681.3923424219,7464374.570045136,-419845.02586937975,-4.0745362639427185e-10,2431291.020278707,2536770.6185335442,65029.486000956014,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,44,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-27,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,170.45449776146415,-1119.4532224140257,206.41506335393933,7463425.571320483,-948.9987246524543,1.0732037480920553e-10,2431461.4747764687,2536977.0335968984,63910.03277854199,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,43,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-28,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,119553.3871995639,-2239.0451942274503,119723.49510168307,7580739.91332582,117314.34200533666,2.0372681319713593e-10,2551014.8619760326,2656700.5286985813,61670.98758431454,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,42,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-29,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-9857.27557111394,1188.9430698204278,-9825.144499039628,7572071.580824526,-8668.332501294091,-5.784386303275824e-10,2541157.5864049187,2646875.384199542,62859.930654134965,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,41,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-30,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,138085.16569647944,158.67153461158546,138082.94175858644,7710315.418055617,138243.83723109122,2.0372681319713593e-10,2679242.752101398,2784958.325958128,63018.602188746554,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,40,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-01-31,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,68969.37812214158,537.1877516033319,68972.15999158037,7779821.983929362,69506.5658737449,-1.4551915228366852e-11,2748212.1302235397,2853930.4859497086,63555.78994034988,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,39,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-02-01,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-98596.34561124079,2784.423961218301,-98370.94526169669,7684010.06227934,-95811.92165002227,2.1827872842550278e-10,2649615.784612299,2755559.540688012,66340.21390156819,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,38,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-02-02,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,57670.716920112274,-2953.9049843604716,57732.209160006285,7738726.874215092,54716.8119357517,-1.0186340659856796e-10,2707286.501532411,2813291.7498480184,63386.308917207716,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,37,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
2023-02-03,qidao,Qidao - sUSDC/MAI: Velodrome,qidao,sUSDC/MAI: Velodrome,-144873.5552412278,2327.980288609483,-144822.4779789886,7596181.299262473,-142545.57495261822,8.731149137020111e-11,2562412.9462911836,2668469.27186903,65714.2892058172,Qidao - sUSDC/MAI: Velodrome,qidao,qidao,sUSDC/MAI: Velodrome,1,Gov Fund - Season 1,2022-08-26,,194000.0,,,36,3575764.1872856673,3826397.600540674,81326.31345145509,194000.0,0.0,0.0,During Program
