counterparty_label,counterparty_name,counterparty_type,max_block_time,min_block_time,op_claimed,op_deployed,op_from_other_projects,op_to_other_projects,op_to_project,project_name,last_updated
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-08-15 05:33:41.000 UTC,2022-08-15 05:33:41.000 UTC,0.0,0.0,0.0,0.0,199999.99999999997,Pickle Finance,2023-10-02 12:10:16.035170+00:00
Deployed,Pika Protocol,Distributor,2023-05-07 14:09:22.000 UTC,2022-09-02 03:00:36.000 UTC,0.0,730610.0,0.0,0.0,0.0,Pika Protocol,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 11:13:15.000 UTC,2022-09-02 03:02:51.000 UTC,772324.7153189181,63374.0,0.0,0.0,0.0,Pika Protocol,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-08-26 04:22:04.000 UTC,2022-08-26 04:18:37.000 UTC,0.0,0.0,0.0,0.0,900000.0,Pika Protocol,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-08-30 15:38:29.000 UTC,2022-08-15 07:49:57.000 UTC,452487.60922552703,353496.8192332602,0.0,0.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Deployed,Polynomial Protocol,Distributor,2022-11-24 12:23:16.000 UTC,2022-11-09 07:02:00.000 UTC,0.0,180000.0,0.0,0.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Lyra Finance,Phase 0,2022-08-15 07:49:57.000 UTC,2022-08-03 06:59:10.000 UTC,0.0,83570.0,0.0,83570.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Thales,"Phase 0,Season 3,Season 2",2022-08-15 07:49:57.000 UTC,2022-08-15 07:49:57.000 UTC,0.0,11570.0,0.0,11570.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Kwenta,Phase 0,2022-08-15 07:49:57.000 UTC,2022-08-15 07:49:57.000 UTC,0.0,11570.0,0.0,11570.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Multisig,2022-08-15 07:49:57.000 UTC,2022-08-15 07:49:57.000 UTC,0.0,11570.0,0.0,11570.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,LiFi,Intermediate,2022-08-15 07:49:57.000 UTC,2022-08-15 07:49:57.000 UTC,0.0,11570.0,0.0,11570.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Phase 0,2023-04-29 11:53:41.000 UTC,2023-04-29 11:53:41.000 UTC,0.0,1417.9531459999998,0.0,1417.9531459999998,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-07-19 05:23:53.000 UTC,2022-07-19 05:23:53.000 UTC,0.0,0.0,0.0,0.0,900000.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Lyra Finance,Lyra Grants DAO,2022-11-06 14:02:37.000 UTC,2022-11-06 14:02:37.000 UTC,0.0,0.0,36000.0,0.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Multisig,2023-05-23 22:14:56.000 UTC,2023-05-03 11:40:35.000 UTC,0.0,0.0,13637.52852,0.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Phase 0,2023-04-27 07:22:54.000 UTC,2023-04-27 07:22:54.000 UTC,0.0,0.0,1575.5000000000002,0.0,0.0,Polynomial Protocol,2023-10-02 12:10:16.035170+00:00
Deployed,PoolTogether,Distributor,2022-11-28 21:54:22.000 UTC,2022-07-26 17:58:42.000 UTC,0.0,810000.0,0.0,0.0,0.0,PoolTogether,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 11:00:59.000 UTC,2022-07-14 17:48:13.000 UTC,875431.9429033111,87039.0,0.0,0.0,0.0,PoolTogether,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-28 17:16:24.000 UTC,2022-07-20 22:00:07.000 UTC,0.0,0.0,0.0,0.0,1000000.0,PoolTogether,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-04 16:38:12.000 UTC,2023-05-04 16:38:12.000 UTC,0.0,0.0,0.0,0.0,54551.25,PoolTogether,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-04-28 05:40:24.000 UTC,2023-04-28 05:40:24.000 UTC,9286.720000000001,9286.720000000001,0.0,0.0,0.0,Praise,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-04-28 05:37:37.000 UTC,2023-04-28 05:37:37.000 UTC,0.0,0.0,0.0,0.0,9286.72,Praise,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-23 15:02:59.000 UTC,2023-08-12 05:23:53.000 UTC,82150.0,82150.0,0.0,0.0,0.0,Premia,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-03-22 23:59:42.000 UTC,2023-03-22 23:59:42.000 UTC,0.0,0.0,0.0,0.0,234999.99999999997,Premia,2023-10-02 12:10:16.035170+00:00
Deployed,QiDao,sUSDC/MAI: Velodrome,2023-06-19 11:11:35.000 UTC,2022-08-28 21:00:30.000 UTC,0.0,265673.50489000004,0.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-27 14:37:45.000 UTC,2022-07-28 02:56:56.000 UTC,581699.4871587664,217004.63757958089,0.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Project,"QiDao,KyberSwap","Intermediate,Season 3",2022-11-18 19:07:13.000 UTC,2022-11-18 19:07:13.000 UTC,0.0,32000.0,0.0,32000.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Project,Beethoven X,Season 1,2022-12-21 22:26:14.000 UTC,2022-09-29 17:54:56.000 UTC,0.0,29092.0,0.0,29092.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Deployed,Angle Protocol,agEUR/MAI: Velodrome,2023-03-07 04:39:24.000 UTC,2022-09-03 20:45:51.000 UTC,0.0,20750.0,0.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Deployed,QiDao,vUSDC/MAI: Velodrome,2022-09-03 20:32:39.000 UTC,2022-09-03 20:32:39.000 UTC,0.0,6000.0,0.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Project,Beethoven X,Season 1,2023-01-12 21:51:10.000 UTC,2023-01-12 21:51:10.000 UTC,0.0,0.0,900.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:09:05.000 UTC,2022-08-27 07:22:14.000 UTC,0.0,0.0,0.0,0.0,770254.3352601156,QiDao,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2022-10-14 17:03:13.000 UTC,2022-09-15 17:59:26.000 UTC,0.0,0.0,12055.337472,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Project,Lido,Intermediate Wallet,2023-06-20 15:14:09.000 UTC,2023-04-07 09:44:41.000 UTC,0.0,0.0,9000.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Project,QiDao,Season 1,2023-06-26 18:25:53.000 UTC,2022-09-21 05:36:08.000 UTC,0.0,-29234.81015492898,0.0,0.0,0.0,QiDao,2023-10-02 12:10:16.035170+00:00
Project,QiDao,Season 1,2022-11-18 19:07:13.000 UTC,2022-11-18 19:07:13.000 UTC,0.0,0.0,32000.0,0.0,0.0,QiDao - KyberSwap,2023-10-02 12:10:16.035170+00:00
Project,Lido,Intermediate Wallet,2023-06-20 15:14:09.000 UTC,2023-04-07 09:44:41.000 UTC,0.0,0.0,27000.0,0.0,0.0,QiDao - KyberSwap,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-04-06 16:32:00.000 UTC,2023-04-06 16:32:00.000 UTC,0.0,0.0,0.0,0.0,99999.99999999999,QiDao - KyberSwap,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 10:59:01.000 UTC,2023-02-13 17:47:24.000 UTC,2919939.086627048,2066491.0062458734,0.0,0.0,0.0,Quests on Coinbase Wallet,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-03-29 19:03:48.000 UTC,2023-02-10 22:09:48.000 UTC,0.0,0.0,0.0,0.0,854494.0,Quests on Coinbase Wallet,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-06-08 16:13:05.000 UTC,2023-05-03 17:11:05.000 UTC,0.0,0.0,0.0,0.0,2913506.0,Quests on Coinbase Wallet,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-02-09 21:18:25.000 UTC,2022-06-01 19:55:04.000 UTC,93388.95380539547,93388.95380539547,0.0,0.0,0.0,Quix,2023-10-02 12:10:16.035170+00:00
Project,Latruite.eth,Season 4,2022-12-18 12:05:53.000 UTC,2022-10-05 06:15:39.000 UTC,0.0,2.984619141769556,0.0,2.984619141769556,0.0,Quix,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 19:57:01.000 UTC,2022-10-19 16:37:09.000 UTC,0.0,0.0,0.0,0.0,1010066.6339568252,Quix,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-26 10:39:57.000 UTC,2023-05-15 18:59:47.000 UTC,229400.0,229400.0,0.0,0.0,0.0,Rabbithole,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-06-23 13:17:21.000 UTC,2023-05-03 19:52:06.000 UTC,0.0,0.0,0.0,0.0,248500.0,Rabbithole,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-03-06 19:59:53.000 UTC,2023-02-20 18:09:15.000 UTC,114908.45974050317,114908.45974050317,0.0,0.0,0.0,Rainbow,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-18 02:12:43.000 UTC,2023-02-18 02:12:43.000 UTC,0.0,0.0,0.0,0.0,420069.0,Rainbow,2023-10-02 12:10:16.035170+00:00
Deployed,Revert Finance,Distributor,2023-03-08 13:48:55.000 UTC,2022-11-30 17:32:05.000 UTC,0.0,240000.0,0.0,0.0,0.0,Revert Finance,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-07-18 15:47:45.000 UTC,2022-05-31 20:34:36.000 UTC,236474.95500987986,838.0539183035535,0.0,0.0,0.0,Revert Finance,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:17:37.000 UTC,2022-10-19 20:18:31.000 UTC,0.0,0.0,0.0,0.0,240593.84997771872,Revert Finance,2023-10-02 12:10:16.035170+00:00
Deployed,Rocket Pool,WETH/rETH: Beethoven X,2023-05-15 09:40:27.000 UTC,2022-11-09 23:24:21.000 UTC,0.0,345000.0,0.0,0.0,0.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
Deployed,Rocket Pool,vWETH/rETH: Velodrome,2023-06-21 11:16:07.000 UTC,2023-02-06 23:43:32.000 UTC,0.0,145712.0,0.0,0.0,0.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-05 14:12:17.000 UTC,2022-11-10 00:09:47.000 UTC,665746.4322791127,108155.0,0.0,0.0,0.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
Deployed,Rocket Pool,sWETH/rETH: Velodrome,2023-01-31 21:09:45.000 UTC,2022-11-30 04:24:24.000 UTC,0.0,21430.0,0.0,0.0,0.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,"Season 2,Intermediate,Season 4",2022-11-18 04:58:58.000 UTC,2022-11-18 04:58:58.000 UTC,0.0,2143.0,0.0,2143.0,0.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
Project,Beethoven X,Season 1,2023-07-19 11:09:57.000 UTC,2023-05-28 12:24:18.000 UTC,0.0,0.0,22440.0,0.0,0.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-01 00:06:47.000 UTC,2022-11-01 00:06:47.000 UTC,0.0,0.0,0.0,0.0,600000.0,Rocket Pool,2023-10-02 12:10:16.035170+00:00
"RetroPGF,Project","rotki,Rotki","RetroPGF - Round #2,Season 3,Season 1",2023-04-22 09:41:00.000 UTC,2023-04-22 09:41:00.000 UTC,0.0,25.0,0.0,25.0,0.0,Rotki,2023-10-02 12:10:16.035170+00:00
"RetroPGF,Project","rotki,Rotki","RetroPGF - Round #2,Season 1,Season 3",2023-04-22 09:45:15.000 UTC,2023-04-22 09:38:00.000 UTC,0.0,0.0,154457.6399827529,0.0,0.0,Rotki,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:09:05.000 UTC,2023-09-18 18:09:05.000 UTC,0.0,0.0,0.0,0.0,17937.414591990302,Rotki,2023-10-02 12:10:16.035170+00:00
Deployed,Rubicon,Distributor,2022-08-21 21:38:43.000 UTC,2022-07-15 17:20:59.000 UTC,0.0,351000.0,0.0,0.0,0.0,Rubicon,2023-10-02 12:10:16.035170+00:00
Deployed,Rubicon,Distributor LM,2022-07-15 18:08:29.000 UTC,2022-07-15 17:49:03.000 UTC,0.0,324000.00000000006,0.0,0.0,0.0,Rubicon,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 05:36:17.000 UTC,2022-06-08 17:12:12.000 UTC,746106.1118966037,161128.35364339108,0.0,0.0,0.0,Rubicon,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-08-07 13:55:17.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,926922.0052601156,Rubicon,2023-10-02 12:10:16.035170+00:00
Project,Rubicon,"Season 3,Phase 0",2023-02-09 22:05:27.000 UTC,2022-07-15 18:19:57.000 UTC,0.0,-15220.808571278772,0.0,0.0,0.0,Rubicon,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-08-21 16:20:21.000 UTC,2022-06-01 20:39:51.000 UTC,17253.123799718996,17253.123799718996,0.0,0.0,0.0,SCRY - Scry,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-05 07:22:15.000 UTC,2023-04-20 19:28:20.000 UTC,0.0,0.0,0.0,0.0,65324.67,SCRY - Scry,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-15 14:12:03.000 UTC,2023-09-15 14:12:03.000 UTC,4000.0,4000.0,0.0,0.0,0.0,Scry - SCRY,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-08-29 19:06:15.000 UTC,2023-07-13 16:55:37.000 UTC,185089.06,185089.06,0.0,0.0,0.0,ShapeShift,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-01 18:16:45.000 UTC,2023-05-16 13:38:50.000 UTC,0.0,0.0,0.0,0.0,200000.0,ShapeShift,2023-10-02 12:10:16.035170+00:00
Deployed,Slingshot,Distributor,2022-09-30 23:32:34.000 UTC,2022-08-26 17:25:50.000 UTC,0.0,124813.0,0.0,0.0,0.0,Slingshot,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-12 16:23:23.000 UTC,2022-07-08 16:53:40.000 UTC,135184.0,14649.0,0.0,0.0,0.0,Slingshot,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,300000.0,Slingshot,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-11 14:15:59.000 UTC,2023-07-22 13:45:49.000 UTC,299002.0,299002.0,0.0,0.0,0.0,Socket,2023-10-02 12:10:16.035170+00:00
Project,Layer2dao,Phase 0,2022-11-30 16:44:26.000 UTC,2022-11-30 16:44:26.000 UTC,0.0,0.0,27500.0,0.0,0.0,Socket,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-07-04 13:11:57.000 UTC,2023-07-04 13:11:57.000 UTC,0.0,0.0,0.0,0.0,500000.0,Socket,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2022-05-31 21:00:22.000 UTC,2022-05-31 21:00:22.000 UTC,776.867362080441,776.867362080441,0.0,0.0,0.0,Solid Grinder,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2022-08-07 07:20:06.000 UTC,2022-08-02 16:18:51.000 UTC,6300.0,6300.0,0.0,0.0,0.0,Solidity Survivor,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:30:53.000 UTC,2023-02-09 20:02:35.000 UTC,0.0,0.0,0.0,0.0,220.70116209400655,Solidity Survivor,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-27 18:44:55.000 UTC,2022-10-06 15:44:38.000 UTC,94998.11749872434,94998.11749872434,0.0,0.0,0.0,Sonne Finance,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-04-25 17:49:16.000 UTC,2023-04-25 17:49:16.000 UTC,0.0,0.0,0.0,0.0,99999.99999999999,Sonne Finance,2023-10-02 12:10:16.035170+00:00
Deployed,Stargate Finance,LP Staking Time,2023-08-31 14:14:29.000 UTC,2022-08-04 19:06:01.000 UTC,0.0,559724.73,0.0,0.0,0.0,Stargate Finance,2023-10-02 12:10:16.035170+00:00
Project,Beefy Finance,Season 1,2023-03-15 17:32:54.000 UTC,2023-03-15 17:32:54.000 UTC,0.0,75000.0,0.0,75000.0,0.0,Stargate Finance,2023-10-02 12:10:16.035170+00:00
Project,Galxe,Season 3,2023-05-28 18:50:28.000 UTC,2023-05-28 18:50:28.000 UTC,0.0,45000.0,0.0,45000.0,0.0,Stargate Finance,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 11:22:19.000 UTC,2022-07-13 23:21:32.000 UTC,506803.1720493576,1.0,0.0,0.0,0.0,Stargate Finance,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-07-19 23:03:40.000 UTC,2022-07-19 23:03:40.000 UTC,0.0,0.0,0.0,0.0,1000000.0,Stargate Finance,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2023-07-29 15:18:21.000 UTC,2023-05-11 17:40:38.000 UTC,0.0,0.0,38445.60763300001,0.0,0.0,Stargate Finance,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-28 20:26:49.000 UTC,2022-06-09 13:49:59.000 UTC,85592.61612285073,85592.61612285073,0.0,0.0,0.0,Sugma.eth,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-18 18:10:49.000 UTC,2022-12-15 22:36:40.000 UTC,0.0,0.0,0.0,0.0,23781.768720327917,Sugma.eth,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2022-08-18 18:31:14.000 UTC,2022-07-28 17:24:59.000 UTC,0.0,0.0,10.314,0.0,0.0,Sugma.eth,2023-10-02 12:10:16.035170+00:00
Project,Aelin,Phase 0,2022-09-18 02:45:15.000 UTC,2022-09-18 02:45:15.000 UTC,0.0,0.0,275.8550038997169,0.0,0.0,Sugma.eth,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-31 01:16:59.000 UTC,2023-04-19 18:48:39.000 UTC,0.0,0.0,0.0,0.0,35916.0,Sugma.eth,2023-10-02 12:10:16.035170+00:00
Deployed,Sushi,ComplexRewarderTime,2023-07-06 17:38:49.000 UTC,2023-02-28 20:47:12.000 UTC,0.0,59999.99999999999,0.0,0.0,0.0,Sushi,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-01 15:44:51.000 UTC,2023-02-18 20:20:08.000 UTC,50475.14851656699,0.0,0.0,0.0,0.0,Sushi,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-24 12:49:31.000 UTC,2022-11-24 12:49:31.000 UTC,0.0,0.0,0.0,0.0,504000.0,Sushi,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-03-27 17:16:02.000 UTC,2023-03-27 17:16:02.000 UTC,850000.0,850000.0,0.0,0.0,0.0,Synapse,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-03-24 16:59:27.000 UTC,2023-03-24 16:59:27.000 UTC,0.0,0.0,0.0,0.0,1000000.0,Synapse,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-04-20 19:26:05.000 UTC,2023-04-20 19:26:05.000 UTC,91886.0,91886.0,0.0,0.0,0.0,Synpress,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-04-20 18:42:22.000 UTC,2023-04-20 18:39:51.000 UTC,0.0,0.0,0.0,0.0,91886.0,Synpress,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 11:19:55.000 UTC,2022-08-25 00:02:59.000 UTC,9006323.512575386,6246399.884247527,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,SNXAmbassadors delegation,2022-10-17 22:18:24.000 UTC,2022-10-17 22:18:24.000 UTC,0.0,2000000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,sUSD-3Crv: Curve,2023-03-17 20:16:56.000 UTC,2022-08-25 12:27:40.000 UTC,0.0,590000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,sETH-ETH: Curve,2023-03-17 20:16:56.000 UTC,2022-08-25 12:29:25.000 UTC,0.0,590000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,USDC/sUSD: Velodrome,2023-06-15 18:25:05.000 UTC,2022-08-23 16:24:24.000 UTC,0.0,415000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,USDC/SNX: Velodrome,2023-03-17 20:16:56.000 UTC,2022-08-23 15:51:39.000 UTC,0.0,310000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,ETH/sETH: Velodrome,2023-03-17 20:16:56.000 UTC,2022-08-23 15:59:40.000 UTC,0.0,285000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Lyra Finance,Intermediate,2023-09-29 13:07:41.000 UTC,2023-01-11 03:04:49.000 UTC,0.0,179900.4918470804,0.0,179900.4918470804,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,SNX Bridge: Hop,2023-08-31 05:20:35.000 UTC,2022-10-25 23:35:36.000 UTC,0.0,98000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Synthetix,sUSD Bridge: Hop,2023-08-31 05:13:57.000 UTC,2023-04-10 15:57:27.000 UTC,0.0,30000.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Polynomial Protocol,Phase 0,2023-05-23 22:14:56.000 UTC,2023-04-27 07:22:54.000 UTC,0.0,15213.02852,0.0,15213.02852,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Deployed,Kwenta,Distributor,2023-04-25 22:05:07.000 UTC,2022-08-24 12:01:27.000 UTC,0.0,12500.0,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,"Season 2,Intermediate,Season 4",2023-07-25 12:29:21.000 UTC,2023-07-25 12:29:21.000 UTC,0.0,10000.0,0.0,10000.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,dHedge,Season 2,2022-10-20 18:59:19.000 UTC,2022-10-20 18:59:19.000 UTC,0.0,7500.0,0.0,7500.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-07-27 11:39:58.000 UTC,2022-07-27 11:39:58.000 UTC,0.0,0.0,0.0,0.0,9000000.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Lido,Intermediate Wallet,2023-09-11 15:02:31.000 UTC,2023-06-27 09:36:07.000 UTC,0.0,0.0,13692.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Polynomial Protocol,Phase 0,2023-04-29 11:53:41.000 UTC,2022-08-15 07:49:57.000 UTC,0.0,0.0,12987.953146,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2023-03-30 18:19:03.000 UTC,2022-07-28 17:23:14.000 UTC,0.0,0.0,29953.540690600003,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Multisig - Distributor,2023-04-05 19:49:51.000 UTC,2023-04-05 19:49:51.000 UTC,0.0,-103.1731406143824,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
Project,Synthetix,Phase 0,2023-05-09 01:33:37.000 UTC,2022-12-01 13:11:36.000 UTC,0.0,-2028431.8930677618,0.0,0.0,0.0,Synthetix,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-25 17:45:19.000 UTC,2022-11-25 17:45:19.000 UTC,0.0,0.0,0.0,0.0,540000.0,Tarot,2023-10-02 12:10:16.035170+00:00
Deployed,Thales,Distributor,2023-09-07 19:40:49.000 UTC,2022-07-15 15:59:30.000 UTC,0.0,1269171.5499999998,0.0,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 05:32:39.000 UTC,2022-07-08 00:08:25.000 UTC,1425570.2845432712,202591.76516065234,0.0,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,"Season 2,Intermediate,Season 4",2022-08-05 09:46:36.000 UTC,2022-08-05 09:46:36.000 UTC,0.0,1302.0,0.0,1302.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-04-07 11:33:47.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,1300254.3352601156,Thales,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2022-08-04 17:38:45.000 UTC,2022-07-28 19:09:57.000 UTC,0.0,0.0,5222.813,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-06-30 14:29:59.000 UTC,2023-06-30 14:29:59.000 UTC,0.0,0.0,0.0,0.0,150000.0,Thales,2023-10-02 12:10:16.035170+00:00
Project,Layer2dao,Phase 0,2022-09-06 19:17:37.000 UTC,2022-09-06 19:17:37.000 UTC,0.0,0.0,27500.0,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
Project,Polynomial Protocol,Phase 0,2022-08-15 07:49:57.000 UTC,2022-08-15 07:49:57.000 UTC,0.0,0.0,11570.0,0.0,0.0,Thales,2023-10-02 12:10:16.035170+00:00
