counterparty_label,counterparty_name,counterparty_type,max_block_time,min_block_time,op_claimed,op_deployed,op_from_other_projects,op_to_other_projects,op_to_project,project_name,last_updated
Project,Clipper,Phase 0,2023-09-18 18:09:05.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Hundred Finance,Season 1,2022-08-26 08:28:32.000 UTC,2022-08-26 08:28:32.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Synapse,Phase 0,2023-03-24 16:59:27.000 UTC,2023-03-24 16:59:27.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Angle Protocol,Intermediate,2022-11-28 08:45:44.000 UTC,2022-11-28 08:45:44.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Partner Fund,2022-07-14 14:28:43.000 UTC,2022-07-14 14:26:23.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Mochi,Season 2,2023-01-02 15:47:47.000 UTC,2023-01-02 15:47:47.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
"Project,RetroPGF","Michael Vander Meiden, The RetroPGF Podcast, OPdelegate.com,Michael Vander Meiden","Season 4,RetroPGF - Round #2",2023-09-18 18:09:41.000 UTC,2022-12-06 19:56:05.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Alchemix,Season 2,2023-01-08 01:17:36.000 UTC,2023-01-08 01:17:36.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Rocket Pool,Season 1,2022-11-01 00:06:47.000 UTC,2022-11-01 00:06:47.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Another World,Season 3,2023-02-02 23:58:38.000 UTC,2023-02-02 23:58:38.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Bankless Academy,Season 4,2023-09-18 18:09:41.000 UTC,2023-09-18 18:09:41.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,WardenSwap,Season 1,2022-11-26 18:31:40.000 UTC,2022-11-26 18:31:40.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,LiFi,Season 2,2022-11-30 20:32:11.000 UTC,2022-11-30 20:32:11.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
"Project,RetroPGF",Cannon,"Season 4,RetroPGF - Round #2",2023-09-18 18:15:45.000 UTC,2023-09-18 18:15:45.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Rubicon,"Season 3,Phase 0",2023-08-07 13:55:17.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,dForce,Intermediate,2023-02-09 19:50:36.000 UTC,2023-02-09 19:50:36.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,CryptoTesters,Partner Fund,2022-12-15 22:36:40.000 UTC,2022-12-15 22:36:40.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Hop Protocol,Phase 0,2022-10-03 02:22:28.000 UTC,2022-10-03 02:22:28.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Thales,"Phase 0,Season 3,Season 2",2023-04-07 11:33:47.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Candide Wallet,Season 1,2022-08-09 12:31:03.000 UTC,2022-08-09 12:28:28.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,OKX,Partner Fund,2022-09-12 17:34:15.000 UTC,2022-09-12 17:34:15.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Uniswap,Phase 0,2022-09-07 15:07:22.000 UTC,2022-09-07 15:07:22.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Across Protocol,Season 2,2023-04-18 17:41:29.000 UTC,2023-04-18 17:41:29.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Slingshot,Phase 0,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Angle Protocol,Contract Deplopyer,2023-09-18 18:11:23.000 UTC,2023-02-09 19:02:41.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,DefiLlama,Season 2,2022-12-26 20:23:15.000 UTC,2022-12-26 20:23:15.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,DefiEdge,Uniswap Grants,2023-02-09 19:43:24.000 UTC,2023-02-09 19:43:24.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,DeNotify,Season 3,2023-02-09 19:52:23.000 UTC,2023-02-09 19:52:23.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Sushi,Season 2,2022-11-24 12:49:31.000 UTC,2022-11-24 12:49:31.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,The Optimistic Series,Season 3,2023-03-30 19:59:17.000 UTC,2023-03-30 19:59:17.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Delegate Corner,Season 4,2023-02-09 19:37:00.000 UTC,2023-02-09 19:37:00.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Crypto LDFM,Season 3,2023-04-06 22:05:05.000 UTC,2023-04-06 22:05:05.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Dhannte,Season 4,2023-09-18 18:09:23.000 UTC,2022-12-06 19:56:05.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Quix,Distributor,2023-02-09 19:57:01.000 UTC,2023-02-09 19:57:01.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Aave,Phase 0,2022-08-03 16:35:55.000 UTC,2022-08-03 16:35:55.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Revert Finance,Season 2,2023-09-18 18:17:37.000 UTC,2022-10-19 20:18:31.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Layer2dao,Phase 0,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Aelin,Phase 0,2022-07-14 03:34:07.000 UTC,2022-07-14 03:34:07.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2023-09-18 18:11:59.000 UTC,2023-02-09 20:01:34.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,PoolTogether,"Season 2,Partner Fund",2022-11-28 17:16:24.000 UTC,2022-07-20 22:00:07.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
"RetroPGF,Project",Atlantis World,"RetroPGF - Round #2,Season 4",2023-02-09 20:13:51.000 UTC,2022-09-29 15:30:03.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,xToken,Season 1,2023-02-09 20:05:25.000 UTC,2022-09-13 21:24:23.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Dane Lund,Season 4,2023-04-05 22:24:48.000 UTC,2023-04-05 22:24:48.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Kwenta,Phase 0,2022-07-15 14:58:43.000 UTC,2022-07-15 14:58:43.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Mean Finance,Season 1,2022-10-19 17:18:22.000 UTC,2022-10-19 17:18:22.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Katie Garcia,Season 4,2023-09-18 18:09:41.000 UTC,2022-12-06 19:56:05.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Karma,"Season 2,Season 3",2023-09-18 18:10:17.000 UTC,2022-12-15 06:59:05.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Gnosis Safe,Season 2,2023-04-26 18:53:25.000 UTC,2023-04-26 18:53:25.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Layer2dao,Contract Deplpoyer,2023-09-18 18:17:37.000 UTC,2023-02-09 19:03:11.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,QiDao,Season 1,2023-09-18 18:09:05.000 UTC,2022-08-27 07:22:14.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Zeroex (0x),Phase 0,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,dHedge,Season 2,2022-10-21 01:42:51.000 UTC,2022-10-21 01:42:51.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Yearn,Season 2,2022-11-24 15:01:22.000 UTC,2022-11-24 15:01:22.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Nested,Treasury Wallet,2023-09-18 18:09:05.000 UTC,2023-02-09 19:07:04.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,"QiDao,KyberSwap","Intermediate,Season 3",2023-04-06 16:32:00.000 UTC,2023-04-06 16:32:00.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,dHedge,Intermediate,2023-09-18 18:10:17.000 UTC,2023-02-09 20:08:28.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Lido,Partner Fund,2023-03-03 17:51:51.000 UTC,2023-03-03 17:51:51.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Pickle Finance,Season 1,2022-08-15 05:33:41.000 UTC,2022-08-15 05:33:41.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Sonne Finance,Season 3,2023-04-25 17:49:16.000 UTC,2023-04-25 17:49:16.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Rainbow,Season 2,2023-02-18 02:12:43.000 UTC,2023-02-18 02:12:43.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Tarot,Season 2,2022-11-25 17:45:19.000 UTC,2022-11-25 17:45:19.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,"GFX (PaperImperium),Interest Protocol","Season 4,Season 2",2023-09-15 18:11:25.000 UTC,2022-12-06 19:56:05.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,"Season 2,Intermediate,Season 4",2022-11-25 16:43:45.000 UTC,2022-11-25 16:43:45.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Lyra Finance,Phase 0,2022-07-20 02:42:01.000 UTC,2022-07-20 02:42:01.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Pika Protocol,Phase 0,2022-08-26 04:22:04.000 UTC,2022-08-26 04:18:37.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Perpetual Protocol,Phase 0,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Beefy Finance,Season 1,2022-09-12 21:18:28.000 UTC,2022-09-12 21:18:28.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,ENS Wildcard Domains,Season 3,2023-09-18 18:10:17.000 UTC,2023-09-18 18:10:17.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Otterspace,Season 2,2022-11-04 16:06:55.000 UTC,2022-11-04 16:06:55.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,jackanorak.eth,Season 4,2023-09-18 18:32:55.000 UTC,2022-12-15 22:36:40.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Parcel,Season 3,2023-09-15 18:16:07.000 UTC,2023-09-15 18:16:07.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Latruite.eth,Season 4,2023-09-18 18:30:53.000 UTC,2023-02-09 19:54:59.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Solidity Survivor,Team Wallet,2023-09-18 18:30:53.000 UTC,2023-02-09 20:02:35.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,1inch,Phase 0,2022-08-15 07:58:07.000 UTC,2022-08-15 07:58:07.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Overnight+,Season 2,2023-02-09 19:30:53.000 UTC,2023-01-05 20:14:37.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
"RetroPGF,Project","rotki,Rotki","RetroPGF - Round #2,Season 3,Season 1",2023-02-09 19:47:02.000 UTC,2022-08-09 08:51:51.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,WePiggy,Intermediate,2023-09-15 18:22:15.000 UTC,2023-02-09 19:52:23.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Chainlink,Phase 0,2022-08-03 16:35:25.000 UTC,2022-08-03 16:35:25.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Zipswap,Phase 0,2023-02-09 19:49:35.000 UTC,2023-02-09 19:49:35.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Perpetual Protocol,Grants Wallet,2023-02-09 19:16:37.000 UTC,2023-02-09 19:16:37.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Premia,Season 3,2023-03-22 23:59:42.000 UTC,2023-03-22 23:59:42.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Bankless Academy,Season 2,2022-10-20 10:16:39.000 UTC,2022-10-20 10:16:39.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Quix,Partner Fund,2023-02-09 19:41:35.000 UTC,2022-10-19 16:37:09.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Paraswap,Season 1,2023-03-08 16:47:28.000 UTC,2023-03-08 16:47:28.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Gelato,Phase 0,2022-07-08 21:22:57.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Sugma.eth,Season 4,2023-09-18 18:10:49.000 UTC,2022-12-15 22:36:40.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Thales,Contract Deployer,2023-02-09 19:50:06.000 UTC,2023-02-09 19:50:06.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Cryptoversidad Team,Team Wallet,2023-09-18 18:30:01.000 UTC,2023-02-09 19:55:14.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,QiDao,Intermediate,2023-02-09 19:42:22.000 UTC,2023-02-09 19:42:22.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Unruggable Names,Season 4,2023-09-18 18:17:55.000 UTC,2023-09-18 18:17:55.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
Project,Quests on Coinbase Wallet,Partner Fund,2023-03-29 19:03:48.000 UTC,2023-03-29 19:03:48.000 UTC,0.0,0.0,0.0,0.0,0.0,OP Foundation Wallet,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-09-07 15:18:19.000 UTC,2023-09-07 15:18:19.000 UTC,0.0,0.0,0.0,0.0,18000.0,Octav,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-09-28 06:33:45.000 UTC,2023-09-05 09:12:17.000 UTC,32000.0,32000.0,0.0,0.0,0.0,OmniBTC,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-09-12 10:27:23.000 UTC,2023-08-24 02:20:43.000 UTC,0.0,0.0,0.0,0.0,35999.9,OmniBTC,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-08-20 21:32:01.000 UTC,2023-07-26 01:14:43.000 UTC,500.0,0.0,0.0,0.0,0.0,Op Podcast NFTs,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-09 22:39:35.000 UTC,2023-08-09 22:39:35.000 UTC,0.0,0.0,0.0,0.0,200.0,Op Podcast NFTs,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 10:38:13.000 UTC,2022-08-29 05:26:26.000 UTC,81398.74648501104,81398.74648501104,0.0,0.0,0.0,OptiChads,2023-10-02 12:10:16.035170+00:00
Project,Latruite.eth,Season 4,2023-06-02 14:50:37.000 UTC,2022-12-04 20:05:58.000 UTC,0.0,10.5,0.0,10.5,0.0,OptiChads,2023-10-02 12:10:16.035170+00:00
Project,Bored Town,Season 3,2023-07-27 04:23:49.000 UTC,2023-05-15 14:13:11.000 UTC,0.0,0.0,4500.0,0.0,0.0,OptiChads,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 20:11:48.000 UTC,2022-10-28 00:24:58.000 UTC,0.0,0.0,0.0,0.0,50114.33911916357,OptiChads,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-04-20 18:33:02.000 UTC,2023-04-20 18:33:02.000 UTC,0.0,0.0,0.0,0.0,8606.59,OptiChads,2023-10-02 12:10:16.035170+00:00
Project,Optiland Quests,Season 3,2023-10-01 15:07:55.000 UTC,2023-06-01 12:36:32.000 UTC,0.0,0.0,17499.936000000005,0.0,0.0,OptiChads,2023-10-02 12:10:16.035170+00:00
Project,OptiChads,Intermediate,2023-10-01 15:07:55.000 UTC,2023-06-01 12:36:32.000 UTC,0.0,17499.936,0.0,17499.936,0.0,Optiland Quests,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-08-04 18:10:23.000 UTC,2023-05-24 21:47:45.000 UTC,0.0,0.0,0.0,0.0,20000.0,Optiland Quests,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-05-22 12:01:10.000 UTC,2022-11-17 14:27:47.000 UTC,17499.66,17499.66,0.0,0.0,0.0,Otterspace,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-22 09:05:06.000 UTC,2023-05-22 09:05:06.000 UTC,0.0,0.0,0.0,0.0,10499.66,Otterspace,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2022-11-04 16:06:55.000 UTC,2022-11-04 16:06:55.000 UTC,0.0,0.0,0.0,0.0,49999.99999999999,Otterspace,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-01 07:56:19.000 UTC,2022-09-29 00:01:34.000 UTC,837740.728555225,545842.027201298,0.0,0.0,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
Deployed,Overnight+,USD+/USDC: Velodrome,2023-06-20 14:38:55.000 UTC,2023-01-10 19:30:02.000 UTC,0.0,62200.0,0.0,0.0,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
Deployed,Overnight+,USD+/DOLA: Velodrome,2023-06-20 14:38:17.000 UTC,2023-01-30 13:51:51.000 UTC,0.0,49000.0,0.0,0.0,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
Project,Beethoven X,Season 1,2023-04-06 15:20:56.000 UTC,2023-01-17 08:52:43.000 UTC,0.0,23500.000000000033,0.0,23500.000000000033,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
Project,DefiEdge,Uniswap Grants,2023-07-17 08:48:55.000 UTC,2023-07-17 08:48:55.000 UTC,0.0,4000.0,0.0,4000.0,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
Deployed,Overnight+,BPT-USD+: Beethoven X,2023-01-10 03:55:32.000 UTC,2023-01-10 03:55:32.000 UTC,0.0,2450.0,0.0,0.0,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 19:30:53.000 UTC,2023-01-05 20:14:37.000 UTC,0.0,0.0,0.0,0.0,400012.68240923557,Overnight+,2023-10-02 12:10:16.035170+00:00
Project,Beethoven X,Season 1,2023-03-03 13:38:51.000 UTC,2023-03-03 13:38:51.000 UTC,0.0,0.0,1300.0,0.0,0.0,Overnight+,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-07-24 11:48:53.000 UTC,2023-06-09 13:17:13.000 UTC,11926.288129364875,11926.288129364875,0.0,0.0,0.0,Pairwise,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-06-09 13:09:17.000 UTC,2023-06-09 13:09:17.000 UTC,0.0,0.0,0.0,0.0,7805.179999999999,Pairwise,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-08-23 14:33:03.000 UTC,2023-04-18 14:47:52.000 UTC,151480.5,151480.5,0.0,0.0,0.0,Paraswap,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-03-08 16:47:28.000 UTC,2023-03-08 16:47:28.000 UTC,0.0,0.0,0.0,0.0,450000.0,Paraswap,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-15 04:07:12.000 UTC,2023-05-15 04:07:12.000 UTC,0.0,0.0,0.0,0.0,60000.0,Parcel,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-09-15 18:16:07.000 UTC,2023-09-15 18:16:07.000 UTC,0.0,0.0,0.0,0.0,1190.267702142779,Parcel,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-07-13 19:59:29.000 UTC,2022-06-01 02:17:52.000 UTC,20409.42629283659,20409.42629283659,0.0,0.0,0.0,Paytrie,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Sentry Wallet,OP Foundation Grants,2023-05-17 19:09:49.000 UTC,2023-05-17 19:09:49.000 UTC,0.0,0.0,0.0,0.0,20000.0,Paytrie,2023-10-02 12:10:16.035170+00:00
Deployed,Perpetual Protocol,Distributor,2023-10-02 08:24:07.000 UTC,2022-07-18 12:57:38.000 UTC,0.0,5708994.405648459,0.0,0.0,0.0,Perpetual Protocol,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 11:22:57.000 UTC,2022-05-31 22:14:37.000 UTC,7857038.928706389,2301179.367702144,0.0,0.0,0.0,Perpetual Protocol,2023-10-02 12:10:16.035170+00:00
OP Foundation,OP Foundation Wallet,OP Foundation Grants,2023-02-09 19:16:37.000 UTC,2022-07-08 21:22:57.000 UTC,0.0,0.0,0.0,0.0,9000019.72828754,Perpetual Protocol,2023-10-02 12:10:16.035170+00:00
Project,Velodrome,Intermediate Disperser,2022-07-28 19:08:11.000 UTC,2022-07-28 19:08:11.000 UTC,0.0,0.0,13.884,0.0,0.0,Perpetual Protocol,2023-10-02 12:10:16.035170+00:00
Deployed,Pickle Finance,Distributor,2023-08-22 23:17:27.000 UTC,2022-09-08 08:50:20.000 UTC,0.0,127600.0,0.0,0.0,0.0,Pickle Finance,2023-10-02 12:10:16.035170+00:00
Other,Other,Other,2023-10-02 07:33:47.000 UTC,2022-09-08 16:13:45.000 UTC,113115.81616366262,0.0,0.0,0.0,0.0,Pickle Finance,2023-10-02 12:10:16.035170+00:00
