,# OP Allocated,app_name,app_name_join,op_source,category,incentive_type,duration_days,txs_per_day,num_addr_per_day,gas_fee_eth_per_day,gas_fee_usd_per_day,l2_gas_used_per_day,l1_gas_used_per_day,txs_per_day_prev,num_addr_per_day_prev,gas_fee_eth_per_day_prev,gas_fee_usd_per_day_prev,l2_gas_used_per_day_prev,l1_gas_used_per_day_prev,num_addr_per_day_after,gas_fee_eth_per_day_after,gas_fee_usd_per_day_after,l2_gas_used_per_day_after,l1_gas_used_per_day_after,incremental_txs_per_day,incremental_addr_per_day,incremental_gas_fee_eth_per_day,incremental_gas_fee_usd_per_day,incremental_l2_gas_used_per_day,incremental_l1_gas_used_per_day,incremental_txs_per_day_after,incremental_addr_per_day_after,incremental_gas_fee_eth_per_day_after,incremental_gas_fee_usd_per_day_after,incremental_l2_gas_used_per_day_after,incremental_l1_gas_used_per_day_after,cumul_last_price_net_dollar_flow,cumul_last_price_net_dollar_flow_at_program_end,net_op_deployed,op_deployed,incremental_txs_annualized_per_op,incremental_addr_annualized_per_op,incremental_gas_fee_eth_annualized_per_op,incremental_gas_fee_usd_annualized_per_op,incremental_l2_gas_used_annualized_per_op,incremental_l1_gas_used_annualized_per_op,incremental_txs_after_annualized_per_op,incremental_addr_after_annualized_per_op,incremental_gas_fee_eth_after_annualized_per_op,incremental_gas_fee_usd_after_annualized_per_op,incremental_l2_gas_used_after_annualized_per_op,incremental_l1_gas_used_after_annualized_per_op,net_tvl_per_op,op_source_length,op_source_map
20,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=XToken"" target=""_blank"">XToken</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=xtoken""target=""_blank"">xtoken</a>",['Season 1'],['Yield Aggregator'],['Liquidity Providing / Deposits'],184,19.17391304347826,12.451086956521738,0.0111290950295801,21.400498527968114,30783373.402173918,530495.5652173914,1.3333333333333333,1.3333333333333333,4.523277000710934e-05,0.0869795635116959,498749.3333333333,5539.333333333333,3.235294117647059,0.0015968114305549,3.070560596185519,3349634.9411764704,65974.82352941176,17.84057971014493,11.117753623188404,0.011083862259573,21.313518964456417,30284624.068840586,524956.231884058,3.431372549019608,1.9019607843137256,0.0015515786605477,2.9835810326738232,2850885.607843137,60435.49019607843,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 1']
21,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Hop%20Protocol"" target=""_blank"">Hop Protocol</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=hop%20protocol""target=""_blank"">hopprotocol</a>",['Phase 0'],['Cross-Chain / Bridging'],['Bridging'],226,3509.72,1239.1555555555556,10.740310044296493,20652.8912442542,7244924627.262222,569699001.3688889,826.9,387.3,0.4844940492639125,931.6493533861797,570284631.3333334,39643529.06666667,,,,,,2682.82,851.8555555555556,10.25581599503258,19721.24189086802,6674639995.928889,530055472.3022222,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Phase 0']
22,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Beethoven%20X"" target=""_blank"">Beethoven X</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=beethoven%20x""target=""_blank"">beethovenx</a>",['Season 1'],['DEX (Decentralized Exchange)'],['Liquidity Providing / Deposits'],219,2160.330275229358,944.8853211009174,5.039859182913069,9691.309018247,6997413227.701835,299436294.78899086,250.7,91.23333333333332,0.4946654896027712,951.2083465855828,604809301.9,40476573.333333336,,,,,,1909.630275229358,853.651987767584,4.545193693310298,8740.100671661417,6392603925.801835,258959721.4556575,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 1']
23,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Uniswap"" target=""_blank"">Uniswap</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=uniswap""target=""_blank"">uniswap</a>",['Phase 0'],['DEX (Decentralized Exchange)'],['Liquidity Providing / Deposits'],192,16982.62694300518,7104.082901554404,11.875453374818992,22835.695246674164,16376470965.051811,528255439.8549223,14153.266666666666,5208.366666666667,5.825879818555108,11202.77364419374,11389232791.633331,364506356.9333333,,,,,,2829.3602763385134,1895.7162348877373,6.049573556263884,11632.921602480425,4987238173.41848,163749082.92158896,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Phase 0']
24,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=OptiChads"" target=""_blank"">OptiChads</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=optichads""target=""_blank"">optichads</a>",['Season 2'],['NFT Collection'],[None],191,34.6505376344086,27.172043010752688,0.1862302713569979,358.10824127619145,117773665.25806452,10450858.623655912,39.66666666666666,29.1,0.1856220601132761,356.9386921087725,117943368.66666669,10793494.666666666,,,,,,-5.016129032258064,-1.9279569892473132,0.0006082112437218,1.1695491674189498,-169703.4086021483,-342636.04301075265,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 2']
25,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Revert%20Finance"" target=""_blank"">Revert Finance</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=revert%20finance""target=""_blank"">revertfinance</a>",['Season 2'],['Yield Aggregator'],['Liquidity Providing / Deposits'],120,262.48387096774195,37.193548387096776,0.0588045959102408,113.07726862516944,144876280.44354838,2626641.709677419,44.9,4.966666666666667,0.002882403140027,5.542666676060151,16803094.233333334,201644.8,40.96551724137931,0.0570425335697493,109.68894168361231,67053893.79310345,1781819.5862068965,217.58387096774197,32.22688172043011,0.0559221927702137,107.5346019491093,128073186.21021505,2424996.90967742,115.65172413793104,35.99885057471264,0.0541601304297223,104.14627500755218,50250799.55977012,1580174.7862068964,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 2']
26,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Hundred%20Finance"" target=""_blank"">Hundred Finance</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=hundred%20finance""target=""_blank"">hundredfinance</a>",['Season 1'],['Lend/Borrow Market'],['Liquidity Providing / Deposits'],159,73.69620253164557,26.91139240506329,0.3056027365201983,587.6534341436275,212357310.1455696,12031072.88607595,7.5,3.75,0.0522501584028633,100.47352772301484,38845126.28571428,2530834.0,,,,,,66.19620253164557,23.16139240506329,0.2533525781173349,487.1799064206126,173512183.85985535,9500238.88607595,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 1']
27,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=dForce"" target=""_blank"">dForce</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=dforce""target=""_blank"">dforce</a>",['Season 1'],['Lend/Borrow Market'],['Liquidity Providing / Deposits'],156,119.30128205128206,25.06410256410257,0.4803845476230055,923.7470591220766,506251886.4423077,17702171.82051282,114.36666666666666,19.83333333333333,0.1852920802919833,356.30416318606353,387347299.1,9391137.866666667,,,,,,4.934615384615398,5.2307692307692335,0.2950924673310221,567.4428959360131,118904587.34230769,8311033.953846153,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 1']
28,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=dHedge"" target=""_blank"">dHedge</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=dhedge""target=""_blank"">dhedge</a>",['Season 2'],['Asset Management'],[None],109,307.64444444444445,130.95555555555555,1.240452349562664,2385.306137675409,2531517746.8444443,42456342.93333333,162.3,61.0,0.4563846226183788,877.5968233331173,1612719125.4,33835839.333333336,,,,,,145.34444444444443,69.95555555555555,0.7840677269442853,1507.7093143422917,918798621.4444442,8620503.599999994,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 2']
29,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Overnight"" target=""_blank"">Overnight</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=overnight""target=""_blank"">overnight</a>",['Season 2'],['Yield Aggregator'],['DEX Liquidity'],106,361.54285714285714,151.76190476190476,1.5488578560513435,2978.349109281455,1044959139.0285716,46980367.31428572,163.46666666666667,30.6,0.3975801789824847,764.519847521238,629460580.2666667,20887312.933333334,,,,,,198.07619047619048,121.16190476190476,1.151277677068859,2213.8292617602174,415498558.7619048,26093054.380952384,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 2']
30,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Clipper"" target=""_blank"">Clipper</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=clipper""target=""_blank"">clipper</a>",['Phase 0'],['DEX (Decentralized Exchange)'],['Retroactive Airdrop'],103,617.1078431372549,471.6372549019608,0.2361633443516312,454.1261701624439,156908116.82352942,9382984.50980392,2712.0,1131.9666666666667,0.7066712601005392,1358.8811328632823,693658880.8666667,40332546.66666666,,,,,,-2094.892156862745,-660.3294117647059,-0.4705079157489079,-904.7549627008384,-536750764.04313725,-30949562.156862743,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Phase 0']
31,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Angle"" target=""_blank"">Angle</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=angle""target=""_blank"">angle</a>",['Season 2'],['Stablecoin'],[None],75,166.83783783783784,126.79729729729728,1.6987084636069725,3266.501712694921,677311947.8108108,55900023.67567568,24.1,18.33333333333333,0.284908951111224,547.860681632685,133209617.2,11282918.0,,,,,,142.73783783783784,108.46396396396396,1.4137995124957483,2718.6410310622364,544102330.6108108,44617105.67567568,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 2']
32,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Exactly"" target=""_blank"">Exactly</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=exactly""target=""_blank"">exactly</a>",['Partner Fund'],['Lend/Borrow Market'],['Liquidity Providing / Deposits'],64,288.26984126984127,131.88888888888889,1.1730405347706503,2255.6777681278663,1276290562.015873,33582007.87301587,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Partner Fund']
33,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Sushi"" target=""_blank"">Sushi</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=sushi""target=""_blank"">sushi</a>",['Season 2'],['DEX (Decentralized Exchange)'],[None],64,889.3015873015873,604.1746031746031,1.741883336148505,3349.5240782883925,1550362748.047619,56525350.222222224,272.7,188.16666666666663,2.137047535030069,4109.398159154215,1745578827.7,75660257.46666667,,,,,,616.6015873015874,416.0079365079365,-0.3951641988815642,-759.8740808658226,-195216079.6523809,-19134907.244444445,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 2']
34,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Arrakis%20Finance"" target=""_blank"">Arrakis Finance</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=arrakis%20finance""target=""_blank"">arrakisfinance</a>",['Partner Fund'],[''],['Liquidity Providing / Deposits'],45,117.86,56.86,1.1575792992160214,2225.9468557897185,430147192.5,33310939.2,108.13333333333334,52.266666666666666,1.4330052729456322,2755.5724120185355,498538303.6666667,41458051.2,,,,,,9.72666666666666,4.593333333333334,-0.2754259737296107,-529.625556228817,-68391111.16666669,-8147112.000000004,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Partner Fund']
35,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Gamma"" target=""_blank"">Gamma</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=gamma""target=""_blank"">gamma</a>",['Partner Fund'],[''],['Liquidity Providing / Deposits'],45,189.9090909090909,47.5,1.1690809956281754,2248.063841625781,493584558.8636364,33721590.18181818,58.833333333333336,12.633333333333333,0.2339289337854692,449.82954946642445,109710613.13333334,7708057.866666666,,,,,,131.07575757575756,34.86666666666667,0.935152061842706,1798.2342921593568,383873945.7303031,26013532.315151516,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Partner Fund']
36,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Lido"" target=""_blank"">Lido</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=lido""target=""_blank"">lido</a>",['Partner Fund'],['Liquid Staking'],[None],29,154.89285714285714,121.71428571428572,5.736496925233278,11030.896373681157,1590435336.0357144,150338787.57142857,149.36666666666667,117.2,4.353197180353527,8370.904337010172,1569297835.6333334,145981598.66666666,,,,,,5.5261904761904646,4.514285714285705,1.3832997448797508,2659.992036670983,21137500.402380943,4357188.90476191,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Partner Fund']
37,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Geo%20Web"" target=""_blank"">Geo Web</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=geo%20web""target=""_blank"">geoweb</a>",['Season 3'],[''],[None],24,2.8181818181818183,1.6363636363636365,0.0006556709352376,1.2608109506738214,23813747.09090909,13037.09090909091,1.181818181818182,1.181818181818182,0.0001573826348527,0.3026361834939173,8453204.909090908,5508.0,,,,,,1.6363636363636365,0.4545454545454546,0.0004982883003849,0.958174767179904,15360542.181818182,7529.09090909091,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 3']
38,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=Rocket%20Pool"" target=""_blank"">Rocket Pool</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=rocket%20pool""target=""_blank"">rocketpool</a>",['Season 1'],['Liquid Staking'],[None],178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 1']
39,,"<a href=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?App+Name_e4822a=QiDao"" target=""_blank"">QiDao</a>","<ahref=""https://dune.com/oplabspbc/optimism-incentive-program-usage-summary?app+name_e4822a=qidao""target=""_blank"">qidao</a>",['Season 1'],['CDP'],[None],253,862.9563492063492,287.0436507936508,3.866381077371529,7434.789831062745,2002855896.4444444,203779756.36507937,120.23333333333332,50.333333333333336,0.5111047435921495,982.8199223575126,387705632.23333335,37903319.333333336,,,,,,742.7230158730158,236.71031746031744,3.355276333779379,6451.969908705232,1615150264.211111,165876437.03174603,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1,['Season 1']
