date,round,application_name,amount_op,oso_project_slug,application_url
2025-04-05,retrofunding_s7_devtooling,Aave,1496.68,aave,https://atlas.optimism.io/project/0x3061b642db56c507e265f03029735b0413a613bda43456a31e78128baeb18754
2025-04-05,retrofunding_s7_devtooling,Abi Ninja,2984.48,buidlguidl,https://atlas.optimism.io/project/0xafb4dc19ccc63057da88110df49234b311044bc73b070041bb8df03e583943ab
2025-04-05,retrofunding_s7_devtooling,Aderyn,2818.18,cyfrin,https://atlas.optimism.io/project/0xa7d78d566bfa319479ec048c94c3d8c1f4d628a9344ba157fc4974dbf472dc3e
2025-04-05,retrofunding_s7_devtooling,Ape Framework,18131.74,apeworx,https://atlas.optimism.io/project/0xa0b16714baef75d97ec07fd48eaf42e79df92fe2a3c2d725d2388ede587ea54c
2025-04-05,retrofunding_s7_devtooling,Aragon OSx,1231.66,aragon,https://atlas.optimism.io/project/0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911
2025-04-05,retrofunding_s7_devtooling,Blockscout open-source block explorer,4339.12,blockscout,https://atlas.optimism.io/project/0x663e4d25ca3f327365240471b4831ea3c989cb132bbf6ae8f5c1e15268591795
2025-04-05,retrofunding_s7_devtooling,Cannon,15676.1,usecannon,https://atlas.optimism.io/project/0xc7798704a6d730cea776c4866a9636bfa04c1201e29b6b0c99cc3603bc1bca25
2025-04-05,retrofunding_s7_devtooling,Create2Deployer,1245.33,create2deployer,https://atlas.optimism.io/project/0x513265758a3804184b6a0771d99c1a4b04d3267bacd4b914e89ff991de229f6a
2025-04-05,retrofunding_s7_devtooling,CreateX,4408.2,createx,https://atlas.optimism.io/project/0x0008577196fa6ec286440b418e2f6305fc10e62ce759625d826be272ee6b45a3
2025-04-05,retrofunding_s7_devtooling,Dappnode,1342.02,dappnode,https://atlas.optimism.io/project/0xf839a585342327848d4541a6fcc315404e879537a60a1370f2cd45a94283a1ba
2025-04-05,retrofunding_s7_devtooling,Ethereum Attestation Service (EAS),16284.05,ethereum-attestation-service,https://atlas.optimism.io/project/0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5
2025-04-05,retrofunding_s7_devtooling,Ethers.js,66666.67,ethers-io,https://atlas.optimism.io/project/0xa3d07f453f70d844196d89d79848aa2e70a0bd8b38bf0f493cba1547bb3bca5e
2025-04-05,retrofunding_s7_devtooling,Fe Language,2557.6,fe-ethereum,https://atlas.optimism.io/project/0x541b7b08401d799b87f583c102a6c94cee7105f1b29dc630de5edbbd966d7c13
2025-04-05,retrofunding_s7_devtooling,Frames.js,17950.67,framesjs,https://atlas.optimism.io/project/0x9d93ec97ef2d3bd4c2b8d95abac9ce0cf43e4f3eb1f05709f8282da8200e69ee
2025-04-05,retrofunding_s7_devtooling,Gelato Relay SDK,3240.2,gelato,https://atlas.optimism.io/project/0x7697147650b4b717ce5675982f2102da7c030498628fe37e3f403f875622b7f7
2025-04-05,retrofunding_s7_devtooling,Hardhat,66666.67,hardhat-nomicfoundation,https://atlas.optimism.io/project/0x670a2982f6d7786b58a8399bcabc23246365b21e533a97945e055791fc235e64
2025-04-05,retrofunding_s7_devtooling,IPFS,47934.97,ipfs,https://atlas.optimism.io/project/0x7f330267969cf845a983a9d4e7b7dbcca5c700a5191269af377836d109e0bb69
2025-04-05,retrofunding_s7_devtooling,Impersonator.xyz,1418.48,impersonator-eth,https://atlas.optimism.io/project/0x07222a857f4522026d91faec337e3cb8cf6ec5f7afb823e0742e1a6c398b81ff
2025-04-05,retrofunding_s7_devtooling,Kontrol - formal verification tool based on Foundry and KEVM,1467.67,runtimeverification,https://atlas.optimism.io/project/0x7348ae42266ff626319e8ea5398343b847603b3cc7101b03d8e4fb2b75ea8db3
2025-04-05,retrofunding_s7_devtooling,LI.FI,22314.34,lifinance,https://atlas.optimism.io/project/0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806
2025-04-05,retrofunding_s7_devtooling,Maintaining simple-optimism-node,2793.08,simple-optimism-node-smartcontracts,https://atlas.optimism.io/project/0x09b95c7697625da4915338750c5f78446817a3634cb38bc9155e26bbbc0c87f1
2025-04-05,retrofunding_s7_devtooling,MerkleTreeJS,32182.15,merkletreejs,https://atlas.optimism.io/project/0xc377ed1b705bcc856a628f961f1e7c8ca943e6f3727b7c179c657e227e8e852c
2025-04-05,retrofunding_s7_devtooling,Multicaller,3904.57,multicaller-vectorized,https://atlas.optimism.io/project/0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c
2025-04-05,retrofunding_s7_devtooling,Nethereum,2952.76,nethereum,https://atlas.optimism.io/project/0x4a5e771af86cf1938056b43cddbf0018dca1376d578f631f7449fe10ac4958ed
2025-04-05,retrofunding_s7_devtooling,OpenZeppelin Contracts,66666.67,openzeppelin,https://atlas.optimism.io/project/0x939241afa4c4b9e1dda6b8250baa8f04fa8b0debce738cfd324c0b18f9926d25
2025-04-05,retrofunding_s7_devtooling,Otterscan,2401.5,otterscan,https://atlas.optimism.io/project/0xaed5941b7a9f20de83f5c839bda507be43cbf41777fc623abf4bf05773298826
2025-04-05,retrofunding_s7_devtooling,PRBMath,16665.57,prb-math-paulrberg,https://atlas.optimism.io/project/0x7e917a2d0718401c9fe2a82f43ea558f5128f251b1e658c76dc7ff9a5e9fd993
2025-04-05,retrofunding_s7_devtooling,Party.app + Party Protocol,1713.76,party-dao,https://atlas.optimism.io/project/0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a
2025-04-05,retrofunding_s7_devtooling,Ponder,29896.2,ponder-sh,https://atlas.optimism.io/project/0x351967474a454b494260a488f3ceb77d993580a4fe79fb6b6d132c70634bc516
2025-04-05,retrofunding_s7_devtooling,Remix Project,1875.4,remix-ethereum,https://atlas.optimism.io/project/0x754c37e401e2527ab24b9d7ca3e042bfcbfebeef54a533f8833d46242d2c3017
2025-04-05,retrofunding_s7_devtooling,Revm,23633.29,revm-bluealloy,https://atlas.optimism.io/project/0xb2d109759fe14e11ac5cc100ab6006321ebdd7ffdefbd2efac93a002105f8e92
2025-04-05,retrofunding_s7_devtooling,Ronan Sandford,51053.6,wighawag,https://atlas.optimism.io/project/0x9b639cc6061e41a1d12adb39619a2fddb7005074cf965a3a6f4eabc6eea31112
2025-04-05,retrofunding_s7_devtooling,Rust Libp2p,25098.42,libp2p,https://atlas.optimism.io/project/0xdf1bb03d08808e2d789f5eac8462bdc560f1bb5b0877f0cf8c66ab53a0bc2f5c
2025-04-05,retrofunding_s7_devtooling,Snapshot,8161.29,snapshot-labs,https://atlas.optimism.io/project/0x5e6c436e48e56d6d9622ba5d0be0035c314e2b29d2afc8f5f1ee8ac75cd42532
2025-04-05,retrofunding_s7_devtooling,Solady,33705.5,solady-vectorized,https://atlas.optimism.io/project/0x9151666888d0ca532a529be98a50d2eb992988117e202163f865fa9a27eb7149
2025-04-05,retrofunding_s7_devtooling,Solhint,56487.95,solhint-protofire,https://atlas.optimism.io/project/0xfa7d950cfda2c634b052b6c07e75daaa95dd22ac1f220b6862cfd24221d4cabc
2025-04-05,retrofunding_s7_devtooling,Solidity,66666.67,solidity-ethereum,https://atlas.optimism.io/project/0xcc8d03e014e121d10602eeff729b755d5dc6a317df0d6302c8a9d3b5424aaba8
2025-04-05,retrofunding_s7_devtooling,Solidity Bytes Arrays Utils Library,19654.01,solidity-bytes-utils-gnsps,https://atlas.optimism.io/project/0xd63cb23c26cc3bda03b1cc2971589fd26c9d22f3bbc8f1ff2bb74613e6d1c36d
2025-04-05,retrofunding_s7_devtooling,Sourcify,3637.22,sourcify-ethereum,https://atlas.optimism.io/project/0x51cda5996ef1a2ccd8fcf4ee5792337695599454c83eb1218c3ad4388dcb5bf5
2025-04-05,retrofunding_s7_devtooling,Swiss-Knife.xyz,2065.04,swiss-knife-xyz,https://atlas.optimism.io/project/0x93c4efb5e2d7416c56ecdcd8244be8faf924194d65b514d90a7a51f6797cc012
2025-04-05,retrofunding_s7_devtooling,Synpress,25137.85,synpress-synthetixio,https://atlas.optimism.io/project/0xbb067b01988521110c91737f058e7301f608be231d850a72af1516bd034d161c
2025-04-05,retrofunding_s7_devtooling,The Ethernaut,3251.77,ethernaut-openzeppelin,https://atlas.optimism.io/project/0x17fb589e599fe05e532b90c121eccc55b1249301e783dae226bad698872322da
2025-04-05,retrofunding_s7_devtooling,Titanoboa,12491.5,vyperlang,https://atlas.optimism.io/project/0x202a80f0f57630d04a26464d6492b3399059ca1187943032c37652eb2468a76f
2025-04-05,retrofunding_s7_devtooling,Velodrome Finance,1365.9,velodrome,https://atlas.optimism.io/project/0x08df6e20a3cfabbaf8f34d4f4d048fe7da40447c24be0f3ad513db6f13c755dd
2025-04-05,retrofunding_s7_devtooling,Viem: TypeScript Interface for Ethereum,66666.67,wevm,https://atlas.optimism.io/project/0x6bd057da522918a4675396313ae33a2f2788a1ceeb3bd7ae228015e3eb317a7d
2025-04-05,retrofunding_s7_devtooling,Vscode Solidity Extension,826.49,vscode-solidity,https://atlas.optimism.io/project/0x819775803938d78eaa95809971ce94cae6a54b4df58505fa36153ffa1d55e12c
2025-04-05,retrofunding_s7_devtooling,Vyper,17163.41,vyperlang,https://atlas.optimism.io/project/0x9ca1f7b0e0d10d3bd2619e51a54f2e4175e029c87a2944cf1ebc89164ba77ea0
2025-04-05,retrofunding_s7_devtooling,Wagmi: Reactive primitives for Ethereum apps ,66666.67,wevm,https://atlas.optimism.io/project/0xc0615947773148cbc340b175fb9afc98dbb4e0acd31d018b1ee41a5538785abf
2025-04-05,retrofunding_s7_devtooling,WhatsABI,18723.56,whatsabi-shazow,https://atlas.optimism.io/project/0xabdfa10e699db5127100da1dd2403692afe8d86e793d57780f1c7e93437a73a0
2025-04-05,retrofunding_s7_devtooling,beaconcha.in,1234.34,beacon-chain,https://atlas.optimism.io/project/0xdd81f0fbb21c949e5d67176b22a39cfdc7c774349214a450df78eb31174413db
2025-04-05,retrofunding_s7_devtooling,bulloak,3077.88,bulloak-alexfertel,https://atlas.optimism.io/project/0x740bebbc731ec56dcc17c7d429656220a73960022c3809edf324bd8120285722
2025-04-05,retrofunding_s7_devtooling,ethereum-bloom-filters,63209.14,ethereum-bloom-filters-joshstevens19,https://atlas.optimism.io/project/0x4c9626843c4e3f3c96d80b0ec6b1d10b7682fc9b6d67ab61ece5a87648535b1f
2025-04-05,retrofunding_s7_devtooling,ethereum-multicall,19407.78,ethereum-multicall-joshstevens19,https://atlas.optimism.io/project/0x37fe5886f4c77d5a5cb947deff90158c045a5d207572763187748ac4dd4bd9b9
2025-04-05,retrofunding_s7_devtooling,go-libp2p,19466.18,libp2p,https://atlas.optimism.io/project/0xc71faa1bcb4ceb785816c3f22823377e9e5e7c48649badd9f0a0ce491f20d4b3
2025-04-05,retrofunding_s7_devtooling,hardhat-gas-reporter,48494.0,hardhat-gas-reporter-cgewecke,https://atlas.optimism.io/project/0xc2d8139cd61ddc75689610ee0cca0fe37ba8bec3270beb6aac6eac91c6256f60
2025-04-05,retrofunding_s7_devtooling,hevm,780.5,hevm-ethereum,https://atlas.optimism.io/project/0x2c97e213fef2bd3f30a71edf6ed48232640368d0083dc0a134a1b59391639bde
2025-04-05,retrofunding_s7_devtooling,js-libp2p,24487.53,libp2p,https://atlas.optimism.io/project/0x5a7e7c7acb21521e99021d746740b368801cbfe531301e50bdbaafdc24a0aac5
2025-04-05,retrofunding_s7_devtooling,rindexer,7157.27,rindexer-joshstevens19,https://atlas.optimism.io/project/0x97525ec91080ddd917eaccabf9d383cf70a2f78839ab21eeabe1687e312f2132
2025-04-05,retrofunding_s7_devtooling,rotki,9517.31,rotki,https://atlas.optimism.io/project/0xc0ad090a80d748c19dce84d17f85d7b0016daa1c35f72ada2d92f469f8a77067
2025-04-05,retrofunding_s7_devtooling,solidity-coverage,53549.64,solidity-coverage-sc-forks,https://atlas.optimism.io/project/0x2bb095e1f297c71da8bd4ee15097abad3b99e299fe14cd6aa704df3f36d0ae22
2025-04-05,retrofunding_s7_devtooling,thirdweb,29523.72,third-web,https://atlas.optimism.io/project/0xc6052138bbdae5976fa2866f46b0537182d4126c4bb97485738d1b43f2276134
2025-04-05,retrofunding_s7_devtooling,web3.py,33981.16,web3py-ethereum,https://atlas.optimism.io/project/0xebe03c3d6d33cad60124b9b05ef6e2ff056293a1de3c5fa51dfbb90c86c14bf7
2025-04-05,retrofunding_s7_devtooling,xdeployer,11787.21,xdeployer,https://atlas.optimism.io/project/0x537097f27d55cb52d39b95c3ed65076349ab68aac48051d742d715456e0884d8
2025-04-05,retrofunding_s7_devtooling,🏗️  Scaffold-ETH 2,30045.54,buidlguidl,https://atlas.optimism.io/project/0x154a42e5ca88d7c2732fda74d6eb611057fc88dbe6f0ff3aae7b89c2cd1666ab
2025-04-05,retrofunding_s7_devtooling,🐍 snekmate,13930.88,snekmate,https://atlas.optimism.io/project/0x50159544ec22884b777a997a625c75bb02e55b1dc8934aad3b78678e7c11d039
2025-04-05,retrofunding_s7_onchain_builders,Aave,41526.96,aave,https://atlas.optimism.io/project/0x3061b642db56c507e265f03029735b0413a613bda43456a31e78128baeb18754
2025-04-05,retrofunding_s7_onchain_builders,Account Abstraction - ERC-4337,51534.39,eth-infinitism-account-abstraction,https://atlas.optimism.io/project/0xb98778ca9ff41446e2bc304f7b5d27f0fa7c2bcd11df19e22d1352c06698a1f6
2025-04-05,retrofunding_s7_onchain_builders,Across Protocol,48932.41,across,https://atlas.optimism.io/project/0x72723e07fe409557489a6643b43d9493a94c10ba68230b0527f01834cb6a550f
2025-04-05,retrofunding_s7_onchain_builders,Aerodrome Finance,66666.67,aerodrome-finance,https://atlas.optimism.io/project/0x4288aacdda65af69c03b2c9b9d057e2b93ed1b7671e481b03c6a7b33349d2365
2025-04-05,retrofunding_s7_onchain_builders,Air3,252.01,air3app,https://atlas.optimism.io/project/0xf9ebb0464e7162627ab3de5fe03a21c879e932233e1453f2139c2126eb93f72e
2025-04-05,retrofunding_s7_onchain_builders,BMX,1897.59,morphex-labs,https://atlas.optimism.io/project/0xe5c133e05956a3939b9a78f4ad5d0a897a027da60a7d5e1b6276a2266211f69f
2025-04-05,retrofunding_s7_onchain_builders,BSX,3646.43,bsx-exchange,https://atlas.optimism.io/project/0xc938557155993da8f33857e52d7deb04421d1bb341fc24216563aae64fe32d36
2025-04-05,retrofunding_s7_onchain_builders,BaseSwap ,22661.75,baseswapfi,https://atlas.optimism.io/project/0xca3f26e1c876e821d2384a5cb699c6be494f9810301c2e2be49c232656262642
2025-04-05,retrofunding_s7_onchain_builders,Basepaint,562.42,basepaint,https://atlas.optimism.io/project/0xc0901c8f9503f0bf91a1cca0c6c90e55af8719cc2237fb4a0bf0770b307cbd11
2025-04-05,retrofunding_s7_onchain_builders,Bedrock on Optimism Superchain,34989.15,bedrock-technology,https://atlas.optimism.io/project/0xc8ce0bfc7cd141c57a816cce213471208a1f6136c7aed5282c2c41b434006518
2025-04-05,retrofunding_s7_onchain_builders,Bogdan,1392.68,blueshift-finance,https://atlas.optimism.io/project/0x8efcf1b6e879bb6ec89d5982b8da840757053731b8972c4a07a6ce9b6ffcfc89
2025-04-05,retrofunding_s7_onchain_builders,Builder Score,596.63,talentprotocol,https://atlas.optimism.io/project/0x2e0e80846b4d52b126f3c9a20a01876bbcb80de67befe916870c5d8736af6c2a
2025-04-05,retrofunding_s7_onchain_builders,Chonks,307.1,chonks-xyz,https://atlas.optimism.io/project/0x558ad0914eaf21a4965b2e4b7fef4cd66ef9d5bb861c5c42f4795a9e4614df71
2025-04-05,retrofunding_s7_onchain_builders,Compound Finance,28653.58,compound-finance,https://atlas.optimism.io/project/0xd3d00c946f62ac8cf49a85e3ab7d295d3b56f68d0b9f1fa4d595742fa372cf78
2025-04-05,retrofunding_s7_onchain_builders,CreateX,1367.0,createx,https://atlas.optimism.io/project/0x0008577196fa6ec286440b418e2f6305fc10e62ce759625d826be272ee6b45a3
2025-04-05,retrofunding_s7_onchain_builders,DNA Token,24551.45,dnatokenio,https://atlas.optimism.io/project/0xdafc4d2a060c7d08913ceb05b19c4fe7fb6d93a7f5f1142642be939be16bf6e9
2025-04-05,retrofunding_s7_onchain_builders,DackieSwap,5829.9,dackieswap,https://atlas.optimism.io/project/0x18e7582de42dd9a7fd2cb69fb6566b8bcb3e86b936b229b0c5af78fa1de791a4
2025-04-05,retrofunding_s7_onchain_builders,Dmail Network,16466.09,dmailofficial,https://atlas.optimism.io/project/0xcbfdcf8f724d73504d1518d5ecd7d7256b12d37e68cd84569b383bfb6e2eeea4
2025-04-05,retrofunding_s7_onchain_builders,Eggs Vault,30024.36,holdstation,https://atlas.optimism.io/project/0xf4e56e0c6654d6ef621191708f27ee20242462f541d3e79dc5512e1a10d90736
2025-04-05,retrofunding_s7_onchain_builders,Ethereum Attestation Service (EAS),5290.77,ethereum-attestation-service,https://atlas.optimism.io/project/0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5
2025-04-05,retrofunding_s7_onchain_builders,Ethereum Follow Protocol,723.02,ethereumfollowprotocol,https://atlas.optimism.io/project/0x800707befd6c94e7cea794200a6fee1155e54ca94bc10ee85d15c3f23845b10c
2025-04-05,retrofunding_s7_onchain_builders,Exa App,576.41,exactly,https://atlas.optimism.io/project/0x02065e72fe4eebfa1ebca19238e6147c8571c2b7fefae4e86e62ce768edceeb9
2025-04-05,retrofunding_s7_onchain_builders,Extra Finance,26314.66,extra-finance,https://atlas.optimism.io/project/0x512f97f1de28ad530f752d53bf4f56ed16d34a3121f0512cd5a0485c2074b312
2025-04-05,retrofunding_s7_onchain_builders,Fit Club,280.54,,https://atlas.optimism.io/project/0xda59222ef8b1cd429ad08e9d1ca90f38988834e74cf3439a780428b85e4788bd
2025-04-05,retrofunding_s7_onchain_builders,Flaunch,11662.76,flayerlabs,https://atlas.optimism.io/project/0x259b729af86ba38c0c84be9b739dfbca109a6df985371d8cabd43116d18d7a1a
2025-04-05,retrofunding_s7_onchain_builders,GM,19393.22,inkonchain,https://atlas.optimism.io/project/0x2c1d2ae68e4a718a04a41f1a9fde1ed0648602e08c150e3f72d3dc7ef22dd71a
2025-04-05,retrofunding_s7_onchain_builders,Gains Network (gTrade),33423.06,gainsnetwork,https://atlas.optimism.io/project/0x70ba3cb2e433f1cd9ace8aea84c46d167ba5db12293cd108eaca068d06be3a71
2025-04-05,retrofunding_s7_onchain_builders,Gaslite Drop,5139.23,poppunk-llc,https://atlas.optimism.io/project/0x867b0364ac86ff4cc61a47ee99a0f96c8b952af8728442a048f7e3ac5892aae9
2025-04-05,retrofunding_s7_onchain_builders,Golden Otter,325.43,world-mini-app-otterverse,https://atlas.optimism.io/project/0xc55fe3df4a2689935cc0a4b912e3f913de7a8c1c6758370550aaf25a949ec79c
2025-04-05,retrofunding_s7_onchain_builders,Guild.xyz,7422.15,guildxyz,https://atlas.optimism.io/project/0x3d009f8f7c1e8a3bcbc81ca8ed60d2e86b956dd0fa68c4595f851be37052a2b5
2025-04-05,retrofunding_s7_onchain_builders,Gyroscope,13211.24,gyrostable,https://atlas.optimism.io/project/0x3526b9c6fdc34076d7d2c31893b94e760f4d5a010387b6b76b45f8b5577ceb98
2025-04-05,retrofunding_s7_onchain_builders,Hedgey,565.14,hedgey-finance,https://atlas.optimism.io/project/0x928dcd931ff2bc44a5d3b15c500adfbf8d3e3a89e4936823e0b3f053c38f978c
2025-04-05,retrofunding_s7_onchain_builders,Hop Protocol,661.96,hop-protocol,https://atlas.optimism.io/project/0x149bc5c396fd3dccac39c92164bb6b8bccc4d215321b58e241af07a76616e031
2025-04-05,retrofunding_s7_onchain_builders,Human ID,4504.17,holonym-foundation,https://atlas.optimism.io/project/0xf7669f10edbb4ca465f6a6b5ec7e90521a0011e8b3233c43e3cd0dd22633d67f
2025-04-05,retrofunding_s7_onchain_builders,Hypersub,639.58,withfabricxyz,https://atlas.optimism.io/project/0x6435c8574014275b1d554a3ab9dd85f775fa3563258ce855d6aeb07e7918f6e5
2025-04-05,retrofunding_s7_onchain_builders,Infected,16631.52,infecteddotfun,https://atlas.optimism.io/project/0x0d72f0fd9ca1d475f2fc199ebe456f80212d24d02d9dbabca6137442e61c5f3f
2025-04-05,retrofunding_s7_onchain_builders,Ionic Protocol,1958.31,ionicprotocol,https://atlas.optimism.io/project/0xbcb5c437d5347be21add3972512679054416805274f80e85ab8053ae79340a69
2025-04-05,retrofunding_s7_onchain_builders,Jamit,752.83,,https://atlas.optimism.io/project/0xc18c18bdc097d4c9158f37be7cac00b77b6abccbde70123954c31d07e1631d3d
2025-04-05,retrofunding_s7_onchain_builders,Kelp,6834.51,kelp-dao,https://atlas.optimism.io/project/0xff1edf67227651293a9cff4dce3577c6ca52bf8c7c6f5f133f07b05255379b27
2025-04-05,retrofunding_s7_onchain_builders,Kim Exchange,1523.66,kim-protocol,https://atlas.optimism.io/project/0xfd9f98de666c5b0a5ce96d4a4b8d4ceee9f8c2156734d57bf6c23d0cff183e90
2025-04-05,retrofunding_s7_onchain_builders,Krystal,2214.95,krystaldefi,https://atlas.optimism.io/project/0x7974baaeef5e3af2e165a0911471ccddcb47d8ca74438558a89abb515aa64275
2025-04-05,retrofunding_s7_onchain_builders,LI.FI,52088.05,lifinance,https://atlas.optimism.io/project/0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806
2025-04-05,retrofunding_s7_onchain_builders,LasMeta,13076.44,lasmetaio,https://atlas.optimism.io/project/0xdba6f6be6f7cddd6b7f291292ab4179ad4dbe92fc8a85612f76dc67fc480a8a9
2025-04-05,retrofunding_s7_onchain_builders,Layer3,58178.56,layer3xyz,https://atlas.optimism.io/project/0x91a4420e2fcc8311e97dad480f201a8ce221f2cd64c2de77280cbcc6ce193752
2025-04-05,retrofunding_s7_onchain_builders,Layerswap,3314.58,layerswap,https://atlas.optimism.io/project/0xafca3591b83586f14e21b397135b95af668f5ebb54cb45053af44a73df7d7640
2025-04-05,retrofunding_s7_onchain_builders,LeverageX by Javsphere,5764.65,javsphere,https://atlas.optimism.io/project/0xf9513b5bfca3be3513450bd56b48ae485ce157aa56c1d8b2e06a68bce0b8d084
2025-04-05,retrofunding_s7_onchain_builders,Linkdrop,771.54,linkdrophq,https://atlas.optimism.io/project/0xd765664dd27255f1ba341fbb3375439a57fb6a92313df2f7af7856233f415ed7
2025-04-05,retrofunding_s7_onchain_builders,MemeWallet,275.98,world-mini-app-memewallet,https://atlas.optimism.io/project/0x692340d3ec51f53411126f8247003e2b87b113cfdf4a322b4e38d6bbe5822c5f
2025-04-05,retrofunding_s7_onchain_builders,Meson Finance,848.26,meson-fi,https://atlas.optimism.io/project/0xdc28e29764ca79368f426f106458f2c427392e32d088b04f4c372ab51b25d2cf
2025-04-05,retrofunding_s7_onchain_builders,Mint Club,1605.69,mintclub-steemhunt,https://atlas.optimism.io/project/0x0ee3defac0e2a31b995bc073ac02a2140aaf01679e141eb8d1d80409f75f90ea
2025-04-05,retrofunding_s7_onchain_builders,MintSwap Finance,13693.8,mintswapfinance,https://atlas.optimism.io/project/0xb26d9315cec30e60b52efd523c25a260c41d573458b246e60cf2de76eefd15a4
2025-04-05,retrofunding_s7_onchain_builders,Moonwell,37291.19,moonwell-fi,https://atlas.optimism.io/project/0xd4f0252e6ac2408099cd40d213fb6f42e8fa129b446d6e8da55e673598ef14c0
2025-04-05,retrofunding_s7_onchain_builders,Morkie,12238.61,morkiexyz,https://atlas.optimism.io/project/0x2a2d2dbfa03619094fbeb6474776f2f3b5f6be443c8576abc6f3caa2c18dc45e
2025-04-05,retrofunding_s7_onchain_builders,Morpho ,38942.8,morpho-org,https://atlas.optimism.io/project/0xda8c593717693ef30f5c62fc2689709784324cfb9b5fe92c9db3a47f596791e5
2025-04-05,retrofunding_s7_onchain_builders,Multicaller,20074.59,multicaller-vectorized,https://atlas.optimism.io/project/0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c
2025-04-05,retrofunding_s7_onchain_builders,NERZO,5640.21,nerzofc,https://atlas.optimism.io/project/0xe6371e0b190ff5db00617519599cbbafe719db0386e42a0af106b8c7f9161b63
2025-04-05,retrofunding_s7_onchain_builders,NFTs2Me,3388.61,nfts2me,https://atlas.optimism.io/project/0xd54e1032bf16d649f8f8f0a7da42a249966ad4a270b4c17b24ded1e32c97b2bf
2025-04-05,retrofunding_s7_onchain_builders,ORB,1114.88,party-dao,https://atlas.optimism.io/project/0xb620f012eb197e5661f65c1a5aee6a4bbb43629f0056879ae4dc66adf8383ae3
2025-04-05,retrofunding_s7_onchain_builders,ORO,35448.51,party-dao,https://atlas.optimism.io/project/0x40ee6048c99aefd288f6133db207849d0951fe6b62afa1cca0db5a4ad7f558de
2025-04-05,retrofunding_s7_onchain_builders,Oku Trade,3565.98,gfx-labs,https://atlas.optimism.io/project/0xb926ab918147d2264dba94a429eb07986aa533fd6062a78736d3eda4e0b4a69b
2025-04-05,retrofunding_s7_onchain_builders,OmniHub,1239.07,omnihub-xyz,https://atlas.optimism.io/project/0xd7a8e115b2b3772d7d5656d7798e349dcdedf2463302c78528c9e9686ab4efe3
2025-04-05,retrofunding_s7_onchain_builders,OnChainGM,14129.58,onchaingm,https://atlas.optimism.io/project/0xa1f96576ad998e804140caccd478bae81b8b1059a107166df87b59fbf42c9e4a
2025-04-05,retrofunding_s7_onchain_builders,OpenOcean,14123.7,openocean-finance,https://atlas.optimism.io/project/0x24ff0fb2933e55b169a80d9bd35a00a7011795387717b27445ccdc0f8660d740
2025-04-05,retrofunding_s7_onchain_builders,Origin Protocol,546.0,originprotocol,https://atlas.optimism.io/project/0x9c691ba3012549259099205cc1a7ca4d09d9b7a24a1b7b821b52c7bf1c9b89f4
2025-04-05,retrofunding_s7_onchain_builders,PHI,310.99,phi-labs-inc,https://atlas.optimism.io/project/0xf87906563da69538c969ba438f127ce5f2196e76c84c9026ab6dafc4280b6be3
2025-04-05,retrofunding_s7_onchain_builders,PUF,8605.69,world-mini-app-puf,https://atlas.optimism.io/project/0x2c41bf7b4d36a344881581e20ecb2929d38c3415fffa4bf65f81ae049dfb2e72
2025-04-05,retrofunding_s7_onchain_builders,Party.app + Party Protocol,8380.19,party-dao,https://atlas.optimism.io/project/0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a
2025-04-05,retrofunding_s7_onchain_builders,Passport XYZ | Gitcoin Passport,6159.04,passportxyz,https://atlas.optimism.io/project/0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d
2025-04-05,retrofunding_s7_onchain_builders,Pinto Protocol,7600.45,pinto-org,https://atlas.optimism.io/project/0x7eb6ba7a1057659d04ec414446c1b32509bf57704958139266c7120903446ad6
2025-04-05,retrofunding_s7_onchain_builders,Rainbow (Rainbow Router),5045.28,rainbow,https://atlas.optimism.io/project/0xffffeb1d3576c1e847701c225975ee1a10259e05366b477e98fea7a47c5e5896
2025-04-05,retrofunding_s7_onchain_builders,Router Protocol,2067.57,router-protocol,https://atlas.optimism.io/project/0x4d71401a0dbd9b3dd890fbc70baaf872d16db80af149e20f7ef1805fc94f6df6
2025-04-05,retrofunding_s7_onchain_builders,RubyScore,3093.58,rubyscore,https://atlas.optimism.io/project/0x482720e73e91229b5f7d5e2d80a54eb8a722309c26dba03355359788b18f4373
2025-04-05,retrofunding_s7_onchain_builders,SOCKET protocol,17568.17,socket,https://atlas.optimism.io/project/0xe8833ceee8beb2b3fb0f7f2dcef576f6f9cf20e35d8e53324d71b0ed47b01982
2025-04-05,retrofunding_s7_onchain_builders,Sablier,1132.94,sablier,https://atlas.optimism.io/project/0x7262ed9c020b3b41ac7ba405aab4ff37575f8b6f975ebed2e65554a08419f8f4
