time_period,l2_gas_used,num_txs,example_contract,contract_address,creator_address,fees_eth,trace_creator_address,chain,num_addr
prior 30,"2,831,548",2,0xb455fa13a0225ca1b753369ef3862f3006dac142,0xb455fa13a0225ca1b753369ef3862f3006dac142,0x9b506a03bbff2a842866b10bc6732da72640cd45,0.00000063,0x9b506a03bbff2a842866b10bc6732da72640cd45,Mode,1
prior 30,"172,881",1,0x29003f964d6a3580bb9ace701875771c269c3304,0x29003f964d6a3580bb9ace701875771c269c3304,0x9168b6ca5496585d0db404c88da9f0363f298a3e,0.0000008006336046,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"43,973",1,0xfe8aba97d740527abd6c70b4f338ac7e67dbbd79,0xfe8aba97d740527abd6c70b4f338ac7e67dbbd79,0x2cb11d4b522d74db43cd440604a1fd65b26c1b3e,0.0000002548918043,0x2cb11d4b522d74db43cd440604a1fd65b26c1b3e,Mode,1
prior 30,"140,637",3,0xcfd9206b0fb0f109196467ca68a461f65b8f6a32,0xcfd9206b0fb0f109196467ca68a461f65b8f6a32,0xa88856a1a05c152b71cfd68cb3770dad7269d98e,0.0000082852049,0xa88856a1a05c152b71cfd68cb3770dad7269d98e,Mode,1
prior 30,"259,517",1,0x391a7f21dc2d9486f23d96dab5fdcbcce4f1b45c,0x391a7f21dc2d9486f23d96dab5fdcbcce4f1b45c,0xf82b3a0cd76ef3dcfaf772c27b2a39f1e1915494,0.0000007113096,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"43,973",1,0x02265b3c73ad118b13983a0b0eeecc6632120840,0x02265b3c73ad118b13983a0b0eeecc6632120840,0xe58b1554f000ba9197c12783e7c8d44621152937,0.00000072860900053,0xe58b1554f000ba9197c12783e7c8d44621152937,Mode,1
prior 30,"43,973",1,0x14aa488a625979444cdf7436c4f11253deb2b6b3,0x14aa488a625979444cdf7436c4f11253deb2b6b3,0x64d583e978031098ae820dcf2975f39f72dee970,0.00000072,0x64d583e978031098ae820dcf2975f39f72dee970,Mode,1
last 7,"1,114,713",3,0xac124890bbee99eafcf670d660bf8833d3529826,0xac124890bbee99eafcf670d660bf8833d3529826,0x34ccca03631830cd8296c172bf3c31e126814ce9,0.000001013668061,0x34ccca03631830cd8296c172bf3c31e126814ce9,Mode,1
prior 30,"400,696",8,0x8d575d202b7653fb2e076be451b006626cc31858,0x8d575d202b7653fb2e076be451b006626cc31858,0xa8979df21b6dc13935a17f9c13ec6c82942eb9f5,0.0000256088026,0xa8979df21b6dc13935a17f9c13ec6c82942eb9f5,Mode,1
last 7,"43,900",1,0x14de62220714c18eff29213f7b2aef276b63080a,0x14de62220714c18eff29213f7b2aef276b63080a,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,0.0000002301633075,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,Mode,1
prior 30,"65,960",1,0xb464bcb40760a6894680593f826078948a06527d,0xb464bcb40760a6894680593f826078948a06527d,0x826d2da3956d3870657a316eba2f4f1f6edc5ce1,0.00000028115117082,0x826d2da3956d3870657a316eba2f4f1f6edc5ce1,Mode,1
prior 30,"142,065",2,0x290aa7905055b8231d98b6133e3f347d23aa5bf2,0x290aa7905055b8231d98b6133e3f347d23aa5bf2,0x5bbf4dfe0271ec3df356900640145760102a1af9,0.00000110425298015,0x00000000001594c61dd8a6804da9ab58ed2483ce,Mode,2
prior 30,"8,874,491",1,0x3eeb01b10cfed0b9cf9083e2faee82cd1e2c643a,0x3eeb01b10cfed0b9cf9083e2faee82cd1e2c643a,0xbde3ad8d035905d5922f38a1fff7904387514ec4,0.0000017388533062,0xbde3ad8d035905d5922f38a1fff7904387514ec4,Mode,1
prior 30,"43,900",1,0x34aced3cb5081537ce5acc991d32855e8b390302,0x34aced3cb5081537ce5acc991d32855e8b390302,0xd5be83b342b5ad3d661bc47d9531416a5ed94ede,0.000000525088,0xd5be83b342b5ad3d661bc47d9531416a5ed94ede,Mode,1
last 7,"43,973",1,0x002bfc5dc3d5aeb68975cf5dd23771856515dc4e,0x002bfc5dc3d5aeb68975cf5dd23771856515dc4e,0x256e0c8490c693068a7d7923c2535f1aa761f35c,0.00000041,0x256e0c8490c693068a7d7923c2535f1aa761f35c,Mode,1
prior 30,"43,973",1,0x83b2fe52171915205f7992d54c14e3c2bf16837b,0x83b2fe52171915205f7992d54c14e3c2bf16837b,0xaeb72de6f193212783b51c8782b8bf33a03c2c5f,0.0000003274506,0xaeb72de6f193212783b51c8782b8bf33a03c2c5f,Mode,1
prior 30,"61,401",1,0xd7070a32b0af697f3590b61bd3815f4df134fd0c,0xd7070a32b0af697f3590b61bd3815f4df134fd0c,0xb3c2686fdc37ba6ad42fca41d201bf981692cb3a,0.00000043,0xb3c2686fdc37ba6ad42fca41d201bf981692cb3a,Mode,1
prior 30,"43,973",1,0xb270d0fed9105815969294c078f3464f491bf9b0,0xb270d0fed9105815969294c078f3464f491bf9b0,0x6c74a60a4e85fc320207f5c5907135ef432c96eb,0.00000038,0x6c74a60a4e85fc320207f5c5907135ef432c96eb,Mode,1
prior 30,"39,486",1,0x3fe0d17ed6140991c3af300732eaa161ce2922c1,0x3fe0d17ed6140991c3af300732eaa161ce2922c1,0x587006c6ba7ce26991bf7fd6698a7561578ac58a,0.000000479088217024,0x587006c6ba7ce26991bf7fd6698a7561578ac58a,Mode,1
prior 30,"190,214,638",272,0x6352a56caadc4f1e25cd6c75970fa768a3304e64,0x6352a56caadc4f1e25cd6c75970fa768a3304e64,0x9986ee0c3eea15dcf8642b56179652f9589b95db,0.0011,0x9986ee0c3eea15dcf8642b56179652f9589b95db,Mode,137
last 7,"2,177,857",9,0x8fba84867ba458e7c6e2c024d2de3d0b5c3ea1c2,0x8fba84867ba458e7c6e2c024d2de3d0b5c3ea1c2,0x5a9e792143bf2708b4765c144451dca54f559a19,0.00002356105017,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,Mode,2
last 7,"51,685",1,0xcfeb2576fad00c5021ab400f9b15ae04b7623260,0xcfeb2576fad00c5021ab400f9b15ae04b7623260,0x9d5d2d787277f98beb2e147e0db176843f33cab7,0.000000236062897057,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"43,900",1,0x9546bc5db0b717d44fb20db5254684aefde705cc,0x9546bc5db0b717d44fb20db5254684aefde705cc,0x1db5fd3c59e8a3723ab3f044304fdbfe6dc4aaba,0.00000027880160093,0x1db5fd3c59e8a3723ab3f044304fdbfe6dc4aaba,Mode,1
prior 30,"61,401",1,0xb220ac24d4ece8f6aa30b163b475e946324a4e51,0xb220ac24d4ece8f6aa30b163b475e946324a4e51,0x824238eb549b078aaef2097cf1cee8ffeba17393,0.00000047,0x824238eb549b078aaef2097cf1cee8ffeba17393,Mode,1
prior 30,"43,973",1,0x698a280bd423a2959ddfba36eb073209416797cd,0x698a280bd423a2959ddfba36eb073209416797cd,0xe0c539da4bd3b2ffefa32b785edb8840915e3b5e,0.000000285844581001,0xe0c539da4bd3b2ffefa32b785edb8840915e3b5e,Mode,1
prior 30,"124,490",4,0x96f1d39038524189dd387547e39310b3f930d05b,0x96f1d39038524189dd387547e39310b3f930d05b,0x769af4dabd51a44dbaf35559aefdb25935df8580,0.000000903410014,0x769af4dabd51a44dbaf35559aefdb25935df8580,Mode,1
prior 30,"43,900",1,0x6e33928fd6781cc11ff022bd685647299c9187f6,0x6e33928fd6781cc11ff022bd685647299c9187f6,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,0.00000046,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,Mode,1
prior 30,"43,973",1,0xbf7b1404c9f2af55974b12dc4c33ad4a466a26a2,0xbf7b1404c9f2af55974b12dc4c33ad4a466a26a2,0xdbf474fd10b8fd6d1a28b38c3ee4ece3643cbf38,0.00000029573015,0xdbf474fd10b8fd6d1a28b38c3ee4ece3643cbf38,Mode,1
prior 30,"43,900",1,0x29af806c8828c025241ac4a57ca5d3297535e3a8,0x29af806c8828c025241ac4a57ca5d3297535e3a8,0x63a43a24de2ce6b1bfed393f6fad714b172a977e,0.00000032,0x63a43a24de2ce6b1bfed393f6fad714b172a977e,Mode,1
prior 30,"3,493,692",129,0x578d131ed9a761dfaeea59bd435d9e0e82e63f67,0x578d131ed9a761dfaeea59bd435d9e0e82e63f67,0x74bf5b9972da24406c2c046494a5ccbe2fba28dc,0.0000988131047,0x74bf5b9972da24406c2c046494a5ccbe2fba28dc,Mode,44
prior 30,"2,071,251,324","3,849",0x28755f4e36703fdc836e658008fc8eda1a676eca,0x28755f4e36703fdc836e658008fc8eda1a676eca,0x31c798ac8159568d44c7f0c8678bf6fdc4caf57c,0.008833586457493903,0x31c798ac8159568d44c7f0c8678bf6fdc4caf57c,Mode,1
prior 30,"120,315",2,0x16ba6bd13eafae9921af9deee26938e030da9c9a,0x16ba6bd13eafae9921af9deee26938e030da9c9a,0x935e562106bf1c02a4490681ba9c28d6e9599e8d,0.00000082,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,Mode,1
last 7,"343,733,601",531,0x40b8fdcf30ef769b1d0440023b68674c20247f72,0x40b8fdcf30ef769b1d0440023b68674c20247f72,0xa1c03cd385e4563e907f662c14f70ae3cf7f3fbb,0.41327849692023,0xa1c03cd385e4563e907f662c14f70ae3cf7f3fbb,Mode,5
prior 30,"43,900",1,0x39bad22296618a2c75e538da2a2679e43e2ef452,0x39bad22296618a2c75e538da2a2679e43e2ef452,0x1db5fd3c59e8a3723ab3f044304fdbfe6dc4aaba,0.00000018,0x1db5fd3c59e8a3723ab3f044304fdbfe6dc4aaba,Mode,1
prior 30,"43,900",1,0xa2f2cd07f78a5168a4f71177f2bfdf631c07279a,0xa2f2cd07f78a5168a4f71177f2bfdf631c07279a,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,0.00000024,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,Mode,1
prior 30,"178,168",6,0x252c2fc2452551fc6bb0510c610f69f45bfcdae4,0x252c2fc2452551fc6bb0510c610f69f45bfcdae4,0x9052a9d57a359f8e1d3a6017d4f047b6469c2a6b,0.000003087894845702,0x9052a9d57a359f8e1d3a6017d4f047b6469c2a6b,Mode,1
prior 30,"312,363",11,0xf40bf2545de47df55a336a5ea0b0cb17ed986c80,0xf40bf2545de47df55a336a5ea0b0cb17ed986c80,0x3be41be04d559cebf93af8d657c5484fa1521861,0.000007644369554027,0x3be41be04d559cebf93af8d657c5484fa1521861,Mode,1
prior 30,"43,973",1,0x3ea652b1309814d8b68619c2f3d3207c5eb18400,0x3ea652b1309814d8b68619c2f3d3207c5eb18400,0x9a94714380b7e038b8164d700e4cf26829ac86bc,0.00000038339321,0x9a94714380b7e038b8164d700e4cf26829ac86bc,Mode,1
prior 30,"36,859",1,0x9df78eb192d303e8e6dd0112cb17b824269ba93c,0x9df78eb192d303e8e6dd0112cb17b824269ba93c,0xe5e26755418bb65c6bead0dd7dda17a57cb64cce,0.00000032355048,0xe5e26755418bb65c6bead0dd7dda17a57cb64cce,Mode,1
prior 30,"10,179,695",1,0xe091137c3dacb4f395c635cf9a71021f0f6e57b0,0xe091137c3dacb4f395c635cf9a71021f0f6e57b0,0xbde3ad8d035905d5922f38a1fff7904387514ec4,0.0000025,0xbde3ad8d035905d5922f38a1fff7904387514ec4,Mode,1
prior 30,"3,587,244",104,0x947b9ce79174f659c80aa271879d4412e52254dd,0x947b9ce79174f659c80aa271879d4412e52254dd,0xb476c9fb29add5bf7e1ebb28bd6f3dd72bfc15a5,0.0000444790087054,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,43
prior 30,"3,846,974",123,0xb7d54342e5d993fe38897ecf7b5081ef5cdb5c18,0xb7d54342e5d993fe38897ecf7b5081ef5cdb5c18,0xbf32142cea2bad1711f958a5716859e4ed9fc55f,0.000047963116039,0xbf32142cea2bad1711f958a5716859e4ed9fc55f,Mode,71
prior 30,"198,117",1,0x65c1157312228250dc1633cc4b758f7f48d8742b,0x65c1157312228250dc1633cc4b758f7f48d8742b,0xd61a6fb2c107a02459f069a6701debb45ef21fd4,0.000000801663454107,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"43,900",1,0x817b1792a28729deae6c208a0e695bc84775908b,0x817b1792a28729deae6c208a0e695bc84775908b,0x1db5fd3c59e8a3723ab3f044304fdbfe6dc4aaba,0.00000020808933085,0x1db5fd3c59e8a3723ab3f044304fdbfe6dc4aaba,Mode,1
prior 30,"43,973",1,0x584a764a3c004b76634d129d3e44477376489bfa,0x584a764a3c004b76634d129d3e44477376489bfa,0xf00c3e699e43087a6aec6e408c990d42bd40cc0c,0.000000347028,0xf00c3e699e43087a6aec6e408c990d42bd40cc0c,Mode,1
prior 30,"103,157",1,0xed1518e9d73613667e3ac8be2b46729298e7f3cd,0xed1518e9d73613667e3ac8be2b46729298e7f3cd,0x307a6fa625a16005c8ad5a5df82bb66cc5656976,0.00000043084,0x00000000001594c61dd8a6804da9ab58ed2483ce,Mode,1
prior 30,"61,413",1,0x12bdd62321fd7e457511c1dd5a219ae13edc0a09,0x12bdd62321fd7e457511c1dd5a219ae13edc0a09,0x0e471e165ab1faf98e68b86da07453f1ba6a477c,0.000000535924745906,0x0e471e165ab1faf98e68b86da07453f1ba6a477c,Mode,1
prior 30,"209,433",2,0x5d7669781a7daaf117d2559cf13fbd41897030e9,0x5d7669781a7daaf117d2559cf13fbd41897030e9,0x9bf19a5149631a2bc8c95efe49bdb7464fdba510,0.00000087,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
last 7,"534,004,192","1,649",0x04c3f4c9b12b1041b2fd2e481452e7c861fe1ff8,0x04c3f4c9b12b1041b2fd2e481452e7c861fe1ff8,0x660c6c5a39252f605a8c97d02d0113ce7517e3fe,0.00446579939710072,0x660c6c5a39252f605a8c97d02d0113ce7517e3fe,Mode,755
prior 30,"43,973",1,0xb3620bdc3e8fadd6187cb269a81bffee7a43dd5c,0xb3620bdc3e8fadd6187cb269a81bffee7a43dd5c,0xd1cd77c6974227ea991683f99e83e5f079b51f74,0.000000703047,0xd1cd77c6974227ea991683f99e83e5f079b51f74,Mode,1
last 7,"3,602,866,780","2,254",0xf0dcba2dd51311b5ad5770573edb8d39d39029e5,0xf0dcba2dd51311b5ad5770573edb8d39d39029e5,0x6461fc3ea4f5eeaf59e08e263572f0efb9f4541f,0.005325373553314026,0x6461fc3ea4f5eeaf59e08e263572f0efb9f4541f,Mode,854
prior 30,"43,900",1,0x07c49c7949d970a75ca8bc651a9cb52abfa5b708,0x07c49c7949d970a75ca8bc651a9cb52abfa5b708,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,0.00000018,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,Mode,1
last 7,"87,908,600",115,0xa7fd99748ce527eadc0bdac60cba8a4ef4090f7c,0xa7fd99748ce527eadc0bdac60cba8a4ef4090f7c,0x415cf13930bbb73c0cee7f8566144d0ef8b53518,0.0004135993173061,0xa6e56bf999caa2f6cbd8b546e0e19f9d63d8e99e,Mode,39
prior 30,"10,296,215",2,0xe6e80a4328624d3a843d54578cb08a6dfd2ea83d,0xe6e80a4328624d3a843d54578cb08a6dfd2ea83d,0xbde3ad8d035905d5922f38a1fff7904387514ec4,0.00001052033,0xbde3ad8d035905d5922f38a1fff7904387514ec4,Mode,1
prior 30,"43,973",1,0x6dfc97814ff88b4883e8b9cd4901209b8ccd4857,0x6dfc97814ff88b4883e8b9cd4901209b8ccd4857,0x08872647e931333ff2c775d41f193b824b3aacd9,0.0000002965053,0x08872647e931333ff2c775d41f193b824b3aacd9,Mode,1
prior 30,"43,973",1,0xf1c005efc2ffc855271081a42b152517a9f0cd9e,0xf1c005efc2ffc855271081a42b152517a9f0cd9e,0x003773d7ac0e90d8b0e7ac2686dffd289bf201ab,0.00000039369798046,0x003773d7ac0e90d8b0e7ac2686dffd289bf201ab,Mode,1
prior 30,"3,587,244",104,0x39108848371cf3ab1ec0415add455a39fb527e47,0x39108848371cf3ab1ec0415add455a39fb527e47,0x5ad532e39681a146ab5668953ea79d523fc145ab,0.000045037,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,43
last 7,"89,129,900",199,0x8124a3d04dcd25aec985b8a7a6c5ee7017be9826,0x8124a3d04dcd25aec985b8a7a6c5ee7017be9826,0x03d4c4b1b115c068ef864de2e21e724a758892a2,0.0004109612183033,0x78a087d713be963bf307b18f2ff8122ef9a63ae9,Mode,128
prior 30,"43,973",1,0xe1d3ed7418ad896227b402b885bc029666a1d98c,0xe1d3ed7418ad896227b402b885bc029666a1d98c,0x7b1e5dc13f763d1245290772da84732cf64d2aab,0.00000028,0x7b1e5dc13f763d1245290772da84732cf64d2aab,Mode,1
last 7,"1,815,033",1,0x2b6ebc3b132284a57b67665f269c675820ffa7ea,0x2b6ebc3b132284a57b67665f269c675820ffa7ea,0x9b506a03bbff2a842866b10bc6732da72640cd45,0.00000034,0x9b506a03bbff2a842866b10bc6732da72640cd45,Mode,1
last 7,"849,047",5,0xe3583d7efc9d33269615b1c8fd0ff5836b176948,0xe3583d7efc9d33269615b1c8fd0ff5836b176948,0x8da7d7e17d574a1213742e2c89512b68325a7f79,0.000001301982296058,0x8da7d7e17d574a1213742e2c89512b68325a7f79,Mode,4
prior 30,"43,900",1,0xa5c767a791d4878b71a65ea0362c5a85bc253519,0xa5c767a791d4878b71a65ea0362c5a85bc253519,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,0.00000038,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,Mode,1
prior 30,"151,329",5,0x3e7920815a61abcaa5a30590ba2e6fa6e559920c,0x3e7920815a61abcaa5a30590ba2e6fa6e559920c,0x30ff6fa2012c53b2b21d933f577c8b4d05cc40ca,0.0000041,0x30ff6fa2012c53b2b21d933f577c8b4d05cc40ca,Mode,1
prior 30,"43,973",1,0x047c0f33540f1f61f267f78b5c5329d567faca90,0x047c0f33540f1f61f267f78b5c5329d567faca90,0xfca5a1ba6cec18cd82247f802e0731b87c17241f,0.00000054,0xfca5a1ba6cec18cd82247f802e0731b87c17241f,Mode,1
prior 30,"955,592",12,0x6d686885eafb5fd5814bdc524512b98f70ea1840,0x6d686885eafb5fd5814bdc524512b98f70ea1840,0x8860b3b90e43d064266d4d930192b075574c5b83,0.000007091,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"65,960",1,0x38d564c5b26d371ec93b0d4aec0fc3e93babe070,0x38d564c5b26d371ec93b0d4aec0fc3e93babe070,0x828a683df02ec8fd2efe335c374f6330f8310261,0.00000028,0x828a683df02ec8fd2efe335c374f6330f8310261,Mode,1
prior 30,"954,212,478","1,726",0x9417bd51475486081b4a2e81357b2c6edab77bbd,0x9417bd51475486081b4a2e81357b2c6edab77bbd,0xca585e09df67e83106c9bcd839c989ace537bf95,0.011279242083,0xca585e09df67e83106c9bcd839c989ace537bf95,Mode,1
last 7,"78,511",2,0x2b45c083c9cab7eda8d2d63b926d9a828ee01c74,0x2b45c083c9cab7eda8d2d63b926d9a828ee01c74,0x415cf13930bbb73c0cee7f8566144d0ef8b53518,0.00000045050690012,0xa6e56bf999caa2f6cbd8b546e0e19f9d63d8e99e,Mode,1
last 7,"319,924,134","1,038",0x8fb3d4a94d0aa5d6edaac3ed82b59a27f56d923a,0x8fb3d4a94d0aa5d6edaac3ed82b59a27f56d923a,0x1155b614971f16758c92c4890ed338c9e3ede6b7,0.000912974034306604,0x39c353cf9041ccf467a04d0e78b63d961e81458a,Mode,960
prior 30,"65,960",1,0xd9a617489f1b1ede50d18e0f3296c8c02a2405da,0xd9a617489f1b1ede50d18e0f3296c8c02a2405da,0xc08620507556533c37b6b0806eb93b7a92a61ea6,0.00000038477016023,0xc08620507556533c37b6b0806eb93b7a92a61ea6,Mode,1
prior 30,"52,890",1,0xf86d3009c2818f953cbce584c5988a069f3e4ce8,0xf86d3009c2818f953cbce584c5988a069f3e4ce8,0x66805d8b82664acab4cbe0c0498889dde9af7841,0.000000442582016046,0x66805d8b82664acab4cbe0c0498889dde9af7841,Mode,1
prior 30,"422,686",5,0x801a5b416226927fca09a49258fe03d1887689d6,0x801a5b416226927fca09a49258fe03d1887689d6,0xc7a730a044de26b55419e095b3a4860c5fc3582c,0.000003743626950401,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"231,846",8,0xe8c33aed0a8d94ffae309b97254f2971a52e31f8,0xe8c33aed0a8d94ffae309b97254f2971a52e31f8,0x3be41be04d559cebf93af8d657c5484fa1521861,0.000005935079,0x3be41be04d559cebf93af8d657c5484fa1521861,Mode,1
prior 30,"223,394",4,0x4904616763745ed31ec15dbab88c42dcf4c2836b,0x4904616763745ed31ec15dbab88c42dcf4c2836b,0x59c8e669b2a2ac8fa61942f79579ffdf4b0dcd20,0.00000761658915066,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,Mode,2
last 7,"278,770",4,0x7ead444f525922666d128859b76e8f96ebf8d4a2,0x7ead444f525922666d128859b76e8f96ebf8d4a2,0x690f4e2f19717a06e1c146b2dce68c2d23e36f4c,0.0000041027,0x690f4e2f19717a06e1c146b2dce68c2d23e36f4c,Mode,1
prior 30,"43,973",1,0x209a952303e781e76565788e31eb14827bc303f9,0x209a952303e781e76565788e31eb14827bc303f9,0x5f178c40df4ece885b641b7764756bf63b047947,0.00000206021,0x5f178c40df4ece885b641b7764756bf63b047947,Mode,1
prior 30,"209,409",2,0x603ee962fc8d2fad93ae4dfbcb91c5804eeeeb00,0x603ee962fc8d2fad93ae4dfbcb91c5804eeeeb00,0xc4da74de39dfa51634bf6282761284b0fe4f88b2,0.0000026,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"51,710",1,0x81e48d07f36e905f57456dd9712d30b3aec9d3df,0x81e48d07f36e905f57456dd9712d30b3aec9d3df,0x30e17f247dd32c37c0ae86a9b962b87831e243b1,0.000000253063,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"65,960",1,0x555dff6ffda4092c91e2bb01abebf3ce52c9b3c1,0x555dff6ffda4092c91e2bb01abebf3ce52c9b3c1,0x09610ec84a95b6b12a0f93d6073cde1792628dce,0.00000026028565051,0x09610ec84a95b6b12a0f93d6073cde1792628dce,Mode,1
last 7,"3,572,069,357","3,869",0x49950319abe7ce5c3a6c90698381b45989c99b46,0x49950319abe7ce5c3a6c90698381b45989c99b46,0x5a9e792143bf2708b4765c144451dca54f559a19,0.015706,0x8ea3fc79d9e463464c5159578d38870b770f6e57,Mode,"1,754"
last 7,"43,621,039",608,0x0fba984c97539b3fb49acda6973288d0efa903db,0x0fba984c97539b3fb49acda6973288d0efa903db,0x667edde578ba64b5d9deeaf3db6d46506460a7a7,0.00019103021480493002,0x31832f2a97fd20664d76cc421207669b55ce4bc0,Mode,451
prior 30,"98,106",3,0x0434794673e1991eae052a9031476315d57f505d,0x0434794673e1991eae052a9031476315d57f505d,0x0c9102f08ca0cf3920aea21fc6415621b430b2e1,0.0000026,0x0c9102f08ca0cf3920aea21fc6415621b430b2e1,Mode,1
prior 30,"43,900",1,0xb5f80a38774a38030c240fffa85523ca4d5a3750,0xb5f80a38774a38030c240fffa85523ca4d5a3750,0x63a43a24de2ce6b1bfed393f6fad714b172a977e,0.000000296602131707,0x63a43a24de2ce6b1bfed393f6fad714b172a977e,Mode,1
prior 30,"12,111,123",346,0x9370e1f6e605f6505e95c76a8f156fdfda8d2a1c,0x9370e1f6e605f6505e95c76a8f156fdfda8d2a1c,0xb3651e80a87f8b8b1fed1da8a469da820578b9f7,0.0002,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,43
prior 30,"43,900",1,0x7c82ef3afafb175cb28c4e93bb1c9b97e0b63a4c,0x7c82ef3afafb175cb28c4e93bb1c9b97e0b63a4c,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,0.0000002136281057,0xea43e51cb4bac05e8352157bfbfc15c1d8fda8a6,Mode,1
prior 30,"43,900",1,0xb456659e854cfc643478ba268f51af8f7a20b24f,0xb456659e854cfc643478ba268f51af8f7a20b24f,0x63a43a24de2ce6b1bfed393f6fad714b172a977e,0.000000208182807066,0x63a43a24de2ce6b1bfed393f6fad714b172a977e,Mode,1
prior 30,"43,973",1,0xc44009bfc2ca9b8d0de6fb723aedbf41296622fb,0xc44009bfc2ca9b8d0de6fb723aedbf41296622fb,0x1d419cd15a298349cc5a1d0033185e2932126792,0.0000010953859086,0x1d419cd15a298349cc5a1d0033185e2932126792,Mode,1
prior 30,"55,565",1,0x68d0ff34196183e14f9c17dce6566afac584a3c9,0x68d0ff34196183e14f9c17dce6566afac584a3c9,0x910a845c872a6af873d1dec1f0cce03034c94893,0.000000588093,0x910a845c872a6af873d1dec1f0cce03034c94893,Mode,1
last 7,"669,126",17,0x77c73fc704d6d8f84384a2f1e7dfc82973246d65,0x77c73fc704d6d8f84384a2f1e7dfc82973246d65,0xe106e5c5523e2990ed6b327be03318b4659c3f32,0.000004541288218405,0xe106e5c5523e2990ed6b327be03318b4659c3f32,Mode,17
prior 30,"43,900",1,0xb4bee3053b6c0354805dfe6034d7e27ba9537b7d,0xb4bee3053b6c0354805dfe6034d7e27ba9537b7d,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,0.000000186120048,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,Mode,1
prior 30,"551,703",2,0x0209d8a1c2b648f17d0e720e07df42f69c52b81b,0x0209d8a1c2b648f17d0e720e07df42f69c52b81b,0xc58014cb5307bfa28a60a91338b072835c79291a,0.00000293902173022,0x00000000001594c61dd8a6804da9ab58ed2483ce,Mode,1
prior 30,"702,437",2,0x4850523c0055882faf4595d1abe7e23658b73b59,0x4850523c0055882faf4595d1abe7e23658b73b59,0x935e562106bf1c02a4490681ba9c28d6e9599e8d,0.0000012,0x305912c0d03c22e6eb7d37e06a47ab899e48b9af,Mode,2
prior 30,"43,900",1,0xd844f5b18d592368ca57b2a79c98d0b27ce379fc,0xd844f5b18d592368ca57b2a79c98d0b27ce379fc,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,0.000000662183083,0x2e3fca35cbbb34dc9005eed1cdbfeff763cceeca,Mode,1
prior 30,"43,973",1,0xc6a982c8aec220c2468d9b0b2ff08aabc08d0050,0xc6a982c8aec220c2468d9b0b2ff08aabc08d0050,0xbda2f56159bcbb53d5b7e8ecb9a983cb84b7836c,0.00000038,0xbda2f56159bcbb53d5b7e8ecb9a983cb84b7836c,Mode,1
prior 30,"209,445",2,0x9857c3c04c43d1d6ed95189f97f99ae86a492923,0x9857c3c04c43d1d6ed95189f97f99ae86a492923,0x2ac835bd3845d4706255ff2148d61cebf4250cfc,0.0000012439332036,0x76f948e5f13b9a84a81e5681df8682bbf524805e,Mode,1
prior 30,"109,776",1,0x4391b5ddcbfb956b063be7341ef2202ea9fbc3cd,0x4391b5ddcbfb956b063be7341ef2202ea9fbc3cd,0xa4789086daa98b0f71befcc047e1c1956c8c2573,0.00000142046,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,Mode,1
last 7,"54,619",1,0xa6b267f738b51fde6e2b90ea68fb89205bdda810,0xa6b267f738b51fde6e2b90ea68fb89205bdda810,0xd0fb331252290e933b8341689eb9f93127b3d160,0.0000003741099,0xd0fb331252290e933b8341689eb9f93127b3d160,Mode,1
prior 30,"65,982",1,0xedfcd7f3373a788db9f26f022afa2a9265eacd8e,0xedfcd7f3373a788db9f26f022afa2a9265eacd8e,0xe027880ceb8114f2e367211df977899d00e66138,0.00000039,0xe027880ceb8114f2e367211df977899d00e66138,Mode,1
