dt,chain,network,chain_id,block_time_sec,num_raw_txs,num_blocks,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_txs_per_day,l2_num_success_txs_per_day,num_senders_per_day,l2_gas_used,l1_gas_used_on_l2,l1_gas_paid,blob_gas_paid,calldata_bytes_l2_per_day,l1_gas_paid_user_txs,blob_gas_paid_user_txs,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used_user_txs_per_day,l2_eth_fees_per_day,median_l2_eth_fees_per_tx,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_l1gas_contrib_l2_eth_fees_per_day,l1_blobgas_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_base_fee_per_day,l2_contrib_l2_eth_fees_priority_fee_per_day,input_calldata_gas_l2_per_day,input_calldata_gas_user_txs_l2_per_day,compressedtxsize_approx_l2_per_day,compressedtxsize_approx_user_txs_l2_per_day,avg_l1_gas_price_on_l2,avg_blob_base_fee_on_l2,avg_l2_gas_price,base_fee_gwei,equivalent_l1_tx_fee,avg_l1_fee_scalar,avg_l1_blob_fee_scalar,active_secs_per_day,l2_num_txs_per_day_per_block,num_user_txs_per_second,l2_gas_used_per_block,l2_gas_used_per_second,l2_eth_fees_per_block,l2_eth_fees_per_second,chain_name,chain_raw
2024-02-10,OP Mainnet,mainnet,10,2.0,429368,43200,62262,215,366889,358263,68919,312827036792,1951737460,1334988422.6399996,,160864575,1334988422.6399996,0.0,1951737460,144587683,309680584417,51.39091050622189,7.18939413662955e-05,46.80246736150957,4.588443144712291,46.80246736150978,,0.5487119137852065,-0.5486771195753748,1350504108,1230080452,121983591.25,121983591.25,35.05833201830759,,0.014816696220560395,0.0017539461272643806,10905.51998050482,0.684000000000109,0.0,86400.0,8.492800925925925,4.246400462962963,7241366.592407407,3620683.2962037036,0.0011896044098662474,0.0005948022049331237,op,op
2022-12-03,OP Mainnet,mainnet,10,2.0,344441,344441,0,1202,342473,332513,31959,104541797379,2139395128,2139395128.0,,108713553,2128779440.0,0.0,2128779440,108190865,104341372690,24.2598429326713,5.568454339664e-05,24.02338483618483,0.23645809648649532,24.02338483618483,,0.0,1.438074165972e-06,841639572,837986696,133712195.5,133048715.0,11.229054662119834,,0.0022661969110662978,0.0,1175.1243680455207,1.0,0.0,688882.0,0.994286394476848,0.497143197238424,303511.47911833954,151755.73955916977,7.043250638765798e-05,3.521625319382899e-05,op,op
2024-02-09,OP Mainnet,mainnet,10,2.0,401826,43200,61995,188,339642,330083,60094,312813438984,1777402496,1215743307.2639956,,143200628,1215743307.2639956,0.0,1777402496,127005140,309682160153,90.32882492832151,0.0001394996890149775,84.52060444496085,5.808220483360667,84.52060444496101,,0.32505126664813694,-0.32501006198128696,1229678552,1109841968,111087656.0,111087656.0,69.52175178753187,,0.018755424853956974,0.00103905673623994,20231.148627765728,0.6840000000001342,0.0,86400.0,7.8620833333333335,3.9310416666666668,7241051.828333333,3620525.9141666666,0.002090945021488924,0.001045472510744462,op,op
2022-11-24,OP Mainnet,mainnet,10,2.0,426799,426799,0,1013,425020,410491,43202,168578318172,2608173064,2608173064.0,,129985020,2598766296.0,0.0,2598766296,129541200,168400699541,30.13731325201836,5.6268082469120004e-05,29.80262977061538,0.3346834814027846,29.80262977061538,,0.0,1.631703793028e-06,998497788,995379864,163010816.5,162422893.5,11.426630457148029,,0.001987423343935135,0.0,1927.2698191329118,1.0,0.0,853598.0,0.9958317615552051,0.49791588077760257,394982.9267922371,197491.46339611855,7.061242704884116e-05,3.530621352442058e-05,op,op
2021-12-13,OP Mainnet,mainnet,10,2.0,41082,41082,0,692,38993,37358,2668,12861617025,230670732,346006098.0,,6705852,329450601.0,0.0,219633734,6357976,12651750048,27.511708335516385,0.00063662717320985,27.434355767321858,0.07735256819454095,27.434355767321858,,0.0,3.66022075335e-07,48879576,46521028,14416920.75,13727108.375,79.28864816515998,,0.006113981694316575,0.0,1057.7194239763917,1.5,0.0,82164.0,0.9491504795287474,0.4745752397643737,313071.8325544034,156535.9162772017,0.0006696779206347399,0.00033483896031736996,op,op
2023-09-10,OP Mainnet,mainnet,10,2.0,400828,43200,51277,327,349224,337475,69380,119792718384,1811959704,1239380437.536013,,155920031,1239380437.536013,0.0,1811959704,142450319,117169101780,24.86701566300843,3.08174985424525e-05,12.037042089755388,12.829973573253037,12.037042089755557,,0.010125153792369612,-0.010077750341506665,1230605396,1131001292,113247481.5,113247481.5,9.712144653248123,,0.10949963239748083,8.551534516910155e-05,1145.7761809436306,0.6840000000001355,0.0,86400.0,8.08388888888889,4.041944444444445,2772979.592222222,1386489.796111111,0.0005756253625696396,0.0002878126812848198,op,op
2023-04-01,OP Mainnet,mainnet,10,2.0,215826,215826,0,912,214333,207767,43847,101120955715,1440923320,1440923320.0,,81468623,1432939944.0,0.0,1432939944,81081787,100962529712,31.287322424086465,0.00010904651470717601,31.08520240732657,0.20212001675990446,31.08520240732657,,0.0,1.516755942716e-06,623274764,620573020,90057707.5,89558746.5,21.573113555637768,,0.002001930987035104,0.0,2214.4366250008566,1.0,0.0,431652.0,0.9930823904441541,0.49654119522207707,468529.99969883147,234264.99984941573,0.00014496549268432193,7.248274634216097e-05,op,op
2022-04-23,OP Mainnet,mainnet,10,2.0,64676,64676,0,1377,61805,60731,6239,26085015720,396263284,396263284.0,,21137470,381852556.0,0.0,381852556,20517634,25823609649,12.515686855985074,0.000154942857969944,12.278956083329176,0.23673077265590137,12.278956083329176,,0.0,1.037142547479e-06,152600860,148323508,24766455.25,23865784.75,30.986862974994096,,0.009167222393522696,0.0,811.829572767459,1.0,0.0,129352.0,0.9556094996598429,0.47780474982992144,403318.3208609067,201659.16043045334,0.00019351361951860154,9.675680975930077e-05,op,op
2023-07-29,OP Mainnet,mainnet,10,2.0,675950,43200,43200,907,631843,617750,108551,149577360719,3549332484,2427743419.055985,,325946652,2427743419.055985,0.0,3549332484,314375280,147299257322,59.95868759159838,7.69609641791465e-05,51.304944384932476,8.65374320666593,51.304944384932796,,1.7065449565243e-05,3.831472811475e-05,2420347896,2334820656,221833280.25,221833280.25,21.132770449392137,,0.058749401483732644,1.1425222091500284e-07,3076.351611762866,0.6839999999997733,0.0,86400.0,14.62599537037037,7.312997685185185,3462438.9055324076,1731219.4527662038,0.0013879325831388514,0.0006939662915694257,op,op
2022-07-07,OP Mainnet,mainnet,10,2.0,56529,56529,0,212,54790,51795,7416,44703056955,364797292,364797292.0,,19854596,357757388.0,0.0,357757388,19722072,44622332713,13.4996022910989,0.000166628894056624,13.3320079349926,0.16759435610630885,13.3320079349926,,0.0,8.29567015619e-07,151358156,150417624,22799830.75,22359836.75,36.54634567570362,,0.003755840313957475,0.0,1646.5318543170433,1.0,0.0,113058.0,0.9692370287816873,0.48461851439084364,790798.6512232659,395399.32561163296,0.00023880843975833467,0.00011940421987916733,op,op
