dt,chain,network,chain_id,block_time_sec,num_raw_txs,num_blocks,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_txs_per_day,l2_num_success_txs_per_day,num_senders_per_day,l2_gas_used,l1_gas_used_on_l2,l1_gas_paid,blob_gas_paid,calldata_bytes_l2_per_day,estimated_size_user_txs,l1_gas_paid_fjord,blob_gas_paid_fjord,l1_gas_paid_user_txs,blob_gas_paid_user_txs,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used_user_txs_per_day,l2_eth_fees_per_day,median_l2_eth_fees_per_tx,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_l1gas_contrib_l2_eth_fees_per_day,l1_blobgas_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_base_fee_per_day,l2_contrib_l2_eth_fees_priority_fee_per_day,input_calldata_gas_l2_per_day,input_calldata_gas_user_txs_l2_per_day,compressedtxsize_approx_l2_per_day_ecotone,compressedtxsize_approx_user_txs_l2_per_day_ecotone,avg_l1_gas_price_on_l2,avg_blob_base_fee_on_l2,avg_l2_gas_price,base_fee_gwei,equivalent_l1_tx_fee,avg_l1_fee_scalar,avg_l1_blob_fee_scalar,active_secs_per_day,l2_num_txs_per_day_per_block,num_user_txs_per_second,l2_gas_used_per_block,l2_gas_used_per_second,l2_eth_fees_per_block,l2_eth_fees_per_second,chain_name,chain_raw
2024-08-24,Orderly,mainnet,291,2.0,49233,43200,43200,2,6031,6031,7,14149733746,236209149,1292536463328.0,0.0,103937828,14763202.108663656,80784241938.60716,0.0,0.0,0.0,236209149,96852124,12198368498,0.001791952215430317,1.52937465386e-07,0.0014993709385678303,0.000292581276862488,0.0014993709385678307,0.0,3.0495921244999983e-06,0.00028953168473797936,982150580,916643176,14763071.8125,14763071.8125,1.16001226506969,1.2601005899225208e-09,2.3985279417526414e-05,2.500000000000024e-07,13.896433704133168,5472.0,0.0,86400.0,0.13960648148148147,0.06980324074074074,327540.13300925924,163770.06650462962,4.148037535718326e-08,2.074018767859163e-08,orderly,orderly
2024-08-25,Orderly,mainnet,291,2.0,51117,43200,43200,1,7916,7916,8,14434564490,239596411,1311071560992.0,0.0,103588305,14974946.254447706,81942905904.33804,0.0,0.0,0.0,239596411,96503053,12483566100,0.001862825606762147,1.4229005381250002e-07,0.0011528206038568455,0.0007100050029053124,0.0011528206038568455,0.0,3.120891524999977e-06,0.0007068841113802973,979079532,913568764,14974775.6875,14974775.6875,0.8792865532182386,1.003651519638182e-09,5.687517470711331e-05,2.499999999999999e-07,10.964944294938753,5472.0,0.0,86400.0,0.18324074074074073,0.09162037037037037,334133.4372685185,167066.71863425925,4.3120963119494145e-08,2.1560481559747072e-08,orderly,orderly
2024-08-26,Orderly,mainnet,291,2.0,54258,43200,43200,3,11055,11055,11,15666936129,280121187,1532823135264.0,0.0,111010592,17507869.81045949,95803063602.83452,0.0,0.0,0.0,280121187,103924436,13715807095,0.004419909507745691,1.874855070815e-07,0.003520074857888663,0.0008998346498570414,0.003520074857888663,0.0,3.4289564787500163e-06,0.0008964056933782711,1042026716,976465148,17507574.1875,17507574.1875,2.2964230936555703,1.0181941289574912e-09,6.560566531918021e-05,2.5000034303486527e-07,31.211997087225818,5472.0,0.0,86400.0,0.25590277777777776,0.12795138888888888,362660.55854166666,181330.27927083333,1.023127200867058e-07,5.11563600433529e-08,orderly,orderly
2024-08-28,Orderly,mainnet,291,2.0,54340,43200,43200,1,11139,11106,8,21419359486,399302684,2184984286848.0,0.0,154577640,24956674.816452,136562924595.62541,0.0,0.0,0.0,399302684,147492388,19462578476,0.00519860136774345,2.122143811735e-07,0.004377988357930972,0.0008206130098124924,0.004377988357930973,0.0,4.865644618999995e-06,0.0008157473651934787,1469208492,1403688904,24956417.75,24956417.75,2.003651813960722,1.541487430372523e-08,4.216363267716e-05,2.5000000000000295e-07,38.57174812603925,5472.0,0.0,86400.0,0.2578472222222222,0.1289236111111111,495818.5066203704,247909.2533101852,1.2033799462369099e-07,6.016899731184549e-08,orderly,orderly
2024-08-27,Orderly,mainnet,291,2.0,58626,43200,43200,0,15426,15426,7,22349518591,414442619,2267830011168.0,0.0,159804776,25903013.97752212,141741292485.0002,0.0,0.0,0.0,414442619,152719976,20398423643,0.008636072058218263,1.871949690615e-07,0.007006712013165285,0.0016293600450529465,0.007006712013165285,0.0,5.099605910749946e-06,0.001624260439142221,1509387692,1443849944,25902663.6875,25902663.6875,3.0895841244853606,1.0181671422166686e-09,7.987676271309375e-05,2.500000000000048e-07,61.60043785511044,5472.0,0.0,86400.0,0.3570833333333333,0.17854166666666665,517349.9673842593,258674.98369212964,1.9990907542171907e-07,9.995453771085954e-08,orderly,orderly
2024-08-29,Orderly,mainnet,291,2.0,51815,43200,43200,0,8615,8591,8,17677807418,308227372,1686620179584.0,0.0,130026704,19264412.6486638,105414866013.4884,0.0,0.0,0.0,308227372,122941904,15726838634,0.004410823422332165,2.25818670394e-07,0.0038445116014835263,0.0005663118208486609,0.0038445116014835263,0.0,3.931709658499989e-06,0.0005623801111901449,1248970316,1183427132,19264210.75,19264210.75,2.2793956684007646,1.0505003007974262e-09,3.600925996813721e-05,2.500000000000025e-07,36.876510252202884,5472.0,0.0,86400.0,0.1994212962962963,0.09971064814814815,409208.5050462963,204604.25252314814,1.0210239403546679e-07,5.1051197017733394e-08,orderly,orderly
2024-09-01,Orderly,mainnet,291,2.0,49618,43200,43200,0,6418,6418,5,11619401496,204143892,1117075377024.0,0.0,76361480,12759136.727848936,69817996174.78943,0.0,0.0,0.0,204143892,69276680,9668478484,0.001361875035312565,1.342252354805e-07,0.0009062152140545489,0.00045565982125802065,0.000906215214054549,0.0,2.417119620999996e-06,0.0004532427016370093,722413604,656913392,12758993.25,12758993.25,0.8112303667322287,1.0107469196286323e-09,4.7128389643941244e-05,2.5000000000000343e-07,7.833535227653162,5472.0,0.0,86400.0,0.14856481481481482,0.07428240740740741,268967.6272222222,134483.8136111111,3.152488507667974e-08,1.576244253833987e-08,orderly,orderly
2024-08-30,Orderly,mainnet,291,2.0,50519,43200,43200,0,7319,7311,9,15841319530,277921768,1520787914496.0,0.0,111511869,17370281.061363198,95050177967.77916,0.0,0.0,0.0,277921768,104427069,13890405018,0.003698389338656604,1.89486274799e-07,0.0032592212923117704,0.00043916804634484705,0.0032592212923117712,0.0,3.4726071036829953e-06,0.0004356954392411567,1060963848,995444136,17370110.5,17370110.5,2.1430958500998747,1.0203211250440763e-09,3.161664802255529e-05,2.500004210952105e-07,28.817200237991408,5472.0,0.0,86400.0,0.1694212962962963,0.08471064814814815,366697.2113425926,183348.6056712963,8.561086432075472e-08,4.280543216037736e-08,orderly,orderly
2024-08-31,Orderly,mainnet,291,2.0,48902,43200,43200,0,5702,5694,5,8279656655,129055487,706191624864.0,0.0,51584344,8066097.352657571,44137684713.74205,0.0,0.0,0.0,129055487,44499544,6328986199,0.001048350373025711,1.34730243184e-07,0.0005771938493492675,0.0004711565236764494,0.0005771938493492675,0.0,1.5822465497500054e-06,0.0004695742771266935,488552356,423049900,8065967.9375,8065967.9375,0.8173203307527559,1.0053250273659429e-09,7.444423306704161e-05,2.500000000000016e-07,5.173189878262404,5472.0,0.0,86400.0,0.13199074074074074,0.06599537037037037,191658.71886574075,95829.35943287038,2.4267369745965532e-08,1.2133684872982766e-08,orderly,orderly
2024-09-04,Orderly,mainnet,291,2.0,53917,43200,43200,0,10717,10701,7,24189931350,436390238,2387927382336.0,0.0,177496724,27274635.67736472,149246806426.53915,0.0,0.0,0.0,436390238,170411924,22238741834,0.009401732285610373,3.278769429225e-07,0.008667267879461388,0.0007344644061489859,0.008667267879461388,0.0,5.5596962749449865e-06,0.0007289047098740246,1684426364,1618757648,27274389.875,27274389.875,3.6295888241712486,1.0382512314585786e-09,3.302634706726433e-05,2.5000048637846073e-07,78.63322896446125,5472.0,0.0,86400.0,0.2480787037037037,0.12403935185185185,559952.1145833334,279976.0572916667,2.176326917965364e-07,1.088163458982682e-07,orderly,orderly
