dt,chain,network,chain_id,block_time_sec,num_raw_txs,num_blocks,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_txs_per_day,l2_num_success_txs_per_day,num_senders_per_day,l2_gas_used,l1_gas_used_on_l2,l1_gas_paid,blob_gas_paid,calldata_bytes_l2_per_day,estimated_size_user_txs,l1_gas_paid_fjord,blob_gas_paid_fjord,l1_gas_paid_user_txs,blob_gas_paid_user_txs,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used_user_txs_per_day,l2_eth_fees_per_day,median_l2_eth_fees_per_tx,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_l1gas_contrib_l2_eth_fees_per_day,l1_blobgas_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_base_fee_per_day,l2_contrib_l2_eth_fees_priority_fee_per_day,input_calldata_gas_l2_per_day,input_calldata_gas_user_txs_l2_per_day,compressedtxsize_approx_l2_per_day_ecotone,compressedtxsize_approx_user_txs_l2_per_day_ecotone,avg_l1_gas_price_on_l2,avg_blob_base_fee_on_l2,avg_l2_gas_price_gwei,avg_base_fee_gwei,equivalent_l1_tx_fee,avg_l1_fee_scalar,avg_l1_blob_fee_scalar,active_secs_per_day,l2_num_txs_per_day_per_block,num_user_txs_per_second,l2_gas_used_per_block,l2_gas_used_per_second,l2_eth_fees_per_block,l2_eth_fees_per_second,chain_name,chain_raw
2024-10-01,Mode,mainnet,34443,2.0,131885,43199,43199,28,88658,86081,1842,92123142596,232170923,4643418460000.0,141993414797570.0,29892680,14511991.380293805,290239827605.87604,8875388808273.867,0.0,141993414797570.0,232170923,22797852,90168613216,0.20328875905593496,7.618186145425001e-07,0.09466603423072753,0.10862272482520764,0.0946660342198657,1.0861762221629579e-11,3.123891650363396e-05,0.10859148590870468,241076576,173428500,14510682.6875,14510682.6875,20.385259718266646,1.223805144626131e-09,0.0012046622538709854,3.464500050455558e-07,1873.605431677977,20000.0,611590.0,86398.0,2.0523160258339312,1.0261580129169656,2132529.51679437,1066264.758397185,4.705867243592096e-06,2.352933621796048e-06,mode,mode
2024-09-30,Fraxtal,mainnet,252,2.0,46882,43200,43200,12,3668,3592,289,3467739461,30072876,,,9851065,0.0,,,0.0,0.0,30072876,2760585,1267124301,0.036523251300350945,2.2626947636235002e-06,0.015315283395089146,0.0212079679052618,0.0,0.0,3.20588623014e-07,0.02120764731663878,89685940,23635788,1879554.75,1879554.75,10.185446443559547,,0.01673708561072082,2.530048731296487e-07,14.21984640366977,,0.0,86400.0,0.0849074074074074,0.0424537037037037,80271.74678240741,40135.873391203706,8.454456319525682e-07,4.227228159762841e-07,fraxtal,fraxtal
2024-10-01,Fraxtal,mainnet,252,2.0,47502,43199,43199,21,4280,4148,264,3500011934,33416848,,,10222561,0.0,,,0.0,0.0,33416848,3127953,1298344685,0.0655472508829055,4.199584930283e-06,0.03692557784855589,0.028621673034349617,0.0,0.0,3.2848281209300016e-07,0.028621344551537524,91992172,25907556,2088553.0,2088553.0,22.099976543902212,,0.02204474155824776,2.5300123756658647e-07,29.63103962268271,,0.0,86398.0,0.09907636750850714,0.04953818375425357,81020.67024699645,40510.335123498226,1.5173325975810898e-06,7.586662987905449e-07,fraxtal,fraxtal
2024-09-29,Fraxtal,mainnet,252,2.0,46898,43200,43200,19,3678,3642,321,3170144982,25773912,,,9392934,0.0,,,0.0,0.0,25773912,2299034,969137883,0.032815638164567534,1.4127389742935e-06,0.009903801596538371,0.02291183656802916,0.0,0.0,2.451926933340001e-07,0.022911591375335813,85389996,19307084,1610869.5,1610869.5,7.685136502785903,,0.02364146213860174,2.5300083469546917e-07,7.322621763732799,,0.0,86400.0,0.08513888888888889,0.042569444444444444,73382.98569444445,36691.492847222224,7.596212538094337e-07,3.7981062690471685e-07,fraxtal,fraxtal
2024-10-01,Metal,mainnet,1750,2.0,43215,43199,43199,1,15,15,13,1951180190,42182,28852488000.0,0.0,7089324,2636.4228999999586,1803313263.5999722,0.0,0.0,0.0,42182,4236,677720,0.000539407374317943,2.7324411884831e-05,0.000503953667155495,3.5453707162448e-05,0.000503953667155495,0.0,1.7078544000000002e-10,3.5453536377008e-05,66572052,34872,2636.375,2636.375,17.466316145769998,9.999999999999999e-10,0.05231320775902734,2.5199999999999993e-07,0.012443195417200865,684000.0,0.0,86398.0,0.0003472302599597213,0.00017361512997986065,45167.253640130555,22583.626820065278,1.2486570853907334e-08,6.243285426953667e-09,metal,metal
2024-09-29,Metal,mainnet,1750,2.0,43215,43200,43200,0,15,15,9,1952604540,95874,65577816000.0,0.0,7097355,5992.306199999888,4098737440.799923,0.0,0.0,0.0,95874,12555,2474056,0.000676721341374635,1.1643105418919e-05,0.0006625079628895151,1.4213378485120002e-05,0.0006625079628895151,0.0,6.234621120000001e-10,1.4212755023008e-05,66692592,153708,5992.125,5992.125,10.102347711018995,1e-09,0.0057449703988592,2.52e-07,0.027279286669145576,684000.0,0.0,86400.0,0.00034722222222222224,0.00017361111111111112,45199.17916666667,22599.589583333334,1.5664845865153588e-08,7.832422932576794e-09,metal,metal
2024-09-30,Metal,mainnet,1750,2.0,43246,43200,43200,0,46,46,25,1954877425,190811,130514724000.0,0.0,7105730,11925.836999999814,8157272507.999872,0.0,0.0,0.0,190811,20930,4625209,0.001488693705854483,1.0775125941694e-05,0.0014469594865115548,4.1734219342928e-05,0.001446959486511555,0.0,1.1655526679999998e-09,4.1733053790259995e-05,66799628,267812,11925.6875,11925.6875,11.086394330753773,1.0000000000000003e-09,0.00902320724164638,2.52e-07,0.05382699898318808,684000.0,0.0,86400.0,0.0010648148148148149,0.0005324074074074074,45251.79224537037,22625.896122685186,3.446050245033526e-08,1.723025122516763e-08,metal,metal
2024-09-30,Redstone,mainnet,690,2.0,44964,43200,43200,11,1753,1711,177,4134821827,13766756,105494651228.0,0.0,8155730,860422.2499991563,6593415701.743532,0.0,0.0,0.0,13766756,1067270,2180660843,0.006113209731366071,5.45122159168e-07,0.0011224092151486435,0.004990800516217427,0.0011224092151486435,0.0,1.0903304215000005e-07,0.004990691483175279,76611920,10572296,860422.25,860422.25,10.63948932087275,1.0006119088621894e-09,0.0022886642515905567,4.999999999999998e-08,21.392919264299604,7663.0,0.0,86400.0,0.04057870370370371,0.020289351851851854,95713.4682175926,47856.7341087963,1.4150948452236274e-07,7.075474226118137e-08,redstone,redstone
2024-09-29,Redstone,mainnet,690,2.0,44648,43200,43200,6,1442,1301,159,3388618825,8278532,63438390716.0,0.0,7803813,517408.2499991065,3964899419.743154,0.0,0.0,0.0,8278532,717069,1435099095,0.03368207069808911,3.53874720202e-07,0.00051296032198763,0.03316911037610149,0.00051296032198763,0.0,7.175495475e-08,0.033169038621146736,71702904,5668800,517408.25,517408.25,8.085960507491233,1.0000000000000003e-09,0.02311276656202023,5.0000000000000004e-08,9.887510479851928,7663.0,0.0,86400.0,0.03337962962962963,0.016689814814814814,78440.25057870371,39220.125289351854,7.796775624557665e-07,3.8983878122788323e-07,redstone,redstone
2024-10-01,Redstone,mainnet,690,2.0,45660,43199,43199,7,2454,2366,156,6661411844,23927984,183360141392.0,0.0,8992183,1495498.9999990244,11460008836.992523,0.0,0.0,0.0,23927984,1905279,4707486262,0.00592332950907752,8.660395391465e-07,0.002973231039660659,0.0029500984694168617,0.002973231039660659,0.0,2.3537431310000002e-07,0.002949863095103762,85480204,19447836,1495499.0,1495499.0,16.215252764806163,1.018456882953449e-09,0.0006266823321887925,5.0000000000000004e-08,72.24518132577934,7663.0,0.0,86398.0,0.0568068705294104,0.0284034352647052,154202.91775272577,77101.45887636289,1.3711728301760504e-07,6.855864150880252e-08,redstone,redstone
2024-10-01,BOB (Build on Bitcoin),mainnet,60808,2.0,71765,43199,43199,7,28557,28205,4517,11961384347,70275545,7027554500000.0,42979820566550.0,14670747,4392572.8521996,439257285219.9594,2686453630676.746,0.0,42979820566550.0,70275545,7583107,10008638040,0.600998196875039,3.2904382216469997e-06,0.1321586770386453,0.4688395198363977,0.13215867703551468,3.130639315504739e-12,2.527370134355005e-06,0.4688369924662629,124869144,56759404,4392221.5625,4392221.5625,18.80420758185189,1.1653413146778227e-09,0.04684348839099372,2.52518886611169e-07,209.85505968768283,100000.0,611590.0,86398.0,0.6610569689113174,0.3305284844556587,276890.30641913007,138445.15320956503,1.3912317342416236e-05,6.956158671208118e-06,bob,bob
2024-09-30,BOB (Build on Bitcoin),mainnet,60808,2.0,84630,43200,43200,20,41408,40896,8133,13876532328,89607851,8960785100000.0,54803265593090.0,15490973,5600899.849999153,560089984999.9138,3425454339260.9717,0.0,54803265593090.0,89607851,8397453,11922526765,0.2892103900298975,1.7842825847685e-06,0.09231073531278114,0.1968996547171187,0.09231073530934888,3.4322537240506666e-12,3.0054166066500185e-06,0.19689664930051176,127843088,59697540,5600490.6875,5600490.6875,10.300849528975291,1.0019849711606286e-09,0.016514926625716787,2.520788307620112e-07,116.3167567113157,100000.0,611590.0,86400.0,0.9585185185185185,0.4792592592592593,321216.0261111111,160608.01305555555,6.694684954395776e-06,3.347342477197888e-06,bob,bob
2024-09-29,BOB (Build on Bitcoin),mainnet,60808,2.0,81257,43200,43198,22,38033,37448,7006,15966440093,77644614,7764461400000.0,47486669476260.0,13611655,4853137.234999084,485313723499.9059,2968130201553.0767,0.0,47486669476260.0,77644614,6517559,14012157223,0.28409810102244454,1.358557237435e-06,0.05627210846086487,0.22782599256158162,0.05627210845789481,2.970040405858739e-12,3.5350130377340195e-06,0.2278224575485437,115702996,47546180,4852788.375,4852788.375,7.246880645104113,1.0006435732940966e-09,0.016259166160912157,2.5228185649612174e-07,101.99480140009709,100000.0,611590.0,86400.0,0.8803935185185185,0.4401967592592593,369593.5206712963,184796.76033564814,6.576344931075105e-06,3.2881724655375526e-06,bob,bob
2024-10-01,Lisk,mainnet,1135,2.0,45490,43199,43199,13,2278,2213,181,2158516485,5535620,114576262760.0,7555905410820.0,7546629,345992.75309978356,7161358003.659322,472266614263.8337,0.0,7555905410820.0,5535620,456821,202348413,0.02493596975248018,6.124690660545e-07,0.002537830468250862,0.022398139284229297,0.0025378304677013456,5.495166332448501e-13,2.0841886539000004e-07,0.022397930865363957,72141408,4532888,345976.25,345976.25,22.14847477579704,1.1635549405486652e-09,0.11069095602064014,1.03e-06,4.55537080042668,20698.0,1364961.0,86398.0,0.052732702145883006,0.026366351072941503,49966.81601425959,24983.408007129794,5.772348839667627e-07,2.8861744198338136e-07,lisk,lisk
2024-09-29,Lisk,mainnet,1135,2.0,43551,43200,43200,10,341,336,85,2011646161,1273994,26369127812.0,1738952124234.0,7231369,79630.31999992042,1648188363.3583531,108692281217.41136,0.0,1738952124234.0,1273994,142945,56172508,0.001649996289457835,4.67914742663e-07,0.000190690664837492,0.001459305624620343,0.0001906906647287997,1.0869228121741139e-13,5.785768324e-08,0.0014592477669371033,68973652,1373224,79624.625,79624.625,7.231042867182285,1.0000000000000003e-09,0.02597900069942298,1.0299999999999997e-06,0.3948726726001652,20698.0,1364961.0,86400.0,0.007893518518518518,0.003946759259259259,46565.883356481485,23282.941678240742,3.81943585522647e-08,1.909717927613235e-08,lisk,lisk
