dt,chain,network,chain_id,block_time_sec,num_raw_txs,num_blocks,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_txs_per_day,l2_num_success_txs_per_day,num_senders_per_day,l2_gas_used,l1_gas_used_on_l2,l1_gas_paid,blob_gas_paid,calldata_bytes_l2_per_day,estimated_size_user_txs,l1_gas_paid_fjord,blob_gas_paid_fjord,l1_gas_paid_user_txs,blob_gas_paid_user_txs,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used_user_txs_per_day,l2_eth_fees_per_day,median_l2_eth_fees_per_tx,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_l1gas_contrib_l2_eth_fees_per_day,l1_blobgas_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_base_fee_per_day,l2_contrib_l2_eth_fees_priority_fee_per_day,input_calldata_gas_l2_per_day,input_calldata_gas_user_txs_l2_per_day,compressedtxsize_approx_l2_per_day_ecotone,compressedtxsize_approx_user_txs_l2_per_day_ecotone,avg_l1_gas_price_on_l2,avg_blob_base_fee_on_l2,avg_l2_gas_price_gwei,avg_base_fee_gwei,equivalent_l1_tx_fee,avg_l1_fee_scalar,avg_l1_blob_fee_scalar,active_secs_per_day,l2_num_txs_per_day_per_block,num_user_txs_per_second,l2_gas_used_per_block,l2_gas_used_per_second,l2_eth_fees_per_block,l2_eth_fees_per_second,chain_name,chain_raw
2024-09-30,Lisk,mainnet,1135,2.0,44046,43200,43200,16,828,794,128,2431168317,12891622,266830792156.0,17596561256742.0,8931431,805742.4104998456,16677256412.525805,1099806966378.28,0.0,17596561256742.0,12891622,1801311,466532124,0.029797243843421393,9.060635192425e-07,0.0023704635849239103,0.02742678025849748,0.002370463583823967,1.0999434624782795e-12,4.805495590710001e-07,0.027426299708938413,93006524,24826404,805726.375,805726.375,8.883577569041467,1.000124111612953e-09,0.05878862107788632,1.0300460233066393e-06,4.194054364255958,20698.0,1364961.0,86400.0,0.019166666666666665,0.009583333333333333,56277.044375,28138.5221875,6.897510148940138e-07,3.448755074470069e-07,lisk,lisk
2024-09-30,Mint,mainnet,185,2.0,139677,43200,43200,1,96475,95848,34578,9413684579,227295160,155469889440000.0,0.0,29941623,14209463.436999455,9719272990907.63,0.0,0.0,0.0,227295160,22856371,7463306406,1.7667134076075452,1.26770417273345e-05,1.5924095508241654,0.17430385678337987,1.5924095508241654,0.0,1.8807690977459896e-06,0.1743019760142857,244996680,178462480,14205947.5,14205947.5,10.24007146663176,1.0021498346027292e-09,0.02335477699846981,2.5200212820339344e-07,76.0035126043545,684000.0,0.0,86400.0,2.2332175925925926,1.1166087962962963,217909.36525462964,108954.68262731482,4.08961436946191e-05,2.044807184730955e-05,mint,mint
2024-10-01,Mint,mainnet,185,2.0,136109,43199,43199,2,92905,92227,34215,9273764226,218831178,149680525752000.0,0.0,29457521,13679511.049099712,9356785557584.225,0.0,0.0,0.0,218831178,22371917,7323099487,2.9013552769335167,2.5648556270193e-05,2.7382847047851393,0.16307057214837709,2.7382847047851393,0.0,1.845480028413967e-06,0.1630687266683474,242293004,175750856,13676948.625,13676948.625,18.290809021976163,1.0691033477871256e-09,0.022267971702127003,2.5200805092026303e-07,135.19617122559723,684000.0,0.0,86398.0,2.150628486770527,1.0753142433852636,214675.43753327624,107337.71876663812,6.716255646967561e-05,3.358127823483781e-05,mint,mint
2024-09-29,Mint,mainnet,185,2.0,141020,43200,43200,2,97818,97237,34893,9392087226,230536803,157687173252000.0,0.0,30598796,14411259.529899305,9857301518451.105,0.0,0.0,0.0,230536803,23513028,7441720352,1.2819099499490998,9.911459473702e-06,1.1086257873034293,0.17328416264567045,1.1086257873034293,0.0,1.8753182825339652e-06,0.17328228732738687,251792876,185247876,14408550.1875,14408550.1875,7.029231143819542,1.0001080391489607e-09,0.023285497767878274,2.5200063880794065e-07,52.734976224698784,684000.0,0.0,86400.0,2.2643055555555556,1.1321527777777778,217409.42652777777,108704.71326388889,2.967384143400694e-05,1.483692071700347e-05,mint,mint
2024-10-01,Cyber,mainnet,7560,2.0,69012,43199,43199,0,25797,25766,5465,3505564298,87841540,,,12515008,0.0,,,0.0,0.0,87841540,5430372,1552687301,0.23200889932926438,6.926578481352e-06,0.21512423247251208,0.016884666856752325,0.0,0.0,3.912771998520003e-07,0.016884275579552323,107949328,41934048,5490096.25,5490096.25,15.306271417296138,,0.010874479907111803,2.5200000000000183e-07,26.867249793508687,,0.0,86398.0,0.5971666010787287,0.2985833005393643,81149.20016667052,40574.60008333526,5.370700695137952e-06,2.685350347568976e-06,cyber,cyber
2024-09-30,Cyber,mainnet,7560,2.0,115535,43200,43200,2,72322,72281,8849,5076252683,221989220,,,18834001,0.0,,,0.0,0.0,221989220,11748297,3123477313,0.42715009280786875,4.601764226577001e-06,0.4051670671051986,0.02198302570267043,0.0,0.0,7.871162828759793e-07,0.021982238586386926,157625044,91607220,13874326.25,13874326.25,11.407284414115708,,0.00703799755841861,2.520000000000025e-07,35.33663215008899,,0.0,86400.0,1.6741203703703704,0.8370601851851852,117505.84914351851,58752.92457175926,9.887733629811777e-06,4.9438668149058885e-06,cyber,cyber
2024-09-29,Cyber,mainnet,7560,2.0,136732,43200,43200,1,93516,93486,10637,5458170589,270863592,,,20682918,0.0,,,0.0,0.0,270863592,13597666,3505470756,0.36447423665723183,3.359390942952e-06,0.3453044722174525,0.01916976443977938,0.0,0.0,8.833786305119683e-07,0.01916888106114846,168073116,102050656,16928974.5,16928974.5,7.967674560556498,,0.005468527845216755,2.5200000000000294e-07,27.51057377661527,,0.0,86400.0,2.164722222222222,1.082361111111111,126346.54141203704,63173.27070601852,8.436903626324812e-06,4.218451813162406e-06,cyber,cyber
2024-10-01,Ham,mainnet,5112,2.0,145037,86399,86399,18,58620,58553,207,35929574298,1571695040,2172318299536000.0,1354801124480000.0,202019475,98230939.99977311,135769893720686.42,84675070279804.47,0.0,1354801124480000.0,1571695040,187841583,31799764665,0.020185098806071177,9.2414203368e-08,0.019728227961133837,0.00045687084493733224,0.019728227876458785,8.467507027980437e-11,8.026842549525986e-06,0.00044884400238781174,1601127816,1467105480,98230940.0,98230940.0,0.009081646957861575,1.000000000000002e-09,1.4367114025852531e-05,2.524183003895173e-07,0.29127550388242235,1382150.0,862000.0,172798.0,0.678480075000868,0.339240037500434,415856.36752740195,207928.18376370097,2.3362653278476809e-07,1.1681326639238404e-07,ham,ham
2024-09-30,Ham,mainnet,5112,2.0,148943,86400,86400,16,62527,62426,269,31525227747,1315772396,1818594817131400.0,1134195805352000.0,169759806,82235774.74974675,113662176070362.45,70887237834281.67,0.0,1134195805352000.0,1315772396,155582590,27393709397,0.01281055717684546,5.88562829325e-08,0.012692197191805688,0.00011835998503977162,0.012692197120918453,7.088723783428165e-11,6.904583465760003e-06,0.00011145540157401286,1338107604,1204290256,82235774.75,82235774.75,0.006979123112739273,9.999999999999963e-10,4.320699446885936e-06,2.520499639423094e-07,0.188609128023905,1382150.0,862000.0,172800.0,0.7236921296296296,0.3618460648148148,364875.32114583335,182437.66057291668,1.482703376949706e-07,7.41351688474853e-08,ham,ham
2024-09-29,Ham,mainnet,5112,2.0,164268,86400,86400,45,77822,77678,221,30689097286,1285304508,1776483625732200.0,1107932485896000.0,164846106,80331531.74952307,111030226607603.33,69245780368088.914,0.0,1107932485896000.0,1285304508,150655110,26562504164,0.00675217198738367,4.3209301902e-08,0.00669187192954121,6.030005784246065e-05,0.006691871860295427,6.924578036808887e-11,6.739621044900994e-06,5.3560436797560404e-05,1280298552,1146368988,80331531.75,80331531.75,0.0037669200905672286,9.99999999999994e-10,2.2701194687880824e-06,2.5372687015086177e-07,0.10022500565120172,1382150.0,862000.0,172800.0,0.9007175925925925,0.45035879629629627,355197.88525462965,177598.94262731483,7.815013874286655e-08,3.9075069371433274e-08,ham,ham
2024-10-01,Xterio,mainnet,2702128,2.0,43199,43199,43199,0,0,0,1,1952543749,,,,7084636,0.0,,,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,66015232,0,,0.0,,,,,0.0,,0.0,86398.0,0.0,0.0,45198.818236533254,22599.409118266627,,,xterio,xterio
2024-09-29,Xterio,mainnet,2702128,2.0,43197,43200,43197,0,0,0,1,1952165719,,,,7084308,0.0,,,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,66015768,0,,0.0,,,,,0.0,,0.0,86400.0,0.0,0.0,45189.02127314815,22594.510636574076,,,xterio,xterio
2024-09-30,Xterio,mainnet,2702128,2.0,43200,43200,43200,0,0,0,1,1952319756,,,,7084800,0.0,,,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,66012156,0,,0.0,,,,,0.0,,0.0,86400.0,0.0,0.0,45192.58694444445,22596.293472222223,,,xterio,xterio
2024-10-01,SwanChain,mainnet,254,2.0,148661,17279,17279,60,131322,131318,10284,5412882267,303972076,5197157947200.0,589467125064000.0,10539631,18998254.749969065,324822371699.68933,36841695316464.7,0.0,589467125064000.0,303972076,7679043,4588525374,0.14193718752766343,3.9986509582350003e-07,0.09821864450273171,0.04371854302493041,0.09821864445641668,4.631502575146326e-11,1.1563083942480233e-06,0.04371738671653615,97596952,70442340,18998254.75,18998254.75,18.70032825718748,1.1156942323873315e-09,0.009527798031292337,2.520000000000015e-07,85.82917571868971,16967.55760649396,1924478.2443154992,34558.0,7.60009259795127,3.800046298975635,313263.6302448058,156631.8151224029,8.214432983833754e-06,4.107216491916877e-06,swan,swan
2024-09-29,SwanChain,mainnet,254,2.0,113478,17280,17278,265,95935,95925,9800,4222715504,220522688,1675972428800.0,190090557056000.0,8404494,13782667.999940483,104748276799.54764,11880659815948.69,0.0,190090557056000.0,220522688,5452210,3373813357,0.06382279474973361,1.496605163685e-07,0.012176935353935728,0.05164585939579684,0.012176935342044911,1.1890826459448646e-11,8.502009659640298e-07,0.05164500919483046,77964852,50198368,13782668.0,13782668.0,7.2655940711458005,1.0008557305450508e-09,0.01530785906951338,2.5200000000000226e-07,24.60559364862582,7600.0,862000.0,34560.0,5.551793981481482,2.775896990740741,244370.11018518519,122185.05509259259,3.6934487702392137e-06,1.8467243851196069e-06,swan,swan
2024-09-30,SwanChain,mainnet,254,2.0,144083,17280,17280,68,126735,126731,10102,5271659580,294291852,2236618075200.0,253679576424000.0,10364329,18393240.749939315,139788629699.53864,15854973526447.688,0.0,253679576424000.0,294291852,7500249,4446669472,0.07068561924645315,1.860505196505e-07,0.024568439083862782,0.04611718016258911,0.02456843906798021,1.58825805849476e-11,1.12056070694403e-06,0.046116059601882066,96068584,68892168,18393240.75,18393240.75,10.984637627882277,1.0017412238786724e-09,0.010371173403596487,2.5200000000000157e-07,48.66084417819178,7600.0,862000.0,34560.0,7.334201388888889,3.6671006944444446,305072.8923611111,152536.44618055556,4.090602965651224e-06,2.045301482825612e-06,swan,swan
2024-10-01,Race,mainnet,6805,2.0,43199,43199,43199,0,0,0,1,1955246334,,,,7084636,0.0,,,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,67571044,0,,0.0,,,,,0.0,,0.0,86398.0,0.0,0.0,45261.379522674135,22630.689761337067,,,race,race
2024-09-30,Race,mainnet,6805,2.0,43202,43200,43200,0,2,2,3,1955085500,3572,3932772.0,2356987772.0,7084804,223.2499999959346,245798.24999552398,147311735.74731743,0.0,2356987772.0,3572,4,42064,1.06681480285e-07,5.33407401425e-08,6.0405830157e-08,4.6275650128000004e-08,6.040583000968827e-08,1.4731173574731742e-16,1.0600128e-11,4.626505e-08,67566700,64,223.25,223.25,15.359606407584547,1e-09,0.0011001248128565994,2.5200000000000003e-07,0.000646663007764296,1101.0,659851.0,86400.0,4.6296296296296294e-05,2.3148148148148147e-05,45256.6087962963,22628.30439814815,2.469478710300926e-12,1.234739355150463e-12,race,race
2024-09-29,Race,mainnet,6805,2.0,43200,43200,43200,0,0,0,1,1954996028,,,,7084800,0.0,,,0.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,67575228,0,,0.0,,,,,0.0,,0.0,86400.0,0.0,0.0,45254.53768518518,22627.26884259259,,,race,race
2024-09-30,Polynomial Chain,mainnet,8008,2.0,43512,43200,43200,0,312,310,16,2192140163,8588192,687055360000.0,1431934260975104.0,8056768,536771.8148999866,42941745191.99894,89497527777799.78,0.0,1431934260975104.0,8588192,971968,239815355,0.008459003090614035,2.13181520045565e-05,0.008426906431309092,3.2096659304944995e-05,0.008426906341811565,8.949752777779977e-11,6.043346946e-08,3.2036225835485e-05,80638684,12034276,536762.0,536762.0,12.265022598130782,1.0000000000000003e-09,0.0001338390500681034,2.5200000000000003e-07,2.9976245752538055,80000.0,166732912.0,86400.0,0.007222222222222222,0.003611111111111111,50743.98525462963,25371.992627314816,1.9581025672717673e-07,9.790512836358837e-08,polynomial,polynomial
2024-09-29,Polynomial Chain,mainnet,8008,2.0,43380,43200,43197,0,183,183,15,2083034167,5561891,444951280000.0,927350282656592.0,7713040,347623.9741999889,27809917935.999104,57960357499377.04,0.0,927350282656592.0,5561891,628732,130972404,0.003351444270615494,1.9291517274353e-05,0.0033332276121100005,1.8216658505493e-05,0.003333227554149643,5.796035749937701e-11,3.3005045808e-08,1.8183653459684995e-05,76647808,8039596,347618.1875,347618.1875,7.491093648849414,1.0000000000000003e-09,0.00013908776161345408,2.52e-07,0.996953638011684,80000.0,166732912.0,86400.0,0.0042361111111111115,0.0021180555555555558,48218.38349537037,24109.191747685185,7.757972848646977e-08,3.878986424323488e-08,polynomial,polynomial
2024-10-01,Polynomial Chain,mainnet,8008,2.0,43642,43199,43199,0,443,441,19,2366043353,11729660,938372800000.0,1955720368569920.0,8467651,733118.6510999881,58649492087.99906,122235007539413.02,0.0,1955720368569920.0,11729660,1383015,413600916,0.02972598240216487,3.1622755120866e-05,0.020052666279972885,0.009673316122191994,0.020052666151088406,1.2888447793428395e-10,1.04227430832e-07,0.009673211894761157,85317148,16709628,733103.75,733103.75,21.36918248141298,1.0543990192384094e-09,0.02338804327549408,2.5200000000000003e-07,9.211476823076723,80000.0,166732912.0,86398.0,0.010254867010810435,0.0051274335054052175,54770.78990254404,27385.39495127202,6.881173731374538e-07,3.440586865687269e-07,polynomial,polynomial
2024-09-29,Shape,mainnet,360,2.0,44427,43200,43196,0,1230,1230,12,2238799423,5886464,51194577408.0,4772927491584.0,7888206,367942.1824992623,3199993161.196084,298338927778.05927,0.0,4772927491584.0,5886464,804062,285451835,0.024755231795548855,2.86918716727e-07,0.00037560239820876896,0.02437962939734011,0.00037560239791043003,2.9833892777805923e-13,7.193408578199999e-08,0.02437955746325431,76152888,8583968,367904.0,367904.0,7.336095548907211,1e-09,0.08540715598251487,2.5200078248577383e-07,1.9936478658587065,8697.0,810831.0,86400.0,0.02847222222222222,0.01423611111111111,51824.06071759259,25912.030358796295,5.730377730451124e-07,2.865188865225562e-07,shape,shape
2024-09-30,Shape,mainnet,360,2.0,48405,43200,43200,45,5149,5123,703,5679525403,24022560,208924204320.0,19478236347360.0,10479270,1501523.5756986365,13058750537.851038,1217481862407.301,0.0,19478236347360.0,24022560,3374130,3720303734,0.04406435827620779,6.20851806305e-07,0.0030891630275545283,0.040975195248653284,0.0030891630263370443,1.2174818624073009e-12,9.375555158900001e-07,0.04097425769313738,98205636,30500952,1501410.0,1501410.0,14.784931512416783,1.0000000000000007e-09,0.011013938156226165,2.520104762741933e-07,54.4649521225123,8697.0,810831.0,86400.0,0.11918981481481482,0.05959490740740741,131470.4954398148,65735.2477199074,1.0200082934307358e-06,5.100041467153679e-07,shape,shape
2024-10-01,Shape,mainnet,360,2.0,47738,43199,43199,11,4527,4475,764,5076349238,22350994,194386594818.0,18122878816014.0,10244448,1397034.7751986522,12150011439.902672,1132759103809.0981,0.0,18122878816014.0,22350994,3154840,3121239218,0.07405751671827636,1.267267525046e-06,0.003457351425834089,0.07060016529244227,0.003457351424596918,1.2371717290511292e-12,7.86552282936e-07,0.07059937874015931,97024332,29420332,1396937.125,1396937.125,17.78472670070879,1.0921731713587325e-09,0.02261927406438293,2.5199999999999993e-07,53.79627496920926,8697.0,810831.0,86398.0,0.10479409245584388,0.05239704622792194,117510.80437047154,58755.40218523577,1.7143340521372336e-06,8.571670260686168e-07,shape,shape
