dt,chain,network,chain_id,block_time_sec,num_raw_txs,num_blocks,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_txs_per_day,l2_num_success_txs_per_day,num_senders_per_day,l2_gas_used,l1_gas_used_on_l2,l1_gas_paid,blob_gas_paid,calldata_bytes_l2_per_day,estimated_size_user_txs,l1_gas_paid_fjord,blob_gas_paid_fjord,l1_gas_paid_user_txs,blob_gas_paid_user_txs,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used_user_txs_per_day,l2_eth_fees_per_day,median_l2_eth_fees_per_tx,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_l1gas_contrib_l2_eth_fees_per_day,l1_blobgas_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_base_fee_per_day,l2_contrib_l2_eth_fees_priority_fee_per_day,input_calldata_gas_l2_per_day,input_calldata_gas_user_txs_l2_per_day,compressedtxsize_approx_l2_per_day_ecotone,compressedtxsize_approx_user_txs_l2_per_day_ecotone,avg_l1_gas_price_on_l2,avg_blob_base_fee_on_l2,avg_l2_gas_price,base_fee_gwei,equivalent_l1_tx_fee,avg_l1_fee_scalar,avg_l1_blob_fee_scalar,active_secs_per_day,l2_num_txs_per_day_per_block,num_user_txs_per_second,l2_gas_used_per_block,l2_gas_used_per_second,l2_eth_fees_per_block,l2_eth_fees_per_second,chain_name,chain_raw
2024-09-07,OP Mainnet,mainnet,10,2.0,652221,43200,43200,338,608683,585398,63359,212889669158,3032865216,15852786484032.0,3075971329315008.0,488720782,189563141.26447704,990846539389.4174,192257402191267.8,0.0,3075971329315008.0,3032865216,481488166,210899755223,5.3539779814394315,4.331226138175e-07,0.02698245292389627,5.326995528515531,0.026982452731572563,1.9232384152736445e-10,0.2765221275410621,5.050473400974505,4079702164,4011616024,189554076.0,189554076.0,1.701982072966321,1.000345579815033e-09,0.025258424424831116,0.0013111543313489135,359.10993588828177,5227.0,1014213.0,86400.0,14.089884259259259,7.0449421296296295,4928001.60087963,2464000.800439815,0.00012393467549628315,6.196733774814157e-05,op,op
2024-09-08,OP Mainnet,mainnet,10,2.0,632565,43200,43200,134,589228,569854,62931,218190365192,2919658511,15261055036997.0,2961155617416843.0,471475873,182487278.765795,953861006108.811,185080970458893.25,0.0,2961155617416843.0,2919658511,464334717,216220742016,6.76785254803066,3.84065607063e-07,0.017982618749887887,6.749869929280792,0.01798261856418221,1.8570565341993038e-10,0.2825832221809672,6.467286707099837,3922322788,3854860212,182478656.9375,182478656.9375,1.1782772570077251,1.003375185475685e-09,0.03121749498381285,0.001306920046366582,249.24297503627184,5227.0,1014213.0,86400.0,13.639537037037037,6.819768518518519,5050702.897962963,2525351.4489814816,0.00015666325342663566,7.833162671331783e-05,op,op
2024-09-06,OP Mainnet,mainnet,10,2.0,776760,43200,43200,152,733406,683219,66418,218779491348,3105213141,16230949088007.0,3149347535373033.0,488057270,194087001.96174103,1014492759254.026,196845560520623.62,0.0,3149347535373033.0,3105213141,480909095,216805416150,18.217046275653516,2.2283132808845e-06,0.14041576180278778,18.076630513850695,0.14041576160480446,1.9798401028364168e-10,4.671335617037885,13.405294896812768,3905763836,3838032644,194075821.3125,194075821.3125,8.65056932246023,1.0057834455108144e-09,0.08337720908846734,0.021546212728403222,1669.0199049871096,5227.0,1014213.0,86400.0,16.976990740740742,8.488495370370371,5064340.0775,2532170.03875,0.00042169088601049805,0.00021084544300524903,op,op
2024-09-10,OP Mainnet,mainnet,10,2.0,632867,43200,43200,145,589521,565305,74198,216037380326,3329568697,17403655579219.0,3376891856890461.0,560572120,208107909.2414042,1087780041604.8196,211065746955452.2,0.0,3376891856890461.0,3329568697,553424496,214066626843,9.707127040436182,8.484912366620001e-07,0.09656714057958843,9.610559899856609,0.09656714036551045,2.1407750868842237e-10,0.794099311141755,8.816460588714849,4813189468,4745428188,208098043.5625,208098043.5625,5.548410596102784,1.0142695650169887e-09,0.04489518072756456,0.0037095894995540805,1144.6289999725243,5227.0,1014213.0,86400.0,13.646319444444444,6.823159722222222,5000865.285324074,2500432.642662037,0.00022470201482491163,0.00011235100741245582,op,op
2024-09-11,OP Mainnet,mainnet,10,2.0,651039,43200,43200,153,607686,577239,71703,216197948316,3412667955,17838015400785.0,3461172204644415.0,560599264,213302137.268016,1114930271499.9248,216333800545007.56,0.0,3461172204644415.0,3412667955,553447548,214226380743,10.600997915559299,1.010107992759e-06,0.05193676708552278,10.54906114847381,0.05193676686909388,2.164288189056555e-10,1.6217488419749393,8.927312306498868,4959692692,4892071668,213291747.1875,213291747.1875,2.9114313304896684,1.0004392056362305e-09,0.0492425867994714,0.007570257390104037,610.7978114322602,5227.0,1014213.0,86400.0,14.066805555555556,7.033402777777778,5004582.136944445,2502291.0684722224,0.00024539347026757635,0.00012269673513378817,op,op
2024-09-05,OP Mainnet,mainnet,10,2.0,729090,43200,43200,205,685685,654704,69449,217244440907,3391844138,17729169309326.0,3440052418733394.0,523096091,212001860.9273679,1108133727067.3484,215015043376728.34,0.0,3440052418733394.0,3391844138,515922471,215264836861,14.919138988845553,4.6784412479300004e-07,0.07279704436715866,14.846341944478405,0.07279704414959468,2.1756368688918082e-10,1.2898927750584621,13.556449169419933,4390236944,4322439240,211990258.625,211990258.625,4.105836251483674,1.0118533279728021e-09,0.0689677987402324,0.005992120189566152,868.7394677539344,5227.0,1014213.0,86400.0,15.872337962962963,7.936168981481481,5028806.502476851,2514403.2512384257,0.00034535043955661004,0.00017267521977830502,op,op
2024-09-09,OP Mainnet,mainnet,10,2.0,667398,43200,43200,169,624029,598467,66604,216204786335,3158232949,16508083624423.0,3203120913904137.0,523904913,197399783.54304796,1031808668579.5133,200205426666545.22,0.0,3203120913904137.0,3158232949,516749133,214232599175,11.589623485875507,7.003186381430001e-07,0.08064938306103413,11.508974102814499,0.08064938285838134,2.0265254722323216e-10,1.9339225121948738,9.575051590619648,4296006072,4228301520,197389559.3125,197389559.3125,4.8851904654393055,1.0122227792008352e-09,0.05372186187879451,0.009027209302609987,977.6707439587045,5227.0,1014213.0,86400.0,14.445115740740741,7.222557870370371,5004740.424421296,2502370.212210648,0.0002682783214323034,0.0001341391607161517,op,op
2024-09-08,Zora,mainnet,7777777,2.0,144035,43200,43200,32,100783,100554,18843,33009992850,229882405,4597648100000.0,145668204281920.0,29863340,14368870.67597902,287377413519.5803,9105036068023.568,0.0,145668204281920.0,229882405,22766380,31055101103,0.23119917302127777,2.17319641833e-07,0.005374533794825453,0.22582463922645477,0.005374533785689361,9.136094788856279e-12,7.861392803224934e-06,0.22581677783365,230658224,163513492,14367650.3125,14367650.3125,1.168874985848245,1.0034110657577316e-09,0.007271740590296634,2.531433653090124e-07,36.655896947783724,20000.0,633664.0,86400.0,2.332939814814815,1.1664699074074074,764120.2048611111,382060.10243055556,5.351832708825874e-06,2.675916354412937e-06,zora,zora
2024-09-07,Zora,mainnet,7777777,2.0,148614,43200,43200,29,105374,105119,20907,37240581381,239849460,4796989200000.0,151983968221440.0,30719497,14991847.05150807,299836941030.1614,9499793770046.797,0.0,151983968221440.0,239849460,23623989,35285694051,0.06836518622541925,2.2988135920100002e-07,0.008121455735277896,0.06024373049014121,0.008121455725773925,9.50396004076354e-12,8.948871355699906e-06,0.060234781618785704,234477640,167332308,14990591.25,14990591.25,1.692886988782554,1.0004385459112515e-09,0.0017073131791900782,2.536118842601139e-07,59.31591407162672,20000.0,633664.0,86400.0,2.439212962962963,1.2196064814814815,862050.4949305556,431025.2474652778,1.5825274589217418e-06,7.912637294608709e-07,zora,zora
2024-09-06,Zora,mainnet,7777777,2.0,144801,43200,43200,38,101557,100775,19673,36398088543,231441278,4628825560000.0,146656005982592.0,30835229,14466321.58664704,289326431732.94183,9166787201881.137,0.0,146656005982592.0,231441278,23735813,34441161539,0.10211318641441407,3.761138325985e-07,0.03507365439027714,0.06703953202413693,0.035073654381061366,9.215740978391204e-12,8.738294875735927e-06,0.06703079372926123,233669996,166285868,14465079.875,14465079.875,7.5765898293563545,1.0053399765620023e-09,0.0019464945149490272,2.537166136467569e-07,282.2464206140411,20000.0,633664.0,86400.0,2.3508564814814816,1.1754282407407408,842548.3459027777,421274.1729513889,2.3637311670003257e-06,1.1818655835001628e-06,zora,zora
