excess_blob_gas,blob_base_fee_dencun,blob_base_fee_pectra
146931712,13001537595304164555,5529194556612
147062784,13522144072037700657,5675826339859
147193856,14063596633872644303,5826346733774
147324928,14626729989095232509,5980858859662
147456000,15212412287398690145,6139468579503
147587072,15821546422733122423,6302284559570
147718144,16455071460482515643,6469418347828
147849216,17113964049526475402,6640984448176
147980288,17799239960379692301,6817100406136
148111360,18511955637048163245,6997886881982
148242432,19253209814809794536,7183467732958
148373504,20024145224578465887,7373970106759
148504576,20825950371255500571,7569524519727
148635648,21659861325809197071,7770264946679
148766720,22527163679152694402,7976328921596
148897792,23429194473476487347,8187857622725
149028864,24367344316916019651,8404995968535
149159936,25343059477212006342,8627892728205
149291008,26357844134152864278,8856700612345
149422080,27413262720574062644,9091576376690
149553152,28510942290062843902,9332680943689
149684224,29652575052669783651,9580179498080
149815296,30839920969293354600,9834241605392
149946368,32074810500570985074,10095041324141
150077440,33359147375381538657,10362757336887
150208512,34694911558641738002,10637573056194
150339584,36084162299758097127,10919676767875
150470656,37529041301422751495,11209261745942
150601728,39031776028070564957,11506526391465
150732800,40594683119518400606,11811674359151
150863872,42220172017839400924,12124914717088
150994944,43910748605784166858,12446462066623
151126016,45669019119907261853,12776536716531
151257088,47497694153767661234,13115364795498
151388160,49399592840222748741,13463178441091
151519232,51377647193611893953,13820215957364
151650304,53434906633560190009,14186721940459
151781376,55574542683528531364,14562947506618
151912448,57799853876211733541,14949150404369
152043520,60114270776437752284,15345595232778
152174592,62521361364080722566,15752553604028
152305664,65024836469618305618,16170304333670
152436736,67628555515246299420,16599133621932
152567808,70336532460156771288,17039335267338
152698880,73152941990383012289,17491210874407
152829952,76082125975775248929,17955070016754
152961024,79128600078686132547,18431230500278
153092096,82297060841484220912,18920018543251
153223168,85592392867631335296,19421769030275
153354240,89019676277515255950,19936825720007
153485312,92584194682929820642,20465541477707
153616384,96291443259324866765,21008278554973
153747456,100147137146128894463,21565408763190
153878528,104157220401130633000,22137313829625
154009600,108327875105428358750,22724385557133
154140672,112665530782316011066,23327026170081
154271744,117176874536325696951,23945648547074
154402816,121868861104340113315,24580676508322
154533888,126748723839789643638,25232545132073
154664960,131823985592544248047,25901701014844
154796032,137102470587829794562,26588602628799
154927104,142592316196711890363,27293720561415
155058176,148301985782612099829,28017537898984
155189248,154240281435883497529,28760550568094
155320320,160416357867705278474,29523267593986
155451392,166839736234990566512,30306211528624
155582464,173520318931475365295,31109918805218
155713536,180468405006509138380,31934940034121
155844608,187694705764977137330,32781840449041
155975680,195210361394199914174,33651200305567
156106752,203026958330966072327,34543615189199
156237824,211156546786470529856,35459696523975
156368896,219611659479123574105,36400071920069
156499968,228405331146199408820,37365385656880
156631040,237551118276107003013,38356299091277
156762112,247063120245925315541,39373491098430
156893184,256956000999471832472,40417658606898
157024256,267245011652935137603,41489516946544
157155328,277946014006070892909,42589800516173
157286400,289075504921334193920,43719263106170
157417472,300650642055681706927,44878678546347
157548544,312689269857607032061,46068841175736
157679616,325209947386262720332,47290566376422
157810688,338231976825074831687,48544691194342
157941760,351775433282467241107,49832074830478
158072832,365861195676940087904,51153599335022
158203904,380510978988851643852,52510170070090
158334976,395747367697013655851,53902716441752
158466048,411593850597448366788,55332192533192
158597120,428074857153290573598,56799577702231
158728192,445215794668239960846,58305877282007
158859264,463043088165570329864,59852123266017
158990336,481584220653359827517,61439374988450
159121408,500867775612074288912,63068719905297
159252480,520923481051309345585,64741274359545
159383552,541782255506989518914,66458184196867
159514624,563476255113818671214,68220625704846
159645696,586038924030343375878,70029806411868
159776768,609505045439673780859,71886965769396
159907840,633910795476353167330,73793376177470
160038912,659293798327609697315,75750343722113
160169984,685693185254815701119,77759209187468
160301056,713149654397598987367,79821348880596
160432128,741705532982849040570,81938175615470
160563200,771404843854518318285,84111139631760
160694272,802293371845077252853,86341729699939
160825344,834418735658903891572,88631474002810
160956416,867830460822481405464,90981941353083
161087488,902580055246494526580,93394741990580
161218560,938721090257257048572,95871529082030
161349632,976309281306139339387,98413999437288
161480704,1015402575791170407374,101023894994456
161611776,1056061240701431423332,103703003833498
161742848,1098347956176724371462,106453161419908
161873920,1142327913050380156403,109276251976633
162004992,1188068911377656326637,112174209656093
162136064,1235641467208948257010,115149019856557
162267136,1285118919337985637692,118202720714671
162398208,1336577543102402444784,121337404381145
162529280,1390096669104346095121,124555218433829
162660352,1445758803460725984310,127858367497246
162791424,1503649756336068069413,131249114623903
162922496,1563858773478649401575,134729782826148
163053568,1626478675449829859591,138302756871508
163184640,1691605998254822041095,141970484511384
163315712,1759341143853295098054,145735478731903
163446784,1829788534492760366803,149600318885597
163577856,1903056773139181238924,153567652904814
163708928,1979258812910518414783,157640198818687
163840000,2058512128389479928427,161820746865574
163971072,2140938898434383032809,166112161205191
164102144,2226666194308068284584,170517381964188
164233216,2315826175361722471474,175039427180116
164364288,2408556292912856320266,179681395046282
164495360,2504999501994494640249,184446465799146
164626432,2605304481981483860414,189337904197851
164757504,2709625865579325403888,194359061319390
164888576,2818124477193332894692,199513377251681
165019648,2930967581171253010675,204804383449692
165150720,3048329139170664417593,210235704738101
165281792,3170390079638891304337,215811062188608
165412864,3297338573249444312151,221534275758593
165543936,3429370327744292403458,227409266351841
165675008,3566688886678368175890,233440059027784
165806080,3709505943778239922498,239630785761033
165937152,3858041669545777937096,245985687752159
166068224,4012525051258189839201,252509118862732
166199296,4173194242631959912274,259205548596583
166330368,4340296936273242809452,266079564607858
166461440,4514090742988788573624,273135876493618
166592512,4694843585597676446299,280379318570859
166723584,4882834118335717055915,287814853550713
166854656,5078352153430248764078,295447575647039
166985728,5281699104080411956548,303282714069356
167116800,5493188456152205297620,311325637037496
167247872,5713146248455503803799,319581854545683
167378944,5941911570876289211831,328057023441391
167510016,6179837096487487956941,336756949959302
167641088,6427289614567167709643,345687594712431
167772160,6684650607155575895946,354855076227661
167903232,6952316825326787079838,364265675199911
168034304,7230700913396552098212,373925839123760
168165376,7520232032034694374744,383842186210709
168296448,7821356533202289176376,394021510597234
168427520,8134538634518673589237,404470786040663
168558592,8460261149141119435555,415197171535286
168689664,8799026217422659995744,426208016207366
168820736,9151356085921628227943,437510863487298
168951808,9517793919676846697712,449113457151485
169082880,9898904626343580104662,461023746653759
169213952,10295275735990119629537,473249891628678
169345024,10707518301735317983151,485800268433447
169476096,11136267852399100855229,498683475874972
169607168,11582185356473192856008,511908340139587
169738240,12045958251861511103048,525483921989654
169869312,12528301499713267593277,539419522110887
170000384,13029958698150998715999,553724688223893
170131456,13551703212229106888564,568409221045102
170262528,14094339376159626785465,583483181221296
170393600,14658703732007500148587,598956895975518
170524672,15245666317802542888857,614840966642655
170655744,15856132010359644005852,631146276091980
170786816,16491041918684831161801,647883994961495
170917888,17151374836451099743616,665065590751067
171048960,17838148749406316078578,682702834926597
171180032,18552422405663216245815,700807810799319
171311104,19295296947853829648743,719392922700179
171442176,20067917610006478802002,738470903324365
171573248,20871475483741064056247,758054823848237
171704320,21707209354247999672134,778158101081776
171835392,22576407610371832601642,798794508111823
171966464,23480410229923690662893,819978183854261
172097536,24420610846584228808726,841723641086760
172228608,25398458902828199670253,864045777973484
172359680,26415461863297343108279,886959888420457
172490752,27473187570632707914216,910481670693205
172621824,28573266642004121410307,934627239945279
172752896,29717394993818835329180,959413139427309
172883968,30907336430489971913875,984856349716725
173015040,32144925401854844799420,1010974302403485
173146112,33432069806942635089028,1037784892042272
173277184,34770753947768729196291,1065306486407980
173408256,36163041558472442393495,1093557941310838
173539328,37611079041359144671560,1122558612012532
173670400,39117098710789286946995,1152328367745729
173801472,40683422293761018251403,1182887604280978
173932544,42312464482555838861960,1214257258346619
174063616,44006736633138131143282,1246458821409555
174194688,45768850696489849084870,1279514355756823
174325760,47601523172562628851757,1313446507925655
174456832,49507579376929954985680,1348278526276447
174587904,51489957712835579547645,1384034273475173
174718976,53551714287291164926348,1420738247866361
174850048,55696027532839791795169,1458415595019246
174981120,57926203201826457960897,1497092128851108
175112192,60245679378411692777725,1536794347314875
175243264,62658031811088340410021,1577549450644566
175374336,65166979471206256451305,1619385361367902
175505408,67776390203501596420617,1662330742081352
175636480,70490286726137349687323,1706415014796590
175767552,73312852880819886885079,1751668383045654
175898624,76248439992117071268841,1798121850684421
176029696,79301573636528730462865,1845807243225414
176160768,82476960584278242368433,1894757231444235
176291840,85779496128293511678878,1945005351766894
176422912,89214271522587961763080,1996586029502325
176553984,92786581904032997525238,2049534604809084
176685056,96501934439272103093640,2103887351664693
176816128,100366056787233971764705,2159681510081215
176947200,104384906018691253224708,2216955304385767
177078272,108564677673880438063753,2275747974477704
177209344,112911815396054232814334,2336099799526532
177340416,117433020840706320107658,2398052128458384
177471488,122135264014035630590651,2461647405892792
177602560,127025794013626345463297,2526929202045854
177733632,132112150206167282585867,2593942241904769
177864704,137402173844481810882527,2662732438063478
177995776,142904020166384448594000,2733346920011209
178126848,148626170956453716308654,2805834066055450
178257920,154577447627277485124689,2880243539243757
178388992,160767024852272538680715,2956626318010824
178520064,167204444575924660993255,3035034735375568
178651136,173899630918571417245928,3115522508476281
178782208,180862905349489965552547,3198144780888710
178913280,188105002631516965723610,3282958160637693
179044352,195637087365812515786758,3370020752892787
179175424,203470771245574888406242,3459392205645238
179306496,211618130792996985444685,3551133751077478
179437568,220091726228064023760340,3645308240789711
179568640,228904620707991579765925,3741980195284094
179699712,238070400318882933000064,3841215848676420
179830784,247603195307551080299933,3943083186775499
179961856,257517701726040225050640,4047652001722179
180092928,267829203921665035403622,4154993934330965
180224000,278553598425366598259274,4265182527764416
180355072,289707418289115859786380,4378293274241152
180486144,301307858411451907467839,4494403667783541
180617216,313372802446283994242839,4613593256547224
180748288,325920849892014066181449,4735943700738817
180879360,338971345267772084194170,4861538823291939
181010432,352544407412877947048364,4990464673238836
181141504,366660961045572159497725,5122809579931066
181272576,381342768457152707351842,5258664215274541
181403648,396612463650583308398768,5398121654123126
181534720,412493586609493637727826,5541277442754881
181665792,429010620248573010038988,5688229658237135
181796864,446189027566394126709641,5839078983455220
181927936,464055291129658970812777,5993928764590254
182059008,482636954216101233813237,6152885091921521
182190080,501962662694620971188351,6316056872809203
182321152,522062209463996204390721,6483555895678522
182452224,542966580705615743909152,6655496916851257
182583296,564708003029654653246806,6831997740174161
182714368,587319993558550325037301,7013179285614278
182845440,610837411397080190827602,7199165683594037
182976512,635296511823299398142083,7390084361215535
183107584,660735001498737733191308,7586066115845131
183238656,687192097037280816135211,7787245220272478
183369728,714708585384556090001182,7993759503498317
183500800,743326886642600874915862,8205750454599404
183631872,773091119518749845034517,8423363312490385
183762944,804047169310777376683391,8646747167514759
183894016,836242758642299699033746,8876055061205936
184025088,869727520891085188701434,9111444099311064
184156160,904553077357206003928218,9353075548433308
184287232,940773115821241356150379,9601114957025504
184418304,978443474222200715779942,9855732261431319
184549376,1017622225763146087582242,10117101904647419
184680448,1058369769570547049259959,10385402952758421
184811520,1100748923115530667732721,10660819226336389
184942592,1144825019165352889056359,10943539415260715
185073664,1190666006549501600559082,11233757222146793
185204736,1238342554910171267787035,11531671473962810
185335808,1287928163598883922342021,11837486277236194
185466880,1339499275341483809092054,12151411157889843
185597952,1393135392936714124746936,12473661184539396
185729024,1448919203455508515456258,12804457135962196
185860096,1506936704623557213461977,13144025654292894
185991168,1567277337707513938177763,13492599376510232
186122240,1630034125664244789284904,13850417115886316
186253312,1695303815338792815912864,14217724028231862
186384384,1763187028432815911133472,14594771753999387
186515456,1833788415788410848502376,14981818619370129
186646528,1907216817631349051665720,15379129793007993
186777600,1983585433743758489315433,15786977483652704
186908672,2063011995182174072886600,16205641115271782
187039744,2145618948324269935785406,16635407517349596
187170816,2231533642557779837926150,17076571135047537
187301888,2320888525348692540676363,17529434217230417
187432960,2413821349293255141718066,17994307029062420
187564032,2510475381098363933821248,18471508057940707
187695104,2610999626021540498901513,18961364247746705
187826176,2715549053810224377643907,19464211202689205
187957248,2824284841536896400684240,19980393442368233
188088320,2937374618551258838652697,20510264602342125
188219392,3054992726376974073822572,21054187706216192
188350464,3177320489153660226349243,21612535410561056
188481536,3304546489346614098889996,22185690250556506
188612608,3436866862952418754065755,22774044903956501
188743680,3574485597916743157327943,23378002457087292
188874752,3717614850673644871049370,23997976698771718
189005824,3866475272254889920503145,24634392383553128
189136896,4021296351062672072128498,25287685525267856
189267968,4182316762499189586592886,25958303713367224
189399040,4349784739758290537551713,26646706400024692
189530112,4523958454890987016220270,27353365215178449
189661184,4705106420126665575065508,28078764310654417
189792256,4893507897006244091430652,28823400669954147
189923328,5089453329979757859066927,29587784458305462
190054400,5293244793552629818337709,30372439358993803
190185472,5505196457768627820950404,31177902953503663
190316544,5725635072746044449757817,32004727096474681
190447616,5954900472309030255039013,32853478242286017
190578688,6193346097651264690840879,33724737893997394
190709760,6441339542778641668105417,34619102958296553
190840832,6699263120557865161596691,35537186190541575
190971904,6967514452660025088426430,36479616584643325
191102976,7246507082009685118057241,37447039818359371
191234048,7536671110878814249754250,38440118678728683
191365120,7838453863345257081428088,39459533553286143
191496192,8152320575444117827582544,40505982860847644
191627264,8478755112144231375995329,41580183532264418
191758336,8818260713139305915257513,42682871531258906
191889408,9171360768797385718214844,43814802318272035
192020480,9538599629103280297369048,44976751422680008
192151552,9920543435179141547127683,46169514893455440
192282624,10317781003031157129027286,47393909912758964
192413696,10730924724280556458685343,48650775361605777
192544768,11160611513759300150391287,49940972314103728
192675840,11607503783440753468973867,51265384708798870
192806912,12072290475896974942859894,52624919949285000
192937984,12555688118111577933600903,54020509450631507
193069056,13058441930353531716490020,55453109355566086
193200128,13581326966258006597898046,56923701194172033
193331200,14125149323246963109887962,58433292464024198
193462272,14690747366931178597280685,59982917429839835
193593344,15278993040001016381715778,61573637750289421
193724416,15890793199562035507517688,63206543271226753
193855488,16527091006962907769284968,64882752727352733
193986560,17188867400733205157034126,66603414520216673
194117632,17877142586119304800127713,68369707487127910
194248704,18592977632058433081011956,70182841763324010
194379776,19337476081366847615377419,72044059544010970
194510848,20111785678667703344463811,73954635998698253
194641920,20917100115756507869888031,75915880099484376
194772992,21754660882228723921188794,77929135529202614
194904064,22625759190593824493572672,79995781584560279
195035136,23531737940087621463679350,82117234180651000
195166208,24473993818897335048899814,84294946765259896
195297280,25453979428516565624947791,86530411306166013
195428352,26473205539654546100425370,88825159380888347
195559424,27533243412249467138678935,91180763137095169
195690496,28635727237498669982912162,93598836493063445
195821568,29782356627497768098127398,96081036062638013
195952640,30974899255221106070070301,98629062444078171
196083712,32215193569247588073404777,101244661389383748
196214784,33505151649708293149934506,103929624837121681
196345856,34846762123540975070735727,106685792334391030
196476928,36242093251220107702216962,109515052147248561
196608000,37693296110632289484974909,112419342683966485
196739072,39202607913274024939062932,115400653727179502
196870144,40772355452593130554019142,118461027792414653
197001216,42404958690858393225969511,121602561626742516
197132288,44102934491083730001259783,124827407556446954
197263360,45868900495881942686617896,128137774977955881
197394432,47705579163319655916489945,131535931847934415
197525504,49615801963409021947106242,135024206342356574
197656576,51602513744588987539823219,138604988301412172
197787648,53668777272166319777665864,142280731019975469
197918720,55817777950461851226235551,146053952813947147
198049792,58052828733527962271573536,149927238785731235
198180864,60377375231883475967893294,153903242555768199
198311936,62795001026433316355422416,157984688193142537
198443008,65309433190031665638848764,162174371923695660
198574080,67924548046737875447686107,166475164266023365
198705152,70644377101184430377321217,170890011679480116
198836224,73473113322162460835100004,175421938855945779
198967296,76415117561783344078221558,180074050788043807
199098368,79474925287974001142657757,184849534633898658
199229440,82657253591897289559501899,189751662153983829
199360512,85967008404293952003306085,194783791981339761
199491584,89409292141305582743875298,199949371628054241
199622656,92989411529928663066147577,205251940111824201
199753728,96712885742360436615406897,210695130430663141
199884800,100585454996865070064842233,216282671699122157
200015872,104613089361139513812214650,222018392101125495
200146944,108801997905176480301266301,227906221220212868
200278016,113158638392446889956698629,233950192971627126
200409088,117689727092614432819517231,240154448186396748
200540160,122402249286454573515439478,246523237452506835
200671232,127303469878003443931352260,253060924266084474
200802304,132400944753757921861000515,259771987517589637
200933376,137702532268485200532307488,266661025276426741
201064448,143216405528753956676987151,273732757211326456
201195520,148951064815356821690107091,280992028356223679
201326592,154915350871524365748634725,288443812101142511
201457664,161118458370957207069746004,296093213935715034
201588736,167569950153309182890938297,303945474457722718
201719808,174279772054426412987539031,312005973394807312
201850880,181258268082535580185986949,320280233200214269
201981952,188516196430933609252840918,328773922731649281
202113024,196064746169253198692826810,337492861157956387
202244096,203915554302692053417691736,346443021907251383
202375168,212080723836456297474711086,355630536968103468
202506240,220572842367550127129409546,365061700875435508
202637312,229405001633217685484337937,374742975001231125
202768384,238590817478445672595277838,384680992247724498
202899456,248144450990378972097746103,394882561323096026
203030528,258080630294829743511180700,405354671413719121
203161600,268414673256262123313202112,416104497250079542
203292672,279162511099808965331000279,427139403717922374
203423744,290340712917160388548298138,438466951047588205
203554816,301966511398384268314781813,450094899819353222
203685888,314057829127586951626568446,462031216553591241
203816960,326633306387337673773729035,474284079256989396
203948032,339712329850218819142047767,486861882362904050
204079104,353315062476596112996905567,499773243251735964
204210176,367462474575713716337300990,513027007612479174
204341248,382176376166416076583226967,526632256092792629
204472320,397479450631998514545259893,540598309494373474
204603392,413395289455836504694526087,554934736606061800
204734464,429948428961978255392634671,569651359304107394
204865536,447164387890559133508581538,584758260336537759
204996608,465069706801443537141226054,600265789727172483
205127680,483691988988876785644023813,616184571816830094
205258752,503059943031874805768462624,632525512972415270
205389824,523203427152853415447227612,649299808535020243
205520896,544153494888200369722328946,666518951167857750
205651968,565942443475961714967606882,684194737700620055
205783040,588603863407205701308749768,702339278146654723
205914112,612172689915995326161398741,720965003947476947
206045184,636685257400263259663023082,740084675618341298
206176256,662179355051363643132410887,759711392371279791
206307328,688694285327845428240893990,779858601159290956
206438400,716270924108270257579732417,800540104871335378
206569472,744951784459407542071833839,821770072924822325
206700544,774781081289779627802912550,843563050166508679
206831616,805804800321012457518522479,865933967541664398
206962688,838070768633143052200980990,888898151783602290
207093760,871628728008075050082996722,912471335857690109
207224832,906530412518724113165985226,936669670356550543
207355904,942829627200823102069020704,961509734012124000
207486976,980582332143897469373513003,987008545206658288
207618048,1019846727727115727824409500,1013183573380620381
207749120,1060683344780259350947355792,1040052751750040275
207880192,1103155138396832271099258502,1067634488626511537
208011264,1147327583833171764750531316,1095947680996189120
208142336,1193268778796852222604504600,1125011726742140495
208273408,1241049547244962957823604818,1154846538152897796
208404480,1290743549006251861309067659,1185472555321867573
208535552,1342427394017857914714977249,1216910760953285077
208666624,1396180759225610996427180690,1249182693932225308
208797696,1452086512162931398538703091,1282310464029895552
208928768,1510230838345487816839706123,1316316767984109662
209059840,1570703374979383206637878596,1351224903799007940
209190912,1633597347861350249242520477,1387058788290337111
209321984,1699009715925716566853603855,1423842971247769471
209453056,1767041320540048956593563625,1461602654183781252
209584128,1837797040673725660848207002,1500363707602022451
209715200,1911385955706040924250487751,1540152686680005786
