Address,Has voted,Has published,Published at,Created at,Updated at,Projects in ballot,Votes
0xEee718c1e522ecB4b609265db7A83Ab48ea0B06f,true,true,2023-11-12T11:52:33.638Z,2023-11-08T14:15:22.007Z,2023-11-12T11:52:33.638Z,129,"[{""amount"":""30000"",""projectId"":""0xa3a9f7442c1e971a696a7f70f7eea524eff2a8685d279b143506a8f3cca22924""},{""amount"":""300000"",""projectId"":""0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a""},{""amount"":""25000"",""projectId"":""0x257a1cd3636dacb61acfaf682f07d3753453246858145ba32c5de11284bd9c5a""},{""amount"":""50000"",""projectId"":""0x60085a98f5c48d97a28d7b45d193f9a734d1704e257df91827459b09565e0e47""},{""amount"":""50000"",""projectId"":""0xaee5d6c20a44b769b67767b8e691476d87b0b644784f635664c3f133c63e822b""},{""amount"":""30000"",""projectId"":""0x1d538cf069b0305b1e1ba23f59f4d305fb1e501c977f6a7a80e6e414caa36077""},{""amount"":""100000"",""projectId"":""0xea51114ddd4cd331be77a9318748c5e276a2b3c34c5e220558e6fb88483bec5c""},{""amount"":""2000000"",""projectId"":""0x2a1d784639add63bb313c3836b5dc1421d0a775d4cf7459c97bfbee95f39e26f""},{""amount"":""5000"",""projectId"":""0x3a6d7fdd39d0752fc14a0127b0ad5e5700c701ee7f359214121069e899969c58""},{""amount"":""80000"",""projectId"":""0xc7f3dfa39edf399c56c96c2c192f50e54e71faefd01a07a8b3d9e6d9471ed09c""},{""amount"":""70000"",""projectId"":""0x6655fe259700452b0452aad4b8c7589c745e7df2dccefe76d70701317fd9e3b8""},{""amount"":""2000000"",""projectId"":""0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76""},{""amount"":""80000"",""projectId"":""0x9d1718c287c5d346ddcdaba1ea67709d8c86fb86736fc38b0be12b118e938f47""},{""amount"":""30000"",""projectId"":""0xdc0face64ba51ddef44e2735f61245b27d54351a77d1a838b15d447e5ac6fcd0""},{""amount"":""50000"",""projectId"":""0x118a000851cf4c736497bab89993418517ac7cd9c8ede074aff408a8e0f84060""},{""amount"":""70000"",""projectId"":""0x18d58f3a1be99ab8f5cb887edc4681df50b513b47dfec961ed4ddce79d42b109""},{""amount"":""1000000"",""projectId"":""0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32""},{""amount"":""50000"",""projectId"":""0xf251eca6ba1ed9dd7203accd891e6d00b086a4af7d0b6bf19eb663a2eecaca84""},{""amount"":""50000"",""projectId"":""0x12da34c1a3904b0f73945a9d7babe8f5182000b737a7da1fc3777554589a2191""},{""amount"":""30000"",""projectId"":""0xa9833d02614a828dbce1c5a02c8c0bfd809fa0399db60f3ab9692a8421f01307""},{""amount"":""30000"",""projectId"":""0x64c29212540213b6f6e552332edc7fc08bd51680e3a748386b4b4ef0323f62db""},{""amount"":""150000"",""projectId"":""0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51""},{""amount"":""30000"",""projectId"":""0x44e382b0845c4bbe3695f5bc8218c1cf75e5c44d1868a08f10571871295ad042""},{""amount"":""1000000"",""projectId"":""0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b""},{""amount"":""80000"",""projectId"":""0x0517a9d930d480d5478b6b173e54376cd03ec48d17574baadde2a6322560c7a7""},{""amount"":""1000000"",""projectId"":""0x912e6971c43c3a46dbb82d1358af205530663ef01c2fb0691d843a9f72293689""},{""amount"":""100000"",""projectId"":""0x2b4aeb64146ded169a426bde053b3f9e9e925ee740a58149d92812114af83de6""},{""amount"":""60000"",""projectId"":""0x9ce4de6780a17ff4dfbab6b255157c5ee3aad755b83a7a38de5667bc6609f700""},{""amount"":""80000"",""projectId"":""0x8526b3343ae97a1859ff98d7f7d414ba2f47735d62a84b94f5aef514b5260aa6""},{""amount"":""500000"",""projectId"":""0x8bf38219babafdfd18899b481056e6b9dfdf5aed56e5b91a6490cbbc72ac70b0""},{""amount"":""200000"",""projectId"":""0x9e1829323c35d18c3b5366b75922da2d966c39abf4472b29f763cf09e150a09d""},{""amount"":""80000"",""projectId"":""0x09154033133226c880b4e0dbcf22d8e6a0e19eafe9c548787b6ec6ac92b0bc7d""},{""amount"":""40000"",""projectId"":""0xe74dbae19350be6155c66a28b65be982bf7b1a4db210695dde5ed2f53782a315""},{""amount"":""150000"",""projectId"":""0xda04cebe79ec8547116a948edfbdb87e48dcb0543b29b7276df53df579170f74""},{""amount"":""100000"",""projectId"":""0xef72bca84161d8ba1e471dbe58b8a3fef9cd56e697e885d78c6ec5c77e81b71a""},{""amount"":""500000"",""projectId"":""0x5b5cb12df644ca17fabd91825886b5491d1526befaec2924315b8e5971d26cf8""},{""amount"":""100000"",""projectId"":""0x9d8e8db50a93b8fc1c68f5a99a240d4a5665fa0fe67b45c093bf70542e97fea7""},{""amount"":""100000"",""projectId"":""0x625af78742d214ddceb8fdc2fb992333579e3787b1b270e940e82ff44f261ea3""},{""amount"":""100000"",""projectId"":""0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822""},{""amount"":""35000"",""projectId"":""0xbfff1e92ab7d10ccc59fc3f26df800c8c3c632e4ebe3c8f416aa2871569b18b7""},{""amount"":""35000"",""projectId"":""0x71e490b88c1fcd2eec579fd0d16da882c82aa9f86b8f7b0ae3ce2096139dc22f""},{""amount"":""150000"",""projectId"":""0xe9140c31f3a448f0f52124b3f9782f7947d698a686ceb20f77f60366670f3f8e""},{""amount"":""500000"",""projectId"":""0xfc31f53ebad145efbb22244d8bb6a7a34b226353b89675f46d04ed0089dd931b""},{""amount"":""500000"",""projectId"":""0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8""},{""amount"":""100000"",""projectId"":""0xd1dff3d8e1413ab2640763b44af7ef52d8a80f14bb04986f4804574aa71d6dca""},{""amount"":""250000"",""projectId"":""0x639313c5da7056c1827ea1609066c4746bf74d886936551b77a13f63406d3889""},{""amount"":""400000"",""projectId"":""0xde75c1d79d53e7864eca485bd594741b745f36cdafdc272cc7809407acb409db""},{""amount"":""250000"",""projectId"":""0xfcd835dcd49c065f771ddd79ee1a37a908645121a0a59c51738507d6c89ae06c""},{""amount"":""100000"",""projectId"":""0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084""},{""amount"":""250000"",""projectId"":""0x1fd47d4e1eb48f9423464b8fe00c9b2c490705e138082ac5c3b8ee7aa2258d3b""},{""amount"":""100000"",""projectId"":""0xa1ba547a93ddb2d5273ad0960f42b4c2d1a1dd92fe945b019787a937c5e9c705""},{""amount"":""100000"",""projectId"":""0xa0ef6246d5c1dc17417db2b0f2b0b3aa3113f9c6df5920e93ac1e0c639a5bd1e""},{""amount"":""100000"",""projectId"":""0x7d1e13db1b852828f7072e10fcfc179751c624f6a93929a3b5a4a6795d5bdec4""},{""amount"":""100000"",""projectId"":""0xb69bd7618a4186b861ac50e11d6ab546db2e435afd46d2da211fc64e84505bf3""},{""amount"":""80000"",""projectId"":""0xfb8c37a789f9b1e6344b85bccb943cc1402b03d99ade45620a6d69923939c911""},{""amount"":""100000"",""projectId"":""0x4ee85a3d39e87cfd1f59d5067668bcacfaf111b74bbd3d1fcbe6da166395f372""},{""amount"":""250000"",""projectId"":""0x7c45354a60d2e984beb565b698bd3c04a0901ca065bc788459023f03c3b1cfa2""},{""amount"":""60000"",""projectId"":""0x57f808acf22f28cb2bad6dfa0e86bc36f09569d4939fc3adfc83165d1e827d8d""},{""amount"":""500000"",""projectId"":""0x92a87cf038d881b99443a9157cd5649fe87a9df62511aaf72c5fe659ff8ef02b""},{""amount"":""300000"",""projectId"":""0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf""},{""amount"":""40000"",""projectId"":""0xfccc7c07d594efcee70f43a21fef3d041ccb420014f8415122c54e74c47dbe16""},{""amount"":""300000"",""projectId"":""0xc8c29a526ab223c3ed963b4eca6a2e462a5e7b7fa33bf443b17d17a0a60e208c""},{""amount"":""500000"",""projectId"":""0x75c17ab86592588357ebe8f116dab73c6a531ec20a5b23a1f57ae7d85dbb3549""},{""amount"":""150000"",""projectId"":""0x013249f25537a8abdd06d367538d0eab0c9e5e8e36dde210abe1e7da8dd89c9e""},{""amount"":""300000"",""projectId"":""0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb""},{""amount"":""80000"",""projectId"":""0x4fa4c7e69725d373c6c010ae9a56e26857a72d5797d8575eb4c7210a31bffbea""},{""amount"":""100000"",""projectId"":""0x0bcd7e1f59a78a15a8c481244aaba93b7f690aaece04ffc6e4a55e282afa309c""},{""amount"":""300000"",""projectId"":""0x2d8dc7a3cd967718d8f27253b4a3912653d308620007576ac0697ba65fecd985""},{""amount"":""100000"",""projectId"":""0x67ced2fcb164fe4806d9f1e10cb7a6ba4862530cd9d60a188e3dd3d5c6ce162d""},{""amount"":""400000"",""projectId"":""0x2133357c7f4da64fbf24b6edde526190e6f2396e9b2b7d5f0dde12ff9799867d""},{""amount"":""60000"",""projectId"":""0x7a1947b73ddb3943d864d089f552222edca3de46a42cbebf8d873f139aeef609""},{""amount"":""100000"",""projectId"":""0xaa5c01558feace0ee3dde7cca66d30b81b6f097f26405aa0a4e6fdc1885adf5b""},{""amount"":""900000"",""projectId"":""0x859d7ec1d7414662658b753da4559bfa6d091483fd0084b673a374e1c3cabf05""},{""amount"":""300000"",""projectId"":""0xf307abb7638c184e3836beb422abf8cd36b7fd2bbb4fbd0fdeadf7ab7047a8c8""},{""amount"":""100000"",""projectId"":""0x641fe0827e471069d6c0d2aa3a0688393aa20c3c845da252b4c8450cdee29630""},{""amount"":""500000"",""projectId"":""0x63506f0d71ed13eb435d76d593ad9d466dec78e7e19417538e8abde6e4d8ffe6""},{""amount"":""550000"",""projectId"":""0x09a432ebeb70fe4d205e410b028c0ac46b04aa9e1e96b9fafdeb8dc06dbb22e0""},{""amount"":""100000"",""projectId"":""0x3a4decc8b39d16b0eff1b41134bc9b9fcdba84292c2416766237125ad730072f""},{""amount"":""100000"",""projectId"":""0xc994fee0c5255f0bb044f3e0e86fc18ecb6243a10189e717f3269d430a0c507c""},{""amount"":""500000"",""projectId"":""0x092a8ce182f9443499d2a36b1b6bbcd5da9340360d82a38c921b6b5c46f1e67f""},{""amount"":""60000"",""projectId"":""0x35410b3bbfeec0b4474cf36141da039eaa8bdeea6c619ac4efa2095c934131da""},{""amount"":""100000"",""projectId"":""0xe3e819b9059115915280be91f45afb951f907e7ba9208cb9f979bc0d1e58a45e""},{""amount"":""300000"",""projectId"":""0xc6c2fa66bbe46ab4a041463f0414883b2c12bd4399355aa62d48b2e1b2669940""},{""amount"":""200000"",""projectId"":""0xfadf25227cc176c7ede5ca6453f663bf57947c42664768e00de9f71c1a907c41""},{""amount"":""100000"",""projectId"":""0x11d02544f79918bd8af9755f8a14e0188db0aadfaab274c6cf0b97d3da295ec7""},{""amount"":""400000"",""projectId"":""0x44be5b3d06daade4fd7a1c3e1bc9428926befe272b72c16f2d72dce66692af13""},{""amount"":""300000"",""projectId"":""0x5e97794e6f3b8af9c3b97da269e51387e788cb4b3c609d708aaa668538ef1de2""},{""amount"":""100000"",""projectId"":""0x2ef1439654b9728dc8e5412623d8fc1374bd6ab1ab919d018b39cf52613e4e4d""},{""amount"":""100000"",""projectId"":""0xcec7aea98b44a9e53c771a33664e9349c0cfd6d9bb769a40c2acb8baf1a3beb1""},{""amount"":""20000"",""projectId"":""0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0""},{""amount"":""100000"",""projectId"":""0xa771de85e1b955ba11b2cb314b940ab3d9aab65fd27900fd54c7f7011c969d46""},{""amount"":""500000"",""projectId"":""0x31588517386990050541aed3f6d4d5a370e30fcd5bf622886c1955ffc9565f52""},{""amount"":""300000"",""projectId"":""0xa0498cfa249bc5a542fa793407d47f31e0d090e1edf767bd1d72f7869bbbe534""},{""amount"":""400000"",""projectId"":""0x5c84f2c69cd6044c8a9275924a2c4040acbc8e31572260526d9b0bd028eabf04""},{""amount"":""100000"",""projectId"":""0xf3556b88ce615a95656a66b816dccd3aafa786e47905a2bf5f40af726c481ebd""},{""amount"":""100000"",""projectId"":""0x617e15a1edc68034cac85db6f0a4d3bb55418761ab7ba4fe26423c3806ff20e6""},{""amount"":""70000"",""projectId"":""0x0318efeb0360dac86e7d00df462f98e5b43b359cf6bc4f54ef857ea79d33ff0b""},{""amount"":""500000"",""projectId"":""0x610c90e43f00306d50b676c4b9f3c02612c121ba42137f9eac49dccc8d2d1d07""},{""amount"":""80000"",""projectId"":""0xa6d7790f101a9e2efc543a623d1f362f0707f2dc570caa96ac092926fb2bedfb""},{""amount"":""150000"",""projectId"":""0x4f382f942845103eace9ad3e46a817e5e95a1676974c58358c7c84d540fdd951""},{""amount"":""50000"",""projectId"":""0xa984f01496fcd682259ab15f5f02ab74eb841c30ede157e140921f3c6a1c54aa""},{""amount"":""500000"",""projectId"":""0x64f7a2367e5de2ebdcadd967385bc304f0221568276247dae792e86d608b402a""},{""amount"":""500000"",""projectId"":""0xd37644d60f063de12786ccd1bb192bdca7ead7aaed1707161943e0ce8bfb72ff""},{""amount"":""80000"",""projectId"":""0xaba3b78dec1a41f6529564b951c9f5277a079cf7c2b29e78e0802af97336eb31""},{""amount"":""200000"",""projectId"":""0xd623d6ed56a0f8bb9d891f8f3c84f7d76b12741c83103715ec061eaa5d80e27e""},{""amount"":""200000"",""projectId"":""0xf6c81f36041a6d90c828596ffa470e1fc4929cad6ade4242f3f8a9f37f66597e""},{""amount"":""70000"",""projectId"":""0x2eb508d0de065158c7ad478b90f5ad3bb34f530ae4eff096d2183a28e2d24930""},{""amount"":""150000"",""projectId"":""0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776""},{""amount"":""200000"",""projectId"":""0xb046f206a85340c9a5fd8a2580c50a959a5e12ce83472533cf7320481836c242""},{""amount"":""500000"",""projectId"":""0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815""},{""amount"":""250000"",""projectId"":""0x29a4b00f46a4eb31db8a962dfa202fe79f02ba3dc9dd49c98d993eb6189d72aa""},{""amount"":""150000"",""projectId"":""0x5673d6a413d360de74d262487bdb4e70cb357c4d890af9cd62a369b1d858416b""},{""amount"":""530000"",""projectId"":""0x17e2c8ce0820b7ff172084cd69c6c2b4cdbd65e20e8af8a8f2c96b8401fb22c7""},{""amount"":""150000"",""projectId"":""0x877ded44fae0833c412ef1b802419a7d6d9e668c6f92f1fb439dbbd40ca12b2d""},{""amount"":""100000"",""projectId"":""0x6ae2bf87fcbddb4d715add72ea987fcb9537ec19e3f859befeebeed533144e73""},{""amount"":""350000"",""projectId"":""0x9f375d025498e4a6e457e9bbd517f1c75395fbc521bb3300f85b02ed6cbbe5d1""},{""amount"":""34000"",""projectId"":""0xd06e2d03da9fd53c32acf2de3762498f40b4c64bc9982de571d638605e8db73e""},{""amount"":""80000"",""projectId"":""0x258d37e997650d7c83eba44f7210224fdb2afbf331e6e6dedb8bf6e83c75645c""},{""amount"":""80000"",""projectId"":""0xf6a4e9d22c8d7ee7fd67c5416493a53c3936a9c7fd4f26132bf29831fe7a0e8f""},{""amount"":""500000"",""projectId"":""0x356900a8a5aa893d522dfcd67cc89f6472f8793ea8cf41088b47833ff1c16b5f""},{""amount"":""150000"",""projectId"":""0x9ed643c855860e3fa9950a598af75c9810a39e2780c4227afe5bc8df865c067d""},{""amount"":""500000"",""projectId"":""0xae4aa2fec8bda8568083e9f482cd0a08c278959582fd6776ea1e55230a2a487a""},{""amount"":""80000"",""projectId"":""0x1189ec9f3fefecc6f06cc85b2ee87798bb78c54f541d8da5e29390ae8fa5bc2d""},{""amount"":""80000"",""projectId"":""0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815""},{""amount"":""6000"",""projectId"":""0xef1f798f5fad0d822ed7fe4fa3df93a48650be45c528b09cc455caff317a9aff""},{""amount"":""80000"",""projectId"":""0x72c4197430710848de6ad973ca7fe8a7e680174298608189a399222bc195b662""},{""amount"":""60000"",""projectId"":""0x9dd5aa707043c2286fdb625be1a5b46808a10aad3f137e89855683bcb260b013""},{""amount"":""100000"",""projectId"":""0x0d0e25080679f616ff720b738c084c971d67c39a9e0a9cdec4541f011376a72d""},{""amount"":""50000"",""projectId"":""0x19bb8ea55d16ee9859efbee9041d8d205023bf3a3c3e70d4a2a07627c3a1f41e""}]"
0x839395e20bbB182fa440d08F850E6c7A8f6F0780,false,false,,2023-11-12T14:21:09.745Z,,0,[]
0x894Aa5F1E45454677A8560ddE3B45Cb5C427Ef92,true,false,,2023-11-15T03:47:28.335Z,2023-11-15T03:59:59.710Z,1,"[{""amount"":""100000"",""projectId"":""0x85c5d3e6042e4c2e0ee421e480b749e83b0b741220fbbc50c7bf88eda47f213d""}]"
0x48A63097E1Ac123b1f5A8bbfFafA4afa8192FaB0,false,false,,2023-11-07T09:03:26.974Z,,0,[]
0x1d3bf13f8f7A83390d03Db5E23A950778e1d1309,true,false,,2023-11-12T14:35:51.624Z,2023-11-12T14:37:25.130Z,1,"[{""amount"":""0"",""projectId"":""0x55378093d61eafa2bc90b52e6719e48e518a33c4099169343b46dae452167bb9""}]"
0xa3EaC0016f6581AC34768C0D4B99DDcd88071c3C,true,false,,2023-11-08T18:40:51.933Z,2023-11-08T18:43:50.988Z,4,"[{""amount"":""10000"",""projectId"":""0x0eb54adbc7b4564eea0b18f9270d201dde386ad9aba771dff0cc0370ca4df523""},{""amount"":""10000"",""projectId"":""0xc2618c219f978482880af2ae3995632711a3c5a24039378e805604b1c1deee27""},{""amount"":""20000"",""projectId"":""0xd61045d17bdd1312b455d49bcaf58eab5f8eca9825d145aabc848507cd692d82""},{""amount"":""2960000"",""projectId"":""0x9a3872d9d2a22b3d9e0cd88a7169fbc897a3aea36159e62253be38c06cf97bb2""}]"
0x512fce9B07Ce64590849115EE6B32fd40eC0f5F3,true,false,,2023-11-07T18:31:30.996Z,2023-11-10T15:21:18.391Z,12,"[{""amount"":""1000000"",""projectId"":""0x91bba885bafc9e5144c7577f7159778277e17eb6073d4f6adf5acd3b31c9f1fc""},{""amount"":""5000000"",""projectId"":""0x8a98ca3820628543b412f97cfb5e9d0b75987432daf1d6199a658234727c8564""},{""amount"":""1000000"",""projectId"":""0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f""},{""amount"":""1000000"",""projectId"":""0x9a3872d9d2a22b3d9e0cd88a7169fbc897a3aea36159e62253be38c06cf97bb2""},{""amount"":""5000000"",""projectId"":""0x6ae2bf87fcbddb4d715add72ea987fcb9537ec19e3f859befeebeed533144e73""},{""amount"":""1000000"",""projectId"":""0x0e97cffc1c157bba2c4c02d38348539c76b07db6ba12f7cd4a52ba26794664aa""},{""amount"":""1000000"",""projectId"":""0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084""},{""amount"":""5000000"",""projectId"":""0xb223887547f0bd1560b4e472a18da5f8733792b7e334bf8009dd36346b91a8f8""},{""amount"":""1000000"",""projectId"":""0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652""},{""amount"":""1000000"",""projectId"":""0x5e97794e6f3b8af9c3b97da269e51387e788cb4b3c609d708aaa668538ef1de2""},{""amount"":""5000000"",""projectId"":""0x0bcd7e1f59a78a15a8c481244aaba93b7f690aaece04ffc6e4a55e282afa309c""},{""amount"":""3000000"",""projectId"":""0xda04cebe79ec8547116a948edfbdb87e48dcb0543b29b7276df53df579170f74""}]"
0x3B60e31CFC48a9074CD5bEbb26C9EAa77650a43F,false,false,,2023-11-21T02:32:30.684Z,,0,[]
0x5d36a202687fD6Bd0f670545334bF0B4827Cc1E2,true,false,,2023-11-08T11:58:36.466Z,2023-11-08T12:38:18.838Z,1,"[{""amount"":""1000"",""projectId"":""0xf48c8f1be7eecbf735c46a7d49cea0a493de50bfac64b4e1da5082a2e73bf24a""}]"
0xDCF7bE2ff93E1a7671724598b1526F3A33B1eC25,false,false,,2023-11-14T15:52:43.987Z,,0,[]
0xF68D2BfCecd7895BBa05a7451Dd09A1749026454,false,false,,2023-11-08T15:46:39.190Z,,0,[]
0x6Dc43be93a8b5Fd37dC16f24872BaBc6dA5E5e3E,false,false,,2023-11-09T11:01:06.888Z,,0,[]
0x7899d9b1181cbB427b0b1BE0684C096C260F7474,false,false,,2023-11-09T22:36:37.725Z,,0,[]
0x842bB1bb84CC8A3D6277b0ff9729d22D55E9C50B,false,false,,2023-11-08T05:27:15.938Z,,0,[]
0x57893e666BD15E886D74751B0879361A3383b57A,false,false,,2023-11-07T13:42:50.564Z,,0,[]
0x69E271483C38ED4902a55C3Ea8AAb9e7cc8617E5,false,false,,2023-11-07T15:50:32.668Z,,0,[]
0x396a34c10b11E33a4Bf6F3e6A419A23c54Ad34Fb,false,false,,2023-11-07T17:51:40.109Z,,0,[]
0x8Eb9e5E5375b72eE7c5cb786CE8564D854C26A86,false,false,,2023-11-09T16:32:21.221Z,,0,[]
0x5a5D9aB7b1bD978F80909503EBb828879daCa9C3,true,false,,2023-11-10T17:12:44.235Z,2023-11-13T08:07:43.577Z,3,"[{""amount"":""30000"",""projectId"":""0x5c84f2c69cd6044c8a9275924a2c4040acbc8e31572260526d9b0bd028eabf04""},{""amount"":""50000"",""projectId"":""0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776""},{""amount"":""20000"",""projectId"":""0x21ff2e7e147448cad238cf12c9622b73cd409d17d6b9443181f8ea4f3a044c86""}]"
