dt,active_secs_per_day,share_elapsed,name,alignment,avg_l2_base_fee_gwei,avg_l2_gas_price_gwei,num_l1_txs_inbox,l1_eth_fees_inbox,secs_between_l1_txs_inbox,num_l1_txs_output,l1_eth_fees_output,l1_gas_used_inbox,l1_gas_used_output,num_l1_txs_combined,l1_eth_fees_combined,l1_gas_used_combined,l1_eth_fees_total,l1_gas_used_total,l2_num_txs_per_day,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_users_per_day,l2_eth_fees_per_day,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_margin_l2_eth_fees_per_day,avg_l1_gas_price_on_l2,l1_gas_used_on_l2,l2_gas_used,l2_eth_fees_saved_per_day,l2_fee_eth_margin,l2_fee_pct_margin,l2_contrib_l2_eth_base_fees_per_day,l2_contrib_l2_eth_priority_fees_per_day,l1_gas_compression_ratio,calldata_bytes_l2_per_day,calldata_bytes_l1_inbox,calldata_bytes_user_txs_l2_per_day,l1_gas_used_user_txs_l2_per_day,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,collective_contribution,num_l1_txs_combined_7day,num_l1_txs_combined_30day,l1_eth_fees_combined_7day,l1_eth_fees_combined_30day,l1_eth_fees_combined_by_day,l2_eth_fees_by_day,l2_gas_used_by_day,l2_num_txs_by_day,pct_of_total_l1_eth_fees_combined_by_day,non_op_l1_eth_fees_by_day,non_op_l1_gas_used_by_day,pct_l1_eth_fees_by_day,pct_l1_gas_used_by_day,l2_num_txs_per_day_30dma,l2_eth_fees_per_day_30dma,l2_gas_used_30dma,l2_fee_eth_margin_30dma,l2_fee_pct_margin_30dma,collective_contribution_30dma,l2_contrib_l2_eth_fees_combined_by_day,l2_contrib_l2_eth_base_fees_by_day,l2_contrib_l2_eth_priority_fees_by_day,l1_margin_l2_eth_fees_combined_by_day,l2_fee_eth_margin_by_day,collective_contribution_by_day,l1_eth_fees_combined_projected,l2_num_txs_per_day_projected,l2_eth_fees_per_day_projected,l2_fee_eth_margin_by_day_projected,l2_gas_used_by_day_projected,collective_contribution_by_day_projected
2023-07-03 00:00:00.000 UTC,86400,,Base,OP Chain,,,1423,1.263634090525624,60.71679550245959,24,0.04133830638765519,6.2290064e+07,2.084328e+06,1447,1.3049723969132792,6.4374392e+07,2797.9301557654308,1.07484628799e+11,0,43200,0,0,0,0,0,-1.3049723969132792,,,2.170374888e+09,0,-1.3049723969132792,-Infinity,0,0,,1.1232e+07,2.038988e+06,0,0,20.28628659822254,19.832918037686582,0,1450.4285714285713,1441.6315789473683,1.3775044896032504,1.207460160149767,31.027328744709884,37.56208633953302,1.34274364452e+11,475202,0.00028003612189806494,2766.902827020721,1.05968753679e+11,0.01108938644546748,0.014103180491368113,3.0526315789473686,0.009881051646472478,2.167875880631579e+09,-1.1975791085032943,-0.9918166644560371,2.4702629116181196e-05,5.106184427205638,1.1303921415234974e-05,5.106173123284225,2.297431533329312,7.403615960534952,8.708588357448232,,,,,,
2023-07-03 00:00:00.000 UTC,,,Zora Network,OP Chain,,,145,0.8275474305883258,595.8620689655172,24,0.04131093512349289,4.1131812e+07,2.084364e+06,169,0.8688583657118187,4.3216176e+07,2797.9301557654308,1.07484628799e+11,,,,,,,,,,,,,,,,,,,2.385654e+06,,,20.119401269954402,19.819443784047746,,169.42857142857142,169.94736842105263,0.9690938339533925,0.7924075334819441,31.027328744709884,37.56208633953302,1.34274364452e+11,475202,0.00018644971172428364,2766.902827020721,1.05968753679e+11,0.01108938644546748,0.014103180491368113,,,,,,,5.106184427205638,1.1303921415234974e-05,5.106173123284225,2.297431533329312,7.403615960534952,8.708588357448232,,,,,,
2023-07-02 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,2.246946076158531e-06,0.03794543255498916,750,19.707220899712716,115.2,24,0.02989095349130061,1.325948056e+09,2.084604e+06,774,19.737111853204016,1.32803266e+09,2030.8305499290245,1.08018071893e+11,446463,43200,352,81479,27.40267354892571,22.41082869451728,4.991844854408426,2.673716841313265,14.727863807491918,2.224651848e+09,1.33767511927e+11,1.934643832715123e+12,7.665561695721692,0.27973773004430846,0.00037177953060362677,4.991473074877826,1.67778205030982,1.92221398e+08,8.2114135e+07,1.80841398e+08,2.224651848e+09,14.862739766113977,14.338912086564457,7.665561695721692,902.8571428571429,852.0555555555555,31.97828619934436,27.85406259561464,21.379182565620194,27.40267354892571,1.35936262155e+11,446463,0.004235418522194904,2009.4513673634044,1.06577387621e+11,0.01052730990597289,0.013337437400540771,489329.44444444444,40.30398653220082,1.5817360318894446e+11,12.449923936586185,0.446969769449226,12.449923936586185,4.991844854408426,0.00037177953060362677,4.991473074877826,1.7344700216452393,6.726314876053666,7.665561695721692,,,,,,
2023-07-02 00:00:00.000 UTC,86400,,Base,OP Chain,,,1427,0.9091220078942653,60.54660126138753,24,0.030124811773760436,6.236836e+07,2.084328e+06,1451,0.9392468196680258,6.4452688e+07,2030.8305499290245,1.08018071893e+11,0,43200,0,0,0,0,0,-0.9392468196680258,,,2.168750228e+09,0,-0.9392468196680258,-Infinity,0,0,,1.1232e+07,2.038615e+06,0,0,14.576654058151684,14.453009206689364,0,1450.2857142857142,1441.3333333333333,1.3207680873272138,1.2020428136629053,21.379182565620194,27.40267354892571,1.35936262155e+11,446463,0.00020155448307341021,2009.4513673634044,1.06577387621e+11,0.01052730990597289,0.013337437400540771,3.2222222222222223,0.010429998960165394,2.167737046888889e+09,-1.1916128147027396,-0.9913231052657908,2.6074997400413483e-05,4.991844854408426,0.00037177953060362677,4.991473074877826,1.7344700216452393,6.726314876053666,7.665561695721692,,,,,,
2023-07-02 00:00:00.000 UTC,,,Zora Network,OP Chain,,,145,0.6728408565767424,595.8620689655172,24,0.029983036171409114,4.6114572e+07,2.084352e+06,169,0.7028238927481515,4.8198924e+07,2030.8305499290245,1.08018071893e+11,,,,,,,,,,,,,,,,,,,2.698563e+06,,,14.590634313525504,14.384823758851246,,169.57142857142858,170,0.9389440328810335,0.7881602650247288,21.379182565620194,27.40267354892571,1.35936262155e+11,446463,0.00015082010758850795,2009.4513673634044,1.06577387621e+11,0.01052730990597289,0.013337437400540771,,,,,,,4.991844854408426,0.00037177953060362677,4.991473074877826,1.7344700216452393,6.726314876053666,7.665561695721692,,,,,,
2023-07-01 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,0.0010530415407069124,0.030559865119344557,802,24.517155972399138,107.73067331670823,24,0.03396168978285108,1.420569004e+09,2.084568e+06,826,24.55111766218199,1.422653572e+09,2349.489560746875,1.07535924039e+11,520968,43200,344,76732,34.47795034577122,30.02001675382971,4.4579335919415115,5.468899091647721,17.097207227293005,2.567022368e+09,1.48092670981e+11,2.5074520462693438e+12,9.926832683589229,0.28791829514328343,0.15900326019825323,4.298930331743253,1.8070381380783669,2.35346542e+08,8.7983908e+07,2.23968558e+08,2.567022368e+09,17.258687119995145,16.291955831064797,9.926832683589229,921.1428571428571,856.6470588235294,32.06654663869026,28.331530286344677,26.44372379155308,34.47795034577122,1.50262361029e+11,520968,0.005268463758040253,2323.045836955322,1.06001927367e+11,0.011255093120374168,0.014264969457496512,491851,41.062887295922884,1.5960925561611765e+11,12.731357009578215,0.44937060867885825,12.731357009578215,4.4579335919415115,0.15900326019825323,4.298930331743253,4.373466496979333,8.83140008892084,9.926832683589229,,,,,,
2023-07-01 00:00:00.000 UTC,86400,,Base,OP Chain,,,1428,1.0621658592768082,60.50420168067227,24,0.033266735391580406,6.2326708e+07,2.084352e+06,1452,1.0954325946683885,6.441106e+07,2349.489560746875,1.07535924039e+11,0,43200,0,0,0,0,0,-1.0954325946683885,,,2.169690048e+09,0,-1.0954325946683885,-Infinity,0,0,,1.1232e+07,2.034658e+06,0,0,17.041905362253498,15.960229074350403,0,1449.5714285714287,1440.764705882353,1.3064303200119909,1.217501401544957,26.44372379155308,34.47795034577122,1.50262361029e+11,520968,0.00023507063930031612,2323.045836955322,1.06001927367e+11,0.011255093120374168,0.014264969457496512,3.411764705882353,0.011043528310763358,2.167677448e+09,-1.2064578732341935,-0.9909293506383239,2.7608820776908394e-05,4.4579335919415115,0.15900326019825323,4.298930331743253,4.373466496979333,8.83140008892084,9.926832683589229,,,,,,
2023-07-01 00:00:00.000 UTC,,,Zora Network,OP Chain,,,145,0.762412038221381,595.8620689655172,24,0.03476149648131905,4.4847736e+07,2.084304e+06,169,0.7971735347027001,4.693204e+07,2349.489560746875,1.07535924039e+11,,,,,,,,,,,,,,,,,,,2.619109e+06,,,17.000011733510494,16.677747814771283,,169.42857142857142,170.05882352941177,0.9302441441782504,0.7931800516292333,26.44372379155308,34.47795034577122,1.50262361029e+11,520968,0.0001710667487419289,2323.045836955322,1.06001927367e+11,0.011255093120374168,0.014264969457496512,,,,,,,4.4579335919415115,0.15900326019825323,4.298930331743253,4.373466496979333,8.83140008892084,9.926832683589229,,,,,,
2023-06-30 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,0.114031495967702,0.1980252344505032,878,46.367703558861656,98.40546697038724,24,0.059241371744336885,1.568739452e+09,2.084592e+06,902,46.42694493060599,1.570824044e+09,3804.654030982946,1.07453390131e+11,518553,43200,356,108087,87.61989866959397,50.68611687575441,36.93378179383956,4.259171945148417,29.235432097822002,2.53468154e+09,1.8873217109e+11,5.465410571610559e+12,41.192953738987974,0.47013240558885555,24.657806599828305,12.275975194011215,1.6157441165698432,2.06861109e+08,9.7168244e+07,1.95472837e+08,2.53468154e+09,29.557300608298622,28.418689002134172,41.192953738987974,918.1428571428571,858.5625,31.573120072417446,28.567806075354845,49.61965973034354,87.6218311261611,1.90903476939e+11,518556,0.009962832655077157,3755.034371252602,1.05771073807e+11,0.013041832273386532,0.015656242413096808,490031.1875,41.474445855307366,1.603290421558125e+11,12.906639779952526,0.451789673519485,12.906639779952526,36.935074436367636,24.657806599856382,12.277267836511214,2.389478516124333,39.32455295249196,41.19295857012939,,,,,,
2023-06-30 00:00:00.000 UTC,86400,,Base,OP Chain,5e-08,2.302037729801824,1432,1.8109741115975908,60.33519553072626,24,0.05935913146554447,6.2507588e+07,2.084352e+06,1456,1.8703332430631352,6.459194e+07,3804.654030982946,1.07453390131e+11,3,43200,0,2,0.0019324565671273168,0.000639814039051267,0.0012926425280760498,-1.8696934290240839,26.591995901421367,34592,2.171305849e+09,1.5151454682195261e+07,-1.868400786496008,-966.8526673660093,2.8076049999999996e-11,0.0012926425,0.0005534048122285569,1.1234007e+07,2.0408e+06,2007,34592,28.972068344687862,28.478458276502465,4.831141417818292e-06,1449,1440.0625,1.2864012957028905,1.2251307019747426,49.61965973034354,87.6218311261611,1.90903476939e+11,518556,0.00040135781360840333,3755.034371252602,1.05771073807e+11,0.013041832273386532,0.015656242413096808,3.625,0.011733748830186068,2.1675516605e+09,-1.2133969531445563,-0.9904224514076146,2.933437207546517e-05,36.935074436367636,24.657806599856382,12.277267836511214,2.389478516124333,39.32455295249196,41.19295857012939,,,,,,
2023-06-30 00:00:00.000 UTC,,,Zora Network,OP Chain,,,147,1.266038390101656,587.7551020408164,24,0.05634316657275929,4.4816048e+07,2.084292e+06,171,1.3223815566744155,4.690034e+07,3804.654030982946,1.07453390131e+11,,,,,,,,,,,,,,,,,,,2.614298e+06,,,28.249666059391398,27.032280780600463,,169.42857142857142,170.125,0.9138911698769557,0.7929304589371416,49.61965973034354,87.6218311261611,1.90903476939e+11,518556,0.00028377198144309746,3755.034371252602,1.05771073807e+11,0.013041832273386532,0.015656242413096808,,,,,,,36.935074436367636,24.657806599856382,12.277267836511214,2.389478516124333,39.32455295249196,41.19295857012939,,,,,,
2023-06-29 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,0.00024021483080208627,0.0715589468827072,887,46.18942987041051,97.40698985343856,24,0.06210741718046032,1.568684716e+09,2.084532e+06,911,46.25153728759097,1.570769248e+09,4241.032508798325,1.07600384522e+11,549664,43200,401,106264,64.3920397290511,52.3584441380886,12.033595590962499,6.10690685049763,28.912229326651254,2.647579752e+09,1.70389252738e+11,4.938083860533725e+12,18.140502441460136,0.2817196429526345,0.04959639931019134,11.983999191652314,1.6877704773914557,2.27792022e+08,9.7149577e+07,2.16388306e+08,2.647579752e+09,29.444686621406788,29.79441773043557,18.140502441460136,923.2857142857143,855.6666666666666,29.389782955723593,27.377196818338103,49.69478958484169,64.39564379332197,1.72560001287e+11,549679,0.009925191647330639,4191.337719213483,1.05919276994e+11,0.011717615812127425,0.015623620077828628,488129.73333333334,38.39808233435493,1.5843550022686667e+11,11.020885516016829,0.4025571204074004,11.020885516016829,12.035718524202789,0.04959639935678139,11.986122124846014,4.059987367690322,16.095705891893118,18.140511451620814,,,,,,
2023-06-29 00:00:00.000 UTC,86400,,Base,OP Chain,5.0000000000000004e-08,2.2783118286952364,1427,1.9885245983738766,60.54660126138753,24,0.05987601546400353,6.2396488e+07,2.084316e+06,1451,2.04840061383788,6.4480804e+07,4241.032508798325,1.07600384522e+11,15,43200,0,5,0.003604064270862043,0.001481131030571993,0.00212293324029005,-2.0469194828073083,55.85434198911267,35928,2.170748549e+09,5.229902814751272e+07,-2.044796549567018,-567.358514136023,4.6590049999999994e-11,0.0021229331937,0.0005758016380665527,1.1233628e+07,2.040316e+06,1628,35928,31.86917504674104,28.726937500841306,9.010160677155107e-06,1447.5714285714287,1439,1.1900091494180316,1.1821171992355164,49.69478958484169,64.39564379332197,1.72560001287e+11,549679,0.00043956957660530154,4191.337719213483,1.05919276994e+11,0.011717615812127425,0.015623620077828628,3.6666666666666665,0.012387168314389985,2.167301381266667e+09,-1.1697300309211263,-0.9895212011783595,3.0967920785974964e-05,12.035718524202789,0.04959639935678139,11.986122124846014,4.059987367690322,16.095705891893118,18.140511451620814,,,,,,
2023-06-29 00:00:00.000 UTC,,,Zora Network,OP Chain,,,146,1.3322348718140482,591.7808219178082,24,0.06261681159879363,4.3773172e+07,2.084304e+06,170,1.394851683412842,4.5857476e+07,4241.032508798325,1.07600384522e+11,,,,,,,,,,,,,,,,,,,2.550178e+06,,,30.434963036584328,30.042072365064616,,169.14285714285714,170.06666666666666,0.8456126533668312,0.75763371908799,49.69478958484169,64.39564379332197,1.72560001287e+11,549679,0.00029932346229686365,4191.337719213483,1.05919276994e+11,0.011717615812127425,0.015623620077828628,,,,,,,12.035718524202789,0.04959639935678139,11.986122124846014,4.059987367690322,16.095705891893118,18.140511451620814,,,,,,
2023-06-28 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,0.001586170711753336,0.04992283017087228,930,32.16421870018829,92.90322580645162,24,0.03757131130177933,1.661001912e+09,2.084628e+06,954,32.201790011490075,1.66308654e+09,2655.651638601915,1.07925888053e+11,590862,43200,518,103943,47.37653327581839,38.1644621826082,9.212071093210195,5.962672171118122,19.292412523864595,2.892121308e+09,1.86798961114e+11,3.5692081232501235e+12,15.174743264328313,0.32030083704063894,0.3853687724572074,8.826702320752982,1.7411908361487787,2.56658221e+08,1.02878874e+08,2.45211157e+08,2.892121308e+09,19.364347787811756,18.023029193592013,15.174743264328313,926.8571428571429,851.7142857142857,26.68274439797625,26.029029641962897,34.30434007407028,47.39201065819138,1.88983014569e+11,590875,0.006910233821285023,2621.3472985278445,1.06153531593e+11,0.012917484949995183,0.0164219770805095,483734.4285714286,36.54137109187663,1.575816607617857e+11,10.512341449913736,0.40386989428780645,10.512341449913736,9.213547050511961,0.38536877316237916,8.828178277349576,4.7414535964917395,13.955000647003697,15.174781957784246,,,,,,
