dt,active_secs_per_day,share_elapsed,name,alignment,avg_l2_base_fee_gwei,avg_l2_gas_price_gwei,num_l1_txs_inbox,l1_eth_fees_inbox,secs_between_l1_txs_inbox,num_l1_txs_output,l1_eth_fees_output,l1_gas_used_inbox,l1_gas_used_output,num_l1_txs_combined,l1_eth_fees_combined,l1_gas_used_combined,l1_eth_fees_total,l1_gas_used_total,l2_num_txs_per_day,l2_num_users_per_day,l2_eth_fees_per_day,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l1_margin_l2_eth_fees_per_day,avg_l1_gas_price_on_l2,l1_gas_used_on_l2,l2_gas_used,l2_eth_fees_saved_per_day,l2_fee_eth_margin,l2_fee_pct_margin,l2_contrib_l2_eth_base_fees_per_day,l2_contrib_l2_eth_priority_fees_per_day,l1_gas_compression_ratio,calldata_bytes_l2_per_day,calldata_bytes_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,num_l1_txs_combined_7day,num_l1_txs_combined_30day,l1_eth_fees_combined_7day,l1_eth_fees_combined_30day,l1_eth_fees_combined_by_day,l2_eth_fees_by_day,l2_gas_used_by_day,l2_num_txs_by_day,pct_of_total_l1_eth_fees_combined_by_day,non_op_l1_eth_fees_by_day,non_op_l1_gas_used_by_day,pct_l1_eth_fees_by_day,pct_l1_gas_used_by_day,l2_num_txs_per_day_30dma,l2_eth_fees_per_day_30dma,l2_gas_used_30dma,l2_fee_eth_margin_30dma,l2_fee_pct_margin_30dma,l2_contrib_l2_eth_fees_combined_by_day,l2_contrib_l2_eth_base_fees_by_day,l2_contrib_l2_eth_priority_fees_by_day,l1_margin_l2_eth_fees_combined_by_day,l2_fee_eth_margin_by_day,l1_eth_fees_combined_projected,l2_num_txs_per_day_projected,l2_eth_fees_per_day_projected,l2_fee_eth_margin_by_day_projected,l2_gas_used_by_day_projected
2023-08-24 00:00:00.000 UTC,,,Zora Network,OP Chain,,,148,3.296339980314667,583.7837837837837,24,0.04075012081951642,1.66717036e+08,2.084328e+06,172,3.337090101134183,1.68801364e+08,2638.8760518978297,1.07708862431e+11,,,,,,,,,,,,,,,,,1.025749e+07,19.772064447658888,19.55072369584653,172.28571428571428,174.8,3.3804026228681043,2.8108321283247735,61.26472659933104,98.66539843715856,2.41583341264e+11,1.063741e+06,0.000823396486408983,2577.6113252984987,1.04636256987e+11,0.02321621985817432,0.028526951029385902,,,,,,35.598426040864,0.0023439670236682308,35.596082073840066,5.908833129028231,41.50725916989222,,,,,
2023-08-24 00:00:00.000 UTC,,,Public Goods Network,OP Chain,,,145,0.7295862238155038,595.8620689655172,24,0.039911007115028804,3.6570268e+07,2.084304e+06,169,0.7694972309305326,3.8654572e+07,2638.8760518978297,1.07708862431e+11,,,,,,,,,,,,,,,,,2.099152e+06,19.950256416373648,19.148361810479084,169.71428571428572,169.66666666666666,0.8366068262706366,0.8268348299235733,61.26472659933104,98.66539843715856,2.41583341264e+11,1.063741e+06,0.00018986640967059865,2577.6113252984987,1.04636256987e+11,0.02321621985817432,0.028526951029385902,,,,,,35.598426040864,0.0023439670236682308,35.596082073840066,5.908833129028231,41.50725916989222,,,,,
2023-08-23 00:00:00.000 UTC,86400,,Base,OP Chain,8.745240282061429e-08,0.2619429879008294,1465,36.8055686489628,58.97610921501707,24,0.04199409257391158,1.699933068e+09,2.084352e+06,1489,36.847562741536706,1.70201742e+09,2948.509278711467,1.07931585163e+11,736010,109140,70.13961491374347,42.45321624848045,27.686398665263017,5.605653506943746,21.708962197904185,2.859008416e+09,1.08248455667e+11,2.240113382998978e+12,33.292052172206766,0.4746540484025864,1.1898743909611997e-05,27.686386766518748,1.6818358733168663,1.87521321e+08,1.04635086e+08,21.651186944827874,20.14731320521274,1493.5714285714287,1310.2333333333333,36.8763760626868,22.90632910555096,71.91363983442987,111.10656224646218,2.46275825225e+11,1.167842e+06,0.009091799374492199,2876.595638877037,1.04616019855e+11,0.0243898299230915,0.030719138452314772,434462.6,72.49972480440769,8.338883914626666e+10,49.593395698856746,2.165052089766694,36.69890640378108,0.00015495146607881987,36.6987514523147,7.547502892009398,44.246409295790485,,,,,
2023-08-23 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,6.97377088775264e-07,0.06637354393582963,736,29.96906462305228,117.3913043478261,24,0.04352558608269828,1.374166848e+09,2.084628e+06,760,30.012590209134977,1.376251476e+09,2948.509278711467,1.07931585163e+11,431832,106808,40.966947332718696,31.95443959420063,9.012507738518067,1.9418493850656517,21.4741181450153,2.175503396e+09,1.38027369558e+11,3.07643219514111e+12,10.95435712358372,0.267395005896251,0.00014305272216920788,9.012364685795957,1.5831435601624992,1.82776749e+08,8.5157898e+07,21.80889800002821,20.8793060837225,778.2857142857143,1137.6333333333334,35.40540342400288,49.25586830627501,71.91363983442987,111.10656224646218,2.46275825225e+11,1.167842e+06,0.007405332363616847,2876.595638877037,1.04616019855e+11,0.0243898299230915,0.030719138452314772,592404.3,71.00539121575193,1.650035983909e+11,21.749522909476955,0.44156206473181076,36.69890640378108,0.00015495146607881987,36.6987514523147,7.547502892009398,44.246409295790485,,,,,
2023-08-23 00:00:00.000 UTC,,,Zora Network,OP Chain,,,159,4.121998610650625,543.3962264150944,24,0.04462320746025777,1.9544558e+08,2.084268e+06,183,4.166621818110882,1.97529848e+08,2948.509278711467,1.07931585163e+11,,,,,,,,,,,,,,,,,1.2045686e+07,21.090262622724058,21.40953440740719,179.71428571428572,174.7,3.976038241491193,2.7610401059011607,71.91363983442987,111.10656224646218,2.46275825225e+11,1.167842e+06,0.0010280758568854591,2876.595638877037,1.04616019855e+11,0.0243898299230915,0.030719138452314772,,,,,,36.69890640378108,0.00015495146607881987,36.6987514523147,7.547502892009398,44.246409295790485,,,,,
2023-08-23 00:00:00.000 UTC,,,Public Goods Network,OP Chain,,,146,0.8435185530479814,591.7808219178082,24,0.04334651259932555,3.7682272e+07,2.084292e+06,170,0.8868650656473069,3.9766564e+07,2948.509278711467,1.07931585163e+11,,,,,,,,,,,,,,,,,2.167648e+06,22.385023733387985,20.796756212337595,169.71428571428572,169.7,0.9304066254449764,0.8359765167243903,71.91363983442987,111.10656224646218,2.46275825225e+11,1.167842e+06,0.0002188258503193174,2876.595638877037,1.04616019855e+11,0.0243898299230915,0.030719138452314772,,,,,,36.69890640378108,0.00015495146607881987,36.6987514523147,7.547502892009398,44.246409295790485,,,,,
2023-08-22 00:00:00.000 UTC,86400,,Base,OP Chain,1.8216749094823538e-05,0.32557977905907154,1486,55.985555742520376,58.142664872139974,24,0.062380971891139635,1.879348064e+09,2.084328e+06,1510,56.04793671441151,1.881432392e+09,3937.6124656788074,1.07885676918e+11,925234,120097,111.25057126937645,65.3942459795413,45.85632528983516,9.346309265129783,29.366227888957113,3.255631712e+09,1.4356779974e+11,4.1418934336506167e+12,55.20263455496494,0.49620090867938194,0.005763264245284866,45.850562025589895,1.7323197199941351,1.92869062e+08,1.15875311e+08,29.78988129711367,29.92857740774947,1491.2857142857142,1266.1666666666667,36.352572664571625,21.773857383860594,100.25860310473263,165.37573155572147,2.80573010647e+11,1.333621e+06,0.013829316189405404,3837.353862574075,1.04517103894e+11,0.025461775118453406,0.03122354255199539,410489.26666666666,70.28364443749537,7.993360558026666e+10,48.50978705363479,2.2278912825796144,59.59345320132726,0.006075513701876195,59.58737768762542,11.062543841326764,70.65599704265401,,,,,
2023-08-22 00:00:00.000 UTC,86400,,OP Mainnet,OP Chain,1.4377027500875392e-06,0.10192461383232862,696,38.612942733257,124.13793103448276,24,0.05885506539893084,1.299507816e+09,2.084616e+06,720,38.67179779865593,1.301592432e+09,3937.6124656788074,1.07885676918e+11,408387,93801,54.12516028634501,40.38803237485291,13.737127911492093,1.7162345761969817,28.480386981276844,2.073245388e+09,1.37005210907e+11,4.1505361575677153e+12,15.453362487689077,0.28551162538705194,0.00031224945659132894,13.736815662035525,1.5954081710578953,1.75273857e+08,8.0535861e+07,29.713513268516582,28.23304886795978,864,1153.8333333333333,40.76625108127781,50.851487180539394,100.25860310473263,165.37573155572147,2.80573010647e+11,1.333621e+06,0.009541912704038065,3837.353862574075,1.04517103894e+11,0.025461775118453406,0.03122354255199539,599680.2,73.5077799355606,1.6663122649453333e+11,22.65629275502124,0.44553844953607746,59.59345320132726,0.006075513701876195,59.58737768762542,11.062543841326764,70.65599704265401,,,,,
2023-08-22 00:00:00.000 UTC,,,Zora Network,OP Chain,,,145,4.263235720723514,595.8620689655172,24,0.06523002136920146,1.43958956e+08,2.084352e+06,169,4.328465742092715,1.46043308e+08,3937.6124656788074,1.07885676918e+11,,,,,,,,,,,,,,,,,8.834132e+06,29.61424449843546,31.295108201110686,182.42857142857142,174.26666666666668,4.2236136548861305,2.6899857345900346,100.25860310473263,165.37573155572147,2.80573010647e+11,1.333621e+06,0.0010680093661149497,3837.353862574075,1.04517103894e+11,0.025461775118453406,0.03122354255199539,,,,,,59.59345320132726,0.006075513701876195,59.58737768762542,11.062543841326764,70.65599704265401,,,,,
2023-08-22 00:00:00.000 UTC,,,Public Goods Network,OP Chain,,,146,1.1453580774571148,591.7808219178082,24,0.0650447721153426,3.7420564e+07,2.084328e+06,170,1.2104028495724575,3.9504892e+07,3937.6124656788074,1.07885676918e+11,,,,,,,,,,,,,,,,,2.15116e+06,30.60771819091542,31.206591340394894,169.71428571428572,169.73333333333332,0.9660384184118614,0.8435860658320663,100.25860310473263,165.37573155572147,2.80573010647e+11,1.333621e+06,0.0002986558418481574,3837.353862574075,1.04517103894e+11,0.025461775118453406,0.03122354255199539,,,,,,59.59345320132726,0.006075513701876195,59.58737768762542,11.062543841326764,70.65599704265401,,,,,
