id,dt,name,alignment,num_l1_txs_inbox,num_l1_txs_output,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_combined,l2_num_txs_per_day,l1_gas_used_on_l2,,,,,,,,,,,,,,,,
zora network2023-08-19,2023-08-19 00:00:00.000 UTC,Zora Network,OP Chain,145,24,152698832,2084340,"154,783,172.00",64740,209753924,,,,,,,,,,,,,,,,
public goods network2023-08-19,2023-08-19 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,37786768,2084340,"39,871,108.00",1157,11087096,,,,,,,,,,,,,,,,
zora network2023-08-18,2023-08-18 00:00:00.000 UTC,Zora Network,OP Chain,149,24,161416772,2084340,"163,501,112.00",78978,225748596,,,,,,,,,,,,,,,,
public goods network2023-08-18,2023-08-18 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,35848568,2084268,"37,932,836.00",613,5335736,,,,,,,,,,,,,,,,
zora network2023-08-17,2023-08-17 00:00:00.000 UTC,Zora Network,OP Chain,200,24,240845544,2084280,"242,929,824.00",136672,375139532,,,,,,,,,,,,,,,,
public goods network2023-08-17,2023-08-17 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,35808936,2084292,"37,893,228.00",671,6102620,,,,,,,,,,,,,,,,
zora network2023-08-16,2023-08-16 00:00:00.000 UTC,Zora Network,OP Chain,178,24,206935728,2084352,"209,020,080.00",112164,308612032,,,,,,,,,,,,,,,,
public goods network2023-08-16,2023-08-16 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,36468784,2084328,"38,553,112.00",828,7195876,,,,,,,,,,,,,,,,
zora network2023-08-15,2023-08-15 00:00:00.000 UTC,Zora Network,OP Chain,180,24,222964152,2084328,"225,048,480.00",123919,337587472,,,,,,,,,,,,,,,,
public goods network2023-08-15,2023-08-15 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33869084,2084292,"35,953,376.00",192,1665168,,,,,,,,,,,,,,,,
zora network2023-08-14,2023-08-14 00:00:00.000 UTC,Zora Network,OP Chain,156,24,196127752,2084340,"198,212,092.00",102392,298542720,,,,,,,,,,,,,,,,
public goods network2023-08-14,2023-08-14 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33123140,2084256,"35,207,396.00",86,696684,,,,,,,,,,,,,,,,
zora network2023-08-13,2023-08-13 00:00:00.000 UTC,Zora Network,OP Chain,146,24,149273544,2084328,"151,357,872.00",57127,212700836,,,,,,,,,,,,,,,,
public goods network2023-08-13,2023-08-13 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33382828,2084364,"35,467,192.00",134,736084,,,,,,,,,,,,,,,,
zora network2023-08-12,2023-08-12 00:00:00.000 UTC,Zora Network,OP Chain,147,24,116195416,2084352,"118,279,768.00",35560,158436776,,,,,,,,,,,,,,,,
public goods network2023-08-12,2023-08-12 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33429928,2084268,"35,514,196.00",151,908656,,,,,,,,,,,,,,,,
zora network2023-08-11,2023-08-11 00:00:00.000 UTC,Zora Network,OP Chain,146,24,109854976,2084316,"111,939,292.00",32201,144813344,,,,,,,,,,,,,,,,
public goods network2023-08-11,2023-08-11 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33485704,2084316,"35,570,020.00",98,945848,,,,,,,,,,,,,,,,
zora network2023-08-10,2023-08-10 00:00:00.000 UTC,Zora Network,OP Chain,146,24,99605608,2084328,"101,689,936.00",29667,126745024,,,,,,,,,,,,,,,,
public goods network2023-08-10,2023-08-10 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33082060,2084328,"35,166,388.00",87,640928,,,,,,,,,,,,,,,,
zora network2023-08-09,2023-08-09 00:00:00.000 UTC,Zora Network,OP Chain,147,24,116701596,2084304,"118,785,900.00",37800,164665968,,,,,,,,,,,,,,,,
public goods network2023-08-09,2023-08-09 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33417304,2084340,"35,501,644.00",147,718732,,,,,,,,,,,,,,,,
zora network2023-08-08,2023-08-08 00:00:00.000 UTC,Zora Network,OP Chain,145,24,103339672,2084352,"105,424,024.00",31468,136624288,,,,,,,,,,,,,,,,
public goods network2023-08-08,2023-08-08 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33068936,2084316,"35,153,252.00",122,473848,,,,,,,,,,,,,,,,
zora network2023-08-07,2023-08-07 00:00:00.000 UTC,Zora Network,OP Chain,146,24,88452268,2084328,"90,536,596.00",22261,101340344,,,,,,,,,,,,,,,,
public goods network2023-08-07,2023-08-07 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33261880,2084256,"35,346,136.00",117,495964,,,,,,,,,,,,,,,,
zora network2023-08-06,2023-08-06 00:00:00.000 UTC,Zora Network,OP Chain,145,24,99960680,2084328,"102,045,008.00",29453,123753816,,,,,,,,,,,,,,,,
public goods network2023-08-06,2023-08-06 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33185832,2084364,"35,270,196.00",108,804244,,,,,,,,,,,,,,,,
zora network2023-08-05,2023-08-05 00:00:00.000 UTC,Zora Network,OP Chain,146,24,93793000,2084352,"95,877,352.00",26727,117282860,,,,,,,,,,,,,,,,
public goods network2023-08-05,2023-08-05 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33485376,2084316,"35,569,692.00",185,919812,,,,,,,,,,,,,,,,
zora network2023-08-04,2023-08-04 00:00:00.000 UTC,Zora Network,OP Chain,146,24,93763472,2084352,"95,847,824.00",27708,118043496,,,,,,,,,,,,,,,,
public goods network2023-08-04,2023-08-04 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33965184,2084304,"36,049,488.00",314,1932704,,,,,,,,,,,,,,,,
zora network2023-08-03,2023-08-03 00:00:00.000 UTC,Zora Network,OP Chain,145,24,85198072,2084364,"87,282,436.00",24146,102422716,,,,,,,,,,,,,,,,
public goods network2023-08-03,2023-08-03 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33933776,2084340,"36,018,116.00",392,1607060,,,,,,,,,,,,,,,,
zora network2023-08-02,2023-08-02 00:00:00.000 UTC,Zora Network,OP Chain,146,24,79572932,2084304,"81,657,236.00",20934,87708148,,,,,,,,,,,,,,,,
public goods network2023-08-02,2023-08-02 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33925312,2084304,"36,009,616.00",337,1665564,,,,,,,,,,,,,,,,
zora network2023-08-01,2023-08-01 00:00:00.000 UTC,Zora Network,OP Chain,146,24,73790660,2084304,"75,874,964.00",18078,76604200,,,,,,,,,,,,,,,,
public goods network2023-08-01,2023-08-01 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33752732,2084340,"35,837,072.00",276,1552716,,,,,,,,,,,,,,,,
zora network2023-07-31,2023-07-31 00:00:00.000 UTC,Zora Network,OP Chain,146,24,81638204,2084328,"83,722,532.00",21210,94485852,,,,,,,,,,,,,,,,
public goods network2023-07-31,2023-07-31 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33475360,2084352,"35,559,712.00",321,1243472,,,,,,,,,,,,,,,,
zora network2023-07-30,2023-07-30 00:00:00.000 UTC,Zora Network,OP Chain,146,24,93390540,2084268,"95,474,808.00",26882,116654740,,,,,,,,,,,,,,,,
public goods network2023-07-30,2023-07-30 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,34260260,2084316,"36,344,576.00",340,2050148,,,,,,,,,,,,,,,,
zora network2023-07-29,2023-07-29 00:00:00.000 UTC,Zora Network,OP Chain,146,24,89595040,2084292,"91,679,332.00",25849,106936092,,,,,,,,,,,,,,,,
public goods network2023-07-29,2023-07-29 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33384012,2084304,"35,468,316.00",271,1037932,,,,,,,,,,,,,,,,
zora network2023-07-28,2023-07-28 00:00:00.000 UTC,Zora Network,OP Chain,145,24,68399196,2084316,"70,483,512.00",15667,68213840,,,,,,,,,,,,,,,,
public goods network2023-07-28,2023-07-28 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33959908,2084352,"36,044,260.00",283,1569612,,,,,,,,,,,,,,,,
zora network2023-07-27,2023-07-27 00:00:00.000 UTC,Zora Network,OP Chain,146,24,70947712,2084328,"73,032,040.00",15981,71762936,,,,,,,,,,,,,,,,
public goods network2023-07-27,2023-07-27 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,34166656,2084280,"36,250,936.00",487,1950444,,,,,,,,,,,,,,,,
zora network2023-07-26,2023-07-26 00:00:00.000 UTC,Zora Network,OP Chain,146,24,71798004,2084316,"73,882,320.00",17253,73199436,,,,,,,,,,,,,,,,
public goods network2023-07-26,2023-07-26 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33440340,2084352,"35,524,692.00",270,1111016,,,,,,,,,,,,,,,,
zora network2023-07-25,2023-07-25 00:00:00.000 UTC,Zora Network,OP Chain,145,24,64705848,2084388,"66,790,236.00",11915,56498680,,,,,,,,,,,,,,,,
public goods network2023-07-25,2023-07-25 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33373452,2084376,"35,457,828.00",52,767984,,,,,,,,,,,,,,,,
zora network2023-07-24,2023-07-24 00:00:00.000 UTC,Zora Network,OP Chain,146,24,65885500,2084328,"67,969,828.00",9758,54622528,,,,,,,,,,,,,,,,
public goods network2023-07-24,2023-07-24 00:00:00.000 UTC,Public Goods Network,OP Chain,147,24,32978608,2084292,"35,062,900.00",4,62516,,,,,,,,,,,,,,,,
zora network2023-07-23,2023-07-23 00:00:00.000 UTC,Zora Network,OP Chain,145,24,70028392,2084268,"72,112,660.00",13117,64515580,,,,,,,,,,,,,,,,
public goods network2023-07-23,2023-07-23 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,32652232,2084304,"34,736,536.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-22,2023-07-22 00:00:00.000 UTC,Zora Network,OP Chain,153,24,85266532,2084388,"87,350,920.00",13179,79868832,,,,,,,,,,,,,,,,
public goods network2023-07-22,2023-07-22 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33017692,2084268,"35,101,960.00",11,69696,,,,,,,,,,,,,,,,
zora network2023-07-21,2023-07-21 00:00:00.000 UTC,Zora Network,OP Chain,146,24,49982572,2084304,"52,066,876.00",8084,30347644,,,,,,,,,,,,,,,,
public goods network2023-07-21,2023-07-21 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33140552,2084292,"35,224,844.00",20,860652,,,,,,,,,,,,,,,,
zora network2023-07-20,2023-07-20 00:00:00.000 UTC,Zora Network,OP Chain,145,24,48850528,2084340,"50,934,868.00",7909,29205712,,,,,,,,,,,,,,,,
public goods network2023-07-20,2023-07-20 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,33457380,2084328,"35,541,708.00",17,1133692,,,,,,,,,,,,,,,,
zora network2023-07-19,2023-07-19 00:00:00.000 UTC,Zora Network,OP Chain,145,24,50226360,2084328,"52,310,688.00",8104,32271212,,,,,,,,,,,,,,,,
public goods network2023-07-19,2023-07-19 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,32905480,2084304,"34,989,784.00",10,943412,,,,,,,,,,,,,,,,
zora network2023-07-18,2023-07-18 00:00:00.000 UTC,Zora Network,OP Chain,163,24,106333856,2084256,"108,418,112.00",8856,93643556,,,,,,,,,,,,,,,,
public goods network2023-07-18,2023-07-18 00:00:00.000 UTC,Public Goods Network,OP Chain,146,24,32831888,2084316,"34,916,204.00",4,12072,,,,,,,,,,,,,,,,
zora network2023-07-17,2023-07-17 00:00:00.000 UTC,Zora Network,OP Chain,175,24,124580636,2084244,"126,664,880.00",11836,118160536,,,,,,,,,,,,,,,,
public goods network2023-07-17,2023-07-17 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,32779444,2084340,"34,863,784.00",8,171760,,,,,,,,,,,,,,,,
zora network2023-07-16,2023-07-16 00:00:00.000 UTC,Zora Network,OP Chain,163,24,92100612,2084364,"94,184,976.00",8742,74716504,,,,,,,,,,,,,,,,
public goods network2023-07-16,2023-07-16 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,32785120,2084352,"34,869,472.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-15,2023-07-15 00:00:00.000 UTC,Zora Network,OP Chain,170,24,110474976,2084292,"112,559,268.00",9021,94041372,,,,,,,,,,,,,,,,
public goods network2023-07-15,2023-07-15 00:00:00.000 UTC,Public Goods Network,OP Chain,144,24,32744016,2084340,"34,828,356.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-14,2023-07-14 00:00:00.000 UTC,Zora Network,OP Chain,150,24,62286828,2084280,"64,371,108.00",3165,45228444,,,,,,,,,,,,,,,,
public goods network2023-07-14,2023-07-14 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,32961956,2084316,"35,046,272.00",7,349300,,,,,,,,,,,,,,,,
zora network2023-07-13,2023-07-13 00:00:00.000 UTC,Zora Network,OP Chain,145,24,40014588,2084352,"42,098,940.00",1489,10644060,,,,,,,,,,,,,,,,
public goods network2023-07-13,2023-07-13 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33081352,2084196,"35,165,548.00",18,620524,,,,,,,,,,,,,,,,
zora network2023-07-12,2023-07-12 00:00:00.000 UTC,Zora Network,OP Chain,144,24,38491508,2084304,"40,575,812.00",1333,7874688,,,,,,,,,,,,,,,,
public goods network2023-07-12,2023-07-12 00:00:00.000 UTC,Public Goods Network,OP Chain,145,24,33343236,2083980,"35,427,216.00",23,1132588,,,,,,,,,,,,,,,,
zora network2023-07-11,2023-07-11 00:00:00.000 UTC,Zora Network,OP Chain,145,24,37205768,2084328,"39,290,096.00",1848,7344120,,,,,,,,,,,,,,,,
public goods network2023-07-11,2023-07-11 00:00:00.000 UTC,Public Goods Network,OP Chain,20,3,4801856,275211,"5,077,067.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-10,2023-07-10 00:00:00.000 UTC,Zora Network,OP Chain,145,24,39211960,2084328,"41,296,288.00",3055,11787112,,,,,,,,,,,,,,,,
base2023-07-09,2023-07-09 00:00:00.000 UTC,Base,OP Chain,1422,24,62205812,2084316,"64,290,128.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-09,2023-07-09 00:00:00.000 UTC,Zora Network,OP Chain,145,24,45225056,2084256,"47,309,312.00",6584,25642332,,,,,,,,,,,,,,,,
base2023-07-08,2023-07-08 00:00:00.000 UTC,Base,OP Chain,1423,24,62267328,2084280,"64,351,608.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-08,2023-07-08 00:00:00.000 UTC,Zora Network,OP Chain,145,24,38761180,2084316,"40,845,496.00",2974,10870260,,,,,,,,,,,,,,,,
zora network2023-07-07,2023-07-07 00:00:00.000 UTC,Zora Network,OP Chain,145,24,39068812,2084328,"41,153,140.00",3341,12037484,,,,,,,,,,,,,,,,
zora network2023-07-06,2023-07-06 00:00:00.000 UTC,Zora Network,OP Chain,145,24,38878184,2084328,"40,962,512.00",3065,11014804,,,,,,,,,,,,,,,,
zora network2023-07-05,2023-07-05 00:00:00.000 UTC,Zora Network,OP Chain,145,24,37129736,2084352,"39,214,088.00",1920,7386000,,,,,,,,,,,,,,,,
zora network2023-07-04,2023-07-04 00:00:00.000 UTC,Zora Network,OP Chain,144,24,42928088,2084364,"45,012,452.00",6058,20348164,,,,,,,,,,,,,,,,
base2023-07-03,2023-07-03 00:00:00.000 UTC,Base,OP Chain,1423,24,62290064,2084328,"64,374,392.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-03,2023-07-03 00:00:00.000 UTC,Zora Network,OP Chain,145,24,41131812,2084364,"43,216,176.00",4922,15474968,,,,,,,,,,,,,,,,
base2023-07-02,2023-07-02 00:00:00.000 UTC,Base,OP Chain,1427,24,62368360,2084328,"64,452,688.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-02,2023-07-02 00:00:00.000 UTC,Zora Network,OP Chain,145,24,46114572,2084352,"48,198,924.00",8158,25774424,,,,,,,,,,,,,,,,
base2023-07-01,2023-07-01 00:00:00.000 UTC,Base,OP Chain,1428,24,62326708,2084352,"64,411,060.00",0,0,,,,,,,,,,,,,,,,
zora network2023-07-01,2023-07-01 00:00:00.000 UTC,Zora Network,OP Chain,145,24,44847736,2084304,"46,932,040.00",7625,23553144,,,,,,,,,,,,,,,,
zora network2023-06-30,2023-06-30 00:00:00.000 UTC,Zora Network,OP Chain,147,24,44816048,2084292,"46,900,340.00",6729,22655036,,,,,,,,,,,,,,,,
zora network2023-06-29,2023-06-29 00:00:00.000 UTC,Zora Network,OP Chain,146,24,43773172,2084304,"45,857,476.00",6614,20628316,,,,,,,,,,,,,,,,
zora network2023-06-28,2023-06-28 00:00:00.000 UTC,Zora Network,OP Chain,146,24,42526752,2084376,"44,611,128.00",5175,18195608,,,,,,,,,,,,,,,,
zora network2023-06-27,2023-06-27 00:00:00.000 UTC,Zora Network,OP Chain,144,24,45375984,2084328,"47,460,312.00",7014,25662692,,,,,,,,,,,,,,,,
zora network2023-06-26,2023-06-26 00:00:00.000 UTC,Zora Network,OP Chain,146,24,45108644,2084316,"47,192,960.00",6421,24103968,,,,,,,,,,,,,,,,
base2023-06-25,2023-06-25 00:00:00.000 UTC,Base,OP Chain,1422,24,62228336,2084328,"64,312,664.00",0,0,,,,,,,,,,,,,,,,
zora network2023-06-25,2023-06-25 00:00:00.000 UTC,Zora Network,OP Chain,144,24,46916916,2084292,"49,001,208.00",7746,27880024,,,,,,,,,,,,,,,,
base2023-06-24,2023-06-24 00:00:00.000 UTC,Base,OP Chain,1424,24,62303552,2084280,"64,387,832.00",0,0,,,,,,,,,,,,,,,,
zora network2023-06-24,2023-06-24 00:00:00.000 UTC,Zora Network,OP Chain,145,24,45110568,2084256,"47,194,824.00",6784,23554708,,,,,,,,,,,,,,,,
zora network2023-06-23,2023-06-23 00:00:00.000 UTC,Zora Network,OP Chain,145,24,44860136,2084316,"46,944,452.00",6007,25020556,,,,,,,,,,,,,,,,
zora network2023-06-22,2023-06-22 00:00:00.000 UTC,Zora Network,OP Chain,145,24,49235580,2084280,"51,319,860.00",8734,32658772,,,,,,,,,,,,,,,,
zora network2023-06-21,2023-06-21 00:00:00.000 UTC,Zora Network,OP Chain,145,24,34493096,2084340,"36,577,436.00",775,3041408,,,,,,,,,,,,,,,,
zora network2023-06-20,2023-06-20 00:00:00.000 UTC,Zora Network,OP Chain,145,24,33004948,2084316,"35,089,264.00",74,293864,,,,,,,,,,,,,,,,
zora network2023-06-19,2023-06-19 00:00:00.000 UTC,Zora Network,OP Chain,145,24,33078844,2084340,"35,163,184.00",8,553744,,,,,,,,,,,,,,,,
base2023-06-18,2023-06-18 00:00:00.000 UTC,Base,OP Chain,1432,24,62596584,2084340,"64,680,924.00",0,0,,,,,,,,,,,,,,,,
zora network2023-06-18,2023-06-18 00:00:00.000 UTC,Zora Network,OP Chain,145,24,32776492,2084352,"34,860,844.00",1,1856,,,,,,,,,,,,,,,,
zora network2023-06-17,2023-06-17 00:00:00.000 UTC,Zora Network,OP Chain,145,24,33257076,2084280,"35,341,356.00",13,827376,,,,,,,,,,,,,,,,
zora network2023-06-16,2023-06-16 00:00:00.000 UTC,Zora Network,OP Chain,145,24,32751984,2084328,"34,836,312.00",5,10236,,,,,,,,,,,,,,,,
zora network2023-06-15,2023-06-15 00:00:00.000 UTC,Zora Network,OP Chain,145,39,33831692,3386682,"37,218,374.00",12,831128,,,,,,,,,,,,,,,,
zora network2023-06-14,2023-06-14 00:00:00.000 UTC,Zora Network,OP Chain,144,220,33879908,19103580,"52,983,488.00",76,4354276,,,,,,,,,,,,,,,,
zora network2023-06-13,2023-06-13 00:00:00.000 UTC,Zora Network,OP Chain,9,15,2524604,1317195,"3,841,799.00",0,0,,,,,,,,,,,,,,,,
