blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,name,num_senders,num_txs,num_txs_success,last_updated
l2s,Aggregated,Volume too Low,2024-05-07 00:00:00.000 UTC,21.757406298955164,21.043275627370274,170014738659,167015250703,L2s,719414,1351091,1331796,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-31 00:00:00.000 UTC,14.676080606931263,13.54924424400225,193109434535,189299325692,L2s,965371,1622218,1599681,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-09 00:00:00.000 UTC,19.346990001781883,18.78710527792227,155492015745,152883177351,L2s,618618,1198453,1183432,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-14 00:00:00.000 UTC,27.443836063961722,21.466971767266696,233224990701,215336811589,L2s,169791,1190439,1037294,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-04-19 00:00:00.000 UTC,66.86083196386998,51.08256219080452,110030938672,90664566501,L2s,56591,781489,628623,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-12 00:00:00.000 UTC,29.30338057208099,19.920815753637854,124990000786,116142453322,L2s,222820,905985,828315,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-29 00:00:00.000 UTC,237.511898762138,201.213462585307,131466166347,123840596621,L2s,685986,1135748,1047780,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-09-22 00:00:00.000 UTC,52724.91387625755,42387.416350871084,1108961289890,1066498375121,L2s,397376,4041967,3758693,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-09 00:00:00.000 UTC,21.262410345853443,15.95674682152661,175290083635,162646697917,L2s,227979,1174742,1059395,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-03-30 00:00:00.000 UTC,96.07178450830263,91.68489815047201,235323951217,228452301785,L2s,672574,1570408,1538777,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-03 00:00:00.000 UTC,994.389275100197,954.2556565619224,2032593864266,1960649761578,L2s,1037688,8542642,7870118,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-19 00:00:00.000 UTC,2.245556601529325,2.2083931331457944,129648182952,127105724229,L2s,739480,1220504,1196405,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-21 00:00:00.000 UTC,3.162808745511848,3.112062527825736,147706069865,144849299142,L2s,839902,1326406,1305651,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-03-28 00:00:00.000 UTC,90.22568416659168,86.81526072427974,233939045450,227498231687,L2s,555540,1373216,1345769,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-07 00:00:00.000 UTC,54.800682010287964,40.22472689219822,325469707513,297859222222,L2s,139051,1275996,1053735,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-29 00:00:00.000 UTC,18.310826920974506,17.952729302039703,189245289538,185317822186,L2s,1058621,1852916,1827581,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-07 00:00:00.000 UTC,22262.867457819924,20039.128183259574,1164859150051,1112936989484,L2s,708997,4394522,4099382,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-14 00:00:00.000 UTC,5.47601891282308,5.406233697032051,149203424049,147914606346,L2s,645085,1188047,1176031,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-26 00:00:00.000 UTC,32.50071852834366,31.628915882462657,154149061657,149082855284,L2s,463266,975159,954266,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-16 00:00:00.000 UTC,30.227703622695948,28.742624201836513,145928696815,139773177028,L2s,463547,990311,961780,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-16 00:00:00.000 UTC,15.351727019681949,15.066656412719386,232174137838,229671358420,L2s,1179622,1807526,1787383,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-01 00:00:00.000 UTC,54.906612110071386,41.46343736530905,144204500722,126759064391,L2s,62879,729439,589505,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-09-06 00:00:00.000 UTC,65711.35559354881,53743.22110934864,1253366646383,1169731547272,L2s,400529,5270622,4719412,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-29 00:00:00.000 UTC,280.1662103933226,262.6098984162021,1160376398061,1110753481896,L2s,633563,4831279,4489084,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-05 00:00:00.000 UTC,20.64484760296144,19.046150824253793,66881438912,64002569373,L2s,437218,617234,606689,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-26 00:00:00.000 UTC,24.0057264958365,22.24695516792902,159358680980,153268715396,L2s,169376,634669,569569,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-13 00:00:00.000 UTC,36.95895816337239,27.767975220827566,225292599484,211647236149,L2s,167746,1218608,1109873,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-23 00:00:00.000 UTC,57.66340907414203,36.45264452543076,332538539804,314565444427,L2s,201469,1484720,1360664,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-16 00:00:00.000 UTC,8.303099102113421,8.16556395848147,159173277495,157910368461,L2s,743335,1350339,1339172,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-06 00:00:00.000 UTC,35.45627528173125,29.185461383772367,168874137282,158260679075,L2s,67079,664567,568248,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-24 00:00:00.000 UTC,35.699775282940095,33.897134627020286,153941514996,149178187054,L2s,421494,879946,857620,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-06-16 00:00:00.000 UTC,6.058747334247963,5.968278677559352,159090402980,157490394647,L2s,699857,1320538,1306700,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-07 00:00:00.000 UTC,16.347034458729688,11.752144910040359,158352162550,145852419112,L2s,196876,1034747,901445,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-05-11 00:00:00.000 UTC,862.147312573996,732.1697628354046,893096055618,870421854076,L2s,576293,3530661,3400395,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-28 00:00:00.000 UTC,13.106387578246647,12.768411864313554,141714774354,139103297714,L2s,802509,1380041,1365368,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-24 00:00:00.000 UTC,7.646121429762816,7.438129735204805,102179419297,100367347060,L2s,610398,948133,936397,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-09-11 00:00:00.000 UTC,3.209401894907756,3.0890120366459413,192044088347,185592937985,L2s,1273015,1787586,1736732,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-23 00:00:00.000 UTC,306.8034353651122,288.2348860122244,1303202332993,1251102185416,L2s,623752,5126793,4687874,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-08-13 00:00:00.000 UTC,112239.03123510849,93607.14084487919,1289987035594,1217111160922,L2s,446983,4785876,4407119,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-08-25 00:00:00.000 UTC,43928.48803724879,38542.35365165486,1102088433512,1065622462546,L2s,411843,4296825,4086193,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-09-02 00:00:00.000 UTC,39.478964081282534,31.217019899004082,225207515287,215170287677,L2s,388721,1434780,1355036,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-25 00:00:00.000 UTC,2.188768662844571,2.1636553917029357,150019684364,147631326906,L2s,974966,1410945,1393946,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-03 00:00:00.000 UTC,22.30712349298643,21.337855140044205,133781830401,126915271309,L2s,143646,777879,712315,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-05-28 00:00:00.000 UTC,4432.5172569640445,3839.2467573648846,1089875339637,1036302468171,L2s,692393,4214834,3945673,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-09-04 00:00:00.000 UTC,72502.2086987461,60407.295073099885,1275587993067,1213449426366,L2s,454084,4922781,4523961,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-15 00:00:00.000 UTC,27.12353953541485,21.055317977409405,187321842725,176724410498,L2s,197135,1137426,1035516,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-02 00:00:00.000 UTC,10505.320553323174,9637.50632666599,1215557741592,1179385090820,L2s,999883,4883951,4704530,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-19 00:00:00.000 UTC,6.4728866149351845,6.393809517316617,142064825471,139935594255,L2s,889802,1505110,1491460,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-06-09 00:00:00.000 UTC,8.171201553382367,7.998130174722463,151117185764,148730052459,L2s,885575,1405420,1383376,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-08 00:00:00.000 UTC,512.1877583032164,478.9607572589478,1372349356856,1306915952322,L2s,744500,5882011,5387073,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-22 00:00:00.000 UTC,37.66430143233257,24.95250693133469,277028971323,265559259363,L2s,182801,1465108,1361425,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-27 00:00:00.000 UTC,27.62133532510696,21.507205329954132,243794187087,231906651288,L2s,363351,1540971,1440981,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-18 00:00:00.000 UTC,10.448425909247314,10.141787524104702,299721094534,296689785739,L2s,1567972,2262075,2235793,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-08 00:00:00.000 UTC,3.8782407092556257,3.8281813543625223,119898800829,118045117192,L2s,679262,999243,984634,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-19 00:00:00.000 UTC,19.905788279392528,17.895982472845947,234186375588,229033517383,L2s,164012,697712,639128,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-24 00:00:00.000 UTC,30.110206305703457,24.711765181896883,225186306417,214407130638,L2s,291727,1290443,1175677,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-06-15 00:00:00.000 UTC,3820.4478954413994,3181.0858793780903,1086191671581,1050395252486,L2s,554892,4307108,4122767,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-26 00:00:00.000 UTC,14.78806421606697,14.001442368602723,149671140482,146396263827,L2s,886719,1372673,1350017,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-03 00:00:00.000 UTC,37.771517696607994,31.133664223377504,131682142074,117856607233,L2s,65164,645835,498248,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-09 00:00:00.000 UTC,29830.40087134186,26138.913212519263,1298431094233,1238739834900,L2s,1154363,5597859,5269526,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-28 00:00:00.000 UTC,29.25845848936223,27.175632176598786,215603650268,206675958738,L2s,202045,810782,725234,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-03-28 00:00:00.000 UTC,78.87467354369065,65.88720500403353,93732831851,83036009743,L2s,34471,736205,634361,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-04-21 00:00:00.000 UTC,41.45417669477484,34.03126505510896,115759945732,103522325961,L2s,41696,639714,497925,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-25 00:00:00.000 UTC,18.144060616026408,14.260826867882678,198313916575,184244662489,L2s,189629,1283760,1167993,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-06-17 00:00:00.000 UTC,10150.986857314398,8837.245546071192,1576509887195,1465119697010,L2s,1026828,5760178,5305412,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-08-20 00:00:00.000 UTC,64049.550891660736,54646.37929443185,1224191295073,1170869241429,L2s,415650,4659025,4375806,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-09-08 00:00:00.000 UTC,36615.77248202564,30249.185481442277,1070011807626,1029952828527,L2s,377027,4078821,3791018,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-04-18 00:00:00.000 UTC,60.045058690327856,48.55355316917793,95944745476,79837059593,L2s,43024,708142,543690,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-31 00:00:00.000 UTC,21.331704422925927,19.57409409044568,204319020876,197265668175,L2s,120306,679966,603077,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-29 00:00:00.000 UTC,2.810043669306682,2.7840390077154735,120568217679,118090747407,L2s,654112,1031514,1014313,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-14 00:00:00.000 UTC,15.750915865043265,14.958231700281727,228719862148,225707580863,L2s,1123035,1806883,1785842,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-03 00:00:00.000 UTC,29.087011632046142,21.0827515261391,160680415233,150605697297,L2s,134719,1057762,964266,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-09-12 00:00:00.000 UTC,3.444888860824988,3.2992556346652906,203856740583,195177617338,L2s,1247298,1869118,1796204,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-08-08 00:00:00.000 UTC,163871.06883974883,136625.87701275237,1364457738024,1269656729503,L2s,429049,5062469,4562456,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-09 00:00:00.000 UTC,5.143066830100844,5.038720197190989,142842453921,141082852030,L2s,667554,1310275,1294468,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-15 00:00:00.000 UTC,42.48396337762912,34.9124959013695,228789625126,220053231658,L2s,68967,657778,597236,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-05-26 00:00:00.000 UTC,3674.350205713288,3129.2549421409394,1008219218622,942027589191,L2s,670603,4199833,3891902,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-27 00:00:00.000 UTC,3.2325545857284497,3.190964176732248,129585686596,126437350990,L2s,709784,1197345,1176722,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-21 00:00:00.000 UTC,18563.368142236483,15690.927646715538,1241753072314,1197656946785,L2s,946428,5277910,5036336,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-28 00:00:00.000 UTC,17.428771787033913,14.381072665370121,296324195589,288584743771,L2s,207991,1203736,1120248,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-27 00:00:00.000 UTC,26.344734815885975,20.327182381013774,297821289261,282385239860,L2s,183123,1698267,1548637,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-05-01 00:00:00.000 UTC,372.8827325862517,352.11002126591814,1208303582818,1144396876441,L2s,608431,4864410,4523144,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-18 00:00:00.000 UTC,36.20405736565365,25.06844321220129,288538839938,275391553581,L2s,399244,1681953,1543163,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-07 00:00:00.000 UTC,37.24945460773528,35.62883336710684,181265904223,173599247656,L2s,569219,1245547,1203519,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-08 00:00:00.000 UTC,43.7276119756216,31.24093127996486,285086966760,264393126268,L2s,124972,1193651,1031099,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-25 00:00:00.000 UTC,21.711251144278414,20.457511039115243,183682145254,178554410180,L2s,159758,599507,547861,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-10 00:00:00.000 UTC,22480.7787082808,19442.85054859679,1286436172658,1233904338514,L2s,1139552,5301350,5001879,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-07 00:00:00.000 UTC,368.50910165075027,341.535055745758,1321760991084,1259182882506,L2s,731426,6123031,5564843,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-14 00:00:00.000 UTC,13.793434981939972,10.969481091614943,222808161653,215858220265,L2s,195937,1067482,1008249,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-06-28 00:00:00.000 UTC,7.943195600663188,7.829879197604364,155762006882,153553069946,L2s,791135,1415402,1388577,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-19 00:00:00.000 UTC,21.435609173936417,15.914143418031006,148830271730,135496910080,L2s,215746,1105845,994438,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-10 00:00:00.000 UTC,17.502867692339088,13.594092467057948,275619913665,265129412652,L2s,138008,969362,868380,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-22 00:00:00.000 UTC,10.426465868900035,8.236127161637734,124870477856,119318283224,L2s,173008,966862,917144,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-25 00:00:00.000 UTC,30684.15293299031,25923.922354755498,1276496993024,1185798168275,L2s,1119851,5716252,5255529,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-03-27 00:00:00.000 UTC,72.4119639481276,61.0347609588841,80768414567,71092188905,L2s,31722,662337,572152,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-16 00:00:00.000 UTC,27.775832800074642,22.382495601124457,211056093974,199872487560,L2s,143014,1177467,1073858,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-12 00:00:00.000 UTC,43.47524373305702,38.01126826813567,149857105903,143349252579,L2s,454739,957804,934452,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-09-01 00:00:00.000 UTC,34.14767681053115,27.054687507057096,214197580202,204150759965,L2s,361052,1304564,1218893,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-09-04 00:00:00.000 UTC,46.53315417971335,32.25453172612961,271662529125,258045539697,L2s,365356,1473432,1359984,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-08-19 00:00:00.000 UTC,63512.72516920833,53985.97547143922,1181241100934,1128497038940,L2s,404043,4563273,4202773,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-06-11 00:00:00.000 UTC,7112.012604204737,5830.63412187962,1276228179874,1222319089215,L2s,827052,5104626,4748541,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-06-15 00:00:00.000 UTC,7.035821736698332,6.939524228192926,168992851585,167126776015,L2s,742075,1331338,1317027,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-05-24 00:00:00.000 UTC,4370.122951903824,3862.602261793776,1108888085355,1054241744660,L2s,720983,4543292,4225304,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-17 00:00:00.000 UTC,30.411336854935623,26.925378266219006,236846818413,229424846201,L2s,113210,672159,614056,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-22 00:00:00.000 UTC,3.185263491519953,3.1387542905822663,149789152200,147151292164,L2s,895545,1368147,1347901,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-23 00:00:00.000 UTC,2.910293471604469,2.7799121191711693,148107273327,145748546524,L2s,825691,1249844,1230043,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-05-17 00:00:00.000 UTC,1328.4894913376622,1035.010895877651,974578783543,933521392063,L2s,667863,4034197,3840128,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-08 00:00:00.000 UTC,77.58153038055765,28.17738248497545,180641479646,159391663024,L2s,76837,809535,595988,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-03-31 00:00:00.000 UTC,854.6852679617228,824.8921457317392,2017782831193,1979134347894,L2s,1039811,8696102,8415555,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-31 00:00:00.000 UTC,34.42512674558912,25.446400732653288,304822403629,289569067631,L2s,181934,1221121,1058648,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-09-05 00:00:00.000 UTC,2.6078779877707503,2.569261579955882,128684220236,124915282546,L2s,763444,1153801,1119794,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-10 00:00:00.000 UTC,7.6745766324077564,7.614760093278052,137016419251,135490856307,L2s,709924,1221484,1206652,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-21 00:00:00.000 UTC,29.733933540638652,19.857870771250727,243200204915,234763594203,L2s,195934,1250805,1198961,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-28 00:00:00.000 UTC,10007.579632569077,8797.475456329767,1075819513063,1040131164317,L2s,903257,4542458,4349362,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-04-25 00:00:00.000 UTC,42.085495456220954,31.604592168959194,81722642641,68104501576,L2s,55093,569055,440330,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-05 00:00:00.000 UTC,17.019833284871147,14.903603417887497,106283448959,104437780869,L2s,560053,996639,982632,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-11 00:00:00.000 UTC,484.1525732490287,457.7722237275442,1361209828449,1302981178711,L2s,683191,5928787,5383361,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-10 00:00:00.000 UTC,39.47485380857008,28.98348147297215,152759477019,137384874269,L2s,107638,668136,583991,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-19 00:00:00.000 UTC,9.870204340450892,9.659857311019099,332862752255,329859417676,L2s,1374847,2598491,2567374,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-04-28 00:00:00.000 UTC,37.25973053097518,27.375981569543775,123823829840,111570053868,L2s,63632,558991,457724,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-25 00:00:00.000 UTC,54.930064902890166,35.54049821925309,292758788385,275097936991,L2s,198136,1450658,1296790,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-21 00:00:00.000 UTC,35.30783781889461,31.737314672186493,181062497310,167838522892,L2s,118058,739311,598608,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-06 00:00:00.000 UTC,9.739365434727757,9.67333419972871,113431931202,111474455183,L2s,542935,1004271,983905,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-31 00:00:00.000 UTC,51255.58684507919,43447.48483980033,1207189351868,1147832365447,L2s,577762,4964528,4526194,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-01 00:00:00.000 UTC,43.54856398321524,32.36338236673919,335415919615,317144170368,L2s,157694,1307540,1091724,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-09-19 00:00:00.000 UTC,4.4959077225591,4.467182754526999,160281552884,159235155419,L2s,1219243,1564471,1557505,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-04-21 00:00:00.000 UTC,396.80739745180904,324.483463749504,1214375732240,1166194784335,L2s,587427,4966685,4580505,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-09-21 00:00:00.000 UTC,37538.004907494505,29716.264921193804,1065819931162,1029350775581,L2s,417280,4181043,3924879,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-06-29 00:00:00.000 UTC,6.966806752023926,6.876002670323269,151806403621,150278132980,L2s,740697,1267093,1255696,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-05-24 00:00:00.000 UTC,28.361577139797063,25.846407353394103,169517159363,158883873842,L2s,159540,694295,590577,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-05-23 00:00:00.000 UTC,41.849143176550754,39.68772144541396,158147608297,155264711959,L2s,971708,1420795,1397159,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-08-31 00:00:00.000 UTC,17.174045693666006,14.024478455993274,214399775656,210178548615,L2s,290917,1112217,1071462,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-15 00:00:00.000 UTC,3.604175763510992,3.5126840412898415,121614400342,117085659000,L2s,779650,1175287,1144937,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-10 00:00:00.000 UTC,2.1646011884218908,2.1318419705354055,119035257446,115242347145,L2s,767265,1087465,1057054,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-03 00:00:00.000 UTC,3.7451408794368874,3.3371755606994182,111798914714,109198826309,L2s,744728,1057794,1033235,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-07-05 00:00:00.000 UTC,71.94430590728565,52.99467490524172,187545613661,167331865000,L2s,160976,1224458,1040386,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-15 00:00:00.000 UTC,12.227581879574434,9.631716696624547,123312917871,103046521688,L2s,134866,830276,772342,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-11 00:00:00.000 UTC,43.48283540386627,41.714572100778035,163335339358,156943151838,L2s,466966,1029966,1006087,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-06-08 00:00:00.000 UTC,1807.9156336481442,1525.896463725024,1144586566647,1112294953236,L2s,648676,4059976,3853006,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-07-19 00:00:00.000 UTC,21825.3250909005,18171.43157053969,1264387091981,1211765678113,L2s,1107660,5640260,5342831,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-08-01 00:00:00.000 UTC,8.091991924478167,6.939693369422636,114760573368,113243140853,L2s,707262,1036946,1024210,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-04 00:00:00.000 UTC,8.83440134169785,8.454419862199309,128115765794,126357228127,L2s,774698,1392072,1375885,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-07-20 00:00:00.000 UTC,8.527113621999563,8.442253175640037,142690431071,140598991676,L2s,832162,1462778,1443572,2024-09-23 01:00:22.401524
l2s,Aggregated,Volume too Low,2024-04-01 00:00:00.000 UTC,66.81961947763916,64.54573150905514,193906895729,189106133782,L2s,519563,1280816,1255992,2024-09-23 01:00:22.401524
l2s,Aggregated,Likely Sybil,2024-06-28 00:00:00.000 UTC,20.989638705923493,16.424004965922034,157999494823,138062063679,L2s,145439,1042548,920920,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-09-19 00:00:00.000 UTC,56858.24204566532,42264.532443309254,1183689840194,1119168372431,L2s,394786,4644076,4242222,2024-09-23 01:00:22.401524
l2s,Aggregated,Potential Non-Sybil,2024-03-27 00:00:00.000 UTC,1122.0957995476667,1075.0084780197483,1557661921721,1514310059307,L2s,792407,5584462,5284622,2024-09-23 01:00:22.401524
