blockchain,chain_id,dt,layer,name,num_qualified_txs,num_raw_txs,num_success_txs,last_updated
blast,81457,2024-06-12 00:00:00.000 UTC,L2,Blast,749130,852134,815680,2024-07-01 00:19:07.295055
fantom,250,2024-04-02 00:00:00.000 UTC,L1,Fantom,127233,254029,228742,2024-07-01 00:19:07.295055
linea,59144,2024-05-31 00:00:00.000 UTC,L2,Linea,967204,1054204,1031464,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-30 00:00:00.000 UTC,L1,Avalanche C-Chain,106877,142236,135987,2024-07-01 00:19:07.295055
base,8453,2024-05-06 00:00:00.000 UTC,L2,Base,1775343,2422702,2144804,2024-07-01 00:19:07.295055
optimism,10,2024-04-18 00:00:00.000 UTC,L2,OP Mainnet,475114,601220,564028,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-18 00:00:00.000 UTC,L2,Arbitrum One,2359800,2732622,2656238,2024-07-01 00:19:07.295055
mantle,5000,2024-04-03 00:00:00.000 UTC,L2,Mantle,220374,254104,237878,2024-07-01 00:19:07.295055
zksync,324,2024-06-27 00:00:00.000 UTC,L2,zkSync Era,433732,433732,425381,2024-07-01 00:19:07.295055
zksync,324,2024-05-02 00:00:00.000 UTC,L2,zkSync Era,988954,988954,975413,2024-07-01 00:19:07.295055
zora,7777777,2024-04-16 00:00:00.000 UTC,L2,ZORA,133736,594244,593363,2024-07-01 00:19:07.295055
zksync,324,2024-05-15 00:00:00.000 UTC,L2,zkSync Era,806900,806900,795320,2024-07-01 00:19:07.295055
bnb,56,2024-06-06 00:00:00.000 UTC,L1,BNB,3410545,3705853,3526738,2024-07-01 00:19:07.295055
celo,42220,2024-05-15 00:00:00.000 UTC,L1,Celo,559046,626705,603066,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-03 00:00:00.000 UTC,L2,Polygon zkEVM,5009,7935,7778,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-01 00:00:00.000 UTC,L1,Avalanche C-Chain,104339,130975,127484,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-28 00:00:00.000 UTC,L1,Avalanche C-Chain,125060,168006,161087,2024-07-01 00:19:07.295055
ethereum,1,2024-06-14 00:00:00.000 UTC,L1,Ethereum,762240,1183162,1159017,2024-07-01 00:19:07.295055
zora,7777777,2024-05-02 00:00:00.000 UTC,L2,ZORA,81304,103620,103052,2024-07-01 00:19:07.295055
linea,59144,2024-06-16 00:00:00.000 UTC,L2,Linea,299445,346781,343982,2024-07-01 00:19:07.295055
bnb,56,2024-06-13 00:00:00.000 UTC,L1,BNB,2990275,3237538,2999288,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-21 00:00:00.000 UTC,L2,Polygon zkEVM,16030,22185,21247,2024-07-01 00:19:07.295055
celo,42220,2024-04-29 00:00:00.000 UTC,L1,Celo,574785,629923,611461,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-05 00:00:00.000 UTC,L2,Polygon zkEVM,7132,10549,10374,2024-07-01 00:19:07.295055
bnb,56,2024-06-23 00:00:00.000 UTC,L1,BNB,2511030,2732449,2508097,2024-07-01 00:19:07.295055
blast,81457,2024-04-24 00:00:00.000 UTC,L2,Blast,409914,448963,436186,2024-07-01 00:19:07.295055
zora,7777777,2024-06-30 00:00:00.000 UTC,L2,ZORA,106975,123142,122651,2024-07-01 00:19:07.295055
fantom,250,2024-06-21 00:00:00.000 UTC,L1,Fantom,104674,281104,251669,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-13 00:00:00.000 UTC,L2,Arbitrum One,1703689,2215573,2099782,2024-07-01 00:19:07.295055
blast,81457,2024-05-11 00:00:00.000 UTC,L2,Blast,416146,498741,488218,2024-07-01 00:19:07.295055
gnosis,100,2024-04-28 00:00:00.000 UTC,L1,Gnosis,147911,169125,166590,2024-07-01 00:19:07.295055
linea,59144,2024-05-05 00:00:00.000 UTC,L2,Linea,291176,330748,326112,2024-07-01 00:19:07.295055
polygon,137,2024-04-08 00:00:00.000 UTC,L1,Polygon PoS,4241101,4238106,4053111,2024-07-01 00:19:07.295055
mantle,5000,2024-05-26 00:00:00.000 UTC,L2,Mantle,228255,248830,238295,2024-07-01 00:19:07.295055
zora,7777777,2024-05-22 00:00:00.000 UTC,L2,ZORA,71247,82730,82257,2024-07-01 00:19:07.295055
zora,7777777,2024-06-04 00:00:00.000 UTC,L2,ZORA,73153,88866,88010,2024-07-01 00:19:07.295055
polygon,137,2024-04-29 00:00:00.000 UTC,L1,Polygon PoS,4126245,4123858,3886103,2024-07-01 00:19:07.295055
optimism,10,2024-06-05 00:00:00.000 UTC,L2,OP Mainnet,371656,472368,457847,2024-07-01 00:19:07.295055
celo,42220,2024-04-25 00:00:00.000 UTC,L1,Celo,535413,584506,559884,2024-07-01 00:19:07.295055
optimism,10,2024-04-28 00:00:00.000 UTC,L2,OP Mainnet,490359,656008,616211,2024-07-01 00:19:07.295055
base,8453,2024-04-20 00:00:00.000 UTC,L2,Base,1753105,2442219,2201884,2024-07-01 00:19:07.295055
blast,81457,2024-05-13 00:00:00.000 UTC,L2,Blast,468630,574382,562254,2024-07-01 00:19:07.295055
linea,59144,2024-06-19 00:00:00.000 UTC,L2,Linea,362922,423500,418051,2024-07-01 00:19:07.295055
linea,59144,2024-04-08 00:00:00.000 UTC,L2,Linea,360430,450954,446614,2024-07-01 00:19:07.295055
linea,59144,2024-06-06 00:00:00.000 UTC,L2,Linea,497175,603255,595712,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-22 00:00:00.000 UTC,L2,Polygon zkEVM,12431,15887,15585,2024-07-01 00:19:07.295055
gnosis,100,2024-05-14 00:00:00.000 UTC,L1,Gnosis,142139,178778,171526,2024-07-01 00:19:07.295055
zora,7777777,2024-06-23 00:00:00.000 UTC,L2,ZORA,101217,117831,117581,2024-07-01 00:19:07.295055
scroll,534352,2024-04-10 00:00:00.000 UTC,L2,Scroll,263730,311738,295506,2024-07-01 00:19:07.295055
gnosis,100,2024-04-18 00:00:00.000 UTC,L1,Gnosis,151400,184339,181838,2024-07-01 00:19:07.295055
fantom,250,2024-06-12 00:00:00.000 UTC,L1,Fantom,83502,207706,185702,2024-07-01 00:19:07.295055
zora,7777777,2024-04-05 00:00:00.000 UTC,L2,ZORA,148775,941078,937170,2024-07-01 00:19:07.295055
linea,59144,2024-06-21 00:00:00.000 UTC,L2,Linea,449667,514121,509063,2024-07-01 00:19:07.295055
scroll,534352,2024-05-05 00:00:00.000 UTC,L2,Scroll,309688,344719,328162,2024-07-01 00:19:07.295055
zksync,324,2024-05-09 00:00:00.000 UTC,L2,zkSync Era,913177,913176,900566,2024-07-01 00:19:07.295055
zksync,324,2024-04-20 00:00:00.000 UTC,L2,zkSync Era,1024354,1024353,1004828,2024-07-01 00:19:07.295055
gnosis,100,2024-06-11 00:00:00.000 UTC,L1,Gnosis,73010,106546,102800,2024-07-01 00:19:07.295055
polygon,137,2024-04-11 00:00:00.000 UTC,L1,Polygon PoS,4285439,4282562,4088259,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-15 00:00:00.000 UTC,L2,Arbitrum One,1379821,1808870,1615399,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-20 00:00:00.000 UTC,L2,Polygon zkEVM,13022,16335,15743,2024-07-01 00:19:07.295055
zksync,324,2024-04-27 00:00:00.000 UTC,L2,zkSync Era,918273,918269,904239,2024-07-01 00:19:07.295055
celo,42220,2024-06-19 00:00:00.000 UTC,L1,Celo,549332,604848,590577,2024-07-01 00:19:07.295055
scroll,534352,2024-06-04 00:00:00.000 UTC,L2,Scroll,268312,316004,300090,2024-07-01 00:19:07.295055
optimism,10,2024-05-16 00:00:00.000 UTC,L2,OP Mainnet,427602,529276,501064,2024-07-01 00:19:07.295055
mantle,5000,2024-06-16 00:00:00.000 UTC,L2,Mantle,608557,676012,668828,2024-07-01 00:19:07.295055
bnb,56,2024-05-02 00:00:00.000 UTC,L1,BNB,2612947,3208072,3070914,2024-07-01 00:19:07.295055
ethereum,1,2024-06-12 00:00:00.000 UTC,L1,Ethereum,790670,1223290,1196754,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-04 00:00:00.000 UTC,L1,Avalanche C-Chain,120458,153448,148105,2024-07-01 00:19:07.295055
linea,59144,2024-04-10 00:00:00.000 UTC,L2,Linea,442916,583295,575367,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-15 00:00:00.000 UTC,L2,Polygon zkEVM,14654,20160,19683,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-17 00:00:00.000 UTC,L2,Polygon zkEVM,12810,23164,22665,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-29 00:00:00.000 UTC,L2,Arbitrum One,2133561,2568982,2460530,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-12 00:00:00.000 UTC,L2,Polygon zkEVM,12443,17771,17234,2024-07-01 00:19:07.295055
fantom,250,2024-05-11 00:00:00.000 UTC,L1,Fantom,97317,177029,159522,2024-07-01 00:19:07.295055
scroll,534352,2024-05-03 00:00:00.000 UTC,L2,Scroll,377850,416913,396754,2024-07-01 00:19:07.295055
gnosis,100,2024-06-08 00:00:00.000 UTC,L1,Gnosis,72543,138068,134913,2024-07-01 00:19:07.295055
base,8453,2024-04-08 00:00:00.000 UTC,L2,Base,2260334,3150574,2689621,2024-07-01 00:19:07.295055
celo,42220,2024-04-04 00:00:00.000 UTC,L1,Celo,241519,276876,268477,2024-07-01 00:19:07.295055
celo,42220,2024-05-07 00:00:00.000 UTC,L1,Celo,544132,618582,591136,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-30 00:00:00.000 UTC,L2,Arbitrum One,1397048,1770774,1645759,2024-07-01 00:19:07.295055
zksync,324,2024-04-30 00:00:00.000 UTC,L2,zkSync Era,1222355,1222355,993063,2024-07-01 00:19:07.295055
ethereum,1,2024-05-28 00:00:00.000 UTC,L1,Ethereum,707171,1104401,1080690,2024-07-01 00:19:07.295055
zksync,324,2024-04-17 00:00:00.000 UTC,L2,zkSync Era,995139,995138,971218,2024-07-01 00:19:07.295055
celo,42220,2024-06-05 00:00:00.000 UTC,L1,Celo,634947,677138,671092,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-03 00:00:00.000 UTC,L1,Avalanche C-Chain,146494,188987,179869,2024-07-01 00:19:07.295055
ethereum,1,2024-05-17 00:00:00.000 UTC,L1,Ethereum,707870,1111759,1092553,2024-07-01 00:19:07.295055
scroll,534352,2024-05-02 00:00:00.000 UTC,L2,Scroll,379567,415227,402799,2024-07-01 00:19:07.295055
gnosis,100,2024-04-02 00:00:00.000 UTC,L1,Gnosis,153209,176514,173977,2024-07-01 00:19:07.295055
celo,42220,2024-05-04 00:00:00.000 UTC,L1,Celo,502335,573326,544293,2024-07-01 00:19:07.295055
base,8453,2024-05-05 00:00:00.000 UTC,L2,Base,1673314,2284114,2062174,2024-07-01 00:19:07.295055
fantom,250,2024-04-05 00:00:00.000 UTC,L1,Fantom,92265,148390,136122,2024-07-01 00:19:07.295055
bnb,56,2024-06-17 00:00:00.000 UTC,L1,BNB,2758562,3070598,2815801,2024-07-01 00:19:07.295055
blast,81457,2024-05-14 00:00:00.000 UTC,L2,Blast,503367,604461,589533,2024-07-01 00:19:07.295055
scroll,534352,2024-04-29 00:00:00.000 UTC,L2,Scroll,295471,320111,312463,2024-07-01 00:19:07.295055
fantom,250,2024-06-09 00:00:00.000 UTC,L1,Fantom,86932,170427,156225,2024-07-01 00:19:07.295055
base,8453,2024-06-27 00:00:00.000 UTC,L2,Base,2232860,3605357,3096713,2024-07-01 00:19:07.295055
base,8453,2024-05-31 00:00:00.000 UTC,L2,Base,1695314,2249295,2025409,2024-07-01 00:19:07.295055
bnb,56,2024-04-07 00:00:00.000 UTC,L1,BNB,2973322,3726128,3562606,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-18 00:00:00.000 UTC,L1,Avalanche C-Chain,202743,258016,239251,2024-07-01 00:19:07.295055
fantom,250,2024-04-22 00:00:00.000 UTC,L1,Fantom,128556,274218,245214,2024-07-01 00:19:07.295055
zora,7777777,2024-05-09 00:00:00.000 UTC,L2,ZORA,76700,94528,93962,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-15 00:00:00.000 UTC,L2,Polygon zkEVM,7829,10949,10678,2024-07-01 00:19:07.295055
zksync,324,2024-06-23 00:00:00.000 UTC,L2,zkSync Era,475737,475736,469202,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-19 00:00:00.000 UTC,L2,Polygon zkEVM,14548,17906,17337,2024-07-01 00:19:07.295055
mantle,5000,2024-05-19 00:00:00.000 UTC,L2,Mantle,213748,230900,224364,2024-07-01 00:19:07.295055
blast,81457,2024-06-29 00:00:00.000 UTC,L2,Blast,479083,571602,560224,2024-07-01 00:19:07.295055
fantom,250,2024-06-17 00:00:00.000 UTC,L1,Fantom,93492,207902,184273,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-26 00:00:00.000 UTC,L1,Avalanche C-Chain,193072,239285,225854,2024-07-01 00:19:07.295055
optimism,10,2024-04-11 00:00:00.000 UTC,L2,OP Mainnet,520913,658718,620532,2024-07-01 00:19:07.295055
ethereum,1,2024-04-15 00:00:00.000 UTC,L1,Ethereum,771641,1187215,1170054,2024-07-01 00:19:07.295055
bnb,56,2024-04-21 00:00:00.000 UTC,L1,BNB,3003398,3537474,3396569,2024-07-01 00:19:07.295055
zksync,324,2024-04-09 00:00:00.000 UTC,L2,zkSync Era,1077663,1077662,1063564,2024-07-01 00:19:07.295055
optimism,10,2024-05-29 00:00:00.000 UTC,L2,OP Mainnet,421812,515671,491291,2024-07-01 00:19:07.295055
bnb,56,2024-06-16 00:00:00.000 UTC,L1,BNB,2471685,2718919,2517095,2024-07-01 00:19:07.295055
fantom,250,2024-04-16 00:00:00.000 UTC,L1,Fantom,119848,255568,219655,2024-07-01 00:19:07.295055
fantom,250,2024-05-13 00:00:00.000 UTC,L1,Fantom,93459,246904,222956,2024-07-01 00:19:07.295055
polygon,137,2024-06-20 00:00:00.000 UTC,L1,Polygon PoS,4232798,4231096,3954503,2024-07-01 00:19:07.295055
blast,81457,2024-05-01 00:00:00.000 UTC,L2,Blast,621400,705242,678427,2024-07-01 00:19:07.295055
gnosis,100,2024-05-21 00:00:00.000 UTC,L1,Gnosis,128977,174908,161766,2024-07-01 00:19:07.295055
celo,42220,2024-04-12 00:00:00.000 UTC,L1,Celo,209117,241246,226719,2024-07-01 00:19:07.295055
bnb,56,2024-05-12 00:00:00.000 UTC,L1,BNB,2351582,2945442,2852224,2024-07-01 00:19:07.295055
fantom,250,2024-06-14 00:00:00.000 UTC,L1,Fantom,79912,186946,164866,2024-07-01 00:19:07.295055
mantle,5000,2024-04-20 00:00:00.000 UTC,L2,Mantle,193433,222667,210451,2024-07-01 00:19:07.295055
ethereum,1,2024-04-09 00:00:00.000 UTC,L1,Ethereum,788260,1225686,1207628,2024-07-01 00:19:07.295055
linea,59144,2024-04-15 00:00:00.000 UTC,L2,Linea,374353,433511,426505,2024-07-01 00:19:07.295055
celo,42220,2024-06-29 00:00:00.000 UTC,L1,Celo,684742,747920,732431,2024-07-01 00:19:07.295055
ethereum,1,2024-05-06 00:00:00.000 UTC,L1,Ethereum,754736,1189404,1169853,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-25 00:00:00.000 UTC,L2,Polygon zkEVM,16221,20856,20046,2024-07-01 00:19:07.295055
polygon,137,2024-06-14 00:00:00.000 UTC,L1,Polygon PoS,4135337,4131769,3832827,2024-07-01 00:19:07.295055
zora,7777777,2024-06-10 00:00:00.000 UTC,L2,ZORA,91519,109295,108764,2024-07-01 00:19:07.295055
gnosis,100,2024-06-03 00:00:00.000 UTC,L1,Gnosis,83036,105139,102352,2024-07-01 00:19:07.295055
scroll,534352,2024-05-13 00:00:00.000 UTC,L2,Scroll,301854,331532,318721,2024-07-01 00:19:07.295055
gnosis,100,2024-06-09 00:00:00.000 UTC,L1,Gnosis,80980,96116,94055,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-07 00:00:00.000 UTC,L2,Polygon zkEVM,12346,17474,17047,2024-07-01 00:19:07.295055
base,8453,2024-04-27 00:00:00.000 UTC,L2,Base,1735634,2264515,2115502,2024-07-01 00:19:07.295055
ethereum,1,2024-06-07 00:00:00.000 UTC,L1,Ethereum,753403,1183337,1149699,2024-07-01 00:19:07.295055
celo,42220,2024-06-10 00:00:00.000 UTC,L1,Celo,634227,678832,671604,2024-07-01 00:19:07.295055
base,8453,2024-05-13 00:00:00.000 UTC,L2,Base,1399528,1964298,1760750,2024-07-01 00:19:07.295055
optimism,10,2024-06-09 00:00:00.000 UTC,L2,OP Mainnet,322792,396628,390118,2024-07-01 00:19:07.295055
celo,42220,2024-04-18 00:00:00.000 UTC,L1,Celo,272650,317650,293713,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-06 00:00:00.000 UTC,L2,Polygon zkEVM,15145,19475,18673,2024-07-01 00:19:07.295055
polygon,137,2024-04-22 00:00:00.000 UTC,L1,Polygon PoS,4419272,4416860,4218071,2024-07-01 00:19:07.295055
zksync,324,2024-06-02 00:00:00.000 UTC,L2,zkSync Era,662283,662282,641017,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-25 00:00:00.000 UTC,L2,Arbitrum One,1425868,1808776,1639063,2024-07-01 00:19:07.295055
polygon,137,2024-05-24 00:00:00.000 UTC,L1,Polygon PoS,4213029,4211051,3915812,2024-07-01 00:19:07.295055
gnosis,100,2024-06-22 00:00:00.000 UTC,L1,Gnosis,51036,71770,69895,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-07 00:00:00.000 UTC,L1,Avalanche C-Chain,192197,244444,229132,2024-07-01 00:19:07.295055
optimism,10,2024-05-02 00:00:00.000 UTC,L2,OP Mainnet,429522,643523,591739,2024-07-01 00:19:07.295055
base,8453,2024-06-14 00:00:00.000 UTC,L2,Base,1977431,2888863,2724539,2024-07-01 00:19:07.295055
blast,81457,2024-04-18 00:00:00.000 UTC,L2,Blast,395960,419256,413408,2024-07-01 00:19:07.295055
scroll,534352,2024-05-18 00:00:00.000 UTC,L2,Scroll,268341,299459,284212,2024-07-01 00:19:07.295055
blast,81457,2024-05-21 00:00:00.000 UTC,L2,Blast,519703,623182,603078,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-08 00:00:00.000 UTC,L1,Avalanche C-Chain,215521,274827,258527,2024-07-01 00:19:07.295055
fantom,250,2024-05-15 00:00:00.000 UTC,L1,Fantom,102709,222970,200728,2024-07-01 00:19:07.295055
base,8453,2024-06-16 00:00:00.000 UTC,L2,Base,1879441,2816517,2703909,2024-07-01 00:19:07.295055
optimism,10,2024-05-05 00:00:00.000 UTC,L2,OP Mainnet,329504,460634,431681,2024-07-01 00:19:07.295055
blast,81457,2024-06-22 00:00:00.000 UTC,L2,Blast,961277,1083713,1038160,2024-07-01 00:19:07.295055
optimism,10,2024-06-20 00:00:00.000 UTC,L2,OP Mainnet,635228,816979,768712,2024-07-01 00:19:07.295055
zora,7777777,2024-06-22 00:00:00.000 UTC,L2,ZORA,105586,123264,121882,2024-07-01 00:19:07.295055
linea,59144,2024-04-23 00:00:00.000 UTC,L2,Linea,348897,395488,388434,2024-07-01 00:19:07.295055
zora,7777777,2024-05-27 00:00:00.000 UTC,L2,ZORA,60277,72684,72055,2024-07-01 00:19:07.295055
bnb,56,2024-04-27 00:00:00.000 UTC,L1,BNB,2706714,3194552,3071282,2024-07-01 00:19:07.295055
zksync,324,2024-06-05 00:00:00.000 UTC,L2,zkSync Era,571233,571233,559408,2024-07-01 00:19:07.295055
ethereum,1,2024-05-01 00:00:00.000 UTC,L1,Ethereum,776058,1205927,1187737,2024-07-01 00:19:07.295055
optimism,10,2024-04-23 00:00:00.000 UTC,L2,OP Mainnet,507424,644171,613730,2024-07-01 00:19:07.295055
mantle,5000,2024-04-08 00:00:00.000 UTC,L2,Mantle,206594,242474,223659,2024-07-01 00:19:07.295055
gnosis,100,2024-04-23 00:00:00.000 UTC,L1,Gnosis,141525,169660,164883,2024-07-01 00:19:07.295055
base,8453,2024-05-19 00:00:00.000 UTC,L2,Base,1201341,1692919,1571973,2024-07-01 00:19:07.295055
bnb,56,2024-06-10 00:00:00.000 UTC,L1,BNB,2943457,3063269,2909957,2024-07-01 00:19:07.295055
gnosis,100,2024-04-09 00:00:00.000 UTC,L1,Gnosis,150478,210005,207581,2024-07-01 00:19:07.295055
scroll,534352,2024-06-11 00:00:00.000 UTC,L2,Scroll,224385,280386,265697,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-10 00:00:00.000 UTC,L2,Arbitrum One,1509105,1948494,1851193,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-05 00:00:00.000 UTC,L1,Avalanche C-Chain,208275,273864,257508,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-22 00:00:00.000 UTC,L2,Arbitrum One,1699657,2053586,1919840,2024-07-01 00:19:07.295055
scroll,534352,2024-04-28 00:00:00.000 UTC,L2,Scroll,250618,257284,249505,2024-07-01 00:19:07.295055
ethereum,1,2024-05-08 00:00:00.000 UTC,L1,Ethereum,727530,1158248,1138996,2024-07-01 00:19:07.295055
base,8453,2024-04-19 00:00:00.000 UTC,L2,Base,1795386,2481638,2183435,2024-07-01 00:19:07.295055
gnosis,100,2024-05-18 00:00:00.000 UTC,L1,Gnosis,106126,145897,131326,2024-07-01 00:19:07.295055
fantom,250,2024-05-01 00:00:00.000 UTC,L1,Fantom,104251,244418,217600,2024-07-01 00:19:07.295055
mantle,5000,2024-06-29 00:00:00.000 UTC,L2,Mantle,370380,392220,389003,2024-07-01 00:19:07.295055
base,8453,2024-06-02 00:00:00.000 UTC,L2,Base,1616561,2198511,1934302,2024-07-01 00:19:07.295055
fantom,250,2024-05-27 00:00:00.000 UTC,L1,Fantom,96560,182607,160746,2024-07-01 00:19:07.295055
bnb,56,2024-05-29 00:00:00.000 UTC,L1,BNB,2764255,3195094,3049750,2024-07-01 00:19:07.295055
polygon,137,2024-04-24 00:00:00.000 UTC,L1,Polygon PoS,4017293,4014437,3792709,2024-07-01 00:19:07.295055
zora,7777777,2024-06-08 00:00:00.000 UTC,L2,ZORA,91691,109490,107120,2024-07-01 00:19:07.295055
bnb,56,2024-05-23 00:00:00.000 UTC,L1,BNB,2964006,3384637,3187345,2024-07-01 00:19:07.295055
polygon,137,2024-06-08 00:00:00.000 UTC,L1,Polygon PoS,3741299,3740387,3511396,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-13 00:00:00.000 UTC,L2,Polygon zkEVM,7561,9989,9830,2024-07-01 00:19:07.295055
polygon,137,2024-05-07 00:00:00.000 UTC,L1,Polygon PoS,3835189,3831619,3645770,2024-07-01 00:19:07.295055
base,8453,2024-04-05 00:00:00.000 UTC,L2,Base,1761948,2999492,2121728,2024-07-01 00:19:07.295055
optimism,10,2024-06-06 00:00:00.000 UTC,L2,OP Mainnet,381716,506967,492249,2024-07-01 00:19:07.295055
polygon,137,2024-04-25 00:00:00.000 UTC,L1,Polygon PoS,4138958,4136482,3915416,2024-07-01 00:19:07.295055
optimism,10,2024-04-09 00:00:00.000 UTC,L2,OP Mainnet,494491,636030,605065,2024-07-01 00:19:07.295055
polygon,137,2024-05-27 00:00:00.000 UTC,L1,Polygon PoS,4178736,4176600,3883590,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-08 00:00:00.000 UTC,L2,Arbitrum One,1510941,2239513,1869807,2024-07-01 00:19:07.295055
gnosis,100,2024-04-30 00:00:00.000 UTC,L1,Gnosis,177081,203187,197772,2024-07-01 00:19:07.295055
zksync,324,2024-05-16 00:00:00.000 UTC,L2,zkSync Era,760410,760409,750059,2024-07-01 00:19:07.295055
mantle,5000,2024-05-08 00:00:00.000 UTC,L2,Mantle,288466,315586,300956,2024-07-01 00:19:07.295055
blast,81457,2024-04-07 00:00:00.000 UTC,L2,Blast,444873,476007,467433,2024-07-01 00:19:07.295055
polygon,137,2024-05-21 00:00:00.000 UTC,L1,Polygon PoS,4310114,4307225,3998012,2024-07-01 00:19:07.295055
zksync,324,2024-04-02 00:00:00.000 UTC,L2,zkSync Era,917404,917404,897930,2024-07-01 00:19:07.295055
celo,42220,2024-05-23 00:00:00.000 UTC,L1,Celo,667213,739274,715929,2024-07-01 00:19:07.295055
polygon,137,2024-05-01 00:00:00.000 UTC,L1,Polygon PoS,4277344,4274814,3984706,2024-07-01 00:19:07.295055
gnosis,100,2024-04-26 00:00:00.000 UTC,L1,Gnosis,150435,186186,182592,2024-07-01 00:19:07.295055
zksync,324,2024-05-10 00:00:00.000 UTC,L2,zkSync Era,857305,857304,844707,2024-07-01 00:19:07.295055
optimism,10,2024-06-24 00:00:00.000 UTC,L2,OP Mainnet,410853,520446,488649,2024-07-01 00:19:07.295055
mantle,5000,2024-06-03 00:00:00.000 UTC,L2,Mantle,237280,282699,274599,2024-07-01 00:19:07.295055
zksync,324,2024-04-24 00:00:00.000 UTC,L2,zkSync Era,1108671,1108671,1091707,2024-07-01 00:19:07.295055
optimism,10,2024-06-18 00:00:00.000 UTC,L2,OP Mainnet,429876,553512,510815,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-05 00:00:00.000 UTC,L2,Arbitrum One,1115520,1643701,1516347,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-08 00:00:00.000 UTC,L2,Arbitrum One,1509083,1960498,1887807,2024-07-01 00:19:07.295055
ethereum,1,2024-05-04 00:00:00.000 UTC,L1,Ethereum,715635,1162368,1142720,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-28 00:00:00.000 UTC,L2,Polygon zkEVM,15119,20864,20200,2024-07-01 00:19:07.295055
zksync,324,2024-06-08 00:00:00.000 UTC,L2,zkSync Era,445584,445580,439297,2024-07-01 00:19:07.295055
scroll,534352,2024-06-13 00:00:00.000 UTC,L2,Scroll,248560,304967,293466,2024-07-01 00:19:07.295055
blast,81457,2024-06-01 00:00:00.000 UTC,L2,Blast,503155,638848,616072,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-10 00:00:00.000 UTC,L2,Arbitrum One,1334914,1831116,1602328,2024-07-01 00:19:07.295055
optimism,10,2024-06-15 00:00:00.000 UTC,L2,OP Mainnet,418493,495262,479178,2024-07-01 00:19:07.295055
zora,7777777,2024-05-24 00:00:00.000 UTC,L2,ZORA,71795,85567,84789,2024-07-01 00:19:07.295055
linea,59144,2024-05-26 00:00:00.000 UTC,L2,Linea,887215,975602,962497,2024-07-01 00:19:07.295055
mantle,5000,2024-06-09 00:00:00.000 UTC,L2,Mantle,374377,532119,526862,2024-07-01 00:19:07.295055
gnosis,100,2024-06-10 00:00:00.000 UTC,L1,Gnosis,65169,96325,91897,2024-07-01 00:19:07.295055
zksync,324,2024-05-04 00:00:00.000 UTC,L2,zkSync Era,853893,853892,843103,2024-07-01 00:19:07.295055
mantle,5000,2024-04-05 00:00:00.000 UTC,L2,Mantle,211913,248434,226612,2024-07-01 00:19:07.295055
ethereum,1,2024-05-26 00:00:00.000 UTC,L1,Ethereum,704480,1138271,1114343,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-07 00:00:00.000 UTC,L2,Arbitrum One,1276800,1687335,1599959,2024-07-01 00:19:07.295055
linea,59144,2024-05-18 00:00:00.000 UTC,L2,Linea,308421,370300,365152,2024-07-01 00:19:07.295055
zora,7777777,2024-06-28 00:00:00.000 UTC,L2,ZORA,106496,124014,123630,2024-07-01 00:19:07.295055
scroll,534352,2024-04-15 00:00:00.000 UTC,L2,Scroll,289138,330937,317655,2024-07-01 00:19:07.295055
linea,59144,2024-06-30 00:00:00.000 UTC,L2,Linea,349779,406310,403066,2024-07-01 00:19:07.295055
