blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,num_senders,num_txs,num_txs_success,last_updated,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
fantom,L1,Likely Sybil,2024-04-28,282.1208273654555,276.48776957973524,48299072431,47962608036,4654,31146,29087,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-04-28,1283.3889497889315,1197.9414333186269,83271917319,79065707562,14739,148156,133188,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-04-28,185.15597188396148,181.7832619087791,24653072333,24230298131,251519,347903,344054,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-04-28,806.1662202119539,789.6847377429559,80200875143,78209652413,148239,716194,702145,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-04-28,24.614415972612406,24.422479445536567,2805133193,2784131145,15848,76109,75760,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Volume too Low,2024-04-28,107.64320593750323,107.48166161746077,15303378409,15283539129,256918,274701,274482,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-04-28,406.4669011493186,379.2448125684781,47493620931,45863457804,51712,229687,214049,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-04-28,88.14741433577566,85.91915734210322,10686693931,10456061345,23732,69061,66184,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Volume too Low,2024-04-28,127.4538709061908,122.98099279841298,66645728204,64124372656,393169,597749,590163,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-04-28,36.64459780227054,35.52310113697611,17375817593,17064493504,181486,367991,362229,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-04-28,608.1283253728351,582.188868717136,261104840604,250454545751,479605,2049281,1954902,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Likely Sybil,2024-04-28,5.637310199103624,4.941857171513037,70428329224,66693235020,21689,274150,215414,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-04-28,6.420158852848464,6.208845367724825,47039922777,45111840909,161430,321251,314293,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-04-28,62.134961874873085,58.36323391831267,302501463342,282866378139,188893,1781343,1572422,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Volume too Low,2024-04-28,132.0025261548401,129.83500125448572,4500624750,4422986735,24121,37478,37208,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-04-28,59.21836762468569,44.74158194132314,1381733615,1185014400,2560,12407,11203,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-04-28,823.7442861312953,774.1928718392616,26747795899,25670984702,21470,168304,158072,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Volume too Low,2024-04-28,1.5906827325996393,1.5674953652640844,49690067901,48968158905,183027,335679,331609,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-04-28,29.657474115746652,20.667284299090767,29508870129,23072206217,12907,148905,114080,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-04-28,130.6142185591056,119.44167568758358,296257424289,278571947543,134235,1068613,1005062,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Likely Sybil,2024-04-28,6711.786901470476,6451.175885583413,272845094472,257619568359,782709,2136800,1991090,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-04-28,47523.01928651243,43597.31800941098,2059999356113,1970772193220,1593833,10516322,9905741,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-04-28,4053.45601396851,3974.1049433479466,310062021310,300690071448,1636414,2700009,2665667,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Likely Sybil,2024-04-27,0.011720766950140063,0.011720766950140063,1351132830,1351132830,386,7628,7628,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Potential Non-Sybil,2024-04-27,0.128534541904444,0.12794299190253275,13361754250,13318964125,25269,82392,81830,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-04-27,0.04126900285596549,0.04112987030301968,4361935104,4339890863,12097,22150,21946,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-04-27,5.82831103637497,5.754413238049945,233132441455,230176529522,266901,826051,814526,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-04-27,0.8055960247251682,0.8032059469251684,14945604692,14850001580,26004,53257,52982,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-04-27,0.31032019075000017,0.2810247016000012,12412807630,11240988064,15550,38961,36731,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Potential Non-Sybil,2024-04-27,1.3002744714800016,1.248765752236614,2497122106,2376271209,3541,16940,16304,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-04-27,0.0174956428126,0.0163679520126,41818015,39057633,21,158,147,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-04-27,0.3712501930488562,0.36420810160307515,849409989,833075531,1989,5355,5299,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Potential Non-Sybil,2024-04-27,29.734242586173384,28.431485763683913,21451020979,20494074905,53975,172145,166360,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-04-27,0.18918582470549788,0.18918582470549788,81755801,81755801,59,3079,3079,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-04-27,10.493368358817792,10.152521113543006,7726459972,7461344614,27133,63185,61692,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Volume too Low,2024-04-27,3618.040449470519,3541.766141385989,40511596441,39762605090,277494,442373,438654,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-04-27,5832.583758978739,5544.719905986028,59063332870,56927683567,387761,975494,938160,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-04-27,58738.29389183966,53399.60408698767,458220073372,435607535452,437431,2632217,2466999,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Volume too Low,2024-04-27,1.751727882342761,1.5961514556927117,18412914814,16227512574,79991,128103,123310,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-04-27,0.8801217065815935,0.7248312317675087,4405407177,3796174873,5357,51852,46472,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-04-27,17.00144778342049,16.2185787677243,191307424821,185959617864,49528,473506,443106,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Likely Sybil,2024-04-27,6.989027329835464,6.146263570585925,62766515143,59989287038,24579,274883,246066,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-04-27,8.333833635704968,7.954846748304459,63620566116,59452841065,214779,436167,424862,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Potential Non-Sybil,2024-04-27,91.23775269950345,86.38332802555976,525789886129,503390023516,249683,2319096,2168866,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Likely Sybil,2024-04-27,0.4132198189025786,0.4036039188888774,2821348431,2680173225,15218,28489,27193,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-04-27,0.905712170376619,0.8964028874788709,7430121533,7280468004,31793,49744,49330,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-04-27,3.7638303945449634,3.607421307181631,44239647058,42935856499,98987,277625,272335,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-04-27,322.47533694093136,280.3184905631981,1149536335937,1095472084373,618622,4763937,4508227,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-04-27,22.556068352546056,21.796929103716746,143847106359,138496025652,490209,958665,941447,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-04-27,36.73045324110678,28.539142311411744,104102248512,93987455796,49897,485574,420381,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Potential Non-Sybil,2024-04-27,5946.258188563866,5019.867049761605,83305186398,78088298114,15899,196405,177518,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-04-27,158.10613599709725,95.7837513099085,4072405054,3527371035,11858,24160,22449,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-04-27,490.2951934502611,475.1733745845122,20132360391,19710308773,3816,20664,18107,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-04-27,161.81330525489537,158.9085221712175,24293189475,23867042043,242692,340076,335944,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-04-27,17.91642415296864,17.683848027640455,2353951595,2332226464,17104,56046,55560,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-04-27,685.569677293943,672.0105090361141,81233400547,79448947328,151036,706963,693825,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Likely Sybil,2024-04-27,89.65056440813657,82.86227837963276,9897727255,9553913051,3549,51159,48570,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-04-27,486.6233260870931,418.838932024883,45186053384,41613690022,51802,217631,198526,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-04-27,112.32953139721609,112.17462225824089,16001613857,15981684321,258555,277420,277180,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Potential Non-Sybil,2024-04-27,718.1092865902209,679.105386172859,283337215163,267858964808,485231,2175182,2063455,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-04-27,141.9947123917659,131.63947736329877,66480692603,62674840500,402162,613738,606516,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-04-27,43.6573065468512,42.69372798233856,20174201928,19898148112,194100,405632,401311,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-04-27,6.54083675050618,6.317565422308789,40845716198,38885437628,133420,285914,279606,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-04-27,6.097184856303754,5.409711571868312,57009975136,54841979335,19357,215403,191966,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-04-27,74.10777037418033,70.03680626593543,321120707058,304111441527,200186,1763198,1643930,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Likely Sybil,2024-04-27,59.77152060843679,48.36562061095706,1632759799,1345409490,2674,14426,12764,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-04-27,144.34035658279598,141.54889938850837,4920412088,4819049214,23754,37418,37075,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-04-27,889.679913447874,830.0835784464273,28553538814,27142083086,22668,174631,161501,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-04-27,28.81120443409443,21.502696343609905,25978003492,19956194035,4272,140004,107165,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-04-27,1.6463079698746663,1.625744305863997,49274944057,48618294858,231769,350957,347282,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-04-27,190.61092575297423,154.89307647660905,322426218210,296099328722,143957,1152080,1069836,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Volume too Low,2024-04-27,4359.180559454171,4203.6183429882185,300127015877,289128617855,1648804,2693850,2659265,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-04-27,67787.00962075753,61299.828032978316,2129371803615,2025231603183,1595864,10866966,10270051,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-04-27,6570.605221387336,6240.037897882924,217356582350,203755145253,655882,2008995,1894853,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-04-26,0.16810336901339537,0.1659108459923146,14179640313,14073934324,24304,88602,87525,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-04-26,0.03916794951145342,0.03891379865720148,5301568974,5282050100,14062,25730,25546,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-04-26,0.016150533772207057,0.016150533772207057,1911155886,1911155886,397,8383,8383,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-04-26,7.936785967949944,7.849564754574931,317471438718,313982590183,291184,986634,972761,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-04-26,0.9296006143600064,0.9268551072100069,22249156644,22139336358,30244,67405,66986,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-04-26,0.2885900688249988,0.2660970794749988,11543602753,10643883179,11795,35419,33370,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Potential Non-Sybil,2024-04-26,1.3441841870563218,1.301980628641616,2161820205,2083248093,3357,14978,14500,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-04-26,0.3983448050621118,0.39423672845960867,773048842,764691645,2091,5340,5313,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-04-26,0.015229304968999999,0.013899318067,31094882,28635262,20,108,97,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Volume too Low,2024-04-26,15.819031984933368,15.436284156930915,8312227800,8098782092,29902,65669,64371,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-04-26,0.3239747377243406,0.3233461230094158,96440598,96083716,47,3909,3907,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-04-26,40.5505775226776,39.235073852128345,21601013938,20892058288,53940,173141,168319,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Volume too Low,2024-04-26,6792.100473698178,6670.976727989499,47150148353,46452101007,322590,566653,562135,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-04-26,8721.496498516635,8326.340216436874,61892914370,59832860355,338561,985095,949752,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-04-26,72277.57144774392,65754.12283435695,454228683887,431381533016,443465,2558462,2393784,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Likely Sybil,2024-04-26,0.6591045307704666,0.5496874469575964,3858785112,3298847372,5528,51778,47011,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-04-26,16.4309619173596,15.613452386175279,192089875771,187385596164,50257,461571,438237,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-04-26,1.7443683031552144,1.6161786696159457,18037111370,16171731892,89780,138491,134394,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-04-26,116.15703316000226,108.65752163797191,527274790835,498707480425,271693,2521137,2183246,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-04-26,12.456165670290764,12.004172513292827,68032341106,64050966737,238663,477971,463633,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-04-26,10.535322758521769,8.99959181149673,59745692017,54594964384,27770,360493,271608,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Potential Non-Sybil,2024-04-26,5.209651776224843,5.040439938738609,66222654486,64611336736,120277,407111,400056,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-04-26,1.083185624709611,1.0736091351088293,10200979866,10059800833,33617,63716,63225,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-04-26,0.5464006343811668,0.5457856420106139,3326415164,3321392145,16128,32422,32352,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Likely Sybil,2024-04-26,38.872594248920564,31.961201259578427,98193293838,87705629069,51138,571953,455671,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Potential Non-Sybil,2024-04-26,331.48397781761133,306.20053615868954,1285039427144,1232830201829,658286,5366698,4924695,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-04-26,32.5007185283443,31.628915882463296,154149061657,149082855284,463266,975159,954266,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Likely Sybil,2024-04-26,159.0445192088557,140.68155639834652,11420978953,10864497533,4167,23166,20064,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-04-26,102.46681982854606,82.16275823064049,5963017553,5197417011,15295,32071,29647,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-04-26,2008.9838546829794,1782.0834335574675,84067586391,78087003872,15471,193730,168253,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-04-26,206.57442929846997,202.84087853080092,23988227262,23549231473,249889,351476,348063,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-04-26,25.69942776236946,25.507799498805262,2865862212,2848241609,19600,65968,65712,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-04-26,816.7815387940034,802.3588671519265,80295560008,78648146119,160484,759007,746369,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Volume too Low,2024-04-26,106.36019094902959,106.1948871117287,15405042258,15383852692,257796,275839,275606,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-04-26,89.68199811261474,78.18352913562865,9768378922,9337789592,907,44421,41693,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-04-26,506.8072471068239,438.5873805048323,48189148989,44475485557,53097,234927,214982,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Potential Non-Sybil,2024-04-26,701.853399853007,672.2034841253867,287234982843,275546659881,528048,2340326,2230027,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-04-26,141.3797192787519,138.6338663746067,66520319392,65179552545,483122,732464,725076,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-04-26,44.537517678323525,43.31577272429261,20745652047,20490726222,194195,435464,431391,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-04-26,10.672629417624403,10.34908004501997,44693660762,42597184745,144784,313750,303693,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-04-26,99.55796787362956,92.87815840580426,321005274751,297247949937,224596,1970964,1657484,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-04-26,9.860067693979117,8.433753830766971,53975751019,49384961126,22349,300332,216214,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Potential Non-Sybil,2024-04-26,863.4737220136428,797.3697375517122,27807680580,26468933989,25434,180528,168793,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-04-26,168.6377299121933,164.2734847118646,5761531738,5603190373,27797,45192,44478,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-04-26,73.78561769648657,48.98899661598936,1507430785,1310618346,3231,13565,12583,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Potential Non-Sybil,2024-04-26,160.28574520380312,144.1159553467472,350307708962,332553488104,155518,1263697,1185813,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-04-26,1.81438982898237,1.7937582414547992,44581307399,43969277619,179780,295058,290738,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-04-26,27.163076744493946,21.812481285513602,23450048424,19020670383,5354,139602,114337,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Volume too Low,2024-04-26,7550.020081501942,7396.711518840083,318937348213,310448200385,1758998,2978854,2939271,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-04-26,77506.9551880486,70552.92627340477,2266863069842,2167437964263,1682110,11633678,10846903,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-04-26,9153.118173222101,8694.979072070166,206394511127,192390362726,608388,2139632,1976866,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-04-25,0.17919326435034094,0.17794076699603245,14829236769,14793574384,19752,91132,90579,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-04-25,0.04607905108666416,0.04555196183670557,4658191978,4636716694,13799,23093,22968,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-04-25,0.017485596944453966,0.017485596944453966,2064295976,2064295976,383,7275,7275,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Likely Sybil,2024-04-25,0.36147510669999333,0.32955969292499626,14459004268,13182387717,17584,45353,42712,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Potential Non-Sybil,2024-04-25,8.690625291525023,8.593784971800067,347625011661,343751398872,293004,987835,973601,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-04-25,0.9333134484437101,0.9308647815187105,23242002473,23144055796,28762,64557,64212,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Volume too Low,2024-04-25,0.5601135033486712,0.5513222468777809,742127512,729489703,1800,4783,4741,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-04-25,0.02163000829285,0.019458780625850002,28240762,25620846,21,126,122,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-04-25,2.182660702648274,2.107587816110613,2181364632,2078386021,3040,15413,14890,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Potential Non-Sybil,2024-04-25,47.905146264954816,46.272388255811286,18968301632,18317027724,48299,150674,146494,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-04-25,16.341018558896334,15.998268756270017,6643898476,6496308263,24576,53078,52140,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
