blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,num_senders,num_txs,num_txs_success,last_updated,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
base,L2,Volume too Low,2024-07-11,1.0568767290720982,1.041683040730865,68792338803,67926933231,385597,707174,701841,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-07-11,2.958989511872389,2.5812991779598313,101644197654,99669462840,58806,618460,602144,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Potential Non-Sybil,2024-07-11,592.290602276858,558.5263053157759,18495767889,17822063338,15378,114035,109075,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-07-11,79.13436875120274,71.41163428595448,2211659911,2042079265,4388,19234,18179,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-07-11,53.97134820234199,53.458903396328466,1683962475,1665708336,17725,22679,22587,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Potential Non-Sybil,2024-07-11,18807.156719408453,16525.416281381633,309816325526,288941994696,252969,1314718,1204115,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-07-11,21.3910889312205,20.975365766250803,34709107465,34255571489,209395,294625,288516,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-07-11,17.58336145218558,12.695986017556184,49121172670,42250228066,119381,406046,341596,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Volume too Low,2024-07-11,3774.1325182805595,3685.924462887265,269178228190,264899315085,1859500,2817637,2790273,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-07-11,4729.993631513393,4295.551729485814,345487596468,330481477484,1067054,3042263,2880709,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-07-11,68137.49943912982,60705.24062552589,2400217853596,2289200107986,1924777,10922728,10213453,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-07-10,0.07675778400710945,0.07622892722499032,15052145900,15032231846,16669,87619,87376,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-07-10,0.0029416020696207672,0.0029398587553704962,5616081012,5616003232,375,8197,8196,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-07-10,0.00952544942656069,0.009507949544818345,2123164163,2121171251,8348,12792,12761,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Likely Sybil,2024-07-10,0.1448363773199992,0.10729023470999914,4827879244,3576341157,11890,27194,21964,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Potential Non-Sybil,2024-07-10,1.4507684912099743,1.3937562246599837,48358949707,46458540822,114256,258031,249106,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-07-10,0.21647653142501208,0.214771992376049,7028054511,6997117520,19441,35691,35540,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Volume too Low,2024-07-10,0.02732981771450423,0.02689243844070423,253290533,248019093,1367,2114,2099,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-07-10,0.19263195168321168,0.1825931609082337,1602823302,1494732269,3095,11577,11085,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-07-10,0.0012638025500919402,0.0012599474964919402,10603992,10506148,37,139,138,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Potential Non-Sybil,2024-07-10,13.016076178056421,12.59304388304137,39346792660,38139701764,55471,247344,241646,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-07-10,0.06403354453840367,0.06396755172958174,174206482,174158626,595,4382,4380,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-07-10,0.9540009898158013,0.9368926936462664,2815857724,2750190606,9461,19358,19084,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Potential Non-Sybil,2024-07-10,37557.412238583165,33440.66048891756,499239508672,477232468178,277889,2160090,1961589,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-07-10,3834.920548621042,3434.8396742217806,65394011382,61028259330,413613,853724,782644,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-07-10,3583.7867226032527,3555.082068030305,45587973567,45112485540,516583,613559,609974,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Volume too Low,2024-07-10,0.4242090848131388,0.4203747352486556,3965677884,3897862482,38188,49789,49441,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-07-10,14.602532256839478,14.04937856674403,195264179473,191705106804,43030,348775,324162,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-07-10,1.174900208839947,1.0600579245915969,11203122168,10851295499,5283,54029,50682,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-07-10,37.791526761027875,35.59443933783315,736110008225,709563564574,197461,2478215,2322228,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-07-10,3.131797216434392,2.648776630482899,116519034555,114478142340,44060,610122,590819,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-07-10,1.907798404790057,1.8844518377130495,73260845907,72500395175,390428,717720,712428,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Volume too Low,2024-07-10,0.8018829692676187,0.7969959831042851,12461197460,12383814157,72734,95568,95125,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-07-10,0.3557407406482782,0.352907667528583,4990581866,4945537134,60236,120467,120295,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-07-10,11.33360190192348,11.140793447138153,160781940652,159216989181,691226,1063279,1053508,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-07-10,22480.743009721726,19442.816670362838,1285441964350,1232936291824,1136000,5293872,4994217,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-07-10,7.674576632407931,7.614760093278182,137016419251,135490856307,709924,1221484,1206652,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-07-10,23.164616759437955,15.75443865605484,173089163654,162424284050,227411,1148133,1056480,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Volume too Low,2024-07-10,60.940795179127356,45.90944142519124,2049787086,1852145203,9100,17998,17455,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-07-10,2090.383680539119,1875.8755379955592,50787681069,47003455927,13140,156185,141759,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-07-10,557.3657407231597,544.3162789832028,22610975311,22247270310,6506,126803,125202,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-07-10,164.86915746884418,162.38397712713058,18386744332,18053913909,221574,303170,300361,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-07-10,32.88933028470215,29.422426401046412,3548267905,3385024564,23496,80803,79746,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-07-10,871.1775328598977,837.7079026483578,84555203654,81411740234,159977,790623,761005,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Likely Sybil,2024-07-10,223.27811593831495,216.00905699146952,32401138079,32001979814,318663,443468,438782,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-07-10,1957.9869810919538,1884.11910433941,238086525785,232424399217,52057,436364,401123,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-07-10,27.770078701858665,27.41004865889237,6527466804,6459754099,35263,58331,57329,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Volume too Low,2024-07-10,86.17793477493343,84.56132243458916,45486498249,44576851350,407797,567927,562539,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-07-10,440.8266490942956,420.9625940190122,239386512912,227089903929,402874,1861158,1758802,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-07-10,35.026006270319705,34.16359608168194,23436038260,22927877244,101433,347104,339779,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-07-10,1.4740638705503892,1.4545691529196005,67172003860,66481361442,347873,655139,650226,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-07-10,1.9539554055247557,1.5857788471359104,99699831375,98010843609,38664,547896,531941,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-07-10,23.112236720181073,21.468831843864113,525793682852,502826225924,163759,2041821,1910690,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Volume too Low,2024-07-10,52.40232183451991,51.56077283524292,1692110904,1675851090,16756,21779,21679,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-07-10,74.88952692734092,68.2198024798152,2165451082,2032073457,4011,20105,19275,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-07-10,513.0704246312853,484.07456773056316,17031347321,16413304638,14083,103156,98250,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Volume too Low,2024-07-10,3.7670879193954314,3.7547551479984898,41197173116,40611319756,232413,351033,342376,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-07-10,19.46694507794004,12.580236624104314,46566857515,39239598645,122707,385829,318884,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-07-10,22416.958404420628,19381.912044293273,299241449804,278062763214,260895,1235426,1116644,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Likely Sybil,2024-07-10,4781.533885534553,4342.725273823518,322645045673,306046768769,1089067,3020140,2841908,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-07-10,3983.6215871822724,3934.522390592155,256747000193,253221857498,1887740,2804248,2775989,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-07-10,65911.60051652828,58386.2168660139,2414528743763,2314511563947,1897124,10801448,10116745,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Likely Sybil,2024-07-09,0.0019135523256001389,0.0019135523256001389,6309189218,6309189218,192,8059,8059,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Potential Non-Sybil,2024-07-09,0.08377902767902731,0.08360736421439646,16557311162,16535398275,19838,89266,89003,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-07-09,0.007575356961544503,0.007549467310195535,2023567922,2019560634,7076,11599,11516,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-07-09,1.439975861369957,1.3802237411999525,47999195379,46007458040,120126,272422,263572,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-07-09,0.20043116148046602,0.19971436512046595,6517005604,6493112392,19095,34819,34685,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-07-09,0.19401098817000167,0.1447396949700011,6467032939,4824656499,22544,40098,34496,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Likely Sybil,2024-07-09,0.0009018538270328,0.0009018538270328,12914735,12914735,43,165,165,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-07-09,0.1575269126319274,0.1485201964373494,1932584847,1787661276,3476,12898,12250,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-07-09,0.018277438800006398,0.017904658462306388,246488371,240476314,1398,2099,2081,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Volume too Low,2024-07-09,1.2755313667057229,1.2424552616601727,3725517046,3615746881,11586,24865,24370,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-07-09,0.06577220743760102,0.06477008219140991,177352710,174031220,648,4980,4970,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-07-09,15.465274747577991,14.977018901393395,46881004904,45365816725,67530,298318,290192,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Likely Sybil,2024-07-09,3846.169077350033,3503.9313581586453,70082995137,65177256225,374395,845923,754997,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-07-09,3059.507264411722,3021.4791299631997,50201524804,49487994214,603274,702399,697352,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-07-09,31775.74258330989,28179.55554924973,460390735576,438890800729,266646,2312673,2101898,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Volume too Low,2024-07-09,0.4792010800772988,0.473828177062036,4066182099,4003050724,39000,50421,50090,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-07-09,1.437170282001533,1.3329174806807282,13999210003,13673760215,5228,64322,60725,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-07-09,16.181268302353878,15.530890014888026,195189717711,191560264485,42021,369600,343824,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Volume too Low,2024-07-09,1.557753162410746,1.5266902031265954,80183955600,79359546905,386735,819711,813123,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-07-09,3.442014753963415,2.970492948655529,111495614410,109738540060,38728,595138,576526,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Potential Non-Sybil,2024-07-09,34.59437629172339,32.45718687691812,734495962593,703862087118,200991,2496445,2329101,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Likely Sybil,2024-07-09,0.2759120787029924,0.27204687638759995,4137786976,4074695656,52241,93369,93126,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-07-09,0.5826009408502125,0.5764755783035492,9036029550,8937940369,49156,76591,76156,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-07-09,9.534365209256357,9.331424184545522,143119998702,141157224155,692122,1169920,1160262,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-07-09,29830.3892449026,26138.902692673837,1298234454716,1238536915814,1150521,5593721,5264959,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-07-09,21.274036753391485,15.967266634241081,175486723152,162849617003,231847,1178880,1063962,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-07-09,5.143066830101097,5.038720197191261,142842453921,141082852030,667554,1310275,1294468,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Likely Sybil,2024-07-09,956.0489114023774,938.4564943419924,25524585471,25221633060,4415,79131,77427,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-07-09,2310.3829757735575,2050.7521220997633,56085156857,51728048330,10999,149062,133381,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-07-09,57.204003179329206,45.92630655172858,1431006850,1207790034,4921,9525,8960,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-07-09,94.85029932846294,93.37222403274085,18933344261,18626365146,235050,315642,313187,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-07-09,19.977437732910616,19.859584571580463,3599222596,3578876799,22097,79349,78974,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-07-09,613.1902164911506,597.7386234882929,83657771106,81194993953,145644,755715,735415,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Potential Non-Sybil,2024-07-09,1566.5725774437233,1419.7510575681276,178069900284,163350019090,50548,468710,393960,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-07-09,222.7326419296377,214.9455801962579,33288062089,32889178419,317972,396083,391416,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-07-09,23.324514751519516,22.935338226347525,5516789331,5445539096,28856,48379,47376,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Volume too Low,2024-07-09,71.94282977802283,70.44307701478719,42368042409,41416141255,348096,490822,485150,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-07-09,38.8578371128487,37.8619646387637,29073237155,28372926279,100173,465308,455255,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-07-09,410.2176413407976,391.07391929960005,232947685276,220087016521,387052,1861457,1747781,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Potential Non-Sybil,2024-07-09,18.329328961690102,16.842689497815062,522748933720,495766424358,162918,2037579,1896274,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-07-09,1.0709767253718738,1.0453125587543373,74094205579,73336935547,344660,757691,751517,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-07-09,2.002930919636226,1.6356619156491572,91187215189,89755590627,33549,522757,507742,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Likely Sybil,2024-07-09,79.21229465672467,71.31386421824405,2110975914,1968379220,4053,19730,18826,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-07-09,585.9957900618633,537.429786504899,18740529538,17697783540,13401,109843,102371,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-07-09,50.802618648812846,50.31620519545265,1665383978,1647726736,17299,22131,22055,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-07-09,17.29542487128104,12.514315178207514,53196021382,44024778833,129677,445130,354679,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-07-09,1.5084727598542322,1.4754801305185061,43133457750,42436029169,216418,352190,344053,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-07-09,29769.197725813803,26080.60831870841,323805708291,300356668500,264701,1343718,1209582,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Likely Sybil,2024-07-09,5184.272236949427,4802.336112769557,339165801514,320057867005,1048768,3064404,2840857,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-07-09,67092.49102925343,59315.20375083114,2328126233353,2211485577977,1880077,11251181,10479765,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-07-09,3362.774596923476,3309.5110011770753,262958545554,258914408511,1877064,2899173,2868548,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Volume too Low,2024-07-08,0.00891828599131178,0.008894148431717793,2269738353,2262466261,7122,12702,12657,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-07-08,0.0024121961055482586,0.0024121961055482586,7067487625,7067487625,192,9087,9087,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Potential Non-Sybil,2024-07-08,0.08008775003101912,0.07981277501306419,15259232412,15220214113,17264,78010,77663,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-07-08,1.5351086290749794,1.4415121346749782,57175027772,53711317351,121023,312829,298010,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-07-08,0.17825062737214364,0.17737763065714376,6323725485,6292080698,21027,35334,35206,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-07-08,0.19815534213000113,0.13635189308000065,7328446412,5097591574,11750,35170,30355,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Potential Non-Sybil,2024-07-08,0.44398509806287434,0.20355606119395625,2750589887,2337013065,3299,15409,13767,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-07-08,0.0006572429185149999,0.0006572429185149999,11143278,11143278,38,116,116,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-07-08,0.01670381111864598,0.016310880241763866,214433327,208929110,1163,1860,1845,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Volume too Low,2024-07-08,1.3350683321188404,1.295780358275131,3885165711,3751257957,13087,27799,27274,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-07-08,14.673739622284488,14.067500305892766,46545409470,44618542318,69737,288784,279106,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-07-08,0.07753952821024594,0.07753952821024594,198201121,198201121,108,4383,4383,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Potential Non-Sybil,2024-07-08,51209.00160118071,42019.55812742265,466461828156,430211869013,262209,2471953,2189485,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-07-08,3628.3625333063023,3532.5329973966377,47724720041,46655818327,583278,665496,660749,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-07-08,5078.953046132379,4394.21155904463,67211100213,62212044523,373106,824649,748989,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Potential Non-Sybil,2024-07-08,17.192181542400608,16.017639359808978,194410095190,188615583695,40133,380261,337995,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-07-08,1.9923417157303178,1.7371027423984702,15214701260,14461245289,4869,82064,74061,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-07-08,0.4914944490284369,0.48480012422152957,4173734941,4080490448,36379,48445,48006,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Likely Sybil,2024-07-08,5.409166838155564,3.865678466102456,106640696966,102270596220,36442,607294,568356,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Potential Non-Sybil,2024-07-08,38.21789520964864,34.5378696570435,738888648049,695289334391,191292,2476137,2268591,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-07-08,1.4231375422671728,1.407184894676916,77099054486,76309380071,367166,739486,734700,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Potential Non-Sybil,2024-07-08,8.696003690244154,8.347245117466542,125529907226,122411245240,532059,906115,893522,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
