month,chain,chainId,layer,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name,provider,is_upcoming,is_archived,is_current_chain,totalUsd_min,totalUsd_last,totalUsd_mean,transactions_sum,transactions_mean,canonicalUsd_min,canonicalUsd_last,canonicalUsd_mean,externalUsd_min,externalUsd_last,externalUsd_mean,nativeUsd_min,nativeUsd_last,nativeUsd_mean,months_live
2020-08-01,polygon-pos,,,False,,,Other EVMs,,,,False,False,False,0.0,214.42,122.242,0.0,,0.0,214.42,122.242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-08-01,polygonzkevm,1101,L2,False,,,Other EVMs,,,Polygon CDK,False,False,True,,,,0.0,0.0,,,,,,,,,,10.0
2020-08-01,xdai,,,False,,,Other EVMs,,,,False,False,False,0.0,3997.26,365.1677419354839,0.0,,0.0,3997.26,365.1677419354839,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2020-08-01,zksync,,L2,False,,,Other EVMs,,,ZKsync Lite,False,False,True,10781.39,14354.57,13208.829677419353,490.0,15.806451612903226,10781.39,14354.57,13208.829677419353,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2020-09-01,astarzkevm,,L2,False,,,Other EVMs,,,Polygon CDK,False,False,True,,,,0.0,0.0,,,,,,,,,,11.0
2020-09-01,bridge,,,False,,,Other EVMs,,,,False,False,False,47666.93,43876190.87,13094631.403333334,0.0,,47666.93,43876190.87,13094631.403333334,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-09-01,deversifi,,L2,False,,,Other EVMs,,,StarkEx,False,False,True,2780862.09,3778376.47,3238891.194666667,3867.0,128.9,2780862.09,3778376.47,3238891.194666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020-09-01,gluon,,L2,False,,,Other EVMs,,,,False,True,False,221432.17,652607.24,325411.4763333333,0.0,,221432.17,652607.24,325411.4763333333,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-09-01,layer2,,,False,,,Other EVMs,,,,False,False,False,6427253.77,7875938.2,6956585.212666666,0.0,,6427253.77,7875938.2,6956585.212666666,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-09-01,loopring,,L2,False,,,Other EVMs,,,Loopring,False,False,True,274608.61,286154.23,306298.055,0.0,,274608.61,286154.23,306298.055,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2020-09-01,mantle,5000,L2,False,5000.0,legacy ovm,OP Stack fork,mantle network,Mantle,OP Stack,False,False,True,,,,0.0,0.0,,,,,,,,,,11.0
2020-09-01,metis,1088,L2,False,1088.0,legacy ovm,OP Stack fork,metis andromeda,Metis,OVM,False,False,True,,,,0.0,0.0,,,,,,,,,,11.0
2020-09-01,omgnetwork,,L2,False,,,Other EVMs,,,,False,True,False,3036554.5,3051582.96,3053570.2516666665,0.0,,3036554.5,3051582.96,3053570.2516666665,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2020-09-01,omni,,,False,,,Other EVMs,,,,False,False,False,19577.38,52517.0,50517.17166666666,0.0,,19577.38,52517.0,50517.17166666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-09-01,polygon-plasma,,,False,,,Other EVMs,,,,False,False,False,23492.78,44878.35,32473.408333333333,0.0,,23492.78,44878.35,32473.408333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020-09-01,polygon-pos,,,False,,,Other EVMs,,,,False,False,False,217.84,200256.46,45430.585666666666,0.0,,217.84,200256.46,45430.585666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-09-01,polygonzkevm,1101,L2,False,,,Other EVMs,,,Polygon CDK,False,False,True,,,,0.0,0.0,,,,,,,,,,11.0
2020-09-01,polynetwork,,,False,,,Other EVMs,,,,False,False,False,1.92,42243027.05,13865669.81,0.0,,1.92,42243027.05,13865669.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-01,sollet,,,False,,,Other EVMs,,,,False,False,False,84.18,1083485.48,696149.1415789473,0.0,,84.18,1083485.48,696149.1415789473,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-01,xdai,,,False,,,Other EVMs,,,,False,False,False,16.43,252026.53,46212.952333333335,0.0,,16.43,252026.53,46212.952333333335,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-09-01,zksync,,L2,False,,,Other EVMs,,,ZKsync Lite,False,False,True,12016.96,107217.3,32414.235,327944.0,10931.466666666667,12016.96,107217.3,32414.235,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2020-10-01,astarzkevm,,L2,False,,,Other EVMs,,,Polygon CDK,False,False,True,,,,0.0,0.0,,,,,,,,,,12.0
2020-10-01,bridge,,,False,,,Other EVMs,,,,False,False,False,35466039.84,37368180.16,62412773.936774194,0.0,,35466039.84,37368180.16,62412773.936774194,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-10-01,deversifi,,L2,False,,,Other EVMs,,,StarkEx,False,False,True,2883961.16,3483211.77,3257256.3619354838,40221.0,1297.4516129032259,2883961.16,3483211.77,3257256.3619354838,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020-10-01,gluon,,L2,False,,,Other EVMs,,,,False,True,False,650613.65,734130.2,732448.076451613,0.0,,650613.65,734130.2,732448.076451613,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-10-01,harmony,,,False,,,Other EVMs,,,,False,False,False,0.0,13809.7,6088.179,0.0,,0.0,13809.7,6088.179,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-01,layer2,,,False,,,Other EVMs,,,,False,False,False,7031891.9,7512786.33,7378175.080645162,0.0,,7031891.9,7512786.33,7378175.080645162,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2020-10-01,loopring,,L2,False,,,Other EVMs,,,Loopring,False,False,True,140946.5,140946.5,215860.9241935484,0.0,,140946.5,140946.5,215860.9241935484,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-10-01,mantle,5000,L2,False,5000.0,legacy ovm,OP Stack fork,mantle network,Mantle,OP Stack,False,False,True,,,,0.0,0.0,,,,,,,,,,12.0
2020-10-01,metis,1088,L2,False,1088.0,legacy ovm,OP Stack fork,metis andromeda,Metis,OVM,False,False,True,,,,0.0,0.0,,,,,,,,,,12.0
2020-10-01,multichain,,,False,,,Other EVMs,,,,False,False,False,23.88,184.87,112.48666666666668,0.0,,23.88,184.87,112.48666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-01,omgnetwork,,L2,False,,,Other EVMs,,,,False,True,False,3026995.69,3026995.69,3041436.2154838713,0.0,,3026995.69,3026995.69,3041436.2154838713,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020-10-01,omni,,,False,,,Other EVMs,,,,False,False,False,48775.9,763503.79,445265.50322580646,0.0,,48775.9,763503.79,445265.50322580646,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2020-10-01,orbit,,,False,,,Other EVMs,,,,False,False,False,0.97,0.97,1.37,0.0,,0.97,0.97,1.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-01,polygon-plasma,,,False,,,Other EVMs,,,,False,False,False,60316.23,248400.44,105070.37096774194,0.0,,60316.23,248400.44,105070.37096774194,0.0,0.0,0.0,0.0,0.0,0.0,6.0
