approx_pct_share_num_creators_t28ddmedian,blockchain,chain_id,dt,known_creators,known_creators_t28dma,known_creators_t28dmedian,known_projects,known_projects_t28dma,known_projects_t28dmedian,num_contracts,num_contracts_no_tokens,num_contracts_no_tokens_t28dma,num_contracts_no_tokens_t28dmedian,num_contracts_t28dma,num_contracts_t28dmedian,num_creators,num_creators_no_tokens,num_creators_no_tokens_t28dma,num_creators_no_tokens_t28dma_excl_all,num_creators_no_tokens_t28dmedian,num_creators_t28dma,num_creators_t28dma_excl_all,num_creators_t28dmedian,pct_creators_no_tokens_t28dma,pct_share_num_creators_no_tokens_t28dma_t28dma,pct_share_num_creators_t28dma,unknown_creators,unknown_creators_t28dma,unknown_creators_t28dmedian,last_updated,source,layer,is_op_chain,op_based_version,alignment,chain_name,display_name
0.20518021532220315,- OP Chains -,-1.0,2024-07-15,926,912.0,915,579,578.3571428571429,580,62282,48510,47154.96428571428,48770,66794.5,67720,4697,2568,2391.3928571428573,2391.3928571428573,2381,6461.678571428572,6461.678571428572,6575,0.37008848872749783,0.14817380143617434,0.20294603607615452,4022,5796.964285714285,5913,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
,- All -,-1.0,2024-07-15,6377,6344.107142857143,6378,5685,5684.214285714285,5720,232848,148225,139057.2857142857,136255,224717.2857142857,225842,31121,16519,16139.107142857143,,16312,31839.39285714286,,32045,0.5068911714262319,,,27169,27888.10714285714,27965,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
0.00492703006112012,zora,7777777.0,2024-07-14,34,34.67857142857143,35,28,29.071428571428573,29,2593,400,332.25,332,2412.1428571428573,2477,156,74,77.75,77.75,78,158.89285714285714,158.89285714285714,158,0.4893234434704428,0.004820306843418632,0.0049845556082132566,127,130.35714285714286,130,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,zora,Zora
0.0123175751528003,scroll,534352.0,2024-07-14,0,0.0,0,0,0.0,0,2185,1344,1442.75,1429,2442.214285714286,2461,361,302,332.14285714285717,332.14285714285717,328,398.42857142857144,398.42857142857144,395,0.8336321262101112,0.020592031990718088,0.012498921637497662,361,398.42857142857144,395,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Scroll
0.13200074840962953,polygon,137.0,2024-07-14,830,884.2857142857143,886,789,854.0357142857143,857,33057,24448,31382.285714285714,31994,41567.25,42543,3815,2432,2733.8571428571427,2733.8571428571427,2799,4169.464285714285,4169.464285714285,4233,0.6556854683284081,0.1694923510565041,0.13079836917978346,3316,3627.8214285714284,3680,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Polygon PoS
0.03321067731071473,optimism,10.0,2024-07-14,460,472.57142857142856,475,278,284.2857142857143,286,16331,14468,26457.39285714286,28535,28251.89285714286,30182,1017,841,882.3214285714286,882.3214285714286,893,1055.7857142857142,1055.7857142857142,1065,0.8357012380759083,0.05470173659469789,0.03312057381209267,620,644.7142857142857,652,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,op,OP Mainnet
0.011818635399775478,gnosis,100.0,2024-07-14,142,152.17857142857142,153,107,113.25,114,3159,2416,2520.214285714286,2525,3364.6428571428573,3341,343,308,333.75,333.75,337,372.0,372.0,379,0.8971774193548387,0.020691670855189304,0.011669842934400829,251,270.17857142857144,275,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Gnosis
0.020737183485094176,fantom,250.0,2024-07-14,184,185.64285714285714,186,142,144.14285714285714,145,12425,10522,8093.25,8968,10191.535714285714,10705,597,448,468.39285714285717,468.39285714285717,476,656.9285714285714,656.9285714285714,665,0.7130042405132109,0.029039193500889002,0.020608207655085333,473,531.5357142857143,541,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Fantom
0.2766620930522639,ethereum,1.0,2024-07-14,2542,2679.1428571428573,2682,2193,2285.5714285714284,2284,25123,15707,16970.464285714286,16946,26353.428571428572,26445,8631,5444,5709.357142857143,5709.357142857143,5758,8839.92857142857,8839.92857142857,8872,0.6458600990635025,0.3539659589355027,0.277313381666381,6798,6902.428571428572,6936,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Ethereum
0.0076711987027566425,celo,42220.0,2024-07-14,61,64.60714285714286,65,46,47.82142857142857,48,1088,753,826.5357142857143,827,1217.2142857142858,1216,221,183,202.82142857142858,202.82142857142858,204,246.5,246.5,246,0.8228049840625906,0.012574424696267529,0.0077328394713166776,178,200.75,199,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Celo
0.38842459772982413,bnb,56.0,2024-07-14,2025,2162.0,2184,2047,2181.3214285714284,2195,47218,16225,17629.964285714286,17807,54754.0,55517,11028,5256,5619.678571428572,5619.678571428572,5655,12435.285714285714,12435.285714285714,12456,0.45191390857812447,0.3484061102980088,0.39010169658632443,9608,10931.642857142857,10981,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,BNB
0.18286141948359735,base,8453.0,2024-07-14,608,630.6428571428571,635,428,447.60714285714283,449,50085,35237,20778.535714285714,19339,36805.5,35448,5026,1915,1880.107142857143,1880.107142857143,1882,5835.464285714285,5835.464285714285,5864,0.3221863849736525,0.11656197205240562,0.18306169802040653,4594,5392.464285714285,5425,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,base,Base
0.032306349008357244,avalanche_c,43114.0,2024-07-14,296,323.0,327,224,242.85714285714286,244,4046,2842,3152.3214285714284,3164,4609.607142857143,4632,901,736,810.3571428571429,810.3571428571429,822,1031.6785714285713,1031.6785714285713,1036,0.7854744348668953,0.050240129663375634,0.032364319589673264,700,811.8928571428571,815,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Avalanche C-Chain
0.07343769489834102,arbitrum,42161.0,2024-07-14,768,818.7857142857143,824,664,704.9285714285714,712,19246,15208,15102.57142857143,15362,19453.35714285714,19727,2238,1860,1880.4285714285713,1880.4285714285713,1905,2320.0714285714284,2320.0714285714284,2355,0.8105046026908038,0.11658189982529986,0.07278190636564387,1789,1847.75,1881,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Arbitrum One
0.2050330547586379,- OP Chains -,-1.0,2024-07-14,881,911.6071428571429,915,557,578.6428571428571,581,68253,49433,46854.96428571428,48770,66660.17857142857,67720,5695,2386,2380.1785714285716,2380.1785714285716,2369,6526.321428571428,6526.321428571428,6575,0.36470446598116424,0.14756515828187172,0.2047342634700081,5051,5861.821428571428,5913,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
,- All -,-1.0,2024-07-14,5982,6342.678571428572,6378,5368,5685.0,5720,209526,133482,138213.67857142858,135541,223922.0357142857,225040,29093,15323,16129.67857142857,,16255,31877.035714285714,,32068,0.5059968158896294,,,25361,27926.571428571428,28148,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
0.004958213795684171,zora,7777777.0,2024-07-13,32,34.67857142857143,35,26,29.071428571428573,29,2594,413,328.14285714285717,329,2408.3928571428573,2477,151,69,77.92857142857143,77.92857142857143,78,159.35714285714286,159.35714285714286,159,0.48901837740923354,0.004827989060688398,0.004989834693553474,125,130.89285714285714,130,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,zora,Zora
0.01234875888736435,scroll,534352.0,2024-07-13,0,0.0,0,0,0.0,0,2170,1390,1446.0357142857142,1435,2457.964285714286,2464,373,315,334.92857142857144,334.92857142857144,333,401.35714285714283,401.35714285714283,396,0.8344901227976509,0.020750174798870667,0.01256740526359344,373,401.35714285714283,396,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Scroll
0.13200074840962953,polygon,137.0,2024-07-13,840,886.1785714285714,886,814,856.3571428571429,857,33052,24061,31424.714285714286,31994,41642.642857142855,42543,3830,2495,2738.1428571428573,2738.1428571428573,2799,4171.821428571428,4171.821428571428,4233,0.6563422965302926,0.1696389850159753,0.13062922016778908,3318,3628.8928571428573,3680,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Polygon PoS
0.03321067731071473,optimism,10.0,2024-07-13,475,472.67857142857144,475,290,284.35714285714283,286,17892,16114,26435.714285714286,28535,28225.25,30182,1013,840,880.6428571428571,880.6428571428571,893,1055.2142857142858,1055.2142857142858,1065,0.8345630542205373,0.054559374087284375,0.033041159985596355,601,643.6785714285714,652,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,op,OP Mainnet
0.011818635399775478,gnosis,100.0,2024-07-13,149,152.5,153,114,113.46428571428571,114,3182,2434,2508.714285714286,2525,3354.035714285714,3341,337,306,333.92857142857144,333.92857142857144,337,372.5,372.5,379,0.8964525407478428,0.02068822076876101,0.011663822468346645,239,270.42857142857144,275,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Gnosis
0.020737183485094176,fantom,250.0,2024-07-13,184,185.10714285714286,186,143,143.92857142857142,145,10262,8440,7991.571428571428,8927,10084.642857142857,10580,579,433,467.7857142857143,467.7857142857143,476,656.0714285714286,656.0714285714286,665,0.7130103429504627,0.028981210227725315,0.020543089045400562,456,531.1071428571429,541,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Fantom
0.27672446052139205,ethereum,1.0,2024-07-13,2660,2685.1785714285716,2683,2288,2289.785714285714,2288,25656,16143,16998.10714285714,16946,26381.535714285714,26445,8803,5641,5720.892857142857,5720.892857142857,5767,8848.607142857143,8848.607142857143,8874,0.6465303255960381,0.3544323683255596,0.2770700209568584,6855,6906.142857142857,6936,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Ethereum
0.0076711987027566425,celo,42220.0,2024-07-13,59,64.64285714285714,65,44,47.82142857142857,48,1168,788,826.8928571428571,827,1214.1785714285713,1216,241,199,202.71428571428572,202.71428571428572,204,245.96428571428572,245.96428571428572,246,0.8241614636271236,0.012558966960800801,0.007701701374832536,199,200.17857142857142,199,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Celo
0.38842459772982413,bnb,56.0,2024-07-13,1895,2165.214285714286,2184,1931,2184.535714285714,2195,44776,16175,17648.321428571428,17807,54925.78571428572,55517,10374,5121,5624.678571428572,5624.678571428572,5655,12462.785714285714,12462.785714285714,12456,0.4513179236469719,0.3484715055714374,0.3902381745838263,9051,10957.392857142857,10981,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,BNB
0.18286141948359735,base,8453.0,2024-07-13,612,630.3214285714286,635,435,447.85714285714283,449,49497,32362,20168.071428571428,19327,36171.107142857145,35059,5801,1895,1873.4642857142858,1873.4642857142858,1879,5858.392857142857,5858.392857142857,5864,0.3197915079098973,0.11606866276651297,0.1834396086860251,5362,5415.678571428572,5425,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,base,Base
0.032306349008357244,avalanche_c,43114.0,2024-07-13,297,323.7857142857143,327,222,243.5,244,4223,2930,3151.3571428571427,3164,4610.678571428572,4632,934,754,811.1785714285714,811.1785714285714,822,1033.5714285714287,1033.5714285714287,1036,0.7848306841741534,0.05025578163859559,0.03236347288916126,733,813.2857142857143,815,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Avalanche C-Chain
0.07343769489834102,arbitrum,42161.0,2024-07-13,780,819.6071428571429,824,659,705.7142857142857,712,18337,14369,15057.75,15362,19404.678571428572,19727,2150,1765,1874.9285714285713,1874.9285714285713,1905,2315.4285714285716,2315.4285714285716,2355,0.8097544422507403,0.11615938116774495,0.07250133636316872,1697,1842.9285714285713,1881,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Arbitrum One
0.2050330547586379,- OP Chains -,-1.0,2024-07-13,901,911.3928571428571,915,576,579.0,581,69165,48177,46218.607142857145,48295,65994.42857142857,67636,6470,2369,2372.714285714286,2372.714285714286,2366,6549.107142857143,6549.107142857143,6575,0.36229584185412406,0.14699921229876003,0.20506744440393732,5800,5884.464285714285,5913,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
,- All -,-1.0,2024-07-13,5987,6353.214285714285,6378,5369,5695.0,5720,205587,129362,137509.0,135541,223376.07142857142,225040,29361,15377,16141.0,,16255,31936.35714285714,,32068,0.5054114321116328,,,25589,27979.178571428572,28148,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
0.004958213795684171,zora,7777777.0,2024-07-12,33,34.67857142857143,35,27,29.142857142857142,29,2556,392,322.64285714285717,329,2397.1785714285716,2436,141,67,77.96428571428571,77.96428571428571,78,159.64285714285714,159.64285714285714,159,0.48836689038031317,0.0048250984691419144,0.004987447698744769,114,131.14285714285714,131,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,zora,Zora
0.012473493825620557,scroll,534352.0,2024-07-12,0,0.0,0,0,0.0,0,2210,1385,1448.107142857143,1436,2471.25,2483,379,317,338.42857142857144,338.42857142857144,337,405.2142857142857,405.2142857142857,400,0.8351842058875375,0.020944861701140075,0.012659414225941423,379,405.2142857142857,400,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Scroll
0.13200074840962953,polygon,137.0,2024-07-12,864,887.5357142857143,886,819,857.8214285714286,857,36940,27548,31496.285714285714,31994,41736.0,42543,4046,2687,2742.1428571428573,2742.1428571428573,2799,4178.464285714285,4178.464285714285,4233,0.6562561433199143,0.16970731125090072,0.13054058577405855,3511,3634.3928571428573,3680,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Polygon PoS
0.03321067731071473,optimism,10.0,2024-07-12,467,472.5,474,278,284.39285714285717,286,18623,16778,26454.785714285714,28535,28247.428571428572,30182,1044,886,880.5,880.5,893,1056.4285714285713,1056.4285714285713,1065,0.8334685598377283,0.05449288944490369,0.03300418410041841,636,644.8928571428571,652,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,op,OP Mainnet
0.011818635399775478,gnosis,100.0,2024-07-12,142,152.46428571428572,153,109,113.28571428571429,114,3636,2764,2503.3928571428573,2525,3351.035714285714,3341,361,320,333.82142857142856,333.82142857142856,337,373.14285714285717,373.14285714285717,379,0.8946209800918835,0.02065973219929889,0.011657461645746166,265,271.07142857142856,275,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Gnosis
0.020737183485094176,fantom,250.0,2024-07-12,169,184.53571428571428,186,131,143.57142857142858,145,10580,8927,7796.071428571428,8927,9880.892857142857,10580,554,411,467.35714285714283,467.35714285714283,476,656.9285714285714,656.9285714285714,665,0.7114276394476459,0.02892406714026161,0.02052329149232915,440,532.3214285714286,541,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Fantom
0.27672446052139205,ethereum,1.0,2024-07-12,2608,2686.0,2683,2218,2289.6428571428573,2284,26310,16862,17000.821428571428,16946,26376.178571428572,26445,8772,5556,5725.428571428572,5725.428571428572,5768,8849.142857142857,8849.142857142857,8874,0.6470037453183521,0.35433861007103923,0.2764585774058577,6883,6906.5,6936,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Ethereum
0.0076711987027566425,celo,42220.0,2024-07-12,62,64.64285714285714,65,46,47.785714285714285,48,1210,837,825.9285714285714,827,1208.1785714285713,1216,237,198,201.89285714285714,201.89285714285714,204,244.60714285714286,244.60714285714286,246,0.8253759672944955,0.01249486103804821,0.0076418410041841,193,198.85714285714286,199,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Celo
0.38842459772982413,bnb,56.0,2024-07-12,2019,2174.0,2184,2032,2193.1071428571427,2195,49861,16885,17677.071428571428,17807,55241.67857142857,55517,11576,5417,5636.821428571428,5636.821428571428,5655,12526.107142857143,12526.107142857143,12456,0.4500058449352923,0.34885484034958203,0.39133165969316597,10174,11014.642857142857,10981,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,BNB
0.18286141948359735,base,8453.0,2024-07-12,615,630.1785714285714,635,427,448.0357142857143,449,46681,29002,19674.5,19237,35587.42857142857,34763,5984,1924,1869.857142857143,1869.857142857143,1864,5857.321428571428,5857.321428571428,5864,0.3192341696899485,0.11572279223563632,0.1829902370990237,5545,5414.857142857143,5425,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,base,Base
0.032306349008357244,avalanche_c,43114.0,2024-07-12,302,324.7142857142857,327,227,244.21428571428572,244,4299,3095,3152.5,3164,4614.142857142857,4632,966,778,812.25,812.25,822,1035.7857142857142,1035.7857142857142,1036,0.7841872974277636,0.05026899426646567,0.032359274755927474,756,814.9285714285714,815,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Avalanche C-Chain
0.07343769489834102,arbitrum,42161.0,2024-07-12,796,820.5357142857143,824,681,706.8571428571429,712,19947,15839,15069.892857142857,15362,19417.821428571428,19727,2283,1872,1873.2857142857142,1873.2857142857142,1905,2315.035714285714,2315.035714285714,2355,0.8091822094691535,0.11593498163235534,0.07232468619246861,1820,1841.6785714285713,1881,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Arbitrum One
0.2050330547586379,- OP Chains -,-1.0,2024-07-12,894,910.9642857142857,915,552,579.1785714285714,581,67080,45468,45740.42857142857,48295,65423.5,67627,6658,2423,2369.1071428571427,2369.1071428571427,2356,6549.285714285715,6549.285714285715,6575,0.36173519467771836,0.14662066282662797,0.20460808926080892,5995,5885.071428571428,5913,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
,- All -,-1.0,2024-07-12,6073,6364.714285714285,6378,5397,5706.071428571428,5720,215311,133754,136951.75,135541,223028.42857142858,225040,30811,15685,16158.07142857143,,16255,32008.928571428572,,32068,0.5047988842398884,,,26999,28045.321428571428,28148,2024-07-16 12:33:46.283715,dune,,False,,Other EVMs,,
0.004941724941724942,zora,7777777.0,2024-07-11,34,34.75,35,28,29.25,29,2703,465,318.89285714285717,319,2386.035714285714,2363,159,76,78.25,78.25,78,160.21428571428572,160.21428571428572,159,0.48840838163174316,0.004834478147761599,0.004996819901734407,131,131.64285714285714,131,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,zora,Zora
0.012773892773892775,scroll,534352.0,2024-07-11,0,0.0,0,0,0.0,0,2358,1438,1452.5,1438,2488.1785714285716,2484,371,314,340.7857142857143,340.7857142857143,343,407.9642857142857,407.9642857142857,411,0.8353322244594239,0.02105458260426343,0.012723734671759279,371,407.9642857142857,411,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Scroll
0.1318104118104118,polygon,137.0,2024-07-11,878,890.0,890,857,860.9285714285714,857,35472,26063,31518.0,31994,41804.92857142857,42543,4208,2796,2749.3928571428573,2749.3928571428573,2812,4190.535714285715,4190.535714285715,4241,0.6560957940938339,0.169864277156153,0.13069591243201217,3674,3645.214285714286,3692,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Polygon PoS
0.03322455322455323,optimism,10.0,2024-07-11,489,473.39285714285717,475,292,285.2142857142857,288,23344,21268,26480.928571428572,28535,28277.75,30182,1113,922,881.4642857142857,881.4642857142857,898,1059.892857142857,1059.892857142857,1069,0.8316541429389763,0.05445903932674761,0.03305631391524119,686,647.5714285714286,658,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,op,OP Mainnet
0.01181041181041181,gnosis,100.0,2024-07-11,150,153.0,153,112,113.53571428571429,114,3934,2918,2495.0714285714284,2525,3346.25,3341,380,344,334.5,334.5,339,374.0357142857143,374.0357142857143,380,0.8942996276138643,0.020666235660399424,0.011665558366220338,279,271.64285714285717,276,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Gnosis
0.020668220668220667,fantom,250.0,2024-07-11,178,184.85714285714286,186,135,143.96428571428572,145,11289,9595,7761.0,8295,9852.07142857143,10351,582,442,469.2142857142857,469.2142857142857,476,659.4642857142857,659.4642857142857,665,0.711508258868129,0.028989216752757594,0.020567605770291087,462,534.6428571428571,541,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Fantom
0.2758041958041958,ethereum,1.0,2024-07-11,2542,2686.3928571428573,2683,2166,2290.535714285714,2284,25808,16742,16994.85714285714,16946,26349.178571428572,26445,8427,5437,5725.714285714285,5725.714285714285,5768,8836.82142857143,8836.82142857143,8874,0.6479382130775851,0.3537487615924872,0.2756059173219006,6619,6894.464285714285,6936,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Ethereum
0.007645687645687646,celo,42220.0,2024-07-11,65,64.64285714285714,65,48,47.785714285714285,48,1245,832,828.2857142857143,827,1212.4642857142858,1234,252,209,202.53571428571428,202.53571428571428,205,244.82142857142858,244.82142857142858,246,0.8272793581327498,0.012513156355981755,0.007635577446809933,206,199.10714285714286,200,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Celo
0.39055167055167056,bnb,56.0,2024-07-11,2070,2181.8571428571427,2193,2080,2200.75,2213,49507,17247,17727.39285714286,17833,55552.0,55846,11534,5407,5650.357142857143,5650.357142857143,5661,12582.535714285714,12582.535714285714,12566,0.44906346949144366,0.34909301129957215,0.3924285814533996,10093,11065.464285714286,11069,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,BNB
0.18212898212898213,base,8453.0,2024-07-11,654,630.8928571428571,635,465,449.0,450,40513,24320,19351.89285714286,19237,35148.53571428572,34695,6061,1955,1868.7857142857142,1868.7857142857142,1864,5843.25,5843.25,5860,0.31981957203366523,0.11545819423084136,0.18224135107950692,5602,5400.642857142857,5424,2024-07-16 12:33:46.283715,dune,L2,True,modern,OP Chain,base,Base
0.03226107226107226,avalanche_c,43114.0,2024-07-11,306,325.92857142857144,328,233,245.10714285714286,244,4468,3189,3155.1785714285716,3170,4627.785714285715,4672,997,806,814.3928571428571,814.3928571428571,823,1040.0357142857142,1040.0357142857142,1038,0.783043164726486,0.05031520091438053,0.03243700230905208,787,818.3928571428571,822,2024-07-16 12:33:46.283715,dune,L1,False,,Other EVMs,,Avalanche C-Chain
0.07319347319347319,arbitrum,42161.0,2024-07-11,818,821.5357142857143,824,702,708.4642857142857,714,20411,16011,15125.32142857143,15362,19481.85714285714,19727,2353,1927,1874.6785714285713,1874.6785714285713,1908,2318.0,2318.0,2355,0.8087483051892025,0.11582226949071386,0.07229460519442041,1881,1844.2857142857142,1887,2024-07-16 12:33:46.283715,dune,L2,False,,Other EVMs,,Arbitrum One
