defillama_slug,geckoId,symbol,cmcId,categories,chainId,github,twitter,url,parent,governanceID
Bostrom,bostrom,BOOT,19111,['Cosmos'],,['cybercongress'],,,,
Alephium,alephium,ALPH,14878,,,['alephium'],,,,
Mode,mode,MODE,,"['EVM', 'Rollup']",34443,['mode-network'],modenetwork,https://www.mode.network/,"{'chain': 'Ethereum', 'types': ['L2', 'gas']}",
FSC,fonsmartchain,FON,22607,['EVM'],,['FONSmartChain'],FONSmartChain,https://fonchain.io/,,
Newton,newton-project,NEW,3871,['EVM'],,['newtonproject'],,,,
JBC,,JBC,,['EVM'],,,jibchain,https://jibchain.net/,,
Sommelier,sommelier,SOMM,18248,['Cosmos'],,,sommfinance,https://www.sommelier.finance/,,
Bahamut,fasttoken,FTN,22615,['EVM'],,['fastexlabs'],,,,
Zkfair,,,,"['EVM', 'Rollup']",42766,,ZKFCommunity,https://zkfair.io/,"{'chain': 'Ethereum', 'types': ['L2']}",
CMP,caduceus,CMP,20056,['EVM'],256256,,,,,
Firechain,,FIRE,,['EVM'],529,,,,,
BEVM,,,,"['EVM', 'Bitcoin Sidechains']",,['btclayer2'],,,,
AirDAO,amber,AMB,2081,['EVM'],16718,['ambrosus'],,https://airdao.io/,,['snapshot:airdaofoundation.eth']
dYdX,dydx-chain,dYdX,28324,['Cosmos'],,"['dydxfoundation', 'dydxprotocol']",dYdX,https://dydx.exchange/,,
Bitnet,bitnet,BTN,,['EVM'],,['BitnetMoney'],BitnetMoney,https://bitnet.money/,,
ZetaChain,zetachain,ZETA,21259,['EVM'],,['zeta-chain'],zetablockchain,https://www.zetachain.com,,
Celestia,celestia,TIA,22861,['Cosmos'],,['celestiaorg'],CelestiaOrg,https://celestia.org,,
Fraxtal,fraxtal,FXTL,,['EVM'],,,fraxfinance,https://frax.finance,,
Areon Network,areon-network,AREA,23262,['EVM'],,['areon-network'],AreonNetwork,https://areon.network,,
DeFiVerse,,,,['EVM'],,,DeFiVerse_org,https://defi-verse.org,,
Manta Atlantic,,MANTA,,['Parachain'],,,MantaNetwork,https://atlantic.manta.network,"{'chain': 'Polkadot', 'types': ['parachain']}",
Xai,xai-blockchain,XAI,28374,"['EVM', 'Arbitrum Orbit']",,,XAI_GAMES,https://xai.games,"{'chain': 'Arbitrum', 'types': ['L3']}",
Merlin,,,,"['EVM', 'Bitcoin Sidechains']",,,MerlinLayer2,https://merlinchain.io,,
Blast,,,,"['EVM', 'Rollup']",81457,,Blast_L2,https://blast.io,"{'chain': 'Ethereum', 'types': ['L2', 'gas']}",
Bitrock,bitrock,BROCK,27606,['EVM'],7171,['BitrockChain'],BitRockChain,https://www.bit-rock.io,,
Astar zkEVM,,,,"['EVM', 'Rollup']",3776,['AstarNetwork'],AstarNetwork,https://astar.network/,"{'chain': 'Ethereum', 'types': ['L2', 'gas']}",
Naka,,,,"['EVM', 'Bitcoin Sidechains']",,,naka_chain,https://nakachain.xyz/,,
inEVM,,,,['EVM'],2525,,injective,https://inevm.com/,"{'chain': 'Injective', 'types': ['gas']}",
Oasis Sapphire,,ROSE,,['EVM'],23294,,OasisProtocol,https://oasisprotocol.org/sapphire,"{'chain': 'Oasis', 'types': ['gas']}",
Dymension,dymension,DYM,28932,['Cosmos'],,['dymensionxyz'],dymension,https://portal.dymension.xyz/,,
Q Protocol,,QGOV,,['EVM'],35441,,QBlockchain,https://q.org/,,
zkLink Nova,zklink,ZKL,,['EVM'],810180,['zkLinkProtocol'],zkLink_Official,https://zk.link,,
Kinto,,,,"['EVM', 'Rollup']",7887,['KintoXYZ'],KintoXYZ,https://www.kinto.xyz/,"{'chain': 'Ethereum', 'types': ['L2', 'gas']}",
Immutable zkEVM,immutable-x,IMX,10603,['EVM'],13371,,Immutable,https://www.immutable.com,,
Zora,,,,['EVM'],7777777,,ourZORA,https://zora.co,,
DeFiChain EVM,,,,['EVM'],1130,,defichain,https://defichain.com/,,
RSS3,rss3,RSS3,,['EVM'],,,rss3_,https://rss3.io/,,
Bittensor,bittensor,TAO,22974,,,,opentensor,https://bittensor.com/,,
Degen,degen-base,DEGEN,,['EVM'],666666666,,degentokenbase,https://www.degen.tips,"{'chain': 'Base', 'types': ['L3']}",
HAQQ,,,,['EVM'],11235,['haqq-network'],The_HaqqNetwork,https://haqq.network/,,
SatoshiVM,,,,"['EVM', 'Bitcoin Sidechains']",3109,['SatoshiVM'],satoshivm,https://www.satoshivm.io/,,
Venom,venom,VENOM,22059,,,['venom-blockchain'],VenomFoundation,https://venom.foundation/,,
K2,,,,['EVM'],2410,,Karak_Network,https://karak.network/,,
Bitkub Chain,bitkub-coin,KUB,16093,['EVM'],96,['bitkub-chain'],bitkubchain,https://www.bitkubchain.com,,
Ancient8,,,,['EVM'],888888888,,Ancient8_gg,https://ancient8.gg/,"{'chain': 'Optimism', 'types': ['L3']}",
Hyperliquid,,,,['Cosmos'],,,HyperliquidX,https://hyperliquid.xyz/,,
Nibiru,nibiru,NIBI,28508,,,,NibiruChain,https://nibiru.fi,,
BSquared,,,,"['EVM', 'Bitcoin Sidechains']",,,BSquaredNetwork,https://www.bsquared.network/,,
Lyra Chain,,,,['EVM'],957,,lyrafinance,https://lyra.finance,,
Planq,planq,PLQ,28804,['EVM'],7070,['planq-network'],PlanqFoundation,https://planq.network,,
X Layer,x-layer,,,['EVM'],,,okx,https://www.okx.com/xlayer,"{'chain': 'OKTChain', 'types': ['L2', 'gas']}",
LaChain Network,la-coin,LAC,,['EVM'],274,,LaChain_Network,https://www.lachain.network,,
BOB,,,,"['EVM', 'Rollup', 'Bitcoin Sidechains']",60808,['bob-collective'],build_on_bob,https://www.gobob.xyz,"{'chain': 'Ethereum', 'types': ['L2', 'gas']}",
Bitlayer,,,,"['Bitcoin Sidechains', 'EVM']",200901,['bitlayer-org'],BitlayerLabs,https://www.bitlayer.org,,
Endurance,endurance,ACE,28674,['EVM'],648,,fusionistio,https://ace.fusionist.io/,,
DFS Network,,,,,,,dfsdeveloper,https://twitter.com/dfsdeveloper,,
Cyber,,,,"['EVM', 'Rollup']",7560,['cyberconnecthq'],BuildOnCyber,https://cyber.co/,"{'chain': 'Ethereum', 'types': ['L2']}",
BounceBit,bouncebit,BB,30746,"['EVM', 'Bitcoin Sidechains']",6001,,bounce_bit,https://bouncebit.io/,,
re.al,,,,['EVM'],111188,['re-al-Foundation'],real_rwa,https://www.re.al,,
Taiko,,,,"['EVM', 'Rollup']",167000,,taikoxyz,https://taiko.xyz,"{'chain': 'Ethereum', 'types': ['L2']}",
Genesys,genesys,GSYS,27940,['EVM'],16507,['GENESYSBLOCKCHAIN'],GenesysChain,https://genesys.network/,,
Polkadex,polkadex,PDEX,9017,['Parachain'],,['Polkadex-Substrate'],,,"{'chain': 'Polkadot', 'types': ['parachain']}",
aelf,aelf,ELF,2299,,,['aelfProject'],aelfblockchain,https://aelf.com/,,
Lukso,lukso-token-2,LYX,27622,['EVM'],42,['lukso-network'],lukso_io,https://www.lukso.network,,
Joltify,joltify,JOLT,19855,"['EVM', 'Cosmos']",,['joltify-finance'],joltify_finance,https://joltify.io/,,
IOTA EVM,,,,"['EVM', 'Rollup']",8822,,iota,https://blog.iota.org/iotas-evm-mainnet-launch/,"{'chain': 'Ethereum', 'types': ['L2']}",
Ham,,,,"['EVM', 'Arbitrum Orbit']",5112,,HamOnWarpcast,https://ham.fun,"{'chain': 'Arbitrum', 'types': ['L3']}",
Sanko,dream-machine-token,DMT,25653,"['EVM', 'Arbitrum Orbit']",1996,,SankoGameCorp,https://sanko.xyz/,"{'chain': 'Arbitrum', 'types': ['L3']}",
Rari,,,,"['EVM', 'Arbitrum Orbit']",1380012617,,RariChain,https://rarichain.org/,"{'chain': 'Arbitrum', 'types': ['L3']}",
Massa,,,,['Cosmos'],,,massalabs,https://massa.net,,
AILayer,,,,"['EVM', 'Bitcoin Sidechains']",2649,,AILayerXYZ,https://anvm.io/,,
Mint,,,,"['EVM', 'Rollup']",185,,Mint_Blockchain,https://www.mintchain.io/,"{'chain': 'Ethereum', 'types': ['L2']}",
OXFUN,ox-fun,OX,29530,['EVM'],6699,,OXFUNHQ,https://ox.fun/en,"{'chain': 'Base', 'types': ['L3']}",
Etherlink,,,,['EVM'],42793,,etherlink,https://www.etherlink.com,,
xDai,gnosis,GNO,1659,['EVM'],100,['gnosis'],gnosischain,https://www.gnosis.io/,,['snapshot:xdaistake.eth']
Binance,binancecoin,BNB,1839,['EVM'],56,['bnb-chain'],BNBCHAIN,https://www.bnbchain.org/en,,
Kucoin,kucoin-shares,KCS,2087,['EVM'],321,['kcc-community'],KCCOfficialTW,https://www.kcc.io/,,['snapshot:kcc.eth']
Cosmos,cosmos,ATOM,3794,,,['cosmos'],cosmos,https://cosmos.network/,,
Terra,terra-luna,LUNC,4172,['Cosmos'],,['terra-money'],terra_money,https://www.terra.money/,,
Nova,supernova,SNT,15399,['EVM'],87,['nova-network-inc'],,,,['snapshot:novanetwork.eth']
Milkomeda,,,,['EVM'],2001,['dcSpark'],Milkomeda_com,https://www.milkomeda.com/,"{'chain': 'Cardano', 'types': ['gas']}",
Elrond,elrond-erd-2,EGLD,6892,,,['multiversx'],MultiversX,https://multiversx.com/,,
RSK,rootstock,RBTC,3626,"['EVM', 'Bitcoin Sidechains']",30,['rsksmart'],rootstock_io,https://rootstock.io/,"{'chain': 'Bitcoin', 'types': ['gas']}",
OKExChain,oec-token,OKT,8267,"['EVM', 'Cosmos']",66,['okx'],OKCNetwork,https://www.okx.com/oktc,,
Map,marcopolo,MAP,4956,"['EVM', 'Bitcoin Sidechains']",,,MapProtocol,https://www.mapprotocol.io/,,
Pulse,pulsechain,PLS,,['EVM'],369,,PulsechainCom,https://pulsechain.com/,,
WEMIX,wemix-token,WEMIX,7548,['EVM'],,['wemixarchive'],WemixNetwork,https://www.wemix.com/,,
Umee,umee,UX,16389,['Cosmos'],,['umee-network'],,,,
TomoChain,tomochain,VIC,2570,['EVM'],88,"['tomochain', 'BuildOnViction']",BuildOnViction,https://viction.xyz/,,
zkLink,zklink,ZKL,,['EVM'],810180,['zkLinkProtocol'],zkLink_Official,https://zk.link,,
Europa,,,,['EVM'],,['patractlabs'],,,,
