dt,blockchain,layer,chain_id,num_raw_txs,num_success_txs,num_qualified_txs,source,is_op_chain,op_based_version,alignment,chain_name,display_name
2024-09-10,polynomial,L2,8008.0,428,427,427,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-10,polygon,L1,137,3130824,2847192,2222890,dune,False,,Other EVMs,,Polygon PoS
2024-09-10,orderly,L2,291.0,6210,6162,4835,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-10,op,L2,10.0,589521,565305,368034,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-10,mode,L2,34443.0,79871,77766,29022,goldsky,True,modern,OP Chain,mode,Mode
2024-09-10,mint,L2,185.0,132270,131081,126908,goldsky,True,modern,OP Chain,mint,Mint
2024-09-10,metal,L2,1750.0,37,37,29,goldsky,True,modern,OP Chain,metal,Metal
2024-09-10,mantle,L2,5000,785101,763548,509916,dune,False,,Other EVMs,,Mantle
2024-09-10,lyra,L2,957.0,3833,3832,2476,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-10,lisk,L2,1135.0,478,456,370,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-10,linea,L2,59144,586486,572238,368905,dune,False,,Other EVMs,,Linea
2024-09-10,kroma,L2,255.0,596320,596281,57640,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-10,ham,L3,5112.0,83586,83441,81888,goldsky,True,modern,OP Chain,ham,Ham
2024-09-10,gnosis,L1,100,101202,98457,62049,dune,False,,Other EVMs,,Gnosis
2024-09-10,fraxtal,L2,252.0,5793,5718,2952,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-10,fantom,L1,250,276145,254118,161358,dune,False,,Other EVMs,,Fantom
2024-09-10,ethereum,L1,1,1165215,1113731,618466,dune,False,,Other EVMs,,Ethereum
2024-09-10,cyber,L2,7560.0,69428,69393,48735,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-10,celo,L1,42220,1307684,1291361,1266879,dune,False,,Other EVMs,,Celo
2024-09-10,bob,L2,60808.0,13021,12782,6596,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-10,bnb,L1,56,3325281,3178252,2800122,dune,False,,Other EVMs,,BNB
2024-09-10,blast,L2,81457,463836,458843,227208,dune,False,,Other EVMs,,Blast
2024-09-10,base,L2,8453.0,4410887,4201668,2499017,goldsky,True,modern,OP Chain,base,Base
2024-09-10,avalanche_c,L1,43114,138114,132351,98091,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-10,arbitrum,L2,42161,1865315,1686253,1270319,dune,False,,Other EVMs,,Arbitrum One
2024-09-09,zora,L2,7777777.0,120185,119855,103770,goldsky,True,modern,OP Chain,zora,Zora
2024-09-09,zksync,L2,324,156884,153669,156884,dune,False,,Other EVMs,,zkSync Era
2024-09-09,zkevm,L2,1101,20274,17833,12532,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-09,xterio,L2,2702128.0,1,1,0,goldsky,True,modern,OP Chain,xterio,Xterio
2024-09-09,swan,L2,254.0,728,724,601,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-09,sei,L1,1329,104822,103000,63320,dune,False,,Other EVMs,,Sei Network
2024-09-09,scroll,L2,534352,311794,302196,225771,dune,False,,Other EVMs,,Scroll
2024-09-09,redstone,L2,690.0,1696,1673,1455,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-09,polynomial,L2,8008.0,294,294,293,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-09,polygon,L1,137,2948629,2683360,2081895,dune,False,,Other EVMs,,Polygon PoS
2024-09-09,orderly,L2,291.0,7652,7620,6201,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-09,op,L2,10.0,624029,598467,376265,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-09,mode,L2,34443.0,92263,89766,34114,goldsky,True,modern,OP Chain,mode,Mode
2024-09-09,mint,L2,185.0,135390,134276,130133,goldsky,True,modern,OP Chain,mint,Mint
2024-09-09,metal,L2,1750.0,26,26,23,goldsky,True,modern,OP Chain,metal,Metal
2024-09-09,mantle,L2,5000,497287,476283,321389,dune,False,,Other EVMs,,Mantle
2024-09-09,lyra,L2,957.0,4812,4808,3385,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-09,lisk,L2,1135.0,395,390,318,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-09,linea,L2,59144,629454,612746,390103,dune,False,,Other EVMs,,Linea
2024-09-09,kroma,L2,255.0,121189,121142,21997,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-09,ham,L3,5112.0,83283,83112,81387,goldsky,True,modern,OP Chain,ham,Ham
2024-09-09,gnosis,L1,100,84918,82073,52588,dune,False,,Other EVMs,,Gnosis
2024-09-09,fraxtal,L2,252.0,6236,6159,3170,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-09,fantom,L1,250,280975,254205,164043,dune,False,,Other EVMs,,Fantom
2024-09-09,ethereum,L1,1,1157132,1125153,650806,dune,False,,Other EVMs,,Ethereum
2024-09-09,cyber,L2,7560.0,69938,69884,48871,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-09,celo,L1,42220,1306124,1286283,1258559,dune,False,,Other EVMs,,Celo
2024-09-09,bob,L2,60808.0,12957,12723,6113,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-09,bnb,L1,56,2985907,2835764,2510182,dune,False,,Other EVMs,,BNB
2024-09-09,blast,L2,81457,399944,387913,205843,dune,False,,Other EVMs,,Blast
2024-09-09,base,L2,8453.0,4373979,4159708,2455712,goldsky,True,modern,OP Chain,base,Base
2024-09-09,avalanche_c,L1,43114,155506,148167,106877,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-09,arbitrum,L2,42161,1793697,1583177,1261367,dune,False,,Other EVMs,,Arbitrum One
2024-09-08,zora,L2,7777777.0,100783,100554,86650,goldsky,True,modern,OP Chain,zora,Zora
2024-09-08,zksync,L2,324,172745,170189,172745,dune,False,,Other EVMs,,zkSync Era
2024-09-08,zkevm,L2,1101,14612,12546,7533,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-08,swan,L2,254.0,668,667,557,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-08,sei,L1,1329,100242,99166,75542,dune,False,,Other EVMs,,Sei Network
2024-09-08,scroll,L2,534352,260689,254047,179167,dune,False,,Other EVMs,,Scroll
2024-09-08,redstone,L2,690.0,1419,1396,1212,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-08,polynomial,L2,8008.0,265,265,264,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-08,polygon,L1,137,2710471,2470771,1960388,dune,False,,Other EVMs,,Polygon PoS
2024-09-08,orderly,L2,291.0,5094,5064,4014,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-08,op,L2,10.0,589228,569854,359603,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-08,mode,L2,34443.0,98124,96604,30512,goldsky,True,modern,OP Chain,mode,Mode
2024-09-08,mint,L2,185.0,138321,137104,132111,goldsky,True,modern,OP Chain,mint,Mint
2024-09-08,metal,L2,1750.0,22,22,17,goldsky,True,modern,OP Chain,metal,Metal
2024-09-08,mantle,L2,5000,311778,297578,272956,dune,False,,Other EVMs,,Mantle
2024-09-08,lyra,L2,957.0,3669,3664,2613,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-08,lisk,L2,1135.0,291,286,245,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-08,linea,L2,59144,567751,555428,388029,dune,False,,Other EVMs,,Linea
2024-09-08,kroma,L2,255.0,191885,191861,47923,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-08,ham,L3,5112.0,85661,85524,84396,goldsky,True,modern,OP Chain,ham,Ham
2024-09-08,gnosis,L1,100,76630,74390,48504,dune,False,,Other EVMs,,Gnosis
2024-09-08,fraxtal,L2,252.0,6556,6446,3826,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-08,fantom,L1,250,249332,221958,142065,dune,False,,Other EVMs,,Fantom
2024-09-08,ethereum,L1,1,1084318,1066441,626297,dune,False,,Other EVMs,,Ethereum
2024-09-08,cyber,L2,7560.0,78719,78653,63687,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-08,celo,L1,42220,1247870,1232697,1209056,dune,False,,Other EVMs,,Celo
2024-09-08,bob,L2,60808.0,17319,17093,6563,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-08,bnb,L1,56,2823946,2713520,2449895,dune,False,,Other EVMs,,BNB
2024-09-08,blast,L2,81457,285833,280707,187627,dune,False,,Other EVMs,,Blast
2024-09-08,base,L2,8453.0,4038315,3826880,2290996,goldsky,True,modern,OP Chain,base,Base
2024-09-08,avalanche_c,L1,43114,127695,121634,88168,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-08,arbitrum,L2,42161,1380162,1253456,1050144,dune,False,,Other EVMs,,Arbitrum One
2024-09-07,zora,L2,7777777.0,105374,105119,91979,goldsky,True,modern,OP Chain,zora,Zora
2024-09-07,zksync,L2,324,178913,176557,178914,dune,False,,Other EVMs,,zkSync Era
2024-09-07,zkevm,L2,1101,12887,11149,6937,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-07,swan,L2,254.0,831,831,689,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-07,sei,L1,1329,80532,79901,56367,dune,False,,Other EVMs,,Sei Network
2024-09-07,scroll,L2,534352,262370,255441,182286,dune,False,,Other EVMs,,Scroll
2024-09-07,redstone,L2,690.0,2602,2574,2339,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-07,polynomial,L2,8008.0,237,235,235,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-07,polygon,L1,137,2782835,2541980,1997006,dune,False,,Other EVMs,,Polygon PoS
2024-09-07,orderly,L2,291.0,4540,4508,3313,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-07,op,L2,10.0,608683,585398,372697,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-07,mode,L2,34443.0,95427,93703,27316,goldsky,True,modern,OP Chain,mode,Mode
2024-09-07,mint,L2,185.0,129661,128602,124499,goldsky,True,modern,OP Chain,mint,Mint
2024-09-07,metal,L2,1750.0,13,13,13,goldsky,True,modern,OP Chain,metal,Metal
2024-09-07,mantle,L2,5000,396128,369514,305408,dune,False,,Other EVMs,,Mantle
2024-09-07,lyra,L2,957.0,3839,3839,2641,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-07,lisk,L2,1135.0,781,776,727,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-07,linea,L2,59144,537189,527120,359560,dune,False,,Other EVMs,,Linea
2024-09-07,kroma,L2,255.0,69909,69881,47976,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-07,ham,L3,5112.0,82638,82441,81411,goldsky,True,modern,OP Chain,ham,Ham
2024-09-07,gnosis,L1,100,80148,78625,50203,dune,False,,Other EVMs,,Gnosis
2024-09-07,fraxtal,L2,252.0,6887,6832,3880,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-07,fantom,L1,250,215635,198710,125602,dune,False,,Other EVMs,,Fantom
2024-09-07,ethereum,L1,1,1114591,1087269,621255,dune,False,,Other EVMs,,Ethereum
2024-09-07,cyber,L2,7560.0,80128,80059,64161,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-07,celo,L1,42220,1057995,1046358,1025624,dune,False,,Other EVMs,,Celo
2024-09-07,bob,L2,60808.0,15848,15633,7217,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-07,bnb,L1,56,2849589,2735768,2453407,dune,False,,Other EVMs,,BNB
2024-09-07,blast,L2,81457,334606,328908,197193,dune,False,,Other EVMs,,Blast
2024-09-07,base,L2,8453.0,4231914,4056828,2361374,goldsky,True,modern,OP Chain,base,Base
2024-09-07,avalanche_c,L1,43114,127706,123479,87612,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-07,arbitrum,L2,42161,1318962,1198266,1015149,dune,False,,Other EVMs,,Arbitrum One
2024-09-06,zora,L2,7777777.0,101557,100775,86422,goldsky,True,modern,OP Chain,zora,Zora
2024-09-06,zksync,L2,324,215180,210074,215180,dune,False,,Other EVMs,,zkSync Era
2024-09-06,zkevm,L2,1101,16944,14322,9555,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-06,swan,L2,254.0,1920,1919,1659,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-06,shape,L2,360.0,18,18,9,goldsky,True,modern,OP Chain,shape,Shape
2024-09-06,sei,L1,1329,91049,88945,62859,dune,False,,Other EVMs,,Sei Network
2024-09-06,scroll,L2,534352,292559,278917,191164,dune,False,,Other EVMs,,Scroll
2024-09-06,redstone,L2,690.0,1221,1215,1047,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-06,polynomial,L2,8008.0,359,354,351,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-06,polygon,L1,137,3404045,2933010,2178463,dune,False,,Other EVMs,,Polygon PoS
2024-09-06,orderly,L2,291.0,8109,8102,6522,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-06,op,L2,10.0,733406,683219,425482,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-06,mode,L2,34443.0,108251,104435,37235,goldsky,True,modern,OP Chain,mode,Mode
2024-09-06,mint,L2,185.0,126527,124291,120054,goldsky,True,modern,OP Chain,mint,Mint
2024-09-06,metal,L2,1750.0,21,21,15,goldsky,True,modern,OP Chain,metal,Metal
2024-09-06,mantle,L2,5000,367163,336365,303171,dune,False,,Other EVMs,,Mantle
2024-09-06,lyra,L2,957.0,6293,6287,4689,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-06,lisk,L2,1135.0,730,726,646,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-06,linea,L2,59144,505931,489539,366123,dune,False,,Other EVMs,,Linea
2024-09-06,kroma,L2,255.0,162647,162533,48361,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-06,ham,L3,5112.0,84493,84339,83233,goldsky,True,modern,OP Chain,ham,Ham
2024-09-06,gnosis,L1,100,128957,126417,66407,dune,False,,Other EVMs,,Gnosis
2024-09-06,fraxtal,L2,252.0,8418,8308,4918,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-06,fantom,L1,250,243184,226043,152302,dune,False,,Other EVMs,,Fantom
2024-09-06,ethereum,L1,1,1123358,1096763,633708,dune,False,,Other EVMs,,Ethereum
2024-09-06,cyber,L2,7560.0,88064,87952,68667,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-06,celo,L1,42220,1216994,1188009,1147798,dune,False,,Other EVMs,,Celo
2024-09-06,bob,L2,60808.0,20542,20117,9603,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-06,bnb,L1,56,3204279,3056932,2725104,dune,False,,Other EVMs,,BNB
2024-09-06,blast,L2,81457,374233,363493,227164,dune,False,,Other EVMs,,Blast
2024-09-06,base,L2,8453.0,4404841,4051558,2344831,goldsky,True,modern,OP Chain,base,Base
2024-09-06,avalanche_c,L1,43114,179288,168407,124402,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-06,arbitrum,L2,42161,2262109,1815857,1261037,dune,False,,Other EVMs,,Arbitrum One
2024-09-05,zora,L2,7777777.0,112871,112492,98518,goldsky,True,modern,OP Chain,zora,Zora
2024-09-05,zksync,L2,324,228892,226018,228892,dune,False,,Other EVMs,,zkSync Era
2024-09-05,zkevm,L2,1101,16866,14401,9783,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-05,xterio,L2,2702128.0,1,1,0,goldsky,True,modern,OP Chain,xterio,Xterio
2024-09-05,swan,L2,254.0,988,983,826,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-05,shape,L2,360.0,2,2,2,goldsky,True,modern,OP Chain,shape,Shape
2024-09-05,sei,L1,1329,89125,87821,58912,dune,False,,Other EVMs,,Sei Network
2024-09-05,scroll,L2,534352,303578,293286,212055,dune,False,,Other EVMs,,Scroll
2024-09-05,redstone,L2,690.0,4039,3973,3764,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-05,race,L2,6805.0,2,2,1,goldsky,True,modern,OP Chain,race,Race
2024-09-05,polynomial,L2,8008.0,363,363,362,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-05,polygon,L1,137,3294656,2925173,2295694,dune,False,,Other EVMs,,Polygon PoS
2024-09-05,orderly,L2,291.0,9394,9394,7959,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-05,op,L2,10.0,685685,654704,413333,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-05,mode,L2,34443.0,102737,99560,30297,goldsky,True,modern,OP Chain,mode,Mode
2024-09-05,mint,L2,185.0,129655,128578,123322,goldsky,True,modern,OP Chain,mint,Mint
2024-09-05,metal,L2,1750.0,27,27,22,goldsky,True,modern,OP Chain,metal,Metal
2024-09-05,mantle,L2,5000,297813,289047,261019,dune,False,,Other EVMs,,Mantle
2024-09-05,lyra,L2,957.0,4510,4505,3057,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-05,lisk,L2,1135.0,383,376,299,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-05,linea,L2,59144,439109,431233,324906,dune,False,,Other EVMs,,Linea
2024-09-05,kroma,L2,255.0,212340,212171,57313,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-05,ham,L3,5112.0,86810,86657,85360,goldsky,True,modern,OP Chain,ham,Ham
2024-09-05,gnosis,L1,100,105736,104038,58728,dune,False,,Other EVMs,,Gnosis
2024-09-05,fraxtal,L2,252.0,7065,7001,3810,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-05,fantom,L1,250,254003,227965,155086,dune,False,,Other EVMs,,Fantom
2024-09-05,ethereum,L1,1,1119795,1082371,618415,dune,False,,Other EVMs,,Ethereum
2024-09-05,cyber,L2,7560.0,118339,118190,95725,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-05,celo,L1,42220,1183640,1165794,1137961,dune,False,,Other EVMs,,Celo
2024-09-05,bob,L2,60808.0,22125,21768,10513,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-05,bnb,L1,56,2983299,2850728,2455795,dune,False,,Other EVMs,,BNB
2024-09-05,blast,L2,81457,391767,384683,223474,dune,False,,Other EVMs,,Blast
2024-09-05,base,L2,8453.0,4094363,3863775,2260750,goldsky,True,modern,OP Chain,base,Base
2024-09-05,avalanche_c,L1,43114,141166,135825,97305,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-05,arbitrum,L2,42161,1574583,1391069,1158423,dune,False,,Other EVMs,,Arbitrum One
2024-09-04,zora,L2,7777777.0,125632,125334,112309,goldsky,True,modern,OP Chain,zora,Zora
2024-09-04,zksync,L2,324,222970,217861,222972,dune,False,,Other EVMs,,zkSync Era
2024-09-04,zkevm,L2,1101,21433,17989,12722,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-04,xterio,L2,2702128.0,1,1,0,goldsky,True,modern,OP Chain,xterio,Xterio
2024-09-04,swan,L2,254.0,1020,1019,813,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-04,shape,L2,360.0,43,43,20,goldsky,True,modern,OP Chain,shape,Shape
2024-09-04,sei,L1,1329,108296,107132,65482,dune,False,,Other EVMs,,Sei Network
2024-09-04,scroll,L2,534352,315838,304272,216042,dune,False,,Other EVMs,,Scroll
2024-09-04,redstone,L2,690.0,1605,1584,1353,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-04,race,L2,6805.0,37,37,22,goldsky,True,modern,OP Chain,race,Race
2024-09-04,polynomial,L2,8008.0,1764,1764,559,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-04,polygon,L1,137,3607946,3051694,2259476,dune,False,,Other EVMs,,Polygon PoS
2024-09-04,orderly,L2,291.0,10717,10701,9111,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-04,op,L2,10.0,677624,643506,413993,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-04,mode,L2,34443.0,107717,104831,34253,goldsky,True,modern,OP Chain,mode,Mode
2024-09-04,mint,L2,185.0,119390,118257,112662,goldsky,True,modern,OP Chain,mint,Mint
2024-09-04,metal,L2,1750.0,15,15,11,goldsky,True,modern,OP Chain,metal,Metal
2024-09-04,mantle,L2,5000,307841,297567,268343,dune,False,,Other EVMs,,Mantle
2024-09-04,lyra,L2,957.0,4986,4986,3387,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-04,lisk,L2,1135.0,732,717,568,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-04,linea,L2,59144,403768,395892,313630,dune,False,,Other EVMs,,Linea
2024-09-04,kroma,L2,255.0,218904,218861,69592,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-04,ham,L3,5112.0,84291,84164,82332,goldsky,True,modern,OP Chain,ham,Ham
2024-09-04,gnosis,L1,100,117962,115092,57806,dune,False,,Other EVMs,,Gnosis
2024-09-04,fraxtal,L2,252.0,8303,8189,4558,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-04,fantom,L1,250,247648,222882,142344,dune,False,,Other EVMs,,Fantom
2024-09-04,ethereum,L1,1,1107593,1072693,625108,dune,False,,Other EVMs,,Ethereum
2024-09-04,cyber,L2,7560.0,179851,179584,155446,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-04,celo,L1,42220,1147984,1120222,1081818,dune,False,,Other EVMs,,Celo
2024-09-04,bob,L2,60808.0,39394,38069,18793,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-04,bnb,L1,56,3179903,3027677,2578541,dune,False,,Other EVMs,,BNB
2024-09-04,blast,L2,81457,428058,420607,241145,dune,False,,Other EVMs,,Blast
2024-09-04,base,L2,8453.0,3967158,3696464,2065859,goldsky,True,modern,OP Chain,base,Base
2024-09-04,avalanche_c,L1,43114,158159,149256,108325,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-04,arbitrum,L2,42161,1725438,1499990,1249933,dune,False,,Other EVMs,,Arbitrum One
2024-09-03,zora,L2,7777777.0,108755,108448,88540,goldsky,True,modern,OP Chain,zora,Zora
2024-09-03,zksync,L2,324,215246,213047,215246,dune,False,,Other EVMs,,zkSync Era
2024-09-03,zkevm,L2,1101,21332,18392,12715,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-03,swan,L2,254.0,2163,2162,1658,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-03,shape,L2,360.0,26,26,16,goldsky,True,modern,OP Chain,shape,Shape
2024-09-03,sei,L1,1329,66080,64542,52766,dune,False,,Other EVMs,,Sei Network
2024-09-03,scroll,L2,534352,302211,293590,210862,dune,False,,Other EVMs,,Scroll
2024-09-03,redstone,L2,690.0,1598,1583,1349,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-03,polynomial,L2,8008.0,536,536,536,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-03,polygon,L1,137,3079724,2812868,2313285,dune,False,,Other EVMs,,Polygon PoS
2024-09-03,orderly,L2,291.0,9161,9142,7963,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-03,op,L2,10.0,667779,643777,427510,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-03,mode,L2,34443.0,105680,103428,32465,goldsky,True,modern,OP Chain,mode,Mode
2024-09-03,mint,L2,185.0,75338,74481,69695,goldsky,True,modern,OP Chain,mint,Mint
2024-09-03,metal,L2,1750.0,23,23,19,goldsky,True,modern,OP Chain,metal,Metal
2024-09-03,mantle,L2,5000,376573,358820,326807,dune,False,,Other EVMs,,Mantle
2024-09-03,lyra,L2,957.0,4022,4022,2837,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-03,lisk,L2,1135.0,3307,3193,2236,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-03,linea,L2,59144,399427,394416,305186,dune,False,,Other EVMs,,Linea
2024-09-03,kroma,L2,255.0,381466,381416,102866,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-03,ham,L3,5112.0,73972,73836,72061,goldsky,True,modern,OP Chain,ham,Ham
2024-09-03,gnosis,L1,100,95473,93919,52015,dune,False,,Other EVMs,,Gnosis
2024-09-03,fraxtal,L2,252.0,7764,7698,4536,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
2024-09-03,fantom,L1,250,278751,248216,148467,dune,False,,Other EVMs,,Fantom
2024-09-03,ethereum,L1,1,1127637,1100609,626330,dune,False,,Other EVMs,,Ethereum
2024-09-03,cyber,L2,7560.0,295336,295186,274880,goldsky,True,modern,OP Chain,cyber,Cyber
2024-09-03,celo,L1,42220,1088133,1071272,1037573,dune,False,,Other EVMs,,Celo
2024-09-03,bob,L2,60808.0,33095,32336,13886,goldsky,True,modern,OP Chain,bob,BOB (Build on Bitcoin)
2024-09-03,bnb,L1,56,2906859,2780575,2375474,dune,False,,Other EVMs,,BNB
2024-09-03,blast,L2,81457,660960,651533,197915,dune,False,,Other EVMs,,Blast
2024-09-03,base,L2,8453.0,3999040,3783379,2057798,goldsky,True,modern,OP Chain,base,Base
2024-09-03,avalanche_c,L1,43114,149115,143943,108240,dune,False,,Other EVMs,,Avalanche C-Chain
2024-09-03,arbitrum,L2,42161,1458199,1311499,1114877,dune,False,,Other EVMs,,Arbitrum One
2024-09-02,zora,L2,7777777.0,101633,101225,88792,goldsky,True,modern,OP Chain,zora,Zora
2024-09-02,zksync,L2,324,200631,198113,200631,dune,False,,Other EVMs,,zkSync Era
2024-09-02,zkevm,L2,1101,22003,12633,7872,dune,False,,Other EVMs,,Polygon zkEVM
2024-09-02,swan,L2,254.0,1442,1442,1211,goldsky,True,modern,OP Chain,swan,SwanChain
2024-09-02,shape,L2,360.0,24,24,3,goldsky,True,modern,OP Chain,shape,Shape
2024-09-02,sei,L1,1329,139942,108523,90504,dune,False,,Other EVMs,,Sei Network
2024-09-02,scroll,L2,534352,280167,273570,195936,dune,False,,Other EVMs,,Scroll
2024-09-02,redstone,L2,690.0,3139,3074,2813,goldsky,True,modern,OP Chain,redstone,Redstone
2024-09-02,polynomial,L2,8008.0,522,522,521,goldsky,True,modern,OP Chain,polynomial,Polynomial Chain
2024-09-02,polygon,L1,137,2929051,2652053,2204873,dune,False,,Other EVMs,,Polygon PoS
2024-09-02,orderly,L2,291.0,7316,7308,6090,goldsky,True,modern,OP Chain,orderly,Orderly
2024-09-02,op,L2,10.0,653611,627637,428331,goldsky,True,modern,OP Chain,op,OP Mainnet
2024-09-02,mode,L2,34443.0,130544,126407,41188,goldsky,True,modern,OP Chain,mode,Mode
2024-09-02,mint,L2,185.0,8155,7818,3912,goldsky,True,modern,OP Chain,mint,Mint
2024-09-02,metal,L2,1750.0,42,42,34,goldsky,True,modern,OP Chain,metal,Metal
2024-09-02,mantle,L2,5000,441196,410862,373143,dune,False,,Other EVMs,,Mantle
2024-09-02,lyra,L2,957.0,4255,4255,3037,goldsky,True,modern,OP Chain,lyra,Derive
2024-09-02,lisk,L2,1135.0,3492,3308,2274,goldsky,True,modern,OP Chain,lisk,Lisk
2024-09-02,linea,L2,59144,395844,390383,321978,dune,False,,Other EVMs,,Linea
2024-09-02,kroma,L2,255.0,149076,148502,73425,goldsky,True,modern,OP Chain,kroma,Kroma
2024-09-02,ham,L3,5112.0,78140,77981,75762,goldsky,True,modern,OP Chain,ham,Ham
2024-09-02,gnosis,L1,100,101141,99543,56438,dune,False,,Other EVMs,,Gnosis
2024-09-02,fraxtal,L2,252.0,8019,7939,4753,goldsky,True,modern,OP Chain,fraxtal,Fraxtal
