dt,blockchain,layer,num_qualified_txs,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
2024-04-02,scroll,L2,180922.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-04-02,polygon,L1,4050762.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-04-02,optimism,L2,427110.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-04-02,mode,L2,57804.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-04-02,metal,L2,1.0,goldsky,metal,True,1750.0,modern,OP Chain,metal,Metal
2024-04-02,gnosis,L1,150586.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-04-02,fraxtal,L2,8639.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-04-02,fantom,L1,121567.0,dune,fantom,False,,,Other EVMs,,Fantom
2024-04-02,ethereum,L1,688429.0,dune,ethereum,False,,,Other EVMs,,Ethereum
2024-04-02,celo,L1,224233.0,dune,celo,True,,modern,OP Chain,celo,Celo
2024-04-02,bnb,L1,2911193.0,dune,bnb,False,,,Other EVMs,,BNB
2024-04-02,blast,L2,461227.0,flipside,blast,False,81457.0,modern,OP Stack Fork,blast,Blast
2024-04-02,base,L2,1391503.0,dune,base,True,8453.0,modern,OP Chain,base,Base
2024-04-02,avalanche_c,L1,197795.0,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
2024-04-02,arbitrum,L2,1014027.0,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
2024-04-01,zora,L2,100136.0,dune,zora,True,7777777.0,modern,OP Chain,zora,Zora
2024-04-01,zksync,L2,1013668.0,dune,zksync era,False,,,Other EVMs,,zkSync Era
2024-04-01,scroll,L2,236755.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-04-01,polygon,L1,4002785.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-04-01,optimism,L2,414800.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-04-01,mode,L2,73408.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-04-01,metal,L2,1.0,goldsky,metal,True,1750.0,modern,OP Chain,metal,Metal
2024-04-01,gnosis,L1,154947.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-04-01,fraxtal,L2,9256.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-04-01,fantom,L1,126549.0,dune,fantom,False,,,Other EVMs,,Fantom
2024-04-01,ethereum,L1,663307.0,dune,ethereum,False,,,Other EVMs,,Ethereum
2024-04-01,celo,L1,231700.0,dune,celo,True,,modern,OP Chain,celo,Celo
2024-04-01,bnb,L1,2836715.0,dune,bnb,False,,,Other EVMs,,BNB
2024-04-01,blast,L2,319497.0,flipside,blast,False,81457.0,modern,OP Stack Fork,blast,Blast
2024-04-01,base,L2,1334307.0,dune,base,True,8453.0,modern,OP Chain,base,Base
2024-04-01,avalanche_c,L1,204092.0,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
2024-04-01,arbitrum,L2,885409.0,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
2024-03-31,zora,L2,111163.0,dune,zora,True,7777777.0,modern,OP Chain,zora,Zora
2024-03-31,zksync,L2,1178690.0,dune,zksync era,False,,,Other EVMs,,zkSync Era
2024-03-31,scroll,L2,309535.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-03-31,polygon,L1,3921750.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-03-31,optimism,L2,448868.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-03-31,mode,L2,86923.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-03-31,gnosis,L1,165281.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-03-31,fraxtal,L2,9050.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-03-31,fantom,L1,77417.0,dune,fantom,False,,,Other EVMs,,Fantom
2024-03-31,ethereum,L1,647913.0,dune,ethereum,False,,,Other EVMs,,Ethereum
2024-03-31,celo,L1,233717.0,dune,celo,True,,modern,OP Chain,celo,Celo
2024-03-31,bnb,L1,2590432.0,dune,bnb,False,,,Other EVMs,,BNB
2024-03-31,blast,L2,292595.0,flipside,blast,False,81457.0,modern,OP Stack Fork,blast,Blast
2024-03-31,base,L2,1356754.0,dune,base,True,8453.0,modern,OP Chain,base,Base
2024-03-31,avalanche_c,L1,181125.0,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
2024-03-31,arbitrum,L2,863603.0,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
2024-03-30,zora,L2,74423.0,dune,zora,True,7777777.0,modern,OP Chain,zora,Zora
2024-03-30,zksync,L2,1175646.0,dune,zksync era,False,,,Other EVMs,,zkSync Era
2024-03-30,scroll,L2,349041.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-03-30,polygon,L1,4148868.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-03-30,optimism,L2,452905.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-03-30,mode,L2,77832.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-03-30,metal,L2,3.0,goldsky,metal,True,1750.0,modern,OP Chain,metal,Metal
2024-03-30,gnosis,L1,148597.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-03-30,fraxtal,L2,8783.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-03-30,fantom,L1,73051.0,dune,fantom,False,,,Other EVMs,,Fantom
2024-03-30,ethereum,L1,648268.0,dune,ethereum,False,,,Other EVMs,,Ethereum
2024-03-30,celo,L1,216482.0,dune,celo,True,,modern,OP Chain,celo,Celo
2024-03-30,bnb,L1,2746144.0,dune,bnb,False,,,Other EVMs,,BNB
2024-03-30,blast,L2,331412.0,flipside,blast,False,81457.0,modern,OP Stack Fork,blast,Blast
2024-03-30,base,L2,1344739.0,dune,base,True,8453.0,modern,OP Chain,base,Base
2024-03-30,avalanche_c,L1,191674.0,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
2024-03-30,arbitrum,L2,1027379.0,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
2024-03-29,zora,L2,79738.0,dune,zora,True,7777777.0,modern,OP Chain,zora,Zora
2024-03-29,zksync,L2,1219495.0,dune,zksync era,False,,,Other EVMs,,zkSync Era
2024-03-29,scroll,L2,353910.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-03-29,polygon,L1,4415368.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-03-29,optimism,L2,495019.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-03-29,mode,L2,78747.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-03-29,metal,L2,4.0,goldsky,metal,True,1750.0,modern,OP Chain,metal,Metal
2024-03-29,gnosis,L1,156914.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-03-29,fraxtal,L2,9807.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-03-29,fantom,L1,110284.0,dune,fantom,False,,,Other EVMs,,Fantom
2024-03-29,ethereum,L1,677356.0,dune,ethereum,False,,,Other EVMs,,Ethereum
2024-03-29,celo,L1,218167.0,dune,celo,True,,modern,OP Chain,celo,Celo
2024-03-29,bnb,L1,2958746.0,dune,bnb,False,,,Other EVMs,,BNB
2024-03-29,blast,L2,387332.0,flipside,blast,False,81457.0,modern,OP Stack Fork,blast,Blast
2024-03-29,base,L2,1291524.0,dune,base,True,8453.0,modern,OP Chain,base,Base
2024-03-29,avalanche_c,L1,223494.0,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
2024-03-29,arbitrum,L2,1241875.0,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
2024-03-28,zora,L2,81571.0,dune,zora,True,7777777.0,modern,OP Chain,zora,Zora
2024-03-28,zksync,L2,1235312.0,dune,zksync era,False,,,Other EVMs,,zkSync Era
2024-03-28,scroll,L2,302700.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-03-28,polygon,L1,4597858.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-03-28,optimism,L2,551235.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-03-28,mode,L2,75306.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-03-28,metal,L2,2.0,goldsky,metal,True,1750.0,modern,OP Chain,metal,Metal
2024-03-28,gnosis,L1,158304.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-03-28,fraxtal,L2,8563.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-03-28,fantom,L1,88488.0,dune,fantom,False,,,Other EVMs,,Fantom
2024-03-28,ethereum,L1,677804.0,dune,ethereum,False,,,Other EVMs,,Ethereum
2024-03-28,celo,L1,213893.0,dune,celo,True,,modern,OP Chain,celo,Celo
2024-03-28,bnb,L1,3175702.0,dune,bnb,False,,,Other EVMs,,BNB
2024-03-28,blast,L2,409561.0,flipside,blast,False,81457.0,modern,OP Stack Fork,blast,Blast
2024-03-28,base,L2,1267338.0,dune,base,True,8453.0,modern,OP Chain,base,Base
2024-03-28,avalanche_c,L1,241988.0,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
2024-03-28,arbitrum,L2,1155185.0,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
2024-03-27,zora,L2,88873.0,dune,zora,True,7777777.0,modern,OP Chain,zora,Zora
2024-03-27,zksync,L2,1262380.0,dune,zksync era,False,,,Other EVMs,,zkSync Era
2024-03-27,scroll,L2,307075.0,dune,scroll,False,,,Other EVMs,,Scroll
2024-03-27,polygon,L1,4582616.0,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
2024-03-27,optimism,L2,581590.0,dune,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
2024-03-27,mode,L2,104989.0,goldsky,mode,True,34443.0,modern,OP Chain,mode,Mode
2024-03-27,metal,L2,1.0,goldsky,metal,True,1750.0,modern,OP Chain,metal,Metal
2024-03-27,gnosis,L1,162645.0,dune,gnosis,False,,,Other EVMs,,Gnosis
2024-03-27,fraxtal,L2,8830.0,goldsky,fraxtal,True,252.0,modern,OP Chain,fraxtal,Fraxtal
2024-03-27,fantom,L1,99233.0,dune,fantom,False,,,Other EVMs,,Fantom
