date,tvl,chain,defillama_slug,source,statusCode,body,headers,distinct_protocol,distinct_parent_protocol,sum_token_value_usd_flow,sum_token_value_usd_price_change,avg_usd_tvl,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name,is_EVM,is_Rollup,chainId,layer
2023-10-03,639716246.9683286,OP Mainnet,Optimism,chain,,,,171.0,157.0,263521.6205191446,-16328447.001979144,4556923.390482983,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-04,643094265.9867505,OP Mainnet,Optimism,chain,,,,171.0,157.0,-5305119.042599274,-10257457.44412075,4465914.171252573,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-05,630064655.7958239,OP Mainnet,Optimism,chain,,,,171.0,157.0,-491414.10570033494,4125286.76998036,4487164.888597251,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-06,636497298.7952623,OP Mainnet,Optimism,chain,,,,171.0,157.0,-3976632.549413377,-9956540.704356607,4405684.343248596,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-07,633047699.0282174,OP Mainnet,Optimism,chain,,,,171.0,157.0,-1291066.330838718,9189070.858478699,4451871.504238011,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-08,630695319.6404641,OP Mainnet,Optimism,chain,,,,171.0,157.0,-42474.06655482771,-3582829.848335166,4430670.896548012,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-09,615796073.894114,OP Mainnet,Optimism,chain,,,,174.0,160.0,-886565.8461640911,-1999758.1242959048,4226836.82650184,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-10,610465419.2115507,OP Mainnet,Optimism,chain,,,,174.0,160.0,-3286708.8502437784,-13142672.821566228,4132415.0927477013,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-11,596537638.1751752,OP Mainnet,Optimism,chain,,,,174.0,160.0,-4280507.239627294,-3087774.639012709,4195202.118841264,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-12,583113304.8603983,OP Mainnet,Optimism,chain,,,,174.0,160.0,-13864700.253600324,-2684999.1597696915,4003772.249412989,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-13,584419528.5334723,OP Mainnet,Optimism,chain,,,,169.0,156.0,-11796854.300777406,-9521496.603932591,3967216.9272699407,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-14,581876370.8873487,OP Mainnet,Optimism,chain,,,,170.0,157.0,3827200.609068175,2695976.2078818185,4115371.2107341764,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-15,584933173.728898,OP Mainnet,Optimism,chain,,,,169.0,156.0,-1931227.0865705532,-1461975.0902694536,4001698.71448142,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-16,599758191.5030532,OP Mainnet,Optimism,chain,,,,171.0,157.0,-342384.47690288804,3164936.333992896,4087983.6904068417,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-17,593092871.4646089,OP Mainnet,Optimism,chain,,,,170.0,156.0,-422709.2656076856,11808219.663827691,4066039.558077471,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-18,591096195.8106835,OP Mainnet,Optimism,chain,,,,170.0,156.0,-6243567.949960471,-4292126.051699512,4004070.3302292945,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-19,588785016.9213655,OP Mainnet,Optimism,chain,,,,171.0,157.0,-1105768.4985942272,-2741626.5809657876,4070459.4014553213,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-20,597616777.1319836,OP Mainnet,Optimism,chain,,,,169.0,155.0,-3801483.0695951744,-386806.52912481857,3951157.959711953,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-21,606500194.6065543,OP Mainnet,Optimism,chain,,,,169.0,155.0,-239714.18887308578,12094120.778713087,4021302.3774246154,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-22,614084543.1435864,OP Mainnet,Optimism,chain,,,,170.0,155.0,-2963473.540051658,12212862.945181647,4050391.713672588,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-23,635236685.0849936,OP Mainnet,Optimism,chain,,,,172.0,157.0,9591147.688027697,8091208.241892302,4246297.581175813,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-24,631960372.8602548,OP Mainnet,Optimism,chain,,,,172.0,157.0,-5300595.574278813,30644864.273148827,4241860.185313314,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-25,641286811.4469249,OP Mainnet,Optimism,chain,,,,173.0,158.0,-5351076.915228415,2582752.466668416,4216861.502108382,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-26,640672595.5623511,OP Mainnet,Optimism,chain,,,,175.0,159.0,-1622534.5827621964,12034518.859362194,4377506.001210171,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-27,637790948.3675236,OP Mainnet,Optimism,chain,,,,175.0,159.0,5937955.15963324,-7285994.10267326,4369802.922001486,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-28,639635195.3619164,OP Mainnet,Optimism,chain,,,,174.0,158.0,672899.8635117364,-4503859.389351711,4218009.911984713,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-29,647258561.0172418,OP Mainnet,Optimism,chain,,,,176.0,160.0,821812.8969574404,865061.4590625499,4336292.222363637,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-30,649800096.1576654,OP Mainnet,Optimism,chain,,,,175.0,159.0,4057198.703914302,3525345.4098957027,4247781.128756971,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-10-31,646470184.1733117,OP Mainnet,Optimism,chain,,,,179.0,163.0,-792012.4260796839,5163004.243729656,4350094.633775922,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-01,659168223.7056191,OP Mainnet,Optimism,chain,,,,176.0,160.0,5750711.471922522,-7148664.820702503,4252550.512705909,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-02,640576955.5363343,OP Mainnet,Optimism,chain,,,,179.0,163.0,483232.0189112263,12678752.174068782,4415820.630046592,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-03,655730026.7213846,OP Mainnet,Optimism,chain,,,,179.0,163.0,-16630626.637031885,-10970988.955248091,4261621.660245642,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-04,666720953.4361453,OP Mainnet,Optimism,chain,,,,179.0,163.0,8845736.706904113,10952170.468095852,4372219.34755486,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-05,671057699.0096288,OP Mainnet,Optimism,chain,,,,176.0,160.0,-1926972.3469450122,8223197.932635004,4281964.265737614,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-06,655091287.9777609,OP Mainnet,Optimism,chain,,,,177.0,161.0,-4987188.041356453,10506748.182036478,4290893.033059435,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-07,669200398.065809,OP Mainnet,Optimism,chain,,,,176.0,160.0,-6778230.493734306,4686566.193304302,4303376.623503637,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-08,700367218.0953416,OP Mainnet,Optimism,chain,,,,178.0,163.0,6645865.410288508,-6322868.037848535,4448583.079621293,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-09,717632009.3364261,OP Mainnet,Optimism,chain,,,,178.0,162.0,10097655.244283494,14452684.75866651,4402179.446738539,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-10,722682165.492544,OP Mainnet,Optimism,chain,,,,180.0,164.0,-835246.9557164944,32956029.447036505,4718771.627479278,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-11,749734250.6370769,OP Mainnet,Optimism,chain,,,,178.0,162.0,11498448.014223868,3877685.2874761084,4662773.705237247,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-12,736861108.6406767,OP Mainnet,Optimism,chain,,,,178.0,163.0,9753682.520533418,-8623946.69697338,4669025.871864663,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-13,729661093.4423934,OP Mainnet,Optimism,chain,,,,179.0,163.0,-3931611.8961757803,20182372.288745794,4736879.143351397,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-14,739079655.9286726,OP Mainnet,Optimism,chain,,,,177.0,163.0,10513373.812126802,-27544521.321616843,4691376.290778361,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-15,760713702.6312084,OP Mainnet,Optimism,chain,,,,181.0,165.0,5386341.246480269,6655714.016279761,4846131.664190055,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-16,740109086.274785,OP Mainnet,Optimism,chain,,,,180.0,164.0,-10892928.185632477,48310675.66515244,4850916.560560111,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-17,735854930.6989065,OP Mainnet,Optimism,chain,,,,180.0,164.0,4935230.852347545,-39068218.45403751,4661288.8516253885,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-18,743996722.9762068,OP Mainnet,Optimism,chain,,,,179.0,164.0,9238363.079457749,3338197.6091522495,4754795.289990335,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-19,775780276.6262338,OP Mainnet,Optimism,chain,,,,179.0,164.0,-3933897.293639254,2600576.447589261,4747346.57018743,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-20,765687903.4465607,OP Mainnet,Optimism,chain,,,,179.0,164.0,-339132.33727938996,42816444.78888937,4987073.721390726,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-21,769711290.1082969,OP Mainnet,Optimism,chain,,,,181.0,165.0,-15114051.568886282,4892185.477256282,5085141.461552044,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-22,767273877.2866316,OP Mainnet,Optimism,chain,,,,179.0,163.0,7650024.250555376,-34061858.5774154,4747457.8371981,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-23,778306621.7716451,OP Mainnet,Optimism,chain,,,,182.0,166.0,-17826732.598321978,36943318.169262,5036472.63344,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-24,784654078.4970571,OP Mainnet,Optimism,chain,,,,177.0,163.0,-454116.4769645652,-2946855.727485443,4628415.6402685875,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-25,772483158.6695573,OP Mainnet,Optimism,chain,,,,180.0,164.0,864563.588518541,20778295.861741442,4989204.618848389,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-26,748402552.6956779,OP Mainnet,Optimism,chain,,,,179.0,164.0,-10796625.43236618,2620518.4366561826,4967944.895992905,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-27,756594433.7019545,OP Mainnet,Optimism,chain,,,,180.0,165.0,12803549.387911176,-12687456.737071147,5145562.800960501,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-28,764962265.8728753,OP Mainnet,Optimism,chain,,,,182.0,166.0,10696458.505120048,-18083179.77229007,5051830.609442472,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-29,758623911.5431428,OP Mainnet,Optimism,chain,,,,182.0,166.0,-5232322.726147881,9667969.386357889,5075424.447359945,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-11-30,767495748.3758869,OP Mainnet,Optimism,chain,,,,184.0,168.0,-1276102.2336998882,-6271827.300010135,4982173.671718478,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-01,770078200.490072,OP Mainnet,Optimism,chain,,,,184.0,168.0,-2267869.909255115,-1652523.004704872,4960867.188480707,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-02,793216788.7429335,OP Mainnet,Optimism,chain,,,,182.0,166.0,-1805932.4924645438,14413661.77032454,4874793.643568132,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-03,785313804.7007728,OP Mainnet,Optimism,chain,,,,181.0,165.0,-16464164.331630433,32262628.291640427,4983089.201486906,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-04,778234432.8595926,OP Mainnet,Optimism,chain,,,,184.0,168.0,-15164272.214565825,17446815.950865872,5127653.802645653,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-05,801488171.6105604,OP Mainnet,Optimism,chain,,,,186.0,170.0,13368395.330257231,-575047.2055173293,5141335.022284032,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-06,807732176.7072501,OP Mainnet,Optimism,chain,,,,186.0,171.0,8448990.041991225,27595921.327108797,5336052.386538547,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-07,822998623.7330942,OP Mainnet,Optimism,chain,,,,186.0,170.0,6777845.738019803,-30854153.042539787,5175242.536555699,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-08,820472607.7811587,OP Mainnet,Optimism,chain,,,,187.0,171.0,-7346049.928403812,31252935.890643824,5306639.729117968,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-09,827474540.563085,OP Mainnet,Optimism,chain,,,,186.0,170.0,-11639085.915876621,10185889.020646634,5322950.949780914,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-10,841842926.588053,OP Mainnet,Optimism,chain,,,,186.0,170.0,5374824.129388084,-1445786.836018067,5344074.806132473,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-11,839913203.2249846,OP Mainnet,Optimism,chain,,,,187.0,171.0,-32358203.062326048,36245800.29567604,5338973.749492032,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-12,826049714.4938978,OP Mainnet,Optimism,chain,,,,189.0,173.0,-4421618.569848082,-1493530.4712419468,5254037.77717709,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-13,848511385.3787522,OP Mainnet,Optimism,chain,,,,189.0,173.0,28651931.56719357,-23156196.09562356,5283115.742638148,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-14,834715199.2758298,OP Mainnet,Optimism,chain,,,,189.0,173.0,-232018.00715679125,21625998.444386795,5396311.406359578,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-15,825497624.4727578,OP Mainnet,Optimism,chain,,,,189.0,173.0,-7273365.748275686,809721.3575356563,5362112.229694497,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-16,813834658.1446074,OP Mainnet,Optimism,chain,,,,189.0,173.0,4501345.0244299015,-36961700.696949884,5190364.316054445,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-17,777540109.4089262,OP Mainnet,Optimism,chain,,,,189.0,173.0,1236657.927944415,4880252.719305629,5222728.922659418,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-18,813569968.5063485,OP Mainnet,Optimism,chain,,,,189.0,173.0,3295003.213353892,-29840789.678673893,5082275.026001164,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-19,805033150.9726036,OP Mainnet,Optimism,chain,,,,190.0,174.0,8028353.136555134,1764518.2469648437,5118533.737764526,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-20,845270134.0384734,OP Mainnet,Optimism,chain,,,,192.0,175.0,-5752331.523036688,-14689690.404563291,4958749.17543375,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-21,862801747.5773888,OP Mainnet,Optimism,chain,,,,193.0,176.0,17150200.67957504,17537148.312514972,5112783.440827306,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-22,867404765.3319966,OP Mainnet,Optimism,chain,,,,193.0,176.0,3174418.701198921,22701012.236500997,5246853.031182228,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-23,884013638.1920406,OP Mainnet,Optimism,chain,,,,193.0,176.0,-8222229.232106729,53739657.13526678,5482694.626538445,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-24,885845126.4130765,OP Mainnet,Optimism,chain,,,,193.0,176.0,-4431873.232943905,-14345553.05338613,5385402.262354041,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-25,873394203.1744437,OP Mainnet,Optimism,chain,,,,194.0,177.0,10169864.30058029,-505094.2998702717,5410393.833702217,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-26,900557586.3274281,OP Mainnet,Optimism,chain,,,,195.0,178.0,2960527.933082998,-4515883.377272975,5376297.559533026,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-27,914904168.9202551,OP Mainnet,Optimism,chain,,,,194.0,177.0,5602261.305155434,-15905656.635675449,5352359.481260464,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-28,917103818.6402109,OP Mainnet,Optimism,chain,,,,193.0,176.0,-14776197.942545738,61193633.25647575,5620334.995682954,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-29,891265366.3601743,OP Mainnet,Optimism,chain,,,,193.0,176.0,-303389.82262938883,-29278862.621210597,5467059.076254715,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-30,903435358.4092183,OP Mainnet,Optimism,chain,,,,191.0,174.0,25014999.752021153,-9572628.237911148,5348584.561211362,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2023-12-31,895226325.1688285,OP Mainnet,Optimism,chain,,,,192.0,175.0,-2292624.1275643986,-10049079.456605634,5256529.214649896,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-01,922048022.0691459,OP Mainnet,Optimism,chain,,,,191.0,174.0,-207564.28586176457,-319406.5588982329,5281206.016888482,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-02,916256411.0881457,OP Mainnet,Optimism,chain,,,,185.0,169.0,708872.2408767096,33737686.97160333,5540931.890717892,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-03,861031270.1576222,OP Mainnet,Optimism,chain,,,,193.0,176.0,-5781396.453853264,-17620333.66705674,5282945.606264612,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-04,864076308.8577757,OP Mainnet,Optimism,chain,,,,191.0,174.0,-2676701.147130466,-26717437.125739556,3605542.2270804713,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-05,856360311.6066557,OP Mainnet,Optimism,chain,,,,191.0,174.0,-1287416.3969273812,13211369.956987401,3667971.3033413086,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-06,862423318.2334943,OP Mainnet,Optimism,chain,,,,194.0,177.0,12243011.745666983,-42187148.70236703,5264889.587265052,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-07,839173440.8907521,OP Mainnet,Optimism,chain,,,,195.0,178.0,-240686.79873376634,-2081080.7415061914,5226552.065028154,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-08,852526712.6094187,OP Mainnet,Optimism,chain,,,,195.0,178.0,-1184302.4277617387,-36785993.98457826,5031832.596247334,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-09,891891317.4957321,OP Mainnet,Optimism,chain,,,,196.0,179.0,-764233.6365794041,36311858.70520936,5187705.911782143,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-10,927790488.3986703,OP Mainnet,Optimism,chain,,,,198.0,181.0,-5576159.15895763,24704009.47173765,5231953.312317374,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-11,927468278.7753075,OP Mainnet,Optimism,chain,,,,197.0,181.0,-20516946.73312279,67894941.71945275,5498958.643230102,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-12,898100493.308017,OP Mainnet,Optimism,chain,,,,198.0,182.0,-1244804.0309105783,8108984.462100628,5505869.65569399,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-13,904372101.4904623,OP Mainnet,Optimism,chain,,,,197.0,181.0,5247607.64784787,-30611059.866697874,5404680.245974975,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-14,892865348.7081053,OP Mainnet,Optimism,chain,,,,199.0,182.0,1176756.1301184571,545763.1464515274,5359453.050160604,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-15,884715209.6646034,OP Mainnet,Optimism,chain,,,,199.0,182.0,3466647.327485852,-26240659.49552587,5245010.777947036,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-16,880185619.2138674,OP Mainnet,Optimism,chain,,,,197.0,180.0,-6326633.287827936,2571678.9037579345,5169725.336969442,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-17,876042647.6924249,OP Mainnet,Optimism,chain,,,,198.0,181.0,-2588069.255924126,13032997.758264147,5198985.401204495,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-18,848946142.1554873,OP Mainnet,Optimism,chain,,,,199.0,182.0,3276454.9673564937,-14805403.402726479,5180852.094938392,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-19,835104555.7871481,OP Mainnet,Optimism,chain,,,,200.0,183.0,-8564016.968284816,-32164636.22414519,4993539.0342427995,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-20,841967490.4312829,OP Mainnet,Optimism,chain,,,,200.0,183.0,741284.3116872183,1254810.683782771,5003519.5092271,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-21,819417997.3105607,OP Mainnet,Optimism,chain,,,,200.0,183.0,-2713841.974813672,-1834736.2239763013,4980776.61823395,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-22,768204879.1257968,OP Mainnet,Optimism,chain,,,,200.0,183.0,-3109117.785634528,-2749584.857215499,4951483.1050155,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-23,788580635.0525924,OP Mainnet,Optimism,chain,,,,201.0,184.0,-8131484.10010633,-32578780.92319366,4726103.349731841,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-24,781465407.2022352,OP Mainnet,Optimism,chain,,,,201.0,184.0,-3372222.1231360785,-19631890.40481392,4611655.028700299,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-25,799330720.242826,OP Mainnet,Optimism,chain,,,,202.0,185.0,-1050933.8999983822,6818017.586568388,4617374.983130743,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-26,785924749.2231579,OP Mainnet,Optimism,chain,,,,201.0,185.0,-2197483.836804934,-6979182.568355065,4594520.19710597,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-27,793303456.893401,OP Mainnet,Optimism,chain,,,,202.0,185.0,-457497.5552872907,22706931.47326726,4682071.807981238,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-28,789270907.6679624,OP Mainnet,Optimism,chain,,,,202.0,185.0,-13500616.254802624,-36387.94234738867,4615056.9357242575,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-29,799043734.7852461,OP Mainnet,Optimism,chain,,,,202.0,185.0,-1257855.5652656723,-6856339.7857843125,4574887.65180599,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-30,763669763.1603631,OP Mainnet,Optimism,chain,,,,201.0,185.0,1985052.990410272,16985775.679099713,4691993.035095771,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-01-31,753881503.3854203,OP Mainnet,Optimism,chain,,,,198.0,183.0,-21873793.321739983,-939475.751299991,4611602.594806364,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-01,768414581.2861449,OP Mainnet,Optimism,chain,,,,202.0,186.0,2509393.4641108783,-27535540.021670874,4431936.824029653,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-02,761192384.2285194,OP Mainnet,Optimism,chain,,,,203.0,187.0,-3164368.9645232055,16162205.304853214,4476582.408028719,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-03,756712249.3585885,OP Mainnet,Optimism,chain,,,,205.0,189.0,-1742723.7855988746,3032627.4094888824,4439393.989195659,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-04,759482105.2251544,OP Mainnet,Optimism,chain,,,,202.0,187.0,-1403822.3427715113,-11118154.438698499,4440011.883652574,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-05,763244292.8114395,OP Mainnet,Optimism,chain,,,,201.0,187.0,-515797.38083808386,242477.61085807203,4460715.717670448,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-06,766721644.5633038,OP Mainnet,Optimism,chain,,,,207.0,190.0,-2092280.8219379478,1914306.921217977,4334010.868987633,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-07,774571489.2990541,OP Mainnet,Optimism,chain,,,,206.0,190.0,-11872246.297349032,26952991.526039027,4427970.71648403,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-08,779647637.2204814,OP Mainnet,Optimism,chain,,,,206.0,189.0,-7089416.966218198,17997479.86765818,4478583.000186165,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-09,783613000.4681393,OP Mainnet,Optimism,chain,,,,208.0,190.0,-9004337.709904362,-785203.1906256444,4391096.11399274,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-10,794366488.9333798,OP Mainnet,Optimism,chain,,,,203.0,188.0,1889703.4335216074,23557565.886838403,4620208.46180862,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-11,786567674.4153057,OP Mainnet,Optimism,chain,,,,203.0,188.0,-189435.75114822856,-6001725.2933918135,4589710.131547291,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-12,827405932.6164541,OP Mainnet,Optimism,chain,,,,207.0,190.0,2493951.696589811,10731287.31534023,4568923.590662271,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-13,837343883.6120526,OP Mainnet,Optimism,chain,,,,207.0,190.0,-2863905.8434580294,33600617.57536808,4717410.120789952,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-14,863731921.8695794,OP Mainnet,Optimism,chain,,,,204.0,189.0,4797561.01641195,-3244905.7459420166,4793258.322694755,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-15,837843612.8750107,OP Mainnet,Optimism,chain,,,,207.0,190.0,12012898.217400622,24885284.61916943,4903162.961908454,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-16,827554290.1751697,OP Mainnet,Optimism,chain,,,,204.0,189.0,-24408969.5286762,10346011.984636148,4905293.939843873,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-17,844831373.2441244,OP Mainnet,Optimism,chain,,,,204.0,189.0,3314243.4262195644,-13756065.390839528,4854108.538057451,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
2024-02-18,868027459.7163773,OP Mainnet,Optimism,chain,,,,205.0,189.0,6783254.613507585,-2071550.5567275856,4853431.658121853,True,10,modern,OP Chain,op,OP Mainnet,True,True,10,L2
