date,tvl,chain,layer,defillama_slug,source,distinct_protocol,distinct_parent_protocol,sum_token_value_usd_flow,sum_price_usd_flow,sum_usd_value_check,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
2021-07-13,68353955.52897093,OP Mainnet,L2,Optimism,chain,,,,,,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-14,62829548.17372862,OP Mainnet,L2,Optimism,chain,1.0,1.0,0.0,0.0,68353955.52897,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-15,58726311.616013356,OP Mainnet,L2,Optimism,chain,1.0,1.0,47573.853746696244,-5571981.208986691,62829548.17373,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-16,57839775.52410828,OP Mainnet,L2,Optimism,chain,1.0,1.0,305854.54219104495,-4409091.099911045,58726311.61601,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-17,58169034.2940213,OP Mainnet,L2,Optimism,chain,1.0,1.0,25970.414901496537,-912506.5068014992,57839775.52411,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-18,54851270.47514842,OP Mainnet,L2,Optimism,chain,1.0,1.0,3217.194239993089,326041.5756699988,58169034.29402,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-19,51021473.14135977,OP Mainnet,L2,Optimism,chain,1.0,1.0,1051434.945330435,-4369198.7642004285,54851270.47515,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-20,55935129.529564135,OP Mainnet,L2,Optimism,chain,1.0,1.0,292358.7504389158,-4122156.0842289166,51021473.14136,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-21,58054504.80777525,OP Mainnet,L2,Optimism,chain,1.0,1.0,299656.85118701693,4613999.53701298,55935129.52956,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-22,58914814.2523863,OP Mainnet,L2,Optimism,chain,1.0,1.0,707551.0953329876,1411824.1828870187,58054504.80778,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-23,57906598.69221618,OP Mainnet,L2,Optimism,chain,1.0,1.0,-24460.265260014676,884769.7098700075,58914814.25239,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-24,56639531.894812316,OP Mainnet,L2,Optimism,chain,1.0,1.0,80279.85327004976,-1088495.4134400445,57906598.69222,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-25,64992621.04925052,OP Mainnet,L2,Optimism,chain,1.0,1.0,27315.996949781344,-1294382.7943597806,56639531.89481,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-26,63056037.05747635,OP Mainnet,L2,Optimism,chain,1.0,1.0,37778.81608878903,8315310.338351211,64992621.04925,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-27,62986828.92771617,OP Mainnet,L2,Optimism,chain,1.0,1.0,41155.78827361242,-1977739.7800436195,63056037.05748,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-28,67912509.998679,OP Mainnet,L2,Optimism,chain,1.0,1.0,886186.371160577,-955394.5009205721,62986828.92772,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-29,65930042.72153076,OP Mainnet,L2,Optimism,chain,1.0,1.0,218972.9752505301,4706708.095709465,67912509.99868,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-30,70431242.29399236,OP Mainnet,L2,Optimism,chain,1.0,1.0,100738.55099642598,-2083205.8281464174,65930042.72153,True,10.0,modern,OP Chain,op,OP Mainnet
2021-07-31,70021404.27233624,OP Mainnet,L2,Optimism,chain,1.0,1.0,189319.14134392742,4311880.431116068,70431242.29399,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-01,66792228.34582342,OP Mainnet,L2,Optimism,chain,1.0,1.0,496702.720761636,-906540.7424116331,70021404.27234,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-02,64233597.71674574,OP Mainnet,L2,Optimism,chain,1.0,1.0,352661.2027683546,-3581837.1292883554,66792228.34582,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-03,67709113.3670201,OP Mainnet,L2,Optimism,chain,1.0,1.0,-16854.497569004514,-2541776.1315009897,64233597.71675,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-04,74333323.60622583,OP Mainnet,L2,Optimism,chain,1.0,1.0,16783.46552120343,3458732.18474878,67709113.36702,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-05,72062633.84577753,OP Mainnet,L2,Optimism,chain,1.0,1.0,269861.74803056876,6354348.4911794495,74333323.60623,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-06,74705534.14343457,OP Mainnet,L2,Optimism,chain,1.0,1.0,67727.47409518887,-2338417.2345451936,72062633.84578,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-07,69418081.82502536,OP Mainnet,L2,Optimism,chain,1.0,1.0,18572.096591085123,2624328.2010589014,74705534.14343,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-08,72034381.93786794,OP Mainnet,L2,Optimism,chain,1.0,1.0,33454.67182021587,-5320906.990220204,69418081.82503,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-09,72511363.455359,OP Mainnet,L2,Optimism,chain,1.0,1.0,-293864.8715776329,2910164.984417631,72034381.93787,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-10,75861302.43832105,OP Mainnet,L2,Optimism,chain,1.0,1.0,123525.27636475969,353456.2411252313,72511363.45536,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-11,73297284.90968886,OP Mainnet,L2,Optimism,chain,1.0,1.0,-119843.05743514109,3469782.040395149,75861302.43832,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-12,86392555.87118755,OP Mainnet,L2,Optimism,chain,1.0,1.0,546790.7727132906,-3110808.3013432925,73297284.90969,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-13,93255613.71558324,OP Mainnet,L2,Optimism,chain,1.0,1.0,344820.0394198058,12750450.922080195,86392555.87119,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-14,93153512.42211287,OP Mainnet,L2,Optimism,chain,1.0,1.0,211975.31455143497,6651082.529838575,93255613.71558,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-15,89266923.29962485,OP Mainnet,L2,Optimism,chain,1.0,1.0,256298.4516961625,-358399.7451661616,93153512.42211,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-16,83887091.36867282,OP Mainnet,L2,Optimism,chain,1.0,1.0,1719872.27330587,-5606461.395795881,89266923.29962,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-17,88497201.28266454,OP Mainnet,L2,Optimism,chain,1.0,1.0,776507.6070105868,-6156339.53796058,83887091.36867,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-18,94449280.41702348,OP Mainnet,L2,Optimism,chain,1.0,1.0,2464849.1999850683,2145260.7140049166,88497201.28266,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-19,97061223.92549662,OP Mainnet,L2,Optimism,chain,1.0,1.0,473318.6077492399,5478760.526610761,94449280.41702,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-20,112362880.92091115,OP Mainnet,L2,Optimism,chain,1.0,1.0,1541263.4065773378,1070680.1019026807,97061223.9255,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-21,113077183.05407332,OP Mainnet,L2,Optimism,chain,2.0,2.0,8773920.558551356,6527736.436858637,112362880.92091,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-22,117079602.97734165,OP Mainnet,L2,Optimism,chain,2.0,2.0,292835.9631420093,421466.1700179871,113077183.05407,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-23,112349617.14083375,OP Mainnet,L2,Optimism,chain,2.0,2.0,1805105.4543977308,2197314.4688722747,117079602.97734,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-24,103579536.68926252,OP Mainnet,L2,Optimism,chain,2.0,2.0,3853562.7688596323,-8583548.605369633,112349617.14083,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-25,96265505.00765492,OP Mainnet,L2,Optimism,chain,2.0,2.0,-7614585.971525139,-1155494.4800448557,103579536.68926,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-26,102522071.31542572,OP Mainnet,L2,Optimism,chain,2.0,2.0,711364.463925495,-8025396.145535506,96265505.00764999,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-27,100454233.5385678,OP Mainnet,L2,Optimism,chain,2.0,2.0,95028.57982551017,6161537.727944499,102522071.31542,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-28,98288836.91892715,OP Mainnet,L2,Optimism,chain,2.0,2.0,263314.5422154142,-2331152.3190654176,100454233.53857,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-29,94243915.91358365,OP Mainnet,L2,Optimism,chain,2.0,2.0,84598.24651673718,-2249994.8661567434,98288836.91893,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-30,96977864.54708679,OP Mainnet,L2,Optimism,chain,2.0,2.0,294632.7635826896,-4339553.76892269,94243915.91359,True,10.0,modern,OP Chain,op,OP Mainnet
2021-08-31,106135524.45675845,OP Mainnet,L2,Optimism,chain,2.0,2.0,144887.45892623538,2589061.174573768,96977864.54709,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-01,111059160.35686418,OP Mainnet,L2,Optimism,chain,3.0,3.0,1491051.6886049912,7028617.20706502,105497533.44276,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-02,107763679.30170715,OP Mainnet,L2,Optimism,chain,3.0,3.0,1865703.2157522372,3055213.8139777533,110418450.47249,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-03,108751209.86476105,OP Mainnet,L2,Optimism,chain,3.0,3.0,46770.72504749627,-3346567.448467486,107118653.74907,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-04,114056166.91359156,OP Mainnet,L2,Optimism,chain,3.0,3.0,714099.9122168769,260232.75565311528,108092986.41694,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-05,124063700.57021677,OP Mainnet,L2,Optimism,chain,3.0,3.0,1294595.2560603712,3974772.8929896215,113362354.56599,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-06,101894333.13408169,OP Mainnet,L2,Optimism,chain,3.0,3.0,2486242.5534929684,7513601.764567037,123362198.88405,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-07,105969065.03430516,OP Mainnet,L2,Optimism,chain,3.0,3.0,3812576.6473350003,-25942954.747265004,101231820.78412001,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-08,109694730.34111826,OP Mainnet,L2,Optimism,chain,3.0,3.0,858598.6494868308,3243290.2268431755,105333709.66045001,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-09,102469399.80143207,OP Mainnet,L2,Optimism,chain,3.0,3.0,771793.9597875391,2895573.093312465,109001076.71355,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-10,106005604.27155566,OP Mainnet,L2,Optimism,chain,3.0,3.0,661279.317799655,-7902636.183809661,101759719.84754,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-11,109937137.70092535,OP Mainnet,L2,Optimism,chain,3.0,3.0,1424923.2431091764,2084433.6616808274,105269076.75233,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-12,128311501.73199636,OP Mainnet,L2,Optimism,chain,3.0,3.0,1660624.1510577975,2319826.8329721955,109249527.73636,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-13,133013341.8625168,OP Mainnet,L2,Optimism,chain,3.0,3.0,4700331.67542978,13703007.34616023,127652866.75795001,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-14,127312135.48912214,OP Mainnet,L2,Optimism,chain,3.0,3.0,3377725.896081662,1312536.9885883462,132343129.64262,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-15,140107136.922437,OP Mainnet,L2,Optimism,chain,3.0,3.0,-19450660.97500119,13360900.861801185,126253369.52942,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-16,140514481.54224414,OP Mainnet,L2,Optimism,chain,3.0,3.0,682678.7619400001,9847199.999999996,136783248.29136,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-17,122806150.53428617,OP Mainnet,L2,Optimism,chain,3.0,3.0,267761.9834599998,-2685600.0000000065,134365410.27482,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-18,121744571.0757703,OP Mainnet,L2,Optimism,chain,3.0,3.0,479201.0629586916,-18143059.497258686,116701551.84052,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-19,104117484.60262506,OP Mainnet,L2,Optimism,chain,3.0,3.0,61912.154649999924,-1018965.0677200108,115744498.92745,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-20,96430137.9596717,OP Mainnet,L2,Optimism,chain,3.0,3.0,-3404287.421809185,-13792257.934310809,98547953.57133,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-21,106270845.3571446,OP Mainnet,L2,Optimism,chain,3.0,3.0,2532740.0129676214,-10711451.595497617,90369241.98879999,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-22,107523127.85066801,OP Mainnet,L2,Optimism,chain,3.0,3.0,552310.2084475248,6488545.211492473,97410097.40874,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-23,106367782.15288427,OP Mainnet,L2,Optimism,chain,3.0,3.0,332129.8133739986,3479600.4540360095,101221827.67615,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-24,103796058.29540272,OP Mainnet,L2,Optimism,chain,3.0,3.0,1031812.998243891,-2148480.0000239024,100105160.67437,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-25,105930076.57059036,OP Mainnet,L2,Optimism,chain,3.0,3.0,1477036.29187486,-4045629.2446648553,97536567.72158,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-26,102257730.82268235,OP Mainnet,L2,Optimism,chain,3.0,3.0,-89561.70288752066,2141940.3556175157,99588946.37431,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-27,99772573.44367263,OP Mainnet,L2,Optimism,chain,3.0,3.0,338547.5101746102,-4416898.9781746045,95510594.90631,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-28,98555845.27509095,OP Mainnet,L2,Optimism,chain,3.0,3.0,1818297.0515015605,-4301778.256661551,93027113.70115,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-29,101105147.54337625,OP Mainnet,L2,Optimism,chain,3.0,3.0,623288.7396004298,-1958293.9936304362,91692108.44712001,True,10.0,modern,OP Chain,op,OP Mainnet
2021-09-30,103348046.18530212,OP Mainnet,L2,Optimism,chain,3.0,3.0,243648.85290605063,2721870.0659939502,94657627.36602,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-01,106707067.60304797,OP Mainnet,L2,Optimism,chain,3.0,3.0,-1980452.9568908056,7469568.850110793,100146743.25924,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-02,107803160.33314948,OP Mainnet,L2,Optimism,chain,3.0,3.0,-3607441.139328194,8028823.682698206,104568125.80261,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-03,112981727.6516911,OP Mainnet,L2,Optimism,chain,3.0,3.0,5801498.831504476,-4081196.418424478,106288428.21569,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-04,112936494.63894238,OP Mainnet,L2,Optimism,chain,3.0,3.0,2393279.111358638,-3926322.3858486395,104755384.9412,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-05,113898017.73171668,OP Mainnet,L2,Optimism,chain,3.0,3.0,765380.9602023284,-671009.2339423352,104849756.66746,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-06,113390655.78502364,OP Mainnet,L2,Optimism,chain,3.0,3.0,-874233.261858549,1837005.065568561,105812528.47117,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-07,113934477.21919759,OP Mainnet,L2,Optimism,chain,3.0,3.0,2199891.7307262733,-2684977.7598662837,105327442.44203,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-08,112502613.43855105,OP Mainnet,L2,Optimism,chain,3.0,3.0,-1118213.2416451313,1573945.9778651362,105783175.17825,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-09,113218265.49116302,OP Mainnet,L2,Optimism,chain,3.0,3.0,1570219.737580533,-2913247.1731005283,104440147.74273,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-10,109611066.07718095,OP Mainnet,L2,Optimism,chain,3.0,3.0,-11833.202565065658,782229.5292750489,105210544.06943999,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-11,108176739.95106773,OP Mainnet,L2,Optimism,chain,3.0,3.0,1641221.9890051205,-5214040.992705108,101637725.06574,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-12,107296007.33169354,OP Mainnet,L2,Optimism,chain,3.0,3.0,-93535.29372299364,-1412363.4199970192,100131826.35202,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-13,108015099.15164486,OP Mainnet,L2,Optimism,chain,3.0,3.0,656801.1250536896,-1576953.1167336863,99211674.36034,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-14,96426624.97582513,OP Mainnet,L2,Optimism,chain,3.0,3.0,-376477.22266589303,1100012.3597759046,99935209.49745001,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-15,98317207.40710206,OP Mainnet,L2,Optimism,chain,3.0,3.0,-16754978.565322734,5077300.235812725,88257531.16793999,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-16,99205315.1881827,OP Mainnet,L2,Optimism,chain,3.0,3.0,2596033.6276072306,-830145.5102472273,90023419.28529999,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-17,99690494.23777299,OP Mainnet,L2,Optimism,chain,3.0,3.0,1460331.9272783468,-561673.1039583477,90922078.10862,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-18,100318466.56686568,OP Mainnet,L2,Optimism,chain,3.0,3.0,2004495.6685054018,-1590835.6341454014,91335738.14298,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-19,103258459.96436961,OP Mainnet,L2,Optimism,chain,3.0,3.0,1918405.0932892156,-1277729.6033492056,91976413.63292,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-20,107746659.2900406,OP Mainnet,L2,Optimism,chain,3.0,3.0,2688435.43409676,186472.83266323112,94851321.89967999,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-21,106723830.87906031,OP Mainnet,L2,Optimism,chain,3.0,3.0,-431245.93657564884,4878422.578355655,99298498.54146,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-22,106623508.25468653,OP Mainnet,L2,Optimism,chain,3.0,3.0,2460502.367824232,-3523177.223394234,98235823.68589,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-23,108564600.53058599,OP Mainnet,L2,Optimism,chain,3.0,3.0,-1134970.1441374312,911999.6149374361,98012853.15669,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-24,107684932.61361696,OP Mainnet,L2,Optimism,chain,3.0,3.0,-1516562.5144447228,3293299.059824726,99789589.70207,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-25,109905320.8119977,OP Mainnet,L2,Optimism,chain,3.0,3.0,3429842.2787962994,-4298884.9502563095,98920547.03061,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-26,111283184.31774348,OP Mainnet,L2,Optimism,chain,3.0,3.0,-936525.4344509135,3009082.182870913,100993103.77903,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-27,105123945.87415792,OP Mainnet,L2,Optimism,chain,3.0,3.0,-7652000.982211886,10545836.07021189,103886938.86703001,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-28,112688864.73426011,OP Mainnet,L2,Optimism,chain,3.0,3.0,9103467.779421413,-14436037.757291406,98554368.88916,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-29,257845557.31312206,OP Mainnet,L2,Optimism,chain,3.0,3.0,2649114.111176422,4924223.428293568,106127706.42863,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-30,253685253.1698038,OP Mainnet,L2,Optimism,chain,3.0,3.0,140075060.20977652,4940405.219693491,251143171.8581,True,10.0,modern,OP Chain,op,OP Mainnet
2021-10-31,257673670.4478038,OP Mainnet,L2,Optimism,chain,3.0,3.0,3844006.5110200522,-7889224.301960052,247097954.06716,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-01,259880961.51717877,OP Mainnet,L2,Optimism,chain,3.0,3.0,-403676.6101748571,3654415.841974855,250348693.29896,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-02,268609423.19486904,OP Mainnet,L2,Optimism,chain,3.0,3.0,-2643000.493378428,5430594.711078434,253136287.51665998,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-03,279958403.8750788,OP Mainnet,L2,Optimism,chain,3.0,3.0,4471932.640711527,1452265.1218484617,268609423.19487,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-04,287406772.59854466,OP Mainnet,L2,Optimism,chain,3.0,3.0,-6002312.8312192075,17351293.51141921,279958403.87507,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-05,289804525.19112456,OP Mainnet,L2,Optimism,chain,3.0,3.0,16837704.284489892,-9389335.561019886,287406772.59854,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-06,287159698.4746216,OP Mainnet,L2,Optimism,chain,3.0,3.0,10430783.729972497,-8033031.137392487,289804525.19112,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-07,292670698.71321565,OP Mainnet,L2,Optimism,chain,5.0,5.0,1443892.0252959752,-5557817.9637759635,287174122.44490004,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-08,297522284.4022702,OP Mainnet,L2,Optimism,chain,5.0,5.0,328357.2760338262,5182695.885136115,292685175.60607,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-09,299837545.00356,OP Mainnet,L2,Optimism,chain,5.0,5.0,1485514.3497104181,3366018.4167596353,297536708.37254,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-10,279890940.2241203,OP Mainnet,L2,Optimism,chain,5.0,5.0,-1151387.2798248692,3466637.371854852,299851958.46457,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-11,290400254.7914214,OP Mainnet,L2,Optimism,chain,5.0,5.0,6466941.954394302,-26413536.224574316,279905364.19439,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-12,321704588.1565472,OP Mainnet,L2,Optimism,chain,5.0,5.0,1686350.349327817,8822994.333732184,290414708.87745,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-13,328374317.4137644,OP Mainnet,L2,Optimism,chain,6.0,6.0,731302.7604394128,-8471431.892999433,321719022.09573996,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-14,334247491.6813048,OP Mainnet,L2,Optimism,chain,6.0,6.0,91144.98765796697,6578574.300632083,328388741.38403,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-15,326753583.25160646,OP Mainnet,L2,Optimism,chain,6.0,6.0,1586687.044250394,4286507.339039619,334261935.76732004,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-16,306706023.6319856,OP Mainnet,L2,Optimism,chain,7.0,7.0,3298169.2144553666,-11058986.823415399,326501118.15836,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-17,320270848.30773646,OP Mainnet,L2,Optimism,chain,7.0,7.0,1178449.3664750985,-22254102.413085125,305425465.11175,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-18,303897851.7863468,OP Mainnet,L2,Optimism,chain,7.0,7.0,8015823.918596567,3991635.666333471,317432924.69668,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-19,345936120.9703607,OP Mainnet,L2,Optimism,chain,7.0,7.0,4841228.670707693,-20861555.127107717,301412598.24028,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-20,346023738.0412388,OP Mainnet,L2,Optimism,chain,8.0,8.0,18533678.4198197,13891353.76349032,342502227.82613003,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-21,340538125.0136413,OP Mainnet,L2,Optimism,chain,8.0,8.0,-5692824.299150829,5976396.704970821,342785800.23195,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-22,342567825.4550571,OP Mainnet,L2,Optimism,chain,8.0,8.0,7128078.011535009,-12069427.998565005,337844450.24491996,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-23,365390136.8663528,OP Mainnet,L2,Optimism,chain,8.0,8.0,11358670.063465228,-9067967.87772525,340135152.43066,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-24,359557423.808439,OP Mainnet,L2,Optimism,chain,8.0,8.0,20886265.06615003,1503393.2969000048,362524810.79371,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-25,364947029.9790694,OP Mainnet,L2,Optimism,chain,8.0,8.0,873584.6329273358,-6962309.841807349,356436085.58483,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-26,344447017.7789435,OP Mainnet,L2,Optimism,chain,9.0,9.0,-3168932.6189196925,8156734.364819671,361652678.87391996,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-27,346932452.1493341,OP Mainnet,L2,Optimism,chain,9.0,9.0,553863.4473555902,-20864346.734505575,341342195.58677,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-28,352005052.4356512,OP Mainnet,L2,Optimism,chain,9.0,9.0,1107282.5912480613,1383554.5193319204,343833032.69734997,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-29,362624371.0516164,OP Mainnet,L2,Optimism,chain,10.0,10.0,484488.1609637967,4424576.324036226,348755249.01729,True,10.0,modern,OP Chain,op,OP Mainnet
2021-11-30,366145199.4167208,OP Mainnet,L2,Optimism,chain,10.0,10.0,2266620.1690907646,8293916.916889223,359315786.10327,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-01,354521257.8493139,OP Mainnet,L2,Optimism,chain,10.0,10.0,3269135.9195400267,52362.49535000548,362637284.51816005,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-02,350567661.5473747,OP Mainnet,L2,Optimism,chain,10.0,10.0,3466668.092742796,-12615100.819662819,353488851.79124,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-03,330869890.2629708,OP Mainnet,L2,Optimism,chain,10.0,10.0,-1633266.332219101,-1401597.9736009007,350453987.48542,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-04,313457959.30733645,OP Mainnet,L2,Optimism,chain,11.0,11.0,-2581870.1358533027,-20065673.64149669,327806443.70807,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-05,298651171.75949156,OP Mainnet,L2,Optimism,chain,11.0,11.0,231725.79608965744,-17522695.30459967,310515474.19956,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-06,311906420.54569584,OP Mainnet,L2,Optimism,chain,11.0,11.0,1225997.364479419,-16010756.982099412,298760715.99431,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-07,309018276.0072047,OP Mainnet,L2,Optimism,chain,12.0,12.0,2519749.331041411,13998228.054298598,315279305.38992,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-08,319632648.8853829,OP Mainnet,L2,Optimism,chain,12.0,12.0,2743488.008571461,-4190986.3652114426,313831807.03328,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-09,302669992.3167098,OP Mainnet,L2,Optimism,chain,12.0,12.0,266772.86233373336,10623671.91181623,324722251.80743,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-10,295716621.2538117,OP Mainnet,L2,Optimism,chain,12.0,12.0,4184886.8549944996,-21108421.966624495,307798716.6958,True,10.0,modern,OP Chain,op,OP Mainnet
2021-12-11,308149371.44626725,OP Mainnet,L2,Optimism,chain,12.0,12.0,2762534.7201113696,-9523580.02270136,301037671.39321,True,10.0,modern,OP Chain,op,OP Mainnet
