date,tvl,chain,layer,defillama_slug,source,distinct_protocol,distinct_parent_protocol,sum_token_value_usd_flow,sum_price_usd_flow,sum_usd_value_check,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
2023-10-31,49620612.27125169,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-01,51521733.92964349,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-02,49836519.34037891,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-03,51027851.25793987,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-04,53555428.262474895,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-05,54111706.263392866,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-06,52855458.74930362,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-07,53926893.74097322,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-08,55058505.73865498,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-09,53963659.60778192,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-10,57372928.13299286,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-11,61640139.20814034,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-12,60511782.98684756,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-13,58311734.61347727,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-14,61606696.178808466,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-15,66904312.49653798,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-16,63098223.78765896,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-17,60010225.55580813,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-18,59982605.91102854,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-19,63262725.1125096,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-20,59363317.82039745,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-21,57121681.782943435,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-22,58507740.429504745,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-23,58724660.00675299,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-24,60697694.91649927,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-25,60592868.53306672,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-26,57896864.02472684,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-27,56870514.28233967,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-28,60220824.08583886,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-29,58451214.03702473,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-11-30,61045742.113005824,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-01,64196052.21777066,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-02,63266870.70351662,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-03,63021538.99302938,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-04,63816552.896905035,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-05,66862086.84051791,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-06,66564536.01158174,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-07,70880545.07368483,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-08,78320228.36176299,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-09,76262754.8007516,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-10,72927918.87161705,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-11,74255146.47452629,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-12,71448784.76197584,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-13,78924453.05933164,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-14,79504861.707221,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-15,78162909.99359894,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-16,77509338.149318,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-17,73535748.57339229,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-18,77325816.75830112,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-19,78140091.79819897,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-20,85295978.40449163,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-21,88895838.60771906,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-22,90876020.61632536,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-23,95525921.95450768,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-24,95732337.83749035,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-25,97408895.20412049,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-26,93605786.49830125,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-27,89143010.29588312,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-28,89158146.0545981,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-29,83998194.34199947,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-30,85898504.41960827,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2023-12-31,87467012.23282869,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-01,90239203.05138901,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-02,87775757.91923206,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-03,80442583.0049588,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-04,79086933.42580831,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-05,75014920.53491627,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-06,75181976.72939742,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-07,70253412.4010228,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-08,74032511.83390991,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-09,73456166.98474924,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-10,80179375.80815166,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-11,78778943.20070486,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-12,74678087.18993242,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-13,75211371.58625026,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-14,75401568.48271513,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-15,71268928.8815378,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-16,73008452.81208014,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-17,71408232.32555819,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-18,66850544.219111934,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-19,67937662.10285841,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-20,68454103.02707323,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-21,65539322.004488155,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-22,61087070.270718515,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-23,64169022.898093954,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-24,62726375.708601184,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-25,64109776.327907324,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-26,65643428.98334771,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-27,68644835.87192334,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-28,68553234.80729762,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-29,68794964.86491859,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-30,64960473.55944519,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-01-31,63108903.82783965,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-01,66911568.39416751,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-02,66660882.490513824,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-03,66035279.37752116,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-04,67225036.94184461,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-05,66843668.56408048,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-06,66815706.84685113,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-07,69120940.83751176,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-08,70588881.46843213,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-09,70318669.46310864,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-10,71760964.25730017,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-11,69182954.9004408,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-12,72175474.2142036,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-13,73857565.95985235,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-14,73838498.73704922,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-15,74529571.69077198,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-16,72201185.61264992,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-17,73885839.32683608,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-18,76162214.40426777,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-19,76189527.42521754,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-20,72006333.67843017,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-21,74685759.6960333,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-22,71847230.4704066,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-23,73974577.10766082,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-24,73660047.09741186,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-25,73620529.27148928,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-26,80530791.3862614,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-27,83268440.87479262,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-28,84247298.45416482,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-02-29,81416965.65174724,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-01,85204812.10846876,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-02,84096208.24599276,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-03,96898626.63593042,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-04,101676486.20996924,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-05,102771252.85638636,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-06,116031826.5135364,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-07,115299765.15016317,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-08,118515327.89664733,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-09,118364804.80358133,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-10,117541766.83695301,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-11,113884159.68769158,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-12,119829655.7258136,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-13,124839396.48118918,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-14,108807107.43315919,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-15,133033580.47360517,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-16,123238988.49297154,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-17,124271883.01045199,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-18,119085111.57761507,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-19,129672917.4502406,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-20,139334407.3182531,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-21,154179398.66638902,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-22,148128792.3875056,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-23,140328607.24196944,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-24,147939686.75511616,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-25,153015488.5077884,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-26,143422455.4905153,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-27,140376786.3026308,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-28,135977909.57199615,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-29,129232038.26723236,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-30,133336671.57763867,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-03-31,127953552.50981803,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-01,118327050.97538485,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-02,119197841.11100341,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-03,114855090.4305575,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-04,110441022.2889938,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-05,117624068.12810351,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-06,125131615.27661039,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-07,132601718.4497119,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-08,139975070.7300393,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-09,145873349.65752307,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-10,141747249.51873285,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-11,139914116.0263449,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-12,117011578.60017161,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-13,111197175.88331443,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-14,117682333.43499729,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-15,112393915.32464786,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-16,109294938.17430185,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-17,111547940.87073316,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-18,129881622.18282126,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-19,120180368.96907759,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-20,155959427.14079458,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-21,127982531.9219422,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-22,122804045.40992466,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-23,125863057.29652038,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-24,119070360.99950385,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-25,123544590.50649069,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-26,113921228.0509873,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-27,124528628.65689409,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-28,117841407.39296731,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-29,111411341.34038989,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-04-30,105123739.55435672,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-01,112623302.68381831,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-02,113107810.6714838,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-03,116755672.39345174,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-04,114133729.49666712,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-05,121740539.80658416,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-06,118098537.68603554,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-07,112813436.79941075,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-08,112792284.57425794,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-09,123291518.55162928,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-10,131294219.98770317,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-11,118610386.86610611,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-12,113320296.17686605,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-13,111095491.68115406,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-14,173803802.3867125,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-15,203263324.16394874,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-16,129391485.99588843,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-17,136986762.52330658,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-18,136924755.14001748,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2024-05-19,139946811.47831592,Fantom,L1,Fantom,chain,,,,,,False,,,Other EVMs,,
2021-02-02,124.42210586124264,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-03,3612845.876971287,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-04,4860422.805771543,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-05,6220489.7809417145,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-06,6723693.9232786205,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-07,8034662.362717805,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-08,9125207.627903212,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-09,18744152.02175608,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-10,54002694.67918317,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-11,53805048.1292829,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-12,60021358.441512644,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-13,54185279.923586875,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-14,59768770.61388728,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-15,72430571.52935259,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-16,84166798.92862606,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-17,125693934.63079965,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-18,253606162.6066825,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-19,269685617.33379585,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-20,271346292.069689,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-21,278976762.0019852,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-22,246760786.8123069,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-23,194896169.9329125,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-24,208193585.3285262,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-25,200380737.3595324,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-26,193938629.29639444,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-27,201175112.78759357,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-02-28,197531184.0989979,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-01,223002910.4588971,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-02,226311026.73667544,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-03,209021039.09025374,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-04,203265475.2031771,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-05,196453197.13816848,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-06,203825307.97574523,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-07,214213465.37807727,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-08,190717989.43711153,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-09,258167112.83553034,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-10,258546672.06333765,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-11,289440769.5841453,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-12,277027836.9879444,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-13,298240601.0493984,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-14,291730030.5248553,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-15,286713063.7310597,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-16,308766100.75624055,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-17,310869138.7867957,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-18,304320241.4508539,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-19,315775922.6071246,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-20,250108837.73688164,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-21,241428338.1659185,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-22,228852199.94837573,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-23,217286161.72557056,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-24,206230427.57074827,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-25,201477284.34856585,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-26,214153987.58019772,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-27,212136786.71072945,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-28,196585498.58944237,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-29,192685373.9276245,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-30,194074460.84620243,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-03-31,189166868.63427812,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-01,197836930.85981795,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-02,210520391.38056827,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-03,206886324.93718415,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-04,212672920.562,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-05,222279516.75863928,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-06,222238891.26167014,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-07,219028503.72667456,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-08,214309714.86686832,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-09,226255137.1024251,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-10,226624945.46951762,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-11,232641377.3505346,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-12,243219668.667139,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-13,245013320.15155327,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-14,267278077.65743354,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-15,267418328.1120999,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-16,251823841.07380185,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-17,251447335.7901573,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-18,219130091.2814564,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-19,215311030.46806687,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
2021-04-20,221388702.48684984,Avalanche,L1,Avalanche,chain,,,,,,False,,,Other EVMs,,
