Team,Contract Address,Contract Num By Creator,Creator Address,Date,Days Since Contract Created,Days Since Creator First Deployed,Median Calldata Gas To W Overhead Per Day T28D,Median Eth Fees To Per Day T28D,Median Num Address Users Trace Growth,Median Num Address Users Trace T28D,Median Num Address Users Tx Growth,Median Num Address Users Tx T28D,Median Num Txs To T28D,Median Num Txs Trace T28D,Median Trace Tx Eth Fees Per Day T28D,Total Calldata Gas To W Overhead Growth,Total Calldata Gas To W Overhead T28D,Total Eth Fees To Growth,Total Eth Fees To T28D,Total Trace Tx Eth Fees Growth,Total Trace Tx Eth Fees T28D,Last Updated
Perpetual Protocol,0xa7f3fc32043757039d5e13d790ee43edbcba8b7c,131,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-203.0,258,0.0,0,0,19413,73.55586438654481,0.0,0,0.0,0.0,717.3220616194617,2306.0786711586693,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x28f1e979ac21b80543adc7c70f15cf0dbaf340e0,737,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-129.0,248,0.0,0,0,18272,68.28505518411818,0.0,0,0.0,0.0,1965.453162905577,2003.6867127347364,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xdfcaebe8f6ea5e022befafae8c6cdae8d4e1094b,123,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-203.0,258,0.0,0,0,19424,48.42909400878989,0.0,0,0.0,0.0,628.8508738641872,1579.0424927385934,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xbd7a3b7dbeb096f0b832cf467b94b091f30c34ec,127,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-200.0,259,0.0,0,0,17577,49.00121216460776,0.0,0,0.0,0.0,1091.7586603207594,1558.668436543305,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x670e5cd858d92c441dddda6d903a96998a514430,733,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-125.0,252,0.0,0,0,18293,47.33569507703368,0.0,0,0.0,0.0,1356.661668598405,1382.3551549870076,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xdcb820d383ad87737da41f7f201866ef8792616a,735,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-127.0,249,0.0,0,0,16720,44.35728891451382,0.0,0,0.0,0.0,1341.5008674227909,1366.7249739671352,2023-05-12 18:42:29.815561+00:00
Synthetix,0x6abc19f21d5ce23abf392329ef7b118c7b5f2aa8,401,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-73.0,252,0.0,0,0,1274,32.872615133787924,0.0,0,0.0,0.0,1288.7739354088146,1305.1579764496296,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x81e792e5a9003cc1c8bf5569a00f34b65d75b017,32,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,258,422,292071944,11.874090202400419,10469.0,12175,1.0,1,25312,50817,18.751037084406462,5186899106.0,8048821208,302.3555037369116,364.54355569239453,432.90730766330756,534.201949344778,2023-05-12 18:42:29.815561+00:00
Velodrome,0x25cbddb98b35ab1ff77413456b31ec81a6b6b746,4,0xc0de1436c4e247f8652476a0b9ff55699801e1d0,2023-05-11 00:00:00.000,344,344,0,0.0,-1425.0,3652,0.0,0,0,11846,28.826022700837395,0.0,0,0.0,0.0,142.6662154720691,873.8359487356009,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xa4c817a425d3443baf610ca614c8b11688a288fb,107,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-210.0,261,0.0,0,0,17601,28.20574244503345,0.0,0,0.0,0.0,435.3934026075259,872.00203851942,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x66c4196284837667414d6a4e9e974e0627572909,728,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-123.0,261,0.0,0,0,17601,28.20574244503339,0.0,0,0.0,0.0,857.4021332950157,872.0020385194196,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x3c2269811836af69497e5f486a85d7316753cf62,3,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,422,422,0,0.0,10798.0,12477,0.0,0,0,52223,30.331602867494613,0.0,0,0.0,0.0,698.6502922966009,849.7773151714547,2023-05-12 18:42:29.815561+00:00
Layer Zero,0xa0cc33dd6f4819d473226257792afe230ec3c67f,5,0x18606e2abaa0ba15cc1d0d3b55521bd2247e4d2e,2023-05-11 00:00:00.000,258,259,229524196,9.19876165125678,10468.0,12176,2.0,2,26465,52205,16.348401698841506,5677674323.0,7424305032,291.88636921401564,333.44499948024,423.71768375109997,503.90576924009633,2023-05-12 18:42:29.815561+00:00
Synthetix,0xdfa2d3a0d32f870d87f8a0d7aa6b9cdeb7bc5adb,151,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,2023-05-11 00:00:00.000,336,482,0,0.0,-1005.0,1663,0.0,0,0,8176,25.717654975666512,0.0,0,0.0,0.0,330.084868639346,820.149741460442,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,6,0x45208e8d6d09d6bfce5094083ab36f22bdfc8456,2023-05-11 00:00:00.000,258,261,0,0.0,10797.0,12478,0.0,0,0,77517,26.6108603530244,0.0,0,0.0,0.0,631.595846247984,751.2680888269317,2023-05-12 18:42:29.815561+00:00
Op,0x4200000000000000000000000000000000000042,1,0xcde47c1a5e2d60b9ff262b0a3b6d486048575ad9,2023-05-11 00:00:00.000,380,380,28403708,1.4317989230753125,-3953.0,8019,-1702.0,3743,6779,24288,22.07996992352354,-410121940.0,851277208,18.450622907118944,49.41103868385352,45.03689142373946,692.6154648990358,2023-05-12 18:42:29.815561+00:00
1inch,0xf0694acc9e941b176e17b9ef923e71e7b8b2477a,13,0x7d0831e0469e8b48e0f280459bc2cc44f23ca7e4,2023-05-11 00:00:00.000,110,316,0,0.0,-686.0,1289,0.0,0,0,2100,23.13830097196656,0.0,0,0.0,0.0,207.61470778867886,729.1083133138585,2023-05-12 18:42:29.815561+00:00
Stargate Finance,0xe3b53af74a4bf62ae5511055290838050bf764df,14,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,2023-05-11 00:00:00.000,420,420,0,0.0,7956.0,10178,0.0,0,0,27322,26.63800817532489,0.0,0,0.0,0.0,565.9774036802625,725.309522434053,2023-05-12 18:42:29.815561+00:00
Synthetix,0x68287419fcfa1c186515e99a35ff3c970b3b3c66,407,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-25.0,143,0.0,0,0,687,21.730937380898563,0.0,0,0.0,0.0,707.8116331297406,714.5439136839055,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xd5820ee0f55205f6cde8bb0647072143b3060067,115,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-129.0,245,0.0,0,0,19375,22.43461648451104,0.0,0,0.0,0.0,196.0825463355427,685.7019429552696,2023-05-12 18:42:29.815561+00:00
Stargate Finance,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,12,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,2023-05-11 00:00:00.000,420,420,34759428,1.8245300569164442,7770.0,10023,3716.0,4760,5832,26853,22.286665759101286,643984282.0,1122493372,41.07588906978095,52.06515177185025,461.2236712144037,605.6802782333951,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xabea9cd285b402331386bfcf370440d8aedfd171,730,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-80.0,237,0.0,0,0,18241,20.028507766959848,0.0,0,0.0,0.0,575.7396714058204,586.8865498339393,2023-05-12 18:42:29.815561+00:00
Synthetix,0xe8c41be1a167314abaf2423b72bf8da826943ffd,40,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,2023-05-11 00:00:00.000,420,482,0,0.0,-1428.0,2150,0.0,0,0,8723,18.94210593319115,0.0,0,0.0,0.0,294.7096347980827,529.9530426702366,2023-05-12 18:42:29.815561+00:00
Velodrome,0xa132dab612db5cb9fc9ac426a0cc215a3423f9c9,5,0xc0de1436c4e247f8652476a0b9ff55699801e1d0,2023-05-11 00:00:00.000,344,344,0,0.0,-729.0,1620,0.0,0,0,6696,14.307549437506681,0.0,0,0.0,0.0,44.90570475789531,516.5363143270555,2023-05-12 18:42:29.815561+00:00
Layer Zero,0xef32f931ac53808e695b7ef3d1b6c5016024a68f,38,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,103,422,0,0.0,11114.0,12477,0.0,0,0,17657,18.285031613902003,0.0,0,0.0,0.0,434.93716345988895,487.89722535215753,2023-05-12 18:42:29.815561+00:00
Eden Network,0xc80f61d1bdabd8f5285117e1558fddf8c64870fe,2,0xd22044706dea3c342f68396bedbcf6a2536d951d,2023-05-11 00:00:00.000,233,233,0,0.0,-1.0,13,0.0,0,0,3370,13.126126142856254,0.0,0,0.0,0.0,102.0477819077679,452.64700250264366,2023-05-12 18:42:29.815561+00:00
Stargate Finance,0xb69c8cbcd90a39d8d3d3ccf0a3e968511c3856a0,21,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,2023-05-11 00:00:00.000,321,420,0,0.0,5437.0,6184,0.0,0,0,18247,16.756900615088234,0.0,0,0.0,0.0,380.52572709417814,449.8163730437556,2023-05-12 18:42:29.815561+00:00
Synthetix,0x24b4b6703a2ee7ba75a4fc859b606f0bbaeef4ea,39,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,189,238,0,0.0,-858.0,1471,0.0,0,0,6153,12.972482870843361,0.0,0,0.0,0.0,215.5443759311032,449.2907509325728,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,139,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,50060852,2.872464562654725,-206.0,248,-126.0,182,8937,16854,10.20509947940299,-1482866243.0,1608799492,16.246631649172045,96.09279457146557,113.93265627570736,330.52511889591204,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x2f4c6eea955e95e6d65e08620d980c0e0e92211f,40,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,18,422,0,0.0,,10485,,0,0,15464,19.788418415610117,,0,,0.0,,380.5368647476115,2023-05-12 18:42:29.815561+00:00
Stargate Finance,0x701a95707a0290ac8b90b3719e8ee5b210360883,13,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,2023-05-11 00:00:00.000,420,420,0,0.0,8015.0,9538,0.0,0,0,26394,13.242322742984744,0.0,0,0.0,0.0,278.7233757773789,357.43339525015307,2023-05-12 18:42:29.815561+00:00
Synthetix,0xbdd0d09f73ac6f8ef59a71baab283c12dcab06fa,371,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-52.0,78,0.0,0,0,379,9.089906821336992,0.0,0,0.0,0.0,352.4320130832552,356.7095552295165,2023-05-12 18:42:29.815561+00:00
Layer Zero,0xfc358f532d474b3f47c98f2af5654a813db1a1cc,41,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,18,422,0,0.0,,10485,,0,0,28763,16.94269778265894,,0,,0.0,,337.0788529100058,2023-05-12 18:42:29.815561+00:00
Synthetix,0x6393113a43a4a88b9f3d53b4b21e7feeb5d3d821,395,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-118.0,82,0.0,0,0,424,9.687998770498885,0.0,0,0.0,0.0,321.46106796659177,329.71346307627545,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,111,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-123.0,233,0.0,0,0,17260,10.461805283418776,0.0,0,0.0,0.0,107.96436974234041,319.8807810304571,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x17793262e3625b1a57fb325b5a1f79b05de30b14,289,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,394,533,0,0.0,-123.0,233,0.0,0,0,17260,10.46180528341878,0.0,0,0.0,0.0,107.97182653693042,319.880781030457,2023-05-12 18:42:29.815561+00:00
Chainlink,0x13e3ee699d1909e989722e753853ae30b17e08c5,21,0x83bc3055649f9a829bebeccbc86e090d6a157161,2023-05-11 00:00:00.000,490,493,0,0.0,-298.0,1345,0.0,0,0,9989,8.991358595561213,0.0,0,0.0,0.0,132.56404565169322,299.25913091184395,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x23ec43e2b8f9ae21d895eea5a1a9c444fe301044,34,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,207,422,0,0.0,0.0,1,0.0,0,0,23410,9.903908182419247,0.0,0,0.0,0.0,266.38983337421274,298.201858032666,2023-05-12 18:42:29.815561+00:00
Pyth,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,3,0xc42e9476b0a458097087336e2395dbf45b0bdc12,2023-05-11 00:00:00.000,244,244,0,0.0,4.0,11,0.0,0,0,1422,8.642876922436265,0.0,0,0.0,0.0,236.40515352072438,292.21974512566385,2023-05-12 18:42:29.815561+00:00
Pyth,0x47c409845b57ba4004c26a5841e59dc15bb39e7b,5,0xc42e9476b0a458097087336e2395dbf45b0bdc12,2023-05-11 00:00:00.000,157,244,0,0.0,4.0,11,0.0,0,0,1422,8.642876922436262,0.0,0,0.0,0.0,235.89986916837339,291.71446077331285,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x12c884f45062b58e1592d1438542731829790a25,741,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-130.0,244,0.0,0,0,16680,10.14848414028346,0.0,0,0.0,0.0,282.9526568656127,288.2413089735744,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x154c7b3eee18abcfaede98fae00e58e7737d96de,6,0x18606e2abaa0ba15cc1d0d3b55521bd2247e4d2e,2023-05-11 00:00:00.000,92,259,0,0.0,15827.0,17227,0.0,0,0,110263,21.31861894868614,0.0,0,0.0,0.0,223.40201674680333,287.6301197874484,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xfdadab426e4505030b958f17fa41547e018e3836,850,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,1,533,0,0.0,,267,,0,0,21398,147.09880017414105,,0,,0.0,,285.4733789613536,2023-05-12 18:42:29.815561+00:00
Synthetix,0xff5c26abd36078c768c40847672202ec343ac5ad,235,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,50,238,0,0.0,-602.0,1184,0.0,0,0,4808,8.166496465306645,0.0,0,0.0,0.0,241.72037281255948,283.0771899951296,2023-05-12 18:42:29.815561+00:00
Chainlink,0x02f5e9e9dcc66ba6392f6904d5fcf8625d9b19c9,20,0x83bc3055649f9a829bebeccbc86e090d6a157161,2023-05-11 00:00:00.000,490,493,0,0.0,-298.0,1355,0.0,0,0,10179,8.052668134973427,0.0,0,0.0,0.0,102.44608085771986,272.7540965481561,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xdeff4a009e417606a311bba899ad5e8d67139307,751,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-63.0,91,0.0,0,0,2835,8.515654119753117,0.0,0,0.0,0.0,257.026554515057,261.3569532996945,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x8c835dfaa34e2ae61775e80ee29e2c724c6ae2bb,144,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,0,0.0,-77.0,91,0.0,0,0,2835,8.515654119753115,0.0,0,0.0,0.0,115.92512829437439,261.3569532996945,2023-05-12 18:42:29.815561+00:00
Synthetix,0x2b3bb4c683bfc5239b029131eef3b1d214478d93,70,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,142,238,0,0.0,79.0,247,-127.0,0,0,1272,5.622798668676924,38656186.0,122171180,4.1310253406623785,7.803812736563756,172.29444142673364,234.56964970059445,2023-05-12 18:42:29.815561+00:00
Synthetix,0x186c50515e6ee95cec381d7f6fe72c67085dbcb4,41,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,189,238,0,0.0,57.0,464,0.0,0,0,3156,8.038401375802904,0.0,0,0.0,0.0,181.74569723348407,242.0441936778554,2023-05-12 18:42:29.815561+00:00
Synthetix,0xd30bdfd7e7a65fe109d5de1d4e95f3b800fb7463,251,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,36,238,0,0.0,30.0,402,0.0,0,0,2697,7.034790636639047,0.0,0,0.0,0.0,218.934105877204,223.5551610449754,2023-05-12 18:42:29.815561+00:00
Lido,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,2,0x2c01f405e3c525c0cb867789aaf077f3553ccbb7,2023-05-11 00:00:00.000,279,279,464208,0.020309901706447604,58.0,847,26.0,84,104,4143,6.545660545492404,3235057.0,12566424,0.4683153026899225,0.7266549642341381,66.27893177115732,220.7174860908228,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x81855cd82374c3700ee579ad1ff0760ae039a19b,7,0x18606e2abaa0ba15cc1d0d3b55521bd2247e4d2e,2023-05-11 00:00:00.000,14,259,0,0.0,,9710,,0,0,25763,14.354204965041152,,0,,0.0,,213.56941024341123,2023-05-12 18:42:29.815561+00:00
Synthetix,0x913bd76f7e1572cc8278cef2d6b06e2140ca9ce2,38,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,189,238,0,0.0,-620.0,1003,0.0,0,0,4644,7.215907258440061,0.0,0,0.0,0.0,109.82086398492429,212.32082820186477,2023-05-12 18:42:29.815561+00:00
Woofi,0xd1778f9df3eee5473a9640f13682e3846f61febc,3,0xe0774a09b55febaf93049af328901f7a5b09827b,2023-05-11 00:00:00.000,174,174,0,0.0,489.0,733,0.0,0,0,3324,5.983639579483253,0.0,0,0.0,0.0,71.29741816363833,208.27764363583503,2023-05-12 18:42:29.815561+00:00
Woofi,0xeaf1ac8e89ea0ae13e0f03634a4ff23502527024,4,0xe0774a09b55febaf93049af328901f7a5b09827b,2023-05-11 00:00:00.000,174,174,676488,0.03713627692229127,350.0,546,87.0,87,110,3178,5.850767443810754,15312406.0,18792836,0.8785943658535132,0.9424594655901795,71.84651665061921,207.21161129109694,2023-05-12 18:42:29.815561+00:00
Rubicon,0x9d809021d92ed6b6ceeb5053b1081fbc32ec6729,60,0x3204ac6f848e05557c6c7876e09059882e07962f,2023-05-11 00:00:00.000,282,542,0,0.0,-82.0,24,0.0,0,0,2501,5.591336453203448,0.0,0,0.0,0.0,-33.71589910013586,207.1906146532718,2023-05-12 18:42:29.815561+00:00
Sushi,0xc35dadb65012ec5796536bd9864ed8773abc74c4,1,0xf87bc5535602077d340806d71f805ea9907a843d,2023-05-11 00:00:00.000,372,372,0,0.0,297.0,855,0.0,0,0,1398,6.474538048293515,0.0,0,0.0,0.0,86.46744210264634,202.40712893052003,2023-05-12 18:42:29.815561+00:00
Synthetix,0xf9fe3607e6d19d8dc690dd976061a91d4a0db30b,232,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,85,238,0,0.0,-139.0,372,0.0,0,0,1907,6.554802566556362,0.0,0,0.0,0.0,155.5564262823533,199.02893972400017,2023-05-12 18:42:29.815561+00:00
Velodrome,0x3c8b650257cfb5f272f799f5e2b4e65093a11a05,1,0xc0de1436c4e247f8652476a0b9ff55699801e1d0,2023-05-11 00:00:00.000,344,344,1807908,0.10375055359734961,-205.0,1545,-43.0,267,406,5043,5.934807762288237,1732747.0,68383536,2.0624092360342026,3.867900953700026,63.50652747244277,190.86635857069382,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x00e7306e591c04e72867644df141e250acaf175b,39,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,97,422,0,0.0,15638.0,17000,0.0,0,0,67518,21.6906249311344,0.0,0,0.0,0.0,123.09343765861324,194.25201479019088,2023-05-12 18:42:29.815561+00:00
Lido,0x92834c37df982a13bb0f8c3f6608e26f0546538e,1,0x2c01f405e3c525c0cb867789aaf077f3553ccbb7,2023-05-11 00:00:00.000,279,279,0,0.0,58.0,847,0.0,0,0,4143,5.703410549232623,0.0,0,0.0,0.0,62.67388895815597,194.19479173728007,2023-05-12 18:42:29.815561+00:00
Synthetix,0x2c15259d4886e2c0946f9ab7a5e389c86b3c3b04,254,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,36,238,0,0.0,3.0,11,0.0,0,0,1422,5.874646687269763,0.0,0,0.0,0.0,189.82751913182898,194.03603222870308,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xc31bf706e2309de50727ec86ee2b607e7869fa5a,698,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-64.0,91,0.0,0,0,2974,5.490587410082372,0.0,0,0.0,0.0,190.41589424912368,193.9786866715914,2023-05-12 18:42:29.815561+00:00
Uniswap,0xb555edf5dcf85f42ceef1f3630a52a108e55a654,9,0xd8fa8f87129c654a6dd7f34eedaf58379e176eb1,2023-05-11 00:00:00.000,163,175,24846816,1.3169988812075584,-1159.0,2196,-1080.0,2204,2899,2876,4.011261886526026,-154404528.0,857709592,21.80926743814306,49.19973211724044,61.87207935249147,144.27384711979542,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x4a2d20e1f412f78182b71780803cc7c8234a9794,846,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,1,533,0,0.0,,267,,0,0,21435,96.57976807691337,,0,,0.0,,192.75243685819885,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x81d4bdb63e59339375a1376a3bd0d99c22fc0126,848,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,1,533,0,0.0,,266,,0,0,18916,98.46383210412594,,0,,0.0,,191.9430234160897,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x86bb63148d17d445ed5398ef26aa05bf76dd5b59,35,0x9f403140bc0574d7d36ea472b82daa1bbd4ef327,2023-05-11 00:00:00.000,204,422,6083508,0.3081248014590978,652.0,753,683.0,783,933,1714,1.6147319084933736,124598166.0,184044312,7.987750533824578,9.43561906883539,167.7339574497153,174.3284972561993,2023-05-12 18:42:29.815561+00:00
,0xe21593ae1d7e26e1ffa6c8532aaddd82701b75f1,91,0xcb7477d515bb405762922976bb93421246dd993a,2023-05-11 00:00:00.000,116,310,0,0.0,-1.0,11,0.0,0,0,2966,5.819065211192107,0.0,0,0.0,0.0,47.892274658217104,181.1180167524415,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x3773e1e9deb273fcdf9f80bc88bb387b1e6ce34d,7,0x45208e8d6d09d6bfce5094083ab36f22bdfc8456,2023-05-11 00:00:00.000,258,261,0,0.0,10798.0,12476,0.0,0,0,16808,6.634841110551675,0.0,0,0.0,0.0,148.30980834938262,177.88153902535345,2023-05-12 18:42:29.815561+00:00
Layer Zero,0x5b905fe05f81f3a8ad8b28c6e17779cfabf76068,1,0x45208e8d6d09d6bfce5094083ab36f22bdfc8456,2023-05-11 00:00:00.000,261,261,0,0.0,10798.0,12476,0.0,0,0,16808,6.633591449968629,0.0,0,0.0,0.0,148.26721161498915,177.81310730813124,2023-05-12 18:42:29.815561+00:00
Synthetix,0x803fd1d99c3a6cbcbabab79c44e108dc2fb67102,3,0x819addc3dd780704ae85ea12c18252f7020c24d0,2023-05-11 00:00:00.000,267,267,0,0.0,-621.0,996,0.0,0,0,4614,6.161418172486442,0.0,0,0.0,0.0,110.70581852902124,176.85948588012292,2023-05-12 18:42:29.815561+00:00
Chainlink,0x0d276fc14719f9292d5c1ea2198673d1f4269246,19,0x473ab11a7b649064ee50b255b5b14dfe284a0373,2023-05-11 00:00:00.000,318,401,0,0.0,-82.0,454,0.0,0,0,6419,5.018066415163622,0.0,0,0.0,0.0,103.5879514991683,173.74758933089376,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xad7b4c162707e0b2b5f6fddbd3f8538a5fba0d60,135,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,530,533,545036,0.031084560962387413,-220.0,263,-159.0,85,126,16927,5.418500506526062,-384789085.0,16422856,-5.986481703038322,1.03223759057274,15.88919751597902,171.3299857293275,2023-05-12 18:42:29.815561+00:00
Mummy Finance,0xa6d7d0e650aa40ffa42d845a354c12c2bc0ab15f,2,0x30b12942912cee5a719edec2dd147224fcc373a0,2023-05-11 00:00:00.000,70,70,0,0.0,-51.0,248,0.0,0,0,453,4.15034685915315,0.0,0,0.0,0.0,142.91546579641542,167.99363523619152,2023-05-12 18:42:29.815561+00:00
Synthetix,0xeb66fc1bfdf3284cb0ca1de57149dcf3cefa5453,236,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,50,238,0,0.0,-530.0,1168,0.0,0,0,4263,5.639966392388533,0.0,0,0.0,0.0,146.65056888127552,164.6037009229855,2023-05-12 18:42:29.815561+00:00
Woofi,0x464959ad46e64046b891f562cff202a465d522f3,3,0x97471c0fdddb5e5cc34cb08cb17961bd3a53f38f,2023-05-11 00:00:00.000,178,345,0,0.0,488.0,732,0.0,0,0,4174,4.973020516577455,5923572.0,5923572,0.7097531562527999,0.7097531562527999,73.84715370292344,162.54966993390974,2023-05-12 18:42:29.815561+00:00
Chainlink,0x4f6dfdfd4d68f68b2692e79f9e94796fc8015770,18,0x473ab11a7b649064ee50b255b5b14dfe284a0373,2023-05-11 00:00:00.000,318,401,0,0.0,-82.0,464,0.0,0,0,6636,4.718868075212559,-1994522.0,0,-0.2168133445257936,0.0,87.28185742536793,161.24366981738453,2023-05-12 18:42:29.815561+00:00
Stargate Finance,0x4dea9e918c6289a52cd469cac652727b7b412cd2,27,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,2023-05-11 00:00:00.000,281,420,4063964,0.19507030383295898,7776.0,9940,414.0,838,984,13008,5.316848955445986,46951992.0,160480168,6.02611329492169,8.668133987326584,120.7334779554497,149.09286006845275,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0xbe1119dfd2f831185cc75d5f97348c19575f5088,757,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,29,533,0,0.0,-14.0,46,0.0,0,0,1832,4.309154416715243,0.0,0,0.0,0.0,153.97876594227364,156.75421420160637,2023-05-12 18:42:29.815561+00:00
Perpetual Protocol,0x5a7ed3ce6096228a9fe1b673830e6a78c9cfb71b,570,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,79,533,0,0.0,-6.0,46,0.0,0,0,1832,4.309154416715237,0.0,0,0.0,0.0,108.38592229787764,156.75421420160635,2023-05-12 18:42:29.815561+00:00
