,Contract Address,Contract Num By Creator,Contract Project,Creator Address,Days Since Contract Created,Days Since Creator First Deployed,Dt,Median Calldata Gas To W Overhead Per Day,Median Eth Fees To Per Day,Median Num Address Users Trace,Median Num Address Users Tx,Median Num Txs Trace,Median Num Txs Tx,Median Trace L2 Eth Fees Per Day,Median Trace Tx Eth Fees Per Day,Total Calldata Gas To W Overhead T28D,Total Eth Fees To T28D,Total Trace L2 Eth Fees T28D,Total Trace L2 Gas Used T28D,Total Trace Tx Eth Fees T28D,Last Updated
205,0x3ebb31cb2888e0acbb81cbe2fec65aee24be3bd4,1,,0x904a08be742bd5bc6ad10f0924f06b0b23d1175c,117,117,2023-05-09 00:00:00.000,519012,0.0251802104431558,221,115,329,118,0.0,0.1241347417192503,2227276,0.1144647547963283,0.0,0,0.9837769943161004,2023-05-10 21:13:47.048476+00:00
206,0x9485aca5bbbe1667ad97c7fe7c4531a624c8b1ed,9,Angle,0xfda462548ce04282f4b6d6619823a7c64fdc0185,309,326,2023-05-09 00:00:00.000,0,0.0,269,0,653,0,7.19046900600002e-06,0.0327638311820374,3935008,0.1239910068964054,0.0002092657790289,197026993,0.940410616075257,2023-05-10 21:13:47.048476+00:00
207,0x19bca7c81f3ed561a49326b78468eac64d0e8f2a,30,Chainlink,0x057c75c9b1072be82ddd90b64501f525a9a300e7,379,449,2023-05-09 00:00:00.000,0,0.0,74,0,478,0,0.0,0.1049137648592093,0,0.0,3.685605e-05,2457070,1.0350412867743508,2023-05-10 21:13:47.048476+00:00
208,0x33c8daf48c691c54897070c3621fdecc249c7202,411,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,33,236,2023-05-09 00:00:00.000,0,0.0,62,0,413,0,0.0096717567830065,0.3378176599881728,0,0.0,0.0404987668599188,35448116604,1.026052323101255,2023-05-10 21:13:47.048476+00:00
209,0xe9dcea0136fefc76c4e639ec60cce70482e2acf7,152,Synthetix,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,334,480,2023-05-09 00:00:00.000,0,0.0,139,0,310,0,8.537170101999968e-05,0.0326049080599154,0,0.0,0.0073161857006929,2106834292,1.0061279922169155,2023-05-10 21:13:47.048476+00:00
210,0x8234f990b149ae59416dc260305e565e5dafeb54,3,Kwenta,0x39cfca7b389529ac861cbb05add802e5b06e5101,21,21,2023-05-09 00:00:00.000,246484,0.009738354995958,365,63,1884,65,2.189595239999999e-05,0.0247595137688022,5527200,0.2852647174544889,0.0011711306194544,533748204,0.6932269892885459,2023-05-10 21:13:47.048476+00:00
211,0xe4f5e8b06140c0ce569c33cd59821293f4f2e6db,9,Collab Land,0xaf66c75fda4ca9546920a4f7270265adfb90f43d,34,94,2023-05-09 00:00:00.000,0,0.0,82,0,199,0,0.0,0.0422002784391975,0,0.0,0.0,0,0.9394600555110236,2023-05-10 21:13:47.048476+00:00
212,0x14c00080f97b9069ae3b4eb506ee8a633f8f5434,20,Angle,0xfda462548ce04282f4b6d6619823a7c64fdc0185,300,326,2023-05-09 00:00:00.000,0,0.0,91,0,254,0,3.576774987999989e-05,0.0485741533788442,0,0.0,0.0007560154971652,687418970,0.9261211634126474,2023-05-10 21:13:47.048476+00:00
213,0xc629bf86f02ef13e8f1f5f75ade8a8165587998f,2,Zerion,0x014040c6a9cd6366f8fa858535b7ddfac507db20,434,434,2023-05-09 00:00:00.000,0,0.0,120,0,160,0,5.802284099999997e-06,0.0283944449736739,0,0.0,0.0001788374320551,177720714,0.9207501203750218,2023-05-10 21:13:47.048476+00:00
214,0xc663315f7af904fbbb0f785c32046dfa03e85270,42,Chainlink,0x83bc3055649f9a829bebeccbc86e090d6a157161,470,491,2023-05-09 00:00:00.000,0,0.0,86,0,2266,0,0.00013716889016,0.0298004103717426,0,0.0,0.0040140282497585,2380058399,0.9035975874316466,2023-05-10 21:13:47.048476+00:00
215,0x81d9a9056e9af6585010b784df5853a0fdef8b11,2,Chainlink,0x057c75c9b1072be82ddd90b64501f525a9a300e7,449,449,2023-05-09 00:00:00.000,0,0.0,61,0,2204,0,0.0,0.0425226259490753,0,0.0,4.177019e-05,7371210,0.8909129897588149,2023-05-10 21:13:47.048476+00:00
216,0xcc232dcfaae6354ce191bd574108c1ad03f86450,23,Chainlink,0x83bc3055649f9a829bebeccbc86e090d6a157161,488,491,2023-05-09 00:00:00.000,0,0.0,147,0,2647,0,0.0001290087085287,0.0295119044428684,0,0.0,0.003759818258567,2229760397,0.8840318433509787,2023-05-10 21:13:47.048476+00:00
217,0xe18a4e99f019f92cd72e0c7c05599d76a89296cd,32,Chainlink,0x057c75c9b1072be82ddd90b64501f525a9a300e7,337,449,2023-05-09 00:00:00.000,0,0.0,62,0,1687,0,0.0,0.0450354236674012,0,0.0,3.931312e-05,4914140,0.8752934204397542,2023-05-10 21:13:47.048476+00:00
218,0x8c835dfaa34e2ae61775e80ee29e2c724c6ae2bb,144,Perpetual Protocol,0x849a19c0746fb0d335e02dec0d0b3e057e585176,528,531,2023-05-09 00:00:00.000,0,0.0,99,0,3010,0,7.917196237056161e-05,0.0276831562220356,0,0.0,0.0023104452513864,1597242540,0.8635057266142538,2023-05-10 21:13:47.048476+00:00
219,0x9270b79d24d8eb1bba8cf7774ad6c23f2e8eac0e,10,Quest3,0xb32d9aa786e4f53f9484539cf44b1e092f94d483,249,404,2023-05-09 00:00:00.000,1717188,0.0745237323021289,229,229,231,231,1.733370960999996e-06,0.0154700838983861,16516264,0.714767401425578,1.6508650826589983e-05,16451750,0.145313960113219,2023-05-10 21:13:47.048476+00:00
220,0xccf3d1acf799bae67f6e354d685295557cf64761,23,Vesper,0x76d266dfd3754f090488ae12f6bd115cd7e77ebd,78,85,2023-05-09 00:00:00.000,829440,0.065397138513504,188,187,214,213,1.5685467000000026e-06,0.0036924400020744,14961704,0.7923664277271719,3.580171767801991e-05,28286025,0.0659698997541769,2023-05-10 21:13:47.048476+00:00
221,0xdeff4a009e417606a311bba899ad5e8d67139307,751,Perpetual Protocol,0x849a19c0746fb0d335e02dec0d0b3e057e585176,27,531,2023-05-09 00:00:00.000,0,0.0,99,0,2920,0,6.43225773719301e-05,0.0276831562220356,0,0.0,0.0019610699928128,1343905576,0.8569875729251462,2023-05-10 21:13:47.048476+00:00
222,0x217d47011b23bb961eb6d93ca9945b7501a5bb11,31,Thales,0x8314125c8b68af2afd0d151eb4a551e88128a2ae,470,507,2023-05-09 00:00:00.000,0,0.0,142,0,338,0,0.0,0.0239061417579213,266868,0.0083753142330031,0.0,0,0.8420626185594681,2023-05-10 21:13:47.048476+00:00
223,0x5d1d4208af6fe4fc1cb225572247a27cd68c9bf5,10,Collab Land,0xaf66c75fda4ca9546920a4f7270265adfb90f43d,13,94,2023-05-09 00:00:00.000,0,0.0,70,0,195,0,0.0,0.0563582737100716,0,0.0,0.0,0,0.8489122708669834,2023-05-10 21:13:47.048476+00:00
224,0x29babff3eba7b517a75109ea8fd6d1eab4a10258,11,Exactly,0xe61bdef3fff4c3cf7a07996dcb8802b5c85b665a,67,67,2023-05-09 00:00:00.000,4324512,0.1555519516005764,1023,1023,1104,1104,8.137218168650047e-06,0.0057097900797232,24217136,0.8150946455719003,4.564203782726613e-05,45407456,0.0320256568879194,2023-05-10 21:13:47.048476+00:00
225,0x7c1560f20907ed41ac740873facf9e3dce4f18dd,496,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,13,236,2023-05-09 00:00:00.000,0,0.0,188,0,492,0,0.002310592938453,0.0556622045444297,0,0.0,0.035560164305465,30453504998,0.8412918259439255,2023-05-10 21:13:47.048476+00:00
226,0xa7f7e4fe8e4cddcd9969bd3fbcff67000cd7de47,8,Socket,0x5fd7d0d6b91cc4787bcb86ca47e0bd4ea0346d34,337,505,2023-05-09 00:00:00.000,0,0.0,101,0,123,0,5.960693599999999e-06,0.0147698448995468,0,0.0,0.000327750868873,325453912,0.8301535794298733,2023-05-10 21:13:47.048476+00:00
227,0xf9ecc598293bd5fb4f700aeb5c4fb63b23cfe8aa,4,Chainlink,0x057c75c9b1072be82ddd90b64501f525a9a300e7,449,449,2023-05-09 00:00:00.000,0,0.0,54,0,2044,0,0.0,0.0427545865071928,0,0.0,3.94359735e-05,4914140,0.818207758788612,2023-05-10 21:13:47.048476+00:00
228,0xdeb139f64e0af3d1531ff4ddde3cc39f4e32f5aa,28,Slingshot,0x44045fd5d3840fec51b76fb6a87cbcda735a8629,267,523,2023-05-09 00:00:00.000,0,0.0,610,0,901,0,0.0,0.0271167382035581,0,0.0,0.0,0,0.8146192062368457,2023-05-10 21:13:47.048476+00:00
229,0x3f2408693cc2e0c8e0bb68f039ceb6deac0ec072,11,Mirror,0x59ca05674f5073f95f292aaca2d28a7dc80f12d6,7,380,2023-05-09 00:00:00.000,0,0.0,386,0,625,0,0.0,0.150897629506429,0,0.0,0.0,0,0.7974579214734193,2023-05-10 21:13:47.048476+00:00
230,0x539505dde2b9771debe0898a84441c5e7fdf6bc0,27,Vesper,0x76d266dfd3754f090488ae12f6bd115cd7e77ebd,77,85,2023-05-09 00:00:00.000,823820,0.0525112955061754,190,189,208,207,1.5187437994019965e-06,0.0032404853784779,13564840,0.7319789627849773,2.522875561738095e-05,25050920,0.0546514978877268,2023-05-10 21:13:47.048476+00:00
231,0x92a4cbfe0013153e70d2b1f9c5a07beb8aaad097,22,Slingshot,0x44045fd5d3840fec51b76fb6a87cbcda735a8629,314,523,2023-05-09 00:00:00.000,0,0.0,464,0,586,0,1.1265471699999994e-05,0.0281904047906231,0,0.0,0.0002983729136818,295917522,0.7791516454214872,2023-05-10 21:13:47.048476+00:00
232,0x0c2ed9b23baf9c5f486e175d406728d3be46d2a6,28,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,201,236,2023-05-09 00:00:00.000,0,0.0,540,0,730,0,1.1652538706886008e-05,0.0187015429876822,0,0.0,0.000361213437518,358363529,0.7765119867775424,2023-05-10 21:13:47.048476+00:00
233,0xc504cb49bcadfc8fd56f1de5674ba216aeafef01,21,Mummy Finance,0x30b12942912cee5a719edec2dd147224fcc373a0,68,68,2023-05-09 00:00:00.000,421828,0.0188661497735982,66,64,92,90,0.0011506661785166,0.002938550557048,10995628,0.663823240685299,0.0298727049994137,1222141443,0.1051493479081425,2023-05-10 21:13:47.048476+00:00
234,0xec8fea79026ffed168ccf5c627c7f486d77b765f,39,Sonne Finance,0xfb59ce8986943163f14c590755b29db2998f2322,223,226,2023-05-09 00:00:00.000,347372,0.0135038389043176,126,56,230,86,4.3160574854665e-05,0.0129893704816418,9080344,0.3898595675472184,0.0014486325445643,1416524804,0.360084773633485,2023-05-10 21:13:47.048476+00:00
235,0x17d8eb2ea0e9d640b97927bfdead5cc83f81a216,262,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,105,526,2023-05-09 00:00:00.000,0,0.0,139,0,594,0,0.0002736882813449,0.026297654481834,0,0.0,0.0087867415570234,7433363487,0.7442299184679997,2023-05-10 21:13:47.048476+00:00
236,0x2e3d870790dc77a83dd1d18184acc7439a53f475,1,Frax Finance,0x68d03de837cc395ec34c61c078fa901468a3bb29,485,485,2023-05-09 00:00:00.000,0,0.0,88,0,548,0,0.0,0.0254045510706647,568120,0.0138339073312099,0.0,0,0.7261603145875398,2023-05-10 21:13:47.048476+00:00
237,0x0ca2ca9fff09f575a178f4bb3c0e7744a1069982,5,Kwenta,0x39cfca7b389529ac861cbb05add802e5b06e5101,21,21,2023-05-09 00:00:00.000,0,0.0,365,0,1884,0,0.0005564878664552,0.0296472720649999,0,0.0,0.0117219610850621,10936484508,0.7167243724464609,2023-05-10 21:13:47.048476+00:00
238,0x803fd1d99c3a6cbcbabab79c44e108dc2fb67102,3,Synthetix,0x819addc3dd780704ae85ea12c18252f7020c24d0,265,265,2023-05-09 00:00:00.000,0,0.0,1015,0,4661,0,9.857023128633295e-05,0.0204950772502711,0,0.0,0.0044059185128353,2612889555,0.7077998128367694,2023-05-10 21:13:47.048476+00:00
239,0x4ecb5300d9ec6bca09d66bfd8dcb532e3192dda1,2,Pooltogether,0x4d40eb12430a57965cee3015348d490c6156df20,306,306,2023-05-09 00:00:00.000,0,0.0,135,0,140,0,3.135216314999996e-05,0.0136252315965436,0,0.0,0.0017104750335721,1670747969,0.7074401217835986,2023-05-10 21:13:47.048476+00:00
240,0x875456b73cbc58aa1be98dfe3b0459e0c0bf7b0e,170,Reaper Farm,0x1e71aee6081f62053123140aacc7a06021d77348,139,309,2023-05-09 00:00:00.000,0,0.0,239,0,318,0,2.3728477400519883e-05,0.0243394768294104,0,0.0,0.0007932571293813,203907918,0.7040695061459727,2023-05-10 21:13:47.048476+00:00
241,0x81843421cb967deb7beb296396932369cfc55278,16,Zkbridge,0x15051107651f3420144d3a2412d49402c2fac3c0,48,50,2023-05-09 00:00:00.000,0,0.0,128,0,130,0,3.7097716370676017e-05,0.0395035778180607,0,0.0,0.0007460010310706,744939669,0.7007323334806407,2023-05-10 21:13:47.048476+00:00
242,0xdb0c52f1f3892e179a69b19aa25da2aece5006ac,35,Sonne Finance,0xfb59ce8986943163f14c590755b29db2998f2322,223,226,2023-05-09 00:00:00.000,0,0.0,202,0,499,0,0.0016023196820191,0.0198455062595775,0,0.0,0.2943734808974002,45703378077,0.6957435028521998,2023-05-10 21:13:47.048476+00:00
243,0x5d47baba0d66083c52009271faf3f50dcc01023c,54,Multichain,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,201,540,2023-05-09 00:00:00.000,0,0.0,74,0,208,0,0.0,0.0221499412693907,0,0.0,0.0,0,0.695523693089514,2023-05-10 21:13:47.048476+00:00
244,0x435e6e499610b6de3510f0cb047d3575c7bca6e1,377,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,33,236,2023-05-09 00:00:00.000,0,0.0,68,0,269,0,6.0078132e-06,0.0392427065683629,0,0.0,0.0002320684010732,104598163,0.691375159895187,2023-05-10 21:13:47.048476+00:00
245,0xdfa46478f9e5ea86d57387849598dbfb2e964b02,1,Qidao,0xe00eaa2787a8830a485153b7bf508bc781e4a220,399,399,2023-05-09 00:00:00.000,0,0.0,129,0,335,0,0.0,0.0237233032341031,756524,0.0220447066436296,0.0,0,0.6690500932814056,2023-05-10 21:13:47.048476+00:00
246,0x4bde8be121d80349662cb98be900d5d03a78cacf,10,Odos,0x015d83637a6904cb13c93068a48887f9acd7eef5,18,197,2023-05-09 00:00:00.000,0,0.0,179,0,242,0,0.0001053781004999,0.0346334159264789,0,0.0,0.0021223515956937,2074053745,0.6712668504936163,2023-05-10 21:13:47.048476+00:00
247,0x3eece7a5fdda7c6b48c0e0d3da0bee2708626a48,64,Chainhop,0x8b5f94a2c2e23ee8cc0ff56872af973243ef7628,174,363,2023-05-09 00:00:00.000,1181516,0.0466735502176662,69,68,85,81,4.6318050000000006e-07,0.0015170549066668,17613596,0.6352069434839224,6.8376293679e-06,6805997,0.0205670327793773,2023-05-10 21:13:47.048476+00:00
248,0x0ded608afc23724f614b76955bbd9dfe7dddc828,6,Chainlink,0x03863f6ad36f1fcd908517e3c56c6b3fd3f50752,447,463,2023-05-09 00:00:00.000,0,0.0,86,0,1977,0,0.0001234114247577,0.0209342204635995,0,0.0,0.0033870939008736,1919090004,0.6544595559160219,2023-05-10 21:13:47.048476+00:00
249,0x5087dc69fd3907a016bd42b38022f7f024140727,4,Chainlink,0x03863f6ad36f1fcd908517e3c56c6b3fd3f50752,447,463,2023-05-09 00:00:00.000,0,0.0,67,0,2204,0,0.0001207916972549,0.0247714210553961,0,0.0,0.0033924789691021,1993429729,0.6495851343937267,2023-05-10 21:13:47.048476+00:00
250,0x78cf256256c8089d68cde634cf7cdefb39286470,18,Curve,0x7eeac6cddbd1d0b8af061742d41877d7f707289a,451,477,2023-05-09 00:00:00.000,0,0.0,223,0,1231,0,0.0003686486014593,0.0222030113933064,0,0.0,0.010948320979799,8236993744,0.6467733027056531,2023-05-10 21:13:47.048476+00:00
251,0x17793262e3625b1a57fb325b5a1f79b05de30b14,289,Perpetual Protocol,0x849a19c0746fb0d335e02dec0d0b3e057e585176,392,531,2023-05-09 00:00:00.000,0,0.0,233,0,18409,0,0.0,0.0209182201399249,0,0.0,0.0,0,0.6317826985998373,2023-05-10 21:13:47.048476+00:00
252,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,111,Perpetual Protocol,0x849a19c0746fb0d335e02dec0d0b3e057e585176,528,531,2023-05-09 00:00:00.000,0,0.0,233,0,18409,0,0.00020849875804,0.0209182201399249,0,0.0,0.0060289093099642,4180381414,0.6317826985998369,2023-05-10 21:13:47.048476+00:00
253,0x1e1bf73db9b278a95c9fe9205759956edea8b6ae,173,Reaper Farm,0x1e71aee6081f62053123140aacc7a06021d77348,139,309,2023-05-09 00:00:00.000,0,0.0,222,0,292,0,2.368977661100801e-05,0.0219879786275173,0,0.0,0.0007662532469461,175970092,0.6134972363700397,2023-05-10 21:13:47.048476+00:00
254,0x170a5714112daeff20e798b6e92e25b86ea603c1,141,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,309,526,2023-05-09 00:00:00.000,569384,0.0212019594611353,167,65,330,112,1.626024223018199e-05,0.0017343228027539,13134248,0.5568446138481217,0.0004635782714128,271059510,0.0560246785109179,2023-05-10 21:13:47.048476+00:00
255,0x2637c588c7ca5138032992c97f437f55bd9fc782,3,Paraswap,0xf01121e808f782d7f34e857c27da31ad1f151b39,298,298,2023-05-09 00:00:00.000,0,0.0,99,0,129,0,8.024297782799995e-05,0.0221636824206972,0,0.0,0.0098869519222043,1275424869,0.6124451397717686,2023-05-10 21:13:47.048476+00:00
256,0xf1b530f3defd144a024a958d4ae37d138615d91d,402,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,33,236,2023-05-09 00:00:00.000,0,0.0,215,0,458,0,0.0022788666371944,0.0273019881996308,0,0.0,0.0454150111332788,38318416229,0.6058234870876767,2023-05-10 21:13:47.048476+00:00
257,0x856cb5c3cbbe9e2e21293a644aa1f9363cee11e8,10,Biconomy - Hyphen,0xdc0d4bdcc70362cedd23d3997c31528ec1502fc4,330,330,2023-05-09 00:00:00.000,0,0.0,292,0,756,0,5.74468577309801e-06,0.0101321198164018,7354280,0.1970200946063013,0.0002254817895722,205358734,0.4055390317163881,2023-05-10 21:13:47.048476+00:00
258,0x61823ee732849921ec34808563f6cc095f77ecea,307,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,49,526,2023-05-09 00:00:00.000,0,0.0,119,0,632,0,0.0005235460184519,0.0261372251046558,0,0.0,0.0120216565919862,11424002825,0.5988438030964456,2023-05-10 21:13:47.048476+00:00
259,0xc392133eea695603b51a5d5de73655d571c2ce51,61,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,467,526,2023-05-09 00:00:00.000,244436,0.0096809863490038,263,55,443,63,5.136991619296987e-06,0.0025673142067235,9862404,0.4837372811992306,0.0001517737362822,119035427,0.1132104407105183,2023-05-10 21:13:47.048476+00:00
260,0x82b3634c0518507d5d817be6dab6233ebe4d68d9,210,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,183,526,2023-05-09 00:00:00.000,805856,0.0338127709425204,62,58,135,105,3.555596049264996e-06,0.0006678172311196,13777652,0.582787011337796,6.071606436910788e-05,43946625,0.0135949642962804,2023-05-10 21:13:47.048476+00:00
261,0x2b91c14ce9aa828ed124d12541452a017d8a2148,149,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,309,526,2023-05-09 00:00:00.000,0,0.0,117,0,586,0,3.260746765365491e-05,0.0212795491406371,0,0.0,0.0009331798966182,554665875,0.5861488515748842,2023-05-10 21:13:47.048476+00:00
262,0xf07d1c752fab503e47fef309bf14fbdd3e867089,10,Synapse,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,542,543,2023-05-09 00:00:00.000,0,0.0,127,0,205,0,7.42744673579999e-05,0.0183813298047559,0,0.0,0.0021860420344578,2036017475,0.585897984681339,2023-05-10 21:13:47.048476+00:00
263,0x470f9522ff620ee45df86c58e54e6a645fe3b4a7,48,Synapse,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,384,543,2023-05-09 00:00:00.000,516512,0.0230366453410493,65,65,84,84,8.730579999999998e-06,0.0052956046738223,9156260,0.4767630111306095,0.0001458748875341,117009068,0.1080624059053945,2023-05-10 21:13:47.048476+00:00
264,0xf80350859238421479f451fe55eba610153af57b,308,Thales,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,49,526,2023-05-09 00:00:00.000,0,0.0,119,0,547,0,0.0014365945546069,0.0273741723585258,0,0.0,0.0323098111753566,31722309883,0.5737054865399291,2023-05-10 21:13:47.048476+00:00
265,0xa5c5aeae9fb5424f9ab6d2e4c1c108f988ae3f6e,35,Nested,0xb7eb3f6a9abcae7559484fb126b8f872781cf9dd,175,397,2023-05-09 00:00:00.000,0,0.0,81,0,92,0,9.523682499999998e-05,0.0286527336512979,0,0.0,0.0029486867646316,2927224744,0.5732254913045679,2023-05-10 21:13:47.048476+00:00
266,0xd38579f7cbd14c22cf1997575ea8ef7bfe62ca2c,11,Chainlink,0x057c75c9b1072be82ddd90b64501f525a9a300e7,435,449,2023-05-09 00:00:00.000,0,0.0,82,0,1763,0,9.92655776800028e-05,0.0200414428800479,0,0.0,0.0030314325148799,1698386352,0.5721400739474778,2023-05-10 21:13:47.048476+00:00
267,0x99ae21feb485a89252b9bfb394e6eb8c736436bd,398,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,33,236,2023-05-09 00:00:00.000,0,0.0,63,0,180,0,0.0050651090822699,0.0244123104937174,0,0.0,0.118009856565822,114635934878,0.5718423715585758,2023-05-10 21:13:47.048476+00:00
268,0x82907eaeb25d248dc82033e45b00a3e012ba2d0d,2,Zkbob,0x39f0bd56c1439a22ee90b4972c16b7868d161981,116,216,2023-05-09 00:00:00.000,0,0.0,97,0,314,0,0.0,0.0139455550658598,0,0.0,0.0,0,0.5562890633801213,2023-05-10 21:13:47.048476+00:00
269,0x745837468a6a4f7ef5eb3fee18fc6e74376443c6,58,Connext,0xade09131c6f43fe22c2cbabb759636c43cfc181e,41,200,2023-05-09 00:00:00.000,0,0.0,79,0,166,0,0.00012081317886,0.0244699143481764,0,0.0,0.012398104329431,2540674117,0.5553641317784599,2023-05-10 21:13:47.048476+00:00
270,0x60cf091cd3f50420d50fd7f707414d0df4751c58,36,Sonne Finance,0xfb59ce8986943163f14c590755b29db2998f2322,223,226,2023-05-09 00:00:00.000,301184,0.0117505060909351,202,63,499,71,3.0488460574300027e-06,0.0060583636553684,6971280,0.3111975108447323,0.0001689467057126,104260989,0.2433957076390836,2023-05-10 21:13:47.048476+00:00
271,0x338ed6787f463394d24813b297401b9f05a8c9d1,36,Chainlink,0x83bc3055649f9a829bebeccbc86e090d6a157161,470,491,2023-05-09 00:00:00.000,0,0.0,65,0,2207,0,0.0001395858912021,0.0253945309400301,0,0.0,0.0032302328051097,1913227852,0.5532504168090328,2023-05-10 21:13:47.048476+00:00
272,0x4669d27a649f5451e0d44c20a2b246431f1b0572,9,Paraswap,0x05182e579fdfcf69e4390c3411d8fea1fb6467cf,53,277,2023-05-09 00:00:00.000,0,0.0,97,0,118,0,2.3599876150000003e-05,0.0210667778604469,0,0.0,0.002616553251486,346045133,0.5437164700548706,2023-05-10 21:13:47.048476+00:00
273,0xf9f70f783be3ee6ebde9504ba0ac0730151b0a22,374,Synthetix,0x302d2451d9f47620374b54c521423bf0403916a2,33,236,2023-05-09 00:00:00.000,0,0.0,61,0,166,0,0.0044051562672,0.0249784526418101,0,0.0,0.0798928789122388,77661986153,0.5428525858845177,2023-05-10 21:13:47.048476+00:00
274,0xa2f581b012e0f2dccde86fcbfb529f4ac5dd4983,3,Paraswap,0x05182e579fdfcf69e4390c3411d8fea1fb6467cf,271,277,2023-05-09 00:00:00.000,0,0.0,118,0,139,0,8.532806699999995e-06,0.0212159498291248,0,0.0,0.0002350377115412,211095556,0.5280566361060639,2023-05-10 21:13:47.048476+00:00
275,0x2a9ad452af412d62eff7080c846c52bf9b1c9e91,75,Multichain,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,54,540,2023-05-09 00:00:00.000,0,0.0,151,0,213,0,5.349190000000004e-07,0.0176350330789147,0,0.0,1.651092710791601e-05,15089789,0.5175025274045544,2023-05-10 21:13:47.048476+00:00
276,0x340fe1d898eccaad394e2ba0fc1f93d27c7b717a,71,Multichain,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251,89,540,2023-05-09 00:00:00.000,0,0.0,77,0,291,0,0.0,0.0125329199916371,890084,0.0401126269423077,0.0,0,0.4765767202233652,2023-05-10 21:13:47.048476+00:00
277,0x0fd9f11b9c54a9f100234eeef9ee7873d73c2204,16,Socket,0x5fd7d0d6b91cc4787bcb86ca47e0bd4ea0346d34,308,505,2023-05-09 00:00:00.000,0,0.0,81,0,86,0,3.314572799999997e-06,0.0371814810502901,0,0.0,5.918444679339999e-05,58529132,0.5118024608719605,2023-05-10 21:13:47.048476+00:00
278,0x278b5a44397c9d8e52743fedec263c4760dc1a1a,174,Thales,0x8314125c8b68af2afd0d151eb4a551e88128a2ae,138,507,2023-05-09 00:00:00.000,514492,0.0231128311669088,76,72,128,100,1.0329956836199998e-06,0.000299002682293,12490680,0.482741610432027,2.8951819995235983e-05,27287846,0.0135927373920011,2023-05-10 21:13:47.048476+00:00
279,0xc6066533917f034cf610c08e1fe5e9c7eade0f54,39,Chainlink,0x057c75c9b1072be82ddd90b64501f525a9a300e7,280,449,2023-05-09 00:00:00.000,0,0.0,68,0,2149,0,0.0001277675628206,0.0187665888675385,0,0.0,0.002811024211644,1803282504,0.4856259104782429,2023-05-10 21:13:47.048476+00:00
280,0x46bc16f76b0ae14abb820d3410843ba54d8ef6f0,28,Stargate Finance,0x1d7c6783328c145393e84fb47a7f7c548f5ee28d,264,418,2023-05-09 00:00:00.000,871088,0.0261399026334337,91,91,122,122,2.0160556000000008e-05,0.0028412937645036,12719236,0.4375150092212722,0.0002948873584646,293994360,0.0462702567141725,2023-05-10 21:13:47.048476+00:00
281,0xc128468b7ce63ea702c1f104d55a2566b13d3abd,10,Beethoven X,0x3d64fb8a2ffd08c186e8060aa57c8011d8b999cc,348,371,2023-05-09 00:00:00.000,0,0.0,94,0,180,0,0.0003153940123499,0.0162271463633927,0,0.0,0.0105953711177786,2522095541,0.4801369370771277,2023-05-10 21:13:47.048476+00:00
282,0x2fcf37343e916eaed1f1ddaaf84458a359b53877,27,Chainlink,0x83bc3055649f9a829bebeccbc86e090d6a157161,488,491,2023-05-09 00:00:00.000,0,0.0,659,0,1607,0,2.4445314654974928e-05,0.0150704929692664,0,0.0,0.0007823983899919,529130606,0.4770330924319332,2023-05-10 21:13:47.048476+00:00
283,0xf157216bc02412808ecae7c875318921eeee0e7a,26,Zkbridge,0x15051107651f3420144d3a2412d49402c2fac3c0,41,50,2023-05-09 00:00:00.000,0,0.0,129,0,131,0,3.3327138165940035e-06,0.0263357185453738,0,0.0,6.798970121659414e-05,67894219,0.469366246627489,2023-05-10 21:13:47.048476+00:00
284,0x6cfacb53ed169253a3b45f57550b5bb1bc96f0b4,28,Zkbridge,0x15051107651f3420144d3a2412d49402c2fac3c0,41,50,2023-05-09 00:00:00.000,0,0.0,129,0,131,0,7.052106826780005e-07,0.0263357185453738,0,0.0,1.423913198267799e-05,14219063,0.4691537789628318,2023-05-10 21:13:47.048476+00:00
