index,chain_id,chain_name,average_len_encoded_transaction,average_estimatedSize,transaction_count
0,34443.0,mode,247.60553716418724,131.53968476212125,209725.7142857143
1,7777777.0,zora,483.24815273401583,171.8365471159248,91868.39285714286
