index,chain_id,chain_name,average_len_encoded_transaction,average_estimatedSize,transaction_count
0,10.0,op,1199.9588278827553,415.1750564718164,811121.9285714285
1,252.0,fraxtal,762.1489367758832,302.0515382810499,5018.428571428572
2,8453.0,base,718.5617754052573,256.9602430578153,2128511.214285714
3,34443.0,mode,247.60553716418724,131.53968476212125,209725.7142857143
4,7777777.0,zora,483.24815273401583,171.8365471159248,91868.39285714286
