alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_bytes_used_total,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_to_validators_total,l1_eth_fees_total,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_total,l1_num_txs_total,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Stack Fork,,217.37099648904527,5.99277946742011,5.690699554059389,779,2024-05-08 00:00:00.000 UTC,,,,460731881,6.779865581508001e-05,0.20377036207148366,0.01530846339630575,0.00245890932883608,0.01284955406746967,242.309156698583,789.3388574446544,2668304,410312,2257992.0,108565590913,1159221,0.0023911106730209997,7.186416155702852,45.97908170091769,7.390186517774337,38.58889518314335,Public Goods Network,19,45,19,26.0,4547.368421052632,3323.076923076923,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000001e-09,Infinity,9.320263614852456,7.975112342552681,0,2024-05-03 00:00:00.000 UTC,4.7972352e-11,47972352.0,1.4539885117440004e-07,443214205,0.0,0.0,0.029776744908894752,0.011939257738598356,0.017837487170296398,310.94862141242623,1065.2482180296895,3517644,1281000,2236644.0,108529335471,1194608,0.011939257690625997,36.23323112481551,90.38892783195675,36.23323127021435,54.15569656174241,Mode,366,85,61,24.0,1416.3934426229507,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,330.56133762350504,8.13562603954158,6.265166462500001,5780,2024-05-03 00:00:00.000 UTC,,,,443214205,0.0007325707972813363,2.224632922158407,0.03094465616775561,0.029777042154805335,0.001167614012950275,310.94862141242623,1065.2482180296895,3846446,3660080,186366.0,108529335471,1194608,0.029044471357524002,88.20077274504048,93.96942775500011,90.42540566719889,3.5440220878012263,Redstone,170,172,170,2.0,508.2352941176471,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,240.95825656007673,6.641777970509055,6.018425846846653,1968,2024-05-08 00:00:00.000 UTC,,,,460731881,0.00018973358573451198,0.5700161329603344,0.0194290545829527,0.00688468107444651,0.012544373508506191,242.309156698583,789.3388574446544,3120900,1036572,2084328.0,108565590913,1159221,0.006694947488711999,20.113677021054922,58.382289013081696,20.68369315401526,37.69859585906644,Ancient8,48,72,48,24.0,1800.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,258.2312432387655,6.356968994263721,5.129616541035851,6766,2024-05-08 00:00:00.000 UTC,,,,460731881,0.0006706083140980801,2.0172536317092082,0.028192180221679276,0.027236255660791082,0.000955924560888195,242.309156698583,789.3388574446544,4470826,4284472,186354.0,108565590913,1159221,0.02656564734669301,79.91186662753474,84.78181953543505,81.92912025924393,2.852699276191117,Redstone,199,201,199,2.0,434.1708542713568,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000028e-09,Infinity,7.200082286120273,5.997526317220034,0,2024-05-08 00:00:00.000 UTC,4.5770342400000227e-10,457703424.0,1.37502513954816e-06,460731881,0.0,0.0,0.10049985834080494,0.08799940615866537,0.012500452182139568,242.309156698583,789.3388574446544,14306268,12222000,2084268.0,108565590913,1159221,0.087999405700962,264.4374543086441,302.0176256744872,264.43745568366916,37.580169990818035,Base,3492,606,582,24.0,148.4536082474227,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,9.999999999999999e-10,Infinity,18.112133440333334,16.416635494500003,0,2024-05-27 00:00:00.000 UTC,9.043967999999998e-12,9043968.0,3.5395897917440005e-08,421938175,0.0,0.0,0.007415827221402618,0.004564257636007968,0.0028515695853946503,502.9972337042625,2116.617626860202,425700,252000,173700.0,108602359476,1159616,0.004564257626963999,17.895355918703125,28.99133067558691,17.895355954099024,11.095974721487886,BOB (Build on Bitcoin),69,14,12,2.0,7200.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,19.723589042818183,16.64325545190082,0,2024-05-27 00:00:00.000 UTC,8.650752e-12,8650752.0,3.382162489344e-08,421938175,0.0,0.0,0.040230118332663115,0.0045561490775417515,0.03567396925512136,502.9972337042625,2116.617626860202,2374449,231000,2143449.0,108602359476,1159616,0.0045561490688909995,17.840382555412216,157.62656165527497,17.840382589233837,139.78617906604114,Zora,66,34,11,23.0,7854.545454545455,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1.0435684647302932e-09,Infinity,21.00711086822199,16.204004377976343,0,2024-05-27 00:00:00.000 UTC,3.955752960000017e-10,379060224.0,1.547177668116481e-06,421938175,0.0,0.0,0.24500034106841947,0.2126339766037182,0.032366364464701286,502.9972337042625,2116.617626860202,12119430,10122000,1997430.0,108602359476,1159616,0.21263397620814306,833.1380977423497,959.9133786342396,833.1380992895275,126.77527934471208,Base,2892,505,482,23.0,179.253112033195,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,8.882210980375001,6.816477657544828,0,2024-05-03 00:00:00.000 UTC,1.048576e-12,1048576.0,3.18157750272e-09,443214205,0.0,0.0,0.0027626529186094663,0.0014922114457515759,0.0012704414728578902,310.94862141242623,1065.2482180296895,354378,168000,186378.0,108529335471,1194608,0.001492211444703,4.531325185737924,8.376668446001425,4.531325188919501,3.8453432570819226,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,184.72262067757907,5.085991196778348,5.053595759404029,5822,2024-05-08 00:00:00.000 UTC,,,,460731881,0.00042941833029964374,1.2908741689066654,0.04719545473753211,0.01559582581355465,0.03159962892397746,242.309156698583,789.3388574446544,9319328,3066428,6252900.0,108565590913,1159221,0.015166407483255002,45.59167599667671,141.8802894590817,46.882550165583375,94.99773929349833,Manta Pacific,142,214,142,72.0,608.4507042253521,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,10.001932968444443,7.963986521181049,0,2024-05-03 00:00:00.000 UTC,1.1796480000000002e-12,1179648.0,3.5823878143999995e-09,443214205,0.0,0.0,0.003273614223106542,0.001890365332215648,0.0013832488908908942,310.94862141242623,1065.2482180296895,362688,189000,173688.0,108529335471,1194608,0.001890365331036,5.744067908589702,9.955951995315324,5.74406791217209,4.211884083143234,BOB (Build on Bitcoin),9,11,9,2.0,9600.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,18.227826686999997,16.321387750851414,0,2024-05-27 00:00:00.000 UTC,2.2806528e-11,22806528.0,8.919217078272e-08,421938175,0.0,0.0,0.0476050970331928,0.011100746475189528,0.03650435055800327,502.9972337042625,2116.617626860202,2845596,609000,2236596.0,108602359476,1159616,0.011100746452382999,43.50955333459676,186.41652546123797,43.50955342378892,142.90697203744904,Mode,174,53,29,24.0,2979.310344827586,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000015e-09,Infinity,7.927701500666665,6.033556930242896,0,2024-05-08 00:00:00.000 UTC,6.6060288e-11,66060288.0,1.9842417819648e-07,460731881,0.0,0.0,0.027479094809189825,0.013984465513236288,0.013494629295953537,242.309156698583,789.3388574446544,4000596,1764000,2236596.0,108565590913,1159221,0.013984465447175999,42.02782132454209,82.60361225383417,42.027821522966256,40.57579073086791,Mode,504,108,84,24.0,1028.5714285714287,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0130434782608693e-09,Infinity,13.503014832386958,17.062955057,0,2024-05-27 00:00:00.000 UTC,3.0539776000000005e-11,30146560.0,1.1928741216255993e-07,421938175,0.0,0.0,0.068399925864043,0.06521956167096878,0.00318036419307423,502.9972337042625,2116.617626860202,5016390,4830000,186390.0,108602359476,1159616,0.06521956164042901,255.12832226776075,267.52147342212817,255.12832238704814,12.393151035080045,Metal,230,232,230,2.0,375.6521739130435,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,5.24240386823238,5.1698492496530415,5.117825921800422,115898852,2024-05-08 00:00:00.000 UTC,,,,460731881,9.557795802715432,28736.317746489338,9.703874710949995,9.692936647734278,0.010938063215716108,242.309156698583,789.3388574446544,1877034596,1874897348,2137248.0,108565590913,1159221,0.1351408450188509,406.3076068743128,29175.504095225384,29142.625353363655,32.878741861730155,Blast,1236,1260,1236,24.0,69.90291262135922,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0157068062827213e-09,Infinity,16.488767842306242,17.09391665869168,0,2024-05-27 00:00:00.000 UTC,2.542796799999997e-11,25034752.0,9.940460503039995e-08,421938175,0.0,0.0,0.1644093630939708,0.05540225997557697,0.10900710311839384,502.9972337042625,2116.617626860202,9736953,3360000,6376953.0,108602359476,1159616,0.055402259950149,216.90376984719452,644.3836857124357,216.90376994659928,427.4799157658365,Kroma,191,196,160,36.0,540.0,2400.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,6.896298470625,5.044285556671152,0,2024-05-08 00:00:00.000 UTC,1.048576e-12,1048576.0,3.15430404096e-09,460731881,0.0,0.0,0.002098721997594832,0.001158578144113576,0.000940143853481256,242.309156698583,789.3388574446544,354378,168000,186378.0,108565590913,1159221,0.001158578143065,3.4849591173639105,6.314350073485856,3.484959120518214,2.8293909529676418,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,243.8805787273177,6.720730527183893,7.584892203888219,2747,2024-05-03 00:00:00.000 UTC,,,,443214205,0.00026798411438261197,0.8139419774815411,0.013773959672024917,0.009724036819327618,0.004049922852697299,310.94862141242623,1065.2482180296895,1980818,1446872,533946.0,108529335471,1194608,0.009456052704945001,28.72076270257378,41.858093093161344,29.53470468005531,12.323388413106033,Karak,67,73,67,6.0,1289.55223880597,14400.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,7.4684014984500005,6.082925622292343,0,2024-05-08 00:00:00.000 UTC,1.572864e-11,15728640.0,4.7237195366400004e-08,460731881,0.0,0.0,0.016175023497039608,0.00313672864507764,0.013038294851961967,242.309156698583,789.3388574446544,2563425,420000,2143425.0,108565590913,1159221,0.003136728629349,9.42269511914849,48.67441922399862,9.422695166385681,39.25172405761294,Zora,120,43,20,23.0,4320.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,227.78173017264623,6.270236501077087,6.170342592619255,25174,2024-05-08 00:00:00.000 UTC,,,,460731881,0.0022886290618341115,6.873813942191914,0.09599783519116382,0.08313696544399714,0.012860869747166681,242.309156698583,789.3388574446544,15343288,13258984,2084304.0,108565590913,1159221,0.08084833638216303,242.8237511468088,288.3275200979781,249.6975650890007,38.62995500897741,Orderly,614,638,614,24.0,140.71661237785017,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,297.7179377855386,8.15628394762489,7.8521358619075805,925,2024-05-03 00:00:00.000 UTC,,,,443214205,0.00012057189353254398,0.36664319411525775,0.020773142538403393,0.004402664199520545,0.01637047833888285,310.94862141242623,1065.2482180296895,2624632,539788,2084844.0,108529335471,1194608,0.004282092305988001,13.021498406849869,63.076336258747205,13.388141600965128,49.68819465778208,Fraxtal,25,49,25,24.0,3456.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,10.018557939649998,7.829750468734213,0,2024-05-03 00:00:00.000 UTC,1.4811135999999998e-11,14811136.0,4.4960229621760006e-08,443214205,0.0,0.0,0.02317879429067807,0.004207794349464136,0.018970999941213935,310.94862141242623,1065.2482180296895,2842938,420000,2422938.0,108529335471,1194608,0.004207794334653,12.802895039959457,70.45552254741172,12.802895084919687,57.65262746249203,Zora,113,46,20,26.0,4320.0,3323.076923076923,,2024-06-08 13:14:12.086207
OP Stack Fork,,43.14207490584434,16.07213183642997,15.194827996681468,56461,2024-05-27 00:00:00.000 UTC,,,,421938175,0.016528483447184345,64.25479297567054,0.046842608919279397,0.038729208951827354,0.008113399967452044,502.9972337042625,2116.617626860202,2943670,2409712,533958.0,108602359476,1159616,0.022200725504643005,86.94579863647539,182.94927041567792,151.2005916121459,31.74867880353203,Karak,72,78,72,6.0,1200.0,14400.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,292.0598915821965,8.047450586925176,8.142642248691415,8118,2024-05-03 00:00:00.000 UTC,,,,443214205,0.000948090321852052,2.8800657257026234,0.051913558309089,0.03440941797878405,0.017504140330304948,310.94862141242623,1065.2482180296895,6425504,4275816,2149688.0,108529335471,1194608,0.033461327656932015,101.6469732989102,157.71986354582967,104.52703902461289,53.192824521216785,Lyra,198,224,198,26.0,436.3636363636364,3323.076923076923,,2024-06-08 13:14:12.086207
OP Stack Fork,,230.23595308116012,6.35400451715,5.89137828671488,820,2024-05-08 00:00:00.000 UTC,,,,460731881,7.5739733844428e-05,0.22781020973320149,0.009907041524469643,0.0027444216310474278,0.007162619893422215,242.309156698583,789.3388574446544,1647700,431920,1215780.0,108565590913,1159221,0.0026686818972030003,8.026869806035622,29.78004083146918,8.254680015768825,21.525360815700356,Aevo,20,34,20,14.0,4320.0,6171.428571428572,,2024-06-08 13:14:12.086207
OP Chain,,605.1399005098369,14.91432373936148,15.494425686175063,2108,2024-05-27 00:00:00.000 UTC,,,,421938175,0.0004907562986286399,1.9206733423754887,0.05600809020660136,0.019909130759673637,0.03609895944692772,502.9972337042625,2116.617626860202,3664703,1334900,2329803.0,108602359476,1159616,0.019418374461045003,75.99775675399869,219.3135583476681,77.91843009637415,141.39512825129395,CyberConnect,62,87,62,25.0,1393.5483870967741,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,284.36001008271694,7.815353784985512,7.802388882680184,779,2024-05-03 00:00:00.000 UTC,,,,443214205,8.814783044671599e-05,0.2678701474411152,0.018791458601420376,0.003206452089488716,0.015585006511931659,310.94862141242623,1065.2482180296895,2407742,410276,1997466.0,108529335471,1194608,0.0031183042590420002,9.476374295660044,56.98164746915944,9.74424444310116,47.23740302605828,Public Goods Network,19,42,19,23.0,4547.368421052632,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,556.9132091875962,15.346398330571228,15.891790688415922,533,2024-05-27 00:00:00.000 UTC,,,,421938175,0.00011877164710024399,0.46502858732095453,0.03467120533818146,0.004308286481731244,0.030362918856450212,502.9972337042625,2116.617626860202,2191340,280736,1910604.0,108602359476,1159616,0.004189514834631,16.4032268218657,135.73698591027178,16.868255409186656,118.86873050108514,Lyra,13,35,13,22.0,6646.153846153846,3927.2727272727275,,2024-06-08 13:14:12.086207
OP Stack Fork,,554.5452690758688,15.26673995462289,15.785775908485313,328,2024-05-27 00:00:00.000 UTC,,,,421938175,7.266383837783201e-05,0.284455069006234,0.035539587367449506,0.0026374209276008318,0.032902166439848675,502.9972337042625,2116.617626860202,2257048,172756,2084292.0,108602359476,1159616,0.002564757089223,10.04022264632008,139.18490371398008,10.324677715326317,128.86022599865376,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0388888888888914e-09,Infinity,19.431367608197224,15.899798096031525,0,2024-05-27 00:00:00.000 UTC,2.941255680000012e-10,283115520.0,1.1502616549785592e-06,421938175,0.0,0.0,0.18246790656664852,0.14690113941209654,0.03556676715455199,502.9972337042625,2116.617626860202,9796932,7560000,2236932.0,108602359476,1159616,0.14690113911797095,575.5676905291097,714.8620852126447,575.5676916793715,139.29439353327322,OP Mainnet,2160,384,360,24.0,240.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000023e-09,Infinity,9.1999790956876,8.001958144970562,0,2024-05-03 00:00:00.000 UTC,5.135400960000018e-10,513540096.0,1.55864803049472e-06,443214205,0.0,0.0,0.14283792324559658,0.12615931385270412,0.016678609392892462,310.94862141242623,1065.2482180296895,15797316,13713000,2084316.0,108529335471,1194608,0.12615931333916397,383.25276202996776,433.93141682075515,383.25276358861527,50.67865323213986,Base,3918,677,653,24.0,132.31240428790198,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,7.270904356378729,7.173414944148622,6.934152067117872,104097927,2024-05-03 00:00:00.000 UTC,,,,443214205,11.912463874822595,36260.95304321306,12.089931722664636,12.075111553607842,0.014820169056793148,310.94862141242623,1065.2482180296895,1685451516,1683314244,2137272.0,108529335471,1194608,0.1626476787852422,495.0797513738047,36801.085589111615,36756.032794586834,45.052794524781696,Blast,1075,1099,1075,24.0,80.37209302325581,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,313.5438086676231,7.733767052365347,8.051778387990625,884,2024-05-03 00:00:00.000 UTC,,,,443214205,0.00010680059295653998,0.32413430058719866,0.022338096622857476,0.00432942466605054,0.018008671956806936,310.94862141242623,1065.2482180296895,2796416,559808,2236608.0,108529335471,1194608,0.004222624073094,12.815868167625524,67.81261669563338,13.140002468212725,54.67261422742065,CyberConnect,26,50,26,24.0,3323.076923076923,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,238.85941142046238,6.591992161631579,6.615891642963288,779,2024-05-04 00:00:00.000 UTC,,,,473495927,7.464771923831599e-05,0.2328935621645847,0.0170688134145162,0.0027048525917293155,0.014363960822786884,230.73561211245746,851.2071149978831,2581454,410324,2171130.0,108768761774,1163073,0.0026302048724910006,8.205981217208523,53.32542933887204,8.438874779373105,44.88655455949893,Public Goods Network,19,44,19,25.0,4547.368421052632,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,258.79047343521415,7.112076431215048,6.700356448982848,1722,2024-05-04 00:00:00.000 UTC,,,,473495927,0.000177285308444276,0.5539002204367921,0.019833686191472473,0.0064501128053032755,0.013383573386169198,230.73561211245746,851.2071149978831,2904366,906924,1997442.0,108768761774,1163073,0.006272827496859,19.59830674407682,61.952135554112935,20.15220696451361,41.799928589599325,Ancient8,42,65,42,23.0,2057.1428571428573,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,243.89373686178533,6.723606559150875,6.558846186559038,738,2024-05-04 00:00:00.000 UTC,,,,473495927,7.205223304289198e-05,0.22504196637245924,0.017423316959573467,0.002613573447246892,0.014809743512326575,230.73561211245746,851.2071149978831,2646696,388716,2257980.0,108768761774,1163073,0.0025415212142039993,7.937935249976016,54.36119340203531,8.162977216348477,46.19821618568683,Hypr,18,44,18,26.0,4800.0,3323.076923076923,,2024-06-08 13:14:12.086207
OP Stack Fork,,215.84992318283682,5.927821882110973,5.755192812719772,656,2024-05-16 00:00:00.000 UTC,,,,457761714,5.621633725175601e-05,0.1674619326258216,0.013543586106317606,0.002047991326406756,0.011495594779910849,289.3037154332958,843.6492414189483,2342918,345488,1997430.0,108598795011,1218766,0.001991774989155,5.933043359229376,40.42440249138376,6.100505291855196,34.32389719952856,Public Goods Network,16,39,16,23.0,5400.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,197.80594388180822,5.445068968784393,6.127568136495541,1886,2024-05-16 00:00:00.000 UTC,,,,457761714,0.000148887795786164,0.4482272925710446,0.01764872972833192,0.005408826589728165,0.012239903138603755,289.3037154332958,843.6492414189483,2990858,993344,1997514.0,108598795011,1218766,0.005259938793942001,15.835005559207586,52.78599457714767,16.283232851778628,36.50276172536904,Lyra,46,69,46,23.0,1878.2608695652175,3756.521739130435,,2024-06-08 13:14:12.086207
