date,round,application_name,amount_op,amount_usd_equiv,oso_project_slug,application_url
2025-09-08,retrofunding_s8_devtooling,Aderyn,1272.31,954.2325,cyfrin,https://atlas.optimism.io/project/0xa7d78d566bfa319479ec048c94c3d8c1f4d628a9344ba157fc4974dbf472dc3e
2025-09-08,retrofunding_s8_devtooling,Ape Framework,4461.97,3346.4775,apeworx,https://atlas.optimism.io/project/0xa0b16714baef75d97ec07fd48eaf42e79df92fe2a3c2d725d2388ede587ea54c
2025-09-08,retrofunding_s8_devtooling,Blockscout open-source block explorer,1101.25,825.9375,blockscout,https://atlas.optimism.io/project/0x663e4d25ca3f327365240471b4831ea3c989cb132bbf6ae8f5c1e15268591795
2025-09-08,retrofunding_s8_devtooling,Brownie,4735.66,3551.745,eth-brownie,https://atlas.optimism.io/project/0x5200a7351f8d195401dc04631fb83e4836f73a2794f316b2739c03807f30a78b
2025-09-08,retrofunding_s8_devtooling,Cannon,7412.47,5559.3525,usecannon,https://atlas.optimism.io/project/0xc7798704a6d730cea776c4866a9636bfa04c1201e29b6b0c99cc3603bc1bca25
2025-09-08,retrofunding_s8_devtooling,Create2Deployer,459.13,344.3475,create2deployer,https://atlas.optimism.io/project/0x513265758a3804184b6a0771d99c1a4b04d3267bacd4b914e89ff991de229f6a
2025-09-08,retrofunding_s8_devtooling,CreateX,3957.02,2967.765,createx,https://atlas.optimism.io/project/0x0008577196fa6ec286440b418e2f6305fc10e62ce759625d826be272ee6b45a3
2025-09-08,retrofunding_s8_devtooling,DefiLlama,25000.0,18750.0,defi-llama,https://atlas.optimism.io/project/0xae07bfec2c3c90937679f8c8c5c32e80407c09903aa03d1b5e5a075e67592b86
2025-09-08,retrofunding_s8_devtooling,Ethereum Attestation Service (EAS),1743.67,1307.7525,ethereum-attestation-service,https://atlas.optimism.io/project/0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5
2025-09-08,retrofunding_s8_devtooling,Ethers.js,25000.0,18750.0,ethers-io,https://atlas.optimism.io/project/0xa3d07f453f70d844196d89d79848aa2e70a0bd8b38bf0f493cba1547bb3bca5e
2025-09-08,retrofunding_s8_devtooling,Fe Language,856.31,642.2325,fe-ethereum,https://atlas.optimism.io/project/0x541b7b08401d799b87f583c102a6c94cee7105f1b29dc630de5edbbd966d7c13
2025-09-08,retrofunding_s8_devtooling,Foundry,25000.0,18750.0,foundry,https://atlas.optimism.io/project/0x4562c0630907577f433cad78c7e2cc03349d918b6c14ef982f11a2678f5999ad
2025-09-08,retrofunding_s8_devtooling,Foundry MCP Server,694.6,520.95,foundry-mcp-server-praneshasp,https://atlas.optimism.io/project/0xa873dcdcc84e0022edd2f7d5cc8646667b87bf06609d506cd8e39dbd7412fa59
2025-09-08,retrofunding_s8_devtooling,Frames.js,3090.17,2317.6275,framesjs,https://atlas.optimism.io/project/0x9d93ec97ef2d3bd4c2b8d95abac9ce0cf43e4f3eb1f05709f8282da8200e69ee
2025-09-08,retrofunding_s8_devtooling,Hardhat,25000.0,18750.0,hardhat-nomicfoundation,https://atlas.optimism.io/project/0x670a2982f6d7786b58a8399bcabc23246365b21e533a97945e055791fc235e64
2025-09-08,retrofunding_s8_devtooling,IPFS,7099.43,5324.5725,ipfs,https://atlas.optimism.io/project/0x7f330267969cf845a983a9d4e7b7dbcca5c700a5191269af377836d109e0bb69
2025-09-08,retrofunding_s8_devtooling,Kontrol - formal verification tool based on Foundry and KEVM,435.47,326.6025,runtimeverification,https://atlas.optimism.io/project/0x7348ae42266ff626319e8ea5398343b847603b3cc7101b03d8e4fb2b75ea8db3
2025-09-08,retrofunding_s8_devtooling,Kurtosis,2579.33,1934.4975,kurtosis-tech,https://atlas.optimism.io/project/0x35295108e0c7b4625d650fbdabd4888417782539f56159d39ac2f0e2411f607b
2025-09-08,retrofunding_s8_devtooling,LI.FI,3856.88,2892.66,lifinance,https://atlas.optimism.io/project/0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806
2025-09-08,retrofunding_s8_devtooling,Maintaining simple-optimism-node,570.14,427.605,simple-optimism-node-smartcontracts,https://atlas.optimism.io/project/0x09b95c7697625da4915338750c5f78446817a3634cb38bc9155e26bbbc0c87f1
2025-09-08,retrofunding_s8_devtooling,Medusa,1033.05,774.7875000000000,medusa-crytic,https://atlas.optimism.io/project/0xb9996d35862a7c60282da2adf3447f043580f586fcb702ff6869896d15ef6344
2025-09-08,retrofunding_s8_devtooling,MerkleTreeJS,4615.21,3461.4075000000000,merkletreejs,https://atlas.optimism.io/project/0xc377ed1b705bcc856a628f961f1e7c8ca943e6f3727b7c179c657e227e8e852c
2025-09-08,retrofunding_s8_devtooling,Multicaller,2623.02,1967.265,multicaller-vectorized,https://atlas.optimism.io/project/0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c
2025-09-08,retrofunding_s8_devtooling,OpenRPC,3575.29,2681.4675,open-rpc,https://atlas.optimism.io/project/0x6f8f610667400044907494c879b717e806a03bf519dcfd786edc7f2fa61d6db8
2025-09-08,retrofunding_s8_devtooling,OpenZeppelin Contracts,25000.0,18750.0,openzeppelin,https://atlas.optimism.io/project/0x939241afa4c4b9e1dda6b8250baa8f04fa8b0debce738cfd324c0b18f9926d25
2025-09-08,retrofunding_s8_devtooling,Otterscan,1443.88,1082.91,otterscan,https://atlas.optimism.io/project/0xaed5941b7a9f20de83f5c839bda507be43cbf41777fc623abf4bf05773298826
2025-09-08,retrofunding_s8_devtooling,PRBMath,6696.47,5022.3525,prb-math-paulrberg,https://atlas.optimism.io/project/0x7e917a2d0718401c9fe2a82f43ea558f5128f251b1e658c76dc7ff9a5e9fd993
2025-09-08,retrofunding_s8_devtooling,Party.app + Party Protocol,1187.12,890.3400000000000,party-dao,https://atlas.optimism.io/project/0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a
2025-09-08,retrofunding_s8_devtooling,Ponder,8592.39,6444.2925,ponder-sh,https://atlas.optimism.io/project/0x351967474a454b494260a488f3ceb77d993580a4fe79fb6b6d132c70634bc516
2025-09-08,retrofunding_s8_devtooling,Prettier Solidity,10093.38,7570.035,prettier-solidity,https://atlas.optimism.io/project/0xc6cac7cd3793888032cc8a9e5aef92550beeec2598f86f1ec6972ffd5b82a990
2025-09-08,retrofunding_s8_devtooling,Remix Project,2399.8,1799.85,remix-ethereum,https://atlas.optimism.io/project/0x754c37e401e2527ab24b9d7ca3e042bfcbfebeef54a533f8833d46242d2c3017
2025-09-08,retrofunding_s8_devtooling,Revm,8440.41,6330.3075,revm-bluealloy,https://atlas.optimism.io/project/0xb2d109759fe14e11ac5cc100ab6006321ebdd7ffdefbd2efac93a002105f8e92
2025-09-08,retrofunding_s8_devtooling,Revoke.cash,1344.28,1008.21,revoke-cash,https://atlas.optimism.io/project/0xfbc74fb5d15b7b2554277371a41ee6ff1bf392377bce5fbfce140c2980cc4f64
2025-09-08,retrofunding_s8_devtooling,Ronan Sandford,11796.15,8847.1125,wighawag,https://atlas.optimism.io/project/0x9b639cc6061e41a1d12adb39619a2fddb7005074cf965a3a6f4eabc6eea31112
2025-09-08,retrofunding_s8_devtooling,Rundler,407.92,305.94,alchemyplatform,https://atlas.optimism.io/project/0x2247247c751707d897f5c0eab670426d9c1c26d84e96ac226004afbf0080cba4
2025-09-08,retrofunding_s8_devtooling,Rust Libp2p,2963.96,2222.9700000000000,libp2p,https://atlas.optimism.io/project/0xdf1bb03d08808e2d789f5eac8462bdc560f1bb5b0877f0cf8c66ab53a0bc2f5c
2025-09-08,retrofunding_s8_devtooling,Slither,8379.3,6284.475000000000,slither-crytic,https://atlas.optimism.io/project/0xdc3dce33fd5fb50cf932586d4257456ddf5040ba0955d97641646504c73dbd13
2025-09-08,retrofunding_s8_devtooling,Snapshot,6281.18,4710.885,snapshot-labs,https://atlas.optimism.io/project/0x5e6c436e48e56d6d9622ba5d0be0035c314e2b29d2afc8f5f1ee8ac75cd42532
2025-09-08,retrofunding_s8_devtooling,Solady,13946.88,10460.16,solady-vectorized,https://atlas.optimism.io/project/0x9151666888d0ca532a529be98a50d2eb992988117e202163f865fa9a27eb7149
2025-09-08,retrofunding_s8_devtooling,Solc-select,3493.14,2619.855,solc-select-crytic,https://atlas.optimism.io/project/0x2a04bac7482169a929fd70444bbfac10654d0588e022db7527566dbfc307d2e9
2025-09-08,retrofunding_s8_devtooling,Solhint,9427.19,7070.3925,solhint-protofire,https://atlas.optimism.io/project/0xfa7d950cfda2c634b052b6c07e75daaa95dd22ac1f220b6862cfd24221d4cabc
2025-09-08,retrofunding_s8_devtooling,Solidity,25000.0,18750.0,solidity-ethereum,https://atlas.optimism.io/project/0xcc8d03e014e121d10602eeff729b755d5dc6a317df0d6302c8a9d3b5424aaba8
2025-09-08,retrofunding_s8_devtooling,Solidity Bytes Arrays Utils Library,5184.22,3888.165,solidity-bytes-utils-gnsps,https://atlas.optimism.io/project/0xd63cb23c26cc3bda03b1cc2971589fd26c9d22f3bbc8f1ff2bb74613e6d1c36d
2025-09-08,retrofunding_s8_devtooling,Sourcify,724.56,543.42,sourcify-ethereum,https://atlas.optimism.io/project/0x51cda5996ef1a2ccd8fcf4ee5792337695599454c83eb1218c3ad4388dcb5bf5
2025-09-08,retrofunding_s8_devtooling,Surl,1126.54,844.905,surl-memester-xyz,https://atlas.optimism.io/project/0x5c0234455c4b86b05ed0c612ac0d7e53cd2249686305af9b2184190b781b8063
2025-09-08,retrofunding_s8_devtooling,Swiss-Knife.xyz,1290.4,967.8,swiss-knife-xyz,https://atlas.optimism.io/project/0x93c4efb5e2d7416c56ecdcd8244be8faf924194d65b514d90a7a51f6797cc012
2025-09-08,retrofunding_s8_devtooling,Synpress,7780.31,5835.2325,synpress-synthetixio,https://atlas.optimism.io/project/0xbb067b01988521110c91737f058e7301f608be231d850a72af1516bd034d161c
2025-09-08,retrofunding_s8_devtooling,Tevm,3854.79,2891.0925,evmts,https://atlas.optimism.io/project/0x2d90d9565ef127727845637425880545cfebe0931160ce25afe929f8ab415706
2025-09-08,retrofunding_s8_devtooling,The Ethernaut,1683.24,1262.43,ethernaut-openzeppelin,https://atlas.optimism.io/project/0x17fb589e599fe05e532b90c121eccc55b1249301e783dae226bad698872322da
2025-09-08,retrofunding_s8_devtooling,Titanoboa,5616.35,4212.262500000000,vyperlang,https://atlas.optimism.io/project/0x202a80f0f57630d04a26464d6492b3399059ca1187943032c37652eb2468a76f
2025-09-08,retrofunding_s8_devtooling,VSCode Solidity Inspector ,381.05,285.7875,vscode-solidity-inspector-praneshasp,https://atlas.optimism.io/project/0x3ec2d572a608cf939eaf7886402320b3b2229610c13bdb5cb0776bd097331e5a
2025-09-08,retrofunding_s8_devtooling,Velodrome Finance,362.57,271.9275,velodrome,https://atlas.optimism.io/project/0x08df6e20a3cfabbaf8f34d4f4d048fe7da40447c24be0f3ad513db6f13c755dd
2025-09-08,retrofunding_s8_devtooling,Viem: TypeScript Interface for Ethereum,25000.0,18750.0,wevm,https://atlas.optimism.io/project/0x6bd057da522918a4675396313ae33a2f2788a1ceeb3bd7ae228015e3eb317a7d
2025-09-08,retrofunding_s8_devtooling,Vscode Solidity Extension,476.46,357.345,vscode-solidity,https://atlas.optimism.io/project/0x819775803938d78eaa95809971ce94cae6a54b4df58505fa36153ffa1d55e12c
2025-09-08,retrofunding_s8_devtooling,Vyper,6800.14,5100.1050000000000,vyperlang,https://atlas.optimism.io/project/0x9ca1f7b0e0d10d3bd2619e51a54f2e4175e029c87a2944cf1ebc89164ba77ea0
2025-09-08,retrofunding_s8_devtooling,Wagmi: Reactive primitives for Ethereum apps ,25000.0,18750.0,wevm,https://atlas.optimism.io/project/0xc0615947773148cbc340b175fb9afc98dbb4e0acd31d018b1ee41a5538785abf
2025-09-08,retrofunding_s8_devtooling,WhatsABI,6602.37,4951.7775,whatsabi-shazow,https://atlas.optimism.io/project/0xabdfa10e699db5127100da1dd2403692afe8d86e793d57780f1c7e93437a73a0
2025-09-08,retrofunding_s8_devtooling,alloy,8107.15,6080.362500000000,alloy-rs,https://atlas.optimism.io/project/0x56ce7cbc27852a8d8ef5869dc9033a215c8893f799468f61527dacb9f92be790
2025-09-08,retrofunding_s8_devtooling,bulloak,1599.6,1199.7000000000000,bulloak-alexfertel,https://atlas.optimism.io/project/0x740bebbc731ec56dcc17c7d429656220a73960022c3809edf324bd8120285722
2025-09-08,retrofunding_s8_devtooling,eRPC,6669.42,5002.0650000000000,erpc,https://atlas.optimism.io/project/0x1e7a1f9763d25b6844567a7133b1005ef6ed785642a75229acf1b9b25202a5f3
2025-09-08,retrofunding_s8_devtooling,ethereum-bloom-filters,3865.92,2899.44,ethereum-bloom-filters-joshstevens19,https://atlas.optimism.io/project/0x4c9626843c4e3f3c96d80b0ec6b1d10b7682fc9b6d67ab61ece5a87648535b1f
2025-09-08,retrofunding_s8_devtooling,ethereum-multicall,6193.19,4644.8925,ethereum-multicall-joshstevens19,https://atlas.optimism.io/project/0x37fe5886f4c77d5a5cb947deff90158c045a5d207572763187748ac4dd4bd9b9
2025-09-08,retrofunding_s8_devtooling,ethers-multicall-provider,3083.18,2312.385,ethers-multicall-provider-rubilmax,https://atlas.optimism.io/project/0xf46bb7a4597826d57ce9ef1579b7a11079dccfd8510770ad64b2e5a801d8ff27
2025-09-08,retrofunding_s8_devtooling,evmc,296.12,222.09,evmc-joshstevens19,https://atlas.optimism.io/project/0xf4f7d13f2ac3c9805998d8540950883b872d7c5d7c81d6254dde8655af690b2a
2025-09-08,retrofunding_s8_devtooling,foundry-gas-diff,321.15,240.8625,foundry-gas-diff-rubilmax,https://atlas.optimism.io/project/0xb024f6abfa79f7eb7af334f56015509bb70355709991d31bc689c7bea3250f7e
2025-09-08,retrofunding_s8_devtooling,foundry-storage-check,415.12,311.34000000000000,foundry-storage-check-rubilmax,https://atlas.optimism.io/project/0xfeafe16f8c1a25aebe754f3653340a17943a483a3e389464e44cf14613e210f0
2025-09-08,retrofunding_s8_devtooling,hardhat-gas-reporter,6818.62,5113.965,hardhat-gas-reporter-cgewecke,https://atlas.optimism.io/project/0xc2d8139cd61ddc75689610ee0cca0fe37ba8bec3270beb6aac6eac91c6256f60
2025-09-08,retrofunding_s8_devtooling,hevm,469.6,352.20000000000000,hevm-ethereum,https://atlas.optimism.io/project/0x2c97e213fef2bd3f30a71edf6ed48232640368d0083dc0a134a1b59391639bde
2025-09-08,retrofunding_s8_devtooling,js-libp2p,2966.91,2225.1825,libp2p,https://atlas.optimism.io/project/0x5a7e7c7acb21521e99021d746740b368801cbfe531301e50bdbaafdc24a0aac5
2025-09-08,retrofunding_s8_devtooling,keccak256js,3162.62,2371.965,keccak256js,https://atlas.optimism.io/project/0x48220ef1d103189cd918e9290db4c4b99b463ae2817fb5ef0cc54556a7961b6f
2025-09-08,retrofunding_s8_devtooling,noble cryptography,6984.89,5238.6675000000000,paulmillr,https://atlas.optimism.io/project/0x62d9a8a3b602c688610abfbe3965e04ca0d19c5c506f40e79cd185cb501d2018
2025-09-08,retrofunding_s8_devtooling,rindexer,4423.42,3317.565,rindexer-joshstevens19,https://atlas.optimism.io/project/0x97525ec91080ddd917eaccabf9d383cf70a2f78839ab21eeabe1687e312f2132
2025-09-08,retrofunding_s8_devtooling,rotki,4291.1,3218.3250000000000,rotki,https://atlas.optimism.io/project/0xc0ad090a80d748c19dce84d17f85d7b0016daa1c35f72ada2d92f469f8a77067
2025-09-08,retrofunding_s8_devtooling,solidity-coverage,11844.86,8883.645,solidity-coverage-sc-forks,https://atlas.optimism.io/project/0x2bb095e1f297c71da8bd4ee15097abad3b99e299fe14cd6aa704df3f36d0ae22
2025-09-08,retrofunding_s8_devtooling,thirdweb,5641.4,4231.050000000000,third-web,https://atlas.optimism.io/project/0xc6052138bbdae5976fa2866f46b0537182d4126c4bb97485738d1b43f2276134
2025-09-08,retrofunding_s8_devtooling,web3.py,10581.14,7935.855,web3py-ethereum,https://atlas.optimism.io/project/0xebe03c3d6d33cad60124b9b05ef6e2ff056293a1de3c5fa51dfbb90c86c14bf7
2025-09-08,retrofunding_s8_devtooling,xdeployer,2615.65,1961.7375,xdeployer,https://atlas.optimism.io/project/0x537097f27d55cb52d39b95c3ed65076349ab68aac48051d742d715456e0884d8
2025-09-08,retrofunding_s8_devtooling,🏗️  Scaffold-ETH 2,10740.35,8055.262500000000,buidlguidl,https://atlas.optimism.io/project/0x154a42e5ca88d7c2732fda74d6eb611057fc88dbe6f0ff3aae7b89c2cd1666ab
2025-09-08,retrofunding_s8_devtooling,🐍 snekmate,3959.8,2969.8500000000000,snekmate,https://atlas.optimism.io/project/0x50159544ec22884b777a997a625c75bb02e55b1dc8934aad3b78678e7c11d039
2025-09-08,retrofunding_s8_onchain_builders,AION,2491.6,1868.7,world-mini-app-aion,https://atlas.optimism.io/project/0x12721a0927c5d0598380e718e69c7f3395cc7b8847da42ac384af9c59efd025d
2025-09-08,retrofunding_s8_onchain_builders,Account Abstraction - ERC-4337,5000.0,3750.0,eth-infinitism-account-abstraction,https://atlas.optimism.io/project/0xb98778ca9ff41446e2bc304f7b5d27f0fa7c2bcd11df19e22d1352c06698a1f6
2025-09-08,retrofunding_s8_onchain_builders,Across Protocol,1697.75,1273.3125,across,https://atlas.optimism.io/project/0x72723e07fe409557489a6643b43d9493a94c10ba68230b0527f01834cb6a550f
2025-09-08,retrofunding_s8_onchain_builders,Arcadia Finance ,364.19,273.1425,arcadia-finance,https://atlas.optimism.io/project/0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194
2025-09-08,retrofunding_s8_onchain_builders,Arkada,218.22,163.665,,https://atlas.optimism.io/project/0x5962ef9e4955bc4cd4c6ed080c55879be9ee2dddb1b7cd37d72182a142dc9eab
2025-09-08,retrofunding_s8_onchain_builders,Avantis ,4608.14,3456.1050000000000,avantis-labs,https://atlas.optimism.io/project/0x6371518c95cfa543514e01a77d470c695fac36691cffa3a45e992b2c0cc6ba72
2025-09-08,retrofunding_s8_onchain_builders,BMX,744.08,558.0600000000000,morphex-labs,https://atlas.optimism.io/project/0xe5c133e05956a3939b9a78f4ad5d0a897a027da60a7d5e1b6276a2266211f69f
2025-09-08,retrofunding_s8_onchain_builders,BSX,340.52,255.39,bsx-exchange,https://atlas.optimism.io/project/0xc938557155993da8f33857e52d7deb04421d1bb341fc24216563aae64fe32d36
2025-09-08,retrofunding_s8_onchain_builders,BaseSwap ,1561.23,1170.9225,baseswapfi,https://atlas.optimism.io/project/0xca3f26e1c876e821d2384a5cb699c6be494f9810301c2e2be49c232656262642
2025-09-08,retrofunding_s8_onchain_builders,Basepaint,1666.72,1250.04,basepaint,https://atlas.optimism.io/project/0xc0901c8f9503f0bf91a1cca0c6c90e55af8719cc2237fb4a0bf0770b307cbd11
2025-09-08,retrofunding_s8_onchain_builders,BitMaster,1343.54,1007.655,world-mini-app-goodluckgame,https://atlas.optimism.io/project/0x79e3ed10841da009fbbaef5ac13c27022dd35e95ac5c02bae078775981a9aaa0
2025-09-08,retrofunding_s8_onchain_builders,Brahma,972.47,729.3525,brahma,https://atlas.optimism.io/project/0xc66e357ad67e63954cd1eb79da4d507d8800518f06c82e423e93e8771e7b8d13
2025-09-08,retrofunding_s8_onchain_builders,Bunni.xyz,1609.27,1206.9525,bunniapp,https://atlas.optimism.io/project/0xcc230da6ee8cbcc2d4039a526fbc8aa910d63201e350be2fae0cab9864194974
2025-09-08,retrofunding_s8_onchain_builders,Cash Convert,2065.47,1549.1025,kids-table-inc,https://atlas.optimism.io/project/0x2bdfa034cf1e853db8ed4b30531270c7a62d66550cd23383819e816abb234f0a
2025-09-08,retrofunding_s8_onchain_builders,Catex,416.03,312.0225,,https://atlas.optimism.io/project/0x5c7ac8becc35168a91b594f18284f7ea661ab2bf727d6bfac80fb6f04c4792ec
2025-09-08,retrofunding_s8_onchain_builders,Coop Records,375.86,281.895,coop-records,https://atlas.optimism.io/project/0x0b06e685eab9c4fee7d93ca54e1c02281e2be560bfc54f43fa738961fa2ce4c1
2025-09-08,retrofunding_s8_onchain_builders,CreateX,751.1,563.325,createx,https://atlas.optimism.io/project/0x0008577196fa6ec286440b418e2f6305fc10e62ce759625d826be272ee6b45a3
2025-09-08,retrofunding_s8_onchain_builders,Credit,1064.13,798.0975000000000,world-mini-app-credit,https://atlas.optimism.io/project/0x08447636de20816960f0427a65677df5571d503f09235b2bec37f7dd5c28161d
2025-09-08,retrofunding_s8_onchain_builders,DIAMANTE,2726.79,2045.0925,,https://atlas.optimism.io/project/0xc7104d126ffe628630e89f455711ef296175069fffb1f9c0e85b396ee1d23f27
2025-09-08,retrofunding_s8_onchain_builders,DICE MAXx6,1632.93,1224.6975,,https://atlas.optimism.io/project/0x22f19557b1142eeed40eceffa2e5b31fb8393ca57dafb3454035a71c613b5ce1
2025-09-08,retrofunding_s8_onchain_builders,DNA Token,1799.9,1349.9250000000000,dnatokenio,https://atlas.optimism.io/project/0xdafc4d2a060c7d08913ceb05b19c4fe7fb6d93a7f5f1142642be939be16bf6e9
2025-09-08,retrofunding_s8_onchain_builders,DackieSwap,482.93,362.1975,dackieswap,https://atlas.optimism.io/project/0x18e7582de42dd9a7fd2cb69fb6566b8bcb3e86b936b229b0c5af78fa1de791a4
2025-09-08,retrofunding_s8_onchain_builders,Dalgona,1876.71,1407.5325,,https://atlas.optimism.io/project/0x1f998a77880db01b4938b7fa84fc2f6577fee032fd0a55393406e665d7f3a9e1
2025-09-08,retrofunding_s8_onchain_builders,Dark Forest MUD,1774.89,1331.1675,,https://atlas.optimism.io/project/0x33f99467bb08ce97fc0829a766e06555c7a7c6870db71a13d82241ecd186406a
2025-09-08,retrofunding_s8_onchain_builders,Double or Nothing,1461.64,1096.23,world-mini-app-goodluckgame,https://atlas.optimism.io/project/0x394cdf60010e890aeb52606b938e6ff6ef7a52b0b5a3e897daf0133bed243b14
2025-09-08,retrofunding_s8_onchain_builders,Drop Wallet,2430.8,1823.1,world-mini-app-drop-wallet,https://atlas.optimism.io/project/0xf9af65e8afbd0fd21802bca92c9d0d6201a8b1d114d5c9170fea7e914fd2b392
2025-09-08,retrofunding_s8_onchain_builders,Eggs Vault,2920.83,2190.6225,holdstation,https://atlas.optimism.io/project/0xf4e56e0c6654d6ef621191708f27ee20242462f541d3e79dc5512e1a10d90736
2025-09-08,retrofunding_s8_onchain_builders,Enso Build,5000.0,3750.0,ensobuild,https://atlas.optimism.io/project/0x738c0967c0f70a0a78d8794dcf2c40540f60ea9568e163dd5826b85e8e2a9a79
2025-09-08,retrofunding_s8_onchain_builders,Ethereum Attestation Service (EAS),1285.57,964.1775,ethereum-attestation-service,https://atlas.optimism.io/project/0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5
2025-09-08,retrofunding_s8_onchain_builders,FLAG!,2066.8,1550.1,party-dao,https://atlas.optimism.io/project/0x7d5bcf0b123ca5611f1bb0c889816753cc215b0a230849c8464c6c2a08c4eddc
2025-09-08,retrofunding_s8_onchain_builders,Flaunch,3725.7,2794.275,flayerlabs,https://atlas.optimism.io/project/0x259b729af86ba38c0c84be9b739dfbca109a6df985371d8cabd43116d18d7a1a
2025-09-08,retrofunding_s8_onchain_builders,GM,1612.73,1209.5475,inkonchain,https://atlas.optimism.io/project/0x2c1d2ae68e4a718a04a41f1a9fde1ed0648602e08c150e3f72d3dc7ef22dd71a
2025-09-08,retrofunding_s8_onchain_builders,GMonchain,893.48,670.11,,https://atlas.optimism.io/project/0xef71b036123a72aa9aa64afb1263751bdfc7e7e4e63ec658c323136dc3a88d37
2025-09-08,retrofunding_s8_onchain_builders,Gains Network (gTrade),1498.06,1123.545,gainsnetwork,https://atlas.optimism.io/project/0x70ba3cb2e433f1cd9ace8aea84c46d167ba5db12293cd108eaca068d06be3a71
2025-09-08,retrofunding_s8_onchain_builders,Guild.xyz,668.3,501.225,guildxyz,https://atlas.optimism.io/project/0x3d009f8f7c1e8a3bcbc81ca8ed60d2e86b956dd0fa68c4595f851be37052a2b5
2025-09-08,retrofunding_s8_onchain_builders,Gyroscope,2179.74,1634.8050000000000,gyrostable,https://atlas.optimism.io/project/0x3526b9c6fdc34076d7d2c31893b94e760f4d5a010387b6b76b45f8b5577ceb98
2025-09-08,retrofunding_s8_onchain_builders,Holdstation Wallet,1615.96,1211.97,holdstation,https://atlas.optimism.io/project/0x8fbddc02ddbc9c9b303b7bbb645aa933541876a31a93d7dea165fb0283d7f685
2025-09-08,retrofunding_s8_onchain_builders,HumanFi,299.05,224.2875,world-mini-app-human-tap,https://atlas.optimism.io/project/0xb1ee13dc3a4f1db5840d4852e7c81977fcd14d7b423f3ed15407bbf13d1a3986
2025-09-08,retrofunding_s8_onchain_builders,Hydrex,1549.65,1162.2375000000000,hydrex-fi,https://atlas.optimism.io/project/0xab28184ffcd1429ce9bbcffdba320787e9d2ab1e2f365352af3b5a9ef64f4600
2025-09-08,retrofunding_s8_onchain_builders,Ionic Protocol,596.58,447.43500000000000,ionicprotocol,https://atlas.optimism.io/project/0xbcb5c437d5347be21add3972512679054416805274f80e85ab8053ae79340a69
2025-09-08,retrofunding_s8_onchain_builders,Kelp,578.6,433.9500000000000,kelp-dao,https://atlas.optimism.io/project/0xff1edf67227651293a9cff4dce3577c6ca52bf8c7c6f5f133f07b05255379b27
2025-09-08,retrofunding_s8_onchain_builders,Kim Exchange,563.31,422.4825,kim-protocol,https://atlas.optimism.io/project/0xfd9f98de666c5b0a5ce96d4a4b8d4ceee9f8c2156734d57bf6c23d0cff183e90
2025-09-08,retrofunding_s8_onchain_builders,Kyo finance,2452.97,1839.7275,kyo-finance,https://atlas.optimism.io/project/0x5958eb35cf4d4b8871924adc5e6272eff2ac701e368ca6ad043ee486cce9e223
2025-09-08,retrofunding_s8_onchain_builders,LI.FI,2548.04,1911.03,lifinance,https://atlas.optimism.io/project/0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806
2025-09-08,retrofunding_s8_onchain_builders,Layer3,2666.37,1999.7775,layer3xyz,https://atlas.optimism.io/project/0x91a4420e2fcc8311e97dad480f201a8ce221f2cd64c2de77280cbcc6ce193752
2025-09-08,retrofunding_s8_onchain_builders,LeverageX by Javsphere,1374.41,1030.8075,javsphere,https://atlas.optimism.io/project/0xf9513b5bfca3be3513450bd56b48ae485ce157aa56c1d8b2e06a68bce0b8d084
2025-09-08,retrofunding_s8_onchain_builders,MetaMap,3186.91,2390.1825,,https://atlas.optimism.io/project/0x4f64c34669043d9fac6a8fd01a93c27b2ab0c88a803c7b72dedb8cef035ede01
2025-09-08,retrofunding_s8_onchain_builders,Mint Club,742.75,557.0625,mintclub-steemhunt,https://atlas.optimism.io/project/0x0ee3defac0e2a31b995bc073ac02a2140aaf01679e141eb8d1d80409f75f90ea
2025-09-08,retrofunding_s8_onchain_builders,Mint Forest,308.81,231.6075,,https://atlas.optimism.io/project/0x81c88822ad7d004a94a2a5ce5d6a2a04466f78d211931230ac0c5a804d36c855
2025-09-08,retrofunding_s8_onchain_builders,Multicaller,441.34,331.005,multicaller-vectorized,https://atlas.optimism.io/project/0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c
2025-09-08,retrofunding_s8_onchain_builders,NFTs2Me,427.49,320.6175,nfts2me,https://atlas.optimism.io/project/0xd54e1032bf16d649f8f8f0a7da42a249966ad4a270b4c17b24ded1e32c97b2bf
2025-09-08,retrofunding_s8_onchain_builders,Neptune Finance,567.66,425.745,nepfinance,https://atlas.optimism.io/project/0x469f813ce1b0c64293d1f884363808f076d27abc8c6060bd3abe46bedd0d7982
