month,name_mapped,transactions_per_month,transactions_per_day,costs_total_eth_per_month,costs_total_eth_per_day,fees_paid_eth_per_month,fees_paid_eth_per_day,profit_eth_per_month,profit_eth_per_day,gas_per_second,app_tvl_usd_latest,app_tvl_usd_average,total_assets_onchain_usd_latest,total_assets_onchain_usd_average,chain_id_mapped,layer,stage,purposes,raas,stack_name,da_layer,infra_label,is_ethereum_ecosystem
2023-10-01,Ubiq,,,,,,,,,,66426.51495713959,68841.53976447576,,,8.0,,,,,,,,False
2024-01-01,Ubiq,,,,,,,,,,44465.82531802437,53097.49750777936,,,8.0,,,,,,,,False
2024-03-01,Ubiq,,,,,,,,,,66166.74679721065,59016.859643247895,,,8.0,,,,,,,,False
2022-10-01,Echelon,,,,,,,,,,2503.4076224750083,4910.347163458098,,,,,,,,,,,False
2021-12-01,Nahmii,,,,,,,,,,7588522.561032498,7607523.80848033,,,5551.0,,,,,,,,False
2023-10-01,Nahmii,,,,,,,,,,936831.2873645357,873092.0274895192,,,5551.0,,,,,,,,False
2024-04-01,Nahmii,,,,,,,,,,276459.3796087153,661489.9628012773,,,5551.0,,,,,,,,False
2022-02-01,Theta,,,,,,,,,,212258676.97681332,202354413.53280205,,,361.0,,,,,,,,False
2022-07-01,Theta,,,,,,,,,,43426715.76954781,41030727.067887485,,,361.0,,,,,,,,False
2022-09-01,Theta,,,,,,,,,,21532105.002802897,25640114.059896253,,,361.0,,,,,,,,False
2023-12-01,Theta,,,,,,,,,,1473900.1563903906,1420606.0921078846,,,361.0,,,,,,,,False
2024-03-01,Theta,,,,,,,,,,3362324.9798842953,3355258.1398997577,,,361.0,,,,,,,,False
2024-10-01,Theta,,,,,,,,,,1643898.8787354291,1788884.0814938557,,,361.0,,,,,,,,False
2024-11-01,Theta,,,,,,,,,,1620710.5294275032,1566585.5723386277,,,361.0,,,,,,,,False
2024-10-01,Bahamut,,,,,,,,,,3231562.6547565386,3359615.164335862,,,,,,,,,,,False
2023-08-01,Sei,,,,,,,,,,3216087.456475188,2829472.0630263207,,,,,,,,,,,False
2023-09-01,Sei,,,,,,,,,,3183523.930836016,3217434.9765498326,,,,,,,,,,,False
2023-12-01,Sei,,,,,,,,,,5297869.507221917,3808272.686229256,,,,,,,,,,,False
2024-09-01,Sei,,,,,,,,,,207805591.277258,150601184.2008859,,,,,,,,,,,False
2022-11-01,Milkomeda A1,,,,,,,,,,189837.08391183184,186474.00078138834,,,2002.0,,,,,,,,False
2023-01-01,Milkomeda A1,,,,,,,,,,162063.88362461838,259325.32896553108,,,2002.0,,,,,,,,False
2023-03-01,Milkomeda A1,,,,,,,,,,147097.67077737453,145033.08699565465,,,2002.0,,,,,,,,False
2024-02-01,Milkomeda A1,,,,,,,,,,27658.78376186394,23448.560466611285,,,2002.0,,,,,,,,False
2024-11-01,Milkomeda A1,,,,,,,,,,1144.0664208017226,1144.0664208017226,,,2002.0,,,,,,,,False
2023-09-01,Obyte,,,,,,,,,,1024344.808376429,980391.8257626031,,,,,,,,,,,False
2024-02-01,Obyte,,,,,,,,,,1248689.5815014327,999364.0094581709,,,,,,,,,,,False
2022-08-01,Flow,,,,,,,,,,3850069.941844795,3783521.902902743,,,747.0,,,,,,,,False
2024-07-01,Flow,,,,,,,,,,23508448.89416581,21028363.10113969,,,747.0,,,,,,,,False
