alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,avg_secs_between_l1_txs_inbox,avg_secs_between_l1_txs_output,calldata_bytes_l1_inbox,chain_id,chain_version,data_availability_data_source,data_availability_layer,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,output_root_data_source,output_root_layer,share_elapsed,last_updated
OP Chain,,3.48416445821156,1.0174328929976397,1.0216188404999997,1489.655172413793,43200.0,31691.0,42026,modern,base,eigenda base,2024-07-22 00:00:00.000 UTC,,,,0.000511117734151992,1.7829442782887233,0.0019278101141238424,0.0017503549215289924,0.00017745519259484998,1894064,1720364.0,173700.0,0.001239237187377,4.323085832511817,6.7269418488918005,6.106030110800537,0.6209117380912632,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.410150528817694,1.006011564002244,1.007827514,1464.406779661017,43200.0,32714.0,42026,modern,base,eigenda base,2024-08-30 00:00:00.000 UTC,,,,0.00052162302441836,1.3106231305312765,0.0019430444384078232,0.0017680089870863592,0.00017503545132146401,1931120,1757444.0,173676.0,0.0012463859626680002,3.1325734124374134,4.883459330502867,4.44319654296869,0.44026278753417725,Donatuz,59.0,61,59.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,35.822662139123494,1.1272108093794233,1.1298285278611908,1800.0,7200.0,2238.0,4653,modern,base,celestia,2024-04-11 00:00:00.000 UTC,,,,3.7026392453016e-05,0.13108396144132886,0.002350446318041933,0.0011731423954400154,0.0011773039226019178,2082768,1040748.0,1042020.0,0.0011361160029870001,4.023243792248894,8.322180582410013,4.154327753690223,4.16785282871979,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.46644817783318,1.0023896009845152,1.0023292204243959,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-09 00:00:00.000 UTC,,,,2.9153536099100002e-05,0.10769662465707577,0.002105047464884084,0.0010606123985680998,0.001044435066315984,2100092,1058084.0,1042008.0,0.001031458862469,3.810332474204225,7.776934283550912,3.9180290988613007,3.8589051846896116,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,41.04321427548436,1.130456400895073,1.1356749936119461,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-05-03 00:00:00.000 UTC,,,,3.2945930498716006e-05,0.10002914480569981,0.0023795408304124657,0.0011961856578687159,0.00118335517254375,2100128,1058144.0,1041984.0,0.0011632397273699997,3.5317973451053075,7.219807969281801,3.6318264899110075,3.5879814793707934,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.6113163053530237,1.0035393396637369,1.0028458772853046,1489.655172413793,43200.0,29588.0,42026,modern,base,eigenda base,2024-09-15 00:00:00.000 UTC,,,,0.000470363009327184,1.1292521366677384,0.0018668561131021141,0.001692673818368184,0.00017418229473393002,1860392,1686704.0,173688.0,0.0012223108090410003,2.9345417016311837,4.483933335736138,4.063793838298921,0.4201394974372161,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,37.916957679381255,1.044769428492623,1.0450914516632406,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-04-14 00:00:00.000 UTC,,,,3.0461291811039998e-05,0.09310581686554424,0.00219449761054591,0.00110552903937604,0.00108896857116987,2100140,1058156.0,1041984.0,0.001075067747565,3.2859300575849657,6.706277658746711,3.3790358744505093,3.327241784296201,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.56999572439831,1.0062498022033726,1.0060500068600382,1200.0,7200.0,2952.0,4653,modern,base,celestia,2024-07-14 00:00:00.000 UTC,,,,4.3047279464760005e-05,0.13772319890151583,0.0026129420216188795,0.0015644970674697596,0.00104844495414912,2596920,1554780.0,1042140.0,0.0015214497880050002,4.867669896723136,8.35890395167922,5.005393095624651,3.353510856054569,Gold,72.0,84,72.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,40.71362192472418,1.1199566961788536,1.159138294233794,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-04-22 00:00:00.000 UTC,,,,3.192060963773599e-05,0.10202517255890438,0.0023686938404272337,0.001160848555069736,0.001207845285357498,2078532,1036512.0,1042020.0,0.0011289279454319999,3.6083033465511107,7.567975595362849,3.7103285191100155,3.857647076252834,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.65647254827052,1.0076128807900886,1.0071912402354288,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-05 00:00:00.000 UTC,,,,2.9305514700899995e-05,0.1119761249433952,0.002115628310918256,0.0010661390673578999,0.001049489243560356,2100080,1058084.0,1041996.0,0.001036833552657,3.9617283078996746,8.08389974635326,4.073704432843071,4.01019531351019,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,43.108988015107144,1.1863329176622208,1.2282556944707528,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-04-24 00:00:00.000 UTC,,,,3.382561619291601e-05,0.10887006129219097,0.0025094411054893285,0.0012296625411469164,0.0012797785643424119,2078472,1036524.0,1041948.0,0.0011958369249540004,3.8488677069122623,8.0836378279003,3.9577377682044537,4.125900059695846,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4506990698673228,1.005831278568099,1.0082370715,1464.406779661017,43200.0,32164.0,42026,modern,base,eigenda base,2024-08-23 00:00:00.000 UTC,,,,0.0005126940382374921,1.3767521834863223,0.001934019831762326,0.0017589132501324922,0.000175106581629834,1922392,1748716.0,173676.0,0.0012462192118949998,3.3459203999456957,5.188949119822796,4.722672583432019,0.466276536390777,Donatuz,59.0,61,59.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4540854560985785,1.0035271783347401,1.0036899713339782,1489.655172413793,43200.0,31464.0,42026,modern,base,eigenda base,2024-09-22 00:00:00.000 UTC,,,,0.000500527358499376,1.293871530173968,0.001897152250636432,0.001722823346895376,0.000174328903741056,1890456,1716768.0,173688.0,0.001222295988396,3.159659133340679,4.904274014728449,4.453530663514647,0.4507433512138008,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.54343513936386,1.004868520933629,1.0052087458619479,1234.2857142857142,7200.0,2870.0,4653,modern,base,celestia,2024-08-13 00:00:00.000 UTC,,,,4.1766246158520006e-05,0.11174812975604498,0.00256647926088414,0.00151892308097652,0.0010475561799076199,2553692,1511564.0,1042128.0,0.001477156834818,3.95213144675119,6.8708316714796105,4.063879576507235,2.806952094972376,Gold,70.0,82,70.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.53587425468656,1.00650485920333,1.006245999411185,1329.2307692307693,7200.0,2665.0,4653,modern,base,celestia,2024-09-27 00:00:00.000 UTC,,,,3.891961509722002e-05,0.10386978528059765,0.0024616289928144864,0.0014127986627082202,0.001048830330106266,2445988,1403668.0,1042320.0,0.001373879047611,3.6666351684951506,6.565242174092873,3.7705049537757476,2.794737220317125,Gold,65.0,77,65.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4577372060600102,1.0057728503634094,1.0087389860171736,1800.0,43200.0,26133.0,42026,modern,base,eigenda base,2024-07-02 00:00:00.000 UTC,,,,0.000415846824429572,1.4290431977760976,0.0016048233134095934,0.0014296658758775715,0.000175157437532022,1595100,1421460.0,173640.0,0.001013819051448,3.4839542812098405,5.514341781616821,4.912997478985939,0.6013443026308818,Donatuz,48.0,50,48.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.36592427769585,1.0025748278872382,1.002565899257876,1167.5675675675675,7200.0,3034.0,4653,modern,base,celestia,2024-09-02 00:00:00.000 UTC,,,,4.4169480689168005e-05,0.11014611059516112,0.0026469967761975615,0.0016021707191541676,0.0010448260570433939,2640208,1598056.0,1042152.0,0.0015580012384650002,3.8851976956908523,6.597208156169804,3.9953438062860154,2.6018643498837886,Gold,74.0,86,74.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.458106832432116,1.0083414212096076,1.0136625664999999,2160.0,43200.0,21833.0,42026,modern,base,eigenda base,2024-06-28 00:00:00.000 UTC,,,,0.00034862123329207996,1.1944410253812485,0.0013716796166845342,0.0011956307567850802,0.000176048859899454,1359416,1185740.0,173676.0,0.000847009523493,2.9019778299711585,4.702925345699458,4.096418855352407,0.6065064903470512,Donatuz,40.0,42,40.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.444860267089699,1.0037193522315238,1.0049556844999998,1489.655172413793,43200.0,31585.0,42026,modern,base,eigenda base,2024-08-19 00:00:00.000 UTC,,,,0.000502653033923316,1.3130694169100852,0.0018997415803809659,0.001725180777983316,0.00017456080239765,1892488,1718788.0,173700.0,0.00122252774406,3.1936525341271484,4.961773782028303,4.506721951037235,0.4550518309910682,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.34769583531853,1.0019613771800948,1.0019388828124172,1289.55223880597,7200.0,2747.0,4653,modern,base,celestia,2024-08-10 00:00:00.000 UTC,,,,3.9962177777843995e-05,0.10448078650970917,0.0024939065191271646,0.0014497218852598445,0.00104418463386732,2489048,1446884.0,1042164.0,0.001409759707482,3.685805099195263,6.519757072141253,3.790285885704971,2.729471186436282,Gold,67.0,79,67.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4711209595640686,1.0081321346447925,1.011968014771625,1489.655172413793,43200.0,31467.0,42026,modern,base,eigenda base,2024-07-25 00:00:00.000 UTC,,,,0.000502582580773556,1.5950901693503645,0.0019062537373672097,0.0017304870368175557,0.00017576670054965398,1890216,1716528.0,173688.0,0.0012279044560440007,3.8970884096997924,6.05053869382875,5.492178579050158,0.5583601147785923,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.68373980724777,1.0091715766040594,1.0130272883293951,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-20 00:00:00.000 UTC,,,,2.9375443867368004e-05,0.10440518493923673,0.002123407213562364,0.001067812518577368,0.001055594694984996,2100128,1058108.0,1042020.0,0.0010384370747100002,3.690750112835669,7.526271682975565,3.7951552977749055,3.7311163852006595,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,1.8273166374730743,1.0178205184567817,1.0118653335579777,1167.5675675675675,7200.0,122764.0,4653,modern,base,celestia,2024-07-16 00:00:00.000 UTC,,,,0.0019983236125202925,6.907312630538525,0.004624836581229399,0.003570343384899291,0.0010544931963301079,4549960,3507832.0,1042128.0,0.0015720197723789995,5.403013500995388,15.936265725600897,12.310326131533913,3.625939594066985,Gold,74.0,86,74.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.454336599374201,1.003845654846275,1.00429143,1489.655172413793,43200.0,31495.0,42026,modern,base,eigenda base,2024-09-25 00:00:00.000 UTC,,,,0.0005008581734887641,1.3093319091763864,0.0018979640770284444,0.0017235427586317644,0.00017442131839668,1890616,1716940.0,173676.0,0.0012226845851430004,3.1963642131887586,4.965544116749012,4.505696122365146,0.45984799438386553,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.55562783694666,1.0051685092648144,1.004842018028384,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-07-09 00:00:00.000 UTC,,,,2.8647276341979998e-05,0.0878410170411652,0.00208904322052108,0.00104185715985298,0.0010471860606681,2078640,1036500.0,1042140.0,0.001013209883511,3.1068204629638276,6.401669164394973,3.1946614800049917,3.2070076843899815,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,39.37439286373944,1.0836242965940461,1.080892635171231,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-05-05 00:00:00.000 UTC,,,,3.1556106044092e-05,0.09872225293219897,0.002272890342989974,0.0011466045407120921,0.001126285802277882,2100116,1058120.0,1041996.0,0.001115048434668,3.488365323976673,7.110583193688584,3.587087576908873,3.5234956167797113,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.45516963700553,1.00345381257714,1.0033925578543539,1289.55223880597,7200.0,2747.0,4653,modern,base,celestia,2024-08-11 00:00:00.000 UTC,,,,3.9961543680107986e-05,0.10515599050394954,0.0024974845384597498,0.0014518210589281077,0.001045663479531642,2488952,1446824.0,1042128.0,0.0014118595152480002,3.715172080820849,6.577180123840216,3.8203280713247976,2.756852052515418,Gold,67.0,79,67.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,38.47279100169159,1.060049277194096,1.0492288766946256,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-05-13 00:00:00.000 UTC,,,,3.0275627535312004e-05,0.08911357475340438,0.0021921347436081656,0.001098804678768312,0.0010933300648398538,2078592,1036560.0,1042032.0,0.0010685290512329998,3.145157036252585,6.453056621741828,3.23427061100599,3.2187860107358377,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,39.36879292613558,1.0849037728959372,1.0793486442025453,1630.188679245283,7200.0,2173.0,4653,modern,base,celestia,2024-05-06 00:00:00.000 UTC,,,,3.4216624390315987e-05,0.10683402947207292,0.0023663538775436,0.0012417157642303162,0.0011246381133132842,2186500,1144540.0,1041960.0,0.0012074991398400002,3.77009009101511,7.40203820047312,3.8769241204871836,3.525114079985936,Gold,53.0,65,53.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.3488167334852323,1.0053125097624585,1.0066141003688338,1489.655172413793,43200.0,32973.0,42026,modern,base,eigenda base,2024-09-11 00:00:00.000 UTC,,,,0.0005252837103803641,1.2284569918650468,0.0019245631068562257,0.0017497263169913638,0.00017483678986486198,1914168,1740480.0,173688.0,0.001224442606611,2.863855747143369,4.49900921876286,4.092312739008416,0.40669647975444445,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.006230970119714,,43200.0,,8853,modern,,,2024-06-30 00:00:00.000 UTC,,,,,,0.00017474609519487,,0.00017474609519487,173664,,173664.0,,,0.5951566660450176,,0.5951566660450176,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0058912262432431,,3600.0,,969,modern,,,2024-07-02 00:00:00.000 UTC,,,,,,0.002249518808461719,,0.002249518808461719,2236344,,2236344.0,,,7.730002078161461,,7.730002078161461,EthXY,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0012908734395771,,43200.0,,8853,modern,,,2024-08-18 00:00:00.000 UTC,,,,,,0.000173900193735492,,0.000173900193735492,173676,,173676.0,,,0.45890320707615595,,0.45890320707615595,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0040508849590197,,3600.0,,5112,modern,,,2024-09-10 00:00:00.000 UTC,,,,,,0.0022456441444851836,,0.0022456441444851836,2236584,,2236584.0,,,5.284089952048877,,5.284089952048877,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0047586828249344,,3600.0,,969,modern,,,2024-07-08 00:00:00.000 UTC,,,,,,0.0022469619375750567,,0.0022469619375750567,2236320,,2236320.0,,,6.694697890697981,,6.694697890697981,EthXY,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0065410175,,43200.0,,8853,modern,,,2024-07-30 00:00:00.000 UTC,,,,,,0.00017483617473975,,0.00017483617473975,173700,,173700.0,,,0.578695642375775,,0.578695642375775,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.005081818724475,,43200.0,,8853,modern,,,2024-09-30 00:00:00.000 UTC,,,,,,0.000174594772894266,,0.000174594772894266,173712,,173712.0,,,0.4567482563852419,,0.4567482563852419,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0339780905,,43200.0,,8853,modern,,,2024-05-19 00:00:00.000 UTC,,,,,,0.000179577178845678,,0.000179577178845678,173676,,173676.0,,,0.5558471669936087,,0.5558471669936087,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0032820037579262,,3600.0,,5112,modern,,,2024-08-11 00:00:00.000 UTC,,,,,,0.0022439003983248263,,0.0022439003983248263,2236560,,2236560.0,,,5.909792421293844,,5.909792421293844,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0009742223565852,,43200.0,,8853,modern,,,2024-06-23 00:00:00.000 UTC,,,,,,0.000173833187351334,,0.000173833187351334,173664,,173664.0,,,0.608047092066492,,0.608047092066492,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0019763256371454,,3600.0,,969,modern,,,2024-07-07 00:00:00.000 UTC,,,,,,0.002240679577969323,,0.002240679577969323,2236260,,2236260.0,,,6.750473628159167,,6.750473628159167,EthXY,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0044679409657615,,43200.0,,8853,modern,,,2024-08-12 00:00:00.000 UTC,,,,,,0.000174439920499878,,0.000174439920499878,173664,,173664.0,,,0.45340601354842025,,0.45340601354842025,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.00499788847926,,3600.0,,5112,modern,,,2024-08-13 00:00:00.000 UTC,,,,,,0.0022477139575078505,,0.0022477139575078505,2236536,,2236536.0,,,6.021426363373642,,6.021426363373642,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0024553994223195,,3600.0,,5112,modern,,,2024-06-23 00:00:00.000 UTC,,,,,,0.002241762940976949,,0.002241762940976949,2236272,,2236272.0,,,7.828306057485364,,7.828306057485364,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,41.54962157382864,1.1452919388324514,1.1470302924631193,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-04-25 00:00:00.000 UTC,,,,3.2723437347432e-05,0.1030015047371425,0.0023823922966083417,0.0011871775556194322,0.0011952147409889098,2078580,1036572.0,1042008.0,0.0011544541182719997,3.6338205688662577,7.501289718249939,3.7368220736034,3.7644676446465395,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,39.31401910578622,1.0823963601533306,1.0815283583089204,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-05-07 00:00:00.000 UTC,,,,3.153262445476399e-05,0.09686977060930206,0.002272266448606226,0.0011453182253617642,0.001126948223244462,2100128,1058132.0,1041996.0,0.0011137856009069999,3.4216314009027595,6.980116819678473,3.51850117151206,3.461615648166413,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.64954803777825,1.0079694303544833,1.0078243369773037,1694.1176470588234,7200.0,2091.0,4653,modern,base,celestia,2024-07-11 00:00:00.000 UTC,,,,3.052955062322801e-05,0.09527783373660012,0.002160334504769668,0.0011100646380162282,0.00105026986675344,2143404,1101288.0,1042116.0,0.001079535087393,3.3690165081617764,6.744718214753313,3.4642943418983783,3.280423872854935,Gold,51.0,63,51.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.500497798469986,1.0059812660960887,1.0063234996541024,1200.0,7200.0,2952.0,4653,modern,base,celestia,2024-08-15 00:00:00.000 UTC,,,,4.310839443103602e-05,0.11312929219836454,0.00261291818312755,0.0015641519835520358,0.0010487661995755141,2597028,1554852.0,1042176.0,0.0015210435891210002,3.9917195868024797,6.857621642814074,4.104848879000843,2.75277276381323,Gold,72.0,84,72.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.59552598185792,1.0079136163863902,1.0079654354492715,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-06-15 00:00:00.000 UTC,,,,2.8773738571079997e-05,0.10184555974855779,0.0020950709862849297,0.0010447508432380797,0.00105032014304685,2078568,1036548.0,1042020.0,0.0010159771046670003,3.596107055102095,7.412495425328384,3.697952614850652,3.7145428104777323,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.478690580854712,1.011694002266916,1.0122892514120148,1800.0,43200.0,26123.0,42026,modern,base,eigenda base,2024-07-16 00:00:00.000 UTC,,,,0.00041819358071010394,1.4379295827722738,0.0016138038825613543,0.0014379813870621042,0.00017582249549925,1595048,1421360.0,173688.0,0.001019787806352,3.506462927105334,5.555200486436046,4.9443925098776065,0.6108079765584393,Donatuz,48.0,50,48.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,42.0235261723166,1.1556028352112888,1.1421278569935451,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-05-09 00:00:00.000 UTC,,,,3.362379322872402e-05,0.10087612493324255,0.002412817690467286,0.0012227387375257242,0.0011900789529415618,2100080,1058096.0,1041984.0,0.001189114944297,3.5674854529118236,7.236357818881347,3.6683615778450647,3.567996241036282,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.32328974726604,1.0012587196704645,1.0013675367146715,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-02 00:00:00.000 UTC,,,,2.9204719939255994e-05,0.1108717327960959,0.002102944937483678,0.0010594999368762562,0.001043445000607422,2100188,1058168.0,1042020.0,0.0010302952169370001,3.9113662560469247,7.98291555352983,4.02223798884302,3.9606775646868098,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.58408332221652,1.006774719820191,1.0064303576401854,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-05-30 00:00:00.000 UTC,,,,2.8717142617904e-05,0.1081163575277802,0.0020922667209551295,0.0010435461596869037,0.001048720561268226,2078544,1036524.0,1042020.0,0.001014829017069,3.8206993682046777,7.874074713308616,3.928815725732457,3.9452589875761586,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.66998989268444,1.0084996911981938,1.0081485816507518,1183.5616438356165,7200.0,2993.0,4653,modern,base,celestia,2024-08-07 00:00:00.000 UTC,,,,4.3719986025655994e-05,0.1069975802667938,0.00264041876145011,0.0015897505052196556,0.001050668256230454,2618528,1576352.0,1042176.0,0.001546030519194,3.7836003268941023,6.464682987443669,3.8905979071608954,2.5740850802827735,Gold,73.0,85,73.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,39.277907379094316,1.0801025739801757,1.0763737804744973,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-04-12 00:00:00.000 UTC,,,,3.1428968886127996e-05,0.10807765568373755,0.0022644423033627977,0.001142852213118128,0.00112159009024467,2100104,1058096.0,1042008.0,0.001111423244232,3.822130774874738,7.799757039028247,3.930208430558475,3.8695486084697723,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.624674531109065,1.0067388353162658,1.007323884797032,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-05-29 00:00:00.000 UTC,,,,2.9279969574776e-05,0.11150087817355314,0.0021148538003763623,0.001065214253826776,0.001049639546549586,2100092,1058084.0,1042008.0,0.001035934284252,3.94493177494815,8.053920178064589,4.056432653121703,3.9974875249428856,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4635079620550266,1.0078590960981224,1.0086718714631064,1800.0,43200.0,26135.0,42026,modern,base,eigenda base,2024-07-11 00:00:00.000 UTC,,,,0.0004169477109143159,1.3014081835130666,0.0016080634454969996,0.0014328692454863155,0.000175194200010684,1595384,1421696.0,173688.0,0.001015921534572,3.1709660443886425,5.01569718039781,4.4723742279017085,0.5433229524961012,Donatuz,48.0,50,48.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.521049347513376,1.005862424394058,1.0053996556733038,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-07-05 00:00:00.000 UTC,,,,2.8715239067812007e-05,0.08492112704246069,0.002090247103893772,0.001042624684280812,0.0010476224196129598,2078544,1036548.0,1041996.0,0.0010139094452129996,2.998395803122644,6.18792926420776,3.083316930165104,3.104612334042656,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.644025761271465,1.0088873403784784,1.0091755131953601,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-24 00:00:00.000 UTC,,,,2.939014637836e-05,0.09837328082401524,0.0021190807171907137,0.0010675359792493599,0.001051544737941354,2100116,1058132.0,1041984.0,0.0010381458328710001,3.4747520700596564,7.094535751980552,3.573125350883673,3.521410401096879,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.864188303929865,1.0161429753378288,1.0157984418537342,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-06-12 00:00:00.000 UTC,,,,2.9033367715884002e-05,0.1032153985121881,0.002111787648612312,0.0010533053562318839,0.001058482292380428,2078592,1036572.0,1042020.0,0.001024271988516,3.6413059615359744,7.502773406968746,3.7445213600481626,3.758252046920583,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.64728418242909,1.0101642449076034,1.009292016917831,1800.0,6646.153846153846,1968.0,4653,modern,base,celestia,2024-06-17 00:00:00.000 UTC,,,,2.8862230054364e-05,0.10250743103482089,0.002186419004793584,0.001047107971672364,0.00113931103312122,2165394,1036572.0,1128822.0,0.001018245741618,3.616371493011163,7.763105116651918,3.7188789240459843,4.044226192605933,Gold,48.0,61,48.0,13.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.644815414668533,1.004388652218898,1.0068998974999999,1440.0,43200.0,30329.0,42026,modern,base,eigenda base,2024-09-04 00:00:00.000 UTC,,,,0.0004814441965096761,1.1666661850510829,0.0019218075896724259,0.001746909077476676,0.00017489851219575,1912976,1739276.0,173700.0,0.0012654648809669999,3.05868090885031,4.643155352241097,4.225347093901392,0.41780825833970553,Donatuz,60.0,62,60.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.501941108483656,1.006324607304973,1.0063918798383364,1167.5675675675675,7200.0,3034.0,4653,modern,base,celestia,2024-07-12 00:00:00.000 UTC,,,,4.4334563390355994e-05,0.1376010466384005,0.002656988463711196,0.001608163076651356,0.00104882538705984,2640220,1598056.0,1042164.0,0.0015638285132609994,4.853664711360897,8.244049383475604,4.991265757999299,3.2527836254763045,Gold,74.0,86,74.0,12.0,base,base,,2024-10-07 02:35:37.299792
