alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,avg_secs_between_l1_txs_inbox,avg_secs_between_l1_txs_output,calldata_bytes_l1_inbox,chain_id,chain_version,data_availability_data_source,data_availability_layer,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,output_root_data_source,output_root_layer,share_elapsed,last_updated
OP Stack fork,,,,1.0070217854726005,,43200.0,,8853,modern,,,2024-07-31 00:00:00.000 UTC,,,,,,0.00017487134709088799,,0.00017487134709088799,173652,,173652.0,,,0.5787307014871107,,0.5787307014871107,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0028333638050986,,909.4736842105264,,969,modern,,,2024-07-26 00:00:00.000 UTC,,,,,,0.008878309407273393,,0.008878309407273393,8853225,,8853225.0,,,28.523702280665386,,28.523702280665386,EthXY,,95,,95.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0981209393357518,,43200.0,,8853,modern,,,2024-04-12 00:00:00.000 UTC,,,,,,0.000190704074808804,,0.000190704074808804,173664,,173664.0,,,0.6431401677996347,,0.6431401677996347,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0485969111896898,,43200.0,,8853,modern,,,2024-04-18 00:00:00.000 UTC,,,,,,0.000182090950821912,,0.000182090950821912,173652,,173652.0,,,0.5499874182691836,,0.5499874182691836,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.004402612,,43200.0,,8853,modern,,,2024-08-01 00:00:00.000 UTC,,,,,,0.0001744647337044,,0.0001744647337044,173700,,173700.0,,,0.5478392231753815,,0.5478392231753815,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0036338554637896,,3456.0,,5112,modern,,,2024-09-21 00:00:00.000 UTC,,,,,,0.0022884347319019056,,0.0022884347319019056,2280149,,2280149.0,,,5.85539573477687,,5.85539573477687,Ham,,25,,25.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4547841574372864,1.0050230743323072,1.0068269356483555,2009.3023255813953,43200.0,23402.0,42026,modern,base,eigenda base,2024-06-29 00:00:00.000 UTC,,,,0.000372308982075328,1.261433697634381,0.0014546942169147642,0.0012798446239623282,0.000174849592952436,1447112,1273448.0,173664.0,0.000907535641887,3.0748532465907616,4.928595219953417,4.336286944225143,0.5923082757282745,Donatuz,43.0,45,43.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,40.19180423921109,1.1083360765466932,1.1086492074514578,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-04-10 00:00:00.000 UTC,,,,3.2341348034179995e-05,0.11347647722955115,0.0023280138052572804,0.0011728190694801801,0.0011551947357771,2100164,1058180.0,1041984.0,0.0011404777214460004,4.001628724159465,8.172479864439671,4.115105201389016,4.057374663050655,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.473729094335685,1.006160907067453,1.0056743355,1800.0,43200.0,25975.0,42026,modern,base,eigenda base,2024-07-12 00:00:00.000 UTC,,,,0.00041353365087234403,1.283491143134191,0.001602431983848694,0.001427746351772344,0.00017468563207635,1592704,1419004.0,173700.0,0.0010142127009000002,3.147995090254777,4.974535894818889,4.431486233388968,0.5430496614299206,Donatuz,48.0,50,48.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4908033269800383,1.0054735869003946,1.0047820299391323,1800.0,43200.0,25777.0,42026,modern,base,eigenda base,2024-07-13 00:00:00.000 UTC,,,,0.00041002854332153603,1.291508896808667,0.001598056019866604,0.0014235374386505361,0.000174518581216068,1589476,1415788.0,173688.0,0.001013508895329,3.1922094146875493,5.031527165647662,4.483718311496217,0.5478088541514452,Donatuz,48.0,50,48.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0112892523278636,,43200.0,,8853,modern,,,2024-07-16 00:00:00.000 UTC,,,,,,0.00017564880765832199,,0.00017564880765832199,173688,,173688.0,,,0.602896368044614,,0.602896368044614,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.004650878608905,,43200.0,,969,modern,,,2024-06-24 00:00:00.000 UTC,,,,,,0.000201986063795199,,0.000201986063795199,201051,,201051.0,,,0.6758961452996661,,0.6758961452996661,EthXY,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.005448572510536,,43200.0,,8853,modern,,,2024-08-22 00:00:00.000 UTC,,,,,,0.00017463435166221,,0.00017463435166221,173688,,173688.0,,,0.45749312947608367,,0.45749312947608367,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.006692056,,43200.0,,8853,modern,,,2024-05-29 00:00:00.000 UTC,,,,,,0.000174838249517856,,0.000174838249517856,173676,,173676.0,,,0.6646313473664247,,0.6646313473664247,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0042485349999999,,43200.0,,8853,modern,,,2024-07-05 00:00:00.000 UTC,,,,,,0.00017438976659982,,0.00017438976659982,173652,,173652.0,,,0.511339125073348,,0.511339125073348,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0721065257138958,,43200.0,,8853,modern,,,2024-04-27 00:00:00.000 UTC,,,,,,0.000186186307681578,,0.000186186307681578,173664,,173664.0,,,0.5926765883860665,,0.5926765883860665,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0036258784999998,,43200.0,,8853,modern,,,2024-09-28 00:00:00.000 UTC,,,,,,0.00017432981509545,,0.00017432981509545,173700,,173700.0,,,0.4673904986771421,,0.4673904986771421,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0116171570720252,,3600.0,,5112,modern,,,2024-07-19 00:00:00.000 UTC,,,,,,0.002262615305256318,,0.002262615305256318,2236632,,2236632.0,,,7.802305885464986,,7.802305885464986,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0170450179331436,,3600.0,,5112,modern,,,2024-06-12 00:00:00.000 UTC,,,,,,0.0022744625235846774,,0.0022744625235846774,2236344,,2236344.0,,,8.081254630831738,,8.081254630831738,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0046745637173127,,3600.0,,5112,modern,,,2024-08-25 00:00:00.000 UTC,,,,,,0.0022470028861328283,,0.0022470028861328283,2236548,,2236548.0,,,6.213536525033728,,6.213536525033728,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.59888317170091,1.0071999106421352,1.0073520812582022,1252.1739130434783,6646.153846153846,2829.0,4653,modern,base,celestia,2024-08-14 00:00:00.000 UTC,,,,4.129933474142401e-05,0.11138537870233106,0.0025834661478593406,0.0015007318956564242,0.0010827342522029162,2564836,1490004.0,1074832.0,0.0014594325609149997,3.9361669338596528,6.968102850272062,4.047552312561983,2.9205505377100787,Gold,69.0,82,69.0,13.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,37.6367658448312,1.036634073250673,1.0356478623835534,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-05-20 00:00:00.000 UTC,,,,3.021208213476e-05,0.09650003784400957,0.002176061482592322,0.00109690812480576,0.0010791533577865621,2100152,1058144.0,1042008.0,0.0010666960426710002,3.4071584793060707,6.931345870601003,3.5036585171500803,3.427687353450923,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.600060931455914,1.0068790018104796,1.0066271488267673,1004.6511627906976,7200.0,3526.0,4653,modern,base,celestia,2024-09-20 00:00:00.000 UTC,,,,5.1439392039219996e-05,0.1302122432086404,0.0029190905214793363,0.0018698629117142203,0.001049227609765116,2899408,1857088.0,1042320.0,0.001818423519675,4.60311193496198,7.388468574701919,4.733324178170621,2.655144396531298,Gold,86.0,98,86.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.5184113452824,1.0046234767211668,1.0042389511308631,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-07-08 00:00:00.000 UTC,,,,2.924260832848001e-05,0.08706845156388233,0.002109437209563862,0.0010630001377064798,0.0010464370718573821,2100128,1058108.0,1042020.0,0.0010337575293780002,3.077980400623436,6.283151091699368,3.1650488521873177,3.11810223951205,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.482986960732821,1.0113422079131538,1.0079189115293283,1489.655172413793,43200.0,31456.0,42026,modern,base,eigenda base,2024-07-21 00:00:00.000 UTC,,,,0.0005040176458786519,1.7667103305328895,0.0019108947772483575,0.0017358313573426515,0.000175063419905706,1890052,1716364.0,173688.0,0.0012318137114640003,4.317827533281535,6.699936534359547,6.084537863814425,0.6153986705451219,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.89090025708428,1.0164639568402474,1.0161122662461377,1028.5714285714287,6646.153846153846,3444.0,4653,modern,base,celestia,2024-07-20 00:00:00.000 UTC,,,,5.0802848499072e-05,0.178054995020811,0.0029909892958567136,0.0018438452884290712,0.0011471440074276422,2942934,1813980.0,1128954.0,0.0017930424399299994,6.284282327526556,10.482457959306469,6.462337322547368,4.020120636759102,Gold,84.0,97,84.0,13.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.43099102755083,1.002772410124129,1.0026913814165908,1167.5675675675675,7200.0,3034.0,4653,modern,base,celestia,2024-10-05 00:00:00.000 UTC,,,,4.4105964223795994e-05,0.10649589254348034,0.0026474793862150525,0.0016024142670197964,0.0010450651191952558,2640244,1597984.0,1042260.0,0.0015583083027959999,3.7625975991476284,6.392850429670236,3.869093491691108,2.5237569379791283,Gold,74.0,86,74.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.3158387063432917,1.0033263273210262,1.0024129799193036,1489.655172413793,43200.0,33340.0,42026,modern,base,eigenda base,2024-08-11 00:00:00.000 UTC,,,,0.0005301936692592241,1.3966210572798252,0.0019263523234374477,0.0017522452177812238,0.000174107105656224,1920124,1746436.0,173688.0,0.0012220515485219998,3.219098139324715,5.075368705135038,4.61571919660454,0.45964950853049746,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.53634435427569,1.0048717596503192,1.0050611625278774,1167.5675675675675,7200.0,3034.0,4653,modern,base,celestia,2024-08-26 00:00:00.000 UTC,,,,4.4162000019708005e-05,0.12050755068086304,0.0026531472585065103,0.001605732818589708,0.001047414439916802,2640088,1597948.0,1042140.0,0.0015615708185700002,4.261137950873974,7.238771234029375,4.3816455015548375,2.8571257324745383,Gold,74.0,86,74.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,37.96303368349408,1.04478297488314,1.05398642502791,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-04-21 00:00:00.000 UTC,,,,3.0424019040348e-05,0.09624333267833529,0.0022037427524796305,0.0011055057613833484,0.0010982369910962821,2100104,1058120.0,1041984.0,0.0010750817423429999,3.4009296772863085,6.96762435986547,3.4971730099646434,3.470451349900826,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.54616930033627,1.006332718347164,1.0066216635151188,1107.6923076923076,7200.0,3198.0,4653,modern,base,celestia,2024-08-20 00:00:00.000 UTC,,,,4.667376456659599e-05,0.12284192225431514,0.002744087404545242,0.001695046704129596,0.0010490407004156458,2726520,1684380.0,1042140.0,0.0016483729395630003,4.338354032693823,7.224727498943375,4.461195954948137,2.7635315439952386,Gold,78.0,90,78.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.62097482784706,1.0086198679405554,1.0085401601691037,1122.077922077922,7200.0,3157.0,4653,modern,base,celestia,2024-08-27 00:00:00.000 UTC,,,,4.6190877722083996e-05,0.12131866206112835,0.0027281812269326364,0.0016771290819320845,0.001051052145000552,2704948,1662796.0,1042152.0,0.0016309382042100002,4.283551685024199,7.168832076534878,4.404870347085326,2.763961729449552,Gold,77.0,89,77.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.454416058957997,1.0046965310335756,1.005843013,1800.0,43200.0,26120.0,42026,modern,base,eigenda base,2024-07-08 00:00:00.000 UTC,,,,0.00041533737935800004,1.2362814047553607,0.0016027624215507884,0.0014280716304250003,0.000174690791125788,1595072,1421396.0,173676.0,0.0010127342510670002,3.0144707779409328,4.7641766587646455,4.250752182696295,0.5134244760683511,Donatuz,48.0,50,48.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.7246517393593,1.011307330080613,1.0110974877187673,970.7865168539325,7854.545454545455,3649.0,4653,modern,base,celestia,2024-07-21 00:00:00.000 UTC,,,,5.352242336585199e-05,0.18761132669200628,0.002909559281270566,0.0019436558290578517,0.000965903452212714,2877226,1921924.0,955302.0,0.0018901334056919995,6.625462663394766,10.192989334066631,6.813073990086774,3.379915343979858,Gold,89.0,100,89.0,11.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.43865356530652,1.0019521400011928,1.0020632136444694,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-07-07 00:00:00.000 UTC,,,,2.855559277323599e-05,0.08594509302810986,0.0020826933029930456,0.001038523393111236,0.0010441699098818098,2078520,1036500.0,1042020.0,0.0010099678003380002,3.039786218474977,6.273427810315372,3.125731311503087,3.1476964988122846,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.2181330863141318,1.0021292509663666,1.002684088288241,1464.406779661017,43200.0,35327.0,42026,modern,base,eigenda base,2024-09-08 00:00:00.000 UTC,,,,0.000561480989061772,1.28363999720708,0.00197727332963938,0.0018031191357127721,0.000174154193926608,1972976,1799288.0,173688.0,0.001241638146651,2.838648567987186,4.519768638543265,4.122288565194264,0.39748007334900165,Donatuz,59.0,61,59.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.213247875191297,1.0045694253249344,1.0052997525564462,1489.655172413793,43200.0,34943.0,42026,modern,base,eigenda base,2024-09-17 00:00:00.000 UTC,,,,0.0005564967725454721,1.2930322373771743,0.0019546693605984955,0.0017800608571764715,0.000174608503422024,1945652,1771964.0,173688.0,0.0012235640846310002,2.8430021864476362,4.53965884064447,4.136034423824811,0.40362441681965877,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.3538604004272226,1.0050343946908884,1.00480299945751,1489.655172413793,43200.0,32881.0,42026,modern,base,eigenda base,2024-08-24 00:00:00.000 UTC,,,,0.0005237737174994479,1.4495874881082402,0.001922429800965224,0.001747907577595448,0.000174522223369776,1912840,1739152.0,173688.0,0.0012241338600960001,3.388123510184637,5.3190431276740275,4.837710998292877,0.48133212938115055,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4550384415722593,1.0050998322891278,1.0066193542394295,1489.655172413793,43200.0,31532.0,42026,modern,base,eigenda base,2024-08-21 00:00:00.000 UTC,,,,0.00050222663265706,1.307764599657087,0.001901273561926198,0.0017264358595270601,0.000174837702399138,1891364,1717676.0,173688.0,0.0012242092268700002,3.1876962317936375,4.94813109566978,4.495460831450725,0.45267026421905543,Donatuz,58.0,60,58.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.5103333459021,1.0036230999030018,1.0038269922497007,1167.5675675675675,7200.0,3034.0,4653,modern,base,celestia,2024-09-14 00:00:00.000 UTC,,,,4.4083183582404e-05,0.1067055719272745,0.002649974205155484,0.0016037134382894038,0.00104626076686608,2640196,1597924.0,1042272.0,0.001559630254707,3.7751444669165344,6.415035282463736,3.881850038843807,2.5331852436199296,Gold,74.0,86,74.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4095197564292152,1.005212585951993,1.0064621840920616,1464.406779661017,43200.0,32683.0,42026,modern,base,eigenda base,2024-07-30 00:00:00.000 UTC,,,,0.0005207039113903079,1.7254101547513916,0.0019409648964978897,0.0017661544926673078,0.000174810403830582,1930684,1756996.0,173688.0,0.001245450581277,4.126723372755907,6.431594883665003,5.852133527507297,0.5794613561577067,Donatuz,59.0,61,59.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.58253772602227,1.005984086219345,1.006787358417579,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-07 00:00:00.000 UTC,,,,2.9270029198344e-05,0.11060634034528195,0.0021135203009106304,0.0010644277376923442,0.001049092563218286,2100116,1058096.0,1042020.0,0.0010351577084939999,3.9116372684203524,7.985437691152803,4.022243608765636,3.963194082387167,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.56687810065293,1.0052308233063303,1.0052645706481802,1152.0,7200.0,3075.0,4653,modern,base,celestia,2024-09-11 00:00:00.000 UTC,,,,4.475290561106801e-05,0.1047136893921763,0.002675762600714536,0.001627991422961068,0.001047771177753468,2661804,1619520.0,1042284.0,0.0015832385173499995,3.704433738142173,6.262271468926523,3.8091474275343495,2.453124041392173,Gold,75.0,87,75.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.53860302305332,1.0051789392604877,1.0049490522689128,1763.265306122449,7200.0,2009.0,4653,modern,base,celestia,2024-06-29 00:00:00.000 UTC,,,,2.9258691103035995e-05,0.09913003246702722,0.0021107407697310344,0.0010635878770630363,0.001047152892667998,2100104,1058108.0,1041996.0,0.0010343291859599999,3.5043615800462877,7.153137473324578,3.603491612513314,3.549645860811264,Gold,49.0,61,49.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.41560283097248,1.0026228460661781,1.0026777127792907,1309.090909090909,7200.0,2706.0,4653,modern,base,celestia,2024-08-17 00:00:00.000 UTC,,,,3.934292309135999e-05,0.10257973134768274,0.00247390873672317,0.00142897818512736,0.00104493055159581,2467380,1425240.0,1042140.0,0.0013896352620359996,3.6232189873992544,6.449360988730524,3.725798718746939,2.7235622699835846,Gold,66.0,78,66.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,37.40652045061663,1.030775950380211,1.034444162276998,1350.0,7200.0,2624.0,4653,modern,base,celestia,2024-07-24 00:00:00.000 UTC,,,,3.925693001228399e-05,0.13483752490089537,0.0025025925212308975,0.0014246189486052834,0.001077973572625614,2424164,1382084.0,1042080.0,0.0013853620185930006,4.758392983449196,8.593532386358428,4.89323050835009,3.7003018780083377,Gold,64.0,76,64.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,3.4536374091495783,1.0055232270023102,1.0069867966136679,1920.0,43200.0,24523.0,42026,modern,base,eigenda base,2024-07-05 00:00:00.000 UTC,,,,0.00039027586378504397,1.154851836620914,0.00151537254570716,0.001340495190660044,0.000174877355047116,1506796,1333132.0,173664.0,0.0009502193268749999,2.811827939501947,4.487474684797764,3.9666797761228603,0.5207949086749033,Donatuz,45.0,47,45.0,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.45504196279417,1.0028132073677751,1.0029173712964288,1107.6923076923076,7200.0,3198.0,4653,modern,base,celestia,2024-10-06 00:00:00.000 UTC,,,,4.646233105918e-05,0.11289287274508607,0.002734419174633418,0.0016890703751921798,0.001045348799441238,2726640,1684332.0,1042308.0,0.001642608044133,3.9911680891178847,6.642605243831454,4.104060961862971,2.5385442819684827,Gold,78.0,90,78.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,36.558088612067166,1.0058615951021128,1.0058139070008405,1122.077922077922,7200.0,3157.0,4653,modern,base,celestia,2024-08-30 00:00:00.000 UTC,,,,4.601616051284799e-05,0.11566310445276479,0.0027207053303415878,0.001672494355532848,0.00104821097480874,2704900,1662748.0,1042152.0,0.0016264781950199997,4.088203379346566,6.836326398854954,4.203866483799331,2.632459915055623,Gold,77.0,89,77.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,40.52449051959403,1.11521039028995,1.1204860648211896,1800.0,7200.0,1968.0,4653,modern,base,celestia,2024-05-23 00:00:00.000 UTC,,,,3.1807295676900006e-05,0.12077595874627493,0.0023235112238498756,0.0011559423345849,0.0011675688892649758,2078544,1036524.0,1042020.0,0.001124135038908,4.268521507927264,8.81556921398561,4.389297466673538,4.426271747312072,Gold,48.0,60,48.0,12.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.003864103623757,,3600.0,,5112,modern,,,2024-06-04 00:00:00.000 UTC,,,,,,0.0022449734185851244,,0.0022449734185851244,2236332,,2236332.0,,,8.496680719543402,,8.496680719543402,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0026246075983896,,3600.0,,5112,modern,,,2024-08-17 00:00:00.000 UTC,,,,,,0.002242454155360836,,0.002242454155360836,2236584,,2236584.0,,,5.846755500852805,,5.846755500852805,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0543115229931246,,43200.0,,8853,modern,,,2024-04-15 00:00:00.000 UTC,,,,,,0.000183095956329078,,0.000183095956329078,173664,,173664.0,,,0.5810095672645149,,0.5810095672645149,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0029197115,,43200.0,,8853,modern,,,2024-08-17 00:00:00.000 UTC,,,,,,0.00017420715388755,,0.00017420715388755,173700,,173700.0,,,0.45382624358187945,,0.45382624358187945,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0049053091171951,,3456.0,,969,modern,,,2024-07-09 00:00:00.000 UTC,,,,,,0.0023411831684423314,,0.0023411831684423314,2329755,,2329755.0,,,7.180191421916568,,7.180191421916568,EthXY,,25,,25.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0024039055,,43200.0,,8853,modern,,,2024-10-06 00:00:00.000 UTC,,,,,,0.000174141616079082,,0.000174141616079082,173724,,173724.0,,,0.4242017485910792,,0.4242017485910792,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0060530300540949,,3456.0,,969,modern,,,2024-07-27 00:00:00.000 UTC,,,,,,0.0023439053675791198,,0.0023439053675791198,2329803,,2329803.0,,,7.668753505128722,,7.668753505128722,EthXY,,25,,25.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0038275545260467,,43200.0,,8853,modern,,,2024-09-11 00:00:00.000 UTC,,,,,,0.00017435280029052,,0.00017435280029052,173688,,173688.0,,,0.407118141778234,,0.407118141778234,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0027792231929067,,3600.0,,5112,modern,,,2024-10-05 00:00:00.000 UTC,,,,,,0.002242763866073649,,0.002242763866073649,2236548,,2236548.0,,,5.413343144882332,,5.413343144882332,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0049869348772713,,3600.0,,5112,modern,,,2024-06-29 00:00:00.000 UTC,,,,,,0.002247496501891176,,0.002247496501891176,2236344,,2236344.0,,,7.615975488216265,,7.615975488216265,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0054410471410056,,3600.0,,5112,modern,,,2024-09-11 00:00:00.000 UTC,,,,,,0.0022487412936862527,,0.0022487412936862527,2236572,,2236572.0,,,5.262637916508732,,5.262637916508732,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0119651552757472,,3600.0,,5112,modern,,,2024-07-17 00:00:00.000 UTC,,,,,,0.0022633207876835244,,0.0022633207876835244,2236560,,2236560.0,,,7.821753988339269,,7.821753988339269,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0050266346893657,,43200.0,,8853,modern,,,2024-08-06 00:00:00.000 UTC,,,,,,0.00017453694548669402,,0.00017453694548669402,173664,,173664.0,,,0.4376823573622984,,0.4376823573622984,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0119293575,,43200.0,,8853,modern,,,2024-08-04 00:00:00.000 UTC,,,,,,0.00017574784309317,,0.00017574784309317,173676,,173676.0,,,0.49763661751607846,,0.49763661751607846,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.00728086,,43200.0,,8853,modern,,,2024-07-12 00:00:00.000 UTC,,,,,,0.00017496468538200002,,0.00017496468538200002,173700,,173700.0,,,0.5440865559718753,,0.5440865559718753,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.012891545274347,,3600.0,,969,modern,,,2024-07-29 00:00:00.000 UTC,,,,,,0.0022653805598002504,,0.0022653805598002504,2236548,,2236548.0,,,7.559450160930234,,7.559450160930234,EthXY,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.006407131893927,,3600.0,,969,modern,,,2024-07-14 00:00:00.000 UTC,,,,,,0.002250877858023099,,0.002250877858023099,2236548,,2236548.0,,,7.199938094625313,,7.199938094625313,EthXY,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.003460803678389,,43200.0,,8853,modern,,,2024-09-15 00:00:00.000 UTC,,,,,,0.000174289100069292,,0.000174289100069292,173688,,173688.0,,,0.4192277180715319,,0.4192277180715319,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Chain,,,,1.0102908256525107,,3600.0,,5112,modern,,,2024-06-17 00:00:00.000 UTC,,,,,,0.00225934570271313,,0.00225934570271313,2236332,,2236332.0,,,8.023461453762042,,8.023461453762042,Ham,,24,,24.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0580413885,,43200.0,,8853,modern,,,2024-04-19 00:00:00.000 UTC,,,,,,0.000183756396189126,,0.000183756396189126,173676,,173676.0,,,0.5684482154669408,,0.5684482154669408,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0036729627626961,,43200.0,,8853,modern,,,2024-09-24 00:00:00.000 UTC,,,,,,0.000174313905480774,,0.000174313905480774,173676,,173676.0,,,0.46086276210307586,,0.46086276210307586,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0043483745000001,,43200.0,,8853,modern,,,2024-07-13 00:00:00.000 UTC,,,,,,0.000174431208289662,,0.000174431208289662,173676,,173676.0,,,0.549481625747531,,0.549481625747531,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
OP Stack fork,,,,1.0461522084698385,,43200.0,,8853,modern,,,2024-05-20 00:00:00.000 UTC,,,,,,0.000181678977131706,,0.000181678977131706,173664,,173664.0,,,0.5767191611686846,,0.5767191611686846,Clique STP,,2,,2.0,base,base,,2024-10-07 02:35:37.299792
