dt,dune_schema,has_eth_tfer,has_eth_tfer_desc,has_event_log,has_event_log_desc,has_rev_dev,has_rev_dev_desc,is_contract_tx,is_contract_tx_desc,num_raw_transactions,sum_gas_used,tx_success,tx_success_desc,last_updated
2024-03-07 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,True,revdev,True,contract tx,37678,14622221447,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-31 00:00:00.000 UTC,base,False,no eth tfer,True,has event,False,not revdev,True,contract tx,19731,5208902328,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-26 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,126088,199080832846,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-19 00:00:00.000 UTC,base,False,no eth tfer,True,has event,True,revdev,True,contract tx,306988,70171777305,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-28 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,False,not revdev,True,contract tx,408,50254155,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-14 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,26858,5375630113,True,success,2024-05-16 00:33:20.268740+00:00
2024-05-03 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,False,not revdev,True,contract tx,1094,84767445,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-29 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,23779,3282917431,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-06 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,False,not revdev,True,contract tx,52,25247274,True,success,2024-05-16 00:33:20.268740+00:00
2023-06-19 00:00:00.000 UTC,zora,True,eth tfer,True,has event,False,not revdev,True,contract tx,1,112125,True,success,2024-05-16 00:33:20.268740+00:00
2023-06-02 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,2862,323091237,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-15 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,1811,38031000,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-05 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,5112,3018933015,True,success,2024-05-16 00:33:20.268740+00:00
2024-05-08 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,84182,1767822000,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-16 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,2224,666615932,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-27 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,True,contract tx,492,45526788,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-02 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,True,contract tx,560,79093442,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-26 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,5241,858678402,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-23 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,1305,27405000,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-01 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,796,296473026,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-08 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,116,2436000,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-06 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,3591,1689449248,False,failed,2024-05-16 00:33:20.268740+00:00
2024-04-29 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,779,44088152,False,failed,2024-05-16 00:33:20.268740+00:00
2023-12-23 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,691,153389739,False,failed,2024-05-16 00:33:20.268740+00:00
2023-12-30 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,406,1222184247,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-29 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,True,contract tx,695,50146079,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-02 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,True,revdev,True,contract tx,469,19707216,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-06 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,468,103799126,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-15 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,354,85639353,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-10 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,236750,76821106916,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-10 00:00:00.000 UTC,base,True,eth tfer,True,has event,True,revdev,True,contract tx,768030,146720209292,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-11 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,193261,103785827787,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-28 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,110019,195614753712,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-04 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,16536,2813547217,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-07 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,False,not revdev,True,contract tx,399,47784328,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-11 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,185,91715823,True,success,2024-05-16 00:33:20.268740+00:00
2023-05-19 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,5307,2711218823,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-01 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,True,contract tx,928,20032659,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-13 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,6912,511788202,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-29 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,24118,506478000,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-10 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,903,18963000,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-12 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,6318,1461944635,False,failed,2024-05-16 00:33:20.268740+00:00
2023-12-24 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,10219,642181832,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-21 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,True,contract tx,678,14289156,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-02 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,7312,471871037,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-23 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,True,revdev,True,contract tx,679,40044408,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-21 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,True,contract tx,648,35748601,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-02 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,2946,61866000,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-08 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,6632,1243149453,False,failed,2024-05-16 00:33:20.268740+00:00
2024-02-12 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,True,revdev,True,contract tx,1485,57210476,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-14 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,4117,879969688,False,failed,2024-05-16 00:33:20.268740+00:00
2024-05-10 00:00:00.000 UTC,zora,True,eth tfer,False,no events,True,revdev,True,contract tx,276,22973650,False,failed,2024-05-16 00:33:20.268740+00:00
2023-07-08 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,218,246181854,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-20 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,210,106853040,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-24 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,280,63320842,False,failed,2024-05-16 00:33:20.268740+00:00
2023-07-24 00:00:00.000 UTC,zora,True,eth tfer,False,no events,True,revdev,True,contract tx,67,3229889,False,failed,2024-05-16 00:33:20.268740+00:00
2024-04-04 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,True,contract tx,18,1287479,False,failed,2024-05-16 00:33:20.268740+00:00
2023-07-15 00:00:00.000 UTC,zora,True,eth tfer,False,no events,True,revdev,True,contract tx,28,2186596,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-08 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,False,non-contract tx,1,21000,False,failed,2024-05-16 00:33:20.268740+00:00
2024-04-19 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,343396,170993517181,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-03 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,True,revdev,True,contract tx,99969,44901092940,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-03 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,143479,192987114418,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-20 00:00:00.000 UTC,base,False,no eth tfer,True,has event,False,not revdev,True,contract tx,2473,654601852,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-19 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,False,not revdev,True,contract tx,40457,2287254195,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-26 00:00:00.000 UTC,base,False,no eth tfer,True,has event,False,not revdev,True,contract tx,2483,337060120,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-23 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,False,not revdev,True,contract tx,280,60953032,True,success,2024-05-16 00:33:20.268740+00:00
2023-06-14 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,2,54658,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-01 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,27938,586698000,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-05 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,24075,505575000,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-17 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,10050,2123649992,False,failed,2024-05-16 00:33:20.268740+00:00
2023-09-01 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,224,132110705,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-18 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,24724,4017413163,False,failed,2024-05-16 00:33:20.268740+00:00
2024-05-11 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,True,revdev,True,contract tx,7138,3311712548,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-25 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,853,17913000,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-09 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,True,contract tx,4784,100697200,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-12 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,2403,246277885,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-17 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,136,2856000,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-25 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,13243,2432183144,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-16 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,2423,564162762,False,failed,2024-05-16 00:33:20.268740+00:00
2024-05-13 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,369,34208422,False,failed,2024-05-16 00:33:20.268740+00:00
2024-02-12 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,7138,149898000,True,success,2024-05-16 00:33:20.268740+00:00
2023-06-30 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,1331,102872653,False,failed,2024-05-16 00:33:20.268740+00:00
2023-11-03 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,273,855432981,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-14 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,True,contract tx,51,1111162,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-18 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,True,contract tx,6,131352,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-26 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,163,20832551,False,failed,2024-05-16 00:33:20.268740+00:00
2023-06-13 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,215,421388273,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-13 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,True,contract tx,25,19359631,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-10 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,12,252000,True,success,2024-05-16 00:33:20.268740+00:00
2024-05-07 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,False,non-contract tx,7,147000,False,failed,2024-05-16 00:33:20.268740+00:00
2023-12-30 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,True,contract tx,1,21256,False,failed,2024-05-16 00:33:20.268740+00:00
2024-03-13 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,False,non-contract tx,3,63000,False,failed,2024-05-16 00:33:20.268740+00:00
2023-12-27 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,True,contract tx,1,21838,False,failed,2024-05-16 00:33:20.268740+00:00
2023-07-25 00:00:00.000 UTC,zora,True,eth tfer,False,no events,False,not revdev,True,contract tx,1,72701,False,failed,2024-05-16 00:33:20.268740+00:00
2023-07-26 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,False,not revdev,True,contract tx,49807,2817318034,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-14 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,True,revdev,True,contract tx,112058,50947884873,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-30 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,True,revdev,True,contract tx,51046,15574779973,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-14 00:00:00.000 UTC,base,False,no eth tfer,True,has event,True,revdev,True,contract tx,109038,63578836563,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-12 00:00:00.000 UTC,base,False,no eth tfer,True,has event,False,not revdev,True,contract tx,31735,9112204166,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-09 00:00:00.000 UTC,base,True,eth tfer,True,has event,True,revdev,True,contract tx,103857,33741320054,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-14 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,16880,3077603588,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-23 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,True,revdev,True,contract tx,3660,2423484057,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-07 00:00:00.000 UTC,zora,True,eth tfer,True,has event,False,not revdev,True,contract tx,977,46287970,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-09 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,True,revdev,True,contract tx,23133,3392771941,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-11 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,True,revdev,True,contract tx,15567,2337652357,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-30 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,483,363353917,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-03 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,875,112328738,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-28 00:00:00.000 UTC,zora,True,eth tfer,False,no events,True,revdev,True,contract tx,23,696923,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-22 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,46184,6443144343,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-08 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,635,301768233,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-03 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,21722,456162000,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-15 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,19819,416199000,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-09 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,True,contract tx,406,8859209,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-03 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,2070,932624361,False,failed,2024-05-16 00:33:20.268740+00:00
2023-10-18 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,2143,273090824,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-17 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,591,52188233,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-04 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,4039,717558801,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-19 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,173,4732327,False,failed,2024-05-16 00:33:20.268740+00:00
2023-10-19 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,True,contract tx,488,84581325,False,failed,2024-05-16 00:33:20.268740+00:00
2023-10-21 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,625,13125000,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-11 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,True,contract tx,68,132151231,False,failed,2024-05-16 00:33:20.268740+00:00
2023-07-22 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,57,6982516,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-22 00:00:00.000 UTC,zora,True,eth tfer,False,no events,True,revdev,True,contract tx,14,481397,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-23 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,False,non-contract tx,1,21000,False,failed,2024-05-16 00:33:20.268740+00:00
2024-05-07 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,True,revdev,True,contract tx,60630,15669654016,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-26 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,True,revdev,True,contract tx,107014,29655327320,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-26 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,False,not revdev,True,contract tx,26712,1453405093,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-21 00:00:00.000 UTC,base,False,no eth tfer,True,has event,True,revdev,True,contract tx,679668,119540266418,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-26 00:00:00.000 UTC,base,True,eth tfer,True,has event,False,not revdev,True,contract tx,2239,95445610,True,success,2024-05-16 00:33:20.268740+00:00
2023-06-23 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,5027,518829615,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-28 00:00:00.000 UTC,base,True,eth tfer,True,has event,False,not revdev,True,contract tx,2350,98767293,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-25 00:00:00.000 UTC,zora,True,eth tfer,True,has event,False,not revdev,True,contract tx,49,4289975,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-02 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,False,not revdev,True,contract tx,104,30270553,True,success,2024-05-16 00:33:20.268740+00:00
2023-05-22 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,4411,1916795876,False,failed,2024-05-16 00:33:20.268740+00:00
2023-10-03 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,114923,3705808831,False,failed,2024-05-16 00:33:20.268740+00:00
2023-08-21 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,249374,10300057055,False,failed,2024-05-16 00:33:20.268740+00:00
2023-10-24 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,6891,409916471,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-10 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,True,revdev,True,contract tx,7520,625999036,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-19 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,True,revdev,True,contract tx,664,28844085,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-26 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,True,contract tx,19366,427942950,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-18 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,66043,1386903000,True,success,2024-05-16 00:33:20.268740+00:00
2024-05-12 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,67963,9306157915,False,failed,2024-05-16 00:33:20.268740+00:00
2024-04-27 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,True,contract tx,7552,162196778,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-30 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,638,591888582,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-23 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,1498,31458000,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-17 00:00:00.000 UTC,base,False,no eth tfer,False,no events,True,revdev,True,contract tx,1711,244436318,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-23 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,392,8232000,True,success,2024-05-16 00:33:20.268740+00:00
2024-01-13 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,276,100263055,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-04 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,False,non-contract tx,19598,411558000,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-15 00:00:00.000 UTC,base,True,eth tfer,False,no events,True,revdev,True,contract tx,752,4198787278,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-02 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,True,revdev,True,contract tx,1220,57081624,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-07 00:00:00.000 UTC,base,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,345,7245000,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-13 00:00:00.000 UTC,base,True,eth tfer,False,no events,False,not revdev,True,contract tx,108,3862656,True,success,2024-05-16 00:33:20.268740+00:00
2024-05-11 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,251,67973140,True,success,2024-05-16 00:33:20.268740+00:00
2023-08-17 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,True,contract tx,99,14394399,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-26 00:00:00.000 UTC,optimism,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,239,5019000,True,success,2024-05-16 00:33:20.268740+00:00
2023-06-16 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,True,contract tx,6,382509,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-14 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,False,non-contract tx,7,147000,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-28 00:00:00.000 UTC,zora,False,no eth tfer,False,no events,False,not revdev,True,contract tx,2,199068,False,failed,2024-05-16 00:33:20.268740+00:00
2023-09-17 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,False,not revdev,True,contract tx,2,156782,False,failed,2024-05-16 00:33:20.268740+00:00
2024-01-06 00:00:00.000 UTC,base,False,no eth tfer,True,has event,True,revdev,True,contract tx,165102,49249450190,True,success,2024-05-16 00:33:20.268740+00:00
2024-03-21 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,True,revdev,True,contract tx,332970,172560420494,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-23 00:00:00.000 UTC,optimism,False,no eth tfer,True,has event,False,not revdev,True,contract tx,28989,1664952485,True,success,2024-05-16 00:33:20.268740+00:00
2024-04-17 00:00:00.000 UTC,base,True,eth tfer,True,has event,False,not revdev,True,contract tx,7479,319848258,True,success,2024-05-16 00:33:20.268740+00:00
2023-10-21 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,False,not revdev,True,contract tx,334,60633128,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-27 00:00:00.000 UTC,base,False,no eth tfer,True,has event,True,revdev,True,contract tx,5877,923236417,True,success,2024-05-16 00:33:20.268740+00:00
2024-02-23 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,24874,3930367772,True,success,2024-05-16 00:33:20.268740+00:00
2023-07-25 00:00:00.000 UTC,zora,False,no eth tfer,True,has event,False,not revdev,True,contract tx,68,40253198,True,success,2024-05-16 00:33:20.268740+00:00
2023-12-12 00:00:00.000 UTC,zora,True,eth tfer,True,has event,True,revdev,True,contract tx,19624,3450764026,True,success,2024-05-16 00:33:20.268740+00:00
2023-11-07 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,False,not revdev,True,contract tx,526,77920019,True,success,2024-05-16 00:33:20.268740+00:00
2023-05-19 00:00:00.000 UTC,optimism,True,eth tfer,True,has event,False,not revdev,True,contract tx,329,56203982,True,success,2024-05-16 00:33:20.268740+00:00
2023-09-18 00:00:00.000 UTC,optimism,True,eth tfer,False,no events,True,revdev,True,contract tx,125,11984453,True,success,2024-05-16 00:33:20.268740+00:00
