block_time,block_number,chain_name,vault_name,vault_address,alltime_revenue_native
2023-09-07 07:59:43,109237403,op mainnet,SequencerFeeVault,0x4200000000000000000000000000000000000011,1188.6465969017677
2023-09-07 07:59:43,109237403,op mainnet,BaseFeeVault,0x4200000000000000000000000000000000000019,243.30583961419757
2023-09-07 07:59:43,109237403,op mainnet,L1FeeVault,0x420000000000000000000000000000000000001A,3744.358928196656
2023-09-07 07:59:47,3642112,base,SequencerFeeVault,0x4200000000000000000000000000000000000011,1651.0611450972651
2023-09-07 07:59:47,3642112,base,BaseFeeVault,0x4200000000000000000000000000000000000019,354.56990701761225
2023-09-07 07:59:47,3642112,base,L1FeeVault,0x420000000000000000000000000000000000001A,1100.046346567413
2023-09-07 07:59:51,3689876,zora network,SequencerFeeVault,0x4200000000000000000000000000000000000011,168.19065860509977
2023-09-07 07:59:51,3689876,zora network,BaseFeeVault,0x4200000000000000000000000000000000000019,2.0905290775129e-05
2023-09-07 07:59:51,3689876,zora network,L1FeeVault,0x420000000000000000000000000000000000001A,134.90021616561003
2023-09-07 07:59:55,2483434,public goods network,SequencerFeeVault,0x4200000000000000000000000000000000000011,4.999670090229496
2023-09-07 07:59:55,2483434,public goods network,BaseFeeVault,0x4200000000000000000000000000000000000019,1.768365362e-07
2023-09-07 07:59:55,2483434,public goods network,L1FeeVault,0x420000000000000000000000000000000000001A,2.8388552542059777
2023-09-07 08:00:02,2319879,opbnb,SequencerFeeVault,0x4200000000000000000000000000000000000011,112.44275025109444
2023-09-07 08:00:02,2319879,opbnb,BaseFeeVault,0x4200000000000000000000000000000000000019,1.234907969533e-06
2023-09-07 08:00:02,2319879,opbnb,L1FeeVault,0x420000000000000000000000000000000000001A,27.536568751846627
2023-09-07 08:59:47,109239206,op mainnet,SequencerFeeVault,0x4200000000000000000000000000000000000011,1189.1757344991654
2023-09-07 08:59:47,109239206,op mainnet,BaseFeeVault,0x4200000000000000000000000000000000000019,243.30584006014996
2023-09-07 08:59:47,109239206,op mainnet,L1FeeVault,0x420000000000000000000000000000000000001A,3745.273908264092
2023-09-07 08:59:53,3643886,base,SequencerFeeVault,0x4200000000000000000000000000000000000011,1651.4674829599203
2023-09-07 08:59:53,3643886,base,BaseFeeVault,0x4200000000000000000000000000000000000019,354.7931037296016
2023-09-07 08:59:53,3643886,base,L1FeeVault,0x420000000000000000000000000000000000001A,1100.752437892028
