alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,chain_id,data_availability_data_source,data_availability_layer,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,output_root_data_source,output_root_layer,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Chain,6.113207547169813e-08,Infinity,13.841153497981134,11.769905387093672,0.0,34443,ethereum,ethereum,2024-07-05 00:00:00.000 UTC,8.493465599999993e-10,13893632.0,2.53563751366656e-06,0.0,0.0,0.04172986924061636,0.01540520469259956,0.026324664548016807,3349608,1113000.0,2236608.0,0.015405203843253001,45.1707491963116,122.37122825765806,45.17075173194913,77.20047652570892,Mode,106.0,77,53.0,24.0,ethereum,ethereum,1630.188679245283,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.0370370370370355e-09,Infinity,2.74507174806875,2.3932322797646046,0.0,255,ethereum,ethereum,2024-08-16 00:00:00.000 UTC,2.202009599999997e-11,21233664.0,5.7257915842559976e-08,0.0,0.0,0.02390072303137529,0.00922344109553109,0.014677281935844201,9492828,3360000.0,6132828.0,0.009223441073511,23.9722297416787,62.16238030216832,23.972229798936624,38.1901505032317,Kroma,162.0,187,160.0,27.0,ethereum,ethereum,540.0,3200.0,,2024-08-28 21:25:31.559620
OP Stack fork,,560.3866035637159,15.46540420633333,15.575488507280365,492.0,424,ethereum,ethereum,2024-06-07 00:00:00.000 UTC,,,,0.00011060857088369601,0.41636866370236236,0.036472504146144454,0.004007890430879696,0.03246461371526476,2343492,259152.0,2084340.0,0.0038972818599960005,14.670707949244308,137.4203957363611,15.087076612946673,122.33331912341441,Public Goods Network,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,220.22560104703354,6.077741792,6.3012249436766625,574.0,957,ethereum,celestia,2024-07-01 00:00:00.000 UTC,,,,5.071267751244801e-05,0.17614888270042914,0.015518952193919758,0.0018375687643604477,0.01368138342955931,2473570,302344.0,2171226.0,0.001786856086848,6.206588148840623,53.93515786092087,6.382737031541052,47.55242082937981,Derive,14.0,39,14.0,25.0,ethereum,ethereum,6171.428571428572,3456.0,,2024-08-28 21:25:31.559620
OP Chain,4.7142857142857145e-09,Infinity,11.080667457285713,14.069464228,0.0,254,ethereum,ethereum,2024-07-17 00:00:00.000 UTC,4.325376e-12,917504.0,1.49081751552e-08,0.0,0.0,0.004250927890861824,0.001628858120546376,0.002622069770315448,333366,147000.0,186366.0,0.001628858116221,5.605855864605864,14.592822815853886,5.605855879514039,8.986966936339847,SwanChain,7.0,9,7.0,2.0,ethereum,ethereum,12342.857142857143,43200.0,,2024-08-28 21:25:31.559620
OP Chain,,205.6283423584243,5.062916197505694,,2584.0,690,ethereum,op-plasma,2024-07-24 00:00:00.000 UTC,,,,0.00020400373853420001,0.6993588591083445,0.0082843890189842,0.0082843890189842,,1636288,1636288.0,,0.008080385280449997,27.70057749031816,28.399936349426504,28.399936349426504,,Redstone,76.0,76,76.0,,,,1136.842105263158,,,2024-08-28 21:25:31.559620
OP Chain,,96.41627869350583,2.6574156561446367,2.6168031193506995,615.0,957,ethereum,celestia,2024-08-16 00:00:00.000 UTC,,,,2.371490330662e-05,0.061667484590496556,0.006315181555725922,0.00086081133866362,0.005454370217062302,2408292,323928.0,2084364.0,0.0008370964353570001,2.1767977583900717,16.43239555562762,2.2384652429805683,14.193930312647055,Derive,15.0,39,15.0,24.0,ethereum,ethereum,5760.0,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,62.134355942138335,1.711522334096055,1.7581683882258827,2952.0,2410,ethereum,celestia,2024-08-23 00:00:00.000 UTC,,,,7.326498235789998e-05,0.19746166456281303,0.003599910923918217,0.002661122847677901,0.000938788076240316,2088786,1554828.0,533958.0,0.0025878578653199995,6.974726369236649,9.714705875661664,7.172188033799465,2.542517841862199,Karak,72.0,78,72.0,6.0,ethereum,ethereum,1200.0,14400.0,,2024-08-28 21:25:31.559620
OP Chain,3.1279373368146168e-09,Infinity,5.723972545879895,2.722748974424048,0.0,10,ethereum,ethereum,2024-07-07 00:00:00.000 UTC,7.851212799999983e-10,251002880.0,2.3543345250304e-06,0.0,0.0,0.07354379735301068,0.04603791197163329,0.027505885381377392,18145248,8043000.0,10102248.0,0.04603791118651197,138.4122219734526,221.02344048489812,138.41222432778702,82.61121615711109,OP Mainnet,1915.0,407,383.0,24.0,ethereum,ethereum,225.5874673629243,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,671.8171155032819,18.540630411,17.560207489483997,328.0,888888888,ethereum,celestia,2024-06-05 00:00:00.000 UTC,,,,8.8401725799648e-05,0.3382957196232491,0.03980467051347871,0.003203227634847648,0.03660144287863106,2257108,172768.0,2084340.0,0.003114825909048,11.919815624309111,152.3077468324734,12.25811134393236,140.04963548854104,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.1373493975903613e-09,Infinity,13.343063350398793,12.100897463791986,0.0,81457,ethereum,ethereum,2024-05-31 00:00:00.000 UTC,1.2373196800000056e-10,108789760.0,4.6602972692480006e-07,0.0,0.0,0.2584322132238775,0.232569594321183,0.0258626189026945,19567248,17430000.0,2137248.0,0.232569594197451,876.8319695579422,974.3709130363802,876.8319700239732,97.53894301240699,Blast,830.0,854,830.0,24.0,ethereum,ethereum,104.09638554216868,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,214.00833129642947,5.28761306064,,850.0,33979,ethereum,altda,2024-07-25 00:00:00.000 UTC,,,,7.032525370651202e-05,0.22312741403517045,0.002846322110542512,0.002846322110542512,,538300,538300.0,,0.002775996856836,8.807661080335677,9.030788494370846,9.030788494370846,,Funki,25.0,25,25.0,,,,3456.0,,,2024-08-28 21:25:31.559620
OP Stack fork,,21.10234022859093,7.8474127675107574,8.15364746526087,55501.0,2410,ethereum,celestia,2024-07-15 00:00:00.000 UTC,,,,0.006051935576799705,20.72720408420773,0.022981101629863304,0.018627592024146707,0.004353509605716597,2907658,2373724.0,533934.0,0.012575656447347,42.579051949307654,78.01109037120247,63.3062560335154,14.704834337687068,Karak,71.0,77,71.0,6.0,ethereum,ethereum,1216.9014084507041,14400.0,,2024-08-28 21:25:31.559620
OP Stack fork,,19.693493404456472,8.00350562530481,9.684660720382537,139384.0,169,ethereum,celestia,2024-07-05 00:00:00.000 UTC,,,,0.006410869085360636,19.078365047739947,0.10416244808526343,0.04360418712342565,0.06055826096183777,11701144,5448136.0,6253008.0,0.037193318038065,109.46780403061675,306.42888853003984,128.54616907835668,177.88271945168316,Manta Pacific,154.0,226,154.0,72.0,ethereum,ethereum,561.038961038961,1200.0,,2024-08-28 21:25:31.559620
OP Chain,1.5236842105263155e-08,Infinity,4.726004273078947,3.7587790643709718,0.0,34443,ethereum,ethereum,2024-07-14 00:00:00.000 UTC,1.5178137599999998e-10,9961472.0,4.8462938505216e-07,0.0,0.0,0.012178176676605463,0.0037713515616983767,0.008406825114907087,3034584,798000.0,2236584.0,0.003771351409917,12.062173059664575,38.93948011878447,12.062173544293962,26.877306574490515,Mode,76.0,62,38.0,24.0,ethereum,ethereum,2273.684210526316,3600.0,,2024-08-28 21:25:31.559620
OP Chain,3.56578947368421e-09,Infinity,5.390820968789472,5.127951832560507,0.0,6805,ethereum,ethereum,2024-07-25 00:00:00.000 UTC,3.552051200000001e-11,9961472.0,1.1270695419904002e-07,0.0,0.0,0.02007253764607407,0.008603750301708513,0.011468787344365558,3832524,1596000.0,2236524.0,0.008603750266188,27.27532830067785,63.67720742584522,27.27532841338479,36.40187901246043,Race,76.0,100,76.0,24.0,ethereum,ethereum,1136.842105263158,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,140.35728370980638,3.8609187736234603,3.8026011783685107,492.0,424,ethereum,ethereum,2024-07-14 00:00:00.000 UTC,,,,2.7481458358500003e-05,0.08778789775797591,0.008926385900092123,0.0010004721599715,0.007925913740120622,2343468,259128.0,2084340.0,0.000972990701613,3.1081182342097855,28.54055177964682,3.195906131967762,25.34464564767906,Public Goods Network,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,9.323656024486667,2.993777180149565,3.292610929346531,100803.0,169,ethereum,celestia,2024-07-20 00:00:00.000 UTC,,,,0.0038057966559236467,13.391004671915622,0.03549747784122426,0.014909189983775653,0.02058828785744861,11232936,4980060.0,6252876.0,0.011103393327852006,38.88327364618976,124.38923888452136,52.27427831810536,72.114960566416,Manta Pacific,161.0,233,161.0,72.0,ethereum,ethereum,536.6459627329192,1200.0,,2024-08-28 21:25:31.559620
OP Chain,,122.64094208600162,3.3468342291323183,3.0330483283080993,1406.0,252,ethereum,fraxtalda,2024-08-13 00:00:00.000 UTC,,,,7.485507792840402e-05,0.20063985199271958,0.009529551984789743,0.002745702639569404,0.00678384934522034,3057032,820388.0,2236644.0,0.0026708475616410003,7.158974434897768,25.526032099069525,7.359614286890491,18.166417812179034,Fraxtal,38.0,62,38.0,24.0,ethereum,ethereum,2273.684210526316,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,3.524700405588235,2.3766570970000003,0.0,185,ethereum,ethereum,2024-08-16 00:00:00.000 UTC,3.014656000000001e-12,3014656.0,7.84139157504e-09,0.0,0.0,0.0016711433855585557,0.0012583180478096558,0.0004128253377489,530700,357000.0,173700.0,0.001258318044795,3.2706835745745417,4.340604867223361,3.2706835824159333,1.0699212848074275,Mint,23.0,19,17.0,2.0,ethereum,ethereum,5082.35294117647,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.3750000000000001e-09,Infinity,4.709931120625,4.141009410000001,0.0,185,ethereum,ethereum,2024-06-30 00:00:00.000 UTC,2.883584000000001e-12,2097152.0,9.784742379520001e-09,0.0,0.0,0.0023017308097047443,0.0015825368594135842,0.0007191939502911599,509676,336000.0,173676.0,0.0015825368565300002,5.376967550285435,7.814094608820106,5.376967560070177,2.4371270487499292,Mint,16.0,18,16.0,2.0,ethereum,ethereum,5400.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,,246.56733308118035,6.075978348046268,6.586348008117078,850.0,2702128,ethereum,altda,2024-06-25 00:00:00.000 UTC,,,,8.053636988677601e-05,0.2729842582900917,0.017387665316478926,0.0032704804095327763,0.014117184906946151,2681665,538264.0,2143401.0,0.0031899440396460006,10.812548230897372,58.94517609534587,11.085532489187461,47.85964360615841,Xterio,25.0,48,25.0,23.0,ethereum,ethereum,3456.0,3756.521739130435,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,5.349592031714287,4.541121956828888,0.0,1135,ethereum,ethereum,2024-06-16 00:00:00.000 UTC,9.17504e-13,917504.0,3.28342306816e-09,0.0,0.0,0.002479120485719213,0.0007863900295795041,0.001692730456139709,519756,147000.0,372756.0,0.0007863900286620001,2.816367828845791,8.866807762631442,2.8163678321292145,6.050439930502227,Lisk,7.0,11,7.0,4.0,ethereum,ethereum,12342.857142857143,21600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,85.92217346242785,2.3712756482499997,2.086433113638854,328.0,888888888,ethereum,celestia,2024-08-18 00:00:00.000 UTC,,,,1.1306242290856e-05,0.029949092707773607,0.004758466472884139,0.000409680551196856,0.004348785921687283,2257084,172768.0,2084316.0,0.000398374308906,1.0552532665490701,12.594369791605105,1.0852023592568438,11.509167432348262,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.3236151603498502e-09,Infinity,4.370555856011661,3.064601465273833,0.0,10,ethereum,ethereum,2024-08-13 00:00:00.000 UTC,2.975334400000004e-10,224788480.0,7.954935382015999e-07,0.0,0.0,0.06244047815174509,0.03148111412838543,0.030959364023359658,17305248,7203000.0,10102248.0,0.03148111383085203,84.44122896964005,167.51169988116175,84.44122976513373,83.070470116028,OP Mainnet,1715.0,367,343.0,24.0,ethereum,ethereum,251.89504373177843,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,244.26471686017072,6.724667283700549,3.7500004397671356,328.0,888888888,ethereum,celestia,2024-07-13 00:00:00.000 UTC,,,,3.2031768682971996e-05,0.10188390190221475,0.009629062614237814,0.0011617266212629721,0.008467335992974842,2430712,172756.0,2257956.0,0.0011296948525799998,3.5932063169611532,30.450661572324396,3.695090218863367,26.75557135346103,Ancient8,8.0,34,8.0,26.0,ethereum,ethereum,10800.0,3323.076923076923,,2024-08-28 21:25:31.559620
OP Chain,1.0000000000000007e-09,Infinity,3.567731044936171,2.4066766611813852,0.0,7777777,ethereum,ethereum,2024-07-28 00:00:00.000 UTC,1.2320767999999992e-11,12320768.0,4.012148523008e-08,0.0,0.0,0.008904864830482697,0.0035213505536727673,0.00538351427680993,3223908,987000.0,2236908.0,0.003521350541351999,11.468524088599963,29.004347162776277,11.468524128721452,17.535823034054825,Zora,94.0,71,47.0,24.0,ethereum,ethereum,1838.2978723404256,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,128.00218578847398,3.5325873423749994,2.8947054684945477,328.0,888888888,ethereum,celestia,2024-08-27 00:00:00.000 UTC,,,,1.6843376448444e-05,0.043233580886681555,0.006643729500306881,0.000610318049967444,0.006033411450339437,2257060,172768.0,2084292.0,0.000593474673519,1.52333087016831,17.206513771463232,1.5665644510549914,15.63994932040824,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,531.9138212197636,13.107538732300403,12.623569741645445,850.0,2702128,ethereum,altda,2024-06-03 00:00:00.000 UTC,,,,0.00017393276082494402,0.6606269510662989,0.03646620133150842,0.007055316228202944,0.02941088510330548,2868103,538264.0,2329839.0,0.0068813834673780005,26.13665157356185,138.52527922534935,26.79727852462815,111.72800070072121,Xterio,25.0,50,25.0,25.0,ethereum,ethereum,3456.0,3456.0,,2024-08-28 21:25:31.559620
OP Chain,1.7499999999999991e-09,Infinity,9.721955761960526,9.5687519004095,0.0,6805,ethereum,ethereum,2024-07-16 00:00:00.000 UTC,1.7432576000000005e-11,9961472.0,5.997782237184e-08,0.0,0.0,0.03691767363896986,0.015516241413521575,0.021401432225448287,3832596,1596000.0,2236596.0,0.015516241396089,53.38681746296625,127.02559352676376,53.386817522944085,73.63877600381967,Race,76.0,100,76.0,24.0,ethereum,ethereum,1136.842105263158,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.0000000000000003e-09,Infinity,3.556329339714286,2.8074929766647756,0.0,56026,ethereum,ethereum,2024-08-26 00:00:00.000 UTC,1.8350080000000007e-12,1835008.0,4.99758006272e-09,0.0,0.0,0.007586466387223531,0.001045560827711008,0.006540905559512523,2623803,294000.0,2329803.0,0.0010455608258759998,2.8489764510490243,20.711556492008985,2.848976456046605,17.86258003596238,Lambda Chain,14.0,39,14.0,25.0,ethereum,ethereum,6171.428571428572,3456.0,,2024-08-28 21:25:31.559620
OP Chain,5.109374999999993e-09,Infinity,8.341499168270833,5.0681160507500005,0.0,10,ethereum,ethereum,2024-06-28 00:00:00.000 UTC,6.429081599999996e-10,125829120.0,2.2050092679168e-06,0.0,0.0,0.08483241216161846,0.033632925289376156,0.05119948687224231,14134272,4032000.0,10102272.0,0.033632924646468,115.20462054781103,290.79989545997773,115.20462275282028,175.59527270715742,OP Mainnet,960.0,216,192.0,24.0,ethereum,ethereum,450.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,98.52324459074796,2.6921055420574667,2.7349588870131956,1073.0,252,ethereum,fraxtalda,2024-07-07 00:00:00.000 UTC,,,,4.6066171366516e-05,0.138451612258691,0.007547695249616132,0.001685548816726516,0.005862146432889616,2769521,626108.0,2143413.0,0.00163948264536,4.927465426940884,22.689387118641594,5.065917039199575,17.62347007944202,Fraxtal,29.0,52,29.0,23.0,ethereum,ethereum,2979.310344827586,3756.521739130435,,2024-08-28 21:25:31.559620
OP Chain,4.7499999999999995e-09,Infinity,8.301309348,6.422960177666667,0.0,1135,ethereum,ethereum,2024-07-23 00:00:00.000 UTC,2.490368e-12,524288.0,8.717327400959999e-09,0.0,0.0,0.002493073308995303,0.000697309987722368,0.001795763321272935,363585,84000.0,279585.0,0.0006973099852320001,2.4329821593399217,8.70052306357102,2.432982168057249,6.26754089551377,Lisk,4.0,7,4.0,3.0,ethereum,ethereum,21600.0,28800.0,,2024-08-28 21:25:31.559620
OP Chain,1.0658682634730523e-09,Infinity,4.244657379162499,3.9729384997699024,0.0,255,ethereum,ethereum,2024-08-14 00:00:00.000 UTC,2.3330815999999982e-11,21889024.0,6.29166833664e-08,0.0,0.0,0.038266018805044585,0.01426204881731681,0.024003969987727778,9401868,3360000.0,6041868.0,0.014262048793986,38.362765811472336,102.95406413597298,38.36276587438904,64.59129826158394,Kroma,167.0,186,160.0,26.0,ethereum,ethereum,540.0,3323.076923076923,,2024-08-28 21:25:31.559620
OP Chain,1.0000000000000005e-09,Infinity,4.23269506152381,2.9395760598022243,0.0,7777777,ethereum,ethereum,2024-08-03 00:00:00.000 UTC,1.0354687999999999e-11,10354688.0,3.063499718656e-08,0.0,0.0,0.010034950293243647,0.0037332370546186884,0.006301713238624959,3025749,882000.0,2143749.0,0.0037332370442640004,11.016416678958258,29.639497902338093,11.016416709593257,18.623081192744838,Zora,79.0,65,42.0,23.0,ethereum,ethereum,2057.1428571428573,3756.521739130435,,2024-08-28 21:25:31.559620
OP Chain,3.162500000000001e-08,Infinity,4.402865177625,4.462491554111869,0.0,254,ethereum,ethereum,2024-07-08 00:00:00.000 UTC,3.3161216e-11,1048576.0,9.9719970816e-08,0.0,0.0,0.001571391633874478,0.0007396813830022159,0.000831710250872262,354378,168000.0,186378.0,0.000739681349841,2.2005361653146513,4.665398151611037,2.2005362650346223,2.464861886576415,SwanChain,8.0,10,8.0,2.0,ethereum,ethereum,10800.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.2440993788819898e-08,Infinity,6.559422709868747,5.862210633265172,0.0,255,ethereum,ethereum,2024-06-25 00:00:00.000 UTC,2.625372160000002e-10,21102592.0,8.8678139953152e-07,0.0,0.0,0.05964891909825554,0.02203966056769622,0.03760925853055932,9775542,3360000.0,6415542.0,0.022039660305159005,74.69120924747833,202.24267009573992,74.69121013425976,127.55145996148018,Kroma,161.0,209,160.0,49.0,ethereum,ethereum,540.0,1763.265306122449,,2024-08-28 21:25:31.559620
OP Chain,1.0588235294117647e-09,Infinity,4.583640962125,7.5622880105,0.0,185,ethereum,ethereum,2024-08-21 00:00:00.000 UTC,2.3592960000000008e-12,2228224.0,6.14473531392e-09,0.0,0.0,0.002853491298144894,0.0015401033656332961,0.001313387932511598,509676,336000.0,173676.0,0.001540103363274,4.016615367941447,7.434251872069233,4.016615374086182,3.417636497983051,Mint,17.0,18,16.0,2.0,ethereum,ethereum,5400.0,43200.0,,2024-08-28 21:25:31.559620
OP Stack fork,1e-09,Infinity,1.923740034466667,1.8674020377216656,0.0,56026,ethereum,ethereum,2024-08-25 00:00:00.000 UTC,1.9660800000000004e-12,1966080.0,5.43781289984e-09,0.0,0.0,0.004608659143175547,0.0006059781128230799,0.004002681030352467,2458449,315000.0,2143449.0,0.0006059781108569999,1.675908720608874,12.746771140961412,1.6759087260466872,11.070862414914725,Lambda Chain,15.0,38,15.0,23.0,ethereum,ethereum,5760.0,3756.521739130435,,2024-08-28 21:25:31.559620
OP Chain,1.041551246537398e-09,Infinity,8.51869153671468,6.126067073499999,0.0,1750,ethereum,ethereum,2024-07-19 00:00:00.000 UTC,4.928307200000004e-11,47316992.0,1.6994267168767998e-07,0.0,0.0,0.06572203823094672,0.06458020058911705,0.001141837641829665,7767390,7581000.0,186390.0,0.06458020053983407,222.68098421804146,226.64576779784858,222.68098438798418,3.964783409864391,Metal,361.0,363,361.0,2.0,ethereum,ethereum,239.33518005540165,43200.0,,2024-08-28 21:25:31.559620
OP Stack fork,,275.34267234482377,7.59884637125,11.93018021714891,492.0,424,ethereum,ethereum,2024-07-30 00:00:00.000 UTC,,,,5.4346949247179996e-05,0.1800537542377135,0.026835521744289128,0.00196925623480218,0.024866265509486948,2343468,259152.0,2084316.0,0.0019149092855549996,6.344175904348964,89.2286106973507,6.524229658586679,82.70438103876403,Public Goods Network,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,335.2342165202919,9.211458255420183,9.475875160984833,2952.0,291,ethereum,celestia,2024-06-02 00:00:00.000 UTC,,,,0.000393339485699868,1.4916514255748377,0.034071956590910134,0.01432123837886687,0.019750718212043265,3639036,1554720.0,2084316.0,0.013927898893167001,52.81852237543659,129.17116364402452,54.31017380101144,74.86098984301307,Orderly,72.0,96,72.0,24.0,ethereum,ethereum,1200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,53.78925029010526,15.303308620422518,0.0,60808,ethereum,ethereum bitcoin,2024-08-05 00:00:00.000 UTC,4.3253760000000024e-12,4325376.0,1.01812731904e-08,0.0,0.0,0.024119911937741316,0.021461910870077372,0.0026580010676639457,572688,399000.0,173688.0,0.02146191086575199,49.81541205383121,56.049888538050894,49.815412064012484,6.234476474038413,BOB (Build on Bitcoin),33.0,21,19.0,2.0,ethereum,ethereum,4547.368421052632,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,9.0989164344,7.9317049195000005,0.0,1135,ethereum,ethereum,2024-08-01 00:00:00.000 UTC,6.5536e-13,655360.0,2.0773732352e-09,0.0,0.0,0.00391216718615857,0.00095538622626736,0.00295678095989121,477780,105000.0,372780.0,0.000955386225612,3.0150330547767124,12.360574172639222,3.015033056854086,9.345541115785135,Lisk,5.0,9,5.0,4.0,ethereum,ethereum,17280.0,21600.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.2112676056338022e-09,Infinity,6.792702493366198,6.406387447613009,0.0,62050,ethereum,ethereum,2024-08-08 00:00:00.000 UTC,1.1272192000000007e-11,9306112.0,2.8041028567040004e-08,0.0,0.0,0.024456419968662657,0.010127919428881192,0.014328500539781467,3727596,1491000.0,2236596.0,0.010127919417609,25.413227191861523,61.33701217568691,25.41322721990255,35.92378495578436,Optopia,71.0,95,71.0,24.0,ethereum,ethereum,1216.9014084507041,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,71.68989527927755,1.9738268786338273,1.9492191973316813,5781.0,169,ethereum,celestia,2024-06-29 00:00:00.000 UTC,,,,0.00016548472067139602,0.5607567929638018,0.018198337524041135,0.006009971242524397,0.01218836628151674,9297780,3044832.0,6252948.0,0.005844486521853,19.804486930383803,61.6725026523348,20.365243723347607,41.307258928987196,Manta Pacific,141.0,213,141.0,72.0,ethereum,ethereum,612.7659574468086,1200.0,,2024-08-28 21:25:31.559620
OP Chain,1.0952380952380954e-09,Infinity,4.0362403435625,2.6946233055,0.0,60808,ethereum,ethereum bitcoin,2024-06-29 00:00:00.000 UTC,3.0146560000000013e-12,2752512.0,1.0214513049599999e-08,0.0,0.0,0.001824168155657674,0.001356176758451656,0.00046799139720601804,509676,336000.0,173676.0,0.001356176755437,4.594875488631633,6.18019561657295,4.594875498846147,1.5853201177268037,BOB (Build on Bitcoin),21.0,18,16.0,2.0,ethereum,ethereum,5400.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.6e-09,Infinity,8.8164070832,5.038636489,0.0,1135,ethereum,ethereum,2024-06-25 00:00:00.000 UTC,1.048576e-12,655360.0,3.5447793254399997e-09,0.0,0.0,0.0028040256551539956,0.0009257227447845759,0.0018783029103694197,477780,105000.0,372780.0,0.0009257227437360001,3.135827207376575,9.500418100234963,3.135827210921354,6.36459088931361,Lisk,5.0,9,5.0,4.0,ethereum,ethereum,17280.0,21600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,410.18356093553507,11.237015942147096,11.422615813030077,328.0,888888888,ethereum,celestia,2024-06-14 00:00:00.000 UTC,,,,5.3035269443952e-05,0.18375765881019934,0.02574905899589104,0.001940992237718952,0.02380806675817209,2257024,172732.0,2084292.0,0.001887956968275,6.541041938121472,89.16851503256486,6.724799596931671,82.44371543563318,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,200.38700173786125,5.516706847468499,6.066912305765452,328.0,888888888,ethereum,celestia,2024-07-21 00:00:00.000 UTC,,,,2.6266127360267998e-05,0.09199428737208812,0.013598406597645097,0.000953044208141268,0.012645362389503829,2257072,172756.0,2084316.0,0.000926778080781,3.2459420803713277,47.80138611555035,3.3379363677434153,44.46344974780693,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,571.7710872673798,15.715219568698446,16.080313807011006,984.0,aevo,ethereum,ethereum,2024-06-12 00:00:00.000 UTC,,,,0.00022394645452355599,0.7994562384216022,0.02769521402551113,0.008144318250160555,0.019550895775350574,1734072,518244.0,1215828.0,0.007920371795637,28.275063193856035,98.95941173018254,29.07451943227764,69.8848922979049,Aevo,24.0,38,24.0,14.0,ethereum,ethereum,3600.0,6171.428571428572,,2024-08-28 21:25:31.559620
OP Chain,1.1000000000000003e-09,Infinity,9.149254730100001,8.016386413004797,0.0,254,ethereum,ethereum,2024-07-31 00:00:00.000 UTC,1.4417920000000004e-12,1310720.0,4.745193062399999e-09,0.0,0.0,0.0034154215616458003,0.0019213434947627922,0.001494078066883008,396378,210000.0,186378.0,0.001921343493321,6.345801189520838,11.277684809447248,6.345801194266032,4.931883615181215,SwanChain,10.0,12,10.0,2.0,ethereum,ethereum,8640.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,2.555555555555556e-09,Infinity,7.890583855999999,6.076983870699434,0.0,254,ethereum,ethereum,2024-07-30 00:00:00.000 UTC,3.014656000000001e-12,1179648.0,1.004869648384e-08,0.0,0.0,0.002623936451651875,0.0014913203517986562,0.001132616099853219,375378,189000.0,186378.0,0.001491320348784,4.96317160591006,8.72215287167673,4.963171615958757,3.7589812557179734,SwanChain,9.0,11,9.0,2.0,ethereum,ethereum,9600.0,43200.0,,2024-08-28 21:25:31.559620
OP Stack fork,,8.643814527322693,6.814990274977288,9.180744515922338,352865.0,2410,ethereum,celestia,2024-07-17 00:00:00.000 UTC,,,,0.034321846478182795,119.27895549847436,0.053603767604590284,0.04870185596222581,0.004901911642364478,7680218,7146284.0,533934.0,0.014380009484043,49.660602223643714,185.93002588757736,168.93955772211814,16.990468165459223,Karak,72.0,78,72.0,6.0,ethereum,ethereum,1200.0,14400.0,,2024-08-28 21:25:31.559620
OP Stack fork,,88.38639553437706,2.433312446673327,2.4384425138899455,984.0,aevo,ethereum,ethereum,2024-07-28 00:00:00.000 UTC,,,,3.4721300809491995e-05,0.11300805360853393,0.004437701176152118,0.0012611079751124919,0.0031765932010396256,1820982,518268.0,1302714.0,0.001226386674303,3.9914989553625624,14.446540596264125,4.104507008971097,10.34203358729303,Aevo,24.0,39,24.0,15.0,ethereum,ethereum,3600.0,5760.0,,2024-08-28 21:25:31.559620
