alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,chain_id,data_availability_data_source,data_availability_layer,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,output_root_data_source,output_root_layer,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Chain,,154.74912898613658,4.230135095497988,3.804713840865373,1702.0,252,ethereum,fraxtalda,2024-08-14 00:00:00.000 UTC,,,,0.000114731322622636,0.3084972580051171,0.012710666654315587,0.0042011502098236375,0.008509516444491948,3229720,993148.0,2236572.0,0.004086418887201,10.987796287547729,34.174169699764676,11.296293545552846,22.877876154211826,Fraxtal,46.0,70,46.0,24.0,ethereum,ethereum,1878.2608695652175,3600.0,,2024-08-28 21:25:31.559620
OP Chain,5.5979274611399084e-09,Infinity,6.095587159405183,4.424901489545123,0.0,8453,ethereum,ethereum,2024-08-06 00:00:00.000 UTC,3.540254720000002e-09,632422400.0,8.8695923867648e-06,0.0,0.0,0.13342506866914045,0.1235270773256008,0.009897991343539653,22501884,20265000.0,2236884.0,0.12352707378534608,308.7950446233004,333.5340836055866,308.79505349289275,24.739030112693836,Base,4825.0,989,965.0,24.0,ethereum,ethereum,89.53367875647669,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,169.307848005928,4.66608617459478,4.5426927948393745,2911.0,2410,ethereum,celestia,2024-06-21 00:00:00.000 UTC,,,,0.00019718593847049205,0.6907492967423916,0.009579911783061335,0.007154304623714493,0.0024256071593468428,2067214,1533256.0,533958.0,0.006957118685243999,24.37111027255861,33.55474090171594,25.06185956930101,8.49288133241493,Karak,71.0,77,71.0,6.0,ethereum,ethereum,1216.9014084507041,14400.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.666666666666666e-09,Infinity,6.9219637825296525,5.438118898061772,0.0,81457,ethereum,ethereum,2024-08-02 00:00:00.000 UTC,2.7721728000000024e-10,166330368.0,8.685134191001598e-07,0.0,0.0,0.11700957286230285,0.10538689886623134,0.011622673996071503,17362260,15225000.0,2137260.0,0.10538689858901394,325.5051234298286,361.35990898989417,325.505124298342,35.85478469155212,Blast,1269.0,749,725.0,24.0,ethereum,ethereum,119.17241379310344,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,11.67627343485714,8.371069355895441,0.0,7777777,ethereum,ethereum,2024-06-01 00:00:00.000 UTC,1.1010048e-11,11010048.0,4.174502166528e-08,0.0,0.0,0.02293596780509586,0.003432824400858048,0.01950314340423781,2623827,294000.0,2329827.0,0.0034328243898479995,13.015098715877675,87.00110179581557,13.015098757622694,73.98600303819288,Zora,84.0,39,14.0,25.0,ethereum,ethereum,6171.428571428572,3456.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.1988304093567267e-09,Infinity,8.936320546288512,7.917168825890849,0.0,48900,ethereum,ethereum,2024-08-01 00:00:00.000 UTC,8.060928000000026e-11,67239936.0,2.5578949705728004e-07,0.0,0.0,0.36218296722310245,0.09627098132577526,0.2659119858973272,44359752,10773000.0,33586752.0,0.09627098124516596,303.891790172474,1142.6868196849218,303.8917904282639,838.7950292566579,Zircuit,513.0,621,513.0,108.0,ethereum,ethereum,168.42105263157896,800.0,,2024-08-28 21:25:31.559620
OP Chain,,85.58883691365043,2.1084125819677495,,1258.0,690,ethereum,op-plasma,2024-08-10 00:00:00.000 UTC,,,,4.137550637547599e-05,0.10818913104501826,0.0016796120646974764,0.0016796120646974764,,796624,796624.0,,0.0016382365583220001,4.283662630580504,4.391851761625522,4.391851761625522,,Redstone,37.0,37,37.0,,,,2335.135135135135,,,2024-08-28 21:25:31.559620
OP Chain,,395.1272137447567,10.885214845122116,10.472527034163907,451.0,957,ethereum,celestia,2024-06-20 00:00:00.000 UTC,,,,7.1273550610688e-05,0.25329983145037954,0.025323312105827202,0.0025857174751696883,0.022737594630657512,2408710,237544.0,2171166.0,0.002514443924559,8.93612489637339,89.99482974779664,9.18942472782377,80.80540501997287,Derive,11.0,36,11.0,25.0,ethereum,ethereum,7854.545454545455,3456.0,,2024-08-28 21:25:31.559620
OP Chain,1.121212121212122e-09,Infinity,5.307267005215685,3.8959769083770164,0.0,7777777,ethereum,ethereum,2024-08-14 00:00:00.000 UTC,1.4548991999999994e-11,12976128.0,3.922275860480001e-08,0.0,0.0,0.014398978139575906,0.005684082977134992,0.008714895162440913,3307896,1071000.0,2236896.0,0.005684082962586001,15.293922056425966,38.74201098791001,15.293922095648725,23.448088892261282,Zora,99.0,75,51.0,24.0,ethereum,ethereum,1694.1176470588234,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.3788300835654618e-09,Infinity,15.056101754359327,9.49042600811916,0.0,1750,ethereum,ethereum,2024-06-11 00:00:00.000 UTC,6.488064000000016e-11,47054848.0,2.2997192802304014e-07,0.0,0.0,0.1152767578095368,0.11350795119099558,0.001768806618541233,7725378,7539000.0,186378.0,0.11350795112611498,399.872729523429,406.0812718787416,399.8727297534005,6.208542125341079,Metal,359.0,361,359.0,2.0,ethereum,ethereum,240.66852367688023,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,6.448199259999999,5.178578154,0.0,1135,ethereum,ethereum,2024-06-15 00:00:00.000 UTC,5.24288e-13,524288.0,1.85705693184e-09,0.0,0.0,0.002472119102612408,0.000541648738364288,0.00193047036424812,456780,84000.0,372780.0,0.00054164873784,1.9193095680109562,8.710758660261675,1.9193095698680132,6.7914490903936615,Lisk,4.0,8,4.0,4.0,ethereum,ethereum,21600.0,21600.0,,2024-08-28 21:25:31.559620
OP Chain,,356.9950746783777,9.820113357087912,8.660279858456342,492.0,957,ethereum,celestia,2024-06-02 00:00:00.000 UTC,,,,7.003659022747599e-05,0.2654287169867813,0.020595322284095465,0.002544666333995476,0.01805065595009999,2343432,259128.0,2084304.0,0.002474629743768,9.378574046346547,78.14752969438433,9.644002763333328,68.503526931051,Derive,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.0000000000000003e-09,Infinity,2.0133815024375004,1.9870257434999998,0.0,254,ethereum,ethereum,2024-08-25 00:00:00.000 UTC,2.097152000000001e-12,2097152.0,5.7953668300800005e-09,0.0,0.0,0.001046857915247117,0.000676496186916152,0.000370361728330965,522390,336000.0,186390.0,0.0006764961848189999,1.869711705325082,2.8951143442391043,1.869711711120449,1.025402633118655,SwanChain,16.0,18,16.0,2.0,ethereum,ethereum,5400.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,,111.17067344868563,2.7378509996133875,2.4846442534875224,5304.0,7560,ethereum,eigenda,2024-08-20 00:00:00.000 UTC,,,,0.00022644879059448004,0.5985258233175637,0.01475286898825275,0.009195663958017486,0.005557205030235263,5595336,3358716.0,2236620.0,0.008969215167423003,23.70662548450733,38.95116390360977,24.305151307824907,14.64601259578486,Cyber,156.0,180,156.0,24.0,ethereum,ethereum,553.8461538461538,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,240.16368473282216,6.6279871095,6.912806789535486,492.0,424,ethereum,ethereum,2024-06-24 00:00:00.000 UTC,,,,4.7403363807144e-05,0.15805002246627137,0.016126212865420063,0.001717656115401144,0.014408556750018918,2343480,259152.0,2084328.0,0.001670252751594,5.568876630522985,53.73093747201981,5.726926652989256,48.004010819030555,Public Goods Network,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,9.999999999999976e-10,Infinity,2.888139576753695,1.871792192921827,0.0,10,ethereum,ethereum,2024-08-25 00:00:00.000 UTC,1.3303808000000002e-10,133038080.0,3.6795292057600005e-07,0.0,0.0,0.03122627730995696,0.01231213914873908,0.01891413816121788,14367828,4263000.0,10104828.0,0.012312139015701003,34.05188620667419,86.36236255906074,34.05188657462712,52.31047598443362,OP Mainnet,1015.0,227,203.0,24.0,ethereum,ethereum,425.615763546798,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.0059523809523768e-09,Infinity,3.1584256739738095,2.0380256322770594,0.0,8453,ethereum,ethereum,2024-08-10 00:00:00.000 UTC,5.537791999999994e-10,550502400.0,1.448535785472001e-06,0.0,0.0,0.060273431914800064,0.055714629442677216,0.0045588024721228484,19876872,17640000.0,2236872.0,0.05571462888889802,145.77127215086824,157.69470081808413,145.77127359940403,11.92342721868009,Base,4200.0,864,840.0,24.0,ethereum,ethereum,102.85714285714286,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,86.2689559569509,2.373076470891397,2.666137850640022,984.0,291,ethereum,celestia,2024-08-11 00:00:00.000 UTC,,,,3.3846979387292004e-05,0.08905734021490745,0.006786998887101315,0.001229861119498292,0.005557137767603023,2602596,518256.0,2084340.0,0.001196014140111,3.1470633259636043,17.830888451434234,3.2361206661785116,14.594767785255721,Orderly,24.0,48,24.0,24.0,ethereum,ethereum,3600.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,176.04359078674722,4.326634663590694,,850.0,33979,ethereum,altda,2024-08-14 00:00:00.000 UTC,,,,5.7021309122091993e-05,0.15337401028423747,0.0023287159217150926,0.0023287159217150926,,538228,538228.0,,0.002271694612592999,6.109955643622298,6.263329653906535,6.263329653906535,,Funki,25.0,25,25.0,,,,3456.0,,,2024-08-28 21:25:31.559620
OP Stack fork,,38.142931869298266,8.350156530736907,8.292530356881292,52905.0,169,ethereum,celestia,2024-07-03 00:00:00.000 UTC,,,,0.007929248821030625,25.896285663170445,0.08373218635074789,0.031879027199290616,0.05185315915145728,10070772,3817776.0,6252996.0,0.023949778378260005,79.28889565419014,276.90115454590386,105.18518131736063,171.71597322854325,Manta Pacific,142.0,214,142.0,72.0,ethereum,ethereum,608.4507042253521,1200.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.732394366197182e-09,Infinity,5.642389572619718,5.139577301875091,0.0,62050,ethereum,ethereum,2024-08-02 00:00:00.000 UTC,1.6121855999999997e-11,9306112.0,5.037992050687999e-08,0.0,0.0,0.01990789922903486,0.008412802868897857,0.011495096360137002,3727584,1491000.0,2236584.0,0.008412802852776001,25.93807976303891,61.48789605247292,25.938079813418835,35.54981623905408,Optopia,71.0,95,71.0,24.0,ethereum,ethereum,1216.9014084507041,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,182.37478213027555,4.995707769884244,4.976126701616331,1591.0,252,ethereum,fraxtalda,2024-07-24 00:00:00.000 UTC,,,,0.00012705932486516797,0.43557929200913514,0.01576776003253745,0.0046381749562091675,0.011129585076328281,3165028,928432.0,2236596.0,0.004511115631344001,15.46458448895999,54.05223245582198,15.900163780969125,38.152068674852856,Fraxtal,43.0,67,43.0,24.0,ethereum,ethereum,2009.3023255813953,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.0000000000000003e-09,Infinity,4.7969536845,5.699933900895453,0.0,56026,ethereum,ethereum,2024-08-15 00:00:00.000 UTC,1.8350080000000007e-12,1835008.0,4.823053762560001e-09,0.0,0.0,0.014158958945705607,0.001410304385078008,0.012748654560627598,2530632,294000.0,2236632.0,0.001410304383243,3.7067186942951427,37.22804243104769,3.706718699118196,33.52132373192949,Lambda Chain,14.0,38,14.0,24.0,ethereum,ethereum,6171.428571428572,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,109.17380838598315,3.003134928928129,3.1454253352244494,492.0,424,ethereum,ethereum,2024-08-03 00:00:00.000 UTC,,,,2.1422401494288004e-05,0.0633518917639681,0.00733436993618904,0.0007781963478632882,0.006556173588325752,2343480,259128.0,2084352.0,0.0007567739463690001,2.2380022056115654,21.617713737052263,2.3013540973755338,19.31635963967673,Public Goods Network,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,373.34247721441426,10.284762226831544,10.045082718133257,11972.0,291,ethereum,celestia,2024-06-20 00:00:00.000 UTC,,,,0.0017865510445824807,6.357459937909307,0.0857894724595803,0.0648527074518295,0.02093676500775079,8389988,6305708.0,2084280.0,0.06306615640724698,224.4214084027241,305.21643783049905,230.77886834063324,74.43756948986582,Orderly,292.0,316,292.0,24.0,ethereum,ethereum,295.8904109589041,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,6.686146218000001,5.9613089994,0.0,1135,ethereum,ethereum,2024-07-11 00:00:00.000 UTC,6.5536e-13,655360.0,2.04567740416e-09,0.0,0.0,0.0034798663145407744,0.00070204535354536,0.0027778209609954146,570975,105000.0,465975.0,0.0007020453528900001,2.1935739138143524,10.874608721174232,2.19357391586003,8.681034805314201,Lisk,5.0,10,5.0,5.0,ethereum,ethereum,17280.0,17280.0,,2024-08-28 21:25:31.559620
OP Chain,1e-09,Infinity,17.701978191625003,17.144239673,0.0,185,ethereum,ethereum,2024-06-07 00:00:00.000 UTC,1.048576e-12,1048576.0,3.95755388928e-09,0.0,0.0,0.005951886768441677,0.002973932337241576,0.0029779544312001,341700,168000.0,173700.0,0.002973932336193,11.181380397641618,22.504695256097268,11.181380401599176,11.323314854498092,Mint,8.0,10,8.0,2.0,ethereum,ethereum,10800.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.0000000000000003e-09,Infinity,5.5821125090555554,5.016173334729204,0.0,185,ethereum,ethereum,2024-07-20 00:00:00.000 UTC,4.456448000000002e-12,4456448.0,1.561629556736e-08,0.0,0.0,0.002981287647041894,0.002110038532879448,0.0008712491141624459,551688,378000.0,173688.0,0.0021100385284229996,7.389313982596981,10.436314231185039,7.389313998213275,3.0470002329717634,Mint,34.0,20,18.0,2.0,ethereum,ethereum,4800.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.0625e-09,Infinity,3.1185739985,3.4091158485000004,0.0,185,ethereum,ethereum,2024-08-24 00:00:00.000 UTC,2.2282240000000007e-12,2097152.0,6.17354493952e-09,0.0,0.0,0.0016400042886086743,0.0010478408657242243,0.0005921634228844499,509700,336000.0,173700.0,0.0010478408634960001,2.90239031023911,4.537220420472787,2.9023903164126543,1.634830104060132,Mint,16.0,18,16.0,2.0,ethereum,ethereum,5400.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.2284122562674129e-09,Infinity,8.749683533933144,4.7704115504999995,0.0,1750,ethereum,ethereum,2024-07-30 00:00:00.000 UTC,5.7802752000000106e-11,47054848.0,1.9182392442880016e-07,0.0,0.0,0.06685302122902245,0.06596386422012476,0.000889157008897695,7725390,7539000.0,186390.0,0.06596386416232201,218.8041956818322,221.74092393519985,218.804195873656,2.9367280615438482,Metal,359.0,361,359.0,2.0,ethereum,ethereum,240.66852367688023,43200.0,,2024-08-28 21:25:31.559620
OP Stack fork,2.0038412291933445e-09,Infinity,11.561239086694655,5.789284989034154,0.0,81457,ethereum,ethereum,2024-07-01 00:00:00.000 UTC,2.0512768000000039e-10,102367232.0,7.117047450828802e-07,0.0,0.0,0.04417796775402821,0.03180496893262468,0.01237299882140353,4888224,2751000.0,2137224.0,0.03180496872749699,110.47542573438082,153.4332010401305,110.47542644608563,42.95777459404487,Blast,781.0,155,131.0,24.0,ethereum,ethereum,659.5419847328244,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.0714285714285719e-09,Infinity,2.0887558712857146,2.0758381909394745,0.0,56026,ethereum,ethereum,2024-08-17 00:00:00.000 UTC,1.966080000000001e-12,1835008.0,5.126692536320001e-09,0.0,0.0,0.005063472792480232,0.00061409422812408,0.004449378564356152,2437413,294000.0,2143413.0,0.000614094226158,1.6011187863576004,13.20631287831921,1.6011187914842928,11.605194086834917,Lambda Chain,14.0,37,14.0,23.0,ethereum,ethereum,6171.428571428572,3756.521739130435,,2024-08-28 21:25:31.559620
OP Stack fork,,83.48454278093959,2.3040026399999998,3.319998046472883,328.0,888888888,ethereum,celestia,2024-08-21 00:00:00.000 UTC,,,,1.0985484587519999e-05,0.028594851580128554,0.00731786345641002,0.00039805792810752004,0.0069198055283025,2257048,172768.0,2084280.0,0.00038707244352,1.0075367167494962,18.959960775819948,1.0361315683296248,17.92382920749032,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,4.547872340425526e-09,Infinity,11.557181571351068,8.300861824062054,0.0,10,ethereum,ethereum,2024-07-04 00:00:00.000 UTC,1.1206655999999988e-09,246415360.0,3.5308204654592e-06,0.0,0.0,0.17511287156846084,0.0912555068080536,0.08385736476040723,17998248,7896000.0,10102248.0,0.09125550568738808,288.42935565443895,552.8631150592789,288.4293591852596,264.43375587401937,OP Mainnet,1880.0,400,376.0,24.0,ethereum,ethereum,229.7872340425532,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.0263157894736839e-09,Infinity,2.5188778325657895,2.306084916176185,0.0,6805,ethereum,ethereum,2024-08-11 00:00:00.000 UTC,1.0223616000000006e-11,9961472.0,2.6926269071360007e-08,0.0,0.0,0.0091779370031976,0.004020129030998617,0.005157807972198984,3832608,1596000.0,2236608.0,0.004020129020775,10.571483812835451,24.154722453450894,10.571483839761717,13.583238613689176,Race,76.0,100,76.0,24.0,ethereum,ethereum,1136.842105263158,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,190.68253234699276,5.262420948083333,5.2274936595882044,492.0,424,ethereum,ethereum,2024-08-06 00:00:00.000 UTC,,,,3.7636834620692e-05,0.09431076535267216,0.012261083836213814,0.001363766913537692,0.010897316922676122,2343768,259152.0,2084616.0,0.0013261300789170003,3.3230303228290525,30.702503722727606,3.4173410881817237,27.285162634545884,Public Goods Network,12.0,36,12.0,24.0,ethereum,ethereum,7200.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,4.472267536704744e-09,Infinity,9.694978505920066,8.395434105387121,0.0,8453,ethereum,ethereum,2024-07-04 00:00:00.000 UTC,3.5933388799999982e-09,803471360.0,1.1323780412211201e-05,0.0,0.0,0.26838421529033857,0.2496069202067569,0.018777295083581683,27982608,25746000.0,2236608.0,0.24960691661341813,788.2640984512516,847.4956158691226,788.2641097750338,59.231506094088786,Base,6130.0,1250,1226.0,24.0,ethereum,ethereum,70.47308319738988,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,44.16559891649393,1.21435992983447,1.2293435237031354,8856.0,169,ethereum,celestia,2024-08-18 00:00:00.000 UTC,,,,0.0001557725588108479,0.4125251057931918,0.013351195409279315,0.005664071016570851,0.007687124392708464,10917276,4664244.0,6253032.0,0.005508298457760001,14.587333170827941,35.35453533585482,14.999858276621119,20.354677059233698,Manta Pacific,216.0,288,216.0,72.0,ethereum,ethereum,400.0,1200.0,,2024-08-28 21:25:31.559620
OP Chain,,173.3594062805507,4.7771367492674255,5.013043467101312,533.0,957,ethereum,celestia,2024-07-27 00:00:00.000 UTC,,,,3.672244889934e-05,0.11986611648186671,0.011790121595703496,0.0013411142624423402,0.010449007333261156,2365100,280736.0,2084364.0,0.0013043918135430001,4.257481367332726,38.604591329002965,4.377347483814594,34.22724384518837,Derive,13.0,37,13.0,24.0,ethereum,ethereum,6646.153846153846,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,1.714285714285714e-09,Infinity,3.5975682765714283,3.066481842758101,0.0,56026,ethereum,ethereum,2024-07-06 00:00:00.000 UTC,3.1457280000000006e-12,1835008.0,9.471874826239999e-09,0.0,0.0,0.008201873279814741,0.001057685076457728,0.007144188203357014,2623767,294000.0,2329767.0,0.0010576850733119997,3.183852507561994,24.719709932560452,3.1838525170338685,21.535857415526582,Lambda Chain,14.0,39,14.0,25.0,ethereum,ethereum,6171.428571428572,3456.0,,2024-08-28 21:25:31.559620
OP Chain,1.0000000000000003e-09,Infinity,3.7674603193125,2.9661609259999997,0.0,185,ethereum,ethereum,2024-08-26 00:00:00.000 UTC,2.097152000000001e-12,2097152.0,5.722020249600001e-09,0.0,0.0,0.0017810888222323518,0.0012658666693861518,0.0005152221528462,509700,336000.0,173700.0,0.001265866667289,3.4535705001542,4.859677807610659,3.45357050587622,1.4061073017344383,Mint,16.0,18,16.0,2.0,ethereum,ethereum,5400.0,43200.0,,2024-08-28 21:25:31.559620
OP Chain,1.4285714285714288e-09,Infinity,14.766562541857143,11.297063235356731,0.0,7777777,ethereum,ethereum,2024-06-04 00:00:00.000 UTC,1.572864e-11,11010048.0,5.942279405568e-08,0.0,0.0,0.029608471411739383,0.00434136940303464,0.02526710200870474,2530608,294000.0,2236608.0,0.004341369387306,16.446066332202747,112.21956092136901,16.446066391625543,95.77349452974346,Zora,84.0,38,14.0,24.0,ethereum,ethereum,6171.428571428572,3600.0,,2024-08-28 21:25:31.559620
OP Chain,,134.25475563945596,3.3067651608771382,,4318.0,690,ethereum,op-plasma,2024-08-13 00:00:00.000 UTC,,,,0.00022275185833607616,0.597382997187346,0.009041846704114075,0.009041846704114075,,2734348,2734348.0,,0.008819094845778001,23.651291259801962,24.24867425698931,24.24867425698931,,Redstone,127.0,127,127.0,,,,680.3149606299213,,,2024-08-28 21:25:31.559620
OP Chain,,400.03987024233027,9.857876697007915,10.476015935177596,850.0,2702128,ethereum,altda,2024-06-14 00:00:00.000 UTC,,,,0.000130774873343268,0.4542602069879067,0.028737258327757628,0.005306140142438267,0.02343111818531936,2774908,538264.0,2236644.0,0.005175365269094999,17.976547018400755,99.77628987245963,18.430807225388662,81.34548264707097,Xterio,25.0,49,25.0,24.0,ethereum,ethereum,3456.0,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.3165633303808684e-08,Infinity,7.252667867508412,5.965575038410984,0.0,8453,ethereum,ethereum,2024-06-25 00:00:00.000 UTC,9.741271040000012e-09,739901440.0,3.289564183265281e-05,0.0,0.0,0.18438779888758955,0.17195351221202798,0.012434286675561554,25793340,23709000.0,2084340.0,0.1719535024707569,582.5833636627762,624.708497017611,582.5833965584175,42.12510045919346,Base,5645.0,1153,1129.0,24.0,ethereum,ethereum,76.52790079716563,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,183.2349755496429,5.04500395231742,5.605238669620792,1025.0,aevo,ethereum,ethereum,2024-07-02 00:00:00.000 UTC,,,,7.4969218674892e-05,0.25743828813471065,0.009538891186377742,0.0027236160137138928,0.006815275172663849,1755740,539864.0,1215876.0,0.0026486467950389996,9.095183928486863,32.743461594666925,9.35262221662157,23.390839378045353,Aevo,25.0,39,25.0,14.0,ethereum,ethereum,3456.0,6171.428571428572,,2024-08-28 21:25:31.559620
OP Stack fork,,226.2013432257735,6.229077500289885,6.908225759451085,369.0,888888888,ethereum,celestia,2024-07-10 00:00:00.000 UTC,,,,3.337263239034e-05,0.10345821017694218,0.015009828441291404,0.00121063367033634,0.013799194770955064,2191854,194352.0,1997502.0,0.0011772610379459998,3.6495534030338943,46.46440550942398,3.7530116132108353,42.711393896213146,Ancient8,9.0,32,9.0,23.0,ethereum,ethereum,9600.0,3756.521739130435,,2024-08-28 21:25:31.559620
OP Chain,1.290116896918166e-09,Infinity,4.297570493522852,3.1012992727570152,0.0,8453,ethereum,ethereum,2024-08-13 00:00:00.000 UTC,7.956070399999974e-10,616693760.0,2.1264527130624003e-06,0.0,0.0,0.09186150082496261,0.08492429131811208,0.006937209506850531,21997872,19761000.0,2236872.0,0.08492429052250507,227.6703239112765,246.28788996244103,227.67032603772927,18.617563924711764,Base,4705.0,965,941.0,24.0,ethereum,ethereum,91.81721572794899,3600.0,,2024-08-28 21:25:31.559620
OP Chain,1.0527777777777793e-09,Infinity,3.960324633058335,3.0061831198462796,0.0,1750,ethereum,ethereum,2024-06-29 00:00:00.000 UTC,4.967628800000005e-11,47185920.0,1.6832286687231988e-07,0.0,0.0,0.030500340673108008,0.0299400542755973,0.00056028639751071,7746378,7560000.0,186378.0,0.02994005422592102,101.4527149184889,103.34961664252799,101.45271508681182,1.8969015557161724,Metal,360.0,362,360.0,2.0,ethereum,ethereum,240.0,43200.0,,2024-08-28 21:25:31.559620
OP Stack fork,,36.58856476430014,8.625599038257295,16.80365440020397,29048.0,2410,ethereum,celestia,2024-06-18 00:00:00.000 UTC,,,,0.0029289753716439204,10.068717402399367,0.025799694440382624,0.01682785367571692,0.008971840764665702,2484842,1950920.0,533922.0,0.013898878304072996,47.659441053095506,88.33282011817919,57.72815845549489,30.604661662684293,Karak,71.0,77,71.0,6.0,ethereum,ethereum,1216.9014084507041,14400.0,,2024-08-28 21:25:31.559620
OP Chain,,168.14896025932862,4.6320884414798815,4.530934905758043,15416.0,291,ethereum,celestia,2024-06-16 00:00:00.000 UTC,,,,0.0010360218280826001,3.708376272797895,0.04705501183841046,0.037611057348161614,0.009443954490248848,10204004,8119676.0,2084328.0,0.036575035520079,130.91775769444158,168.45973575688737,134.62613396723944,33.833601789647936,Orderly,376.0,400,376.0,24.0,ethereum,ethereum,229.7872340425532,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,7.014084507042263e-09,Infinity,7.412398517211267,6.7671271236667865,0.0,62050,ethereum,ethereum,2024-07-10 00:00:00.000 UTC,6.52738560000001e-11,9306112.0,2.0060517957631998e-07,0.0,0.0,0.02618721571072049,0.011051886254435851,0.015135329456284638,3727596,1491000.0,2236596.0,0.011051886189161997,34.310324450315655,81.28382951455359,34.31032465092084,46.97350486363274,Optopia,71.0,95,71.0,24.0,ethereum,ethereum,1216.9014084507041,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,293.788623697729,8.107912263375,9.302156195671573,328.0,888888888,ethereum,celestia,2024-06-19 00:00:00.000 UTC,,,,3.8658525671771996e-05,0.13725153855973146,0.02078964403080486,0.0014007877859187718,0.01938885624488609,2257108,172768.0,2084340.0,0.0013621292602469998,4.836044143883155,73.76595834782933,4.9732956824428864,68.79266266538644,Ancient8,8.0,32,8.0,24.0,ethereum,ethereum,10800.0,3600.0,,2024-08-28 21:25:31.559620
OP Stack fork,,125.70974318520068,3.457309071502255,3.442469132202513,6724.0,169,ethereum,celestia,2024-08-09 00:00:00.000 UTC,,,,0.0003367341437768038,0.8840455124859923,0.033769404920738,0.012243700516581807,0.021525704404156198,9794380,3541396.0,6252984.0,0.011906966372804998,31.259414127275946,88.63905386009526,32.14345963976193,56.49559422033334,Manta Pacific,164.0,236,164.0,72.0,ethereum,ethereum,526.829268292683,1200.0,,2024-08-28 21:25:31.559620
OP Chain,,254.85009099506962,7.0057548292213125,5.86480326791529,615.0,957,ethereum,celestia,2024-08-08 00:00:00.000 UTC,,,,6.24633846041e-05,0.1567166045926534,0.015002371953633811,0.0022691920122041003,0.012733179941429711,2495022,323904.0,2171118.0,0.0022067286276000004,5.536058141763806,37.386153151897034,5.692774746356458,31.693378405540575,Derive,15.0,40,15.0,25.0,ethereum,ethereum,5760.0,3456.0,,2024-08-28 21:25:31.559620
OP Chain,,84.68708717844265,2.0888787865266947,,884.0,33979,ethereum,altda,2024-08-17 00:00:00.000 UTC,,,,2.8839798477936002e-05,0.07522527340218632,0.0011693710557279362,0.0011693710557279362,,559808,559808.0,,0.0011405312572500001,2.9749669353054524,3.0501922087076405,3.0501922087076405,,Funki,26.0,26,26.0,,,,3323.076923076923,,,2024-08-28 21:25:31.559620
