delta_total_op_delegated,dt,gini_coefficient,num_delegates_to_reach_10pct,num_delegates_to_reach_25pct,num_delegates_to_reach_33pct,num_delegates_to_reach_45pct,num_delegates_to_reach_51pct,num_delegates_to_reach_75pct,num_recognized_delegates,pct_delegated,pct_delegated_100,pct_diff_total_op_delegated,total_circ,total_op_delegated,last_updated
-111044.77821607888,2024-03-11 00:00:00,0.41482794809341117,1,4,5,9,11,28,31,0.0877575805672762,8.775758056727621,-0.0012560547012308023,1006141600.0,88296552.52408819,2024-07-10 00:29:11.225077
-105327.46565079689,2024-03-10 00:00:00,0.4143034283955306,1,4,5,9,11,28,31,0.08786794751584098,8.786794751584099,-0.0011899670689554404,1006141600.0,88407597.30230427,2024-07-10 00:29:11.225077
-317351.292931363,2024-03-09 00:00:00,0.4144422241090422,1,4,5,9,11,28,31,0.08797263205095095,8.797263205095094,-0.003572557769761322,1006141600.0,88512924.76795506,2024-07-10 00:29:11.225077
-65160.58489906788,2024-03-08 00:00:00,0.4166638239577497,1,4,5,9,10,28,31,0.08828804619636682,8.828804619636681,-0.0007330025854837524,1006141600.0,88830276.06088643,2024-07-10 00:29:11.225077
-1940.4038810282946,2024-03-07 00:00:00,0.41554325499946654,1,4,5,9,10,28,31,0.08835280903382337,8.835280903382337,-2.1827459317997658e-05,1006141600.0,88895436.6457855,2024-07-10 00:29:11.225077
-30852.704844251275,2024-03-06 00:00:00,0.41618332848135986,1,4,5,9,10,28,31,0.08835473759326373,8.835473759326373,-0.0003469393794233974,1006141600.0,88897377.04966652,2024-07-10 00:29:11.225077
-432788.24007965624,2024-03-05 00:00:00,0.4164440997351697,1,4,5,8,10,28,31,0.08838540196977322,8.838540196977322,-0.004843143574146118,1006141600.0,88928229.75451078,2024-07-10 00:29:11.225077
50072.164803147316,2024-03-04 00:00:00,0.4167507257619104,1,4,5,8,10,28,31,0.08881554842239943,8.881554842239943,0.0005606498099188989,1006141600.0,89361017.99459043,2024-07-10 00:29:11.225077
-97517.20713357627,2024-03-03 00:00:00,0.41661672415713236,1,4,5,8,10,28,31,0.08876578190364784,8.876578190364786,-0.0010906932500708232,1006141600.0,89310945.82978728,2024-07-10 00:29:11.225077
-74546.3317835629,2024-03-02 00:00:00,0.4165511726180652,1,4,5,9,10,28,31,0.08886270385492545,8.886270385492544,-0.0008330780592816602,1006141600.0,89408463.03692086,2024-07-10 00:29:11.225077
94696.76669965684,2024-03-01 00:00:00,0.41810734453640575,1,4,5,9,10,28,31,0.08893679514762577,8.893679514762576,0.001059386444862066,1006141600.0,89483009.36870442,2024-07-10 00:29:11.225077
-120715.69186206162,2024-02-29 00:00:00,0.41687730579184046,1,4,5,9,10,28,31,0.09336778113671411,9.336778113671413,-0.001348642635977907,957378568.0,89388312.60200477,2024-07-10 00:29:11.225077
-77198.65614517033,2024-02-28 00:00:00,0.41714634362898884,1,4,5,9,10,28,31,0.09349387095728973,9.349387095728972,-0.0008617246062639319,957378568.0,89509028.29386683,2024-07-10 00:29:11.225077
26068.494841367006,2024-02-27 00:00:00,0.41664582556217755,1,4,5,9,10,28,31,0.09357450641198393,9.357450641198394,0.0002910724510878975,957378568.0,89586226.950012,2024-07-10 00:29:11.225077
-123812.48556798697,2024-02-26 00:00:00,0.4167836441547348,1,4,5,8,10,28,31,0.09354727737666531,9.354727737666531,-0.0013805419660755185,957378568.0,89560158.45517063,2024-07-10 00:29:11.225077
-142468.99691538513,2024-02-25 00:00:00,0.4173920100026238,1,4,5,8,10,28,31,0.09367660185676793,9.367660185676792,-0.0015860474601272058,957378568.0,89683970.94073862,2024-07-10 00:29:11.225077
76817.0934959203,2024-02-24 00:00:00,0.41806460975806414,1,4,5,8,10,28,31,0.09382541341541083,9.382541341541081,0.0008559043599470727,957378568.0,89826439.937654,2024-07-10 00:29:11.225077
