Team,contract_address,contract_name,contract_num_by_creator,creator_address,date,days_since_contract_created,days_since_creator_first_deployed,median_calldata_gas_to_w_overhead_per_day_t28d,median_eth_fees_to_per_day_t28d,median_num_address_users_trace_growth,median_num_address_users_trace_t28d,median_num_address_users_tx_growth,median_num_address_users_tx_t28d,median_num_txs_to_t28d,median_num_txs_trace_t28d,median_trace_tx_eth_fees_per_day_t28d,token_symbol,total_calldata_gas_to_w_overhead_growth,total_calldata_gas_to_w_overhead_t28d,total_eth_fees_to_growth,total_eth_fees_to_t28d,total_trace_tx_eth_fees_growth,total_trace_tx_eth_fees_t28d,last_updated
Synthetix,0x45c55bf488d3cb8640f12f63cbedc027e8261e79,SynthetixDebtShare,18,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,2023-05-11 00:00:00.000,456,482,0,0.0,-524.0,1096,0.0,0,0,2781,1.6804486690715252,SDS,0.0,0,0.0,0.0,13.09593915206105,58.17661527443067,2023-05-12 23:31:25.768725+00:00
Chainlink,0x1c1df24f0d06415fc3f58b1c1fdadd5fc85d2950,AccessControlledOffchainAggregator,5,0x03863f6ad36f1fcd908517e3c56c6b3fd3f50752,2023-05-11 00:00:00.000,449,465,0,0.0,8.0,93,0.0,0,0,2119,1.845039485306989,,0.0,0,0.0,0.0,25.998098923139374,56.87405668585605,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xfecfd57ff916ffe90debcf8a1ab795d9ee2a08d7,,713,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-7.0,47,0.0,0,0,1573,2.2289992722010563,,0.0,0,0.0,0.0,55.44456708766667,56.406929497009536,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xb7a9060f6f474265ddbb617c0d794fdb34245d96,,708,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-1.0,32,0.0,0,0,1766,1.8299974133731753,,0.0,0,0.0,0.0,54.93119217624624,56.066951930738306,2023-05-12 23:31:25.768725+00:00
Chainlink,0xa6d25eebae9c841c44ad01c9176556a4c2189961,AccessControlledOffchainAggregator,3,0x03863f6ad36f1fcd908517e3c56c6b3fd3f50752,2023-05-11 00:00:00.000,449,465,0,0.0,3.0,68,0.0,0,0,2095,1.741334149106004,,0.0,0,0.0,0.0,28.528140757697187,55.98363758235452,2023-05-12 23:31:25.768725+00:00
Chainlink,0x81cc0c227bf9bfb8088b14755dfca65f7892203b,AccessControlledOffchainAggregator,35,0x83bc3055649f9a829bebeccbc86e090d6a157161,2023-05-11 00:00:00.000,472,493,0,0.0,-53.0,66,0.0,0,0,2069,1.8102535927977867,,0.0,0,0.0,0.0,26.903976937217738,55.71305793512359,2023-05-12 23:31:25.768725+00:00
Pika Protocol,0xdb4174e1a4005a30f5a0924f43c8dfcb8cbd828a,PikaPriceFeed,54,0x80898b704baa55e7e37f1128fc6ae5836661f54a,2023-05-11 00:00:00.000,293,535,0,0.0,0.0,3,0.0,0,0,595,1.954711521103603,,0.0,0,0.0,0.0,1.9625464876018626,55.5529273137427,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x73d0d0cf7f3ff7a3d5459cfff0ca0a2b5dc03767,,725,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-8.0,28,0.0,0,0,1812,2.0697115244823543,,0.0,0,0.0,0.0,53.85036922657128,55.0225496935357,2023-05-12 23:31:25.768725+00:00
Layer Zero,0x462f7ec57c6492b983a8c8322b4369a7f149b859,,5,0x45208e8d6d09d6bfce5094083ab36f22bdfc8456,2023-05-11 00:00:00.000,258,261,0,0.0,0.0,1,0.0,0,0,1354,2.02696140863886,,0.0,0,0.0,0.0,27.70749882861548,54.83302090767875,2023-05-12 23:31:25.768725+00:00
Biconomy - Hyphen,0xb4778f5aefeb4605ed96e893417271d4a55e32ee,TransparentUpgradeableProxy,8,0xdc0d4bdcc70362cedd23d3997c31528ec1502fc4,2023-05-11 00:00:00.000,332,332,0,0.0,-247.0,264,0.0,0,0,627,1.3849486413807193,,0.0,0,0.0,0.0,26.371793988213692,54.125580137383004,2023-05-12 23:31:25.768725+00:00
Biconomy - Hyphen,0xe1a9afffadb8e095ec861272a040bd488b24c085,,7,0xdc0d4bdcc70362cedd23d3997c31528ec1502fc4,2023-05-11 00:00:00.000,332,332,0,0.0,-247.0,264,0.0,0,0,627,1.3839326740803861,,0.0,0,0.0,0.0,26.367035168216255,54.1165163671752,2023-05-12 23:31:25.768725+00:00
Synthetix,0xac3f9a2753f185731324907e6802395d59bb62a2,,305,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-62.0,22,0.0,0,0,75,1.8079460968935492,,0.0,0,0.0,0.0,51.74622072748833,53.87103522963336,2023-05-12 23:31:25.768725+00:00
Chainlink,0xa12cddd8e986af9288ab31e58c60e65f2987fb13,,33,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,339,451,0,0.0,-17.0,43,0.0,0,0,1550,1.7627893947447488,,0.0,0,0.0,0.0,43.17862057512045,53.85942982270844,2023-05-12 23:31:25.768725+00:00
Mummy Finance,0xc37ad9d78fb001a2429b2401e91c2dd849595798,,51,0x30b12942912cee5a719edec2dd147224fcc373a0,2023-05-11 00:00:00.000,63,70,0,0.0,-51.0,248,0.0,0,0,1151,1.4112460758013414,,0.0,0,0.0,0.0,46.20538902045529,53.84874637607784,2023-05-12 23:31:25.768725+00:00
Zeroex (0x),0x75f68002fd99c700160f4287d76c2fa8b9603b58,OptimismBridgeAdapter,1,0x6879fab591ed0d62537a3cac9d7cd41218445a84,2023-05-11 00:00:00.000,63,63,0,0.0,-264.0,841,0.0,0,0,1089,1.9640328707804031,,0.0,0,0.0,0.0,35.29724572243276,52.928935827088985,2023-05-12 23:31:25.768725+00:00
Chainlink,0x2ff1eb7d0cec35959f0248e9354c3248c6683d9b,EACAggregatorProxy,17,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,437,451,0,0.0,1.0,37,0.0,0,0,1391,1.5660044984290513,,0.0,0,0.0,0.0,39.53206282595925,52.44629409110377,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x549851b5f86ded94661b4e970e407d4b2b161559,,711,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,3.0,28,0.0,0,0,1788,1.7593536919857107,,0.0,0,0.0,0.0,51.26778129126214,52.118644298016505,2023-05-12 23:31:25.768725+00:00
Mummy Finance,0x0ee3fd031d45bdd0e8ef58d5514e2312f5a74a0f,,50,0x30b12942912cee5a719edec2dd147224fcc373a0,2023-05-11 00:00:00.000,63,70,0,0.0,-51.0,248,0.0,0,0,1151,1.3549463976674718,,-1579519.0,0,-0.17356236479320342,0.0,44.64122918882024,51.96122091827621,2023-05-12 23:31:25.768725+00:00
Thales,0x17d8eb2ea0e9d640b97927bfdead5cc83f81a216,,262,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,107,528,0,0.0,32.0,131,0.0,0,0,548,1.989494206225303,,0.0,0,0.0,0.0,32.431141385918195,51.79134529364368,2023-05-12 23:31:25.768725+00:00
Chainlink,0xae33e077a02071e62d342e449afd9895b016d541,,7,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,451,451,0,0.0,-5.0,25,0.0,0,0,1412,1.5277537547088422,,0.0,0,0.0,0.0,40.51404497390418,50.52644791702573,2023-05-12 23:31:25.768725+00:00
Chainlink,0x25dd1949cdb81f5fc38841a8abf342c4ef48dbfd,AccessControlledOffchainAggregator,10,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,437,451,0,0.0,-2.0,85,0.0,0,0,1826,1.5350102742482605,,0.0,0,0.0,0.0,19.99968108372479,50.51453439269174,2023-05-12 23:31:25.768725+00:00
Chainlink,0x8afc1cc622be1cd1644579c9c7ec3fbba6bd02d2,AccessControlledOffchainAggregator,38,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,282,451,0,0.0,1.0,65,0.0,0,0,1602,1.2728162427110317,,0.0,0,0.0,0.0,21.74047390200525,50.30774921904337,2023-05-12 23:31:25.768725+00:00
,0x8f96f1bbcb6915bcd429fbdbf79f97fe94735d4c,,18,0x13201714657f8b211f72c5050aeb146d1fafc890,2023-05-11 00:00:00.000,191,296,0,0.0,-1.0,11,0.0,0,0,3075,1.8177004276401028,,0.0,0,0.0,0.0,9.57379144780083,49.91555788959451,2023-05-12 23:31:25.768725+00:00
Chainlink,0x89178957e9bd07934d7792ffc0cf39f11c8c2b1f,EACAggregatorProxy,2,0x473ab11a7b649064ee50b255b5b14dfe284a0373,2023-05-11 00:00:00.000,401,401,0,0.0,-11.0,43,0.0,0,0,1468,1.4359588083409134,,0.0,0,0.0,0.0,27.395483375736756,49.599528835495136,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x4b629d0b4dc2a73e1f9163e997f6f384ba20db8a,,720,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-15.0,25,0.0,0,0,1560,1.525699416914234,,0.0,0,0.0,0.0,48.414698975377206,49.04232512422884,2023-05-12 23:31:25.768725+00:00
Synthetix,0xe46ef097d2cf6ff95ad172d5da0e65a0de9e2468,,335,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-1.0,23,0.0,0,0,75,1.8312998308366026,,0.0,0,0.0,0.0,47.59267677624636,48.83635902150291,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x9d102d9640ed42bc8c12b090adc100a7de2c61e0,,715,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-2.0,34,0.0,0,0,1267,1.2481203599511606,,0.0,0,0.0,0.0,47.612004569391836,48.70031798976761,2023-05-12 23:31:25.768725+00:00
Celer,0x9d39fc627a6d9d9f8c831c16995b209548cc3401,Bridge,2,0x1b9dfc56e38b0f92448659c114e2347bd803911c,2023-05-11 00:00:00.000,526,538,8967036,0.626572503587025,67.0,315,12.0,103,401,658,1.088887251377675,,75057129.0,322254768,10.205387455667644,16.295826572668595,21.183898270985395,31.92003347139525,2023-05-12 23:31:25.768725+00:00
Chainlink,0x13f11f2139c10a48ecd7a6a14d804f90b2cfc89a,AccessControlledOffchainAggregator,14,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,437,451,0,0.0,5.0,64,0.0,0,0,1943,1.5065816896424304,,0.0,0,0.0,0.0,28.106009689193517,48.1888495982593,2023-05-12 23:31:25.768725+00:00
Thales,0x2b91c14ce9aa828ed124d12541452a017d8a2148,TherundownConsumer,149,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,311,528,0,0.0,22.0,112,0.0,0,0,522,1.7129460759688557,,0.0,0,0.0,0.0,25.46079743235312,48.02415794428788,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x47b10b765fad4d4f76f34b3c6314b1de89355fab,,719,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-9.0,23,0.0,0,0,1465,1.4588871064296614,,0.0,0,0.0,0.0,46.771175839651896,47.425415490653485,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x9c80ec37c4e4a0000612043c9694c8dd5fde1650,,721,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-3.0,24,0.0,0,0,1651,1.4958737632743468,,0.0,0,0.0,0.0,46.4661497911889,47.403266912241016,2023-05-12 23:31:25.768725+00:00
Chainlink,0xbd92c6c284271c227a1e0bf1786f468b539f51d9,,2,0x03863f6ad36f1fcd908517e3c56c6b3fd3f50752,2023-05-11 00:00:00.000,465,465,0,0.0,-1.0,34,0.0,0,0,1398,1.456103089663882,,0.0,0,0.0,0.0,40.083924118626186,47.186150549171984,2023-05-12 23:31:25.768725+00:00
Velodrome,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,Voter,10,0xc0de1436c4e247f8652476a0b9ff55699801e1d0,2023-05-11 00:00:00.000,344,344,3048412,0.19302167253257632,-554.0,1017,-61.0,281,524,2768,1.1460586479363442,,-23451303.0,164603960,5.570373046987013,10.53564090303514,11.210201857938088,36.50783972417815,2023-05-12 23:31:25.768725+00:00
Chainlink,0xf9ecc598293bd5fb4f700aeb5c4fb63b23cfe8aa,AccessControlledOffchainAggregator,4,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,451,451,0,0.0,6.0,50,0.0,0,0,1707,1.302868408350001,,0.0,0,0.0,0.0,33.932022190102046,46.420967203909626,2023-05-12 23:31:25.768725+00:00
Chainlink,0x81d9a9056e9af6585010b784df5853a0fdef8b11,AccessControlledOffchainAggregator,2,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,451,451,0,0.0,-2.0,55,0.0,0,0,1764,1.6322458887826523,,0.0,0,0.0,0.0,29.03553270234304,45.79105899977489,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xac320f018d2572c1ffc4094d8e4c82d4e067b95c,,710,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-7.0,23,0.0,0,0,1584,1.538252519165043,,0.0,0,0.0,0.0,44.960261166840596,45.775536496514825,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x9e0d0b02323910e47b42af96ab1ffc4a04f491ce,,718,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-4.0,26,0.0,0,0,1487,1.6213971401384566,,0.0,0,0.0,0.0,44.81365300035699,45.740263679291424,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x19ba1a78aee6f2c13204076dbb746cab36cd4410,,712,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,1.0,34,0.0,0,0,1493,1.5688132011717788,,0.0,0,0.0,0.0,44.766914492149546,45.3931073741165,2023-05-12 23:31:25.768725+00:00
Curve,0x78cf256256c8089d68cde634cf7cdefb39286470,,18,0x7eeac6cddbd1d0b8af061742d41877d7f707289a,2023-05-11 00:00:00.000,453,479,0,0.0,-284.0,206,0.0,0,0,1220,1.3129532870423717,,0.0,0,0.0,0.0,-19.368966577009736,43.71662616097086,2023-05-12 23:31:25.768725+00:00
,0x982fca92d06c355402de28827880ca2f239c1e85,,4,0x8efd976d78f2126baaf0622d2c1c4a06afc2ed3d,2023-05-11 00:00:00.000,72,135,0,0.0,0.0,2,0.0,0,0,448,1.5968705445594615,,0.0,0,0.0,0.0,26.208467245976163,43.55636796883462,2023-05-12 23:31:25.768725+00:00
Pika Protocol,0x8add31bc901214a37f3bb676cb90ad62b24fd9a5,PositionManager,61,0x80898b704baa55e7e37f1128fc6ae5836661f54a,2023-05-11 00:00:00.000,293,535,8448704,0.5546706224574507,-52.0,110,-52.0,110,694,694,0.9424074675885998,,-792416902.0,255505984,-5.454578657400413,15.45240228819666,-14.841214148259429,28.01857051105741,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x5ece025e6c05837d513c6c3c4758ad02a46fcfbe,,723,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-15.0,42,0.0,0,0,1445,1.454190871994606,,0.0,0,0.0,0.0,42.86568853128975,43.3802881617126,2023-05-12 23:31:25.768725+00:00
Thales,0xfbffebfa2bf2cf84fdcf77917b358fc59ff5771e,SportPositionalMarketManager,135,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,311,528,0,0.0,70.0,185,0.0,0,0,610,1.588410547431598,,0.0,0,0.0,0.0,20.902884111212398,42.95509098243983,2023-05-12 23:31:25.768725+00:00
,0xa175f05d135e9491458c50aea92f3740d56d8cde,,30,0x13201714657f8b211f72c5050aeb146d1fafc890,2023-05-11 00:00:00.000,76,296,0,0.0,-1.0,11,0.0,0,0,2864,1.6037951848157947,,0.0,0,0.0,0.0,22.697430335793523,41.47837163927934,2023-05-12 23:31:25.768725+00:00
Chainlink,0xe18a4e99f019f92cd72e0c7c05599d76a89296cd,,32,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,339,451,0,0.0,-11.0,53,0.0,0,0,1577,1.3497636557715227,,0.0,0,0.0,0.0,27.841512944286567,41.31739143454391,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xe06d686c4e375db8f1156efba1d3d1d44dc255c3,,852,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,1,533,0,0.0,,262,,0,0,18778,21.089385010988885,,,0,,0.0,,41.06720335540891,2023-05-12 23:31:25.768725+00:00
Velodrome,0x9c7305eb78a432ced5c4d14cac27e8ed569a2e26,VotingEscrow,8,0xc0de1436c4e247f8652476a0b9ff55699801e1d0,2023-05-11 00:00:00.000,344,344,543940,0.03324198760967022,-147.0,425,-45.0,103,130,1113,0.9126487381347769,veNFT,-13495092.0,18521692,0.34191575812927777,1.1439458486642637,20.485430276486664,39.842348892108184,2023-05-12 23:31:25.768725+00:00
Chainlink,0x2dd486f1fa76fd1228a9c818c552c6a92f138453,AccessControlledOffchainAggregator,1,0x473ab11a7b649064ee50b255b5b14dfe284a0373,2023-05-11 00:00:00.000,401,401,0,0.0,-9.0,53,0.0,0,0,1633,1.2473294193947806,,0.0,0,0.0,0.0,15.200387521499149,40.767015923607396,2023-05-12 23:31:25.768725+00:00
Layer Zero,0xdd69db25f6d620a7bad3023c5d32761d353d3de9,,1,0x5e9bf1dd74b4d25b7009af11582f537b08ea3d3c,2023-05-11 00:00:00.000,76,76,771548,0.03585687868688162,1056.0,1863,27.0,127,137,2412,1.3006810596064227,GETH,14547785.0,20063660,0.9869567927708712,1.1236119165296414,34.599984385411325,39.39823595597634,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x3510a980eaf710f843a6d15dae569e89f67a5643,,717,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-4.0,26,0.0,0,0,1335,1.466244844625734,,0.0,0,0.0,0.0,39.83888764868421,40.37414450111199,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x9c68a67dcf9b30b9a53d7d19cfdafb0e8b2fa686,,724,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-2.0,24,0.0,0,0,1423,1.3411023081269342,,0.0,0,0.0,0.0,39.27228660476526,40.11486439414193,2023-05-12 23:31:25.768725+00:00
,0x454a95c1aa9a676c98b4f073d7099bf45d64c54d,,3,0xdcb02bb695306a05f1b947a182f8e1f83ce79f3a,2023-05-11 00:00:00.000,233,233,0,0.0,0.0,3,0.0,0,0,500,1.5497171628427213,,0.0,0,0.0,0.0,33.68796112831218,40.04811982795707,2023-05-12 23:31:25.768725+00:00
Thales,0xdf25ce158f7d3e5bb24cb8bed6dd1e043d48c5d6,,309,0x9841484a4a6c0b61c4eea71376d76453fd05ec9c,2023-05-11 00:00:00.000,51,528,0,0.0,-101.0,193,0.0,0,0,659,1.5180378204556961,,0.0,0,0.0,0.0,34.436695459503596,39.36202850546391,2023-05-12 23:31:25.768725+00:00
Chainlink,0x7c56d3650f9acd992b3aa635c04a311c54ad264c,AccessControlledOffchainAggregator,1,0x03863f6ad36f1fcd908517e3c56c6b3fd3f50752,2023-05-11 00:00:00.000,465,465,0,0.0,-1.0,45,0.0,0,0,1563,1.2079672304730282,,0.0,0,0.0,0.0,29.180750373211403,39.14983800996652,2023-05-12 23:31:25.768725+00:00
Kwenta,0x8234f990b149ae59416dc260305e565e5dafeb54,Factory,3,0x39cfca7b389529ac861cbb05add802e5b06e5101,2023-05-11 00:00:00.000,23,23,201016,0.007115506565714874,,365,,52,53,1889,1.5321434387524826,,,5527200,,0.28526471745448895,,37.819470831943576,2023-05-12 23:31:25.768725+00:00
Chainlink,0x0542bbbfbc26a86ea92d2b7f6da07daf0ca091ed,AccessControlledOffchainAggregator,16,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,437,451,0,0.0,2.0,48,0.0,0,0,1423,1.3313591379315473,,0.0,0,0.0,0.0,23.54296324350574,37.90132510174934,2023-05-12 23:31:25.768725+00:00
Omniswap,0x2967e7bb9daa5711ac332caf874bd47ef99b3820,DiamondCutFacet,8,0x2da7e3a7f21cce79efeb66f3b082196ea0a8b9af,2023-05-11 00:00:00.000,293,293,7798552,0.32432436063406156,17.0,485,15.0,482,575,1143,1.2571434853846846,,149666017.0,202369496,7.039593979311116,8.322947709752864,24.482022255048793,29.46756916988927,2023-05-12 23:31:25.768725+00:00
,0x20a7f743a84edd0f7414ae607f1cd6d16410384f,,6,0xacc066d74a3fd7fafd9149fc18f400c1d085614e,2023-05-11 00:00:00.000,253,293,0,0.0,-1.0,1,0.0,0,0,1874,2.7257201769858423,,0.0,0,0.0,0.0,-97.52093072156904,37.62258390762414,2023-05-12 23:31:25.768725+00:00
Chainlink,0x5d1345669278128b77af9662c5d6b5e0b2ffd54a,AccessControlledOffchainAggregator,6,0x057c75c9b1072be82ddd90b64501f525a9a300e7,2023-05-11 00:00:00.000,451,451,0,0.0,-5.0,35,0.0,0,0,1453,1.22460926350451,,0.0,0,0.0,0.0,27.215522502623777,37.44884198639209,2023-05-12 23:31:25.768725+00:00
Chainlink,0x584f57911b6eedab5503e202f8e193663c9bd3db,AccessControlledOffchainAggregator,26,0x83bc3055649f9a829bebeccbc86e090d6a157161,2023-05-11 00:00:00.000,490,493,0,0.0,-260.0,648,0.0,0,0,1783,1.1075662171501741,,0.0,0,0.0,0.0,22.082183239624218,37.3121968343658,2023-05-12 23:31:25.768725+00:00
,0xb717d0dc764c5ffa884f15ef8a18df302d315379,,2,0xfd7c118b7b94f3a9b2621414f866bce08a68bd51,2023-05-11 00:00:00.000,14,14,0,0.0,,1,,0,0,932,5.180905878339461,,,0,,0.0,,37.234018911507704,2023-05-12 23:31:25.768725+00:00
Openocean,0x1aa298ae7c53d8dafa200ed49608649bfa76a446,,14,0x9986ee0c3eea15dcf8642b56179652f9589b95db,2023-05-11 00:00:00.000,189,476,0,0.0,8.0,70,0.0,0,0,86,1.3871643307842088,,0.0,0,0.0,0.0,27.400746301191663,37.14737714715242,2023-05-12 23:31:25.768725+00:00
Zeroex (0x),0x23e1fcf553a7db590562f8a47bd76a28e358455e,,19,0x60908c4037cbb8f3aa040d9fb668ab36280eb871,2023-05-11 00:00:00.000,505,505,0,0.0,228.0,842,0.0,0,0,1120,1.267349088987591,,0.0,0,0.0,0.0,15.251888508280746,37.13127626692084,2023-05-12 23:31:25.768725+00:00
Sushi,0x8b396ddf906d552b2f98a8e7d743dd58cd0d920f,SushiXSwap,40,0xf87bc5535602077d340806d71f805ea9907a843d,2023-05-11 00:00:00.000,294,372,5563284,0.3209168166770844,73.0,286,73.0,285,312,681,1.0558194742231646,,95530663.0,172620132,6.725958033343054,8.589257476106408,19.942041402709993,28.512780210922198,2023-05-12 23:31:25.768725+00:00
Synthetix,0x0a0a22189c8732ca089d6fb6709e65140a446a41,,359,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,-68.0,23,0.0,0,0,87,1.994407561646766,,0.0,0,0.0,0.0,34.70469893674027,36.889050262929786,2023-05-12 23:31:25.768725+00:00
Reaper Farm,0x875456b73cbc58aa1be98dfe3b0459e0c0bf7b0e,,170,0x1e71aee6081f62053123140aacc7a06021d77348,2023-05-11 00:00:00.000,141,311,0,0.0,11.0,207,0.0,0,0,298,1.1735865886620718,,0.0,0,0.0,0.0,28.753978477352206,36.42261181232964,2023-05-12 23:31:25.768725+00:00
Kyberswap,0x5f1dddbf348ac2fbe22a163e30f99f9ece3dd50a,Elastic_Factory,3,0x6a6b51fcb0217521601237227fa2e43a95ec06b0,2023-05-11 00:00:00.000,329,329,0,0.0,-94.0,48,0.0,0,0,4010,1.3525410997103715,,0.0,0,0.0,0.0,-4.607354505048818,35.864565184167596,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0x90f57ae74bc77ab7d0e8329c4cf9919b941c16b7,,714,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,-4.0,27,0.0,0,0,1212,1.3119076900889157,,0.0,0,0.0,0.0,35.247183338874436,35.66758352318599,2023-05-12 23:31:25.768725+00:00
Perpetual Protocol,0xc6063b8655c7cd45bd26186f17e254d17143ed83,,709,0x849a19c0746fb0d335e02dec0d0b3e057e585176,2023-05-11 00:00:00.000,41,533,0,0.0,2.0,26,0.0,0,0,1318,1.2959513782791836,,0.0,0,0.0,0.0,34.608111442031415,35.66627585755731,2023-05-12 23:31:25.768725+00:00
,0x29dd5b0fd935d1c2eea7ca8ac2f9177dd0121512,,1,0xb72aa70ad2a33a7858f2a4e323d8851ea5925bc9,2023-05-11 00:00:00.000,76,76,0,0.0,0.0,8,0.0,0,0,670,1.8540270074815595,,0.0,0,0.0,0.0,14.351542879541512,35.31504278663739,2023-05-12 23:31:25.768725+00:00
Dhedge,0x8e5af2cb2d256b818e4929778c3c60da829f495c,,247,0xef31d75a2f85cfdd9032158a2ceb773c84d79192,2023-05-11 00:00:00.000,147,528,0,0.0,-34.0,64,0.0,0,0,203,1.3636397772170332,,0.0,0,0.0,0.0,7.441252814008667,35.11221264004576,2023-05-12 23:31:25.768725+00:00
Dhedge,0x5e61a079a178f0e5784107a4963baae0c5a680c6,PoolFactory,21,0xef31d75a2f85cfdd9032158a2ceb773c84d79192,2023-05-11 00:00:00.000,526,528,0,0.0,-34.0,64,0.0,0,0,203,1.3636397772170326,,0.0,0,0.0,0.0,7.441252814008667,35.112212640045755,2023-05-12 23:31:25.768725+00:00
Synthetix,0x9f564ffb60945dec03fb8ddef491465dd9b4c9fb,,578,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,8,238,0,0.0,,19,,0,0,88,3.8943425556216105,,,0,,0.0,,34.84316821522734,2023-05-12 23:31:25.768725+00:00
Mummy Finance,0x01e9b35785ef3f7ef2677c371442976bd550f320,,16,0x30b12942912cee5a719edec2dd147224fcc373a0,2023-05-11 00:00:00.000,70,70,0,0.0,-58.0,248,0.0,0,0,449,0.8577460592667454,,0.0,0,0.0,0.0,29.78568185610042,34.65006169178905,2023-05-12 23:31:25.768725+00:00
Synthetix,0x33c8daf48c691c54897070c3621fdecc249c7202,,411,0x302d2451d9f47620374b54c521423bf0403916a2,2023-05-11 00:00:00.000,35,238,0,0.0,,20,,0,0,339,1.6689862720456166,,,0,,0.0,,34.55952491607219,2023-05-12 23:31:25.768725+00:00
,0x7637aaeb5bd58269b782726680d83f72c651ae74,,1,0x514580e65d55aead40104ca6a9cd5e185ae2e857,2023-05-11 00:00:00.000,321,321,0,0.0,0.0,11,0.0,0,0,1973,1.5574376531143008,,0.0,0,0.0,0.0,11.603327502540715,34.3458313512294,2023-05-12 23:31:25.768725+00:00
Biconomy - Hyphen,0x451f4594e12ac35929a909ce32fc6afd3eb7e50c,,2,0xdc0d4bdcc70362cedd23d3997c31528ec1502fc4,2023-05-11 00:00:00.000,332,332,0,0.0,-247.0,264,0.0,0,0,625,0.8846391936565718,,0.0,0,0.0,0.0,17.345683184807235,33.4037572076892,2023-05-12 23:31:25.768725+00:00
