project_name,application_id,is_oss,gas_fees,transaction_count,trusted_transaction_count,trusted_transaction_share,trusted_users_onboarded,daily_active_addresses,trusted_daily_active_users,monthly_active_addresses,trusted_monthly_active_users,recurring_addresses,trusted_recurring_users,power_user_addresses,openrank_trusted_users_count,log_gas_fees,log_transaction_count,log_trusted_transaction_count
Based Onchain Dinos,0xb9b7f1175044c211555b5589ee389263d2e455f99c1505e6b121cf6e3f5caaff,false,0.048740851823675789,1777.0,577.0,0.32470455824423183,21.0,5.1475409836065573,1.6762295081967213,122.22222222222223,38.765432098765437,18.0,10.0,324.0,37.0,0.020668185498425067,3.249931756634195,2.761927838420529
Based Onchain Punks,0x75a73ce0588cac3b0ee8953163b64f9449330d39e30efe4288b4f00be04ecc71,false,0.027486610629785337,1268.0,255.0,0.20110410094637224,4.0,3.930327868852459,0.70901639344262291,110.24691358024693,18.765432098765434,7.0,3.0,219.0,11.0,0.011776171212352114,3.1034616220947049,2.4082399653118496
Basepaint,0xc0901c8f9503f0bf91a1cca0c6c90e55af8719cc2237fb4a0bf0770b307cbd11,true,1.7435659943012884,270552.0,70730.0,0.26142848694520832,389.0,699.04508196721315,158.93032786885246,3404.4444444444448,1020.246913580247,2490.0,770.0,6033.0,638.0,0.43831541126662543,5.4322523539264171,4.8496097982126871
Basic Dog Meme,0xbdca9dd029e6fcfbe269429f1db7a0e7f73334e253995f68146fc88fc17cdb3f,false,0.051228670988632943,7900.0,1039.0,0.13151898734177214,28.0,26.127049180327869,3.6475409836065573,560.98765432098764,79.135802469135811,236.0,44.0,1503.0,37.0,0.021697197233162352,3.89768206179642,3.0170333392987803
Beam,0x67267b69dc7950fdd49dc0b78a8bdeefa234992190bc3b81e1d1c735086c033a,false,0.0017022739552322102,5027.0,34.0,0.0,2.0,11.450819672131148,0.11475409836065574,236.66666666666669,3.0864197530864197,59.0,0.0,25.0,1.0,0.00073865966311024056,3.7013952690139202,1.5440680443502757
Beefy,0x30769523b16315b6404ce3c6dbaf610028acdf3133dca8a4d427e0d19d3628c9,false,5.8946769497037979,152922.0,14415.0,0.094263742299996081,331.0,323.27459016393442,42.872950819672134,6189.0123456790125,1036.6666666666667,3311.0,365.0,12138.0,139.0,0.83851392210754327,5.1844728092964143,4.1588447736349874
Blob Farm,0xdfad16356f7cf4f0550787eae192ef0d7a8bde878b765e8fa302dc7e20ff360c,false,0.32970252683776841,30454.0,5182.0,0.1701582714914297,56.0,89.139344262295083,14.516393442622951,592.59259259259261,90.493827160493836,636.0,89.0,533.0,56.0,0.12375449404775436,4.48365860383744,3.7145812088395314
Bodhi,0xe173916be16955177d6b6380f50cc2e943e906c3e337736b361b5dbe477e7685,false,0.30101144389563173,36643.0,1773.0,0.048385776273776708,15.0,25.66393442622951,2.1434426229508197,479.50617283950618,44.444444444444443,49.0,5.0,210.0,14.0,0.11428111669906951,4.56400287446935,3.2489536154957075
Boost,0x5c4cbf1cf48fea0f82cfdf33b94f43910f3062b6cca1fbfe46d4ee7e1f5506d1,true,7.0906860854884775,1008652.0,204716.0,0.20295999016509161,361.0,1954.6311475409836,306.68442622950818,18467.777777777777,2082.2222222222222,11532.0,2035.0,14713.0,323.0,0.9079853510940834,6.0037417845675094,5.3111539086108985
Bored Town,0x5316b19c17eba417d70b924baa6a1c467b14069968424d14fcf1409f2a308873,true,0.28852947874490054,77833.0,9126.0,0.11725103747767657,86.0,236.45901639344262,24.192622950819672,5058.2716049382716,511.60493827160496,858.0,360.0,4299.0,110.0,0.11009435871136788,4.89116935003362,3.9603280505301433
Builder Protocol,0x46cd8d30b17201a2c573336842ad0e4ee866eb51d885027efe9dff78bff1c086,true,1.325085864447491,15200.0,8962.0,0.58960526315789474,102.0,28.71311475409836,17.405737704918032,361.48148148148152,181.4814814814815,199.0,139.0,762.0,336.0,0.36643899583550738,4.1818721590103332,3.9524533964230333
Building Blocks,0x1c1bb58707493e944e721acf773ee77405f8eb4c82070e6425e34b03c7a206ce,false,0.0068294836636379006,1266.0,213.0,0.16824644549763032,13.0,3.7336065573770494,0.77049180327868849,92.716049382716051,19.135802469135804,19.0,6.0,159.0,13.0,0.0029559247993879833,3.1027766148834415,2.330413773349191
Catalog Radio,0x8c0d39ff0da67bf02e286f0d9e92da3470476333f185cc72c1db4923ace41901,true,0.062173944404483775,9287.0,4196.0,0.45181436416496179,341.0,30.389344262295083,13.340163934426229,878.76543209876547,380.24691358024694,29.0,22.0,4874.0,120.0,0.026195643778519372,3.9679222067305173,3.62293896921149
Circle.tech,0x46ca6c364e7a7bc7dd79db1f22a66b305a77f8c912636b00a4b9a6b28c423e8f,false,2.8799176743753772,18039.0,688.0,0.0,2.0,15.569672131147541,0.27868852459016391,146.66666666666669,1.9753086419753088,47.0,0.0,13.0,1.0,0.58882251066023639,4.2562365332059233,2.8382192219076257
Clipper DEX,0x702aae08d1f82c410a51fe243bd662d5639543c4706deb3dd2932e5909552afc,false,0.16766471989738357,22773.0,4082.0,0.17924735432310193,7.0,30.622950819672131,7.6721311475409832,761.97530864197529,186.41975308641977,151.0,52.0,1821.0,29.0,0.067318158528493557,4.3574393163138989,3.610979379922997
Coinvise,0xc7bd0b2faaf873e06066c2a986c2b657ee4c9b31a61bfb5e91825e1dee546dbc,false,3.2656310836209013,69540.0,16926.0,0.24339948231233821,1234.0,240.48770491803279,52.282786885245905,6069.8765432098771,1237.1604938271605,1735.0,537.0,6867.0,312.0,0.6299832924458455,4.8422409315494157,4.22857999420492
Compound Finance,0xd3d00c946f62ac8cf49a85e3ab7d295d3b56f68d0b9f1fa4d595742fa372cf78,false,4.1276963995910325,557604.0,73430.0,0.13168843838996852,1643.0,839.16803278688519,115.57786885245902,20257.037037037036,2768.2716049382716,3992.0,1015.0,35492.0,168.0,0.7099223035845551,5.7463266593917348,4.865879442568767
Coordinape,0x8809b8e6597cfc24a10313db53a1e7b102790160cb803bc47e07848b14fd0b5e,true,0.24515324924733939,38783.0,7682.0,0.19807647680684837,64.0,15.233606557377049,6.7950819672131146,302.962962962963,110.37037037037038,45.0,30.0,649.0,222.0,0.095222806216178124,4.5886525981501736,3.885530833188092
Copin.io,0x8fa98773f72474172c2fe75fb7ad3ae2274edd1bc1635b77dd175259dbfde5bd,true,0.4880413483527683,1579.0,68.0,0.0,1.0,3.1475409836065573,0.040983606557377046,74.320987654320987,0.98765432098765438,27.0,1.0,6.0,1.0,0.17261499916143871,3.1986570869544226,1.8388490907372552
Crowdmuse,0x46b434953909491a2555ccb9cdaee3417765721a33a302a470b25aa6926cae61,true,0.031099320871710013,11174.0,425.0,0.038034723465187041,35.0,5.6639344262295079,1.360655737704918,160.0,39.135802469135804,4.0,3.0,437.0,49.0,0.01330050081114441,4.0482475318039741,2.6294095991027189
Crypto Composite,0x6b8cc2b8d8f7a051927d058af2e742fb940a248c4de357e2a7a6b58f01831d44,false,0.0048148430738587577,2208.0,519.0,0.23505434782608695,9.0,7.9016393442622954,1.3770491803278688,232.22222222222223,39.25925925925926,0.0,0.0,551.0,34.0,0.0020860418165476436,3.344195715871435,2.716003343634799
CyberConnect Protocol,0xf0e2abf650dc97b4223f82ef94fc6251942fff0f4d75d49d63a4017610045907,false,12.139138834893513,274821.0,14940.0,0.11431369698453628,553.0,901.31967213114751,54.754098360655739,23861.975308641977,1431.851851851852,5662.0,946.0,10544.0,124.0,1.1185669016385404,5.4390514958408058,4.1743796657489867
Cygnus Finance,0x3f11bc2231f22056737d8bc5338c06bbb1637de54c71a65eed9d6500a8fbd1bc,false,0.13920654625242149,8679.0,87.0,0.0,2.0,21.590163934426229,0.18442622950819673,550.24691358024688,4.5679012345679011,13.0,1.0,103.0,0.0,0.056602471897710373,3.9385197251764921,1.9444826721501687
DackieNFT,0x44ca2c89a912ec7e3f2a38aaecde63044fcaa3024839eb628081a3bcba9c0490,false,0.60020731724673426,4060.0,824.0,0.20295566502463055,5.0,12.418032786885245,2.668032786885246,334.320987654321,71.481481481481481,71.0,23.0,859.0,15.0,0.20417625197066624,3.6086329894900371,2.916453948549925
DackieSwap,0x18e7582de42dd9a7fd2cb69fb6566b8bcb3e86b936b229b0c5af78fa1de791a4,false,3.5952654832745088,165476.0,15548.0,0.093959244845173928,55.0,198.01639344262296,22.155737704918032,3296.7901234567903,341.97530864197535,1555.0,279.0,3926.0,19.0,0.662310607036717,5.2187376387931153,4.191702463559194
Daimo,0x31ad5901da0dd56bc4e1649645365b03443ac0712c72431bf6132b121b8b96eb,true,0.15027693714625098,9205.0,37.0,0.0,3.0,8.1844262295081975,0.12295081967213115,129.87654320987656,3.3333333333333335,1.0,0.0,7.0,17.0,0.060802412349348078,3.9640709705579553,1.5797835966168101
DappLearning ZK redpacket,0xa03ec02831ddba6f92dee26ff03642e07aa6085c3c6e2b403119dde5566fa740,true,0.017489477526092537,1158.0,14.0,0.0,1.0,3.0245901639344264,0.05737704918032787,64.5679012345679,1.3580246913580247,16.0,0.0,5.0,2.0,0.0075299266186495822,3.064083435963596,1.1760912590556813
DappRadar,0x742a9a3a6a97c94f087aa389617407779349416fd68a05dba1a3ef27bb7ec0e4,false,0.042080211645206533,1043.0,47.0,0.0,2.0,3.372950819672131,0.19262295081967212,98.148148148148152,5.8024691358024691,1.0,0.0,53.0,2.0,0.017901149034690218,3.0187004986662433,1.6812412373755872
Decent.xyz,0x38c38455bb0fd71d2929fcf799279569ab5f5c5d3e1f92f8642ce87aa25accdf,false,8.899988148055149,150529.0,27773.0,0.18450265397365292,1810.0,466.46721311475409,85.508196721311478,10805.925925925927,2016.6666666666667,471.0,299.0,13343.0,1313.0,0.99563467467458733,5.1776230616313557,4.4436384311664545
