"block_number","block_timestamp","asc_block_number_rank","desc_block_number_rank","last_base_fee_per_gas_gwei","trailing_avg_base_fee_per_gas_gwei","last_l1_gas_price_gwei","trailing_avg_l1_gas_price_gwei","trailing_avg_priority_fee_paid_per_gas_gwei_1pct","trailing_avg_priority_fee_paid_per_gas_gwei_25pct","trailing_avg_priority_fee_paid_per_gas_gwei_50pct","trailing_avg_priority_fee_paid_per_gas_gwei_75pct","trailing_avg_priority_fee_paid_per_gas_gwei_99pct"
10145946,"2023-06-02 15:32:40",468,552,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,61.1998672990000000,2.0148527257279993,2.066111071199999,2.119505181066666,2.1728992909333322,2.2241576364053324
10145944,"2023-06-02 15:32:36",467,553,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,60.0067946006333333,2.0148527257279993,2.066111071199999,2.119505181066666,2.1728992909333327,2.2241576364053324
10145942,"2023-06-02 15:32:32",466,554,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,58.7840962528333333,2.014852725727999,2.066111071199999,2.119505181066666,2.1728992909333322,2.2241576364053324
10145939,"2023-06-02 15:32:26",465,555,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,57.5613979050333333,1.9916193903613324,2.0428777358333323,2.0962718456999996,2.149665955566666,2.2009243010386657
10145938,"2023-06-02 15:32:24",464,556,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,56.3386995572333333,2.0342350897203323,2.0787130638083324,2.125044286816666,2.171375509824999,2.215853483912999
10145935,"2023-06-02 15:32:18",463,557,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,55.2541528952000000,2.0664577579869996,2.110935732074999,2.1572669550833323,2.203598178091666,2.2480761521796655
10145933,"2023-06-02 15:32:14",462,558,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,54.1696062331666667,2.066457757986999,2.110935732074999,2.1572669550833323,2.203598178091666,2.248076152179666
10145931,"2023-06-02 15:32:10",461,559,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,53.0850595711333333,2.081280185395666,2.1299763996916656,2.180701622916666,2.231426846141666,2.280123060437666
10145928,"2023-06-02 15:32:04",460,560,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,51.9348098719333333,2.0392399348589993,2.108527292274999,2.180701622916666,2.231426846141666,2.2801230604376657
10145927,"2023-06-02 15:32:02",459,561,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,50.7845601727333333,2.039884388224333,2.1246386264083323,2.2129242911833327,3.877588178424999,5.475665510176999
10145924,"2023-06-02 15:31:56",458,562,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,49.6343104735333333,2.039884388224333,2.1246386264083323,2.2129242911833327,3.877588178424999,5.4756655101769995
10145923,"2023-06-02 15:31:54",457,563,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,48.7569092197333333,2.1125318569113327,2.1832252947833326,2.2568642925666658,3.906881512816666,5.490898044256666
10145922,"2023-06-02 15:31:52",456,564,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,47.8795079659333333,2.1125318569113327,2.1832252947833326,2.2568642925666658,3.9068815128166663,5.490898044256667
10145920,"2023-06-02 15:31:48",455,565,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,46.9498454945666667,2.1125318569113327,2.1832252947833326,2.2568642925666658,3.906881512816666,5.490898044256667
10145918,"2023-06-02 15:31:44",454,566,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,46.1656794193000000,2.0891520548706657,2.1563302925666656,2.226307623499999,3.8726631768999993,5.453164508164002
10145916,"2023-06-02 15:31:40",453,567,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,45.3815133440333333,2.0891520548706657,2.1563302925666656,2.2263076234999986,3.872663176899999,5.453164508164002
10145915,"2023-06-02 15:31:38",452,568,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,44.5973472687666667,2.0891520548706657,2.1563302925666656,2.226307623499999,3.8726631768999993,5.4531645081640026
10145913,"2023-06-02 15:31:34",451,569,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,43.8467647983000000,2.0512720521039993,2.1184502897999993,2.1884276207333326,3.834783174133333,5.415284505397335
10145912,"2023-06-02 15:31:32",450,570,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,43.3225837525333333,2.0512720521039993,2.1184502897999993,2.1884276207333326,3.834783174133333,5.415284505397336
10145910,"2023-06-02 15:31:28",449,571,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,42.7984027067666667,2.0512720521039993,2.1184502897999993,2.1884276207333326,3.8347831741333325,5.415284505397336
10145909,"2023-06-02 15:31:26",448,572,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,42.2742216610000000,2.051873052066999,2.1334752888749993,2.2184776188833326,3.879858171358333,5.474783501734335
10145907,"2023-06-02 15:31:22",447,573,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,41.7500406152333333,2.0544422810519993,2.125748946299999,2.200026722599999,3.850682721366666,5.435312480182669
10145905,"2023-06-02 15:31:18",446,574,5.0000000000000000E-8,5.0000000000000000E-8,74.1966001880000000,41.3007185130666667,2.0544422810519993,2.125748946299999,2.2000267225999997,3.850682721366666,5.435312480182669
10145904,"2023-06-02 15:31:16",445,575,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,40.8513964109000000,2.054442281018666,2.125748946266666,2.200026722566666,3.8506827213333326,5.435312480149336
10145903,"2023-06-02 15:31:14",444,576,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,40.4020743087333333,2.0544422793519996,2.1257489445999993,2.2000267208999995,3.8506827196666658,5.435312478482669
10145902,"2023-06-02 15:31:12",443,577,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.9527522065666667,2.0939432829983327,2.1556739469583324,2.219976721916666,3.860657719341666,5.4357114768696695
10145901,"2023-06-02 15:31:10",442,578,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.6946438346000000,2.0514383657543322,2.1226081718583325,2.1967433865499992,3.8490410516583324,5.435246810162336
10145900,"2023-06-02 15:31:08",441,579,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.5063422903666667,2.0514383657543322,2.1226081718583325,2.1967433865499992,3.8490410516583324,5.435246810162336
10145898,"2023-06-02 15:31:04",440,580,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.3180407461333333,2.051438365737666,2.122608171441666,2.196743385716666,3.8490410504083323,5.4352468085123355
10145894,"2023-06-02 15:30:56",439,581,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.1440024920666667,2.051438365737666,2.1226081714416654,2.196743385716666,3.849041050408332,5.4352468085123355
10145892,"2023-06-02 15:30:52",438,582,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.1418741837333333,2.051438365737666,2.122608171441666,2.196743385716666,3.849041050408332,5.4352468085123355
10145890,"2023-06-02 15:30:48",437,583,5.0000000000000000E-8,5.0033333333333333E-8,74.1966001880000000,39.2084164254333333,2.051438365737666,2.122608171441666,2.196743385716666,3.849041050408332,5.4352468085123355
10145889,"2023-06-02 15:30:46",436,584,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,39.3424794806000000,2.0284373637246658,2.105183169916666,2.1851267180333327,3.8432327165666655,5.435014475158669
10145887,"2023-06-02 15:30:42",435,585,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,39.4765425357666667,2.0516706990913325,2.1284165052833326,2.2083600533999994,3.866466051933332,5.458247810525336
10145884,"2023-06-02 15:30:36",434,586,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,39.6106055909333333,2.124757569450666,2.197988175466666,2.2742700567333327,3.9287143884166653,5.5169809468326685
10145883,"2023-06-02 15:30:34",433,587,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,39.7446686461000000,2.092534901183999,2.1657655071999993,2.242047388466666,3.8964917201499985,5.4847582785660025
10145881,"2023-06-02 15:30:30",432,588,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,39.8787317012666667,2.092534901183999,2.1657655071999993,2.242047388466666,3.8964917201499985,5.4847582785660025
10145879,"2023-06-02 15:30:26",431,589,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,40.0975319380666667,2.038211470112332,2.1167998368083323,2.1986627187833325,3.8586880511749984,5.452312370271003
10145878,"2023-06-02 15:30:24",430,590,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,40.3163321748666667,2.037782487963999,2.106075283099999,2.177213611366666,3.847963497466665,5.45188338812267
10145876,"2023-06-02 15:30:20",429,591,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,40.5006321135000000,2.0371380345986654,2.0899639489666657,2.144990943099999,2.201802165183332,2.256340938383332
10145875,"2023-06-02 15:30:18",428,592,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,40.6849320521333333,2.037138034598666,2.0899639489666657,2.144990943099999,2.2018021651833326,2.2563409383833326
10145873,"2023-06-02 15:30:14",427,593,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,40.8692319907666667,1.9970915642246658,2.046402278416666,2.097767605699999,2.150917160933332,2.2019407339573323
10145872,"2023-06-02 15:30:12",426,594,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,41.0535319294000000,5.2571915605246655,5.306502274716666,5.357867601999999,5.411017157233332,5.462040730257332
10145871,"2023-06-02 15:30:10",425,595,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,41.2900930856000000,5.257191560524666,5.306502274716666,5.357867602,5.411017157233333,5.462040730257333
10145870,"2023-06-02 15:30:08",424,596,5.0000000000000000E-8,5.0066666666666667E-8,74.1966001880000000,41.5980950226333333,5.280424895891334,5.3297356100833335,5.381100937366667,5.4342504926,5.485274065624
