date,protocol,chain,usd_value,name,category,parent_protocol,net_dollar_flow,net_dollar_flow_latest_price,rank_desc,mark_at_latest_price,cumul_net_dollar_flow,flow_direction,abs_cumul_net_dollar_flow,cumul_net_dollar_flow_1d,daily_avg_tvl_1d,flow_direction_1d,abs_cumul_net_dollar_flow_1d,cumul_net_dollar_flow_3d,daily_avg_tvl_3d,flow_direction_3d,abs_cumul_net_dollar_flow_3d,cumul_net_dollar_flow_7d,daily_avg_tvl_7d,flow_direction_7d,abs_cumul_net_dollar_flow_7d,cumul_net_dollar_flow_14d,daily_avg_tvl_14d,flow_direction_14d,abs_cumul_net_dollar_flow_14d,cumul_net_dollar_flow_30d,daily_avg_tvl_30d,flow_direction_30d,abs_cumul_net_dollar_flow_30d,cumul_net_dollar_flow_90d,daily_avg_tvl_90d,flow_direction_90d,abs_cumul_net_dollar_flow_90d,cumul_net_dollar_flow_180d,daily_avg_tvl_180d,flow_direction_180d,abs_cumul_net_dollar_flow_180d,cumul_net_dollar_flow_365d,daily_avg_tvl_365d,flow_direction_365d,abs_cumul_net_dollar_flow_365d,pct_of_tvl
2024-07-08,steer-protocol,Scroll,55154.59069,Steer Protocol,Liquidity manager,Steer Protocol,-24.01739961378189,-24.01739961378189,1,1,-90203.62186184776,-1,90203.62186184776,-24.01739961378189,55154.59069,-1,24.01739961378189,-54.490050078222566,55468.75448,-1,54.490050078222566,-14014.624995045264,62715.56638285714,-1,14014.624995045264,-21211.131611220168,69700.41733357143,-1,21211.131611220168,-39163.70309226284,81331.90520733334,-1,39163.70309226284,54189.850599018,33655.39592355555,1,54189.850599018,16216.828531033203,18196.165798333335,1,16216.828531033203,-90203.62186184776,24900.318425412846,-1,90203.62186184776,-0.04354560393489866
2024-07-08,steer-protocol,RSK,11067.55572,Steer Protocol,Liquidity manager,Steer Protocol,-135.11867567599106,-135.11867567599106,1,1,11063.97543060621,1,11063.97543060621,-135.11867567599106,11067.55572,-1,135.11867567599106,2205.30697629586,13563.47554,1,2205.30697629586,11062.65802051893,7110.770594285715,1,11062.65802051893,11063.644125839097,3557.4231778571425,1,11063.644125839097,11063.97543060621,2930.352801764706,1,11063.97543060621,11063.97543060621,2930.352801764706,1,11063.97543060621,11063.97543060621,2930.352801764706,1,11063.97543060621,11063.97543060621,2930.352801764706,1,11063.97543060621,-1.2208538099502881
2024-07-08,streamflow,Binance-vesting,1.14987,Streamflow,Payments,Streamflow,-0.010720000000000063,-0.010720000000000063,1,1,0.8611299999902582,1,0.8611299999902582,-0.010720000000000063,1.14987,-1,0.010720000000000063,-0.0195500000000155,1.1299699999999622,-1,0.0195500000000155,-0.21034999999562776,1.2257885714283117,-1,0.21034999999562776,-0.12982000000585958,1.2840299999999998,-1,0.12982000000585958,-0.8971700000075546,1.5652253333333335,-1,0.8971700000075546,-997.6954299999944,272.5464153333333,-1,997.6954299999944,-10246.407010000008,2583.5285688333333,-1,10246.407010000008,0.8563499999902582,3877.179423561644,1,0.8563499999902582,-0.9322793011383951
2024-07-08,stargate-v2,Avalanche,15669131.19399,Stargate V2,Cross Chain,parent#stargate-finance,-149980.53030799795,-149980.53030799795,1,1,-1355489.9454341528,-1,1355489.9454341528,-149980.53030799795,15669131.19399,-1,149980.53030799795,-1469114.789743836,15758641.098733334,-1,1469114.789743836,-1355489.9454341528,16532463.65084,-1,1355489.9454341528,-1355489.9454341528,16532463.65084,-1,1355489.9454341528,-1355489.9454341528,16532463.65084,-1,1355489.9454341528,-1355489.9454341528,16532463.65084,-1,1355489.9454341528,-1355489.9454341528,16532463.65084,-1,1355489.9454341528,-1355489.9454341528,16532463.65084,-1,1355489.9454341528,-0.957171960915893
2024-07-08,sushiswap,RSK,3109.41547,SushiSwap,Dexes,parent#sushi,0.055985929992486014,0.055985929992486014,1,1,15.708052897463837,1,15.708052897463837,0.055985929992486014,3109.41547,1,0.055985929992486014,0.2763965502509504,3129.112983333334,1,0.2763965502509504,3109.41547,2714.024882857143,1,3109.41547,19.543255503173878,2551.3346985714284,1,19.543255503173878,15.708052897463837,2707.815910909091,1,15.708052897463837,15.708052897463837,2707.815910909091,1,15.708052897463837,15.708052897463837,2707.815910909091,1,15.708052897463837,15.708052897463837,2707.815910909091,1,15.708052897463837,0.001800529087625785
2024-07-08,sushiswap,Scroll,84678.31862,SushiSwap,Dexes,parent#sushi,-672.2827336370326,-672.2827336370326,1,1,84007.50689368162,1,84007.50689368162,-672.2827336370326,84678.31862,-1,672.2827336370326,-565.003241572376,85911.92682333333,-1,565.003241572376,84678.31861999999,76504.71782142857,1,84678.31861999999,-9044.844347814838,75097.75389214286,-1,9044.844347814838,31948.568265398062,79103.95423100001,1,31948.568265398062,80342.69524701897,37618.20438333333,1,80342.69524701897,83713.71311101282,19601.12396622222,1,83713.71311101282,84007.50689368162,15423.714503419915,1,84007.50689368162,-0.7939254635580913
2024-07-08,synapse,Fantom,13249.74834,Synapse,Cross Chain,Synapse,3.2582768721313395,3.2582768721313395,1,1,-449977.7834083972,-1,449977.7834083972,3.2582768721313395,13249.74834,1,3.2582768721313395,14.662245924475338,13298.982016666667,1,14.662245924475338,37.47018402948491,13455.879302857142,1,37.47018402948491,51.9151809606172,13678.720769285723,1,51.9151809606172,88.60597901526747,13854.007800333335,1,88.60597901526747,437.9547629019565,14336.177032,1,437.9547629019565,3094.162101045704,27526.907526277777,1,3094.162101045704,-449986.4504248771,29997.12486547945,-1,449986.4504248771,0.024591235912721793
2024-07-08,synapse,Ethereum,68959824.03546,Synapse,Cross Chain,Synapse,238594.87380541704,238594.87380541704,1,1,5948565.289602689,1,5948565.289602689,238594.87380541704,68959824.03546,1,238594.87380541704,354736.5981885192,68133287.10021333,1,354736.5981885192,-329007.8517951869,73773642.73804857,-1,329007.8517951869,-387502.4956735421,79400233.96383643,-1,387502.4956735421,159812.59913709515,96137015.425622,1,159812.59913709515,29866551.51850827,112219764.0591929,1,29866551.51850827,36559803.3878925,74734061.42169617,1,36559803.3878925,6874255.14143095,58331638.3699672,1,6874255.14143095,0.3459911290996459
2024-07-08,synapse,Cronos,13746.35667,Synapse,Cross Chain,Synapse,1136.4070269445501,1136.4070269445501,1,1,2543.324896238885,1,2543.324896238885,1136.4070269445501,13746.35667,1,1136.4070269445501,-792.5663234595602,13623.631493333334,-1,792.5663234595602,1047.347572665379,13355.88949285714,1,1047.347572665379,7974.189813278309,13223.27608642857,1,7974.189813278309,443.9597020229146,12859.300028333331,1,443.9597020229146,-1438.2815663140284,12779.775632999997,-1,1438.2815663140284,1445.2623775318777,12833.128491222222,1,1445.2623775318777,1159.667988804849,12837.688134794522,1,1159.667988804849,8.266968872011308
2024-07-08,synapse,Canto,2042071.7387499998,Synapse,Cross Chain,Synapse,-68603.65124372154,-68603.65124372154,1,1,-657586.9807830399,-1,657586.9807830399,-68603.65124372154,2042071.7387499998,-1,68603.65124372154,33993.72543435637,2102392.5045666667,1,33993.72543435637,34355.68500980236,2045675.5433114287,1,34355.68500980236,-74737.24915038078,2078146.5926614287,-1,74737.24915038078,38707.72460746596,2071152.1682006666,1,38707.72460746596,559180.4542841928,1899331.717016667,1,559180.4542841928,-611142.1496196694,1979266.7269948334,-1,611142.1496196694,-969572.9706128081,2263759.5020720274,-1,969572.9706128081,-3.359512300273812
2024-07-08,synapse,Boba,37638.28436,Synapse,Cross Chain,Synapse,0.0,0.0,1,1,-5188.825864661668,-1,5188.825864661668,0.0,37638.28436,1,0.0,-0.4003327283098379,37744.776196666666,-1,0.4003327283098379,1.8087751418738662,38367.13374571428,1,1.8087751418738662,227.62272607145263,38703.50001214286,1,227.62272607145263,-41.372158205970706,39141.92915166667,-1,41.372158205970706,33.056616174794144,39007.429177,1,33.056616174794144,-5141.5844023509235,39869.19237205556,-1,5141.5844023509235,-5167.544435976379,39391.55904863014,-1,5167.544435976379,0.0
2024-07-08,synapse,Blast,2164408.8106,Synapse,Cross Chain,Synapse,16742.301942190054,16742.301942190054,1,1,-3431342.734266418,-1,3431342.734266418,16742.301942190054,2164408.8106,1,16742.301942190054,-108081.15112554582,2188684.85408,-1,108081.15112554582,-230444.54113293928,2388776.47712,-1,230444.54113293928,365892.1887115838,2461515.15642,1,365892.1887115838,175349.3700630163,2404722.5896039996,1,175349.3700630163,-1398130.057940304,2859034.6675216667,-1,1398130.057940304,-3431342.734266418,4282450.84982024,-1,3431342.734266418,-3431342.734266418,4282450.84982024,-1,3431342.734266418,0.7735277115947835
2024-07-08,synapse,Binance,2650361.46218,Synapse,Cross Chain,Synapse,-34471.65077684174,-34471.65077684174,1,1,-3226478.4699675753,-1,3226478.4699675753,-34471.65077684174,2650361.46218,-1,34471.65077684174,-49958.6552304862,2668085.24652,-1,49958.6552304862,50160.91699643524,2648449.4368100003,1,50160.91699643524,-45091.6957891588,2674054.634538572,-1,45091.6957891588,-93021.76206649959,2722236.545774333,-1,93021.76206649959,-82217.99197730844,3114021.675360222,-1,82217.99197730844,946825.1657186839,2770753.320681833,1,946825.1657186839,-3249256.109430726,3213692.082612192,-1,3249256.109430726,-1.300639602135167
2024-07-08,synapse,Base,1415781.848,Synapse,Cross Chain,Synapse,-61065.56669302927,-61065.56669302927,1,1,-13271192.76308145,-1,13271192.76308145,-61065.56669302927,1415781.848,-1,61065.56669302927,-118645.92114386501,1482686.2279133333,-1,118645.92114386501,-266365.8057157503,1692129.813812857,-1,266365.8057157503,-505347.42478953546,1762816.4314678572,-1,505347.42478953546,-531753.6830316604,2171125.395099,-1,531753.6830316604,-968692.5636973677,2226686.049332111,-1,968692.5636973677,-2108415.7374731856,2638126.557563222,-1,2108415.7374731856,-13271192.76308145,2630153.6969388956,-1,13271192.76308145,-4.313204522242842
2024-07-08,synapse,Avalanche,2070991.3477799997,Synapse,Cross Chain,Synapse,6582.047860615722,6582.047860615722,1,1,-13481530.070490949,-1,13481530.070490949,6582.047860615722,2070991.3477799997,1,6582.047860615722,33324.24058199823,2080291.92779,1,33324.24058199823,35575.54872384109,2119970.82332,1,35575.54872384109,-9137.496501209982,2134400.78852,-1,9137.496501209982,2643.474546263359,2251063.666857667,1,2643.474546263359,-68212.73901282981,2539876.202036,-1,68212.73901282981,-1545819.0712295584,3155324.2132976106,-1,1545819.0712295584,-13522626.896691235,4488239.269306685,-1,13522626.896691235,0.3178211182616167
2024-07-08,synapse,Aurora,36502.04654,Synapse,Cross Chain,Synapse,0.06725710845194843,0.06725710845194843,1,1,-16249.782686647752,-1,16249.782686647752,0.06725710845194843,36502.04654,1,0.06725710845194843,-1.5767478220760012,36490.353390000004,-1,1.5767478220760012,47.602065249123505,36406.923507142856,1,47.602065249123505,-15.882609461759621,36330.29424714286,-1,15.882609461759621,-6.036285331532711,36283.56771166666,-1,6.036285331532711,20.735878345609656,36307.02081555556,1,20.735878345609656,27.23491682179827,36305.29768644444,1,27.23491682179827,-16248.703046489443,37454.96072821918,-1,16248.703046489443,0.00018425571941081752
2024-07-08,synapse,Arbitrum,29514940.055910002,Synapse,Cross Chain,Synapse,47966.5883106456,47966.5883106456,1,1,-17421652.394346144,-1,17421652.394346144,47966.5883106456,29514940.055910002,1,47966.5883106456,-198520.8781413039,30241020.52039667,-1,198520.8781413039,445531.9523335988,31877824.82307571,1,445531.9523335988,120723.16763717833,32543202.14953643,1,120723.16763717833,434908.05088275025,35166480.96811666,1,434908.05088275025,-567665.6823000784,35691435.22188044,-1,567665.6823000784,-1058153.1252225589,44087180.76743517,-1,1058153.1252225589,-17814164.49555624,48820877.868577756,-1,17814164.49555624,0.16251629927007386
2024-07-08,symbiotic,Ethereum,999646361.3897599,Symbiotic,Restaking,Symbiotic,4764174.292098504,4764174.292098504,1,1,959101721.2327341,1,959101721.2327341,4764174.292098504,999646361.3897599,1,4764174.292098504,32754369.141983695,1005081231.5920166,1,32754369.141983695,725214392.8339518,815863123.6132914,1,725214392.8339518,795061815.9727106,551555387.9828407,1,795061815.9727106,959101721.2327341,401133653.29978967,1,959101721.2327341,959101721.2327341,401133653.29978967,1,959101721.2327341,959101721.2327341,401133653.29978967,1,959101721.2327341,959101721.2327341,401133653.29978967,1,959101721.2327341,0.4765859684093786
2024-07-08,symbiosis,zkSync Era,459242.48693,Symbiosis,Cross Chain,Symbiosis,21086.928348261616,21086.928348261616,1,1,-356503.4884704154,-1,356503.4884704154,21086.928348261616,459242.48693,1,21086.928348261616,52499.89660608365,448095.14111333335,1,52499.89660608365,-30792.822134921596,458516.2661742857,-1,30792.822134921596,-137439.80143417604,477297.2578685714,-1,137439.80143417604,66818.22548140478,481750.0709236667,1,66818.22548140478,41277.02316620119,456970.0622324444,1,41277.02316620119,21746.7834762115,449662.4646417222,1,21746.7834762115,-321631.2708941409,545692.6349009041,-1,321631.2708941409,4.591676281788751
2024-07-08,symbiosis,zkLink,77474.86236,Symbiosis,Cross Chain,Symbiosis,-306.68857487773374,-306.68857487773374,1,1,-25868.264725855566,-1,25868.264725855566,-306.68857487773374,77474.86236,-1,306.68857487773374,-72139.35214905952,82353.52262666667,-1,72139.35214905952,-73913.40300182751,132419.06134142858,-1,73913.40300182751,-74291.91573759465,150492.96935928572,-1,74291.91573759465,-53537.64736463711,159966.52411366667,-1,53537.64736463711,-84987.15591355288,152948.05043666667,-1,84987.15591355288,-25868.264725855566,175326.27245252253,-1,25868.264725855566,-25868.264725855566,175326.27245252253,-1,25868.264725855566,-0.39585559178234303
2024-07-08,symbiosis,ZetaChain,14.15284,Symbiosis,Cross Chain,Symbiosis,0.0,0.0,1,1,-1.8792152697095434,-1,1.8792152697095434,0.0,14.15284,1,0.0,0.0,14.337813333333335,1,0.0,0.0,15.195801428571428,1,0.0,0.0,15.766511428571429,1,0.0,-1.8792152697095434,16.67175793103448,-1,1.8792152697095434,-1.8792152697095434,16.67175793103448,-1,1.8792152697095434,-1.8792152697095434,16.67175793103448,-1,1.8792152697095434,-1.8792152697095434,16.67175793103448,-1,1.8792152697095434,0.0
2024-07-08,symbiosis,Tron,102918.48315,Symbiosis,Cross Chain,Symbiosis,-37900.857745678,-37900.857745678,1,1,-12906.128956035885,-1,12906.128956035885,-37900.857745678,102918.48315,-1,37900.857745678,-4133.906677001265,117705.87847666665,-1,4133.906677001265,-156099.27636685205,115209.7681657143,-1,156099.27636685205,-132099.24032628458,179970.3844157143,-1,132099.24032628458,-228957.077554806,219275.6954326667,-1,228957.077554806,-51184.31963770326,239353.12884033332,-1,51184.31963770326,-69523.90764489229,223965.6618232222,-1,69523.90764489229,-12906.128956035885,202933.89241118575,-1,12906.128956035885,-36.82609438621326
2024-07-08,symbiosis,Telos,133084.97577,Symbiosis,Cross Chain,Symbiosis,0.0,0.0,1,1,32954.030288639406,1,32954.030288639406,0.0,133084.97577,1,0.0,0.0,133129.33742999999,1,0.0,0.0,133089.12041714284,1,0.0,0.0,133079.09151357142,1,0.0,24837.02184999999,124590.72130899999,1,24837.02184999999,132912.61820998756,52362.82727755555,1,132912.61820998756,132912.61820998756,26247.877872166664,1,132912.61820998756,32954.030288639406,16714.13603528125,1,32954.030288639406,0.0
2024-07-08,symbiosis,Taiko,48889.40234,Symbiosis,Cross Chain,Symbiosis,-2197.276844064087,-2197.276844064087,1,1,33302.691134665496,1,33302.691134665496,-2197.276844064087,48889.40234,-1,2197.276844064087,-5447.52277538369,50949.195323333326,-1,5447.52277538369,1842.169050012485,59653.73076428572,1,1842.169050012485,19004.950613893874,56361.46331571428,1,19004.950613893874,29165.300082020825,43138.599121,1,29165.300082020825,33302.691134665496,38617.218544102565,1,33302.691134665496,33302.691134665496,38617.218544102565,1,33302.691134665496,33302.691134665496,38617.218544102565,1,33302.691134665496,-4.494382706467111
2024-07-08,symbiosis,Sei,1843374.07415,Symbiosis,Cross Chain,Symbiosis,247535.46393403594,247535.46393403594,1,1,951888.89148,1,951888.89148,247535.46393403594,1843374.07415,1,247535.46393403594,221330.95219543646,1704588.22351,1,221330.95219543646,318013.60489323345,1600445.2713471428,1,318013.60489323345,437386.5586492197,1506343.064515,1,437386.5586492197,76777.55148874153,1554318.2985603334,1,76777.55148874153,951888.89148,1460296.926281579,1,951888.89148,951888.89148,1460296.926281579,1,951888.89148,951888.89148,1460296.926281579,1,951888.89148,13.42839022232518
2024-07-08,symbiosis,Scroll,198660.47224,Symbiosis,Cross Chain,Symbiosis,15517.102426592945,15517.102426592945,1,1,179764.6859116729,1,179764.6859116729,15517.102426592945,198660.47224,1,15517.102426592945,31047.49534910405,186787.97812999997,1,31047.49534910405,20182.594127410448,186728.57970428574,1,20182.594127410448,8338.016828970773,183757.645465,1,8338.016828970773,79829.6854419476,169243.660125,1,79829.6854419476,136097.51808096864,140279.14932033332,1,136097.51808096864,149639.923092873,113019.30999905556,1,149639.923092873,179764.6859116729,86643.24123041825,1,179764.6859116729,7.81086556959699
2024-07-08,symbiosis,RSK,157335.68508999998,Symbiosis,Cross Chain,Symbiosis,-85.29805271458486,-85.29805271458486,1,1,157335.68509,1,157335.68509,-85.29805271458486,157335.68508999998,-1,85.29805271458486,-116870.06862812185,169287.62105999998,-1,116870.06862812185,-100455.78123026676,238646.17416285715,-1,100455.78123026676,-8585.197797954366,233476.57792357143,-1,8585.197797954366,-43833.444432297074,203108.36723499998,-1,43833.444432297074,91695.03909514888,229875.80657844443,1,91695.03909514888,157335.68509,182346.56153524137,1,157335.68509,157335.68509,182346.56153524137,1,157335.68509,-0.05421405364319748
2024-07-08,symbiosis,Polygon zkEVM,69709.7849,Symbiosis,Cross Chain,Symbiosis,-137.3741959826849,-137.3741959826849,1,1,19631.347262632135,1,19631.347262632135,-137.3741959826849,69709.7849,-1,137.3741959826849,13235.387328272283,65810.10762000001,1,13235.387328272283,-6015.966362570366,68334.98625571429,-1,6015.966362570366,7764.453860611563,69000.15154857143,1,7764.453860611563,-20508.74434984959,83898.81913033334,-1,20508.74434984959,187.25007628539868,85671.08765466667,1,187.25007628539868,-23842.736793563225,80260.07093427777,-1,23842.736793563225,19334.350842985885,66893.97735739726,1,19334.350842985885,-0.1970658727175113
2024-07-08,symbiosis,Polygon,439897.11397999997,Symbiosis,Cross Chain,Symbiosis,5184.190248474507,5184.190248474507,1,1,-59599.09336881295,-1,59599.09336881295,5184.190248474507,439897.11397999997,1,5184.190248474507,-5229.230083767242,428895.5734566666,-1,5229.230083767242,-11568.114729166824,443297.4657071429,-1,11568.114729166824,-49225.913061682506,451945.03735,-1,49225.913061682506,39885.6107753902,466432.9502156667,1,39885.6107753902,-1945.4897017231642,462783.488113,-1,1945.4897017231642,-28222.38835055559,459587.49386188894,-1,28222.38835055559,-81257.59921934099,487343.80774194514,-1,81257.59921934099,1.1785006274694967
2024-07-08,synapse,Harmony,443197.54672,Synapse,Cross Chain,Synapse,-0.0024747760047090796,-0.0024747760047090796,1,1,-281364.0475766438,-1,281364.0475766438,-0.0024747760047090796,443197.54672,-1,0.0024747760047090796,-0.029697312049338287,303342.06639000017,-1,0.029697312049338287,442597.0000249279,258901.28281714284,1,442597.0000249279,442596.9121703798,193834.12499785717,1,442596.9121703798,442596.83297754754,212712.12432566663,1,442596.83297754754,-1680.62204675149,392260.470592,-1,1680.62204675149,-211596.7220006198,794023.0064385554,-1,211596.7220006198,-281363.5337560853,900479.1225784932,-1,281363.5337560853,-5.583911786119555e-07
2024-07-08,synapse,Klaytn,20847.798459999998,Synapse,Cross Chain,Synapse,-0.2559492034322742,-0.2559492034322742,1,1,-21948.33048808894,-1,21948.33048808894,-0.2559492034322742,20847.798459999998,-1,0.2559492034322742,-0.8816028118223063,21010.478853333334,-1,0.8816028118223063,-1.7063280228818711,21770.504488571427,-1,1.7063280228818711,-3.8961156522433917,22192.746245714286,-1,3.8961156522433917,-6.968238655039132,22903.180579333333,-1,6.968238655039132,-26832.674288475202,23572.125363444444,-1,26832.674288475202,-26939.650738591215,37434.5742415,-1,26939.650738591215,-21924.146188666364,40311.117512986304,-1,21924.146188666364,-0.0012277037497429558
2024-07-08,synapse,Metis,1400112.06361,Synapse,Cross Chain,Synapse,60068.45574673926,60068.45574673926,1,1,-3528248.871932847,-1,3528248.871932847,60068.45574673926,1400112.06361,1,60068.45574673926,-128522.28088607767,1416644.2443466668,-1,128522.28088607767,-66039.5802273038,1474259.4601871427,-1,66039.5802273038,-96978.03091922836,1489326.4113500002,-1,96978.03091922836,-161871.75394798626,1559798.853491333,-1,161871.75394798626,44951.220344244866,1604229.8563105557,1,44951.220344244866,-354576.60579777166,1664136.5011100557,-1,354576.60579777166,-3458652.425301474,2030786.9869852052,-1,3458652.425301474,4.290260566133602
2024-07-08,synapse,Moonbeam,0.01933,Synapse,Cross Chain,Synapse,0.0,0.0,1,1,0.0,1,0.0,0.0,0.01933,1,0.0,0.0,0.019273333333333337,1,0.0,0.0,0.020592857142857142,1,0.0,0.0,0.02110642857142857,1,0.0,0.0,0.022953333333333333,1,0.0,0.0,0.02825111111111111,1,0.0,0.0,0.03660377777777778,1,0.0,0.0,0.030822136986301367,1,0.0,0.0
2024-07-08,tarot,Ethereum,506.25656,Tarot,Lending,Tarot,-0.020509440118717137,-0.020509440118717137,1,1,-7251.065999997667,-1,7251.065999997667,-0.020509440118717137,506.25656,-1,0.020509440118717137,-0.3854452867127225,519.7692366666666,-1,0.3854452867127225,-0.509346438172259,562.1503628571428,-1,0.509346438172259,-1.0063375937018788,606.4478528571428,-1,1.0063375937018788,2.6913908570147336,686.515933,1,2.6913908570147336,-10.693447052598113,1150.665029,-1,10.693447052598113,-1783.7925760643966,1599.4494485,-1,1783.7925760643966,-7251.065999997667,2419.5670692328767,-1,7251.065999997667,-0.004051194935373704
2024-07-08,tarot,Canto,1981.3340699999999,Tarot,Lending,Tarot,0.005464429453000505,0.005464429453000505,1,1,-22706.868009253445,-1,22706.868009253445,0.005464429453000505,1981.3340699999999,1,0.005464429453000505,-0.06294447768232339,2006.9085266666668,-1,0.06294447768232339,-0.9791865950890858,2167.8238514285713,-1,0.9791865950890858,-0.7802427669474137,2252.9707492857146,-1,0.7802427669474137,0.7967469474183602,2419.2370603333334,1,0.7967469474183602,-524.9572261204978,2752.014413888889,-1,524.9572261204978,-828.1637132844863,3081.003703444444,-1,828.1637132844863,-22706.868009253445,4447.492471013698,-1,22706.868009253445,0.0002757954620444449
2024-07-08,tarot,Binance,11434.54952,Tarot,Lending,Tarot,-0.13694023433023908,-0.13694023433023908,1,1,-188472.1666354098,-1,188472.1666354098,-0.13694023433023908,11434.54952,-1,0.13694023433023908,0.3468141885563164,11646.996516666666,1,0.3468141885563164,0.3798538366114991,12339.418219999998,1,0.3798538366114991,-0.8029951587252855,12681.680137857144,-1,0.8029951587252855,-2.493782001419024,13344.282729666667,-1,2.493782001419024,-154.09500499281822,13765.54335188889,-1,154.09500499281822,-11945.412632624984,13318.13703188889,-1,11945.412632624984,-188472.1666354098,50182.37518413699,-1,188472.1666354098,-0.0011976006058718705
2024-07-08,tarot,Base,6823652.55671,Tarot,Lending,Tarot,385118.55586707115,385118.55586707115,1,1,2203720.2279722528,1,2203720.2279722528,385118.55586707115,6823652.55671,1,385118.55586707115,813462.3882197887,6430632.348173332,1,813462.3882197887,-821992.5643204304,7045121.790322857,-1,821992.5643204304,-974590.009216995,7971733.236152858,-1,974590.009216995,-2524614.9606954465,9794697.062233333,-1,2524614.9606954465,697690.3208270263,14150795.858143777,1,697690.3208270263,2203720.2279722528,13489502.614236237,1,2203720.2279722528,2203720.2279722528,13489502.614236237,1,2203720.2279722528,5.6438769803478195
2024-07-08,tarot,Avalanche,10410.6254,Tarot,Lending,Tarot,-0.14906582159061088,-0.14906582159061088,1,1,-68942.76894642702,-1,68942.76894642702,-0.14906582159061088,10410.6254,-1,0.14906582159061088,0.3769633171917278,10467.920956666667,1,0.3769633171917278,0.2772515982848759,10771.955884285713,1,0.2772515982848759,15.79945216454761,10859.672632857142,1,15.79945216454761,17.00287812667095,11306.885543333334,1,17.00287812667095,-49.96690686777689,12281.858607000002,-1,49.96690686777689,-4816.820046168524,14557.903709722223,-1,4816.820046168524,-68942.76894642702,18262.88462208219,-1,68942.76894642702,-0.0014318623124275596
2024-07-08,tarot,Arbitrum,402755.80506,Tarot,Lending,Tarot,-44083.02786119154,-44083.02786119154,1,1,-390492.77897204936,-1,390492.77897204936,-44083.02786119154,402755.80506,-1,44083.02786119154,-341433.0535400564,530776.1351600001,-1,341433.0535400564,-489655.0227201249,764074.9249171428,-1,489655.0227201249,-647242.6847223976,907898.3811285716,-1,647242.6847223976,-1112009.185483003,1585934.998272,-1,1112009.185483003,390347.42600698984,1159947.7838823334,1,390347.42600698984,373966.0738895335,592976.4548399444,1,373966.0738895335,-390492.77897204936,403975.9610897808,-1,390492.77897204936,-10.945348845964947
2024-07-08,tangible-rwa,re.al,92131.98394,Tangible RWA,RWA,parent#tangible,-2.129247119897647,-2.129247119897647,1,1,-1378.901774190136,-1,1378.901774190136,-2.129247119897647,92131.98394,-1,2.129247119897647,-1548.3150782427779,92029.25101666666,-1,1548.3150782427779,-1378.901774190136,92535.59973,-1,1378.901774190136,-1378.901774190136,92535.59973,-1,1378.901774190136,-1378.901774190136,92535.59973,-1,1378.901774190136,-1378.901774190136,92535.59973,-1,1378.901774190136,-1378.901774190136,92535.59973,-1,1378.901774190136,-1378.901774190136,92535.59973,-1,1378.901774190136,-0.002311083544325168
2024-07-08,tangible-rwa,Polygon,40191350.33544,Tangible RWA,RWA,parent#tangible,-10894.76540665861,-10894.76540665861,1,1,-9644246.951525453,-1,9644246.951525453,-10894.76540665861,40191350.33544,-1,10894.76540665861,151945.63009920268,40237749.94946,1,151945.63009920268,473558.95660602406,40091729.93744143,1,473558.95660602406,486632.95158105047,39952747.07725215,1,486632.95158105047,265832.1616170972,39954851.08022267,1,265832.1616170972,-16588.173571438034,40461669.017267115,-1,16588.173571438034,-456764.0026008593,41013361.047403,-1,456764.0026008593,-10228193.05548901,42748420.21255398,-1,10228193.05548901,-0.02710723903459348
2024-07-08,tangible-rwa,Optimism,257193.26883000002,Tangible RWA,RWA,parent#tangible,0.0,0.0,1,1,257159.94483,1,257159.94483,0.0,257193.26883000002,1,0.0,0.0,267511.11099,1,0.0,0.0,298848.3923642857,1,0.0,0.0,335846.9619478571,1,0.0,0.0,383966.3652656666,1,0.0,0.0,551375.1720045556,1,0.0,-4.119909999999999,473208.2686350556,-1,4.119909999999999,257159.94483,329055.128162439,1,257159.94483,0.0
2024-07-08,tangible-rwa,Ethereum,206809.16273,Tangible RWA,RWA,parent#tangible,0.0,0.0,1,1,47233.46208,1,47233.46208,0.0,206809.16273,1,0.0,0.0,211401.64054000002,1,0.0,0.0,228233.09803428574,1,0.0,0.0,239952.3564692857,1,0.0,0.0,246668.862706,1,0.0,0.0,240770.18808222222,1,0.0,0.0,244362.87540116668,1,0.0,47233.46208,205614.61967259145,1,47233.46208,0.0
2024-07-08,tangible-rwa,Base,952770.80805,Tangible RWA,RWA,parent#tangible,0.0,0.0,1,1,238633.49910427557,1,238633.49910427557,0.0,952770.80805,1,0.0,0.0,962037.0149333332,1,0.0,0.0,950886.8388757143,1,0.0,0.0,1079817.6770657143,1,0.0,0.0,1250067.4777373334,1,0.0,0.0,1870767.3217194444,1,0.0,0.0,1336801.4049763333,1,0.0,238633.49910427557,836977.0215845946,1,238633.49910427557,0.0
