address,gov_delegation,active_gov_delegation,drop2_mod,op_amount_decimal_adjusted,op_amount_raw
0x00b8cf5347b1d716af821df508f0c6a9037a367a,1478.528196,0.0,36.71935598,1515.247552,1515247552424660000000
0x00b8fdee9fb53a4783fe174196e724c385608636,28.9746791,57.94935819,0.6883889093,87.6124262,87612426195913100000
0x00ba3ca0b6df1486c912893d9f288311a60ed753,103.5381957,207.0763915,2.302820494,312.9174077,312917407727760000000
0x00bd53913a82f36e5796ed7d30f1b2a15cd31c20,174.8424882,0.0,3.633588803,178.476077,178476077033837000000
0x00bda37c1bcf562819a75ff7952ab00d680daf97,32.54551958,65.09103917,0.8484550162,98.48501377,98485013766137300000
0x00c0623736a3ae2aa61007c5ff81a8adf2b6d505,224.6794521,449.3589041,0.0,674.0383562,674038356164384000000
0x00c0c72a1d45bb3704a9358282eec06746447778,686.5809573,0.0,15.79432255,702.3752798,702375279822562000000
0x00c16c3256dc0408ebc91d62a3bc55be148b4588,19.96514392,39.93028784,0.673034472,60.56846623,60568466234427900000
0x00c71f8c497d8950553fcb874f4a8cf74dc88629,88.35138998,0.0,1.770529399,90.12191937,90121919374752800000
0x00c7e8191a08b6b11725b459da2d0df60bd7c453,297.1278102,594.2556205,122.2603636,1013.643794,1013643794282580000000
0x00ca85ee123cf086bd6df5399739f7a65e3ea631,18.60429144,37.20858289,0.006997901028,55.81987223,55819872231766800000
0x00cb2cbce7ba03927ebaf2c32aa1a1f88a6461e3,159.0584387,318.1168775,4.933749048,482.1090653,482109065288935000000
0x00cc52ccf4ef38b8112fe73b9db72729e591a929,115.167941,230.3358819,2.412478613,347.9163015,347916301507857000000
0x00cd2ff07447e2372549ac54fba8548bef968687,78.27676513,156.5535303,0.0,234.8302954,234830295375969000000
0x00cec6f9ee0fba4b85bf914986da88fe2f5addba,124.4969681,248.9939362,0.0,373.4909043,373490904263757000000
0x00d0c65e7a92172f747dd81ea17cc2fe0db7617f,91.4514091,182.9028182,1.455472142,275.8096995,275809699455977000000
0x00d0cecffeba6409885fc19a5059b6b0f812bf2d,116.0846167,0.0,2.412478613,118.4970954,118497095355836000000
0x00d0df815601dfad9d00881ec4cceb5622dec260,22.95364229,45.90728458,0.0,68.86092687,68860926867446200000
0x00d1e2045e03617c6c9fbacccd44d568c02f115c,241.0687009,0.0,6.894565877,247.9632668,247963266761863000000
0x00d32fe9f2e48ffb39d2a94d2ed050104971909d,27.12202386,54.24404771,0.0,81.36607157,81366071569553700000
0x00d3bf787faf74369762e0640392f546bf96df4a,237.4041221,474.8082443,4.933749048,717.1461155,717146115455912000000
0x00d6af308fda8dc08c8cc09b21082961ca65b492,116.0846167,232.1692335,2.412478613,350.6663288,350666328841034000000
0x00dc975c94b7e51768966f09c78e54ad0eccc410,17.44239006,34.03361891,0.0,51.47600896,51476008964415600000
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,51.47626024,0.0,0.0,51.47626024,51476260236135300000
0x00dfd5c817ff00b782a50150a404240a94f4263b,23.34960673,46.69921347,0.1046906973,70.1535109,70153510898600000000
0x00e104aae179d76d324e36546b83bae83e5fe0a9,177.1127245,354.225449,3.56747973,534.9056532,534905653161944000000
0x00e35dc829697847df936b2ab7782d282c1ec257,22.91580563,45.83161126,0.0,68.7474169,68747416896486100000
0x00e3993566b34e5367d1c602439997bd08c11ff7,56.19336222,0.0,0.0,56.19336222,56193362221840400000
0x00e6bca6ac8ea60f0968d65690b67c5cfb61e97f,135.4728975,0.0,0.0,135.4728975,135472897524439000000
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,260.0198687,520.0397375,4.896678959,784.9562852,784956285183374000000
0x00e7332f9cd4c05a0645ac959fb1be60ec24f94f,115.5753524,231.1507048,2.412478613,349.1385359,349138535878158000000
0x00e8bf3d5a099ca807ec507ab48c307e5aa09a53,86.8498876,173.6997752,9.046629917,269.5962927,269596292731344000000
0x00e97bf0997013cc741dbcaafba8f439d474c879,202.4004506,0.0,4.709487728,207.1099384,207109938350030000000
0x00eb2715db84d219e2f990594562a503ce468384,100.8190105,0.0,0.3049222317,101.1239327,101123932734619000000
0x00ebdfbf91157db0416ceb4ff74c37862becbc25,328.8446664,503.6490386,6.894565877,839.3882708,839388270842788000000
0x00eff2cd38911526be1c3e80db227c463ab52091,21.95590919,43.91181839,0.9362535847,66.80398117,66803981166768000000
0x00f1ef807e6d6e5c1a7c8f86b6cc7a6ad1521576,22.91438993,45.82877986,0.0,68.7431698,68743169796393800000
0x00f30ccc812f8bcfc30c3c7a927e41dfe0865a92,46.20069486,92.40138972,0.0,138.6020846,138602084577218000000
0x00f51d0eed160d53f9d90e70b35a43ebfb618c5b,623.8318561,1247.663712,12.97590229,1884.471471,1884471470586610000000
0x00f8e627d66832296b831c21ff371cd196cc58e1,133.1965942,174.4059121,35.63066699,343.2331732,343233173212760000000
0x00f8f1863b6b9691d1007863f0ee0f536b2a5b9b,115.167941,230.3358819,2.412478613,347.9163015,347916301507857000000
0x00fae6d94585235c7aa8d1972b6f9ce0051849aa,177.6098885,355.2197771,7.115999579,539.9456652,539945665158406000000
0x00fb7ccb1f054792252d31b2f6a5d3e923765d02,175.4149037,350.8298073,31.85271634,558.0974273,558097427307840000000
0x0100029670faae0fd631810c483b9cae68e9bb1a,67.29052436,0.0,6.046067416,73.33659178,73336591779686400000
0x0100e4f2a841e773564c333f889ab6d6bd5fcb22,105.5798827,211.1597654,2.302820494,319.0424686,319042468606200000000
0x01034964b40fd930ad410c7c9dc702622fa8c16d,99.6492682,0.0,2.302820494,101.9520887,101952088697023000000
