address,is_eligible_l1_gas,is_eligible_opc_gas,a_min_contract_created_at,b_last_transfers_in_days,c_last_active_in_days,d_gas_fee_eth_last_180days_threshold,e_is_wlta_creator,multiplier,op_amount_raw
0x3216c0744441967e8edd07c0d2dc21c1202cbdb0,True,False,True,True,True,True,False,1.5,30901284221005411723
0x3217ab25b3c97075f34354d19bd77cfd5cc0ffe7,True,False,False,False,False,False,False,1.0,600322004179764462606
0x321a64b089f5627af5b9bc9d0bff4ee56a012432,False,True,False,False,False,True,False,1.05,27286483960093047330
0x321a8a91408e0878c7ca62609a87d82b7adff941,False,True,False,False,False,False,False,1.0,23871918984933497399
0x321ed5739440bdbd731d54a19aa20b18398d374f,True,False,True,True,True,True,False,1.5,216814959298203518756
0x32220f07dbcd18149f619f28cd09fd911cc0372d,True,False,False,True,True,True,False,1.25,6000000000000000000000
0x32230605e2d00a9dde731d05dd7b5a83e321a5ce,True,False,True,False,True,True,False,1.25,21604545257348437559
0x3225919eb6fa3b0368e11cb16ce8cddb191fcc6a,True,False,False,True,True,True,False,1.25,55532375424524538232
0x32261fedf404a9a6c98f81d8ccab9a10277b381a,True,True,True,True,True,True,False,1.5,612627983755128411758
0x322c38c3a3297614495a975ebd1a075027012794,True,False,True,True,False,True,False,1.25,189116365466814642105
0x322f9f58af9b9a118f9bbd0c2031df1fff07c25a,True,False,False,True,True,True,False,1.25,168490658205643967449
0x32303c41ca7536fed070d88c950f194e3c8273ea,True,False,False,False,False,True,False,1.05,173509334766048056053
0x32306db25a75744f399512e12b06c80e76847d2e,False,True,False,True,True,True,False,1.25,1371943431972686084919
0x3232332feaa9a31b4ebbf49c607fbd4dba4ad32d,True,False,True,True,False,True,False,1.25,20210419167785804717
0x3234d071b7d4c164d7b13f284a61029215ec1b98,False,True,False,True,True,False,False,1.1,76449481704514596458
0x323edac3fb8eeb8446b1258f9fda13ffc480b85c,False,True,False,False,True,False,False,1.05,22491716694682722277
0x3243ed9fdcde2345890ddeaf6b083ca4cf0f68f2,True,False,True,True,True,True,False,1.5,260775337015056379641
0x3243f080304066874f5472d42e95797c9dc1fb28,True,False,True,True,False,True,False,1.25,22541626673339713705
0x32475da0b5eed680eb8f13ffc50b84dd3f32be58,True,False,True,True,False,True,False,1.25,69483814551896315947
0x3247b6d1aafb530c6ad783157d6a5bd7822d6dc1,True,False,True,False,True,False,False,1.1,34201657128155630971
0x324ab0d1f93957958787ea26d3da4931de1d6d2a,True,False,False,False,False,False,False,1.0,22109612091438094694
0x325545a5b05a716f0dbff4771eddf66ceb1e8b1c,False,True,False,True,True,False,False,1.1,23012630091949301203
0x3257a781c7682f9b77347a3105ac11fe0b49b853,True,False,False,False,False,True,False,1.05,239383858763124663938
0x3258cfb4210ca8e98ed2e22726fb7375ca20557d,False,True,False,True,False,True,False,1.1,49541095449231100645
0x325afca1f70a34bc4b832b48ea28ee8cc8b371f7,False,True,False,False,False,True,False,1.05,36017171689513872934
0x325e32a8e1ab03063f4483e3a5384f9d01929edc,True,False,False,False,False,False,False,1.0,26600390244279424223
0x3260a7ca16229518d4fa03fa99c7216d57a2c5a4,True,False,False,False,False,False,False,1.0,30837537811043603142
0x3263eccdfdb1ccccf51f02806fc013f3b725bf89,True,False,True,True,True,True,False,1.5,25985131684124951335
0x3264f394cfae493617c90c577c8d7f97cd7a20bb,True,True,True,True,True,True,False,1.5,320165990697291590550
0x3265ee8f5392cceced741c3cf362c7065637ce16,False,True,False,True,True,True,False,1.25,115871129126935002773
0x32693e649105ff793aed4b03a3a95e9dd6b7dfae,False,True,False,True,True,True,False,1.25,256190571017513775587
0x326b10e8468a62aa301ddf20da815208d47b3b7c,False,True,False,True,False,True,False,1.1,117086371823805464487
0x326f6e9c168b4814bbb496bfda3ac8b5f4b1ab08,True,False,False,True,True,True,False,1.25,331016990598785582733
0x3274155ea819df9eeedad59fade952e19246a6ac,True,False,True,True,False,True,False,1.25,58790452477340117809
0x3276c4337a260d1c955546921761a823ff85936e,False,True,False,False,True,False,False,1.05,285977912091024847996
0x32784fad8bc41d668bc3dc9e00934b7733c9b49d,True,False,True,True,True,True,False,1.5,50689179326362094002
0x327870cf61a4bc92548feb3ef5969708a6dd87c1,False,True,False,True,True,True,False,1.25,6000000000000000000000
0x327a793ac69990623f09eb5ef0bad017988ff5b4,False,True,False,True,True,True,False,1.25,34680486983978127569
0x32842240cd32038a4a11808d796ef7ab153ad852,True,False,False,False,False,False,False,1.0,22066012048593556472
0x328424e95ec34cc062627508efe55ad01988adab,True,False,True,True,True,True,False,1.5,47492872899365586647
0x328991826587f922fd46254b2f8eba10103974d2,False,True,False,True,False,True,False,1.1,56367239348325405501
0x328adb38154da8f93ce0ffc47c26055e1975299b,False,True,True,False,True,True,False,1.25,140919456188853132517
0x328b74648e0f0e067191373557324997bf9e9a47,True,False,True,False,False,False,False,1.05,54388418819398381743
0x328c4c516f06660fd76e2e41c461dfea2ace8373,False,True,False,False,False,True,False,1.05,89839631924917881634
0x32944704a679a23cfff4d029f4f43761b5c583fd,False,True,False,False,False,True,False,1.05,72455181869459025279
0x32952286fad2caa5bc9ae65f4c901e1e85d21e93,True,False,True,True,True,True,False,1.5,23058099281203823239
0x329542c7df6a5a59f278c68bd6318bbc82d93192,True,False,True,True,True,True,False,1.5,702950586241199630422
0x3296070479b9f6666bc1c2ac02ab30ac45bdaff2,True,False,False,True,False,True,False,1.1,1078541785316530649652
0x3296452788afceb4e3750e998b334a7ecda9a5c1,True,True,False,True,False,True,False,1.1,6000000000000000000000
0x329751e40f75313fae773140e02efa34680e05b1,True,False,False,False,False,False,False,1.0,23859012815801843743
0x329a7bc41dd2ab3e3156ced90473a5f930459652,True,False,True,True,False,True,False,1.25,63389443466565410290
0x329a8a9e8c4d69a288db0f831da9acd9518142bf,True,False,True,True,True,True,False,1.5,320129590226438210721
0x329f3a45a09566c1118d10260bdadff901a0702e,True,False,False,True,True,True,False,1.25,23990993853822139670
0x32a35d1ef49431d9078880ee18d3f7f5a379670e,True,False,False,False,False,False,False,1.0,24661050431887769463
0x32a3f8483df787055a56d76bda1996c4202b683c,True,False,False,True,True,True,False,1.25,206026444117338371598
0x32a4b9f11003b8de8b6297240040fdcff1e67f32,True,False,True,True,False,True,False,1.25,962801094239883468617
0x32a4bfa6540758444a31090a5d8ee51a40f48a8d,True,False,True,True,True,True,False,1.5,53381276156438062230
0x32a55bb77158a2a096464dcea91191f00b653d56,False,True,False,True,True,True,False,1.25,102610641037718735902
0x32a92122326e314e80f99919176ad9b60e8e4116,False,True,True,True,True,True,True,1.5,1847814767150691295683
0x32aabb36b53580e0f13f78318fa7e0470df5758a,False,True,False,True,True,True,False,1.25,265564052336649979225
0x32ace2b467c1f9ed38366fa93527d5e83b73eeb9,True,False,True,False,False,False,False,1.05,29193688644053885639
0x32ae635f5136adb181a442cc890be39263bc13c8,False,True,False,True,True,True,False,1.25,119902699539859384004
0x32b51a028732dd809130cd0b2fad90c89e725f1b,True,False,True,True,False,True,False,1.25,380715909446581463271
0x32b895c1f7e598d66162f5216eadad88bb2749aa,False,True,False,True,True,True,False,1.25,39738344118543750483
0x32b9d647197e67cf67007cfa1c2487a4b8597f3b,False,True,False,False,False,False,False,1.0,20525359605242499583
0x32ba5a9da48de853de27fc4290aa257c8f4b9dfe,True,False,True,True,True,True,False,1.5,123665847094805045003
0x32bad1fb90f2193854e3ac8efcc39fc87d8a4ce4,True,False,True,True,False,True,False,1.25,169075604376731746470
0x32bd5d883d63643f532e7fbe9e9aa89b29bb35c0,True,True,False,True,True,True,False,1.25,1438738439696086288677
0x32bd81d1584a3c05961b8fe33523e3da35624c12,False,True,False,True,True,True,False,1.25,383948463196423119825
0x32bea6228e820c118bff5398a002532d15a7be79,True,False,False,False,False,False,False,1.0,30021601699567224131
0x32c2b85a33e7b55db86ab6223d1366a75155c9b5,True,False,False,True,True,True,False,1.25,215084971834203628305
0x32c76f4cb6c05129bd28337c11e55b58b591dfdb,True,False,False,True,False,False,False,1.05,113654098145458931413
0x32c8726f8925864989d7b857da6c65df1d99c364,True,False,False,False,False,True,False,1.05,460054911241174806946
0x32d3aa5df3203ac5613cd5b22c642929e3dae423,True,False,True,True,True,True,False,1.5,66043636814280148428
0x32db682ecc7929110da61a5448aefd1a08ab11f6,True,False,False,False,False,False,False,1.0,52533248036259095670
0x32dc25454b4b2797a504f4e14f5151471498d36e,True,False,True,True,True,True,False,1.5,40464968627579303018
0x32dc72855b90c1130069dec3681235ac91f5855c,False,True,False,True,False,True,False,1.1,243020732191559318380
0x32dc96d9c14bb125d80e542eb44a4c9252a16cee,True,False,True,False,True,True,False,1.25,84019661780438994469
0x32e3516dd27f67ba73d06aa4c07f8dab552f7599,True,False,False,True,True,True,False,1.25,54891798590358753529
0x32e3540cfc1d88e661f6eec22ee48f3c85d76be6,True,False,False,True,False,True,False,1.1,33628833856279896963
0x32eb30cae36e1c2e9271ca1c02da64e5c27cb465,False,True,True,True,True,True,False,1.5,337638850456284785650
0x32f0a2400a61076c53dcee69a29101b09f206135,True,False,False,True,True,True,False,1.25,213241228687713118006
0x32f1406809e2c6967e41ac44c8bde46ab597de3c,False,True,False,True,True,True,False,1.25,533462787341628768445
0x32f22c7096a09d57c1fbfda66918d3dcdb8fb440,True,False,False,False,False,True,False,1.05,158258927642639946498
0x32f7a8d14ac758ff324afdd686c479dc6e9b37bf,True,False,False,False,False,False,False,1.0,56153682484963020727
0x32f8398cf62dc0646db0a3ca9a6ed7dd35acc2e6,True,False,True,True,True,True,False,1.5,719926460834069416705
0x32f848b9436f6400e5fa1fd46e9b96f4541c0966,True,True,False,True,True,True,False,1.25,289946328324826026801
0x32fa7d8745a7d48f57315b45ec435b0e14c5ffbb,True,False,True,True,False,True,False,1.25,1178235218250414163776
0x32fadf5c66af85c43895f2a348f9681a74d8ef89,True,False,False,True,True,True,False,1.25,112209436332558624372
0x3303c4350259c2b8f3c560b2ec70ad3ed87a5e72,True,False,False,True,True,True,False,1.25,740977172230194128133
0x33060a92194079615bd25ddd92a081e1777e3def,True,False,True,True,False,True,False,1.25,1041024928942306814861
0x33071dccadca4a7fe8a9dd65a51cd0ab76fee4cd,True,False,False,False,True,True,False,1.1,23719744605846933894
0x330e7a0157bb93b03c21d3b59511a855322a7ffa,True,True,False,True,True,True,False,1.25,186490349450104019979
0x330fc1a30f3de74ecac9a15b7ec170d1e4cfe876,True,False,True,True,False,True,False,1.25,773850055992646730374
0x3310fd13c6c55f054cc128439e1e51cd0cb16fed,True,False,True,True,True,True,False,1.5,29355369844921852973
0x331c2bde4a1459044996a32a4d878804949396db,True,False,True,True,False,True,False,1.25,218703469207532407381
0x33227019e6db89f5857649726326958b0c9ad3cd,True,False,False,True,True,True,False,1.25,22029472051826225254
0x33280d3a65b96eb878dd711abe9b2c0dbf740579,True,False,True,True,True,True,False,1.5,119686549044276745235
0x332a3fe7e92f734a2d107621c28034bdab8ff786,True,False,False,False,False,True,False,1.05,31200267279412546628
0x332e2dcd239bb40d4eb31bcae213f9f06017a4f3,True,False,True,False,False,False,False,1.05,32394919502473335626
0x333000dc9c86f485d8cba632e698701fc8b66ac0,True,False,False,True,False,True,False,1.1,3551324969263916955242
0x3330dff74c3282a57473c9f55f5f66a6c710d1f1,False,True,False,False,False,False,False,1.0,21897442153406000642
0x3332f62903b22c2fa25eb53f6aba7b9405ec9bd6,True,False,False,True,False,False,False,1.05,248566382857339988277
0x3333333333a524469063aef98eca3942a1fc7631,True,False,True,True,True,True,False,1.5,157854430578932721119
0x3333d4ae37b949feb23eb5b3a09b7cfdbc821d1b,True,False,False,False,False,False,False,1.0,23598444732781516109
0x333428eceefef3b220b39fcf268a9cfe1b2016a3,True,False,False,False,False,False,False,1.0,25348971273678372995
0x3334d8f0d6a2b3c53a155ff176286c65d35f61d4,True,False,False,False,False,False,False,1.0,34128863578705136206
0x333503b866f791ee2a3a23a69ddcc1dcde4e2a7d,False,True,False,False,True,False,False,1.05,967711320683038593415
0x33364c3dde1b5bd5ce289b971c6747929e99d8f3,True,False,True,True,False,True,False,1.25,56385472880289228215
0x33368ecb08f8955e7c8ac3a204b9eefeb7480e58,False,True,False,False,False,True,False,1.05,39374667840386550210
0x333697e53ccc40c1d75057bca26df1d83e803266,True,False,True,True,True,True,False,1.5,85688302690895824298
0x333940bdcc7429db906b9f7942d53252e5ebc966,True,False,True,True,True,True,True,1.5,48272336646031376972
0x333d0ebc54707c0a9d92cac749b3094c28a0e111,True,True,True,True,True,True,False,1.5,4806465808775714322110
0x334022d77bfc9e8aa5b34907873457c545d9faf2,True,True,True,True,True,True,False,1.5,2654181008393794400035
0x334e8ea98fdda6e9df59968687a08084939c7892,True,False,False,False,False,False,False,1.0,79921736709799390042
0x334ea9b9324dd92866c5623d1a23ce40bdbb10bc,False,True,False,True,False,False,False,1.05,23560519774173901197
0x334f95d8ffdb85a0297c6f7216e793d08ab45b48,True,True,True,True,True,True,False,1.5,24202880052264852395
0x3351a6f719f511bc26fd4c9a37c604a8ee8ea9e5,False,True,False,False,True,True,False,1.1,64347839646901803690
0x3351eed543a8aae60631d589088cac257e7510ef,False,True,False,False,False,True,False,1.05,62128835443275825412
0x33544261eaa29a1d9bb02ad83a380cf958d694d5,True,False,False,False,False,False,False,1.0,137733925480778907513
0x33569c101562e1faf5b24581057e5cee4c8288d7,True,False,False,False,True,False,False,1.05,34948129865495623392
0x3356eb10e9701ff2bb380d2afb0eefd98e835029,False,True,False,False,False,True,False,1.05,44954051739759229633
0x336489fc8113c97f9497769db3a185a711f44e9c,True,False,False,True,True,True,False,1.25,29488387114768755737
0x337006a3f990e63ad39ca775c1c738c4930f0d57,True,False,False,True,True,True,False,1.25,383267899788617796730
0x3372f0ba502b959b7cf357c093b9679570cc5908,False,True,False,False,False,False,False,1.0,24334539208504999408
0x3377a47ee263188eaddc733d7ea663ddad681d84,True,False,True,True,True,True,False,1.5,69922768909256760139
0x3378cf7b6080c34f51cf85efcbb0daae09b7db4f,True,True,True,False,True,True,False,1.25,761142221164257080090
0x337cfb6e0466977c6419d5dca8fa8b82904787b1,False,True,True,False,True,True,False,1.25,124585922821347509171
0x337db7fa363d1792d81d3bd1863d3c30757e6d41,False,True,False,False,False,True,False,1.05,54875788345439772797
0x338009d3b293e996302c77c3f1a4b9d27309b812,True,False,False,True,True,True,False,1.25,198636839030966399378
0x33841008a0fc1ceb5d9e0fb726df5af263aacccc,True,False,False,True,True,True,False,1.25,1177352010499052539672
0x3384642a68aac39df98274c12d3a2892eaef2548,True,False,False,False,False,False,False,1.0,98863547110645939142
0x3385ec52910dc1504f16a07b932b20ea1140aded,False,True,False,False,True,True,False,1.1,54094377673581305999
0x33878e070db7f70d2953fe0278cd32adf8104572,False,True,False,True,True,True,False,1.25,619285820775841898467
0x3387f8eba5ebdbd31c463e153f412dbf1c22a000,True,False,False,True,False,True,False,1.1,268823121504582047692
0x338fe4dee63031e61ac90cc21cc6604f2c306b23,True,False,True,True,True,True,False,1.5,65010241268262475955
0x33912a0d6beff5fb8e5b70688ce858d5e7e8104e,False,True,False,True,True,True,True,1.5,6000000000000000000000
0x339bd50a0cfced08edc7be764739926ec80dee37,True,False,False,False,False,True,False,1.05,20769318359999985546
0x33a31c186709194953bb8e96bca195144eb211dd,True,False,True,True,False,True,False,1.25,33573073449666537726
0x33a34e27a81436ba9d79276406a285e89a8bd8a8,True,False,True,False,True,False,False,1.1,23238551508254154498
0x33a4fe7ade5e04ca5ed953a9e5eadbe85342aa8c,False,True,False,True,True,False,False,1.1,5272175633284723517136
0x33ab2d0b01be060f510922c10f021bd7c7aad626,False,True,False,False,False,True,False,1.05,34264853059347750275
0x33aed18fa88fe52a0e94eb2860e553dd676980f8,True,False,False,True,True,True,False,1.25,71374121455887717502
0x33b019e39f6df37080f84cb23deee52c5b004e0c,False,True,False,True,True,True,False,1.25,41616014602081875751
0x33b18470b665a627185ddd4cdb1a0e3073216f8f,True,False,False,True,False,True,False,1.1,270743594033096655949
0x33b3101847f699740503059578aaaa6964ccd309,True,False,True,True,False,True,False,1.25,206229775019887881626
0x33b44e1a024c6a7e40ea57110a6f40c35361cece,True,False,False,False,False,False,False,1.0,80489476185488996407
0x33b66d3d7d8e13a334371ee52bc394dc4dbf6943,True,False,False,True,True,True,False,1.25,24486318149935168975
0x33bd23ed2aadab0aa4db752308dc4ae624fc4337,False,True,False,False,False,False,False,1.0,24369013816656998728
0x33bf21c6ab144f325beb18c6c759e229e4b6c624,False,True,False,True,True,True,False,1.25,33797376037624374590
0x33bf396843a43e85a3bd70bb50bc4921c9c049b7,False,True,False,False,False,False,False,1.0,355845899536134993468
0x33cc5162e5a33c0218eb8857ea5a63573f8ead5d,True,False,True,True,True,True,False,1.5,1483494470482818087476
0x33cdad2fb7ed4f37b2c9b8c3471786d417c0e5bd,True,True,True,True,True,True,False,1.5,78752664201777861308
0x33cf69386c002ce74d987184b962da48cca9aa88,True,False,False,True,False,True,False,1.1,361079257631058737843
0x33dcf6b7f0746d96242838f93c40328acab766e7,False,True,False,False,False,True,False,1.05,41044328249722347834
0x33ddb277794ba6582a39be86787114c30c311b62,True,False,False,False,False,False,False,1.0,71231818330414427010
0x33de1135ccd8d60b9d78ce4ce92229705ae9c6dd,True,False,True,True,True,True,False,1.5,175006781683586041254
0x33e05fb1c742abfc349bdc81851fc6926978927c,False,True,False,True,True,True,False,1.25,63690066733106249330
0x33e0dd62bfa48f3b8bc52506c5a0809eb7f53be0,False,True,False,False,False,False,False,1.0,22595322288924997167
0x33e28c4547c59db7f1a210c7f7e678024267d5be,False,True,False,True,False,True,False,1.1,208819443803034374696
0x33e808d5378c71fc038b54eb61809712049ea903,True,False,False,True,True,True,False,1.25,45649700925339644186
0x33e9504e2911a151ea9ad5d1d999224e321de3a5,False,True,False,True,False,True,False,1.1,382485916731545046332
0x33eae5b5cebef1fc4a8f1fe46859e9f51d54e59c,True,False,False,True,True,True,False,1.25,127480030752483187939
0x33eb4dea4931e5d607531fb08bd393944aa01faa,False,True,False,True,True,True,False,1.25,369879168481942542712
0x33eb4e632383f5561e3146c52cc3535a099ad1b5,True,False,False,False,False,False,False,1.0,211644991842299333484
0x33ef17fbb8f8a1de1deb053463a2633960bdc30d,True,False,False,False,False,False,False,1.0,99502002182106636496
0x33f16e0372d6232b472c59683d74e772bf4eb701,True,False,True,True,False,True,False,1.25,21723675886663276202
0x33f58a37b6b10f27f872a015263825734a4b6e52,False,True,False,True,True,True,False,1.25,34471019178614376699
0x33f5fdcfecb03ec81f4bf0678f5ca488445543df,True,False,False,False,False,False,False,1.0,31235995892790718642
0x33faf9a72ca04e1528d9905873d9b0dddaa039d9,True,False,True,True,True,True,False,1.5,338055001886727268356
0x33fb4a4bec92b78513b3673fa859784a4aeadc33,True,True,True,True,True,True,False,1.5,61259818559043729636
0x33fcaddb3ca4f9a556324170d911e36881f871ba,False,True,False,True,True,True,False,1.25,1149086849020436829960
0x33fdf0e40fe779d7bc56ea96a4a048e51639f7c8,False,True,False,True,False,True,False,1.1,45841723084183954029
0x3400203c5abee3f199db9e343ce1f8323329886d,True,False,False,True,False,True,False,1.1,964689756787065448407
0x3408598f75190707e6ca21c3235c8755c85e48d9,False,True,False,True,True,True,False,1.25,108773340059762503529
0x341271be1f0a85b0e898af13d070770e4a3e402d,True,False,False,False,False,False,False,1.0,25164585917229270962
0x3419402ee846e417457b468a8cb194fcb5b3bc58,False,True,False,True,False,True,False,1.1,75741959053773655342
0x341e1a4d357e61fbcffb988e9026ad439d9fbbef,False,True,True,True,False,False,False,1.1,117106558280841824171
0x3421dc4547fdfd067e9507dfcd27c6add609f7a1,True,False,True,False,True,True,False,1.25,176024839810129918760
0x3424169a3ae0970dd942b5cca2bd3611ecfc8541,False,True,False,True,True,True,False,1.25,33859352469996252921
0x3424ad13725471812533034a7d8af97bd0e23cca,True,False,False,False,False,False,False,1.0,89404569802360313702
0x3424cd7d170949636c300e62674a3dfb7706fc35,True,False,False,True,True,True,False,1.25,353487075832933783204
0x34258779e90c1ef2ed26a550a8d62b47e6be65d9,True,False,False,False,False,False,False,1.0,32912894813243056547
0x3426b947cafcad574ec21db9a470f23363854e49,True,False,False,False,False,False,False,1.0,40269445142930187842
0x3428de17a9dd04eeef72ab5222bd3e048582a89b,True,False,True,True,False,True,False,1.25,371155700785641897710
0x342a7b30c0daf528ab8786f497b2c20112ef4364,True,False,False,True,True,True,False,1.25,267613369924308358350
0x342afcd4457b8acf8d8cac3fff2e0eabfeef6907,True,False,False,False,False,False,False,1.0,47902209388333638174
0x342be5226f8aaad616c36ae88badc1feabd731a4,False,True,False,True,True,True,False,1.25,43266313215914998125
0x343089cc13504a6b12f70996d78ea697b572dda7,False,True,False,True,True,True,False,1.25,832404403912366205986
0x3432e4b76367fba830b451b863be62cb4956208a,True,False,True,True,False,True,False,1.25,33455842335206462224
0x3434b973813fb19fe9ecfb5741e7fb6ec729d573,True,True,True,True,True,True,False,1.5,22294128529649274384
0x343b8dd3bd383660580e22f00139a6edf32d8202,False,True,False,False,False,True,False,1.05,30186300553497900978
0x343bcbfaefea40f2d395016c335ccc7b91c000d8,True,False,True,True,True,True,False,1.5,919374328460792185069
0x343ef80874d417ee484c608f59226be8c9e9a53c,True,False,False,False,False,False,False,1.0,20380604826442613842
0x34420c13696f4ac650b9fafe915553a1abcd7dd3,True,True,True,True,False,True,False,1.25,6000000000000000000000
0x3443ab9a6bc24ee3c7b196e3080082bb21d9ba6f,True,False,False,False,True,False,False,1.05,34713527389497173203
0x344a4c67ee8ae84b89bcde443f982c07ae5b1358,True,False,True,True,True,True,False,1.5,51853873095622915912
0x344e4c74497b70aebb6f14f580d0876b85247263,True,False,False,False,False,False,False,1.0,50619113848173668657
0x344e4d01b81b36c49a3fcae796a47983ffbb3441,True,False,False,True,True,True,False,1.25,56620835448875546092
0x345c9ae61ff6e68b319d61082a017ba854892488,True,False,False,True,True,True,False,1.25,83266223954408474128
0x345e0dfc352e0325e179d7e54626921bf2b244cd,True,False,True,True,False,True,False,1.25,63424703434531409130
0x346010373302f2740bc8b3c2c0587dc6c91d58a4,False,True,False,False,False,False,False,1.0,48306807195045500691
0x34605dee2db283285976bb6cae109723276c81f2,True,False,True,True,False,True,False,1.25,111260254004474887779
0x34606e4d14bfda85c5f8314931c833755fb964df,False,True,False,True,True,False,False,1.1,363788485380761699162
0x3462943f79dce59770faf5fd087ee0e77545dc33,False,True,False,True,True,False,False,1.1,32671164431008953954
0x3465792aa34b4376ad3dda75481a571126e079a7,True,False,True,False,True,False,False,1.1,323513253934333533834
0x346d8a11c8061e876aa2fb0bc06276b2df56d3a9,True,False,False,True,True,True,False,1.25,42829392236697970020
0x3470151d1c87597623e53fae98e4bc585e6cc709,True,True,True,True,True,True,False,1.5,1302103360247471300681
0x34709136789cc6d9672b59ad7f3ee87206b33344,True,False,True,False,True,True,False,1.25,22097598923455894493
0x3470992973db795039d86b3e6682784b325b3121,True,True,False,True,True,False,False,1.1,47873033202631070537
0x34716d493d69b11fd52d3242cf1eeec8585a1491,False,True,False,True,True,True,False,1.25,6000000000000000000000
0x34734543e8a2505224a7b4ad42ac89ad88fef39a,True,False,True,True,False,True,False,1.25,452890944870353109764
0x3477016228ab935f2761d7835babe71747e2cb46,True,False,True,True,True,True,False,1.5,43706654939630453782
0x347887a50c4802362f26598a59c075c0c135411e,True,False,False,True,True,True,False,1.25,243750236605183090433
0x3482549fca7511267c9ef7089507c0f16ea1dcc1,True,False,True,True,True,True,False,1.5,3364116475097394868499
0x34868ed83815aaa53cd1f85032beaee678a9e8de,False,True,True,False,True,False,False,1.1,1067784201263223621936
0x3486e1178c0c75529f3aa7f88124241edc5a38f7,False,True,False,True,True,True,False,1.25,373487111686935008947
0x348775a1e04918b4ac7e9bf424282f42e83956fd,True,False,False,True,True,False,False,1.1,575304510629470655658
0x34878a6a3e362af7d524f920dca5147318982218,False,True,False,False,False,True,False,1.05,83831696000842654826
0x348d43bd8daeb9f13611d5f0838225e6a9d89bd0,True,False,True,True,True,True,False,1.5,304336477512797159761
0x349094b7dda70573e3666bbdb17aa67596fd979f,False,True,False,True,True,True,False,1.25,79786152358913128069
0x3491a2c7aa4d12d67a5ab628185ce07821b9c553,True,False,False,True,True,True,False,1.25,48767533666859790742
0x3492bc975de98ee95f179f8f42facf9ebbf50952,False,True,False,True,False,True,False,1.1,232741745995491157828
0x34970de9d8cbf55f2c73a3a4cf74909e55d51835,True,False,False,False,False,True,False,1.05,35080473964844912871
0x34984bb6c08c436592432797d297c0d4885d6e5b,True,False,False,False,False,False,False,1.0,29614080402252234592
0x349c93c8d2187df55626566b39201075db107e83,False,True,False,False,False,True,False,1.05,35586502250648997858
0x349e4238c4967dff56300c3f4d0ea85c623a26f1,False,True,False,True,True,True,False,1.25,258010040683935585548
0x34a1a2a7c6da20a99e4483b838538761a374e47f,True,False,False,True,True,True,False,1.25,30218601451022166771
0x34a3b3494accc6aaabd52b172d959d885835d53b,True,False,True,True,False,True,False,1.25,820901942968227331221
0x34a8363966d6991477265c50434dabad85547e5b,True,False,False,False,True,False,False,1.05,62943773577825993470
0x34a8bd4c7febe982aea4a4deb83dea81814f40b1,False,True,False,False,False,True,False,1.05,299483313264285129662
0x34aa38d468b42725f65265b2119748c3326c8895,True,False,True,True,True,True,False,1.5,76865474240727635902
0x34aa4853c3635421bc99068d0e68ad9a201ef029,True,False,True,True,True,True,False,1.5,79458064343496204174
0x34b1a0324b36e00178f4c61c9f45f2a8356fd148,False,True,False,False,False,True,False,1.05,156121510146453061907
0x34b549a19f25ccf9ac92a52782c0b3496d7f331f,False,True,False,True,True,True,False,1.25,40523091282460001139
0x34bd66d83d21bc9dec509af407fa614b883fd28f,False,True,False,False,False,True,False,1.05,26496739889710653415
0x34c059e85427ea5ea56b5f5e0f6f1f42b516e780,True,False,False,False,False,False,False,1.0,75167018288396405978
0x34c209a28e72aa5fc4865b5ae71435585e3c73f0,False,True,False,True,False,True,False,1.1,32332686091303408205
0x34c4358458d890c8652f339a55cdea3034df879f,False,True,False,True,True,True,False,1.25,1217506210190491174217
0x34c52f1db6046891c61a952f5d56744134ca2a26,False,True,False,False,False,False,False,1.0,22446718751199000508
0x34c699b22d361aac2b5d3ca03736679df9c042c7,True,False,False,False,False,False,False,1.0,181589424177924968262
0x34c781eb35b3d32a5b118b775fa2a8827613a2d5,False,True,True,True,True,True,False,1.5,65085231324088510974
0x34cc5a76af5a0a4f155babef87364429f4bb7f30,False,True,False,True,True,True,False,1.25,161540370636824974326
0x34cd33ffabf47b1efb653e4ac5c93c200df2bdbc,True,False,False,False,False,True,False,1.05,145956912789484277937
0x34ce61bd95d6c9da056c7a58944fb9a0ff932a7e,True,False,True,True,False,True,False,1.25,61429023783635507527
0x34d05abb475c6f65f70ff6427eda8db9ce4d40ad,True,True,True,True,False,True,False,1.25,855678384356038918668
0x34d0d75b6c1226ceea5ee18ac9e44ac2d4fbc365,True,False,False,True,True,True,False,1.25,20055121541927750428
0x34d1549e5467d3e972d031aaea312b9729e7d998,False,True,False,True,True,True,False,1.25,139674774596056863629
0x34d38bb3391c4c3026e8d5e1cfb24f19d5214aa4,True,False,False,False,False,False,False,1.0,48081889825146220119
0x34d49b67553b77382675b02a4375fb21a7d5e655,True,False,False,False,False,False,False,1.0,54735164789308591082
0x34d8248385915f0ee77bfb068e5330421b7354fb,False,True,False,False,True,True,False,1.1,803386108976153991534
0x34d99d781b84d6b9769d2728df17ec484e76e977,True,False,False,True,True,True,False,1.25,154972624480881904674
0x34da1606a62db1d3d5578164cab5522982357109,False,True,False,False,False,True,False,1.05,26691813150956104295
0x34db29186ba4c78242cad8446285048b4a30baff,True,False,False,True,False,True,False,1.1,33175323942867926519
