address,op_total
0x1301e7cb9d4d9ffe6833b37d4cb4d173d579ed46,3003744866262720708608
0x7da8481e24303d55f29f0c06174f18b30b81c9ac,2996710686122999545856
0xf63bca20ba1d13fee346af3f8f8e8f081fd083a1,2975885225522932219904
0x4617b04d255c66e85751bb1a08de9ecdb144865f,2960392553856375455744
0x5b191f5a2b4a867c4ed71858daccc51fc59c69c0,2952028106707332235264
0x078cb2d8660fb1c6708d32e99d1c06f051e10c7b,2884179188931565191168
0xe1bafb5f16d8829d7b35309db6aaf57a882c9511,2858024697338040156160
0xcec082f951ecc39332b1b27c0fc1042d058973c9,2844087885803184717824
0x13682a88ade7ba3f4ac8614efb41b717e207fe47,2838900449739038261248
0xf6a5c2b38ac0b0a200420698d2fffad553464912,2771847835917387563008
0x8af83ebf3e0f2465f6e9b55dbbc77e7995948168,2768625005267781681152
0x983bf5a2bebd3374fbc181fe0b21f7dcde3ea4b9,2744285640405603057664
0x5e9a79ca27a48b400268031ec1164d329698022e,2702134518209031176192
0x4f94eae31571cb3c040f097b2b44a60f5a7b6dfd,2700458162220211109888
0x2675f170faf892cff2f23c9ca6fe7c38f1a7d997,2682425759822055997440
0x1e12a0799003dcb2f001f9996fbfb0fd2d739393,2674013318171839692800
0x988232d09010b268efd9c10c6b83973a8e5118d3,2671451897477308350464
0xfba25395ee2e5241efca1e85c330be2d09466537,2663311011286723067904
0x071e3db52b4dd4d7b3c227fe8c8676ef77ae9139,2656398552555286167552
0xaddfab806816e8e66637473e6993953ed34fb202,2631288839161890996224
0x89eee6294b30082ea0620b7c7ae80729e652f41a,2628311932653108461568
0x11befb228737fdd41b07a39aa2d5e6f1606a5f93,2618894813128700198912
0x6f4270b3e16d8f1b00c6d823aa444a67ad67b065,2605794752904966963200
0xdc3e00cc50dc4b79d1aa26ef35b03d99ab213974,2586261585986524282880
0x602b5da88d4427023691a460e0a97557b0bb0a70,2577932941397255520256
0xb378273190f974e017d13db074976d55f57e0d20,2572977190778715504640
0x3b02358317af15577a35c7926043c1ad56ec00bb,2570071900852970323968
0x3dbc4e5d7083bfb76a208282464d75b79ebacbd8,2558481728002334392320
0xdfed29c15e79a3237c1ae007da59e42b0151078b,2545638949110414311424
0xed22306caedb34525306fa942b24ae0091962013,2515061934206001086464
0x9b708a4bdb9d4f9388ec34287e569b2c56a02e8e,2499724414607456468992
0x9b96986196e95aed9bbac7feaff8498e2f5de0df,2490293471157697380352
0x78e25a7e0302319749469e37f3395340c848c32e,2475927519751303593984
0x6957d2139d29e7db7913ac21e813f2a561e47ac8,2473939336024583831552
0x2ee5a216d4dfbf7aef225b00ae47914cae3a23fe,2422415216229835341824
0x20fa0aff0368e1b07c24ee0060320512c9cd41bc,2419491657671493812224
0x95f88a1e67353e6bb40ede15bf7cac4c42471d37,2391638564668077768704
0x0773efc9e7dbe610306a66a183ed42f827cc70b5,2390150901873345822720
0xed39cc7879bca2bebcc3d9422bb674a3ad820986,2373447906722852110336
0x45e5bdb64af009a5792b650bf5bd110665500da3,2373056301440030998528
0x6fdba16de9c131ef581069e02507c512a5574dbc,2319747410232261738496
0x99858c5f2668a972419a4c6be3870f988cdc25ed,2310568881342254415872
0xcca05c5b942f481c74983589d9a12f5a401d8adc,2306383080117094318080
0x5d504b6ffb36f472dfacc4fb437a4e36c87d40cd,2305366522942104797184
0x1ece8e8929b0d8846715a13cb9b4a2ebe85f4943,2273134254247470432256
0xdd74a2b2eae42204bfb4d2e8bcfc07e283fe6555,2252599307633228251136
0xc963390569d0edff56a894f9b6f2fdd0043c83b9,2244953741077125005312
0x96e3c03358c8e39945eddebaeac758389c215a26,2240052978730058383360
0x1597e4b7cf6d2877a1d690b6088668afdb045763,2229419105746634670080
0x1b0b29ad39aeca5351d99d0b7db55b2e1b5f78cc,2216352685651835224064
0x4fb361c9ce167d4049a50b42cf1db57161820cbd,2206931919695854174208
0x063adacc01db782093d0310bf3d5755d2adec424,2197998179019144036352
0xe00cd6731919e1de67cc0ed19da2e421732ea7a4,2177583425000634056704
0x428154ed6e208423f78a1a228ce0c72d3fa40a3b,2161592689757233610752
0xbbd33948107e6c6e2bd6d5fee16f85abad3a4f07,2158383872701610852352
0xc0f0da36fbdee49187ba2834ac48d62fd921a5a5,2149370115830984998912
0x8c2aeccef3b3634d039c96993577f80d3278fee8,2018191676323457662976
0x4fac509dffca37d81731171c76750e44a35e3224,2006980195656584658944
0x8e009d050bc5873e0dd212721cb39f67faf7e863,2004257217930210836480
0xd5025a2071e9cdf36cd7bb9a22e9ae44f20cf530,1989674979670066462720
0xe0019d15f39ec9e8007acd7ca0776dd90eb3d333,1985316894713958891520
0xcd987ff572608fc21874705440f69c9eb14688e0,1984016415059200442368
0xa63874715ce72e24ce3d47eb30dbb188a9b59cbe,1974037740904194506752
0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,1971385360552489648128
0x884ee57fd61f8cde2d320d9e9512518edd21235d,1950900393707253792768
0x3ebd3d15a1f176d79ec2e400aaf6af509b95e665,1948069107896619892736
0x06c05fbac28826fa24b5fe806f239277d8b5a9fd,1942638332187305574400
0xdb156d69bd268d29a92cae90ab0d787e09d61f82,1941527265842158370816
0x5c5901190d1e9e472e8af0745464b9f8d1ac02f0,1931768543730910887936
0xa01ad16b4f096a9effa0019f837d81670fd47f41,1930372293922227486720
0xc20e318fe1830de929bb8ee57f6209a89f0ab00f,1905691373369300877312
0x4bb4f3aaabf8c13759a50f8890fcc0bf2a5b7d0f,1894176021667887185920
0x2674fd486c1c404d20c7cb4685c406b14d383a2b,1890647781791971934208
0x3ec9535b1a2c326f4889501d01115b854c1177eb,1886024362924242108416
0x2d7d73f0aaa2882f2c1aeedffd761e5da9e9c401,1837198121026085453824
0xc91fc9dd7f1bb6ec429eddb577b9ace6236b2147,1827200616527533178880
0xc65261c9ecd712bf73c614b8022a542afb34fefc,1824940762706294865920
0x3dda2622ebb21966f47e484a33f176a5ac9c94ef,1823446750180906631168
0x900c8b7d2408730b82fe3880fb0d803b54ac52c2,1804832591358493458432
0x3a5a536d707658b44b2003935427f6aa23b79ef2,1802580400358446596096
0x1db91f586331d168e2da4c6bd73b689fb9f43516,1797357442068934557696
0xd9758844bef354b5500b119836b484cafc6d75de,1794203867565809467392
0x8eb45d73dc81fdd654b72bb29581a84a77ebf9bb,1762161155995464368128
0x35b94e2478afb39098ece2cd448546324adea17f,1746398943316898217984
0xe47626ff9b184a10d5d41c196b237e6dd15975cc,1728935084108961546240
0x3d784b0067ad72f0b271e9d0bd4c69ea7d40ae12,1726244731471694921728
0x7a1a5ac585ee75e498ea24f23f5195208f5e5895,1698667000848324493312
0xe3292ce7cbbb9b4b81119d638abaa2519e7a02ac,1687885495845537185792
0xf8b186bc1e1616bc6dfac3e9d741566936bdc5cd,1684276852101357240320
0x5ec8cd4881eba87279f5f243eb89ea9383e677c6,1671007222909250830336
0x07aa4e61e63d7021415166b9242d0f9ab548251b,1666679955979562385408
0x68814e30b9fa80dbfd53e01f80d8157adf5b228a,1656095879349323956224
0x7c1edceceeb5e4967824684494c7d7a2533acca9,1651313676571904835584
0xc66b57930290c42defe33e373c3969b1f4ab4a82,1648309894434713763840
0x4dc062e9c723c9443483546c1ca0f9f69c3dec21,1640117224538841022464
0x48c4604581aa8306ac0c932293595ec96a4ee210,1619476874271545360384
0xea90a6cf49ab9a598c038b9186f67f25aeeba686,1604814298839798251520
0x10e6bdbef34d5279e729142a19b0bce07813b6a8,1603861770460399403008
0xf916719c7251e109cf3d1a977b6cad198b630c32,1597771829555544457216
0x80622c49403af3fd4cbd80c0bb508b12167fb193,1597315969333762457600
0x65acc8c5f2d0c17af8f8041f271035974a29125e,1593334888302159593472
0x545358c58c1de83b54759f1a64487c83cb6fdf26,1589326271970473410560
0xe8e0d58b31a98145cdcdb51aeded8a250edb6aa1,1586352925396029931520
0x3a8c42bebf8575ee06005093b16ff21f5fcc68be,1584482158016484868096
0xe1c5453203d0580b4b15470c1ccc2672602f8ce2,1579392135553702952960
0x4d2f16be64c776df2098e29ddcd199ef6aae1d0a,1564772933795010314240
0x84006d62e4ef55a73db615ef913ef097a2e177d1,1564439064894566563840
0xac50c613087d5ff4c308b98d82186186464c1b17,1548625516628910538752
0xd28bd2ff6db4f931934e0ec9ea0e5125e95a7b71,1546043608595633537024
0x3a6964ccaa0d06d1d3a31e637da89b7a25153656,1520422935200500809728
0x7a93ade1fdc0ad2fa02eb4090b9cbadca4da2838,1520302641517639499776
0x0ac8ee125d3849cb8033ce46d8451f62f44ed76a,1518058761546967810048
0xc59bedbe3a27ed7d67fc78082b11088e40e28c1c,1514916156560483287040
0x2dec32200e4645f14317a2cdd522a37c646232b1,1512120776481022935040
0xed58d6bc5f02acd7926a92627c0da8ad2a18750d,1503748543538818711552
0x200cc0d17aa4285889ee0937843e0661e23af9ba,1498007263603492913152
0x205b7ad69c5d9a7d474bbb23b72b18860fd63f2d,1497939317421141393408
0xc35bd2a5aa0c09516e8defa771ef304adbf6becf,1494731570638517960704
0xc2f8e404458e5efa8eb0584210cb27a3c9809c5d,1491330872496787292160
0x79b6a1b89862559bc0a5cbac2cd89fe8589ce544,1479356547715316842496
0xec62dbef0e48b82f6ffe1a5b469f428a5c1d0862,1471273998177068384256
0xf6fcb019ffd5b1032de1453ce6a1a5475a6483be,1439569383450261323776
0xad754001767eca79852b7729755a347cd0a9700c,1434796328536899584000
0x8676ad613b882dea4b50b2e81be7105ea286d7b7,1419576764069502255104
0x2309fcccf962a358e7b4e2de43662a846bb64067,1418323578600965799936
0x8fdc8b871355529741073c083a1c8a6a71853ee0,1413140399659703599104
0x970671a925a18fa62469c520c3ec2600e1b87258,1409437881405791010816
0xcca006a973c5f11b4a933b34c9167e43bdf78a74,1404165199712567689216
0xdeaffaf53efc67baab980857a88295efe06527b6,1397310252262273843200
0x3d23db5f8cc2255c5a6cc4437f3c4ad8890bc6c0,1376721291773105930240
0x72ee5e1978113a487a900a7dbac1759925595b51,1375323038980289331200
0x382f72f5adfc66e5d1e1977fc910d54cd32901b7,1373506010351939092480
0x6f72e8e5055a0688f9b632d2698fdfb4ffdf73ac,1355182386358058745856
0xfdd14d956a165bc1af9a87bef1566da9ffa7099e,1353125579061013774336
0x9b9131c094784734d57bb00b24c645e8abb8f349,1344987626481424793600
0x96b19319b6688084d05ff19d1a19c6095e86e18a,1336332604902706774016
0x6b579bacffea19b002271d448a62b161f754401a,1334258455431387545600
0x75f67f3ce3bcbd8775889c9506c7fdaaf955d986,1331325841759034408960
0x70cccd8eca981e2194069aa27be3485f14e53703,1324809642486869524480
0x2ff1f4b506b4f91b13c00ccc23cdfdde95a57539,1323404057229766164480
0xcad27115320b0bb41718bfdd199c534ba1bef000,1320983307090494226432
0xd729e83c8693ecbbf1f1807de21ba51259536902,1318740051358893998080
0x06293e1160a2aabf33b76aba3d028aa1fe412a74,1308723012033301708800
0x8252a1a673796110ca091344fdae1729e7aea94b,1303391812356192075776
0x3d35d77bfe316b7937567fc88595357247f00fb1,1298706002929634246656
0x68aeca90e4a3bcf143046e02b035067450bce623,1276530627942587564032
0xaf669244f4a8bcfce213428448ed35280301fcc0,1273307488820920320000
0x1e5f4c1217727077b38f5b87a4571b799da6e526,1262262227699422986240
0x15bd2aa5d34727f72d17636b055b62299486fe1a,1261691375137279705088
0xef343fcc39cf95b4ef34dc0eb5c6b0079156083d,1256058302199084875776
0xc869ca4d943585c2ad2cef22b125e382b83803ce,1255290464171913904128
0xe2f6cced65e610d3346e8722ae10d4a507a0dead,1255223194335400951808
0x849cf75f4bad6ab941627569935b55444b98fb4d,1253938544716531367936
0x4adf9b737ab9c97f5728cbcf143483cf6c2f7df3,1253751573130033233920
0x855eb99e376e7d1fd48110b87ce068652caee2ba,1245598922273539751936
0x1257ecf8707f6ec202a38bad626f4cfa8c612268,1244705603855896281088
0xcd26fe06514bdcb5ff807df8561075542c12efb3,1242984370392719163392
0x4b90131ba27f529a4e2831734d43720f197af523,1239510350734527823872
0x0d3015631c1e642e8eb35b5a0efcea24a7685603,1235431280842850697216
0x5c9c6a11094835f47be940faad702985489e4de8,1228951285352567144448
0x78852cbef0e8985ccba4bdb23e01fc09fe4d90bf,1226570955474782388224
0xd142941dac40a0b24431cf997de397704b9dc6c3,1226103866244659150848
0x9d6dfa973d4d6c52ab52ec08c9ccc398e79aad37,1220345393160413511680
0x12008d4a41a9d30f691579bbbb6923698096b6fc,1220209219419166736384
0xe875fe95484db223608c1b7f590761021c316511,1215199713375266537472
0xdbd15f750227bf6e83bf08a4d1c0f0b25b025b22,1209370977441797636096
0x4fa0287f4fa198950e39ecd70b7cbc395dc515b5,1208187846395415232512
0x5771b648c0d73c6b14ce1a7ebbc78b7c2713e70f,1202267483838152441856
0x42ca6d21dea26926cf4a8e17968bea0105f023ec,1199228609877492367360
0x6747c16616a8273080a1670511585fe862fedfdd,1198910806535525629952
0xbe8c7c9bb7d2ea4eae87e0987d04af3c62ab3b23,1196536249045416411136
0xa07d60ce03de95e22ff8e25190f4c52de4adc946,1192788334333744381952
0x83cc1f5ed5f385817dfa73e8051d20501c940b7c,1187309963261093085184
0xa48f277e5c6d283de156d018c9f2c7608a140511,1184240787131010121728
0x4f023dfa09cc48916f584e854e9eacbb4eabafff,1183489410673747427328
0x03f2ebfbf550cd041e24eca5f53617967556af86,1181565047315549650944
0x3300eebeea8239b90a435e403b130a853a0d7dff,1175815068676500226048
0x12b7c8e78990010cfa431e8cf6b3dfdb188f8fee,1173520626383164932096
0xa76a08094a21785244c67ee9ddd8cb8293bcc42f,1169455792060298559488
0x6fda6f746366b66a1aedd4fae34cba12c217ca9a,1169123456140947095552
0xbc1500daaff721f626ef1a4f1a8c4e333648c5a4,1167048511520359579648
0x387e00c9cad3951d15f88f1e826e7e9cc9870958,1167036217449695674368
0x3010bb8cf5b49f7dac48505f380f5960421603fe,1166655097090579103744
0x1cbd6f93e2543bc33edb24102e21826a423f5bed,1163298397903110012928
0xd7e66b07a6ca62bd13c246586ada7c12178c19e9,1156517713017493389312
0x277a632432c3e026d5753694f42c8b1590ccc744,1155933794162395709440
0xf278ac8e97dd418a3ce13307fa1b44ff87a18f7c,1155612745610964631552
0x8d6e4b2f9704de3a0e19c523bb0d91478cce6c11,1154923542948378050560
0xc35089e5ad830fe18b6677fed0ef69b46c39885d,1150177409517380960256
0xc0f06061856ac32f69dfe4635bb9e0b74d53046d,1150162117223329955840
0x0253550b4390e3c94a6e0a038ecab2dd7510b740,1145855983756300910592
0x7186642a34b058f0d9e8faba7493a2ac375efcc2,1144908991199853543424
0xbe7a9da692afea7bc31450ec8da4b73c4ad24a00,1140398176098275426304
0x9a254e8c6c910108fbff99923c37b95efe034270,1138876883595964055552
0x9bcd43b2f6f43cb26032edf584f9e511091f83b0,1137332946534743146496
0x82621ee063f0de0b70ec8305bf401ed0a8e3aa10,1137063715036931162112
0xc3f521628db21d1d210a956f647c1c836dfebcb7,1136795448556448514048
0x93bf1da5b90b7642d654a6450afad08164dfbc55,1128975658855519879168
0x6af8299ef9e349c146dfb175df7a36fd415ff0a1,1125761666555775025152
0xd2743f335c5950503f4728691eb73090101dfbc7,1121288668461591953408
0x0edd42c2888d9ecd7fbc11c657354953f33eef67,1116931938281433071616
0x8233fcd712b8febe837ec85ee1bed2a3d1b92bab,1110293202651144650752
0xbfd1cf9fdb900ef8de18a8b90f6bd8ec56f332d0,1106154162038909829120
0x8f3ac00857376d891430840ba0bebb6b1bcf20f2,1105835172746920329216
0xbb9d51ef2a1e599ab732b76f30ac9ad562a4d1d5,1100431271623880081408
0xeed8a96a658cf8fbc1e2f0ac3d349e01ecb68799,1098015671717482332160
0x97e4863b1ae690a73520307dae2a5fb82298f9a2,1093526428817543528448
0xefc0f8be7afd2eb878956450d1f484cfb3368417,1091349220497696882688
0xc72d2ea85bc1c28bc1fffb86d422156e8eafae56,1090602751455772934144
0x1e89995aa69113e3f008affbc7009ac2b2a62598,1089661460421798002688
0x57511d586ad667b7e5032dfb51acfcf41952e601,1089396872679082950656
0x10d2c5352479472c0d541c73417e0a53dee0e7a0,1083984495869282484224
0x9c12e2863b83f0dcd65950e29e49e92e0eaa0666,1077761827564766494720
0x9b9c19d657fcb00af97d646244b8e445e359bba7,1068378571186254249984
0x13c385a2aa976b637d2a701dec0e2479cdae3bb7,1064640007555032023040
0xa2425918f30af40db42b7ed6197be7f7be43895f,1060371754665654616064
0xbaf85ebdd3c62b63d2c78c22b037a493f664434c,1048618288585692020736
0x475d3e56bca46e42514326d183bfa23a4f2cef2d,1048064035155322077184
0xd86b11c0725042c977ef837430442ce2d607fa7f,1043311272701396123648
0x0b7bac0d517ed90ead84663dc4d02876ecd5f9b3,1043180703564034473984
0xb32b84494df2b99cae50683a4273cce4a21429bf,1039007718519345381376
0x214e59a2e789f5d5881699401145ac72539af6ab,1036407448061291659264
0x090ea16a48bf0fb533785af686ee6ddd3add1f3e,1034742536802829336576
0xbda9a3c241053bdc27423e6ceee83ba0e26bace2,1034555775727670788096
0x7f399230c23b4b85099c0ede7200fbc7670d3385,1033325920543100502016
0xc4715fab81c8a77151e9705a6e3b3c4a9e4d2ca2,1032415702858703962112
0x0dbed4ff0784c813beddd60db05c10b1dd1cf63b,1025813929684828553216
0x009ae54bf26fccaa4c5a1443ebded3e472849371,1022156208660851195904
0x99e32a54dc3514c6588ccad6878891b831013bf2,1013930073714783289344
0x3dd99418c772cdf2e9f6f6fad08a9f485ce41d8c,1010251063949980467200
0xf381ac89f1ae4cc2b1e0b2e8696bcaa4923218f0,997735588505830948864
0x1b648ade1ef219c87987cd60eba069a7faf1621f,995542379239898742784
0xbd1572904ef0be1ade8709a4561fa3adf8b5f749,993444153315706011648
0xa9821681fef27ed817df77e476dddaf0adac4443,986790841338348830720
0x0f37f7685c5e32463f9d96eb28117ca34bf1005f,985926722510933590016
0xe254bbb62318bde79f9f155fd05b8ba346f55c0e,983822206257799626752
0xb96b9ac575e9b337b4c604f008bc2fa4a8ffabdd,976715400748028395520
0x1aeeaa375b4112f537fafdea5aa3bab0e1257557,976110393242091126784
0xf396126d4ce9e8b8f8c70b5173b46834aeef66a2,969794153689227984896
0x4ab4c52caba5aba623b204e258f1209d26e8adbb,967394554728915927040
0x1c3a068430f8fe592703d07b9fd063d47bde8aba,964845245731362439168
