address,total_op
0x00af41c6ee0b153e973004529db12e35a65748f6,337.4241375
0x00aff6d5bcd342a3fc51419997b13b8ee0f75bcb,102.508712
0x00b56c70197e8b1abfa3387aea0674bb3cc758b0,347.9163015
0x00b74e65c5b273b83bea5181e293f60330ff902f,715.271426
0x00b7c84dbbd871a8eb209138174d1ef378f015a0,85.46748263
0x00b8cf5347b1d716af821df508f0c6a9037a367a,1515.247552
0x00b8fdee9fb53a4783fe174196e724c385608636,87.6124262
0x00ba3ca0b6df1486c912893d9f288311a60ed753,312.9174077
0x00bd53913a82f36e5796ed7d30f1b2a15cd31c20,178.476077
0x00bda37c1bcf562819a75ff7952ab00d680daf97,98.48501377
0x00c0623736a3ae2aa61007c5ff81a8adf2b6d505,674.0383562
0x00c0c72a1d45bb3704a9358282eec06746447778,702.3752798
0x00c16c3256dc0408ebc91d62a3bc55be148b4588,60.56846623
0x00c71f8c497d8950553fcb874f4a8cf74dc88629,90.12191937
0x00c7e8191a08b6b11725b459da2d0df60bd7c453,1013.643794
0x00ca85ee123cf086bd6df5399739f7a65e3ea631,55.81987223
0x00cb2cbce7ba03927ebaf2c32aa1a1f88a6461e3,482.1090653
0x00cc52ccf4ef38b8112fe73b9db72729e591a929,347.9163015
0x00cd2ff07447e2372549ac54fba8548bef968687,234.8302954
0x00cec6f9ee0fba4b85bf914986da88fe2f5addba,373.4909043
0x00d0c65e7a92172f747dd81ea17cc2fe0db7617f,275.8096995
0x00d0cecffeba6409885fc19a5059b6b0f812bf2d,118.4970954
0x00d0df815601dfad9d00881ec4cceb5622dec260,68.86092687
0x00d1e2045e03617c6c9fbacccd44d568c02f115c,247.9632668
0x00d32fe9f2e48ffb39d2a94d2ed050104971909d,81.36607157
0x00d3bf787faf74369762e0640392f546bf96df4a,717.1461155
0x00d6af308fda8dc08c8cc09b21082961ca65b492,350.6663288
0x00dc975c94b7e51768966f09c78e54ad0eccc410,51.47600896
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,51.47626024
0x00dfd5c817ff00b782a50150a404240a94f4263b,70.1535109
0x00e104aae179d76d324e36546b83bae83e5fe0a9,534.9056532
0x00e35dc829697847df936b2ab7782d282c1ec257,68.7474169
0x00e3993566b34e5367d1c602439997bd08c11ff7,56.19336222
0x00e6bca6ac8ea60f0968d65690b67c5cfb61e97f,135.4728975
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,784.9562852
0x00e7332f9cd4c05a0645ac959fb1be60ec24f94f,349.1385359
0x00e8bf3d5a099ca807ec507ab48c307e5aa09a53,269.5962927
0x00e97bf0997013cc741dbcaafba8f439d474c879,207.1099384
0x00eb2715db84d219e2f990594562a503ce468384,101.1239327
0x00ebdfbf91157db0416ceb4ff74c37862becbc25,839.3882708
0x00eff2cd38911526be1c3e80db227c463ab52091,66.80398117
0x00f1ef807e6d6e5c1a7c8f86b6cc7a6ad1521576,68.7431698
0x00f30ccc812f8bcfc30c3c7a927e41dfe0865a92,138.6020846
0x00f51d0eed160d53f9d90e70b35a43ebfb618c5b,1884.471471
0x00f8e627d66832296b831c21ff371cd196cc58e1,343.2331732
0x00f8f1863b6b9691d1007863f0ee0f536b2a5b9b,347.9163015
0x00fae6d94585235c7aa8d1972b6f9ce0051849aa,539.9456652
0x00fb7ccb1f054792252d31b2f6a5d3e923765d02,558.0974273
0x0100029670faae0fd631810c483b9cae68e9bb1a,73.33659178
0x0100e4f2a841e773564c333f889ab6d6bd5fcb22,319.0424686
0x01034964b40fd930ad410c7c9dc702622fa8c16d,101.9520887
0x0109c546b199f6fd600e4862970134db3dd53679,1006.147823
0x01113829d6441e86071c939484f55fd8a0398ed6,457.1471566
0x011211ec9576923988c2fe5aa3a362528c4e7e64,202.1824098
0x011344f58bc47bcd1801df47b56de710df7efe3c,377.5030621
0x0113be237bfa7c90c994d7605be5a61146916608,206.9375617
0x0115d6fbac68094082329d1a42e11ee23e359dc6,1002.161052
0x01190aa8018b9f31c652c90240cf7142d96cf76a,48.23384691
0x011b0a055e02425461a1ae95b30f483c4ff05be7,12467.07518
0x011e082aa7b63542abc0daf1ccf1e8a3f277fd18,50.25254685
0x011ebe45c131e87e187d185b842facad9e8e9dd9,10499.86731
0x011edfad549ffb5c111ab6593b0dcacdad32ced7,153.0532437
0x011eea9a72a3691dad982d8d977819b0facfa5c8,350.3607702
0x0122f353c60727dcb485a6560dd537c4f9fe5a5a,528.1610535
0x0123e230c261e026c476a21fae07de3aa55ac870,124.7389647
0x0124e7a78864cd846ffbb1b1622b01ea6a42d779,137.7438582
0x0125d5a2c872a2441f8781d47ef50c4bc97778fa,321.38914
0x0127089dd91368411271c88fca6b4268ae5a7fc7,523.3717412
0x0128d624c77dab2d912af2b262bc613f26699ef7,122.080134
0x012f3976c93260f7e4ce1289638278a870b6678d,777.9348972
0x0133682790e6779ab5e69ccf2aa9d40b3c893015,212.1884482
0x0133d7b8e24d11a9b4c511e31d3ee94ef3c9a0e7,518.6373925
0x013487daca45d3c6872c612415c3ab546f04eb32,196.6607472
0x0134dbc86e3fd5908aabb137fe2aaef223a63075,76.61857259
0x01355fb8ea6daf94b2c62be852b2da95e744ace6,335.4656004
0x013812d42954149d2bc3e0246d65f4097d1b2fe5,242.3378712
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,194.4037599
0x0147c5ff2e711d043d039b5b40a3acbee01c1a93,171.110342
0x0148107d2b0fc3e90e8ac427a9058beaffc5dd79,1352.972929
0x014819ad98c106d1c76dbfc67591d241cd67cce6,81.65744612
0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,53.37790769
0x01504cb4de2a4cecfa59cfd76a241e8b21fa300e,348.2218601
0x0150d9832328c64f8255e129b14e63d8dc7e8d3f,168.0313675
0x0154d25120ed20a516fe43991702e7463c5a6f6e,9457.223341
0x015516e6d176c01c606bf0a6f4ee3a65f5ea1324,231.077376
0x0155e31d9c01c28395277bd4210bf5c51965e8d6,1880.988434
0x015a2c6080f554ad428632a89a0743fcf766eacc,36.31910373
0x015ec1fa097ece8cadb1fcb8fafdd3b953b02e49,439.6958347
0x016040946d60a6cfc00fc1926a2ba50d537600cd,61.50728168
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,4170.476948
0x01659cdf79d8d2ac587da9860659ab363920d726,357.7752196
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,124.7358372
0x01681d6f200d191673797d87fc567f4b06a029cd,1468.269877
0x016ecde6527087120da5dd956d03d14e92c12756,226.8040553
0x017154d1f2c228765c494da30c018fa48a09e1ad,73.3432529
0x0172e05392aba65366c4dbbb70d958bbf43304e4,11782.8492
0x0174998c7e8fa81d45de706a1c911497921a8122,299.7718862
0x0178274ec3e22cb684a35d829f5e15f66441e71a,116.2758819
0x0178fe1cb8e278b8c055e2aead91177c1a66f7f5,3473.842172
0x017a6130d1fd61f930c8fe9a516575d8de23cf4d,61.06706181
0x017fb797087759f430f4b7b9afd1aa3273d9a75c,897.7538835
0x01810a0db5d71d58c4c026e18482172ee02341b9,60.6397969
0x0183d9be08db4024c2dc9aec10b9526fc6adeef7,878.0616023
0x018b50cb49d1da508d3c14d3cfa1400bf12db86c,70.05613404
0x018c8a81cb02ca1a327baefd400f75f57ea57ba2,105.9771286
0x018cda610b3aacd93d71f8a4521275f30fcb36c8,405.7507707
0x018e4aa4f6e439c961295ca25528bb185d1e74e4,178.476077
0x018f482eea485c5dc50fb2ae5a1138c621262784,1002.161052
0x01902bfde46488370c878c69f64a81a97d827e8e,295.1883136
0x0194ef37f2c56b5b0d06a2acefb13e969099281c,166.2031399
0x0196ad265c56f2b18b708c75ce9358a0b6df64cf,172.7348337
0x0196b76ef286567d1c64cee65b084bb4bfefd6c8,1037.539614
0x01974549c9b9a30d47c548a16b120b1caa7b586c,217.7775471
0x019c199f89b8a374e87b70597bbca748ac084587,217.5128797
0x019ed608dd806b80193942f2a960e7ac8abb2ee3,1103.676276
0x019edcb493bd91e2b25b70f26d5d9041fd7ef946,425.7052844
0x019ee51c92802065c935dcb8f793016ec31e1e55,123.1043878
0x01a1d2750b2c7aad954698c1e9596f5ccabdd265,53.2593341
0x01a23eba5023064d505dd45fbfa683a601c7685b,4654.664384
0x01a2b6c749b778053bc81551e23675f0aee641dc,151.9529667
0x01a34046ba44d658872dc402ccc10b66587ed918,52.34036007
0x01a4e496771cbe0114820b6f4f1f8c138ec5faac,97.50712513
0x01a4edccde9ee4100687129fc36428964fb63467,1002.161052
0x01a5ade4eb79999a941d887ace9b2710c2578c5f,352.9402847
0x01a6d9df50a64520521dd41ea7b72f8464f7508a,452.0585752
0x01a6f583f32b97e51bd2ecfa7ad8200f4f779f5b,350.6663288
0x01a8708b90749872d93dfe7833abe8c214245452,337.4857297
0x01ab07010c2f4bf5971537669cc19d5d8cf320a0,370.3010933
0x01ad64bbbd038cf302ff5dc53fd65709943bcdc9,72.79594651
0x01adb5a14196d302004e3a1970a8bb3183dd2565,318.1515588
0x01ae605c8dc13248151a3f7e181b4b5b5cd399db,2032.055739
0x01b4e5effd3b0ee2431aa1b4e6e45d8f753f757a,347.3951187
0x01b4f688545f75c05779d042499e880eb44747f3,79.66052524
0x01b590b256dcb6300fe43fa2c629dd9fd2838ed4,888.5471528
0x01b60d01d5bdb2b60c0089c5d91b809c8d8caf10,255.0560887
0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,128.5149873
0x01b8deb89afba138e09bc98a6d1b4e6c4768e2e2,116.6569971
0x01b9369cf8624e1f9960864c18411b4b07eb91ac,350.3607702
0x01bbfe5ce152b22eccde7698a24e86012a5f75e3,208.0757246
0x01bd2bd0604f724cb1aee0674bdc9df9db40d7bd,98.41497765
0x01bd8aac958c6e728557bcac756273ddd65bf19c,76.22919727
0x01bdcdc67014d0b3a9300f42413dcbd9003b1a91,527.7008321
0x01bdd23448f53594bcb8163055155194177c0fe2,574.0525756
0x01c12063b7b5b783a989a60af9f9f06534307a2d,106.725263
0x01c1b02945dcd29b5fb40d11c54e743f74942013,76.75556058
0x01c2d2ab8fe21b9b4a1cfec7ad01db4af5b24905,299.219444
0x01c349139857db3fc46ad45f7b8731c9cd560cd7,1076.436352
0x01c7b3b2be439441e3cc8644b64b664d5e4e997f,78.00111004
0x01c9ea664b6d06bc4609cec8e75dd600221e1c36,528.1610535
0x01cb883da543bd8409a9984463b8ab3ae3d2ecd4,492.3401033
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,2603.261082
0x01d104ffe610ac60a22628c4558391d1cb55aa6c,90.50995298
0x01d7a98d738e571b48070ec7a84d2029e7fdcdcd,125.2226335
0x01d831344ea2ce935b664e9563f83612327a7b64,212.6692932
0x01da82eb29c1a5942d2cc8039d143304f24626f1,37.83032549
0x01dc33c526ff908baf5c05b72a93777b2115626a,435.1043662
0x01ddb965f9c89fd32a61c820621b351b011d3889,127.7233739
0x01e0c7b70e0e05a06c7cc8deeb97fa03d6a77c9c,180.731639
0x01e3014214c72cb3ff8430719f2c290eeee9d975,146.4733181
0x01e33c774f07178706d41b4373ed19dc0c39ed19,112.6775143
0x01e57f7d7652896dad48e8df53a41e4c1c82c8ed,82.41238823
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,171.8150811
0x01e793c4454e7c634d05be4b93bc20d53f6bf5ce,50.38067431
0x01e863c402f2e901ba264c3b0b2d6b8606eff2ba,235.0605517
0x01ec4ebb8a50b80ae3033bee1b9c0a219a01c3d9,176.6398238
0x01ee62c3674e7512f41b14337028d5c85867bedd,913.0896833
0x01f12fb1d38156fc6d1c9a7d813bde4b52d38e47,135.894106
0x01f21a9a907b17883f12800ead158091902994ed,136.5179845
0x01f4b811249075bbe281bbfaa0a84e624b9b15a1,148.526137
0x01f761805c90bc8abfaf504075afdb87e1e5dc08,1120.976443
0x01f81279fec131a3e2fa7a61c429cf953d8f3f83,1401.654918
0x01f92621addbd8b688fe6539f6a69a0f892502ec,53.6445534
0x01fc9b47d4c1ece4af9ea9991c5a051aa57884cf,59.03138377
0x01fe27a8df144de0abaa53aead1de69be79f0e9a,1535.448638
0x01ff42648cd5872805428404ee114a27a7c52162,692.3629312
0x01ffcc7285866e5cee14c8e807cb2e8d5f61079f,4748.774406
0x02058c65a69f14841ec7ca2711f00292adf1fd7b,60.57652693
0x020683a7f6e877caeec6d02734db833ecc8133d0,327.6433993
0x0206e1db86b852a4d1dd5926ab07b2f9117fa115,114.5199286
0x02094d8da76c73bd949d39b2f1aad93c83595d63,561.734857
0x020ca66c30bec2c4fe3861a94e4db4a498a35872,549.6651435
0x0212f36c40fbf116be992b7026317ed38affef81,66.01310855
0x0213d93c6fa3d75dbcd7cd24e4d2072395f32209,62.39803925
0x0215c140840b896e1e371525d1f70cefbd09aafa,3631.500829
0x02177caca3ea2a39ed43911d7d2fb93a4cb13b04,65.8282292
0x021a8db81d9d59252f279bc59d453d143cd0a696,530.855721
0x021afda9886dce1cca8cecd130e4f2891b2b91d1,1345.754537
0x021c1a1ce318e7b4545f6280b248062592b71706,1447.819566
0x021cd6e21865c919164d76e310b1352252b8c6ad,143.3692538
0x022111936500251ea358a98cbb158d77580efb42,78.04347309
0x02228784b938b4463de83d66bbfcde22682569d9,456.4679786
0x0226c05fbb787a805154cf7e052104fa86e13f46,1606.232409
0x022ce4715b44ef6f0ead8561b29da676928d16f3,878.8273823
0x02306108713e99cf45dfea33c12438ccba96482d,820.9758849
0x0230c6dd5db1d3f871386a3ce1a5a836b2590044,713.3967365
0x0230d420819b2654845fb9c570ac53c969b6c386,636.9791087
0x02341e8164e82c04ce0f187320f3333794d87cc2,282.303975
0x0234ea6774d6a3a3cae7a81f5f2834071ecc0b29,64.73089665
0x023c20982111df6df15d5253437d345599177030,274.2638882
0x0241da5d987afc45ab2edcfaaea1feb68b49e175,180.9285432
0x024287d44fa11db45dfb443ecf37a7794644d258,83.30904501
0x024336ae03ab34351de0d0e52b04648a3a00fdfc,878.8273823
0x02439ecc8c2d8d15427916e3acaec6548311807c,84.11591879
0x02483ab8b7eb1804db8da2b734a15f5813615f85,1549.016122
0x02499b7b592820c7889e9dbe15a15d314c811ce7,544.9293521
0x024aecff8159c15f9873491b28f2c5b403d5e5df,356.9440428
0x024d37ae44d299b9cef36d348232a66801c3a25a,82.08798716
0x024d644b055ada775bb20a53c5d90a70698dff99,311.0568323
0x024f1f8b3789bfdf9edb47f58a0d7a3afeaea804,308.1393314
0x025042d3852c4cd8b369bbf30aaf53f08de655a8,83.90029019
0x025376e7e7f161a198fb5fc90a220a553836d11a,12750.39802
0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,491.8265501
0x025b8bfcce9adbfc2a8428fe446414dc749be3d3,73.40630137
0x025dbf373fe82fa4873b238863ea0d0d2c3fe0d5,302.7696566
0x025dddfbeab4da2a30df62c925472203b83ab989,61.91893574
0x0263e43c0de253a0fe354b60d35d2855c514a887,167.03351
0x026403ff2a1396d8d93864ca6ee6981a117aa9f1,315.006559
0x026439f5f63c64472aa2a6c639003e1f5e8c8058,49.45183765
0x0264a803979bd0b485a6701f1ab17aab3bcd8ff7,82.86775462
0x02651377b07816f4f012a0f6dda97f072e61e0d4,236.1139364
0x0265b68b305d66f32fc5b6418f621733382fc5b3,99.19572657
0x0266a885362e97d1858ce49c63ec2bbce2f6d0c4,57.52365974
0x026a8f79db3d678e5881a9e42cc50e7ac88aaf25,188.6154051
0x026c57457a54e643132f4cc176d9c0a46a2f6cff,72.89578447
0x026f398010173f89fd435531f76d59850abbfc38,56.65964868
0x026f48a8be78d86329731cc98bc24487c31c2620,723.0767044
0x026fa50c5f451980ccfa08197207d06e3619a8ad,528.1610535
0x02715877f8e489c6361296ab820e55f2fc1e8ba9,1090.03419
0x0276489b34b1701ea4f3f61e2e8c273e5b533090,350.3607702
0x027c6373f08d9336190792debb1a22d320fd2e16,368.002277
0x0283736f849caebf2e4aab0e0efc413aaa1bb964,312.9174077
0x0284a1104bf8e1323b3dc151a9c38794b38084ed,987.959947
0x02864ead38581c08d5fb562dfecdb68c249bf6d0,50.01333542
0x0286d1ac3d202ffddf2b2fc8f2b244f1b572ab0a,60.03098806
0x028d1a70f0cb34ba1a247847fbccb9210c1a2e85,113.6477408
0x029071375822c945a43e5ab2889db8e0d01e4bf5,120.1166544
0x0293adc2e84558010a90f888d08ba35eecbcce6c,276.6083457
0x0296712d5a087fe7dbcd68e45c4d709b26530787,504.8147971
0x0296edf4eb266dce6e3cbf44565beeb4a500ba78,366.8074989
0x0299455b03be0b51d8747aa4f9fee4cfd9008dc2,76.02823292
0x0299dce6730c875f0d541aafbaf4a92b5403e874,147.4822198
0x029ba19be86b43acb091eccac2915c6f6eb66728,397.2040356
0x029cbfe5fa5ea8ed04f0d4e8e7051400238b0b61,608.1692654
0x029d4486c6d92d786e0ad8555c22c46a98973d57,950.3731535
0x02a0c9ee30f6ebb137a126f17f0b3eb8ba0827aa,359.5943598
0x02a2987f216bdfd49d481789118c903ac31cadcd,365.3032736
0x02a60e7ba04710b8550c2d4b67bd28379a03eac2,350.3607702
0x02a66dad4a611bb60e0f4b2ef05baa665ce6dedb,349.744814
0x02a6cb87a1f11406895ecf342c6c7d38cfef5cdf,528.1610535
0x02a73cd5c9135b68798838407a136b41ddea3c5e,898.9716453
0x02aa319b5ce28294b7207bdce3bbcf4bf514c05b,683.7584386
0x02aef1dee4327b9c4fd2914fe598934b16590e44,982.4558693
0x02b04fd27fb898e6face6df1888f72906b5ba11c,184.2454164
0x02b6bd2420ccadc38726bd34bb7f5c52b3f4f3ff,156.5430443
0x02b85aedf9c10a18144973b0a98e2f014da54e0f,335.338106
0x02b860783d1957f9dc0870185b8bf7714eed9604,551.6957377
0x02ba121e6f57f7d2aeccf1a4fdeebb0b808803b0,7228.303136
0x02bc0a30878a7f3f5d74081f77a5ad34e651c6f0,868.647949
0x02bcbd18b5ea71c19c920731fef33a04db989d9d,350.3607702
0x02bf6c27f51af365dbbd5a7fdc544883b95e6af9,3621.781228
0x02c06560e1c3e305e052678b8e1e82ac00ed630a,558.8522465
0x02c0d734efda6a689375933d8eecc89ed94687a2,1531.655576
0x02c28fc947eba0df77ee41f7e2a38e25a1cda62f,73.78154438
0x02c7e5190f1c5104ce4b72d0e4c8a00e30f788fa,40.62253838
0x02c9150302e2365297a463ab1ae2b63f75abd782,57.32970296
0x02c95fef9de755f18144615ea3e93fd23e677f9b,166.9493154
0x02cbdb002d578b2b83b73b9f6019fadf39fff6b6,249.8336596
0x02cc0130ffedf077a848606b7a3e018f7f7434af,338.6500613
0x02cc4dfbd06c447fec2578e88cb2a8353bfda0c9,77.23826437
0x02cce31929fdcc0d34e7bc332d5afd7bb8695e56,76.99380955
