,join_id,dt,chain,active_secs_per_day,num_l1_txs_inbox,num_l1_txs_output,calldata_bytes_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,avg_l1_gas_price_on_l2,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_combined,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l2_num_txs_per_day,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l1_gas_used_on_l2,calldata_bytes_l2_per_day,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used,l2_eth_fees_per_day,gas_compression_ratio,bytes_compression_ratio,dt_rank
121,2023-08-13op mainnet,2023-08-13 00:00:00+00:00,OP Mainnet,86400.0,738,24,79520865.0,14.283645648878636,14.010397881462138,14.192727864549031,1284264564.0,2084640.0,1286349204.0,18.343979951587613,0.0292066358396112,18.373186587427224,19.83168164435056,6.244063475971977,394903.0,43200.0,456.0,2042855108.0,173749263.0,2042855108.0,162323343.0,122197867722.0,26.075745120322537,0.6286616015843254,0.45767598450187386,31
122,2023-08-13zora network,2023-08-13 00:00:00+00:00,Zora Network,86400.0,146,24,9164607.0,14.46950418575356,13.831183797493772,7604828283.089232,149273544.0,2084328.0,151357872.0,2.159914169730268,0.0288287236622625,2.1887428933925306,2.0928472494751658,2.4526206671348736,57127.0,43200.0,9.0,212700836.0,25223689.0,212700836.0,13977284.0,12105388878.0,4.545467916609887,0.7018004574274452,0.36333333320118244,31
123,2023-08-13public goods network,2023-08-13 00:00:00+00:00,Public Goods Network,86400.0,146,24,1898182.0,14.130711495426109,14.017952856254768,39323007.19511578,33382828.0,2084364.0,35467192.0,0.4717231113694325,0.0292185162872746,0.5009416276567071,0.006863027558168,0.0144098864406881,134.0,43200.0,153.0,736084.0,11341690.0,736084.0,45430.0,2213859541.0,0.0212729139988561,45.35192722569707,0.16736324128062044,31
124,2023-08-12op mainnet,2023-08-12 00:00:00+00:00,OP Mainnet,86400.0,709,24,76165479.0,14.406097445813373,13.49906122428797,14.343633008417576,1230122100.0,2084640.0,1232206740.0,17.721258842848584,0.0281406829905996,17.749399525839184,19.478859255524227,6.659621709290266,388472.0,43200.0,462.0,1985401076.0,172218127.0,1985401076.0,160790327.0,117155188304.0,26.13848096481449,0.619583677509803,0.44226168479930106,32
125,2023-08-12base,2023-08-12 00:00:00+00:00,Base,86400.0,1446,24,73992389.0,14.54675006622946,13.720106350683,14.501064489458294,1210656740.0,2084292.0,1212741032.0,17.61112101277614,0.0285967079058777,17.639717720682018,19.492332489967296,49.91764029257013,503122.0,43200.0,1032.0,1965204840.0,136245933.0,1965204840.0,124535513.0,82433193598.0,69.40997278253744,0.6160460809774924,0.5430796161820111,32
126,2023-08-12zora network,2023-08-12 00:00:00+00:00,Zora Network,86400.0,147,24,7088647.0,14.283217873533104,14.522981619401126,5934483977.423153,116195416.0,2084352.0,118279768.0,1.6596444426338144,0.0302710057843619,1.6899154484181764,1.5477392760629258,2.625540540146616,35560.0,43200.0,10.0,158436776.0,23483318.0,158436776.0,12208870.0,10121912664.0,4.173279816209525,0.7333866475546056,0.30185883442876343,32
127,2023-08-12public goods network,2023-08-12 00:00:00+00:00,Public Goods Network,86400.0,146,24,1901044.0,14.29991644037296,14.19884718433819,46943598.9939387,33429928.0,2084268.0,35514196.0,0.4780451770076844,0.0295942028232061,0.5076393798308907,0.0084604430639045,0.0251294046436613,151.0,43200.0,204.0,908656.0,11402110.0,908656.0,84430.0,2220994074.0,0.0335898477075658,36.79052138543079,0.16672738642233761,32
128,2023-08-11op mainnet,2023-08-11 00:00:00+00:00,OP Mainnet,86400.0,870,24,95294939.0,19.38291426511267,17.796753482286793,19.31212255755531,1538609660.0,2084580.0,1540694240.0,29.82273912725416,0.0370987563741054,29.859837883628263,31.61067821262361,8.779619014730653,448094.0,43200.0,556.0,2393027576.0,198200899.0,2393027576.0,186730899.0,126766537381.0,40.39029722735427,0.6429552569435163,0.48079973138769666,33
129,2023-08-11base,2023-08-11 00:00:00+00:00,Base,86400.0,1438,24,88353256.0,19.183949815319345,17.7354407890216,19.189119948572586,1439557372.0,2084256.0,1441641628.0,27.616396380721007,0.0369651988771629,27.65336157959817,30.903921121282384,85.77566062530859,610243.0,43200.0,5007.0,2354520236.0,153823867.0,2354520236.0,140437621.0,92080654397.0,116.67958174659096,0.6114015713220653,0.5743793711804164,33
130,2023-08-11zora network,2023-08-11 00:00:00+00:00,Zora Network,86400.0,146,24,6692521.0,18.75864860482205,18.037827978434965,6408033341.774522,109854976.0,2084316.0,111939292.0,2.0607308922751595,0.0375965334606996,2.0983274257358597,1.8351810984919028,2.377860683364016,32201.0,43200.0,6.0,144813344.0,30875785.0,144813344.0,11107793.0,10343181538.0,4.213041781855828,0.7585970530450564,0.21675630271424678,33
131,2023-08-11public goods network,2023-08-11 00:00:00+00:00,Public Goods Network,86400.0,146,24,1904623.0,18.68511770320032,17.500672407492928,41619540.24787271,33485704.0,2084316.0,35570020.0,0.6256843206145258,0.036476931509696,0.6621612521242218,0.0118633473298844,0.0204314720180826,98.0,43200.0,67.0,945848.0,11319192.0,945848.0,59052.0,2202571669.0,0.0322948193479671,35.402838511050405,0.16826492562366643,33
132,2023-08-10op mainnet,2023-08-10 00:00:00+00:00,OP Mainnet,86400.0,941,24,104624041.0,22.30333339364362,20.968231041452214,22.217213674071367,1689003724.0,2084604.0,1691088328.0,37.670413159477626,0.0437104583019354,37.71412361777956,40.78057886037293,10.503331739791957,528229.0,43200.0,490.0,2683537648.0,222228031.0,2683537648.0,210786711.0,155117607174.0,51.28391060016489,0.6293944581917041,0.4707958781311436,34
133,2023-08-10base,2023-08-10 00:00:00+00:00,Base,86400.0,1502,29,94484468.0,22.25410264484304,20.0437584850194,22.078359712201703,1538572700.0,2333542.0,1540906242.0,34.23955479235329,0.0467729522626491,34.28632774461594,38.964567960445855,92.16363616806832,694769.0,43200.0,6053.0,2580161904.0,162810437.0,2580161904.0,148988848.0,107702882047.0,131.12820412851417,0.5963085873079382,0.580334220219555,34
134,2023-08-10zora network,2023-08-10 00:00:00+00:00,Zora Network,86400.0,146,24,6050032.0,21.960891070922724,21.15831552021747,8349240058.446008,99605608.0,2084328.0,101689936.0,2.187427907341029,0.0441008694716238,2.2315287768126533,1.88964312894228,2.6995778410862536,29667.0,43200.0,7.0,126745024.0,21221647.0,126745024.0,9191859.0,8027024640.0,4.589220970028456,0.785873913282781,0.2850877691067051,34
135,2023-08-10public goods network,2023-08-10 00:00:00+00:00,Public Goods Network,86400.0,145,24,1880638.0,22.08861692268823,21.404525312039,38872462.76378316,33082060.0,2084328.0,35166388.0,0.7307369503533873,0.0446140514345916,0.7753510017879789,0.0081886746564138,0.0182604779226491,87.0,43200.0,63.0,640928.0,11300471.0,640928.0,42011.0,2194679402.0,0.0264491525790629,51.61587573019122,0.1664212049214586,34
136,2023-08-09op mainnet,2023-08-09 00:00:00+00:00,OP Mainnet,86400.0,1052,24,117185643.0,22.275978130908317,21.596379587588743,22.20075778557302,1891603248.0,2084556.0,1893687804.0,42.137312584803134,0.0450188626475856,42.18233144745072,45.43467615562367,11.58493148289629,567350.0,43200.0,468.0,2992013416.0,249591660.0,2992013416.0,238158428.0,153214231912.0,57.01960763851996,0.6322175020621632,0.4695094499551788,35
137,2023-08-09base,2023-08-09 00:00:00+00:00,Base,86400.0,1431,24,74396284.0,23.61761876137017,20.593267542125663,23.712454138305308,1216806292.0,2084316.0,1218890608.0,28.73806711089248,0.0429228770303332,28.78098998792281,33.27122750197984,81.80622737688596,444801.0,43200.0,2748.0,2051333244.0,156005725.0,2051333244.0,143579019.0,99876067674.0,115.0774548788658,0.5931782637263202,0.47688175546121786,35
138,2023-08-09zora network,2023-08-09 00:00:00+00:00,Zora Network,86400.0,147,24,7120197.0,21.37960173332921,21.184668031564257,9337533415.90737,116701596.0,2084304.0,118785900.0,2.495033644123885,0.0441552883168615,2.5391889324407466,2.408247007795296,2.956661742174326,37800.0,43200.0,12.0,164665968.0,23741967.0,164665968.0,12504927.0,9493538266.0,5.364908749969523,0.7087171527756118,0.29989920380227975,35
139,2023-08-09public goods network,2023-08-09 00:00:00+00:00,Public Goods Network,86400.0,146,24,1900384.0,22.11119289910584,21.321823030360243,73963099.55904098,33417304.0,2084340.0,35501644.0,0.7388964549120612,0.044441928615101,0.7833383835271623,0.0094163582986186,0.0218250903048897,147.0,43200.0,72.0,718732.0,11302103.0,718732.0,39863.0,2202431799.0,0.0312414486035083,46.49480473945782,0.1681442825286586,35
140,2023-08-08op mainnet,2023-08-08 00:00:00+00:00,OP Mainnet,86400.0,1594,24,187088490.0,23.12230472692005,24.298955846405075,23.104642884148785,3017709336.0,2084568.0,3019793904.0,69.77639484426354,0.0506528257908289,69.82704767005437,73.63839186615687,20.464329267895163,824269.0,43200.0,406.0,4659603188.0,376881201.0,4659603188.0,365475993.0,199516242033.0,94.10272113405205,0.6476322584231179,0.49641236947767,36
141,2023-08-08base,2023-08-08 00:00:00+00:00,Base,86400.0,1428,24,54522180.0,23.949191041104427,23.1177965919181,23.814777107651068,899683392.0,2084340.0,901767732.0,21.54668943151685,0.0481853481483985,21.594874779665243,23.98273439694332,44.80438403059371,303337.0,43200.0,1506.0,1472299196.0,116133456.0,1472299196.0,104206557.0,108903864566.0,68.78711842753702,0.6110737508003095,0.46947866599268345,36
142,2023-08-08zora network,2023-08-08 00:00:00+00:00,Zora Network,86400.0,145,24,6285490.0,23.44174502857899,23.83689579127084,9328992340.36013,103339672.0,2084352.0,105424024.0,2.422462242360983,0.0496844814163269,2.47214672377731,2.1510183148046504,2.039367536927716,31468.0,43200.0,8.0,136624288.0,21567943.0,136624288.0,10331935.0,8944329328.0,4.190385851732348,0.7563784852075496,0.29142742077907013,36
143,2023-08-08public goods network,2023-08-08 00:00:00+00:00,Public Goods Network,86400.0,145,24,1879730.0,23.462367979352617,24.18313953535356,63814802.82043715,33068936.0,2084316.0,35153252.0,0.775875545117661,0.0504053046637699,0.826280849781431,0.0074391838316233,0.0336080630263467,122.0,43200.0,50.0,473848.0,11284348.0,473848.0,31348.0,2201355514.0,0.04104724685797,69.78806705947899,0.16657852097436202,36
144,2023-08-07op mainnet,2023-08-07 00:00:00+00:00,OP Mainnet,86400.0,1626,24,189562132.0,25.363642411413657,21.447980483535236,25.201310019143264,3057678556.0,2084616.0,3059763172.0,77.55386550343168,0.0447108032836653,77.59857630671534,78.79256892845467,27.40515783515704,782923.0,43200.0,392.0,4570945484.0,352893363.0,4570945484.0,341495155.0,195169410783.0,106.19772676361173,0.6689378743857274,0.5371654779463789,37
145,2023-08-07base,2023-08-07 00:00:00+00:00,Base,86400.0,1430,24,56452106.0,24.414880693736823,22.610918172458412,24.319256607958305,930500012.0,2084340.0,932584352.0,22.718046778500685,0.0471288411835819,22.765175619684268,25.46105038044653,49.52550044077447,354775.0,43200.0,1315.0,1530628936.0,110972952.0,1530628936.0,99146499.0,95052569671.0,74.98655082122099,0.607920045227735,0.508701489710754,37
146,2023-08-07zora network,2023-08-07 00:00:00+00:00,Zora Network,86400.0,146,24,5350423.0,23.586736903134465,23.27842112887561,7602798181.334186,88452268.0,2084328.0,90536596.0,2.0863003738015395,0.048519864954707,2.1348202387562467,1.6420420706114471,1.692941645152898,22261.0,43200.0,2.0,101340344.0,19058401.0,101340344.0,7825561.0,7315276779.0,3.3349837157643805,0.872823838056046,0.28073829488633384,37
147,2023-08-07public goods network,2023-08-07 00:00:00+00:00,Public Goods Network,86400.0,146,24,1890505.0,23.149755919388618,22.751688746578065,64357075.999331534,33261880.0,2084256.0,35346136.0,0.7700044034199938,0.0474203437801878,0.8174247472001815,0.0075997642137863,0.019626939822326,117.0,43200.0,66.0,495964.0,11290893.0,495964.0,31173.0,2200932196.0,0.0272267040361123,67.06510956440387,0.1674362692127186,37
148,2023-08-06op mainnet,2023-08-06 00:00:00+00:00,OP Mainnet,86400.0,873,24,96594306.0,14.773152735550957,14.210671479317607,14.682487579061767,1559508036.0,2084640.0,1561592676.0,23.03885040814709,0.0296241341926446,23.06847454233974,25.546435998510468,8.188765828212283,474943.0,43200.0,410.0,2543750876.0,222403306.0,2543750876.0,210997602.0,151235185750.0,33.73520182672275,0.6130742010602457,0.4343204592471301,38
149,2023-08-06base,2023-08-06 00:00:00+00:00,Base,86400.0,1429,24,48704149.0,14.716911878267773,14.20754073831053,14.600488436806094,806863612.0,2084328.0,808947940.0,11.874540675584845,0.0296131749720013,11.904153850556844,12.77292644351617,36.25645093312188,313187.0,43200.0,1157.0,1278989340.0,91762440.0,1278989340.0,79974463.0,83810486412.0,49.029377376638045,0.6308603103760037,0.5307634474410227,38
150,2023-08-06zora network,2023-08-06 00:00:00+00:00,Zora Network,86400.0,145,24,6073361.0,14.56961161607412,14.279454481092609,5369152187.837598,99960680.0,2084328.0,102045008.0,1.4563882844786675,0.0297630667996667,1.4861513512783346,1.224670581962153,1.898143419467736,29453.0,43200.0,33.0,123753816.0,20146144.0,123753816.0,8897724.0,7840904554.0,3.122814001429828,0.8077381629993535,0.30146518361032265,38
151,2023-08-06public goods network,2023-08-06 00:00:00+00:00,Public Goods Network,86400.0,145,24,1887171.0,14.472290842685556,14.774123087614326,32447819.13482007,33185832.0,2084364.0,35270196.0,0.4802750125605012,0.0307946502953921,0.5110696628558934,0.0069841241971224,0.029487309377423,108.0,43200.0,98.0,804244.0,11322505.0,804244.0,49345.0,2202757061.0,0.0364714335745455,41.263387728102416,0.1666743357587389,38
152,2023-08-05op mainnet,2023-08-05 00:00:00+00:00,OP Mainnet,86400.0,1014,24,113119116.0,16.025413738013253,16.756915797117802,15.995633730557111,1826056500.0,2084604.0,1828141104.0,29.263310921488397,0.0349315336983349,29.298242455186728,32.96270450897975,8.378722688235932,559862.0,43200.0,525.0,3012765188.0,264739852.0,3012765188.0,253283896.0,152025158533.0,41.34142719721568,0.6061064789493976,0.4272840493995592,39
153,2023-08-05base,2023-08-05 00:00:00+00:00,Base,86400.0,1432,24,45602252.0,16.209794091917512,15.93560883224582,16.179511352650657,757458044.0,2084328.0,759542372.0,12.278238926506594,0.0332150356860972,12.311453962192692,13.527227148526858,36.20108839063689,264869.0,43200.0,1297.0,1222326648.0,94261819.0,1222326648.0,82399277.0,93598419002.0,49.72831553916375,0.6196854541618404,0.48378285591963804,39
154,2023-08-05zora network,2023-08-05 00:00:00+00:00,Zora Network,86400.0,146,24,5685430.0,15.814546567954183,15.885621507237357,5562570483.573425,93793000.0,2084352.0,95877352.0,1.4832937662481274,0.0331112269598531,1.5164049932079806,1.245804826824108,1.759939354485141,26727.0,43200.0,1.0,117282860.0,20236135.0,117282860.0,8992179.0,7834601070.0,3.005744181309191,0.799716173360711,0.2809543423188272,39
155,2023-08-05public goods network,2023-08-05 00:00:00+00:00,Public Goods Network,86400.0,146,24,1904490.0,16.143145717558802,15.255829628153002,63567375.570145205,33485376.0,2084316.0,35569692.0,0.5405593041752462,0.0317979697872333,0.5723572739624796,0.0090512979435238,0.035605947318897,185.0,43200.0,139.0,919812.0,11342727.0,919812.0,52347.0,2212821628.0,0.0446572452624208,36.404587024304966,0.16790406751392323,39
156,2023-08-04op mainnet,2023-08-04 00:00:00+00:00,OP Mainnet,86400.0,1163,24,131887059.0,19.52279704197032,19.362597816301523,19.355453177517138,2128546680.0,2084628.0,2130631308.0,41.55518482799975,0.040363813560601,41.59554864156036,46.76331547437867,14.378652439436866,645983.0,43200.0,529.0,3532204576.0,310739271.0,3532204576.0,299281475.0,184180380957.0,61.141967913815535,0.6026113817027114,0.42442996849278186,40
157,2023-08-04base,2023-08-04 00:00:00+00:00,Base,86400.0,1433,24,41930849.0,20.024482327777324,18.70000298947464,19.959618045401346,698880836.0,2084292.0,700965128.0,13.994726949704246,0.038976266630938,14.033703216335184,15.65440692189081,35.276774391894484,253225.0,43200.0,1839.0,1146643176.0,97238678.0,1146643176.0,74187611.0,107022666416.0,50.931181313785295,0.60950158744066,0.4312157452407981,40
158,2023-08-04zora network,2023-08-04 00:00:00+00:00,Zora Network,86400.0,146,24,5683550.0,18.43412712690773,18.07469082848606,6458193882.614023,93763472.0,2084352.0,95847824.0,1.7284477627082528,0.0376740179777365,1.7661217806859897,1.440374751644943,2.181487764606972,27708.0,43200.0,5.0,118043496.0,19960201.0,118043496.0,8723509.0,7606824460.0,3.621862516251877,0.7943129031014127,0.2847441265746773,40
159,2023-08-04public goods network,2023-08-04 00:00:00+00:00,Public Goods Network,86400.0,146,24,1934742.0,19.118557712562207,19.154449830200623,121271722.0116736,33965184.0,2084304.0,36049488.0,0.6493653305217946,0.0399236963988864,0.6892890269206811,0.0206519843116242,0.0676242799556367,314.0,43200.0,260.0,1932704.0,11456318.0,1932704.0,115118.0,2246443997.0,0.0882762642672608,17.57391923439906,0.16887991412249556,40
160,2023-08-03op mainnet,2023-08-03 00:00:00+00:00,OP Mainnet,86400.0,1173,24,132847327.0,23.126907153033223,20.13114654404697,23.004600388091333,2144106544.0,2084640.0,2146191184.0,49.58655296929896,0.041966193331582,49.62851916263055,55.95983335527586,12.847307991699704,660791.0,43200.0,445.0,3556359184.0,311480363.0,3556359184.0,300056951.0,189675917113.0,68.80714134697557,0.602893699164668,0.4265030569519402,41
161,2023-08-03base,2023-08-03 00:00:00+00:00,Base,86400.0,1508,24,58870456.0,28.770537933607077,20.001095732443343,29.3769332634788,970553032.0,2084280.0,972637312.0,27.923332823733357,0.041687883813217,27.96502070754657,36.25756222918884,44.1038688179892,458089.0,43200.0,1392.0,1804413396.0,104678951.0,1804413396.0,89928977.0,52331791791.0,80.36143104717803,0.5378773146727404,0.5623905803182915,41
162,2023-08-03zora network,2023-08-03 00:00:00+00:00,Zora Network,86400.0,145,24,5147791.0,19.95998306945096,21.27079161449105,6044510824.786109,85198072.0,2084364.0,87282436.0,1.7005520746698632,0.044336072292747,1.7448881469626103,1.292746278214197,2.1927735826980714,24146.0,43200.0,4.0,102422716.0,18635519.0,102422716.0,7400543.0,6674021222.0,3.485519860912284,0.8318278925546165,0.27623545123696314,41
163,2023-08-03public goods network,2023-08-03 00:00:00+00:00,Public Goods Network,86400.0,146,24,1932698.0,21.6098060460782,20.60543587054724,147394427.79365587,33933776.0,2084340.0,36018116.0,0.7333023177710634,0.0429487342024164,0.7762510519734798,0.0173069685944057,0.0695544112095406,392.0,43200.0,228.0,1607060.0,11407612.0,1607060.0,79852.0,2244962747.0,0.0868613798039464,21.115438129254663,0.16942178608458983,41
164,2023-08-02op mainnet,2023-08-02 00:00:00+00:00,OP Mainnet,86400.0,1056,24,118698721.0,23.97186092649963,22.58315526894885,23.892436477965955,1915746880.0,2084580.0,1917831460.0,45.92401777773557,0.0470763938105453,45.971094171546106,52.32304955927437,12.335334021804458,547768.0,43200.0,404.0,3201669556.0,291930627.0,3201669556.0,280525139.0,159103721106.0,64.65838358107882,0.5983587145681064,0.406599068483486,42
165,2023-08-02base,2023-08-02 00:00:00+00:00,Base,86400.0,1434,24,27749103.0,23.680149122790795,22.87557244219036,23.2908337414922,472626648.0,2084304.0,474710952.0,11.191869504044757,0.0476796471435471,11.2395491511883,11.60683738220967,26.520911953801846,145005.0,43200.0,71.0,728572480.0,57702455.0,728572480.0,46433990.0,49599056768.0,38.12774933601152,0.6487023061864757,0.48089986812519503,42
166,2023-08-02zora network,2023-08-02 00:00:00+00:00,Zora Network,86400.0,146,24,4794020.0,22.582684198345348,23.58583468134327,6715680163.9544,79572932.0,2084304.0,81657236.0,1.796970394092409,0.0491600495696625,1.846130443662072,1.304555036619467,1.7947953941098045,20934.0,43200.0,6.0,87708148.0,17636177.0,87708148.0,6401617.0,6286403939.0,3.0993504307292503,0.9072467474743624,0.27182875290943154,42
167,2023-08-02public goods network,2023-08-02 00:00:00+00:00,Public Goods Network,86400.0,146,24,1932196.0,23.5012391562238,22.549998267735464,166589282.73858854,33925312.0,2084304.0,36009616.0,0.7972868707615094,0.0470010515894341,0.8442879223509435,0.0242524675643754,0.1071065521320384,337.0,43200.0,191.0,1665564.0,11399638.0,1665564.0,87418.0,2233956299.0,0.1313590196964138,20.36866310751193,0.16949625944262442,42
168,2023-08-01op mainnet,2023-08-01 00:00:00+00:00,OP Mainnet,86400.0,1238,24,139956447.0,22.767538238933973,21.564173670007836,22.6965952272398,2258601684.0,2084616.0,2260686300.0,51.42280020699067,0.044953021459277,51.46775322844995,57.80868622484971,17.686441159201255,675865.0,43200.0,858.0,3723713724.0,323566611.0,3723713724.0,312012203.0,187430092345.0,75.49512738405096,0.6065454681553281,0.4325429208145336,43
169,2023-08-01base,2023-08-01 00:00:00+00:00,Base,86400.0,1432,24,29212143.0,22.49086110348805,20.85628416580935,22.42125723630565,495893112.0,2084328.0,497977440.0,11.153063104168448,0.043471337062753,11.1965344412312,11.916700390630858,29.34290705451437,158837.0,43200.0,11.0,777033884.0,60570210.0,777033884.0,49332239.0,40878852172.0,41.25960744514523,0.6381872428101217,0.4822856483409914,43
170,2023-08-01zora network,2023-08-01 00:00:00+00:00,Zora Network,86400.0,146,24,4431623.0,22.374724207877613,22.582144759759544,6089940792.5925045,73790660.0,2084304.0,75874964.0,1.651045666617266,0.0470680546513458,1.6981137212686117,1.139572217890262,1.7566833787610243,18078.0,43200.0,3.0,76604200.0,16966694.0,76604200.0,5731490.0,5800432731.0,2.8962555966512435,0.963271726615512,0.26119543383053884,43
171,2023-08-01public goods network,2023-08-01 00:00:00+00:00,Public Goods Network,86400.0,146,24,1921307.0,22.6056916151455,21.98318355141964,143138709.86885247,33752732.0,2084340.0,35837072.0,0.7630038507606534,0.045820428803566,0.8088242795642193,0.0273906674617831,0.0575251233817842,276.0,43200.0,200.0,1552716.0,11412228.0,1552716.0,96228.0,2239388216.0,0.084915790843567,21.73786577841666,0.16835511873755063,43
172,2023-07-31op mainnet,2023-07-31 00:00:00+00:00,OP Mainnet,86400.0,1214,24,138059313.0,24.227824690555487,23.986172012315965,23.99307911168054,2228005584.0,2084628.0,2230090212.0,53.97972869873069,0.0500022457896901,54.02973094452038,61.04599053387048,14.7014652394915,679221.0,43200.0,982.0,3719761176.0,325680547.0,3719761176.0,314075371.0,172970185681.0,75.74745577336198,0.5989646857908922,0.423910222061866,44
173,2023-07-31base,2023-07-31 00:00:00+00:00,Base,86400.0,1440,24,83639815.0,23.502517685281,23.71184719442165,23.28176039567303,1364205880.0,2084352.0,1366290232.0,32.06227282106433,0.0494238361233871,32.11169665718772,37.55014917265816,147.44844218284865,542793.0,43200.0,8.0,2357978004.0,150418789.0,2357978004.0,139171756.0,135011728306.0,184.9985913555068,0.5785490270417297,0.5560463261009234,44
174,2023-07-31zora network,2023-07-31 00:00:00+00:00,Zora Network,86400.0,146,24,4923956.0,22.41520863883894,23.1306516597756,6641466326.689943,81638204.0,2084328.0,83722532.0,1.8299373755600965,0.0482118649127167,1.8781492404728133,1.400503764195007,1.8761716354899165,21210.0,43200.0,5.0,94485852.0,18261097.0,94485852.0,7006677.0,6485102074.0,3.276675399684922,0.8640256956141963,0.2696418511987533,44
175,2023-07-31public goods network,2023-07-31 00:00:00+00:00,Public Goods Network,86400.0,145,24,1905244.0,23.42571599580582,23.95186977782535,133494861.07395756,33475360.0,2084352.0,35559712.0,0.7841842762173583,0.0499241276751498,0.8341084038925082,0.0150496763000555,0.0503350725905762,321.0,43200.0,342.0,1243472.0,11453745.0,1243472.0,78105.0,2255628369.0,0.0653847488906314,26.92087960163156,0.1663424495656224,44
176,2023-07-30op mainnet,2023-07-30 00:00:00+00:00,OP Mainnet,86400.0,1094,24,122905522.0,19.775858432681787,17.95545296385557,19.508095901346238,1983893896.0,2084592.0,1985978488.0,39.23320483275752,0.0374297936048296,39.27063462636235,45.45532557443311,11.590307551844829,613084.0,43200.0,1045.0,3406542324.0,306098558.0,3406542324.0,294465098.0,158118316716.0,57.04563312627794,0.5823775862178309,0.4015227082513731,45
177,2023-07-30base,2023-07-30 00:00:00+00:00,Base,86400.0,1441,24,85994136.0,20.55700941106378,17.587986327841328,20.49339956850357,1401676068.0,2084256.0,1403760324.0,28.814268121138884,0.0366578660317212,28.850925987170605,35.56084363865041,196.2131800745261,565070.0,43200.0,11.0,2536891808.0,157566494.0,2536891808.0,146330019.0,132135850837.0,231.7740237131765,0.5525170855059184,0.5457641013450486,45
178,2023-07-30zora network,2023-07-30 00:00:00+00:00,Zora Network,86400.0,146,24,5660304.0,19.00934065641501,18.95210004998633,6089251617.610694,93390540.0,2084268.0,95474808.0,1.7752925889465516,0.0395012556669849,1.8147938446135363,1.464724850740355,2.208625881713318,26882.0,43200.0,9.0,116654740.0,20393742.0,116654740.0,9152290.0,7831764972.0,3.673350732453595,0.8005721842078599,0.27755102521155756,45
179,2023-07-30public goods network,2023-07-30 00:00:00+00:00,Public Goods Network,86400.0,146,24,1953035.0,19.57719881564797,18.330372596563112,135680352.26538235,34260260.0,2084316.0,36344576.0,0.6707199214957916,0.038206288888978,0.7089262103847697,0.0257473836936709,0.0686115795901943,340.0,43200.0,374.0,2050148.0,11517980.0,2050148.0,128900.0,2272001122.0,0.094358963283865,16.711115490198758,0.16956402077447608,45
180,2023-07-29op mainnet,2023-07-29 00:00:00+00:00,OP Mainnet,86400.0,1136,24,126553918.0,21.14578005050616,22.33495099800372,21.132770449392133,2042895904.0,2084652.0,2044980556.0,43.198627452063945,0.0465606002678904,43.24518805233184,51.3049443849325,8.653743206665851,631843.0,43200.0,907.0,3549332484.0,325946652.0,3549332484.0,314375280.0,149577360719.0,59.95868759159835,0.5755718612469104,0.38826573987942054,46
181,2023-07-29base,2023-07-29 00:00:00+00:00,Base,86400.0,1448,24,6570856.0,21.1652274514319,21.651624775249463,20.36804173318054,135118228.0,2084304.0,137202532.0,2.8598080284544345,0.0451285681255515,2.904936596579986,1.871683256089583,5.108665527820003,17162.0,43200.0,5.0,134346692.0,19591391.0,134346692.0,8357579.0,5909051880.0,6.980348783909586,1.0057428730734956,0.33539507225393034,46
182,2023-07-29zora network,2023-07-29 00:00:00+00:00,Zora Network,86400.0,146,24,5422540.0,20.640602257509528,21.45896248110519,6519829757.190036,89595040.0,2084292.0,91679332.0,1.8492955848856565,0.0447267438276677,1.894022328713324,1.447582967621468,2.4716918557821423,25849.0,43200.0,7.0,106936092.0,19094616.0,106936092.0,7810292.0,7706943187.0,3.919274823403443,0.837837238338577,0.28398266820343493,46
183,2023-07-29public goods network,2023-07-29 00:00:00+00:00,Public Goods Network,86400.0,145,24,1899486.0,21.18924684534105,21.02194065270021,114028723.64672571,33384012.0,2084304.0,35468316.0,0.707382070955828,0.0438161149901856,0.7511981859460136,0.0133173073173886,0.0426237343074475,271.0,43200.0,325.0,1037932.0,11431781.0,1037932.0,63281.0,2245387434.0,0.0559410416248359,32.16396835245469,0.16615836150115193,46
184,2023-07-28op mainnet,2023-07-28 00:00:00+00:00,OP Mainnet,86400.0,1142,24,129715547.0,32.015912339793886,32.80546900129501,31.65417376182409,2093414936.0,2084652.0,2095499588.0,67.02258908179124,0.0683879865644876,67.09097706835573,78.8890345210425,10.48704911955551,660967.0,43200.0,813.0,3643590468.0,328494662.0,3643590468.0,316958414.0,161723881784.0,89.37608364059801,0.574547264404579,0.39487870582201423,47
185,2023-07-28base,2023-07-28 00:00:00+00:00,Base,86400.0,398,25,4142318.0,34.78463884587848,39.341341187919376,30.38785198046596,74426420.0,2171190.0,76597610.0,2.588896140291668,0.0854175265737986,2.6743136668654666,1.3985290597567692,2.3663259247068686,8328.0,43200.0,14.0,67284556.0,15577663.0,67284556.0,4339332.0,3876736172.0,3.764854984463638,1.1061441796539462,0.2659139564131025,47
