,join_id,dt,chain,active_secs_per_day,num_l1_txs_inbox,num_l1_txs_output,calldata_bytes_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,avg_l1_gas_price_on_l2,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_combined,l1_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l2_num_txs_per_day,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l1_gas_used_on_l2,calldata_bytes_l2_per_day,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used,l2_eth_fees_per_day,gas_compression_ratio,bytes_compression_ratio,dt_rank
57,2023-08-29base,2023-08-29 00:00:00+00:00,Base,86400.0,1427,24,59286736.0,31.239590543950595,29.97975017124368,30.582510859260097,975718804.0,2084340.0,977803144.0,30.481055922993185,0.06248799247193,30.54354391546511,32.74869471035422,43.91913557332866,353574.0,43200.0,970.0,1565542112.0,123546805.0,1565542112.0,111890817.0,221985745593.0,76.66783028368289,0.6232466035381871,0.4798726765941054,15
58,2023-08-29zora network,2023-08-29 00:00:00+00:00,Zora Network,86400.0,145,24,10001105.0,29.324694048123003,31.821096561565337,16438424418.550352,162589124.0,2084316.0,164673440.0,4.767876316852334,0.0663252207008156,4.83420153755315,4.421547920243554,3.180869560504245,63048.0,43200.0,1.0,225919100.0,25778812.0,225919100.0,13260384.0,11112344391.0,7.602417480747529,0.7196785220904297,0.38795833570608296,15
59,2023-08-29public goods network,2023-08-29 00:00:00+00:00,Public Goods Network,86400.0,145,24,2481965.0,28.33613837105376,31.18701079196487,1285302574.4558585,42673136.0,2084340.0,44757476.0,1.2091918864227955,0.065004334074124,1.2741962204969195,0.4089192171988438,0.628196894077073,3514.0,43200.0,1823.0,34190404.0,15908301.0,34190404.0,3910641.0,2865427676.0,1.0371161112759153,1.2481027132642246,0.15601697503712056,15
60,2023-08-28op mainnet,2023-08-28 00:00:00+00:00,OP Mainnet,86400.0,1223,24,139363033.0,26.37552823250564,25.281517369847272,26.01778035429929,2248506484.0,2084616.0,2250591100.0,59.30554624971397,0.0527022556134615,59.35824850532743,52.38280297280726,20.425082345703505,374491.0,43200.0,386.0,2943488808.0,236412870.0,2943488808.0,225014750.0,182527043015.0,72.80788531851077,0.7638916369883476,0.5894900434143031,16
61,2023-08-28base,2023-08-28 00:00:00+00:00,Base,86400.0,1429,24,58107757.0,25.570946833406328,25.074256399819827,25.317072668198392,956976124.0,2084304.0,959060428.0,24.470785587643267,0.05226237291117,24.52304796055444,26.558286197741285,50.2450059657501,353847.0,43200.0,1299.0,1533664824.0,120273187.0,1533664824.0,108474278.0,221599203617.0,76.80329216349139,0.6239799655208106,0.48313143144697746,16
62,2023-08-28zora network,2023-08-28 00:00:00+00:00,Zora Network,86400.0,146,24,9494378.0,26.15492170432839,25.031722087362347,14715778732.099066,154525124.0,2084364.0,156609488.0,4.041592519571636,0.0521752203769029,4.093767739948539,3.808301501424274,2.9655161126892056,60462.0,43200.0,0.0,215759260.0,24142639.0,215759260.0,12910639.0,10211180146.0,6.773817614113305,0.7161923154538071,0.39326181367331053,16
63,2023-08-28public goods network,2023-08-28 00:00:00+00:00,Public Goods Network,86400.0,146,24,2406862.0,26.55826683900252,24.57761566355662,1356497668.4942777,41499004.0,2084316.0,43583320.0,1.102141621784833,0.0512275175694016,1.153369139354235,0.3792249086132932,0.4087849540362733,2347.0,43200.0,850.0,21486948.0,13998336.0,21486948.0,2409336.0,2574718417.0,0.7880098626495716,1.9313587020362315,0.17193915048188585,16
64,2023-08-27base,2023-08-27 00:00:00+00:00,Base,86400.0,1428,24,63681232.0,13.16711760140406,12.715395902471856,13.102718126670773,1045878136.0,2084304.0,1047962440.0,13.77120041344927,0.0265027505411057,13.797703163990375,15.000532184698775,56.60290616928656,391499.0,43200.0,1629.0,1673744516.0,129437982.0,1673744516.0,117490656.0,221668576343.0,71.60343835398534,0.6248732264703654,0.49198257741688217,17
65,2023-08-27op mainnet,2023-08-27 00:00:00+00:00,OP Mainnet,86400.0,540,24,62367102.0,12.991029297457684,13.009508527045712,12.880104820325023,1006454580.0,2084592.0,1008539172.0,13.07488093534047,0.0271195173994112,13.10200045273988,13.95736674676468,6.39659901539871,311962.0,43200.0,398.0,1584265596.0,138936606.0,1584265596.0,127536486.0,84894005318.0,20.35396576216339,0.6352814720846844,0.44888891268871217,17
66,2023-08-27zora network,2023-08-27 00:00:00+00:00,Zora Network,86400.0,145,24,9271429.0,12.973617832580066,12.648752919867851,7273578582.422218,150942112.0,2084304.0,153026416.0,1.9582652759304977,0.0263638463058922,1.9846291222363897,1.9602638565608683,3.218804099496403,62659.0,43200.0,20.0,222732840.0,24803810.0,222732840.0,13561498.0,10878557932.0,5.179067956057165,0.6776823390749205,0.3737905184727669,17
67,2023-08-27public goods network,2023-08-27 00:00:00+00:00,Public Goods Network,86400.0,145,24,2402310.0,12.768506153319828,12.92382051134182,587762495.0440868,41404380.0,2084340.0,43488720.0,0.5286720808043923,0.0269376360446102,0.5556097168490025,0.2000528397468803,0.4601880461765143,2177.0,43200.0,1417.0,23157588.0,14518544.0,23157588.0,2691404.0,2668268841.0,0.6602408859233962,1.7879400911701167,0.16546493918398428,17
68,2023-08-26op mainnet,2023-08-26 00:00:00+00:00,OP Mainnet,86400.0,545,24,62991530.0,13.020620137068097,12.610207885579776,12.96875354416372,1016527364.0,2084616.0,1018611980.0,13.23581666557915,0.0262874411216057,13.262104106700756,14.40624034962191,4.433746763120514,319108.0,43200.0,423.0,1624038488.0,141949399.0,1624038488.0,130538587.0,85115415627.0,18.839987112742424,0.625925660944065,0.4437604557945328,18
69,2023-08-26base,2023-08-26 00:00:00+00:00,Base,86400.0,1429,24,61359481.0,13.05544741799109,12.195121865487735,12.98648516318622,1008866452.0,2084316.0,1010950768.0,13.171202915861237,0.0254184876261859,13.196621403487422,13.920291018123423,111.4579482925316,393225.0,43200.0,1975.0,1567113996.0,113989000.0,1567113996.0,101882853.0,221176186868.0,125.37823931065503,0.6437734935525392,0.5382930019563291,18
70,2023-08-26zora network,2023-08-26 00:00:00+00:00,Zora Network,86400.0,153,24,10711063.0,12.895599211696352,13.112164036381776,7805464248.852383,174064972.0,2084292.0,176149264.0,2.2446721157071474,0.0273295786037182,2.2720016943108656,2.131961914355635,2.7986281307434817,79925.0,43200.0,25.0,244041536.0,23767613.0,244041536.0,12522457.0,12862060646.0,4.930590045099099,0.7132596149534152,0.45065791840350145,18
71,2023-08-26public goods network,2023-08-26 00:00:00+00:00,Public Goods Network,86400.0,146,24,2334644.0,12.99411251612756,12.95417063500949,505990398.3359796,40346624.0,2084376.0,42431000.0,0.5242685719018927,0.0270013623715185,0.5512699342734112,0.1629512665073108,0.3676902723304964,1823.0,43200.0,1206.0,18455724.0,13866148.0,18455724.0,2127628.0,2580857205.0,0.5306415388378072,2.186130655183183,0.1683700476873606,18
72,2023-08-25base,2023-08-25 00:00:00+00:00,Base,86400.0,1440,24,88661392.0,22.787052532480004,22.72388835063272,22.758731515579544,1444512772.0,2084328.0,1446597100.0,32.91618841940232,0.0473640367580976,32.963552456160414,37.66666376701782,72.41114467493948,661591.0,43200.0,2369.0,2419652512.0,155049018.0,2419652512.0,142771705.0,149167807510.0,110.0778084419573,0.596991826237899,0.5718281427619232,19
73,2023-08-25op mainnet,2023-08-25 00:00:00+00:00,OP Mainnet,86400.0,573,24,66223249.0,22.56804634857831,22.448241084323858,22.41002837581333,1068660508.0,2084616.0,1070745124.0,24.11757987543924,0.0467959625362388,24.16437583797548,25.41827759032081,8.804247658240616,328085.0,43200.0,383.0,1658240852.0,141443650.0,1658240852.0,130048966.0,109221635064.0,34.222525248561425,0.644454336480187,0.4681952777660927,19
74,2023-08-25zora network,2023-08-25 00:00:00+00:00,Zora Network,86400.0,146,24,8340159.0,21.82875365917536,22.31614190256934,11818438890.06878,136106640.0,2084316.0,138190956.0,2.971038315938064,0.0465138916257957,3.01755220756386,2.735440905290873,2.950059423399326,56677.0,43200.0,4.0,188546552.0,22535690.0,188546552.0,11302009.0,11168458876.0,5.6855003286903125,0.7218728667072098,0.37008669359580293,19
75,2023-08-25public goods network,2023-08-25 00:00:00+00:00,Public Goods Network,86400.0,146,24,2173015.0,22.315254997545484,21.655538795189216,396269063.6372805,37773664.0,2084316.0,39857980.0,0.8429289443516037,0.0451369859994336,0.8880659303510373,0.1350375424232975,0.204105512921275,850.0,43200.0,370.0,9909352.0,12395413.0,9909352.0,1008013.0,2360261906.0,0.3391430553445724,3.811920698750029,0.17530799498169203,19
76,2023-08-24base,2023-08-24 00:00:00+00:00,Base,86400.0,1448,24,100567568.0,19.969680575348004,19.4443677735773,19.980131372129165,1634661380.0,2084340.0,1636745720.0,32.643665607457564,0.0405286735251781,32.684194280982744,36.87824197921075,25.90507393530889,677920.0,43200.0,1734.0,2698458656.0,181022990.0,2698458656.0,169014885.0,123422810419.0,62.78331591451965,0.6057759589406139,0.5555513584213806,20
77,2023-08-24op mainnet,2023-08-24 00:00:00+00:00,OP Mainnet,86400.0,657,24,75993613.0,19.92447926319521,19.27169018700381,19.742129678614763,1226319172.0,2084616.0,1228403788.0,24.43377091257271,0.0401740737108711,24.473944986283584,26.188730417083818,9.693352105555046,385821.0,43200.0,426.0,1939386388.0,164898770.0,1939386388.0,153485162.0,118160530845.0,35.88208252263887,0.6323232851317713,0.4608500900279608,20
78,2023-08-24zora network,2023-08-24 00:00:00+00:00,Zora Network,86400.0,148,24,10257490.0,19.772064447658888,19.55072369584653,12198881691.400349,166717036.0,2084328.0,168801364.0,3.296339980314668,0.0407501208195164,3.337090101134184,3.3090366452958904,3.1153604088327618,79039.0,43200.0,14.0,244692776.0,24319419.0,244692776.0,13076938.0,11722437253.0,6.424397054128978,0.6813320716914013,0.421781869048763,20
79,2023-08-24public goods network,2023-08-24 00:00:00+00:00,Public Goods Network,86400.0,145,24,2099152.0,19.95025641637365,19.148361810479084,315073807.3814995,36570268.0,2084304.0,38654572.0,0.7295862238155038,0.0399110071150288,0.7694972309305326,0.097827257293465,0.1630401283629054,781.0,43200.0,407.0,7841712.0,12304312.0,7841712.0,901372.0,2336203020.0,0.26086738565637,4.663556631511078,0.17060295610189338,20
80,2023-08-23base,2023-08-23 00:00:00+00:00,Base,86400.0,1465,24,104635086.0,21.65118694482788,20.147313205212743,21.70896219790421,1699933068.0,2084352.0,1702017420.0,36.8055686489628,0.0419940925739115,36.84756274153671,42.453216248480445,27.68639866526301,736010.0,43200.0,2289.0,2859008416.0,187521321.0,2859008416.0,175260528.0,108248455667.0,70.13961491374346,0.594588339959612,0.5579903418022529,21
81,2023-08-23op mainnet,2023-08-23 00:00:00+00:00,OP Mainnet,86400.0,736,24,85157898.0,21.80889800002821,20.879306083722504,21.474118145015336,1374166848.0,2084628.0,1376251476.0,29.96906462305228,0.0435255860826982,30.012590209134974,31.954439594200664,9.01250773851806,431832.0,43200.0,458.0,2175503396.0,182776749.0,2175503396.0,171347109.0,138027369558.0,40.966947332718725,0.6316546554358953,0.46591209475993034,21
82,2023-08-23zora network,2023-08-23 00:00:00+00:00,Zora Network,86400.0,159,24,12045686.0,21.09026262272406,21.409534407407182,14013991156.004827,195445580.0,2084268.0,197529848.0,4.121998610650625,0.0446232074602577,4.166621818110882,3.894050864231098,3.2548489511059624,103323.0,43200.0,11.0,278591076.0,21936425.0,278591076.0,10697796.0,12674256982.0,7.148899815337528,0.7015500381641802,0.5491180080619336,21
83,2023-08-23public goods network,2023-08-23 00:00:00+00:00,Public Goods Network,86400.0,146,24,2167648.0,22.385023733387985,20.796756212337595,453149378.9189056,37682272.0,2084292.0,39766564.0,0.8435185530479814,0.0433465125993255,0.8868650656473069,0.1417717282877089,0.2116052480442384,1047.0,43200.0,491.0,10557360.0,12646700.0,10557360.0,1208480.0,2380953037.0,0.3533769763319479,3.569289292019975,0.17140028624067938,21
84,2023-08-22base,2023-08-22 00:00:00+00:00,Base,86400.0,1486,24,115875311.0,29.78988129711366,29.928577407749465,29.36622788895701,1879348064.0,2084328.0,1881432392.0,55.98555574252036,0.0623809718911396,56.0479367144115,65.39424597954124,45.85632528983474,925234.0,43200.0,3909.0,3255631712.0,192869062.0,3255631712.0,179882536.0,143567799740.0,111.25057126937598,0.5772606456291945,0.6007978148408271,22
85,2023-08-22op mainnet,2023-08-22 00:00:00+00:00,OP Mainnet,86400.0,696,24,80535861.0,29.713513268516586,28.23304886795978,28.480386981276844,1299507816.0,2084616.0,1301592432.0,38.61294273325701,0.0588550653989308,38.67179779865594,40.38803237485285,13.73712791149213,408387.0,43200.0,395.0,2073245388.0,175273857.0,2073245388.0,163872757.0,137005210907.0,54.12516028634498,0.626798845675281,0.4594858718719244,22
86,2023-08-22zora network,2023-08-22 00:00:00+00:00,Zora Network,86400.0,145,24,8834132.0,29.614244498435465,31.29510820111069,16734550114.088484,143958956.0,2084352.0,146043308.0,4.2632357207235145,0.0652300213692014,4.328465742092716,3.7372243957384375,2.2604028218945107,64326.0,43200.0,7.0,190602452.0,20236352.0,190602452.0,9000115.0,10017576338.0,5.997627217632704,0.7552838617207296,0.4365476544389028,22
87,2023-08-22public goods network,2023-08-22 00:00:00+00:00,Public Goods Network,86400.0,146,24,2151160.0,30.60771819091542,31.20659134039489,534636187.67953753,37420564.0,2084328.0,39504892.0,1.1453580774571148,0.0650447721153426,1.2104028495724577,0.1561179010931894,0.1879405772921604,939.0,43200.0,406.0,9348792.0,12469532.0,9348792.0,1067012.0,2354668714.0,0.3440584783853494,4.0027165006987,0.1725132907955166,22
88,2023-08-21base,2023-08-21 00:00:00+00:00,Base,86400.0,1574,24,152317882.0,22.68174943046956,21.609608876976147,22.709860911760284,2462064952.0,2084316.0,2464149268.0,55.84394032280508,0.0450412535360234,55.8889815763411,68.28001579279758,74.53142067118951,1356944.0,43200.0,7953.0,4395649312.0,224622618.0,4395649312.0,209813437.0,152825935740.0,142.8114364639871,0.560114053065751,0.6781057195228666,23
89,2023-08-21op mainnet,2023-08-21 00:00:00+00:00,OP Mainnet,86400.0,695,24,80450286.0,21.901284498909632,22.405182545718745,21.45356168704005,1298224140.0,2084640.0,1300308780.0,28.43277623349229,0.0467067397421071,28.4794829732344,30.448930045644268,9.412578276031368,405521.0,43200.0,428.0,2074992500.0,178328448.0,2074992500.0,166913584.0,153300817529.0,39.86150832167564,0.6256524493462025,0.45113545764722857,23
90,2023-08-21zora network,2023-08-21 00:00:00+00:00,Zora Network,86356.0,146,24,8983759.0,21.40072425720064,22.23048088925368,12387188035.119425,146370112.0,2084328.0,148454440.0,3.1324264064075726,0.0463356137709363,3.178762020178509,2.988595923797168,2.7227541213232835,63546.0,43178.0,4.0,204060120.0,22432721.0,204060120.0,11203401.0,11700053076.0,5.7113500451204455,0.7172891596849007,0.40047567123043165,23
91,2023-08-21public goods network,2023-08-21 00:00:00+00:00,Public Goods Network,86400.0,146,24,2100640.0,22.092802237562967,21.930375677034277,292505265.71947193,36614608.0,2084316.0,38698924.0,0.8089192935498908,0.0457098329096533,0.8546291264595441,0.0939976924549972,0.1358238001515451,692.0,43200.0,346.0,7813044.0,12178096.0,7813044.0,800776.0,2328753441.0,0.229821492606542,4.686343504529092,0.1724933027297535,23
92,2023-08-20base,2023-08-20 00:00:00+00:00,Base,86400.0,1437,24,102576173.0,15.390624765580093,15.050765651018988,15.380464895248268,1666122116.0,2084304.0,1668206420.0,25.642660300990308,0.0313703710494814,25.674030672039788,29.662915759383527,48.20349880294604,842575.0,43200.0,7617.0,2819605012.0,161462180.0,2819605012.0,146799311.0,121260946721.0,77.86641456232957,0.5909062116534498,0.6352953552342722,24
93,2023-08-20op mainnet,2023-08-20 00:00:00+00:00,OP Mainnet,86400.0,647,24,74838396.0,14.765628545649248,15.200694275161682,14.664887487197156,1207710276.0,2084556.0,1209794832.0,17.832601326179535,0.0316866984554539,17.864288024634988,19.14516293203484,7.92433256902878,359393.0,43200.0,382.0,1908640916.0,168253822.0,1908640916.0,156858566.0,129803136928.0,27.069495501063617,0.6327592926861472,0.44479462701298994,24
94,2023-08-20zora network,2023-08-20 00:00:00+00:00,Zora Network,86400.0,146,24,9928926.0,14.974472400657405,15.339768626455577,8553314077.486162,161446404.0,2084292.0,163530696.0,2.417574720883385,0.0319725570299723,2.449547277913358,2.2623203890266814,3.308844631649575,70010.0,43200.0,18.0,225331160.0,23827807.0,225331160.0,12587567.0,13286157353.0,5.571165020676208,0.7164850347373173,0.41669491447534385,24
95,2023-08-20public goods network,2023-08-20 00:00:00+00:00,Public Goods Network,86400.0,146,24,2202911.0,15.029663903380152,15.4295675117005,364341993.5766442,38244716.0,2084316.0,40329032.0,0.5748052275602252,0.0321600944377175,0.6069653219979427,0.1065677845206999,0.2208092258497208,1181.0,43200.0,867.0,11304112.0,12818886.0,11304112.0,1222746.0,2443900041.0,0.3273770103704207,3.383256995330549,0.17184886424608192,24
96,2023-08-19base,2023-08-19 00:00:00+00:00,Base,86400.0,1441,24,84242307.0,14.638643581348406,14.292204732234255,14.637137731383367,1373914020.0,2084304.0,1375998324.0,20.11223765019758,0.0297892994922147,20.1420269496898,22.08419750454951,35.99532573412229,650016.0,43200.0,6617.0,2205816400.0,128857219.0,2205816400.0,114644156.0,108658758647.0,58.0795232386718,0.6228596450729081,0.653764745613515,25
97,2023-08-19op mainnet,2023-08-19 00:00:00+00:00,OP Mainnet,86400.0,690,24,79778425.0,14.539696234876764,13.549528666152526,14.450018616998962,1287437524.0,2084652.0,1289522176.0,18.71895052034186,0.0282460520329521,18.74719657237481,19.94151518086824,9.829294271973971,381864.0,43200.0,487.0,2017593384.0,175173390.0,2017593384.0,163734002.0,130773652598.0,29.770809452842208,0.6381055440653646,0.4554254787213971,25
98,2023-08-19zora network,2023-08-19 00:00:00+00:00,Zora Network,86400.0,145,24,9381173.0,14.524863022328368,14.047894191485572,8095710303.255702,152698832.0,2084340.0,154783172.0,2.217929618469532,0.029280587779081,2.247210206248613,2.0719307149509145,2.592298405202028,64740.0,43200.0,15.0,209753924.0,22901015.0,209753924.0,11658147.0,11970991850.0,4.664229120152683,0.7279903473939301,0.4096400530718835,25
99,2023-08-19public goods network,2023-08-19 00:00:00+00:00,Public Goods Network,86400.0,145,24,2175418.0,14.533564719688044,13.99662116079634,364357045.5992759,37786768.0,2084340.0,39871108.0,0.5491764382758372,0.0291737173502942,0.5783501556261315,0.1072800929744334,0.1819718427181714,1157.0,43200.0,664.0,11087096.0,12676150.0,11087096.0,1165270.0,2419126847.0,0.2892519356926044,3.4081754140128306,0.17161504084442042,25
100,2023-08-18op mainnet,2023-08-18 00:00:00+00:00,OP Mainnet,86400.0,794,24,91930542.0,24.90369509055225,23.85136638082079,24.75001489644772,1483410132.0,2084616.0,1485494748.0,36.94239362156388,0.049720939979321,36.9921145615432,38.73582334994236,13.525417986682031,432042.0,43200.0,511.0,2288132792.0,194003624.0,2288132792.0,182551464.0,155989900821.0,52.26124133662439,0.6483059624801706,0.47385992129714033,26
101,2023-08-18base,2023-08-18 00:00:00+00:00,Base,86400.0,1446,24,66554641.0,25.94922873572427,24.17570426300875,25.90727599628441,1091948080.0,2084304.0,1094032384.0,28.335210495454945,0.0503895170982062,28.38560001255315,29.381865518503453,16.402843556679557,434297.0,43200.0,1678.0,1658064852.0,109754004.0,1658064852.0,97769326.0,84632486269.0,45.78470907518301,0.6585677747663877,0.6063982959564738,26
102,2023-08-18zora network,2023-08-18 00:00:00+00:00,Zora Network,86400.0,149,24,9924560.0,24.18950497640988,24.242390794427443,15071515460.830734,161416772.0,2084340.0,163501112.0,3.904591809570019,0.0505293848284568,3.955121194398476,3.658267727425754,3.22706427653684,78978.0,43200.0,5.0,225748596.0,21477516.0,225748596.0,10242088.0,12551042916.0,6.885332003962612,0.7150289076437932,0.4620906812501036,26
103,2023-08-18public goods network,2023-08-18 00:00:00+00:00,Public Goods Network,86400.0,146,24,2052512.0,25.08470094317884,24.127140146724116,327064540.21942914,35848568.0,2084268.0,37932836.0,0.8992506075212108,0.0502874261393323,0.9495380336605432,0.0834936280287215,0.106887252642328,613.0,43200.0,224.0,5335736.0,11905059.0,5335736.0,578979.0,2275934869.0,0.1903808806710498,6.718579779809196,0.1724067054182596,26
104,2023-08-17op mainnet,2023-08-17 00:00:00+00:00,OP Mainnet,86400.0,1022,24,115662281.0,41.23438703942684,48.73306141225616,37.39536226881949,1866615968.0,2084592.0,1868700560.0,76.96876527848639,0.1015885499554979,77.07035382844188,73.75055177901292,58.72061702640049,560502.0,43200.0,444.0,2883310592.0,234250696.0,2883310592.0,222825652.0,196391059301.0,132.4711688054134,0.6473863666228297,0.4937542682904131,27
105,2023-08-17base,2023-08-17 00:00:00+00:00,Base,86400.0,1438,24,58762852.0,36.23885578541158,40.907210799945695,34.92613381072112,967558936.0,2084352.0,969643288.0,35.06322874559029,0.0852650266452884,35.148493772235575,35.50794631343841,17.726893692741687,372773.0,43200.0,1126.0,1486342648.0,104756811.0,1486342648.0,93013901.0,76049291122.0,53.23484000618009,0.6509662743660976,0.5609454071678451,27
106,2023-08-17zora network,2023-08-17 00:00:00+00:00,Zora Network,86400.0,200,24,14840112.0,30.88297745945087,32.870787482786206,22157370418.658146,240845544.0,2084280.0,242929824.0,7.438027506561183,0.0685119249346216,7.5065394314958045,7.643602309200077,6.491169574314301,136672.0,43200.0,10.0,375139532.0,26419992.0,375139532.0,15182600.0,20792918053.0,14.134771883515512,0.6420158993001036,0.5617000943830718,27
107,2023-08-17public goods network,2023-08-17 00:00:00+00:00,Public Goods Network,86400.0,145,24,2051394.0,37.672798739860575,36.97801753994335,424760585.2478911,35808936.0,2084292.0,37893228.0,1.349022839016548,0.0770729861343636,1.4260958251509115,0.1063934831457419,0.1233666397189413,671.0,43200.0,229.0,6102620.0,11994471.0,6102620.0,666227.0,2288137706.0,0.2297601228646832,5.867797110093697,0.17102830128981927,27
108,2023-08-16op mainnet,2023-08-16 00:00:00+00:00,OP Mainnet,86400.0,1336,24,154133869.0,27.135620900839275,28.443838715599632,26.9517960171487,2486739856.0,2084592.0,2488824448.0,67.47923001142365,0.0592937986358292,67.53852381005949,71.6729659912116,14.6324129029099,611121.0,43200.0,382.0,3887868472.0,337053611.0,3887868472.0,325658899.0,183155051486.0,86.3053788941215,0.639615222044991,0.4572977828147345,28
109,2023-08-16base,2023-08-16 00:00:00+00:00,Base,86400.0,1449,24,69615517.0,29.030273002002552,28.527401028869896,28.5707558823197,1140928948.0,2084316.0,1143013264.0,33.121478836327576,0.0594601184028899,33.180938954730465,34.51160728874347,24.469016450077035,423244.0,43200.0,1008.0,1765986396.0,127524367.0,1765986396.0,115835327.0,86467115927.0,58.980623738820505,0.6460576087019868,0.5458997259715863,28
110,2023-08-16zora network,2023-08-16 00:00:00+00:00,Zora Network,86400.0,178,24,12741321.0,28.203551236962745,30.382250440068013,19612277586.28441,206935728.0,2084352.0,209020080.0,5.836322407406187,0.0633273044692566,5.899649711875444,5.813380760795801,4.498039247841588,112164.0,43200.0,5.0,308612032.0,23579520.0,308612032.0,12344836.0,16044292944.0,10.311420008637228,0.670536811733899,0.5403554016366745,28
111,2023-08-16public goods network,2023-08-16 00:00:00+00:00,Public Goods Network,86400.0,146,24,2091523.0,29.42961049935101,30.23780705845568,485536367.1413314,36468784.0,2084328.0,38553112.0,1.0732621085049645,0.0630255079105368,1.1362876164155011,0.1284267305021421,0.1478195826314726,828.0,43200.0,258.0,7195876.0,12132535.0,7195876.0,792175.0,2312802428.0,0.2762463131336146,5.06801173338729,0.17238961189891477,28
112,2023-08-15op mainnet,2023-08-15 00:00:00+00:00,OP Mainnet,86400.0,2213,24,260678325.0,26.866633885938285,24.61209948057984,27.05905295510712,4204338840.0,2084652.0,4206423492.0,112.95643234671044,0.0513076624063897,113.00774000911684,119.99361311320288,48.09386562889903,894051.0,43200.0,469.0,6483200252.0,547778795.0,6483200252.0,536347095.0,213474273074.0,168.08747874210192,0.6484974513478903,0.4758824682141995,29
113,2023-08-15base,2023-08-15 00:00:00+00:00,Base,86400.0,1457,24,79086340.0,26.301805561556865,24.676964656326803,26.052349502531204,1292134624.0,2084304.0,1294218928.0,33.98547363980338,0.0514342961410405,34.03690793594442,37.24588817770286,36.06375945779345,531194.0,43200.0,978.0,2090139812.0,142892222.0,2090139812.0,131219497.0,101680229758.0,73.3096476354963,0.6182048763348468,0.553468473602433,29
114,2023-08-15zora network,2023-08-15 00:00:00+00:00,Zora Network,86400.0,180,24,13743888.0,24.790759089967395,24.214343980287317,17687782645.341278,222964152.0,2084328.0,225048480.0,5.527450577930872,0.0504706351597443,5.577921213090616,5.6512267815847785,5.3334951921093605,123919.0,43200.0,10.0,337587472.0,24765632.0,337587472.0,13526840.0,18485622496.0,10.9847219736946,0.6604633480000703,0.5549580967689417,29
115,2023-08-15public goods network,2023-08-15 00:00:00+00:00,Public Goods Network,86400.0,146,24,1928591.0,26.527158448041927,24.33760360415981,146236855.72559446,33869084.0,2084292.0,35953376.0,0.8984505577580415,0.0507266724913214,0.949177230249363,0.0392124051955675,0.0354166454570158,192.0,43200.0,51.0,1665168.0,11439668.0,1665168.0,186248.0,2206444535.0,0.0746290506525833,20.339739894112785,0.16858802196007786,29
116,2023-08-14op mainnet,2023-08-14 00:00:00+00:00,OP Mainnet,86400.0,1399,24,161825298.0,22.19473248970997,20.11038965509164,22.147182458657067,2610548448.0,2084616.0,2612633064.0,57.94042445478756,0.0419224400412385,57.9823468948288,58.00188799832066,17.417866912044396,650374.0,43200.0,431.0,3828842880.0,292066371.0,3828842880.0,280650115.0,189334886807.0,75.41975491036506,0.6818113278129606,0.5540702869896651,30
117,2023-08-14base,2023-08-14 00:00:00+00:00,Base,86400.0,1455,24,79061490.0,21.80706190061915,19.769199002181423,21.50373273965,1291716048.0,2084328.0,1293800376.0,28.16853181675913,0.0412054950178187,28.20973731177695,31.500479813200958,54.139060777645525,526134.0,43200.0,1848.0,2141643668.0,151317433.0,2141643668.0,139277635.0,108019343607.0,85.63954059084648,0.603142374850007,0.5224876501837036,30
118,2023-08-14zora network,2023-08-14 00:00:00+00:00,Zora Network,86400.0,156,24,12091978.0,21.221870462211395,21.396446394763853,14805223320.279352,196127752.0,2084340.0,198212092.0,4.162197746988722,0.044597469078462,4.206795216067184,4.361033236938009,3.637345940170361,102392.0,43200.0,13.0,298542720.0,24788764.0,298542720.0,13546672.0,13978013524.0,7.998379177108185,0.6569503754772517,0.48780076328129957,30
119,2023-08-14public goods network,2023-08-14 00:00:00+00:00,Public Goods Network,86400.0,145,24,1883177.0,20.969477433061652,20.444432175320035,44621979.911694124,33123140.0,2084256.0,35207396.0,0.6945749367421417,0.0426114304280038,0.7371863671701455,0.0116899516819392,0.0184458630482446,86.0,43200.0,52.0,696684.0,11300801.0,696684.0,46961.0,2195317373.0,0.0301358147301839,47.54399412072044,0.1666410195171121,30
120,2023-08-13base,2023-08-13 00:00:00+00:00,Base,86400.0,1432,24,80615023.0,14.513162847318826,13.94152929574115,14.469993203380376,1316027488.0,2084340.0,1318111828.0,19.09972124489192,0.0290588871722851,19.128780132064207,21.355644633877965,50.2664771599294,562998.0,43200.0,1738.0,2157686064.0,145700488.0,2157686064.0,133687977.0,107551203123.0,71.62212179380737,0.6099253779116961,0.5532927453201117,31
