,contract_address,decimals,is_counted_in_tvl,symbol,token_mapping_source,token_type,last_updated
334,0x13741c5df9ab03e7aa9fb3bf1f714551dd5a5f8a,18,1,TRIPS,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
335,0x528cdc92eab044e1e39fe43b9514bfdab4412b98,18,1,GIV,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
336,0x1696bafbe18efb141823a041e22e43d12b144407,9,1,TON,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
337,0xf16bf805eba1658a02fdef9bd78f6402b74f0ed9,18,1,SAND,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
338,0x0a9aaa1c7542b42233ac7ffda364e97ade21f160,18,1,VALX,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
339,0xb7708a9a09a5f19d3a5de3fd0931eb857599d796,9,1,TONCOIN,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
340,0x7d14206c937e70e19e3a5b94011faf0d5b3928e2,18,1,VITA,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
341,0x038d3b64a827e09706fc50b83421a5d7b6b5e31a,18,1,GAMMA,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
342,0x589d35656641d6ab57a545f08cf473ecd9b6d5f7,6,1,GYEN,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
343,0x102c36a76d0c1a36edca5df07344ffb65f66a309,18,1,iPEPEMON,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
344,0x01b8b6384298d4848e3be63d4c9d17830eee488a,18,1,HAUS,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
345,0xc72751efd79b153d5bdc7e1a43b4b98aa2aa04c7,18,1,wstETH,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
346,0x33277c33acb9294ad8f55d8470bd6f802c412cde,9,1,TON,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
347,0xbb31f2e5cf89ae61c5e15ed917f365f582d0a2fe,18,1,MANA,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
348,0xd8737ca46aa6285de7b8777a8e3db232911bad41,18,1,FIS,l2 bridge mapping,underlying,2023-04-27 16:50:47.129074+00:00
349,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,18,1,sUSD,manual,underlying,2023-04-27 16:50:47.129074+00:00
350,0x8f00a5e13b3f2aaaddc9708ad5c77fbcc300b0ee,8,0,pLINK,manual,receipt,2023-04-27 16:50:47.129074+00:00
351,0xfbc4198702e81ae77c06d58f81b629bdf36f0a71,18,1,sEUR,manual,underlying,2023-04-27 16:50:47.129074+00:00
352,0x1db2466d9f5e10d7090e7152b68d62703a2245f0,18,1,SONNE,manual,underlying,2023-04-27 16:50:47.129074+00:00
353,0x6fd9d7ad17242c41f7131d257212c54a0e816691,18,1,UNI,manual,underlying,2023-04-27 16:50:47.129074+00:00
354,0x8a48fd91596b905e0309ba524ad5901498b325cf,8,0,LP-USDT,manual,receipt,2023-04-27 16:50:47.129074+00:00
355,0x81ddfac111913d3d5218dea999216323b7cd6356,18,1,sMATIC,manual,underlying,2023-04-27 16:50:47.129074+00:00
356,0x513c7e3a9c69ca3e22550ef58ac1c0088e918fff,18,0,aOptOP,manual,receipt,2023-04-27 16:50:47.129074+00:00
357,0xf899e3909b4492859d44260e1de41a9e663e70f5,18,1,RADIO,manual,underlying,2023-04-27 16:50:47.129074+00:00
358,0x191c10aa4af7c30e871e70c95db0e4eb77237530,18,0,aOptLINK,manual,receipt,2023-04-27 16:50:47.129074+00:00
359,0x68d97b7a961a5239b9f911da8deb57f6ef6e5e28,18,1,TLP,manual,underlying,2023-04-27 16:50:47.129074+00:00
360,0x76fb31fb4af56892a25e32cfc43de717950c9278,18,1,AAVE,manual,underlying,2023-04-27 16:50:47.129074+00:00
361,0xd8f365c2c85648f9b89d9f1bf72c0ae4b1c36cfd,18,1,TheDAO,manual,underlying,2023-04-27 16:50:47.129074+00:00
362,0x3417e54a51924c225330f8770514ad5560b9098d,18,1,RED,manual,underlying,2023-04-27 16:50:47.129074+00:00
363,0x7c6b91d9be155a6db01f749217d76ff02a7227f2,18,1,SACRO,manual,underlying,2023-04-27 16:50:47.129074+00:00
364,0x6789d8a7a7871923fc6430432a602879ecb6520a,18,1,vKWENTA,manual,underlying,2023-04-27 16:50:47.129074+00:00
365,0x43cb769d5647cc56f5c1e8df72ab9097dab59cce,18,0,rf-a-WBTC,manual,receipt,2023-04-27 16:50:47.129074+00:00
366,0xd3594e879b358f430e20f82bea61e83562d49d48,18,0,PSP,manual,receipt,2023-04-27 16:50:47.129074+00:00
367,0x1ccca1ce62c62f7be95d4a67722a8fdbed6eecb4,18,1,Multichain alETH,manual,underlying,2023-04-27 16:50:47.129074+00:00
368,0xb24f50dd9918934ab2228be7a097411ca28f6c14,18,0,vLUNA,manual,na,2023-04-27 16:50:47.129074+00:00
369,0x395ae52bb17aef68c2888d941736a71dc6d4e125,18,1,POOL,manual,underlying,2023-04-27 16:50:47.129074+00:00
370,0xa00e3a3511aac35ca78530c85007afcd31753819,18,1,KNC,manual,underlying,2023-04-27 16:50:47.129074+00:00
